target_id	length	eff_length	Aipa_2	Aipa_2_tpm
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1369.47	50.2173	0.436632
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1162.47	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1213.47	149	1.46208
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1354.47	166.773	1.46612
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	925.474	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	445.648	0	0
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	691.474	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3280.47	1.4188	0.00514992
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1243.47	251	2.40355
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	781.474	0	0
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	931.474	2.53381	0.0323906
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	568.535	1425.27	29.8509
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	81.4728	3	0.438455
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1090.47	334	3.6471
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1204.47	344	3.40077
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1318.47	14.6092	0.131938
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1126.47	265.972	2.81145
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	655.49	6	0.108994
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2356.47	17.1892	0.0868578
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	769.474	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1309.47	23.7476	0.215943
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	364.836	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1498.47	0	0
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	281.356	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	514.59	4	0.0925582
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	100.383	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	86.0435	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	240.327	7.86554	0.38971
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	51.8565	2	0.459244
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	81.4728	0	0
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	72.4653	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1057.47	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	796.474	200	2.99002
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	706.474	571	9.62401
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1561.47	0	0
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	139.004	24	2.05589
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1237.47	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2008.47	587	3.48007
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	139.004	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	847.474	27	0.379362
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	466.626	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2596.47	0	0
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3325.47	360.219	1.28982
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1852.47	60.8368	0.391048
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	751.474	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	174.391	52	3.55055
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1828.47	26	0.169317
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	320.057	26.2397	0.976219
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	70.2377	91.9975	15.5963
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2593.47	39	0.17906
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	86.0435	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	562.535	1	0.0211673
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	928.474	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	57.9375	131	26.9233
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	685.474	261.809	4.54788
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	269.562	2	0.088346
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	249.008	2	0.0956385
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	679.474	1	0.0175244
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	118.109	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	745.474	6	0.0958374
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	538.577	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1276.47	45.9	0.428171
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	508.59	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	706.474	386.806	6.51948
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6121.47	313.997	0.610781
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	74.733	33.4646	5.33198
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1171.47	0	0
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3583.47	23.1794	0.0770218
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1597.47	324.59	2.41946
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	820.474	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	535.577	0	0
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1495.47	173.147	1.37865
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	583.535	0	0
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1294.47	516.982	4.75553
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2158.47	8822.58	48.6704
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	397.722	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	191.354	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1105.47	64.8208	0.698203
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	95.4258	1	0.124781
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1648.47	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2578.47	287.598	1.32812
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2719.47	6.67407	0.0292228
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2542.47	26.6513	0.124818
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	526.59	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	352.872	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1807.47	355.748	2.34361
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	451.626	71.7688	1.89223
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1150.47	10.5697	0.109396
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	676.474	2.8236	0.0497013
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	406.712	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	269.562	1	0.044173
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	508.59	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	637.49	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	240.327	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	418.691	1	0.0284395
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1471.47	0	0
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1942.47	7.12639	0.0436848
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	466.626	0	0
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	709.474	13.2459	0.222311
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	688.474	3	0.051886
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1291.47	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	243.2	16	0.783381
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1813.47	16.8058	0.110348
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1666.47	0	0
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	346.916	21.1976	0.727576
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	385.751	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	290.292	17.7244	0.72703
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	979.474	1674.81	20.3605
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	502.59	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	243.2	0	0
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	673.474	308	5.44561
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	228.633	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	182.855	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	955.474	10.9517	0.136484
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	865.474	223.306	3.0723
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	415.691	1	0.0286447
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	382.77	57.3112	1.78286
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1258.47	1479.91	14.0026
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	1996.47	152.55	0.909838
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	730.474	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1474.47	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1303.47	0	0
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	403.722	4	0.117976
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	263.663	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2587.47	332.092	1.52827
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	493.59	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1522.47	0	0
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	898.474	13.3257	0.176604
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3634.47	1.46308	0.00479339
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	595.506	173.904	3.47727
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	757.474	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1060.47	0	0
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1369.47	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1147.47	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	487.59	0	0
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1093.47	5	0.0544475
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1702.47	0	0
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	174.391	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2290.47	0	0
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2155.47	580.732	3.20811
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	42.9143	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	290.292	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	532.577	9	0.201222
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1903.47	11.5932	0.0725225
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	155.144	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	451.626	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	643.49	1515.94	28.0515
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	194.203	1.37452	0.0842778
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2368.47	508.482	2.55637
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1735.47	270	1.85252
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2215.47	33	0.177363
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	418.691	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	802.474	0	0
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1588.47	0	0
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	598.506	134	2.66595
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	694.474	0	0
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	77.0011	0	0
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1282.47	38	0.352818
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	892.474	0	0
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1303.47	0	0
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1213.47	4	0.0392505
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	72.4653	0	0
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	622.49	0	0
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	511.59	2	0.0465505
arahy.Tifrunner.gnm2.ann1.70186N.1	324	144.37	19	1.56708
arahy.Tifrunner.gnm2.ann1.A80DKX.2	1824	1636.47	17	0.123696
arahy.Tifrunner.gnm2.ann1.AS3ULH.1	762	574.535	0	0
arahy.Tifrunner.gnm2.ann1.1NP050.2	5874	5686.47	3006.43	6.29542
arahy.Tifrunner.gnm2.ann1.7RM2L3.1	2016	1828.47	1.36897	0.00891497
