target_id	length	eff_length	Aipadur_4	Aipadur_4_tpm
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1646.23	275.751	2.39968
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	79.2586	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	545.287	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2822.23	289.332	1.4687
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	95.4549	0	0
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1133.23	2	0.0252836
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4355.23	19.0503	0.062664
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	515.287	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1208.23	26	0.308284
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	929.234	2	0.0308343
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	74.6171	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	479.337	152.81	4.5671
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1781.23	156.435	1.25818
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1520.23	30.6303	0.288649
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1085.23	13.3554	0.176305
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1523.23	18.5593	0.174551
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	551.287	24.4583	0.63559
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	872.234	10.4453	0.17156
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2549.23	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	647.259	50.1488	1.10997
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1280.23	3	0.0335707
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	488.329	265.099	7.77723
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1835.23	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1637.23	1.15969	0.0101476
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	362.48	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1772.23	239.795	1.93842
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	320.675	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1694.23	4	0.0338233
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1508.23	23.311	0.221422
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1607.23	191.575	1.70761
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	105.259	132.692	18.06
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	872.234	4	0.0656986
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1151.23	0.5	0.00622208
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	226.087	0	0
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	138.97	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	845.234	203.774	3.45383
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	374.45	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	226.087	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2177.23	34.9637	0.23006
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1418.23	51.8775	0.524035
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3479.23	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	47.8265	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	539.287	2	0.0531299
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	506.296	392.006	11.0922
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	163.526	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	905.234	3	0.0474777
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	180.3	0.69126	0.0549257
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1604.23	30.2935	0.270527
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	97.9122	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	404.411	82.7778	2.93238
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	290.902	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	332.643	4	0.172271
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	941.234	5.39026	0.0820429
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1343.23	220.441	2.35109
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1457.23	135.907	1.3361
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1238.23	21.8754	0.253095
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	279.05	2.11725	0.108697
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1454.23	6	0.059108
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	293.873	37	1.80373
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	72.4415	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	971.234	2.69541	0.0397585
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1373.23	72.7616	0.759079
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1166.23	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1217.23	33.3545	0.392563
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1358.23	68.3383	0.720807
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	929.234	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	449.36	30.7692	0.980959
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	695.259	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3284.23	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1247.23	131	1.50471
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	785.247	69.4461	1.26698
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	935.234	289.385	4.43287
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	572.269	1845.04	46.1885
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	83.8328	1	0.170889
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1094.23	8	0.104739
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1208.23	1.42231	0.0168645
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1322.23	29.6295	0.32103
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1130.23	603.671	7.65176
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	659.259	5.0247	0.10919
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2360.23	459.625	2.78983
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	773.247	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1313.23	117.033	1.27672
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	368.462	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1502.23	129.407	1.23409
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	284.979	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	518.287	81.2914	2.247
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	102.803	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	88.4536	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	243.63	163.824	9.63333
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	53.663	8	2.13572
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	83.8328	9.64283	1.64786
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	74.6171	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1061.23	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	800.247	159.006	2.84654
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	710.247	32.0943	0.647363
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1565.23	52.9234	0.484393
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	141.613	0	0
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1241.23	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2012.23	277.821	1.97795
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	141.613	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	851.234	10.4579	0.176005
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	470.345	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2600.23	2.54532	0.0140236
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3329.23	43.6162	0.187686
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1856.23	15.4501	0.119241
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	755.247	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	177.508	28	2.25979
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1832.23	2	0.0156379
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	323.659	91.0794	4.03145
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	72.4415	88.6884	17.5391
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2597.23	31	0.170994
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	88.4536	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	566.269	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	932.234	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	59.8232	66.2729	15.8707
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	689.259	57.1246	1.18733
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	273.096	3	0.157375
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	252.447	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	683.259	0	0
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	120.498	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	749.247	0	0
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	542.287	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1280.23	7	0.0783317
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	512.296	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	710.247	445.078	8.9775
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6125.23	347.129	0.811889
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	76.9672	70.7859	13.1756
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1175.23	54.4139	0.663307
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3587.23	31.491	0.125764
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1601.23	75.8497	0.678622
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	824.234	1	0.0173812
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	539.287	103.603	2.7522
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1499.23	1569.29	14.9955
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	587.269	149.671	3.65115
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1298.23	6.21469	0.0685797
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2162.23	5765.11	38.1974
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	401.417	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	194.477	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1109.23	324.595	4.19226
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	97.9122	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1652.23	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2582.23	80.6148	0.447248
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2723.23	3247.31	17.0832
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2546.23	2.18948	0.0123189
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	530.287	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	356.522	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1811.23	426.456	3.3731
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	455.36	88.8089	2.79403
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1154.23	1.73374	0.0215188
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	680.259	80.4253	1.69374
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	410.411	7	0.244348
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	273.096	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	512.296	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	641.259	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	243.63	1	0.0588029
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	422.397	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1475.23	383.834	3.72745
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1946.23	5742.9	42.2732
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	470.345	7	0.213212
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	713.247	4.29246	0.0862175
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	692.259	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1295.23	3.69556	0.0408753
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	246.577	13	0.755302
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1817.23	9.47866	0.0747249
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1670.23	212.145	1.81963
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	350.546	9.11055	0.372331
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	389.431	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	293.873	5	0.243747
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	983.234	782	11.3941
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	506.296	30.6822	0.868183
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	246.577	5.4081	0.314211
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	677.259	132.265	2.79782
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	231.927	3	0.18531
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	185.926	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	959.234	44.4671	0.664114
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	869.234	82.2513	1.35561
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	419.397	1.2193	0.0416498
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	386.437	45.8141	1.69844
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1262.23	865.231	9.82022
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2000.23	185.723	1.33019
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	734.247	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1478.23	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1307.23	252.787	2.77032
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	407.411	1	0.0351639
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	267.186	1.92076	0.102988
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2591.23	172.568	0.954076
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	497.312	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1526.23	2	0.0187732
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	902.234	1.01024	0.0160411
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3638.23	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	599.259	1.19339	0.0285296
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	761.247	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1064.23	67.6381	0.910507
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1373.23	4	0.0417296
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1151.23	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	491.329	54.6	1.59202
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1097.23	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1706.23	261.85	2.19859
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	177.508	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2294.23	3.5	0.0218554
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2159.23	147.24	0.97691
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	44.2088	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	293.873	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	536.287	4.54312	0.121363
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1907.23	34.8008	0.261405
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	158.015	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	455.36	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	647.259	3701.16	81.9197
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	197.309	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2372.23	206.19	1.2452
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1739.23	86.374	0.711466
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2219.23	6.65742	0.0429766
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	422.397	1	0.0339163
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	806.247	5.71429	0.101537
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1592.23	12.6701	0.114
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	602.259	53.9583	1.28353
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	698.247	33.5711	0.688788
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	79.2586	51.5263	9.31348
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1286.23	48	0.534626
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	896.234	453.721	7.25264
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1307.23	70.0671	0.767874
