target_id	length	eff_length	Aipa_3	Aipa_3_tpm
arahy.Tifrunner.gnm2.ann1.1H7P3M.1	867	686.699	674	13.6126
arahy.Tifrunner.gnm2.ann1.AFM6H1.1	885	704.676	0	0
arahy.Tifrunner.gnm2.ann1.XEFQ2J.1	207	54.6684	0	0
arahy.Tifrunner.gnm2.ann1.9W3K41.1	1398	1217.65	0	0
arahy.Tifrunner.gnm2.ann1.86A1BZ.1	477	297.484	30.1463	1.40546
arahy.Tifrunner.gnm2.ann1.1Z1K26.1	918	737.676	2604	48.958
arahy.Tifrunner.gnm2.ann1.CSM94Q.2	1332	1151.65	157	1.89072
arahy.Tifrunner.gnm2.ann1.Q2BBVU.1	348	172.135	0	0
arahy.Tifrunner.gnm2.ann1.49CV5E.1	342	166.393	0	0
arahy.Tifrunner.gnm2.ann1.JS1PTX.1	1887	1706.65	263	2.13727
arahy.Tifrunner.gnm2.ann1.F8HH5F.1	255	90.2131	0	0
arahy.Tifrunner.gnm2.ann1.GHTC3Q.1	615	434.944	296	9.43858
arahy.Tifrunner.gnm2.ann1.SHSL16.1	1935	1754.65	112	0.88527
arahy.Tifrunner.gnm2.ann1.YH938E.2	324	149.733	0	0
arahy.Tifrunner.gnm2.ann1.YXX8CM.1	609	428.944	110	3.55664
arahy.Tifrunner.gnm2.ann1.VDQ67E.1	1350	1169.65	93.7682	1.11186
arahy.Tifrunner.gnm2.ann1.33LHWC.1	609	428.944	0	0
arahy.Tifrunner.gnm2.ann1.KQ3EB3.1	1107	926.649	0	0
arahy.Tifrunner.gnm2.ann1.K3YHKD.1	915	734.676	1	0.0188778
arahy.Tifrunner.gnm2.ann1.A6X2CD.1	1212	1031.65	643	8.64425
arahy.Tifrunner.gnm2.ann1.0Y513H.1	1524	1343.65	53.6462	0.553734
arahy.Tifrunner.gnm2.ann1.YQ8C5N.1	2808	2627.65	20.1307	0.106252
arahy.Tifrunner.gnm2.ann1.H3V410.1	1269	1088.65	0	0
arahy.Tifrunner.gnm2.ann1.B7BSQF.1	1281	1100.65	0	0
arahy.Tifrunner.gnm2.ann1.5IU4RA.1	270	102.238	0	0
arahy.Tifrunner.gnm2.ann1.NC1EXA.1	576	396.024	0	0
arahy.Tifrunner.gnm2.ann1.K3U1RD.1	2811	2630.65	147.497	0.777624
arahy.Tifrunner.gnm2.ann1.U3PQ4N.1	1476	1295.65	145	1.55213
arahy.Tifrunner.gnm2.ann1.BDSN0J.1	300	128.295	0	0
arahy.Tifrunner.gnm2.ann1.PFN41B.1	2121	1940.65	3.0853	0.0220495
arahy.Tifrunner.gnm2.ann1.G8PY79.3	2151	1970.65	751.346	5.28784
arahy.Tifrunner.gnm2.ann1.F8ILKH.1	879	698.676	0	0
arahy.Tifrunner.gnm2.ann1.7LSJ26.1	2727	2546.65	28.7989	0.156839
arahy.Tifrunner.gnm2.ann1.DEG7JK.1	426	247.166	3.0253	0.169757
arahy.Tifrunner.gnm2.ann1.EHW2CP.1	204	52.491	0	0
arahy.Tifrunner.gnm2.ann1.3ZE8DZ.1	357	180.514	2	0.153662
arahy.Tifrunner.gnm2.ann1.LMDE4E.1	1782	1601.65	0	0
arahy.Tifrunner.gnm2.ann1.DS477V.1	1410	1229.65	110	1.24068
arahy.Tifrunner.gnm2.ann1.C0950A.1	561	381.102	0	0
arahy.Tifrunner.gnm2.ann1.HG2532.2	1119	938.649	0	0
arahy.Tifrunner.gnm2.ann1.WUL5PS.2	1482	1301.65	401	4.27266
arahy.Tifrunner.gnm2.ann1.UVE7PI.1	687	506.836	2	0.0547282
arahy.Tifrunner.gnm2.ann1.8XA69V.1	273	104.806	0	0
arahy.Tifrunner.gnm2.ann1.CFM630.1	981	800.676	550	9.52695
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	404.971	738	25.2744
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	99.7594	0	0
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1025.65	106.159	1.43551
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1040.65	3.60173	0.0480015
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1649.65	366.573	3.08189
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	80.7642	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	548.802	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2825.65	12.9497	0.0635608
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	97.3687	0	0
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1136.65	0	0
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4358.65	0	0
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	518.802	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1211.65	59	0.675341
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	932.649	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	76.2357	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	482.836	110.752	3.18126
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1784.65	449.001	3.48933
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1523.65	0	0
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1088.65	218	2.77726
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1526.65	168	1.52622
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	554.783	142.637	3.5658
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	875.649	50.7092	0.803164
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2552.65	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	650.765	2	0.042624
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1283.65	1	0.0108044
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	491.836	94.82	2.67379
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1838.65	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1640.65	0	0
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	366.139	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1775.65	0	0
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	324.275	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1697.65	38	0.310444
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1511.65	0	0
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1610.65	1003	8.63671
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	107.369	0	0
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	875.649	28	0.443482
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1154.65	0	0
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	229.525	2.87044	0.173447
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	141.627	1	0.097927
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	848.649	19.4876	0.318477
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	378.102	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	229.525	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2180.65	0	0
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1421.65	4.71901	0.0460369
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3482.65	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	48.586	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	542.802	6.02877	0.154041
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	509.819	3.22245	0.0876633
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	166.393	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	908.649	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	183.342	9.54611	0.722126
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1607.65	210.69	1.81761
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	99.7594	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	407.971	234	7.9549
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	294.493	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	336.21	6.30763	0.260198
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	944.649	31	0.455134
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1346.65	0	0
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1460.65	593	5.63063
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1241.65	1.23962	0.0138464
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	282.579	1.04194	0.0511387
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1457.65	0	0
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	297.484	90	4.19592
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	73.9745	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	974.649	0	0
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1376.65	71.0133	0.715426
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1169.65	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1220.65	102.97	1.16996
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1361.65	199.908	2.03617
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	932.649	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	452.929	1.19512	0.0365957
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	698.676	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3287.65	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1250.65	203	2.25117
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	788.676	0	0
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	938.649	15.6143	0.230711
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	575.765	3147.77	75.8239
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	85.4394	2	0.324653
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1097.65	383	4.83931
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1211.65	344	3.93758
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1325.65	10.4713	0.109552
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1133.65	295.957	3.62075
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	662.721	7	0.146492
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2363.65	35.9062	0.210685
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	776.676	2	0.035714
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1316.65	18.7092	0.197076
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	372.127	1	0.0372698
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1505.65	0	0
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	288.513	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	521.802	1.16061	0.0308482
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	104.806	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	90.2131	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	247.166	5.31357	0.298157
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	54.6684	4	1.01478
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	85.4394	2.22628	0.361384
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	76.2357	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1064.65	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	803.676	294.831	5.08793
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	713.676	321	6.2381
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1568.65	1.44196	0.012749
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	144.302	18.9148	1.81793
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1244.65	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2015.65	652	4.48622
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	144.302	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	854.649	39.9802	0.648792
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	473.852	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2603.65	0	0
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3332.65	349.603	1.4549
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1859.65	71.4727	0.533037
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	758.676	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	180.514	37	2.84275
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1835.65	15	0.113331
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	327.243	40.5101	1.71688
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	73.9745	73.4329	13.7676
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2600.65	69	0.367973
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	90.2131	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	569.765	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	935.649	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	60.933	140.613	32.0051
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	692.676	320.877	6.42475
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	276.663	2	0.10026
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	255.973	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	686.699	3	0.0605903
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	122.803	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	752.676	1	0.0184264
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	545.802	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1283.65	93.1948	1.00692
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	515.802	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	713.676	315.754	6.13615
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6128.65	362.393	0.820094
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	78.4736	40.9098	7.23023
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1178.65	0	0
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3590.65	39.7621	0.153583
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1604.65	310.879	2.68695
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	827.649	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	542.802	2.26684	0.05792
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1502.65	206.303	1.90413
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	590.765	0	0
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1301.65	438.97	4.67723
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2165.65	11791.6	75.5151
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	404.971	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	197.624	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1112.65	40.0894	0.499712
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	99.7594	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1655.65	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2585.65	228.714	1.22679
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2726.65	1.79089	0.00910934
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2549.65	29.5329	0.160647
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	533.802	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	360.139	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1814.65	829.437	6.33927
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	458.914	114.2	3.45129
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1157.65	13.8073	0.165417
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	683.699	2.73778	0.055537
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	413.944	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	276.663	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	515.802	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	644.765	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	247.166	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	425.944	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1478.65	2.38306	0.0223521
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1949.65	4.81514	0.0342531
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	473.852	1	0.0292688
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	716.676	2.17072	0.0420077
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	695.676	1	0.0199361
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1298.65	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	250.108	12	0.665429
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1820.65	49.974	0.380685
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1673.65	0	0
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	354.163	30.2348	1.184
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	393.037	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	297.484	10.8769	0.507095
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	986.649	1554.83	21.8559
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	509.819	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	250.108	0	0
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	680.699	309	6.29581
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	235.416	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	189.047	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	962.649	61.8703	0.891379
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	872.649	222.621	3.53814
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	422.944	1	0.0327918
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	390.063	92.1984	3.27821
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1265.65	1785.45	19.5651
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2003.65	30.6895	0.21243
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	737.676	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1481.65	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1310.65	0	0
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	410.944	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	270.709	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2594.65	379.185	2.02684
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	500.836	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1529.65	0	0
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	905.649	11.3495	0.173806
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3641.65	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	602.765	189.736	4.36567
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	764.676	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1067.65	1.21008	0.0157194
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1376.65	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1154.65	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	494.836	0	0
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1100.65	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1709.65	0	0
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	180.514	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2297.65	0	0
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2162.65	535	3.43096
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	44.9423	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	297.484	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	539.802	12	0.308315
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1910.65	24.8059	0.180062
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	160.821	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	458.914	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	650.765	918.944	19.5845
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	200.537	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2375.65	649.585	3.79229
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1742.65	147.81	1.17637
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2222.65	47	0.293275
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	425.944	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	809.649	0	0
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1595.65	1	0.00869182
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	605.765	158	3.61744
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	701.676	0	0
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	80.7642	0	0
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1289.65	41	0.440921
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	899.649	3.19452	0.0492471
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1310.65	0	0
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1220.65	3	0.0340862
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	76.2357	0	0
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	629.765	0	0
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	518.802	0	0
arahy.Tifrunner.gnm2.ann1.70186N.1	324	149.733	23	2.13039
arahy.Tifrunner.gnm2.ann1.A80DKX.2	1824	1643.65	12	0.101256
arahy.Tifrunner.gnm2.ann1.AS3ULH.1	762	581.765	0	0
arahy.Tifrunner.gnm2.ann1.1NP050.2	5874	5693.65	3779.51	9.20647
