target_id	length	eff_length	Aipa_5	Aipa_5_tpm
arahy.Tifrunner.gnm2.ann1.3I834E.1	861	675.184	0	0
arahy.Tifrunner.gnm2.ann1.3M5GW1.1	324	146.175	2.0071	0.205665
arahy.Tifrunner.gnm2.ann1.7L9N0K.1	1176	990.147	137.812	2.08474
arahy.Tifrunner.gnm2.ann1.PI58T4.1	438	253.789	0	0
arahy.Tifrunner.gnm2.ann1.0GE1ZU.1	669	483.302	0	0
arahy.Tifrunner.gnm2.ann1.1H7P3M.1	867	681.167	409	8.9936
arahy.Tifrunner.gnm2.ann1.AFM6H1.1	885	699.167	0	0
arahy.Tifrunner.gnm2.ann1.XEFQ2J.1	207	52.9866	0	0
arahy.Tifrunner.gnm2.ann1.9W3K41.1	1398	1212.15	0	0
arahy.Tifrunner.gnm2.ann1.86A1BZ.1	477	292.137	10.6982	0.548515
arahy.Tifrunner.gnm2.ann1.1Z1K26.1	918	732.167	2004.32	41.0035
arahy.Tifrunner.gnm2.ann1.CSM94Q.2	1332	1146.15	108.363	1.41614
arahy.Tifrunner.gnm2.ann1.Q2BBVU.1	348	168.104	0	0
arahy.Tifrunner.gnm2.ann1.49CV5E.1	342	162.612	0	0
arahy.Tifrunner.gnm2.ann1.JS1PTX.1	1887	1701.15	185	1.6289
arahy.Tifrunner.gnm2.ann1.F8HH5F.1	255	87.6809	0	0
arahy.Tifrunner.gnm2.ann1.GHTC3Q.1	615	429.347	136	4.74454
arahy.Tifrunner.gnm2.ann1.SHSL16.1	1935	1749.15	34	0.29115
arahy.Tifrunner.gnm2.ann1.YH938E.2	324	146.175	0	0
arahy.Tifrunner.gnm2.ann1.YXX8CM.1	609	423.368	77	2.72418
arahy.Tifrunner.gnm2.ann1.VDQ67E.1	1350	1164.15	38.0116	0.489071
arahy.Tifrunner.gnm2.ann1.33LHWC.1	609	423.368	0	0
arahy.Tifrunner.gnm2.ann1.KQ3EB3.1	1107	921.147	0	0
arahy.Tifrunner.gnm2.ann1.K3YHKD.1	915	729.167	0	0
arahy.Tifrunner.gnm2.ann1.A6X2CD.1	1212	1026.15	460	6.71447
arahy.Tifrunner.gnm2.ann1.0Y513H.1	1524	1338.15	24	0.26864
arahy.Tifrunner.gnm2.ann1.YQ8C5N.1	2808	2622.15	15.0162	0.0857762
arahy.Tifrunner.gnm2.ann1.H3V410.1	1269	1083.15	0	0
arahy.Tifrunner.gnm2.ann1.B7BSQF.1	1281	1095.15	0	0
arahy.Tifrunner.gnm2.ann1.5IU4RA.1	270	99.6337	0	0
arahy.Tifrunner.gnm2.ann1.NC1EXA.1	576	390.419	0	0
arahy.Tifrunner.gnm2.ann1.K3U1RD.1	2811	2625.15	81.9609	0.467646
arahy.Tifrunner.gnm2.ann1.U3PQ4N.1	1476	1290.15	95	1.10293
arahy.Tifrunner.gnm2.ann1.BDSN0J.1	300	124.956	1	0.119869
arahy.Tifrunner.gnm2.ann1.PFN41B.1	2121	1935.15	0	0
arahy.Tifrunner.gnm2.ann1.G8PY79.3	2151	1965.15	613.205	4.67384
arahy.Tifrunner.gnm2.ann1.F8ILKH.1	879	693.167	0	0
arahy.Tifrunner.gnm2.ann1.7LSJ26.1	2727	2541.15	12.9654	0.0764221
arahy.Tifrunner.gnm2.ann1.DEG7JK.1	426	242.082	0	0
arahy.Tifrunner.gnm2.ann1.EHW2CP.1	204	50.9178	0	0
arahy.Tifrunner.gnm2.ann1.3ZE8DZ.1	357	176.373	3.63231	0.308471
arahy.Tifrunner.gnm2.ann1.LMDE4E.1	1782	1596.15	0	0
arahy.Tifrunner.gnm2.ann1.DS477V.1	1410	1224.15	72	0.880973
arahy.Tifrunner.gnm2.ann1.C0950A.1	561	375.496	0	0
arahy.Tifrunner.gnm2.ann1.HG2532.2	1119	933.147	0	0
arahy.Tifrunner.gnm2.ann1.WUL5PS.2	1482	1296.15	241	2.78501
arahy.Tifrunner.gnm2.ann1.UVE7PI.1	687	501.302	0	0
arahy.Tifrunner.gnm2.ann1.8XA69V.1	273	102.092	0	0
arahy.Tifrunner.gnm2.ann1.CFM630.1	981	795.147	312	5.8772
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	399.399	786.815	29.5073
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	97.1615	0	0
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1020.15	78.2459	1.14885
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1035.15	0	0
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1644.15	272	2.47795
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	78.3866	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	543.288	1	0.0275698
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2820.15	2.32813	0.0123651
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	94.7163	0	0
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1131.15	0	0
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4353.15	0	0
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	513.302	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1206.15	26	0.322877
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	927.147	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	73.9163	1	0.202639
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	477.302	77.7758	2.44071
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1779.15	334.983	2.82017
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1518.15	0	0
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1083.15	132	1.82537
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1521.15	81	0.797586
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	549.288	88	2.39964
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	870.147	37.9528	0.653304
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2547.15	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	645.184	0	0
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1278.15	0	0
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	486.302	97.5025	3.00313
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1833.15	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1635.15	0	0
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	360.551	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1770.15	1.11645	0.00944702
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	318.878	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1692.15	29	0.256699
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1506.15	0	0
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1605.15	624	5.82282
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	104.603	0	0
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	870.147	4	0.0688543
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1149.15	0	0
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	224.543	2.38873	0.159343
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	138.121	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	843.147	13.5774	0.241199
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	372.496	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	224.543	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2175.15	0	0
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1416.15	1.23709	0.0130845
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3477.15	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	47.0468	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	537.302	3.01764	0.0841227
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	504.302	6.21099	0.184474
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	162.612	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	903.147	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	179.106	4.03018	0.337037
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1602.15	77.648	0.725925
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	97.1615	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	402.389	144	5.36019
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	289.181	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	330.756	2	0.0905703
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	939.147	10	0.159489
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1341.15	1.30526	0.0145776
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1455.15	436.903	4.49719
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1236.15	0	0
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	277.379	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1452.15	0	0
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	292.137	77	3.94791
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	71.7397	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	969.147	0	0
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1371.15	24.0556	0.262782
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1164.15	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1215.15	56	0.690276
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1356.15	127	1.40269
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	927.147	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	447.325	0	0
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	693.167	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3282.15	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1245.15	124	1.49164
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	783.167	0	0
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	933.147	6.13967	0.0985505
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	570.26	1896.95	49.825
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	83.0686	2	0.360626
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1092.15	307	4.21038
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1206.15	251.702	3.12572
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1320.15	2.14032	0.024284
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1128.15	127	1.68617
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	657.184	4	0.0911668
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2358.15	16.8507	0.107031
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	771.167	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1311.15	19.5424	0.22325
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	366.532	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1500.15	0	0
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	283.238	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	516.302	2	0.0580217
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	102.092	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	87.6809	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	242.082	8.09291	0.500733
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	52.9866	0	0
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	83.0686	2.77411	0.500209
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	73.9163	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1059.15	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	798.147	179	3.35918
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	708.167	170	3.59565
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1563.15	0	0
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	140.816	11	1.17005
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1239.15	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2010.15	407.896	3.03938
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	140.816	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	849.147	29.5503	0.521246
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	468.314	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2598.15	0	0
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3327.15	232.906	1.04851
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1854.15	34	0.274662
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	753.167	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	176.373	26	2.20803
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1830.15	6	0.0491054
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	321.87	35.8029	1.6661
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	71.7397	71.2746	14.8812
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2595.15	19	0.109662
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	87.6809	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	564.274	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	930.147	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	59.1088	70.8962	17.9653
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	687.167	290.875	6.34027
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	271.482	1	0.0551726
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	250.872	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	681.167	0	0
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	119.69	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	747.167	10	0.200469
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	540.288	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1278.15	60.2	0.705471
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	510.302	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	708.167	199.332	4.21604
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6123.15	232.948	0.569835
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	76.1214	15.1979	2.99048
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1173.15	0	0
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3585.15	14.9402	0.0624184
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1599.15	120.737	1.13088
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	822.147	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	537.302	0	0
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1497.15	128.243	1.28302
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	585.26	0	0
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1296.15	100	1.15561
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2160.15	10777.6	74.7316
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	399.399	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	193.157	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1107.15	38.7266	0.523923
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	97.1615	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1650.15	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2580.15	159.286	0.924693
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2721.15	1.76299	0.00970424
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2544.15	7.993	0.0470578
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	528.302	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	354.586	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1809.15	152.836	1.26537
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	453.325	262.748	8.68147
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1152.15	6.0485	0.0786328
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	678.184	6.66325	0.147164
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	408.389	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	271.482	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	510.302	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	639.2	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	242.082	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	420.368	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1473.15	0	0
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1944.15	5.93013	0.0456877
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	468.314	3	0.0959508
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	711.167	7.55332	0.159085
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	690.167	1	0.0217025
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1293.15	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	245.008	11	0.672474
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1815.15	7.06178	0.0582728
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1668.15	0	0
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	348.586	14.049	0.603669
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	387.429	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	292.137	2.74107	0.140539
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	981.147	917	13.9991
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	504.302	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	245.008	3.26565	0.199643
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	675.184	167.424	3.71416
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	230.371	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	184.689	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	957.147	109.537	1.71415
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	867.147	84.6311	1.46184
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	417.379	0	0
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	384.448	45.6827	1.77983
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1260.15	1200.28	14.2668
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	1998.15	82.7447	0.620264
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	732.167	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1476.15	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1305.15	0	0
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	405.389	1	0.0369481
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	265.569	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2589.15	243.968	1.41137
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	495.302	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1524.15	0	0
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	900.147	5	0.0831994
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3636.15	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	597.231	145.027	3.63722
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	759.167	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1062.15	0	0
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1371.15	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1149.15	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	489.302	0	0
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1095.15	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1704.15	0	0
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	176.373	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2292.15	0	0
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2157.15	388	2.69411
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	43.6814	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	292.137	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	534.302	8.82171	0.247303
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1905.15	7.17457	0.0564067
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	157.027	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	453.325	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	645.184	5516.31	128.065
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	195.99	0.312994	0.0239203
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2370.15	312.808	1.97682
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1737.15	94	0.810504
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2217.15	7	0.0472898
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	420.368	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	804.147	0	0
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1590.15	0	0
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	600.231	93	2.32075
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	696.167	0	0
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	78.3866	0	0
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1284.15	40	0.466562
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	894.147	0	0
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1305.15	2.22581	0.0255442
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1215.15	0	0
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	73.9163	0	0
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	624.2	0	0
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	513.302	1	0.0291804
arahy.Tifrunner.gnm2.ann1.70186N.1	324	146.175	9	0.922219
arahy.Tifrunner.gnm2.ann1.A80DKX.2	1824	1638.15	3	0.0274304
arahy.Tifrunner.gnm2.ann1.AS3ULH.1	762	576.26	0	0
arahy.Tifrunner.gnm2.ann1.1NP050.2	5874	5688.15	2411.68	6.35058
arahy.Tifrunner.gnm2.ann1.7RM2L3.1	2016	1830.15	0	0
