target_id	length	eff_length	Aipadur_2	Aipadur_2_tpm
arahy.Tifrunner.gnm2.ann1.ALH963.1	2853	2672.03	231.935	1.59045
arahy.Tifrunner.gnm2.ann1.IGF4QT.1	459	278.901	58.8108	3.8637
arahy.Tifrunner.gnm2.ann1.N1IBZF.1	1422	1241.03	3.38039	0.0499091
arahy.Tifrunner.gnm2.ann1.282NXT.2	771	590.048	13.9222	0.432331
arahy.Tifrunner.gnm2.ann1.PF9IHL.1	4419	4238.03	215.699	0.932565
arahy.Tifrunner.gnm2.ann1.UIS3VC.1	549	368.327	0	0
arahy.Tifrunner.gnm2.ann1.5C0RMJ.1	1437	1256.03	28.1612	0.410815
arahy.Tifrunner.gnm2.ann1.97EUYU.2	432	252.414	32	2.32291
arahy.Tifrunner.gnm2.ann1.Y4YZQQ.1	675	494.1	2	0.074167
arahy.Tifrunner.gnm2.ann1.S5Z9V6.1	1197	1016.03	70.0606	1.26346
arahy.Tifrunner.gnm2.ann1.49QQGD.1	990	809.031	5	0.11324
arahy.Tifrunner.gnm2.ann1.UFMA6A.1	249	85.453	7.04695	1.51102
arahy.Tifrunner.gnm2.ann1.GD16NN.1	798	617.048	0	0
arahy.Tifrunner.gnm2.ann1.3I834E.1	861	680.031	0	0
arahy.Tifrunner.gnm2.ann1.3M5GW1.1	324	149.533	3.00676	0.368432
arahy.Tifrunner.gnm2.ann1.7L9N0K.1	1176	995.031	28.6316	0.527235
arahy.Tifrunner.gnm2.ann1.PI58T4.1	438	258.292	0	0
arahy.Tifrunner.gnm2.ann1.0GE1ZU.1	669	488.1	13	0.488011
arahy.Tifrunner.gnm2.ann1.1H7P3M.1	867	686.031	99.3943	2.65468
arahy.Tifrunner.gnm2.ann1.AFM6H1.1	885	704.031	0	0
arahy.Tifrunner.gnm2.ann1.XEFQ2J.1	207	54.5971	0	0
arahy.Tifrunner.gnm2.ann1.9W3K41.1	1398	1217.03	4.04869	0.0609548
arahy.Tifrunner.gnm2.ann1.86A1BZ.1	477	296.701	0	0
arahy.Tifrunner.gnm2.ann1.1Z1K26.1	918	737.031	710.816	17.6712
arahy.Tifrunner.gnm2.ann1.CSM94Q.2	1332	1151.03	39.3053	0.625691
arahy.Tifrunner.gnm2.ann1.Q2BBVU.1	348	171.667	0	0
arahy.Tifrunner.gnm2.ann1.49CV5E.1	342	166.08	0	0
arahy.Tifrunner.gnm2.ann1.JS1PTX.1	1887	1706.03	78.3333	0.841308
arahy.Tifrunner.gnm2.ann1.F8HH5F.1	255	90.2027	0	0
arahy.Tifrunner.gnm2.ann1.GHTC3Q.1	615	434.168	132.148	5.57698
arahy.Tifrunner.gnm2.ann1.SHSL16.1	1935	1754.03	29	0.30294
arahy.Tifrunner.gnm2.ann1.YH938E.2	324	149.533	0	0
arahy.Tifrunner.gnm2.ann1.YXX8CM.1	609	428.168	33.75	1.44429
arahy.Tifrunner.gnm2.ann1.VDQ67E.1	1350	1169.03	41.7162	0.653844
arahy.Tifrunner.gnm2.ann1.33LHWC.1	609	428.168	0	0
arahy.Tifrunner.gnm2.ann1.KQ3EB3.1	1107	926.031	0	0
arahy.Tifrunner.gnm2.ann1.K3YHKD.1	915	734.031	0	0
arahy.Tifrunner.gnm2.ann1.A6X2CD.1	1212	1031.03	421	7.48179
arahy.Tifrunner.gnm2.ann1.0Y513H.1	1524	1343.03	26.1697	0.357033
arahy.Tifrunner.gnm2.ann1.YQ8C5N.1	2808	2627.03	1440.32	10.0459
arahy.Tifrunner.gnm2.ann1.H3V410.1	1269	1088.03	0	0
arahy.Tifrunner.gnm2.ann1.B7BSQF.1	1281	1100.03	14.3993	0.239846
arahy.Tifrunner.gnm2.ann1.5IU4RA.1	270	102.282	10.519	1.88439
arahy.Tifrunner.gnm2.ann1.NC1EXA.1	576	395.261	0	0
arahy.Tifrunner.gnm2.ann1.K3U1RD.1	2811	2630.03	27.7874	0.19359
arahy.Tifrunner.gnm2.ann1.U3PQ4N.1	1476	1295.03	40	0.565946
arahy.Tifrunner.gnm2.ann1.BDSN0J.1	300	128.02	1	0.143126
arahy.Tifrunner.gnm2.ann1.PFN41B.1	2121	1940.03	936.958	8.84925
arahy.Tifrunner.gnm2.ann1.G8PY79.3	2151	1970.03	7.17701	0.0667522
arahy.Tifrunner.gnm2.ann1.F8ILKH.1	879	698.031	112.228	2.94592
arahy.Tifrunner.gnm2.ann1.7LSJ26.1	2727	2546.03	81.5996	0.587245
arahy.Tifrunner.gnm2.ann1.DEG7JK.1	426	246.533	0	0
arahy.Tifrunner.gnm2.ann1.EHW2CP.1	204	52.4814	0	0
arahy.Tifrunner.gnm2.ann1.3ZE8DZ.1	357	180.225	4.39449	0.446775
arahy.Tifrunner.gnm2.ann1.LMDE4E.1	1782	1601.03	2.73916	0.0313483
arahy.Tifrunner.gnm2.ann1.DS477V.1	1410	1229.03	287.783	4.29041
arahy.Tifrunner.gnm2.ann1.C0950A.1	561	380.29	0	0
arahy.Tifrunner.gnm2.ann1.HG2532.2	1119	938.031	1	0.0195334
arahy.Tifrunner.gnm2.ann1.WUL5PS.2	1482	1301.03	133.639	1.88209
arahy.Tifrunner.gnm2.ann1.UVE7PI.1	687	506.075	0	0
arahy.Tifrunner.gnm2.ann1.8XA69V.1	273	104.758	0	0
arahy.Tifrunner.gnm2.ann1.CFM630.1	981	800.031	588.551	13.4795
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	404.251	231.393	10.488
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	99.8216	0.0191503	0.00351517
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1025.03	111.97	2.00152
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1040.03	261.588	4.60858
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1649.03	214.334	2.38154
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	80.7241	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	548.048	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2825.03	242.373	1.57201
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	97.3751	0	0
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1136.03	3	0.0483867
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4358.03	7.51127	0.0315805
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	518.075	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1211.03	22	0.332861
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	932.031	1	0.0196592
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	76.0685	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	482.1	90.8751	3.45385
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1784.03	120.046	1.23294
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1523.03	41.597	0.500436
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1088.03	27.7292	0.466972
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1526.03	8.83359	0.106064
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	554.048	46.6757	1.54361
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	875.031	11.5637	0.242141
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2552.03	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	650.048	32	0.901987
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1283.03	2	0.028562
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	491.1	177.428	6.61986
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1838.03	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1640.03	1.49971	0.0167552
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	365.336	1.03604	0.0519613
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1775.03	201.798	2.08308
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	323.501	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1697.03	3	0.0323912
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1511.03	23.4538	0.284404
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1610.03	212.131	2.41415
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	107.269	51.3925	8.77852
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	875.031	4.53607	0.0949843
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1154.03	1.5	0.023816
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	228.968	2.35028	0.188079
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	141.362	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	848.031	155.18	3.35288
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	377.309	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	228.968	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2180.03	23.3	0.195834
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1421.03	39.161	0.504946
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3482.03	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	48.65	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	542.061	0	0
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	509.075	226.028	8.13536
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	166.08	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	908.031	3	0.0605363
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	183.009	0.539384	0.0540035
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1607.03	20.7157	0.236195
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	99.8216	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	407.241	62.3187	2.8039
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	293.716	1	0.0623833
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	335.484	0	0
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	944.031	1	0.0194093
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1346.03	171.231	2.33089
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1460.03	91.2192	1.14477
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1241.03	3	0.0442929
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	281.831	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1457.03	0	0
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	296.701	22	1.35862
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	73.7393	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	974.031	5.52736	0.103978
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1376.03	35.3409	0.470593
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1169.03	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1220.03	39.0136	0.585923
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1361.03	46.2576	0.622745
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	932.031	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	452.135	28.4706	1.15378
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	698.031	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3287.03	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1250.03	161	2.35994
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	788.031	36.7635	0.854808
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	938.031	214.3	4.18601
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	575.048	343.472	10.9442
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	85.453	4	0.857686
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1097.03	6.74289	0.112622
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1211.03	2.92371	0.0442359
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1325.03	20.0477	0.277226
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1133.03	529.407	8.56137
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	662.031	5	0.138384
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2363.03	760.956	5.90046
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	776.031	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1316.03	70.6607	0.983801
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	371.327	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1505.03	87.909	1.07025
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	287.774	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	521.075	52	1.82852
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	104.758	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	90.2027	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	246.533	140.528	10.4444
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	54.5971	6	2.01362
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	85.453	8.80405	1.88778
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	76.0685	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1064.03	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	803.031	106.033	2.41938
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	713.031	59.7188	1.53461
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1568.03	50.2319	0.586975
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	144.1	6	0.762927
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1244.03	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2015.03	216.753	1.97097
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	144.1	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	854.031	3	0.064364
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	473.112	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2603.03	19.1418	0.134741
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3332.03	54.3012	0.298604
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1859.03	17.3082	0.170592
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	758.031	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	180.225	24	2.44001
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1835.03	7	0.0698956
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	326.484	70.7642	3.97142
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	73.7393	70.9905	17.6399
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2600.03	35	0.246652
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	90.2027	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	569.048	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	935.031	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	60.7963	59.005	17.7831
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	692.031	50.8003	1.34504
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	275.956	2.00552	0.133163
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	255.363	1	0.0717526
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	686.031	0	0
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	122.649	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	752.031	0	0
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	545.061	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1283.03	8.4	0.11996
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	515.075	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	713.031	264.066	6.78577
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6128.03	110.075	0.329125
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	78.3544	45.3487	10.6047
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1178.03	72.1538	1.12227
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3590.03	108.733	0.554956
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1604.03	116.171	1.32702
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	827.031	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	542.061	63.8487	2.15824
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1502.03	1793.46	21.8781
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	590.048	163.569	5.07935
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1301.03	28.61	0.402926
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2165.03	5646.54	47.7874
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	404.251	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	197.241	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1112.03	264.571	4.35933
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	99.8216	1	0.183557
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1655.03	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2585.03	46.2496	0.327822
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2726.03	2612.86	17.5623
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2549.03	4.5401	0.0326351
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	533.075	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	359.355	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1814.03	184.166	1.8602
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	458.135	24.2427	0.96958
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1157.03	9.71556	0.153857
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	683.031	85.6841	2.29856
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	413.21	3	0.133029
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	275.956	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	515.075	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	644.048	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	246.533	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	425.178	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1478.03	279.468	3.46453
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1949.03	4515.88	42.4541
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	473.112	6	0.232371
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	716.031	4.32907	0.110779
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	695.031	1.23417	0.0325361
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1298.03	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	249.489	7	0.514093
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1820.03	11.1807	0.112561
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1673.03	76.1364	0.833841
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	353.39	5	0.259245
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	392.261	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	296.701	2	0.123511
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	986.031	757	14.067
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	509.075	2	0.0719853
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	249.489	8.66093	0.636074
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	680.031	157.677	4.24849
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	234.846	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	188.679	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	962.031	3.34021	0.0636179
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	872.031	75.243	1.58099
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	422.178	3	0.130203
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	389.271	28.655	1.34879
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1265.03	592.366	8.57994
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2003.03	769.734	7.04123
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	737.031	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1481.03	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1310.03	178.546	2.49726
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	410.21	1	0.0446673
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	270.1	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2594.03	138.291	0.976822
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	500.1	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1529.03	4	0.0479335
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	905.031	2.03631	0.0412264
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3641.03	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	602.048	1.20716	0.0367392
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	764.031	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1067.03	57.5	0.987384
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1376.03	1	0.0133158
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1154.03	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	494.1	23.8966	0.886167
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1100.03	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1709.03	362.282	3.88411
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	180.225	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2297.03	9	0.0717912
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2162.03	81.7652	0.69295
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	44.9741	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	296.701	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	539.075	2.23477	0.0759589
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1910.03	26.4615	0.253846
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	160.534	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	458.135	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	650.048	3115.74	87.8237
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	200.136	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2375.03	232.217	1.79151
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1742.03	182.705	1.92172
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2222.03	6.103	0.0503256
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	425.178	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	809.031	8	0.181184
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1595.03	19.2983	0.221689
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	605.048	24.5455	0.743322
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	701.031	29.8897	0.78123
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	80.7241	13.2143	2.99941
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1289.03	27	0.383792
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	899.031	455.714	9.28781
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1310.03	91.0692	1.27375
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1220.03	0	0
