target_id	length	eff_length	Adur_2	Adur_2_tpm
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1612.13	78.5172	0.874791
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	107.984	97	16.1344
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	877.131	2	0.0409548
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1156.13	3	0.0466073
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	230.856	0	0
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	142.634	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	850.131	216.775	4.57997
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	379.561	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	230.856	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2182.13	41	0.337476
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1423.13	99.7822	1.25935
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3484.13	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	48.0773	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	544.314	2	0.0659964
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	511.353	556.901	19.5613
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	167.725	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	910.131	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	184.757	0	0
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1609.13	16.2673	0.181578
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	100.243	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	409.513	0	0
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	295.925	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	337.668	0	0
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	946.131	12.9593	0.246019
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1348.13	314.311	4.18763
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1462.13	65.8875	0.809388
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1243.13	13	0.187831
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	284.027	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1459.13	3	0.0369289
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	298.896	0	0
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	73.6026	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	976.131	1.15741	0.0212971
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1378.13	6.254	0.0815092
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1171.13	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1222.13	1.04762	0.0153966
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1363.13	0	0
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	934.131	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	454.448	58	2.29236
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	700.168	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3289.13	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1252.13	97	1.39143
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	790.131	76.139	1.7308
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	940.131	319.777	6.10941
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	577.245	11.9493	0.37181
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	85.4868	0	0
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1099.13	3.64872	0.0596254
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1213.13	1.47539	0.0218443
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1327.13	40.7661	0.551728
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1135.13	4.04132	0.0639465
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	664.185	8.94342	0.241855
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2365.13	383	2.90859
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	778.131	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1318.13	241.701	3.29351
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	373.58	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1507.13	138.982	1.65634
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	289.991	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	523.314	250	8.58059
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	105.354	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	90.3638	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	248.483	166.276	12.0191
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	54.2023	7	2.31964
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	85.4868	16.1696	3.39734
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	75.8864	1	0.236688
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1066.13	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	805.131	0	0
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	715.168	0	0
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1570.13	50.1603	0.573804
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	145.404	7	0.864691
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1246.13	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2017.13	25.2252	0.224616
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	145.404	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	856.131	0	0
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	475.402	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2605.13	14.3192	0.0987256
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3334.13	0	0
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1861.13	0	0
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	760.15	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	181.901	13	1.28365
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1837.13	31	0.303083
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	328.685	80.8129	4.41612
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	73.6026	30.976	7.55913
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2602.13	43	0.29681
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	90.3638	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	571.245	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	937.131	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	60.4899	58.4678	17.361
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	694.168	1.13772	0.0294382
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	278.055	0	0
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	257.338	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	688.168	0	0
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	123.725	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	754.15	0	0
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	547.287	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1285.13	0	0
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	517.34	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	715.168	222.602	5.59064
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6130.13	18.3112	0.0536522
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	78.3157	56.7993	13.0267
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1180.13	61.6355	0.938081
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3592.13	157.353	0.786799
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1606.13	9.47437	0.105952
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	829.131	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	544.314	111.845	3.69068
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1504.13	1752.15	20.9231
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	592.216	211.604	6.41777
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1303.13	0	0
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2167.13	24.3877	0.202127
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	406.513	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	199.103	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1114.13	268.452	4.32783
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	100.243	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1657.13	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2587.13	3.37896	0.0234587
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2728.13	7398.49	48.7099
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2551.13	1.00678	0.00708828
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	535.314	1	0.033553
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	361.598	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1816.13	105.739	1.04575
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	460.437	23.3258	0.909927
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1159.13	0	0
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	685.185	135.567	3.55374
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	415.502	5	0.21614
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	278.055	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	517.34	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	646.185	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	248.483	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	427.481	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1480.13	530	6.43155
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1951.13	8661.41	79.7337
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	475.402	0	0
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	718.15	4	0.100043
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	697.168	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1300.13	2.18878	0.0302381
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	251.439	8	0.571474
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1822.13	0	0
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1675.13	27	0.289504
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	355.616	1	0.0505077
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	394.513	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	298.896	21	1.26194
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	988.131	326	5.92574
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	511.353	2	0.0702504
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	251.439	2.19876	0.157066
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	682.185	29.4194	0.774588
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	236.733	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	190.383	2	0.188686
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	964.131	2.34302	0.0436495
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	874.131	31.5581	0.648445
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	424.481	1	0.0423137
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	391.513	8.03147	0.368458
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1267.13	146.431	2.07564
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2005.13	188.529	1.68879
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	739.15	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1483.13	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1312.13	221.217	3.02818
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	412.513	1	0.0435414
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	272.152	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2596.13	31.3742	0.217063
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	502.365	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1531.13	7	0.0821155
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	907.131	0	0
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3643.13	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	604.201	1.11321	0.0330929
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	766.131	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1069.13	98.4028	1.65316
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1378.13	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1156.13	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	496.365	96.9412	3.50789
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1102.13	1	0.016297
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1711.13	727.312	7.63444
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	181.901	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2299.13	23	0.179682
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2164.13	5.91379	0.049082
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	44.5455	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	298.896	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	541.314	0	0
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1912.13	80.4603	0.755795
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	162.082	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	460.437	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	652.185	889.729	24.5034
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	201.992	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2377.13	0	0
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1744.13	0	0
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2224.13	0	0
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	427.481	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	811.131	17	0.376442
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1597.13	17.8341	0.200563
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	607.201	5.18182	0.153281
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	703.168	86.8496	2.21844
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	80.7034	35	7.78961
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1291.13	17	0.236493
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	901.131	322	6.41812
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1312.13	114	1.56051
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1222.13	0.5	0.00734839
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	75.8864	6.5924	1.56034
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	631.201	0.0326768	0.000929848
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	520.34	0	0
arahy.Tifrunner.gnm2.ann1.70186N.1	324	150.945	0	0
