target_id	length	eff_length	Ahyp_5	Ahyp_5_tpm
arahy.Tifrunner.gnm2.ann1.PF9IHL.1	4419	4242.2	221.329	1.09263
arahy.Tifrunner.gnm2.ann1.UIS3VC.1	549	372.603	0	0
arahy.Tifrunner.gnm2.ann1.5C0RMJ.1	1437	1260.2	20.0324	0.332903
arahy.Tifrunner.gnm2.ann1.97EUYU.2	432	256.063	41	3.35323
arahy.Tifrunner.gnm2.ann1.Y4YZQQ.1	675	498.459	6	0.252086
arahy.Tifrunner.gnm2.ann1.S5Z9V6.1	1197	1020.2	85.5484	1.75611
arahy.Tifrunner.gnm2.ann1.49QQGD.1	990	813.231	0	0
arahy.Tifrunner.gnm2.ann1.UFMA6A.1	249	85.0954	10.2654	2.52636
arahy.Tifrunner.gnm2.ann1.GD16NN.1	798	621.348	0	0
arahy.Tifrunner.gnm2.ann1.3I834E.1	861	684.326	0	0
arahy.Tifrunner.gnm2.ann1.3M5GW1.1	324	151.474	0	0
arahy.Tifrunner.gnm2.ann1.7L9N0K.1	1176	999.204	20.2667	0.424771
arahy.Tifrunner.gnm2.ann1.PI58T4.1	438	262.037	0	0
arahy.Tifrunner.gnm2.ann1.0GE1ZU.1	669	492.459	6	0.255157
arahy.Tifrunner.gnm2.ann1.1H7P3M.1	867	690.326	138.773	4.20995
arahy.Tifrunner.gnm2.ann1.AFM6H1.1	885	708.257	0	0
arahy.Tifrunner.gnm2.ann1.XEFQ2J.1	207	53.5845	0	0
arahy.Tifrunner.gnm2.ann1.9W3K41.1	1398	1221.2	6.61026	0.113359
arahy.Tifrunner.gnm2.ann1.86A1BZ.1	477	300.832	5.63177	0.392055
arahy.Tifrunner.gnm2.ann1.1Z1K26.1	918	741.257	5.1037	0.144193
arahy.Tifrunner.gnm2.ann1.CSM94Q.2	1332	1155.2	26.0393	0.47206
arahy.Tifrunner.gnm2.ann1.Q2BBVU.1	348	174.14	0	0
arahy.Tifrunner.gnm2.ann1.49CV5E.1	342	168.463	0	0
arahy.Tifrunner.gnm2.ann1.JS1PTX.1	1887	1710.2	25.7143	0.314886
arahy.Tifrunner.gnm2.ann1.F8HH5F.1	255	90.0162	0	0
arahy.Tifrunner.gnm2.ann1.GHTC3Q.1	615	438.537	109.282	5.21877
arahy.Tifrunner.gnm2.ann1.SHSL16.1	1935	1758.2	27	0.321604
arahy.Tifrunner.gnm2.ann1.YH938E.2	324	151.474	0	0
arahy.Tifrunner.gnm2.ann1.YXX8CM.1	609	432.537	25.5972	1.23936
arahy.Tifrunner.gnm2.ann1.VDQ67E.1	1350	1173.2	41.7373	0.745036
arahy.Tifrunner.gnm2.ann1.33LHWC.1	609	432.537	25	1.21044
arahy.Tifrunner.gnm2.ann1.KQ3EB3.1	1107	930.204	0	0
arahy.Tifrunner.gnm2.ann1.K3YHKD.1	915	738.257	0	0
arahy.Tifrunner.gnm2.ann1.A6X2CD.1	1212	1035.2	221	4.47088
arahy.Tifrunner.gnm2.ann1.0Y513H.1	1524	1347.2	4.02969	0.0626419
arahy.Tifrunner.gnm2.ann1.YQ8C5N.1	2808	2631.2	1527.26	12.1559
arahy.Tifrunner.gnm2.ann1.H3V410.1	1269	1092.2	1	0.0191744
arahy.Tifrunner.gnm2.ann1.B7BSQF.1	1281	1104.2	0	0
arahy.Tifrunner.gnm2.ann1.5IU4RA.1	270	102.408	9.95468	2.03572
arahy.Tifrunner.gnm2.ann1.NC1EXA.1	576	399.578	0	0
arahy.Tifrunner.gnm2.ann1.K3U1RD.1	2811	2634.2	24.3365	0.19348
arahy.Tifrunner.gnm2.ann1.U3PQ4N.1	1476	1299.2	32	0.515821
arahy.Tifrunner.gnm2.ann1.BDSN0J.1	300	129.144	0	0
arahy.Tifrunner.gnm2.ann1.PFN41B.1	2121	1944.2	167.72	1.80663
arahy.Tifrunner.gnm2.ann1.G8PY79.3	2151	1974.2	211.953	2.2484
arahy.Tifrunner.gnm2.ann1.F8ILKH.1	879	702.28	112.385	3.35139
arahy.Tifrunner.gnm2.ann1.7LSJ26.1	2727	2550.2	107.339	0.881476
arahy.Tifrunner.gnm2.ann1.DEG7JK.1	426	250.148	2.01567	0.168752
arahy.Tifrunner.gnm2.ann1.EHW2CP.1	204	51.4417	1	0.407109
arahy.Tifrunner.gnm2.ann1.3ZE8DZ.1	357	182.846	4.21462	0.482725
arahy.Tifrunner.gnm2.ann1.LMDE4E.1	1782	1605.2	1.97997	0.0258318
arahy.Tifrunner.gnm2.ann1.DS477V.1	1410	1233.2	1	0.0169821
arahy.Tifrunner.gnm2.ann1.C0950A.1	561	384.578	0	0
arahy.Tifrunner.gnm2.ann1.HG2532.2	1119	942.204	0	0
arahy.Tifrunner.gnm2.ann1.WUL5PS.2	1482	1305.2	134.606	2.15979
arahy.Tifrunner.gnm2.ann1.UVE7PI.1	687	510.459	0	0
arahy.Tifrunner.gnm2.ann1.8XA69V.1	273	105.007	0	0
arahy.Tifrunner.gnm2.ann1.CFM630.1	981	804.231	524.851	13.6673
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	408.565	48.4524	2.4836
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	99.8731	2.63148	0.551796
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1029.2	67.0505	1.36435
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1044.2	139.434	2.79647
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1653.2	156.256	1.97942
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	80.2088	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	552.408	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2829.2	164.957	1.22105
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	97.441	3	0.644772
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1140.2	2	0.0367345
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4362.2	0	0
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	522.425	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1215.2	9	0.155103
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	936.204	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	75.4723	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	486.492	42.4923	1.8292
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1788.2	72.39	0.847789
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1527.2	27.2244	0.373325
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1092.2	2.22169	0.0425997
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1530.2	7.4499	0.10196
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	558.408	18.2439	0.684214
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	879.204	0	0
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2556.2	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	654.326	17.736	0.56766
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1287.2	0	0
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	495.459	164.001	6.93208
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1842.2	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1644.2	2	0.0254742
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	369.616	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1779.2	261.166	3.0741
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	327.696	5.66669	0.362146
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1701.2	2	0.0246207
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1515.2	19.7941	0.273584
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1614.2	33.9155	0.440014
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	107.612	53.2258	10.3583
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	879.204	0	0
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1158.2	0	0
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	232.39	0	0
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	143.039	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	852.204	66.0961	1.62427
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	381.578	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	232.39	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2184.2	11.3333	0.108665
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1425.2	67.9194	0.998029
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3486.2	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	47.5748	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	546.408	1	0.0383274
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	513.425	484.482	19.7618
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	168.463	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	912.204	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	185.716	0	0
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1611.2	33.0016	0.428954
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	99.8731	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	411.565	48.3846	2.46204
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	297.842	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	339.663	1	0.0616564
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	948.204	0	0
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1350.2	154.421	2.39515
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1464.2	86.3403	1.23492
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1245.2	10	0.168184
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	285.901	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1461.2	5	0.0716614
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	300.832	19	1.32268
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	73.1348	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	978.204	0	0
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1380.2	5.44795	0.0826639
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1173.2	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1224.2	28.9859	0.495861
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1365.2	27.0417	0.414822
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	936.204	8.20372	0.183513
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	456.507	17.8286	0.817891
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	702.28	1	0.0298206
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3291.2	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1254.2	72	1.20224
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	792.231	28.1133	0.743167
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	942.204	146.359	3.25313
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	579.408	2739.28	99.0098
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	85.0954	2	0.49221
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1101.2	13.9	0.264347
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1215.2	74.9971	1.29247
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1329.2	30.2954	0.477322
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1137.2	87.7897	1.61671
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	666.326	16	0.502874
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2367.2	178.533	1.57946
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	780.231	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1320.2	92.0229	1.45976
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	375.591	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1509.2	139.3	1.93299
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	291.881	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	525.425	9	0.358722
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	105.007	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	90.0162	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	250.148	87.2965	7.30847
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	53.5845	12	4.68995
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	85.0954	18.3084	4.50579
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	75.4723	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1068.2	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	807.231	132.641	3.44118
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	717.257	5.6	0.163508
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1572.2	27.7651	0.369842
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	145.847	12.9405	1.85814
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1248.2	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2019.2	117.012	1.2136
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	145.847	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	858.204	11.0077	0.268616
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	477.492	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2607.2	5.82867	0.0468189
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3336.2	70.871	0.444879
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1863.2	11.0755	0.124489
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	762.231	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	182.846	19	2.17618
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1839.2	4	0.0455467
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	330.696	73.9273	4.68168
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	73.1348	35.6102	10.1971
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2604.2	27	0.217128
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	90.0162	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	573.408	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	939.204	1	0.022298
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	60.0038	50	17.4509
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	696.28	38.745	1.16535
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	279.938	10.8292	0.810137
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	259.046	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	690.326	16	0.485391
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	123.626	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	756.257	0	0
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	549.408	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1287.2	65.8723	1.07172
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	519.425	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	717.257	196.911	5.74939
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6132.2	81.7524	0.279197
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	77.8502	55.4924	14.9279
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1182.2	33.1184	0.586683
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3594.2	7.24112	0.0421919
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1608.2	20.5333	0.26739
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	831.204	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	546.408	170	6.51566
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1506.2	550.579	7.65531
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	594.408	80.563	2.83843
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1305.2	5	0.0802265
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2169.2	6218.55	60.0365
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	408.565	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	200.221	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1116.2	120.414	2.25922
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	99.8731	2	0.41938
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1659.2	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2589.2	46.8039	0.378567
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2730.2	6733.75	51.6521
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2553.2	2.07795	0.0170442
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	537.408	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	363.628	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1818.2	156.437	1.80187
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	462.492	22.9407	1.03879
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1161.2	3.6565	0.0659452
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	687.326	89.3779	2.72329
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	417.565	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	279.938	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	519.425	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	648.326	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	250.148	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	429.537	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1482.2	109.192	1.5428
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1953.2	6330.5	67.8761
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	477.492	1	0.0438592
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	720.257	0	0
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	699.28	2.2527	0.0674651
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1302.2	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	253.106	8	0.661934
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1824.2	0	0
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1677.2	3.33333	0.0416216
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	357.628	36	2.10813
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	396.578	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	300.832	5.96482	0.41524
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	990.204	564	11.9284
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	513.425	3.11538	0.127075
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	253.106	0	0
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	684.326	82.2909	2.51834
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	238.327	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	191.424	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	966.204	18.828	0.408095
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	876.204	60.5424	1.44704
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	426.537	0	0
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	393.578	25.3192	1.34724
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1269.2	656.761	10.8368
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2007.2	27	0.281708
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	741.257	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1485.2	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1314.2	54.4174	0.867165
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	414.565	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	273.975	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2598.2	129.354	1.04264
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	504.459	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1533.2	1	0.0136592
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	909.204	5	0.115169
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3645.2	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	606.348	31.9787	1.1045
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	768.231	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1071.2	39.2174	0.766713
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1380.2	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1158.2	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	498.459	74.5873	3.13373
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1104.2	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1713.2	249.207	3.04634
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	182.846	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2301.2	8.25	0.0750802
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2166.2	90.5471	0.87539
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	44.0408	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	300.832	2.12101	0.147654
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	543.408	2.41331	0.0930066
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1914.2	40.6284	0.444496
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	162.715	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	462.492	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	654.326	360.168	11.5276
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	203.099	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2379.2	121.827	1.07236
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1746.2	11.2593	0.135033
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2226.2	6.37083	0.0599318
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	429.537	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	813.231	1	0.0257521
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1599.2	5	0.0654776
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	609.348	26.24	0.901831
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	705.257	53.1211	1.57742
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	80.2088	23.4	6.10971
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1293.2	14	0.226719
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	903.204	210.437	4.87935
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1314.2	66.5753	1.06091
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1224.2	0	0
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	75.4723	3.78328	1.0498
