target_id	length	eff_length	Ahyp_1	Ahyp_1_tpm
arahy.Tifrunner.gnm2.ann1.XEFQ2J.1	207	70.5333	0	0
arahy.Tifrunner.gnm2.ann1.9W3K41.1	1398	1247.79	0	0
arahy.Tifrunner.gnm2.ann1.86A1BZ.1	477	327.043	0	0
arahy.Tifrunner.gnm2.ann1.1Z1K26.1	918	767.792	0	0
arahy.Tifrunner.gnm2.ann1.CSM94Q.2	1332	1181.79	5	0.199794
arahy.Tifrunner.gnm2.ann1.Q2BBVU.1	348	199.9	0	0
arahy.Tifrunner.gnm2.ann1.49CV5E.1	342	194.047	0	0
arahy.Tifrunner.gnm2.ann1.JS1PTX.1	1887	1736.79	2.33333	0.0634428
arahy.Tifrunner.gnm2.ann1.F8HH5F.1	255	112.128	0	0
arahy.Tifrunner.gnm2.ann1.GHTC3Q.1	615	464.792	18.0571	1.83461
arahy.Tifrunner.gnm2.ann1.SHSL16.1	1935	1784.79	0	0
arahy.Tifrunner.gnm2.ann1.YH938E.2	324	176.672	0	0
arahy.Tifrunner.gnm2.ann1.YXX8CM.1	609	458.792	1.5	0.154393
arahy.Tifrunner.gnm2.ann1.VDQ67E.1	1350	1199.79	2.68681	0.105751
arahy.Tifrunner.gnm2.ann1.33LHWC.1	609	458.792	2	0.205858
arahy.Tifrunner.gnm2.ann1.KQ3EB3.1	1107	956.792	0	0
arahy.Tifrunner.gnm2.ann1.K3YHKD.1	915	764.792	0	0
arahy.Tifrunner.gnm2.ann1.A6X2CD.1	1212	1061.79	10	0.444748
arahy.Tifrunner.gnm2.ann1.0Y513H.1	1524	1373.79	0	0
arahy.Tifrunner.gnm2.ann1.YQ8C5N.1	2808	2657.79	63.012	1.11958
arahy.Tifrunner.gnm2.ann1.H3V410.1	1269	1118.79	0	0
arahy.Tifrunner.gnm2.ann1.B7BSQF.1	1281	1130.79	0	0
arahy.Tifrunner.gnm2.ann1.5IU4RA.1	270	125.683	2	0.751462
arahy.Tifrunner.gnm2.ann1.NC1EXA.1	576	425.85	0	0
arahy.Tifrunner.gnm2.ann1.K3U1RD.1	2811	2660.79	2	0.0354954
arahy.Tifrunner.gnm2.ann1.U3PQ4N.1	1476	1325.79	0	0
arahy.Tifrunner.gnm2.ann1.BDSN0J.1	300	153.696	0	0
arahy.Tifrunner.gnm2.ann1.PFN41B.1	2121	1970.79	51.8437	1.24225
arahy.Tifrunner.gnm2.ann1.G8PY79.3	2151	2000.79	7	0.165215
arahy.Tifrunner.gnm2.ann1.F8ILKH.1	879	728.792	7.99633	0.518132
arahy.Tifrunner.gnm2.ann1.7LSJ26.1	2727	2576.79	9	0.164936
arahy.Tifrunner.gnm2.ann1.DEG7JK.1	426	276.392	0	0
arahy.Tifrunner.gnm2.ann1.EHW2CP.1	204	68.0126	0	0
arahy.Tifrunner.gnm2.ann1.3ZE8DZ.1	357	208.501	0	0
arahy.Tifrunner.gnm2.ann1.LMDE4E.1	1782	1631.79	0	0
arahy.Tifrunner.gnm2.ann1.DS477V.1	1410	1259.79	3.50069	0.131223
arahy.Tifrunner.gnm2.ann1.C0950A.1	561	410.85	0	0
arahy.Tifrunner.gnm2.ann1.HG2532.2	1119	968.792	0	0
arahy.Tifrunner.gnm2.ann1.WUL5PS.2	1482	1331.79	7.64823	0.271192
arahy.Tifrunner.gnm2.ann1.UVE7PI.1	687	536.792	0	0
arahy.Tifrunner.gnm2.ann1.8XA69V.1	273	128.437	0	0
arahy.Tifrunner.gnm2.ann1.CFM630.1	981	830.792	37.3333	2.12206
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	434.821	12	1.30324
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	122.89	0	0
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1055.79	3	0.134183
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1070.79	7.6087	0.335551
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1679.79	15	0.421686
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	101.334	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	578.792	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2855.79	8.73571	0.144452
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	120.193	2	0.785788
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1166.79	1	0.0404725
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4388.79	2	0.0215198
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	548.792	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1241.79	1	0.0380281
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	962.792	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	95.9486	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	512.792	3.5307	0.325142
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1814.79	0	0
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1553.79	0	0
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1118.79	2	0.0844178
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1556.79	2.65307	0.0804769
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	584.792	1	0.0807517
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	905.792	0	0
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2582.79	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	680.792	0	0
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1313.79	0	0
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	521.792	8.04575	0.728153
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1868.79	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1670.79	1	0.0282638
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	395.877	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1805.79	22.5571	0.589886
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	353.95	1	0.133417
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1727.79	0	0
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1541.79	0	0
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1640.79	10.5556	0.303795
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	131.285	1.33333	0.479597
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	905.792	0	0
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1184.79	0	0
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	258.464	0	0
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	168.058	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	878.792	9.25308	0.497225
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	407.85	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	258.464	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2210.79	3.9	0.0833048
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1451.79	8.54092	0.277814
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3512.79	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	63.1628	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	572.792	0	0
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	539.792	25.4222	2.22403
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	194.047	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	938.792	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	211.445	0.189225	0.0422605
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1637.79	4	0.115333
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	122.89	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	437.792	1	0.107866
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	324.086	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	365.902	0	0
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	974.792	0	0
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1376.79	7.875	0.270107
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1490.79	9.66245	0.306072
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1271.79	1	0.037131
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	312.214	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1487.79	0	0
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	327.043	5	0.721969
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	93.3669	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	1004.79	0	0
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1406.79	1	0.0335678
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1199.79	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1250.79	2	0.0755089
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1391.79	2	0.0678592
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	962.792	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	482.792	1.66667	0.16302
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	728.792	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3317.79	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1280.79	13	0.479312
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	818.792	1.95432	0.112713
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	968.792	26.26	1.28002
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	605.792	29.7873	2.322
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	106.74	1	0.442409
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1127.79	0	0
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1241.79	43.8111	1.66605
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1355.79	5	0.174153
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1163.79	21.8329	0.885907
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	692.792	1	0.0681633
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2393.79	21.7241	0.428558
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	806.792	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1346.79	3.87469	0.135859
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	401.85	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1535.79	3	0.0922448
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	318.129	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	551.792	1	0.0855811
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	128.437	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	112.128	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	276.392	4	0.68342
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	70.5333	1	0.669513
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	106.74	0	0
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	95.9486	1	0.492169
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1094.79	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	833.792	5	0.283182
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	743.792	10	0.634895
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1598.79	5.99549	0.177087
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	170.92	0	0
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1274.79	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2045.79	5.81571	0.134244
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	170.92	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	884.792	0	0
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	503.792	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2633.79	1	0.0179296
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3362.79	2.78355	0.0390887
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1889.79	2.68551	0.0671066
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	788.792	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	208.501	1	0.226487
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1865.79	2	0.0506197
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	356.926	7.15132	0.946153
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	93.3669	2	1.01156
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2630.79	2	0.0359002
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	112.128	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	599.792	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	965.792	0.997082	0.0487529
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	78.1308	1	0.604409
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	722.792	0	0
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	306.276	4.31559	0.665396
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	285.354	1	0.165489
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	716.792	0	0
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	148.037	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	782.792	0	0
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	575.792	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1313.79	4	0.143776
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	545.792	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	743.792	16	1.01583
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6158.79	2	0.0153351
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	98.6242	0.0650994	0.0311707
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1208.79	3.98373	0.155629
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3620.79	11.6553	0.15201
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1634.79	2.5	0.0722155
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	857.792	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	572.792	19.5882	1.61492
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1532.79	42.9332	1.32271
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	620.792	3.43973	0.261656
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1331.79	0	0
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2195.79	208.353	4.48086
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	434.821	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	226.092	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1142.79	5.97628	0.246955
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	122.89	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1685.79	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2615.79	4	0.0722121
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2756.79	145.164	2.48661
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2579.79	1	0.0183049
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	563.792	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	389.877	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1844.79	0	0
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	488.792	1000.1	96.6213
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1187.79	0	0
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	713.792	1.20644	0.0798154
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	443.792	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	306.276	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	545.792	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	674.792	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	276.392	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	455.792	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1508.79	20.1515	0.630713
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1979.79	213.613	5.09521
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	503.792	1	0.093735
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	746.792	1	0.0632344
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	725.792	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1328.79	1.46736	0.0521473
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	279.373	1	0.169032
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1850.79	0	0
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1703.79	18.4615	0.511687
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	383.877	1	0.123016
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	422.85	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	327.043	0	0
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	1016.79	25	1.16108
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	539.792	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	279.373	107.191	18.1187
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	710.792	13.2	0.87697
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	264.464	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	217.286	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	992.792	0	0
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	902.792	2	0.104615
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	452.792	1	0.104293
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	419.85	0	0
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1295.79	35.6894	1.30064
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2033.79	12	0.27863
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	767.792	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1511.79	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1340.79	7.37135	0.25962
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	440.792	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	300.276	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2624.79	5.30478	0.095439
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	530.792	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1559.79	0	0
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	935.792	2.20859	0.111452
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3671.79	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	632.792	5.6	0.417908
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	794.792	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1097.79	7.71429	0.33184
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1406.79	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1184.79	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	524.792	5	0.449921
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1130.79	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1739.79	7.08888	0.192413
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	208.501	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2327.79	0	0
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2192.79	4	0.0861421
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	58.3539	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	327.043	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	569.792	2	0.165755
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1940.79	1.89024	0.0459929
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	188.241	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	488.792	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	680.792	28562.5	1981.23
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	229.031	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2405.79	14.3823	0.282308
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1772.79	2	0.0532752
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2252.79	0	0
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	455.792	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	839.792	1	0.0562317
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1625.79	3	0.0871384
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	635.792	7.2	0.534774
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	731.792	2	0.129061
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	101.334	2	0.932025
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1319.79	2	0.0715612
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	929.792	19.1053	0.970332
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1340.79	3.27273	0.115266
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1250.79	0	0
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	95.9486	0	0
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	659.792	0	0
arahy.Tifrunner.gnm2.ann1.Q7VMJV.2	699	548.792	0	0
arahy.Tifrunner.gnm2.ann1.70186N.1	324	176.672	0	0
arahy.Tifrunner.gnm2.ann1.A80DKX.2	1824	1673.79	0	0
arahy.Tifrunner.gnm2.ann1.AS3ULH.1	762	611.792	0	0
arahy.Tifrunner.gnm2.ann1.1NP050.2	5874	5723.79	34.5	0.284635
arahy.Tifrunner.gnm2.ann1.7RM2L3.1	2016	1865.79	11.3077	0.286196
