target_id	length	eff_length	Aipadur_3	Aipadur_3_tpm
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	96.7499	0	0
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1138.76	2	0.0291346
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4360.76	2.66667	0.0101442
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	520.84	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1213.76	19	0.259676
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	934.756	1	0.0177464
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	75.0964	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	484.87	90.1014	3.08259
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1786.76	125.663	1.16668
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1525.76	51.968	0.565015
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1090.76	16.8875	0.25683
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1528.76	19.6872	0.213626
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	556.819	17.3142	0.515821
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	877.756	14.2481	0.269274
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2554.76	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	652.77	29	0.736966
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1285.76	0	0
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	493.86	168.961	5.67535
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1840.76	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1642.76	2	0.020196
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	367.949	1	0.0450839
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1777.76	151.439	1.41311
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	326.1	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1699.76	3	0.0292782
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1513.76	18.604	0.203873
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1612.76	176.424	1.81468
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	106.885	66.72	10.355
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	877.756	4	0.0755954
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1156.76	3	0.0430218
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	230.86	1.62913	0.117062
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	141.713	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	850.756	100.922	1.96784
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	379.919	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	230.86	1	0.0718556
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2182.76	10.2676	0.0780321
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1423.76	118.398	1.37949
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3484.76	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	47.5188	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	544.829	3	0.0913419
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	511.85	385.923	12.5074
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	167.037	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	910.756	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	184.24	14.846	1.3367
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1609.76	58.2215	0.599975
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	99.2345	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	409.888	53.2048	2.15325
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	296.224	2	0.112
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	338.061	0	0
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	946.756	1	0.0175215
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1348.76	169.175	2.08071
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1462.76	159.12	1.80452
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1243.76	42.8642	0.571701
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	284.294	1	0.0583501
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1459.76	5	0.0568197
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	299.212	19	1.05338
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	72.7976	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	976.756	1	0.0169833
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1378.76	21.4544	0.25813
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1171.76	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1222.76	22.125	0.30016
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1363.76	41.7797	0.508203
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	934.756	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	454.879	36.25	1.32197
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	700.756	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3289.76	1	0.0050425
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1252.76	123	1.62873
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	790.756	28.2304	0.59222
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	940.756	204.173	3.60024
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	577.819	2673.23	76.7457
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	84.4478	1	0.196436
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1099.76	16.7842	0.253171
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1213.76	0	0
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1327.76	31.0965	0.38851
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1135.76	207.855	3.03589
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	664.77	7.41867	0.185125
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2365.76	429.472	3.01144
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	778.756	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1318.76	100.931	1.2696
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	373.927	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1507.76	249.889	2.74932
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	290.259	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	523.84	72	2.28004
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	104.297	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	89.3598	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	248.601	99.9482	6.66933
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	53.4051	8	2.48495
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	84.4478	14.6781	2.8833
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	75.0964	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1066.76	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	805.756	106.986	2.20259
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	715.756	10.2941	0.23858
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1570.76	16.1508	0.170567
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	144.462	6.80014	0.780861
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1246.76	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2017.76	228.956	1.88231
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	144.462	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	856.756	9	0.174259
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	475.879	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2605.76	9.00715	0.0573407
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3334.76	73.5321	0.365782
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1861.76	14.4743	0.128969
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	760.756	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	181.395	21	1.92045
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1837.76	7	0.0631858
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	329.087	75.5456	3.80809
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	72.7976	47.4582	10.8144
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2602.76	31	0.197578
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	89.3598	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	571.819	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	937.756	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	59.5938	74.6069	20.7677
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	694.756	92.3479	2.20498
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	278.333	2	0.119199
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	257.514	4	0.257672
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	688.756	1	0.0240848
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	122.608	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	754.756	4	0.0879149
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	547.819	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1285.76	10.4615	0.134973
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	517.84	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	715.756	285.921	6.6266
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6130.76	168.777	0.456675
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	77.4959	47.724	10.2157
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1180.76	54.4231	0.764597
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3592.76	85.3118	0.393904
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1606.76	58.1568	0.600427
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	829.756	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	544.829	71.4898	2.17667
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1504.76	1501.18	16.5491
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	592.819	107.234	3.00069
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1303.76	31.4775	0.40051
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2167.76	7201.58	55.1095
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	406.888	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	198.754	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1114.76	151.132	2.24898
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	99.2345	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1657.76	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2587.76	55.9701	0.358791
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2728.76	2941.9	17.8844
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2551.76	1.13146	0.00735548
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	535.829	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	361.956	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1816.76	228.983	2.09081
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	460.879	48.0168	1.72829
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1159.76	3.58442	0.0512698
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	685.756	92.9166	2.24767
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	415.888	3	0.119661
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	278.333	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	517.84	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	646.77	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	248.601	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	427.879	1	0.0387693
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1480.76	283.838	3.17978
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1951.76	6267.3	53.2677
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	475.879	0	0
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	718.756	5.14516	0.118748
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	697.756	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1300.76	1.56378	0.0199429
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	251.57	7	0.461581
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1822.76	2.54784	0.0231875
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1675.76	7.85714	0.0777792
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	355.971	9	0.419409
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	394.904	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	299.212	6	0.332645
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	988.756	949	15.9216
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	511.85	3.25	0.105329
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	251.57	1.08265	0.0713899
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	682.756	96.4328	2.34298
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	236.78	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	189.973	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	964.756	27.241	0.468398
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	874.756	66.1266	1.254
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	424.888	2	0.0780845
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	391.912	25.9977	1.10041
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1267.76	522.851	6.8415
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2005.76	229.731	1.89999
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	739.756	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1483.76	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1312.76	209.561	2.64811
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	412.888	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	272.372	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2596.76	168.138	1.0741
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	502.85	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1531.76	2	0.0216596
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	907.756	1.00961	0.01845
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3643.76	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	604.807	5.8125	0.159425
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	766.756	0.348048	0.00752993
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1069.76	33.7931	0.524026
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1378.76	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1156.76	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	496.85	92.5301	3.08935
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1102.76	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1711.76	451.478	4.37526
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	181.395	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2299.76	2.51474	0.0181393
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2164.76	157.836	1.2095
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	44.0972	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	299.212	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	541.829	2.6323	0.08059
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1912.76	34.9983	0.303527
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	161.373	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	460.879	1.00613	0.0362139
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	652.77	2241.03	56.9505
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	201.686	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2377.76	163.743	1.14236
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1744.76	29	0.275723
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2224.76	6	0.0447382
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	427.879	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	811.756	2	0.0408709
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1597.76	11	0.114207
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	607.795	32.375	0.883614
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	703.756	22.5171	0.530762
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	79.8227	39	8.1049
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1291.76	31	0.398098
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	901.756	284.642	5.23624
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1312.76	72.0144	0.910007
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1222.76	0.5	0.00678328
