target_id	length	eff_length	Aipadur_1	Aipadur_1_tpm
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	401.955	44.2105	2.22805
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	96.8928	1.59789	0.334066
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1022.49	69.856	1.38395
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1037.49	160.833	3.14028
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1646.49	229.292	2.82102
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	78.1716	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	545.773	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2822.49	189.248	1.35824
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	94.4216	1	0.214539
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1133.49	3	0.0536141
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4355.49	0	0
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	515.813	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1208.49	11	0.184385
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	929.492	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	73.5847	2	0.550579
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	479.837	58.1473	2.45478
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1781.49	121.846	1.3855
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1520.49	33.3667	0.444535
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1085.49	8	0.149293
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1523.49	15.2937	0.203352
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	551.76	35.3436	1.29759
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	872.492	11.0485	0.256518
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2549.49	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	647.641	39	1.21985
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1280.49	2.55221	0.0403754
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	488.813	136.913	5.67388
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1835.49	2.00655	0.0221449
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1637.49	0	0
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	363.069	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1772.49	185.706	2.12236
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	321.196	0	0
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1694.49	7	0.0836826
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1508.49	5.58826	0.075043
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1607.49	119.196	1.50207
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	104.295	51	9.90568
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	872.492	3	0.0696524
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1151.49	0.5	0.00879601
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	226.324	0.599467	0.0536551
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	138.569	1	0.146188
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	845.492	52.3532	1.25433
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	375.023	1	0.0540156
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	226.324	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2177.49	11.2821	0.104956
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1418.49	99.3098	1.41821
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3479.49	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	46.8952	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	539.787	3	0.112584
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	506.813	171.984	6.87411
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	163.303	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	905.492	0	0
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	180.265	0.68624	0.0771156
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1604.49	42.8079	0.54046
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	96.8928	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	404.945	65.0526	3.25421
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	291.357	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	333.147	1.32262	0.0804222
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	941.492	0	0
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1343.49	236.043	3.55905
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1457.49	119.382	1.65924
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1238.49	54.8591	0.897289
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	279.472	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1454.49	8	0.111418
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	294.357	11	0.756998
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	71.3894	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	971.492	0	0
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1373.49	18.3348	0.270413
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1166.49	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1217.49	27.7105	0.461058
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1358.49	31.676	0.472334
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	929.492	0	0
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	449.837	29.0323	1.30738
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	695.607	0	0
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3284.49	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1247.49	102	1.6563
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	785.552	26.1466	0.674244
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	935.492	140.49	3.04216
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	572.731	1665.85	58.9198
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	82.6127	0	0
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1094.49	20.2653	0.375074
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1208.49	1.5289	0.0256279
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1322.49	14.8336	0.227211
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1130.49	143.137	2.56485
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	659.641	16.2506	0.499043
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2360.49	201.868	1.73238
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	773.552	0	0
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1313.49	96.0047	1.48061
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	369.032	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1502.49	242.134	3.26453
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	285.415	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	518.813	98	3.82641
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	101.839	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	87.2971	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	244.006	87.5737	7.27025
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	52.5019	4	1.54334
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	82.6127	10.3592	2.54013
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	73.5847	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1061.49	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	800.513	93.6195	2.36905
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	710.607	2.5	0.0712667
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1565.49	17.7476	0.229649
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	141.204	4	0.573838
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1241.49	1	0.0163167
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2012.49	165.977	1.67067
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	141.204	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	851.492	18.7685	0.446504
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	470.837	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2600.49	11.6819	0.0909988
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3329.49	93.1128	0.566511
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1856.49	6.41795	0.0700293
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	755.552	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	177.437	11	1.25582
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1832.49	78	0.862242
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	324.18	64.4887	4.02972
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	71.3894	43.934	12.4665
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2597.49	15	0.116981
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	87.2971	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	566.746	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	932.492	0	0
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	58.6411	45.7049	15.7884
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	689.607	71.4755	2.09958
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	273.548	6	0.444319
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	252.845	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	683.607	1	0.0296326
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	119.682	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	749.571	1.34217	0.036272
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	542.787	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1280.49	63.9375	1.01148
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	512.813	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	710.607	229.173	6.53296
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6125.49	119.234	0.39431
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	75.8409	47.7584	12.7563
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1175.49	35.3906	0.60988
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3587.49	5.67338	0.0320352
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1601.49	11.1022	0.14043
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	824.492	1	0.0245691
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	539.787	43.4227	1.62956
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1499.49	643.203	8.68922
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	587.688	122.597	4.2258
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1298.49	15.5561	0.242683
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2162.49	6184.02	57.9286
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	401.955	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	194.524	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1109.49	131.423	2.39952
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	96.8928	0	0
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1652.49	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2582.49	50.9975	0.400024
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2723.49	4793.43	35.6531
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2546.49	1.22195	0.00972048
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	530.787	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	357.078	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1811.49	46.6312	0.521455
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	455.837	21.6198	0.960767
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1154.49	1.31335	0.0230444
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	680.625	74.5825	2.21976
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	410.935	1	0.0492951
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	273.548	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	512.813	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	641.657	1	0.0315699
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	244.006	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	422.914	1	0.0478988
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1475.49	206.556	2.83581
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1946.49	6322.76	65.8008
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	470.837	0	0
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	713.607	5.72859	0.162617
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	692.607	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1295.49	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	246.951	8	0.65623
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1817.49	9.20598	0.102606
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1670.49	4.5	0.0545688
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	351.095	9.86873	0.569394
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	389.975	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	294.357	5	0.34409
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	983.492	1220	25.1284
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	506.813	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	246.951	2.14789	0.176189
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	677.625	100.945	3.01768
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	232.18	1	0.0872473
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	185.903	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	959.492	2	0.0422246
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	869.492	41.6811	0.971069
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	419.914	1	0.048241
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	386.984	25.3715	1.3281
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1262.49	675.797	10.8434
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2000.49	230.658	2.33565
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	734.571	1	0.0275767
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1478.49	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1307.49	191.54	2.96754
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	407.945	4	0.198626
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	267.643	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2591.49	133.911	1.04675
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	497.813	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1526.49	1	0.0132703
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	902.492	1	0.0224457
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3638.49	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	599.673	5.08601	0.171806
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	761.552	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1064.49	18.3061	0.348362
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1373.49	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1151.49	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	491.813	70.8571	2.9185
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1097.49	2	0.0369152
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1706.49	245.651	2.91602
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	177.437	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2294.49	1.57143	0.0138735
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2159.49	194.941	1.82864
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	43.5616	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	294.357	0	0
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	536.787	4.40319	0.166166
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1907.49	38.6209	0.410144
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	157.717	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	455.837	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	647.641	1100.61	34.425
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	197.43	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2372.49	164.271	1.40259
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1739.49	24.6522	0.287084
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2219.49	1.63953	0.0149638
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	422.914	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	806.513	0	0
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1592.49	3	0.0381611
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	602.673	36.6296	1.2312
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	698.607	27.8157	0.806553
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	78.1716	34.2857	8.88466
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1286.49	20	0.314919
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	896.492	206.081	4.65659
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1307.49	47.4062	0.734468
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1217.49	0	0
