target_id	length	eff_length	Ahyp_2	Ahyp_2_tpm
arahy.Tifrunner.gnm2.ann1.UIS3VC.1	549	366.252	0	0
arahy.Tifrunner.gnm2.ann1.5C0RMJ.1	1437	1253.85	17.1976	0.239567
arahy.Tifrunner.gnm2.ann1.97EUYU.2	432	250.121	29	2.02512
arahy.Tifrunner.gnm2.ann1.Y4YZQQ.1	675	491.976	4	0.14201
arahy.Tifrunner.gnm2.ann1.S5Z9V6.1	1197	1013.85	124.272	2.14094
arahy.Tifrunner.gnm2.ann1.49QQGD.1	990	806.849	0	0
arahy.Tifrunner.gnm2.ann1.UFMA6A.1	249	82.9644	14.9103	3.13904
arahy.Tifrunner.gnm2.ann1.GD16NN.1	798	614.94	0	0
arahy.Tifrunner.gnm2.ann1.3I834E.1	861	677.874	0	0
arahy.Tifrunner.gnm2.ann1.3M5GW1.1	324	147.127	0	0
arahy.Tifrunner.gnm2.ann1.7L9N0K.1	1176	992.849	42.8393	0.753637
arahy.Tifrunner.gnm2.ann1.PI58T4.1	438	256.036	0	0
arahy.Tifrunner.gnm2.ann1.0GE1ZU.1	669	485.976	20	0.718817
arahy.Tifrunner.gnm2.ann1.1H7P3M.1	867	683.874	125.92	3.21604
arahy.Tifrunner.gnm2.ann1.AFM6H1.1	885	701.874	0	0
arahy.Tifrunner.gnm2.ann1.XEFQ2J.1	207	52.5775	0	0
arahy.Tifrunner.gnm2.ann1.9W3K41.1	1398	1214.85	10	0.143774
arahy.Tifrunner.gnm2.ann1.86A1BZ.1	477	294.532	11.2644	0.668005
arahy.Tifrunner.gnm2.ann1.1Z1K26.1	918	734.874	1.58748	0.0377311
arahy.Tifrunner.gnm2.ann1.CSM94Q.2	1332	1148.85	35.3744	0.537811
arahy.Tifrunner.gnm2.ann1.Q2BBVU.1	348	169.314	0	0
arahy.Tifrunner.gnm2.ann1.49CV5E.1	342	163.709	0	0
arahy.Tifrunner.gnm2.ann1.JS1PTX.1	1887	1703.85	33.1731	0.340062
arahy.Tifrunner.gnm2.ann1.F8HH5F.1	255	87.7168	0	0
arahy.Tifrunner.gnm2.ann1.GHTC3Q.1	615	432.005	185.132	7.48508
arahy.Tifrunner.gnm2.ann1.SHSL16.1	1935	1751.85	34	0.338989
arahy.Tifrunner.gnm2.ann1.YH938E.2	324	147.127	0	0
arahy.Tifrunner.gnm2.ann1.YXX8CM.1	609	426.02	22.5949	0.92637
arahy.Tifrunner.gnm2.ann1.VDQ67E.1	1350	1166.85	66.2742	0.992049
arahy.Tifrunner.gnm2.ann1.33LHWC.1	609	426.02	34.7986	1.42671
arahy.Tifrunner.gnm2.ann1.KQ3EB3.1	1107	923.849	0	0
arahy.Tifrunner.gnm2.ann1.K3YHKD.1	915	731.874	0	0
arahy.Tifrunner.gnm2.ann1.A6X2CD.1	1212	1028.85	219	3.71788
arahy.Tifrunner.gnm2.ann1.0Y513H.1	1524	1340.85	13.5862	0.176979
arahy.Tifrunner.gnm2.ann1.YQ8C5N.1	2808	2624.85	2129.19	14.1681
arahy.Tifrunner.gnm2.ann1.H3V410.1	1269	1085.85	0	0
arahy.Tifrunner.gnm2.ann1.B7BSQF.1	1281	1097.85	0	0
arahy.Tifrunner.gnm2.ann1.5IU4RA.1	270	99.8159	15	2.62479
arahy.Tifrunner.gnm2.ann1.NC1EXA.1	576	393.114	0	0
arahy.Tifrunner.gnm2.ann1.K3U1RD.1	2811	2627.85	28	0.186106
arahy.Tifrunner.gnm2.ann1.U3PQ4N.1	1476	1292.85	18	0.24318
arahy.Tifrunner.gnm2.ann1.BDSN0J.1	300	125.609	0	0
arahy.Tifrunner.gnm2.ann1.PFN41B.1	2121	1937.85	347.139	3.12886
arahy.Tifrunner.gnm2.ann1.G8PY79.3	2151	1967.85	221.992	1.97037
arahy.Tifrunner.gnm2.ann1.F8ILKH.1	879	695.874	98.9539	2.48374
arahy.Tifrunner.gnm2.ann1.7LSJ26.1	2727	2543.85	111.965	0.768766
arahy.Tifrunner.gnm2.ann1.DEG7JK.1	426	244.187	1	0.0715286
arahy.Tifrunner.gnm2.ann1.EHW2CP.1	204	50.4999	0	0
arahy.Tifrunner.gnm2.ann1.3ZE8DZ.1	357	177.654	1	0.0983167
arahy.Tifrunner.gnm2.ann1.LMDE4E.1	1782	1598.85	2.69579	0.0294498
arahy.Tifrunner.gnm2.ann1.DS477V.1	1410	1226.85	36.4241	0.518563
arahy.Tifrunner.gnm2.ann1.C0950A.1	561	378.165	0	0
arahy.Tifrunner.gnm2.ann1.HG2532.2	1119	935.849	0	0
arahy.Tifrunner.gnm2.ann1.WUL5PS.2	1482	1298.85	147.993	1.99015
arahy.Tifrunner.gnm2.ann1.UVE7PI.1	687	503.976	0	0
arahy.Tifrunner.gnm2.ann1.8XA69V.1	273	102.305	0	0
arahy.Tifrunner.gnm2.ann1.CFM630.1	981	797.849	506.044	11.0782
arahy.Tifrunner.gnm2.ann1.9Z6I10.1	585	402.074	84.8067	3.68406
arahy.Tifrunner.gnm2.ann1.IFCS5G.1	267	97.281	0	0
arahy.Tifrunner.gnm2.ann1.2R0TK7.1	1206	1022.85	85.4714	1.45953
arahy.Tifrunner.gnm2.ann1.5497SD.1	1221	1037.85	198.189	3.3354
arahy.Tifrunner.gnm2.ann1.RWWV81.1	1830	1646.85	195.032	2.0685
arahy.Tifrunner.gnm2.ann1.NRRA5I.1	243	78.3444	0	0
arahy.Tifrunner.gnm2.ann1.1QRJ4L.1	729	545.959	0	0
arahy.Tifrunner.gnm2.ann1.T35FHV.1	3006	2822.85	251.153	1.55401
arahy.Tifrunner.gnm2.ann1.Y4UZBH.1	264	94.9262	7	1.288
arahy.Tifrunner.gnm2.ann1.2PS7IJ.1	1317	1133.85	0	0
arahy.Tifrunner.gnm2.ann1.CGBE6F.1	4539	4355.85	11	0.0441086
arahy.Tifrunner.gnm2.ann1.LT4TK7.1	699	515.959	0	0
arahy.Tifrunner.gnm2.ann1.W1607K.1	1392	1208.85	8	0.11559
arahy.Tifrunner.gnm2.ann1.71FTPI.1	1113	929.849	0	0
arahy.Tifrunner.gnm2.ann1.PRFH10.1	237	73.7697	0	0
arahy.Tifrunner.gnm2.ann1.I2ZJD2.1	663	479.976	70.9399	2.58152
arahy.Tifrunner.gnm2.ann1.U81MKX.1	1965	1781.85	109.125	1.06969
arahy.Tifrunner.gnm2.ann1.HVKI9W.1	1704	1520.85	37.0015	0.424949
arahy.Tifrunner.gnm2.ann1.820J93.1	1269	1085.85	14	0.225197
arahy.Tifrunner.gnm2.ann1.DP3R7M.1	1707	1523.85	13.4675	0.154365
arahy.Tifrunner.gnm2.ann1.SR535B.1	735	551.959	37.2365	1.17833
arahy.Tifrunner.gnm2.ann1.81UYU3.2	1056	872.849	0	0
arahy.Tifrunner.gnm2.ann1.X7WWLG.1	2733	2549.85	0	0
arahy.Tifrunner.gnm2.ann1.DI7635.1	831	647.919	17.4383	0.470097
arahy.Tifrunner.gnm2.ann1.CCNW4C.1	1464	1280.85	0	0
arahy.Tifrunner.gnm2.ann1.EWV5Y4.1	672	488.976	137.257	4.90287
arahy.Tifrunner.gnm2.ann1.CACA61.1	2019	1835.85	0	0
arahy.Tifrunner.gnm2.ann1.7CLK78.1	1821	1637.85	2	0.0213285
arahy.Tifrunner.gnm2.ann1.IMB0BX.1	546	363.252	0	0
arahy.Tifrunner.gnm2.ann1.UKC1QQ.1	1956	1772.85	272.393	2.68366
arahy.Tifrunner.gnm2.ann1.YF6UR5.1	504	321.41	19.5758	1.06381
arahy.Tifrunner.gnm2.ann1.JML2SU.1	1878	1694.85	2	0.0206111
arahy.Tifrunner.gnm2.ann1.ZLV99U.2	1692	1508.85	18.2921	0.211749
arahy.Tifrunner.gnm2.ann1.2LQ1ZN.1	1791	1607.85	56.4086	0.612778
arahy.Tifrunner.gnm2.ann1.80YKV9.1	276	104.865	45.8182	7.63148
arahy.Tifrunner.gnm2.ann1.SQH7P6.1	1056	872.849	2.11848	0.0423924
arahy.Tifrunner.gnm2.ann1.J522ZU.2	1335	1151.85	1	0.0151638
arahy.Tifrunner.gnm2.ann1.ZAH2CS.1	408	226.51	0	0
arahy.Tifrunner.gnm2.ann1.2ACH3L.1	315	139.001	0	0
arahy.Tifrunner.gnm2.ann1.G7HP2Z.1	1029	845.849	67.8445	1.40096
arahy.Tifrunner.gnm2.ann1.EID17C.1	558	375.178	0	0
arahy.Tifrunner.gnm2.ann1.4T50W5.1	408	226.51	0	0
arahy.Tifrunner.gnm2.ann1.0JI0VP.1	2361	2177.85	32.625	0.261653
arahy.Tifrunner.gnm2.ann1.Y9YBLC.1	1602	1418.85	100.372	1.23561
arahy.Tifrunner.gnm2.ann1.FHI9NT.1	3663	3479.85	0	0
arahy.Tifrunner.gnm2.ann1.SDFW30.1	198	46.6656	0	0
arahy.Tifrunner.gnm2.ann1.5K2DU6.1	723	539.959	2	0.0646953
arahy.Tifrunner.gnm2.ann1.HA0JIQ.1	690	506.959	580.594	20.0034
arahy.Tifrunner.gnm2.ann1.B2J3A8.1	342	163.709	0	0
arahy.Tifrunner.gnm2.ann1.E9UMEP.1	1089	905.849	2	0.0385636
arahy.Tifrunner.gnm2.ann1.6959VQ.1	360	180.503	0	0
arahy.Tifrunner.gnm2.ann1.FWV18L.1	1788	1604.85	38.712	0.421323
arahy.Tifrunner.gnm2.ann1.N4DGME.1	267	97.281	0	0
arahy.Tifrunner.gnm2.ann1.DD48CX.1	588	405.061	62.54	2.69675
arahy.Tifrunner.gnm2.ann1.VCFG2H.1	474	291.591	0	0
arahy.Tifrunner.gnm2.ann1.F8XE83.1	516	333.345	3	0.157192
arahy.Tifrunner.gnm2.ann1.8WED6E.1	1125	941.849	0	0
arahy.Tifrunner.gnm2.ann1.BL8T0D.1	1527	1343.85	182.558	2.37276
arahy.Tifrunner.gnm2.ann1.4AYI8M.1	1641	1457.85	106.538	1.27642
arahy.Tifrunner.gnm2.ann1.54P96V.1	1422	1238.85	16	0.225582
arahy.Tifrunner.gnm2.ann1.CC4WIG.1	462	279.725	0	0
arahy.Tifrunner.gnm2.ann1.PRSK66.1	1638	1454.85	0	0
arahy.Tifrunner.gnm2.ann1.6C9V7B.1	477	294.532	28	1.66046
arahy.Tifrunner.gnm2.ann1.KC9LFP.1	234	71.5811	0	0
arahy.Tifrunner.gnm2.ann1.NK8034.1	1155	971.849	3	0.053917
arahy.Tifrunner.gnm2.ann1.T02M6I.1	1557	1373.85	27.7849	0.353243
arahy.Tifrunner.gnm2.ann1.N3C08T.1	1350	1166.85	0	0
arahy.Tifrunner.gnm2.ann1.A8YQ06.1	1401	1217.85	15.8721	0.227638
arahy.Tifrunner.gnm2.ann1.0AB4R7.1	1542	1358.85	48.6783	0.625702
arahy.Tifrunner.gnm2.ann1.FVFA65.1	1113	929.849	4.15275	0.0780058
arahy.Tifrunner.gnm2.ann1.KKZ0LN.1	633	449.991	24.7826	0.961937
arahy.Tifrunner.gnm2.ann1.7K8IWY.1	879	695.874	3	0.0752998
arahy.Tifrunner.gnm2.ann1.G6BTHS.1	3468	3284.85	0	0
arahy.Tifrunner.gnm2.ann1.51INSQ.1	1431	1247.85	89	1.24575
arahy.Tifrunner.gnm2.ann1.47DXFL.1	969	785.849	48.8735	1.08627
arahy.Tifrunner.gnm2.ann1.N76PQP.1	1119	935.849	267.078	4.98466
arahy.Tifrunner.gnm2.ann1.RL0B30.1	756	572.94	2414.74	73.6146
arahy.Tifrunner.gnm2.ann1.D2UEQ8.1	249	82.9644	1	0.210529
arahy.Tifrunner.gnm2.ann1.5KI8FH.1	1278	1094.85	26.3524	0.420406
arahy.Tifrunner.gnm2.ann1.ITS9LF.1	1392	1208.85	121.691	1.75828
arahy.Tifrunner.gnm2.ann1.WF7TJ5.1	1506	1322.85	20.5537	0.271383
arahy.Tifrunner.gnm2.ann1.P4LK2T.1	1314	1130.85	136.827	2.11335
arahy.Tifrunner.gnm2.ann1.SQM22L.1	843	659.919	10	0.264675
arahy.Tifrunner.gnm2.ann1.51ZP46.1	2544	2360.85	290.957	2.1526
arahy.Tifrunner.gnm2.ann1.XHZZ6B.1	957	773.849	1	0.0225708
arahy.Tifrunner.gnm2.ann1.L7KCN6.1	1497	1313.85	95.881	1.27465
arahy.Tifrunner.gnm2.ann1.IZ6ERU.1	552	369.228	0	0
arahy.Tifrunner.gnm2.ann1.DFQ1AC.1	1686	1502.85	180.501	2.09781
arahy.Tifrunner.gnm2.ann1.DB5N6F.1	468	285.697	0	0
arahy.Tifrunner.gnm2.ann1.JQTE0Q.1	702	518.959	8	0.269253
arahy.Tifrunner.gnm2.ann1.QUQ0BV.1	273	102.305	0	0
arahy.Tifrunner.gnm2.ann1.LG0JC8.1	255	87.7168	0	0
arahy.Tifrunner.gnm2.ann1.K4K5W1.1	426	244.187	78.4063	5.6083
arahy.Tifrunner.gnm2.ann1.MZH3JZ.1	207	52.5775	10	3.32203
arahy.Tifrunner.gnm2.ann1.8HB0N1.1	249	82.9644	11.7234	2.46811
arahy.Tifrunner.gnm2.ann1.J2QE2W.1	237	73.7697	0	0
arahy.Tifrunner.gnm2.ann1.A3328F.1	1245	1061.85	0	0
arahy.Tifrunner.gnm2.ann1.NX7S1R.1	984	800.849	151.285	3.29951
arahy.Tifrunner.gnm2.ann1.7DDS65.1	894	710.874	8.57143	0.210603
arahy.Tifrunner.gnm2.ann1.K7Q4QF.2	1749	1565.85	47.2393	0.526934
arahy.Tifrunner.gnm2.ann1.G8VJVT.1	318	141.672	7.6882	0.947859
arahy.Tifrunner.gnm2.ann1.7H1L6U.1	1425	1241.85	0	0
arahy.Tifrunner.gnm2.ann1.HU2SAR.1	2196	2012.85	149.674	1.29879
arahy.Tifrunner.gnm2.ann1.77VAAJ.1	318	141.672	0	0
arahy.Tifrunner.gnm2.ann1.T5R681.1	1035	851.849	12.0933	0.247963
arahy.Tifrunner.gnm2.ann1.R7DR20.1	654	470.976	0	0
arahy.Tifrunner.gnm2.ann1.8RJT4U.1	2784	2600.85	13.1562	0.0883527
arahy.Tifrunner.gnm2.ann1.795G7S.1	3513	3329.85	90.4871	0.474641
arahy.Tifrunner.gnm2.ann1.YRJ5WN.1	2040	1856.85	8.29752	0.0780504
arahy.Tifrunner.gnm2.ann1.DJ3X7X.1	939	755.874	0	0
arahy.Tifrunner.gnm2.ann1.17J2CG.1	357	177.654	23	2.26128
arahy.Tifrunner.gnm2.ann1.XN38V0.1	2016	1832.85	4	0.0381186
arahy.Tifrunner.gnm2.ann1.3D0BCV.1	507	324.399	58.9642	3.17477
arahy.Tifrunner.gnm2.ann1.LX9R2K.1	234	71.5811	48.9161	11.9359
arahy.Tifrunner.gnm2.ann1.5KC586.1_arahy.Tifrunner.gnm2.ann1.SZ7D6R.1	2781	2597.85	32	0.215149
arahy.Tifrunner.gnm2.ann1.C7GQ4M.1	255	87.7168	0	0
arahy.Tifrunner.gnm2.ann1.49BA8H.1	750	566.959	0	0
arahy.Tifrunner.gnm2.ann1.4N5B4T.1	1116	932.849	1.99311	0.0373184
arahy.Tifrunner.gnm2.ann1.5T40TZ.1_arahy.Tifrunner.gnm2.ann1.TXPA6B.1	216	58.7594	65.5	19.4701
arahy.Tifrunner.gnm2.ann1.CL7A41.1	873	689.874	62.071	1.57153
arahy.Tifrunner.gnm2.ann1.K3FM2H.1	456	273.772	27.7069	1.76768
arahy.Tifrunner.gnm2.ann1.2PAI1Q.1	435	253.096	0	0
arahy.Tifrunner.gnm2.ann1.CRH8J7.1	867	683.874	8	0.204323
arahy.Tifrunner.gnm2.ann1.U71V3Q.1	294	120.388	0	0
arahy.Tifrunner.gnm2.ann1.15TI10.1	933	749.874	3	0.0698773
arahy.Tifrunner.gnm2.ann1.3H4E4J.1	726	542.959	0	0
arahy.Tifrunner.gnm2.ann1.M35B2F.1	1464	1280.85	60.1695	0.820506
arahy.Tifrunner.gnm2.ann1.TBPN76.1	696	512.959	0	0
arahy.Tifrunner.gnm2.ann1.X51C4T.1	894	710.874	236.705	5.8159
arahy.Tifrunner.gnm2.ann1.PR2XBZ.1	6309	6125.85	145.865	0.415899
arahy.Tifrunner.gnm2.ann1.Z89DQ4.1	240	76.0306	36.5925	8.40633
arahy.Tifrunner.gnm2.ann1.DBN754.1	1359	1175.85	64.7923	0.962442
arahy.Tifrunner.gnm2.ann1.F9PCC2.1	3771	3587.85	128.447	0.625306
arahy.Tifrunner.gnm2.ann1.1VS4ZL.1	1785	1601.85	34.2	0.372913
arahy.Tifrunner.gnm2.ann1.FV1M10.1	1008	824.849	0	0
arahy.Tifrunner.gnm2.ann1.IUT8LB.1	723	539.959	218.292	7.06125
arahy.Tifrunner.gnm2.ann1.AGM2GS.1	1683	1499.85	661.02	7.69786
arahy.Tifrunner.gnm2.ann1.JI0RX7.1	771	587.94	88.2587	2.62197
arahy.Tifrunner.gnm2.ann1.Q4RD5Q.1	1482	1298.85	8	0.107581
arahy.Tifrunner.gnm2.ann1.V2ETSI.1	2346	2162.85	6640.48	53.6261
arahy.Tifrunner.gnm2.ann1.SRBD8N.1	585	402.074	0	0
arahy.Tifrunner.gnm2.ann1.N9GBWE.1	375	194.806	0	0
arahy.Tifrunner.gnm2.ann1.W0LIHS.1	1293	1109.85	137.857	2.16953
arahy.Tifrunner.gnm2.ann1.4I1DT6.1	267	97.281	7	1.25682
arahy.Tifrunner.gnm2.ann1.NV9TN2.1	1836	1652.85	0	0
arahy.Tifrunner.gnm2.ann1.578M4A.1	2766	2582.85	46.3056	0.313139
arahy.Tifrunner.gnm2.ann1.E8CC8A.1	2907	2723.85	4851.05	31.1068
arahy.Tifrunner.gnm2.ann1.PN9ZPA.1	2730	2546.85	1.02597	0.00703616
arahy.Tifrunner.gnm2.ann1.AM8RJL.1	714	530.959	0	0
arahy.Tifrunner.gnm2.ann1.MB4X9A.1	540	357.264	0	0
arahy.Tifrunner.gnm2.ann1.Z32ZXD.1	1995	1811.85	160.642	1.5486
arahy.Tifrunner.gnm2.ann1.CYZ3KW.1	639	455.976	21.5549	0.825671
arahy.Tifrunner.gnm2.ann1.BY5KCT.1	1338	1154.85	7.57325	0.114541
arahy.Tifrunner.gnm2.ann1.FN76PE.1	864	680.874	97.78	2.50834
arahy.Tifrunner.gnm2.ann1.15R771.1_arahy.Tifrunner.gnm2.ann1.VY88A6.1	594	411.048	0	0
arahy.Tifrunner.gnm2.ann1.IEL8E2.1	456	273.772	0	0
arahy.Tifrunner.gnm2.ann1.EW9XPE.1	696	512.959	0	0
arahy.Tifrunner.gnm2.ann1.1UR5KM.1	825	641.919	0	0
arahy.Tifrunner.gnm2.ann1.QNIR3T.1	426	244.187	0	0
arahy.Tifrunner.gnm2.ann1.G4TSN0.1	606	423.034	0	0
arahy.Tifrunner.gnm2.ann1.88Y1ZI.1	1659	1475.85	170.56	2.01855
arahy.Tifrunner.gnm2.ann1.ECK8LG.1	2130	1946.85	7015.51	62.9405
arahy.Tifrunner.gnm2.ann1.42ZGCT.1	654	470.976	1	0.0370855
arahy.Tifrunner.gnm2.ann1.S3CVLX.1	897	713.874	2.37431	0.0580923
arahy.Tifrunner.gnm2.ann1.HDM8J3.1	876	692.874	0	0
arahy.Tifrunner.gnm2.ann1.QS6CEN.1	1479	1295.85	0	0
arahy.Tifrunner.gnm2.ann1.MAV50X.1	429	247.163	13	0.918678
arahy.Tifrunner.gnm2.ann1.I9WEFC.1	2001	1817.85	1.54793	0.0148729
arahy.Tifrunner.gnm2.ann1.HE7HHG.1	1854	1670.85	13.125	0.137204
arahy.Tifrunner.gnm2.ann1.B0S4UE.1	534	351.264	29	1.44201
arahy.Tifrunner.gnm2.ann1.0KX8XR.1	573	390.114	0	0
arahy.Tifrunner.gnm2.ann1.DI08LN.1	477	294.532	4.22021	0.250267
arahy.Tifrunner.gnm2.ann1.IE22H8.1_arahy.Tifrunner.gnm2.ann1.KWS21K.1	1167	983.849	743	13.1906
arahy.Tifrunner.gnm2.ann1.JY7X0W.1	690	506.959	0	0
arahy.Tifrunner.gnm2.ann1.4RGJ17.1	429	247.163	0	0
arahy.Tifrunner.gnm2.ann1.HV4IE8.1	861	677.874	98.2623	2.53187
arahy.Tifrunner.gnm2.ann1.DQ97IN.1	414	232.403	0	0
arahy.Tifrunner.gnm2.ann1.X80BEN.1	366	186.151	0	0
arahy.Tifrunner.gnm2.ann1.0FI6RG.1	1143	959.849	33.6018	0.611454
arahy.Tifrunner.gnm2.ann1.U2FY0G.1	1053	869.849	41.6341	0.836004
arahy.Tifrunner.gnm2.ann1.2Y8ZXL.1	603	420.034	0	0
arahy.Tifrunner.gnm2.ann1.PD4MQY.1	570	387.127	18.5196	0.835565
arahy.Tifrunner.gnm2.ann1.C7Z6YQ.1	1446	1262.85	674.139	9.32398
arahy.Tifrunner.gnm2.ann1.R869CP.1	2184	2000.85	65	0.567417
arahy.Tifrunner.gnm2.ann1.3L2L0Y.1	918	734.874	0	0
arahy.Tifrunner.gnm2.ann1.EZ74NH.1	1662	1478.85	0	0
arahy.Tifrunner.gnm2.ann1.09HRLI.1	1491	1307.85	68.4854	0.914626
arahy.Tifrunner.gnm2.ann1.NJ2GVX.1	591	408.048	0	0
arahy.Tifrunner.gnm2.ann1.5HRA6T.1	450	267.862	0	0
arahy.Tifrunner.gnm2.ann1.V64ZKA.1	2775	2591.85	119.325	0.804125
arahy.Tifrunner.gnm2.ann1.ZG7FH2.1	681	497.976	0	0
arahy.Tifrunner.gnm2.ann1.G4V3K2.1	1710	1526.85	4	0.045758
arahy.Tifrunner.gnm2.ann1.AR5SA1.1	1086	902.849	2	0.0386917
arahy.Tifrunner.gnm2.ann1.88WVD3.1	3822	3638.85	0	0
arahy.Tifrunner.gnm2.ann1.7ZS4RD.1	783	599.94	39.7649	1.1577
arahy.Tifrunner.gnm2.ann1.NLQ59B.1	945	761.874	0	0
arahy.Tifrunner.gnm2.ann1.CZ3U7F.1	1248	1064.85	59.907	0.982636
arahy.Tifrunner.gnm2.ann1.4JBV7I.1	1557	1373.85	0	0
arahy.Tifrunner.gnm2.ann1.U3ELQH.1	1335	1151.85	0	0
arahy.Tifrunner.gnm2.ann1.K8VWCH.1	675	491.976	71.4085	2.53518
arahy.Tifrunner.gnm2.ann1.6Y2RBK.1	1281	1097.85	0	0
arahy.Tifrunner.gnm2.ann1.0IT1NR.1	1890	1706.85	238.682	2.44246
arahy.Tifrunner.gnm2.ann1.ET9IK9.1	357	177.654	0	0
arahy.Tifrunner.gnm2.ann1.EU7MKH.1	2478	2294.85	2.5	0.0190278
arahy.Tifrunner.gnm2.ann1.Y12SSB.1	2343	2159.85	100.013	0.80879
arahy.Tifrunner.gnm2.ann1.GSAX37.1	192	43.3244	0	0
arahy.Tifrunner.gnm2.ann1.9QDW33.1	477	294.532	2	0.118604
arahy.Tifrunner.gnm2.ann1.0ZR0UF.1	720	536.959	5	0.162642
arahy.Tifrunner.gnm2.ann1.P9L48X.1	2091	1907.85	24.6594	0.225757
arahy.Tifrunner.gnm2.ann1.B9ZYY9.1	336	158.081	0	0
arahy.Tifrunner.gnm2.ann1.SD5K22.1	639	455.976	0	0
arahy.Tifrunner.gnm2.ann1.DXS72A.1	831	647.919	980.361	26.4283
arahy.Tifrunner.gnm2.ann1.716FEW.1	378	197.681	0	0
arahy.Tifrunner.gnm2.ann1.Z1QYPE.1	2556	2372.85	225.582	1.66049
arahy.Tifrunner.gnm2.ann1.9A3CPP.1	1923	1739.85	26.069	0.261707
arahy.Tifrunner.gnm2.ann1.4I2UMQ.1	2403	2219.85	4	0.0314731
arahy.Tifrunner.gnm2.ann1.B5SVB5.1	606	423.034	0	0
arahy.Tifrunner.gnm2.ann1.B7IPL1.1	990	806.849	0	0
arahy.Tifrunner.gnm2.ann1.L6LFU0.2	1776	1592.85	3	0.0328965
arahy.Tifrunner.gnm2.ann1.G7J9WL.1	786	602.94	26.6667	0.772499
arahy.Tifrunner.gnm2.ann1.YY6LCE.1	882	698.874	69.9287	1.74767
arahy.Tifrunner.gnm2.ann1.XVFR0N.1	243	78.3444	13.7143	3.05751
arahy.Tifrunner.gnm2.ann1.IXK305.1_arahy.Tifrunner.gnm2.ann1.VB8FSW.1	1470	1286.85	20	0.27146
arahy.Tifrunner.gnm2.ann1.TFIN41.1	1080	896.849	230.534	4.48972
arahy.Tifrunner.gnm2.ann1.K6L3AX.2	1491	1307.85	78.1366	1.04352
arahy.Tifrunner.gnm2.ann1.CHY9ZA.1	1401	1217.85	0	0
arahy.Tifrunner.gnm2.ann1.T8JHIW.1	237	73.7697	1.31578	0.311537
arahy.Tifrunner.gnm2.ann1.ZJHB6X.1	810	626.94	0	0
