target_id	length	eff_length	Cq_6	Cq_6_tpm
AUR62022037	1575	1392.18	1	0.00935398
AUR62029802	1104	921.181	19	0.268597
AUR62038572	828	645.313	87.9415	1.77466
AUR62031077	390	210.563	0	0
AUR62026406	729	546.435	4	0.0953266
AUR62019545	894	711.257	19.2138	0.351786
AUR62029173	1350	1167.18	25	0.278929
AUR62019048	1290	1107.18	12	0.141142
AUR62031569	390	210.563	188.821	11.6778
AUR62029556	378	199.128	81.0186	5.29839
AUR62018284	780	597.389	0	0
AUR62035346	1149	966.181	3	0.0404348
AUR62030277	642	459.546	110.585	3.1337
AUR62010804	1167	984.181	29.5918	0.391552
AUR62024888	828	645.313	0	0
AUR62021454	3123	2940.18	2184.35	9.67477
AUR62007485	861	678.313	0	0
AUR62016441	2139	1956.18	371.871	2.47557
AUR62025977	339	162.476	58	4.64869
AUR62001085	1458	1275.18	5.463	0.0557894
AUR62025682	1341	1158.18	1	0.0112439
AUR62044044	2118	1935.18	59.6296	0.401266
AUR62028509	1314	1131.18	0	0
AUR62017958	729	546.435	2	0.0476633
AUR62027972	1458	1275.18	376.956	3.84956
AUR62013559	2268	2085.18	0	0
AUR62014092	999	816.181	1	0.0159553
AUR62036388	855	672.313	0	0
AUR62023788	1221	1038.18	67.545	0.847251
AUR62033981	792	609.389	3	0.0641089
AUR62004883	408	227.857	63	3.60057
AUR62029786	1782	1599.18	7	0.0570023
AUR62030313	2184	2001.18	0	0
AUR62015869	2076	1893.18	14	0.0963004
AUR62033347	1401	1218.18	32.2027	0.344249
AUR62006572	528	345.948	9.30647	0.350321
AUR62031015	255	89.1956	0	0
AUR62037518	1575	1392.18	45	0.420929
AUR62004230	1035	852.181	6	0.0916878
AUR62032934	1191	1008.18	12	0.155001
AUR62037614	942	759.213	0	0
AUR62003322	213	57.6325	0	0
AUR62015249	912	729.243	0	0
AUR62041365	2499	2316.18	101.949	0.573195
AUR62017985	1710	1527.18	41.6793	0.355404
AUR62007381	1317	1134.18	216.369	2.4843
AUR62024172	1053	870.181	121	1.81079
AUR62022916	786	603.389	100	2.15821
AUR62026389	1677	1494.18	0	0
AUR62034477	1338	1155.18	78.6949	0.887132
AUR62031139	945	762.213	0	0
AUR62012340	1779	1596.18	72.0356	0.587702
AUR62041953	207	53.569	18	4.37573
AUR62005760	795	612.389	22	0.467829
AUR62043167	423	242.498	49	2.63136
AUR62040591	372	193.442	39.7015	2.67269
AUR62024763	2178	1995.18	0	0
AUR62000428	1251	1068.18	38.1542	0.465146
AUR62005808	420	239.556	165	8.96951
AUR62024914	2160	1977.18	90.8317	0.59825
AUR62033805	903	720.257	3	0.0542407
AUR62032732	4101	3918.18	208.24	0.692106
AUR62032549	417	236.609	0	0
AUR62022904	237	75.0714	9	1.56121
AUR62012984	969	786.213	3	0.0496905
AUR62008175	2397	2214.18	10.4717	0.0615879
AUR62007627	1707	1524.18	0	0
AUR62030502	2913	2730.18	0	0
AUR62016035	1179	996.181	202.717	2.65
AUR62034753	1461	1278.18	0	0
AUR62007030	399	219.208	63.8214	3.79143
AUR62014718	1938	1755.18	48	0.356132
AUR62011359	1158	975.181	12	0.160246
AUR62026796	1119	936.181	27.3604	0.380587
AUR62016163	1827	1644.18	141.168	1.1181
AUR62031994	396	216.304	9	0.541838
AUR62009627	606	423.59	99.6019	3.06206
AUR62008062	1863	1680.18	303.846	2.35499
AUR62033802	1983	1800.18	4	0.0289358
AUR62036002	1872	1689.18	951.765	7.33746
AUR62027042	276	106.489	0	0
AUR62024684	441	260.046	42	2.10325
AUR62029815	747	564.412	40.4748	0.933858
AUR62032015	801	618.389	0	0
AUR62042775	1731	1548.18	64	0.538332
AUR62004484	1362	1179.18	89.0536	0.983475
AUR62024729	1425	1242.18	0	0
AUR62019051	909	726.243	152.971	2.74295
AUR62001856	717	534.467	5	0.121826
AUR62035922	534	351.907	0	0
AUR62029837	684	501.497	0	0
AUR62022751	2289	2106.18	126.372	0.781353
AUR62044218	1704	1521.18	10.1971	0.087295
AUR62003068	1014	831.181	0	0
AUR62042025	2775	2592.18	17	0.0854035
AUR62003200	1311	1128.18	179.103	2.06736
AUR62040942	549	366.813	0	0
AUR62026324	1185	1002.18	231.538	3.00863
AUR62026273	1383	1200.18	0.5	0.0054252
AUR62033474	984	801.197	5	0.0812686
AUR62027989	1185	1002.18	0	0
AUR62034232	3750	3567.18	100.718	0.367682
AUR62040921	1065	882.181	182.457	2.69337
AUR62039242	1164	981.181	43.846	0.581932
AUR62011403	573	390.647	0	0
AUR62018499	696	513.477	203.269	5.15517
AUR62029465	549	366.813	0	0
AUR62020658	3603	3420.18	377.719	1.43818
AUR62030631	963	780.213	75.1931	1.25504
AUR62017987	3336	3153.18	29	0.119768
AUR62038336	1569	1386.18	148.168	1.39196
AUR62001461	2013	1830.18	0	0
AUR62022544	10770	10587.2	0	0
AUR62023272	1449	1266.18	115.902	1.19203
AUR62010605	693	510.477	10	0.255103
AUR62005029	1833	1650.18	209.11	1.65019
AUR62038111	1470	1287.18	204.978	2.07377
AUR62039479	255	89.1956	5	0.729993
AUR62003662	1989	1806.18	203.966	1.47058
AUR62005632	2742	2559.18	207.465	1.05569
AUR62028738	1224	1041.18	20.8362	0.260607
AUR62021407	504	322.161	14.3132	0.57857
AUR62033598	1716	1533.18	75.2067	0.638786
AUR62005108	1011	828.181	14	0.220138
AUR62016442	1239	1056.18	27	0.332903
AUR62003956	1140	957.181	216.811	2.94972
AUR62013539	1215	1032.18	725	9.14691
AUR62036076	306	132.554	3.6	0.353673
AUR62021682	270	101.453	0	0
AUR62022122	807	624.377	8364	174.445
AUR62024707	3840	3657.18	1369.65	4.87704
AUR62004902	915	732.243	15.0255	0.267217
AUR62014599	1737	1554.18	13.6019	0.11397
AUR62040470	603	420.59	1445.74	44.7635
AUR62001519	294	121.988	81	8.64691
AUR62032625	1098	915.181	9	0.128064
AUR62036655	1908	1725.18	414.675	3.13015
AUR62036510	630	447.573	15	0.436435
AUR62023014	1995	1812.18	425.069	3.05457
AUR62040315	1662	1479.18	21.2092	0.186722
AUR62003339	1908	1725.18	7	0.0528391
AUR62029605	630	447.573	83.3604	2.42542
AUR62023297	1119	936.181	58	0.80679
AUR62022881	279	109.023	4.42105	0.528079
AUR62018363	1200	1017.18	9	0.115222
AUR62010707	3156	2973.18	27	0.118259
AUR62041505	2574	2391.18	85.9206	0.467926
AUR62035721	1782	1599.18	124.117	1.01071
AUR62010679	1506	1323.18	142.544	1.40289
AUR62032691	1224	1041.18	242.529	3.0334
AUR62042915	978	795.197	72.1959	1.18231
AUR62042167	792	609.389	70.3912	1.50424
AUR62039368	3366	3183.18	46.6814	0.190974
AUR62033551	564	381.709	84.1918	2.8723
AUR62006784	1089	906.181	4	0.0574827
AUR62028834	1416	1233.18	34.7033	0.366468
AUR62025229	240	77.2834	0	0
AUR62003591	2097	1914.18	1	0.00680314
AUR62020263	1962	1779.18	122.508	0.896681
AUR62015042	294	121.988	0	0
AUR62021140	1230	1047.18	0	0
AUR62003735	2157	1974.18	74.8769	0.493916
AUR62023654	1773	1590.18	11.2597	0.092209
AUR62010358	561	378.724	2	0.0687701
AUR62036585	1260	1077.18	76.2525	0.921844
AUR62009444	1521	1338.18	123.726	1.20403
AUR62005904	267	98.9899	0	0
AUR62027338	1062	879.181	1	0.014812
AUR62031318	408	227.857	2	0.114304
AUR62031756	990	807.197	22.9985	0.371032
AUR62023271	1182	999.181	24	0.312795
AUR62023142	2142	1959.18	0	0
AUR62002945	1425	1242.18	59.6153	0.624979
AUR62037145	1257	1074.18	126.768	1.53682
AUR62000386	630	447.573	11.2456	0.327199
AUR62043962	294	121.988	1	0.106752
AUR62000855	378	199.128	6	0.392384
AUR62006893	2137	1954.18	6	0.0399833
AUR62002017	552	369.776	26.2344	0.923898
AUR62005271	1119	936.181	49	0.681598
AUR62037594	402	222.088	774.731	45.4275
AUR62024005	1566	1383.18	303.843	2.86064
AUR62011817	2274	2091.18	40	0.249092
AUR62037424	1956	1773.18	39.1436	0.287475
AUR62017415	585	402.623	0	0
AUR62011089	2394	2211.18	437.58	2.57706
AUR62035197	1584	1401.18	7	0.0650573
AUR62035234	1551	1368.18	2.1875	0.0208208
AUR62023739	813	630.377	0	0
AUR62004748	1428	1245.18	97.4189	1.01883
AUR62000530	1458	1275.18	105.275	1.07509
AUR62014831	3003	2820.18	6	0.0277055
AUR62011309	261	94.1394	0	0
AUR62028400	363	184.928	2	0.140837
AUR62022301	444	263.004	0	0
AUR62020884	837	654.313	483.897	9.63073
AUR62004039	1266	1083.18	7.64159	0.0918703
AUR62033115	4536	4353.18	3	0.00897443
AUR62015992	852	669.313	0	0
AUR62041309	2388	2205.18	3	0.0177161
AUR62010152	1854	1671.18	5	0.0389618
AUR62043388	321	146.051	0	0
AUR62025839	591	408.615	7.60031	0.242219
AUR62018776	2514	2331.18	4.23167	0.0236389
AUR62022144	1125	942.181	0	0
AUR62005528	264	96.5445	53	7.14892
AUR62041023	489	307.281	0	0
AUR62018025	1749	1566.18	14	0.116407
AUR62033800	390	210.563	11	0.680303
AUR62012422_AUR62026701_AUR62028492	2094	1911.18	0	0
AUR62029482	1710	1527.18	0	0
AUR62013166	3690	3507.18	1194.67	4.43589
AUR62002046	1125	942.181	172.223	2.38039
AUR62040750	261	94.1394	19	2.6283
AUR62015862	306	132.554	43	4.22443
AUR62042213	1302	1119.18	90.7674	1.05614
AUR62021491	578	395.623	115.47	3.80082
AUR62026402	570	387.662	1592.03	53.4799
AUR62003635	984	801.197	48.4424	0.78737
AUR62016775	2403	2220.18	1	0.00586548
AUR62000140	966	783.213	96.5403	1.60517
AUR62006168	1224	1041.18	48	0.600354
AUR62003064	1569	1386.18	51.1332	0.480369
AUR62002776	1056	873.181	0	0
AUR62023835	1020	837.181	251.536	3.91266
AUR62019638	261	94.1394	0	0
AUR62002354	405	224.962	879	50.883
AUR62041549	312	137.896	26	2.45535
AUR62037591	711	528.467	0	0
AUR62038604	435	254.154	61	3.12554
AUR62004746	1947	1764.18	102.537	0.756881
AUR62004580	360	182.123	11.5382	0.825023
AUR62005374	1206	1023.18	22.6594	0.288395
AUR62040666	1533	1350.18	0	0
AUR62007748	1563	1380.18	35	0.330236
AUR62022983	1002	819.181	22	0.349732
AUR62018054	765	582.389	49	1.09566
AUR62013872	2001	1818.18	28	0.200546
AUR62024301	1923	1740.18	0	0
AUR62013617	483	301.323	26.7429	1.15576
AUR62007648	663	480.527	149	4.03795
AUR62043525	1368	1185.18	70.4313	0.773879
AUR62003281	1006	823.181	0	0
AUR62041927	312	137.896	0	0
AUR62017734	489	307.281	4	0.169518
AUR62011945	765	582.389	251.597	5.6258
AUR62003095	3261	3078.18	35.5203	0.150271
AUR62040387	7902	7719.18	396.287	0.668546
AUR62039836	1206	1023.18	4162.06	52.9722
AUR62032512	1737	1554.18	545.582	4.57142
AUR62017440	1140	957.181	59.234	0.805878
AUR62035670	1395	1212.18	20.3636	0.218766
AUR62021777	945	762.213	46	0.785912
AUR62030056	1797	1614.18	39	0.314633
AUR62000517	315	140.595	13.3171	1.23347
AUR62000789	1923	1740.18	168.073	1.25775
AUR62005540	840	657.313	34.6667	0.686803
AUR62011786	1563	1380.18	32	0.30193
AUR62008437	1359	1176.18	389	4.30693
AUR62016025	1590	1407.18	8	0.0740342
AUR62032769	1092	909.181	8.54312	0.122365
AUR62005789	1098	915.181	3	0.0426881
AUR62041304	1794	1611.18	0	0
AUR62005746	636	453.555	53.2424	1.52869
AUR62010551	1470	1287.18	141.744	1.43403
AUR62039132	507	325.128	556.941	22.3073
AUR62028376	5478	5295.18	1275.47	3.13676
AUR62019608	486	304.305	0	0
AUR62020728	2547	2364.18	1	0.00550822
AUR62039837	4872	4689.18	149.341	0.414739
AUR62018765	1839	1656.18	293.511	2.30786
AUR62028475	231	70.5114	0	0
AUR62014977	591	408.615	484.322	15.4352
AUR62029601	558	375.746	7	0.242603
AUR62003358	1002	819.181	16	0.25435
AUR62004545	1374	1191.18	23	0.251445
AUR62015333	1707	1524.18	9	0.076895
AUR62015364	795	612.389	24.3452	0.5177
AUR62000714	3093	2910.18	0	0
AUR62023562	1035	852.181	0	0
AUR62027478	678	495.517	0	0
AUR62037378	1674	1491.18	0	0
AUR62023651	1803	1620.18	478.337	3.8447
AUR62033971	816	633.377	2	0.0411207
AUR62008182	1554	1371.18	24.6231	0.233851
AUR62014922	726	543.435	0	0
AUR62038429	2268	2085.18	132	0.82437
AUR62043111	675	492.517	164.808	4.35762
AUR62032828	438	257.093	9	0.455874
AUR62014318	1137	954.181	582.357	7.94787
AUR62012165	1806	1623.18	3	0.0240684
AUR62015979	1788	1605.18	47	0.381299
AUR62036707	1398	1215.18	33.6897	0.361034
AUR62015379	714	531.467	69	1.69069
AUR62011237	1662	1479.18	0	0
AUR62022008	1563	1380.18	5	0.0471765
AUR62022103	1575	1392.18	186.084	1.74063
AUR62011870	861	678.313	23.1483	0.444407
AUR62019121	471	289.465	49.1765	2.21235
AUR62022432	690	507.487	0	0
AUR62037932	1191	1008.18	0	0
AUR62003795	1752	1569.18	22.1166	0.183543
AUR62034087	1026	843.181	67.5471	1.04322
AUR62020548	1374	1191.18	13761.8	150.449
AUR62005979	396	216.304	0	0
AUR62031253	792	609.389	38	0.812047
AUR62003568	984	801.197	71	1.15401
AUR62041397	954	771.213	36.2359	0.611866
AUR62033643	912	729.243	0	0
AUR62024501	624	441.573	29	0.855239
AUR62013744	1836	1653.18	8.0753	0.0636107
AUR62033545	1350	1167.18	0	0
AUR62027365	657	474.537	26	0.713503
AUR62024010	363	184.928	0	0
AUR62002088	573	390.647	33	1.10007
AUR62041609	1125	942.181	0	0
AUR62007985	3981	3798.18	37.2105	0.12758
AUR62020827	3099	2916.18	85.4871	0.381749
AUR62026598	1650	1467.18	53.3536	0.473557
AUR62022339	5598	5415.18	258.987	0.622813
AUR62035651	522	339.976	0	0
AUR62002108	459	277.68	18	0.84415
AUR62028678	1317	1134.18	0	0
AUR62019534	1338	1155.18	181.137	2.04198
AUR62037659	1806	1623.18	18.2512	0.146426
AUR62005877	966	783.213	0	0
AUR62012901	996	813.181	4.54358	0.0727618
AUR62026164	720	537.445	2	0.0484605
AUR62023321	1158	975.181	730.583	9.7561
AUR62024192	624	441.573	12.4391	0.366843
AUR62031310	2328	2145.18	22	0.133552
AUR62010490	1380	1197.18	3	0.0326327
AUR62013254	777	594.389	24.4003	0.534585
AUR62029181	735	552.435	2	0.0471456
AUR62036308	963	780.213	53	0.884616
AUR62038809	1971	1788.18	0	0
AUR62017047	2061	1878.18	19.353	0.134184
AUR62039822	1926	1743.18	1	0.0074705
AUR62014253	354	176.437	9	0.66427
AUR62003480	267	98.9899	168.692	22.192
AUR62010821	1086	903.181	57	0.821849
AUR62044356	2133	1950.18	39.9885	0.267025
AUR62038879	1383	1200.18	8	0.0868031
AUR62033387	3423	3240.18	176.664	0.710019
AUR62022634	1152	969.181	0	0
AUR62023070	624	441.573	157.338	4.64006
AUR62021703	1824	1641.18	1	0.00793479
AUR62031966	1071	888.181	6	0.0879715
AUR62037114	522	339.976	12	0.459648
AUR62029172	1017	834.181	0	0
AUR62032450	903	720.257	88.5287	1.60062
AUR62011679	525	342.969	14	0.531576
AUR62040313	816	633.377	101.976	2.09666
AUR62017716	1821	1638.18	370.159	2.94251
AUR62021320	1185	1002.18	118.27	1.53681
AUR62031003	485	303.305	0	0
AUR62035562	705	522.467	525.711	13.1033
AUR62013879	603	420.59	1359.41	42.0905
AUR62006239	456	274.724	1164.97	55.2216
AUR62000567	1029	846.181	77.5245	1.19308
AUR62041274	1722	1539.18	43	0.363807
AUR62016397	1251	1068.18	63.5238	0.774433
AUR62025481	1296	1113.18	23	0.269063
AUR62037349	483	301.323	29.789	1.28741
AUR62040745	378	199.128	0	0
AUR62003162	669	486.527	62	1.6595
AUR62015843	738	555.435	0	0
AUR62016037	1934	1751.18	5	0.0371819
AUR62019055	1332	1149.18	10.3142	0.11688
AUR62013073	1497	1314.18	1	0.00990916
AUR62001579	1161	978.181	337.967	4.49933
AUR62034264	324	148.792	3	0.262563
AUR62011375	1563	1380.18	37	0.349106
AUR62008522	1698	1515.18	12	0.103136
AUR62037646	2460	2277.18	22.5998	0.129241
AUR62019294	1338	1155.18	40.8589	0.460605
AUR62003422	1068	885.181	9.01633	0.132645
AUR62018082	606	423.59	0	0
AUR62010526	1482	1299.18	11	0.110259
AUR62034511	3576	3393.18	0	0
AUR62024738	711	528.467	2	0.0492838
AUR62013931	1134	951.181	38	0.520251
AUR62033177	645	462.546	8	0.22523
AUR62041940	579	396.623	88	2.88933
AUR62019013	339	162.476	40	3.20599
AUR62038408	837	654.313	0	0
AUR62026339	591	408.615	0	0
AUR62029379	894	711.257	63.1321	1.15589
AUR62036932	546	363.828	0	0
AUR62009925	876	693.285	0	0
AUR62006739	360	182.123	44	3.14616
AUR62016802	2946	2763.18	106.193	0.500473
AUR62004610	1399	1216.18	241.571	2.58666
AUR62021155	201	49.7065	9	2.35788
