target_id	length	eff_length	Cs_1	Cs_1_tpm
AUR62015503	1758	1573.05	211.415	2.0921
AUR62011460	912	727.069	0	0
AUR62000712	1635	1450.05	0	0
AUR62004045	1458	1273.05	107.569	1.31532
AUR62030297	1770	1585.05	34.418	0.338012
AUR62032554	1230	1045.05	123.772	1.84364
AUR62038709	1905	1720.05	1355.72	12.2693
AUR62025804	726	541.201	0	0
AUR62008405	687	502.222	1	0.0309952
AUR62019207	585	400.352	417.615	16.2377
AUR62044482	435	251.502	1.78516	0.110491
AUR62027833	1416	1231.05	141.127	1.78452
AUR62011420	207	50.8139	621	190.239
AUR62044439	1227	1042.05	0	0
AUR62040388	3144	2959.05	641.347	3.37389
AUR62043759	1725	1540.05	21.2319	0.214607
AUR62013994	1161	976.053	2	0.0318968
AUR62027445	1050	865.053	35.7433	0.643195
AUR62041086	834	649.082	0	0
AUR62026685	330	151.21	439.524	45.2472
AUR62007084	267	95.7681	87.1772	14.1701
AUR62008178	1266	1081.05	39.4983	0.56875
AUR62039084	840	655.082	120.812	2.87082
AUR62032983	558	373.413	0	0
AUR62009381	204	48.8575	76	24.2143
AUR62023698	2367	2182.05	61.5989	0.439438
AUR62012074	876	691.069	0	0
AUR62016998	693	508.222	0	0
AUR62012625	3477	3292.05	94.8282	0.448395
AUR62039951	351	170.718	40	3.64729
AUR62025732	1611	1426.05	64.2006	0.7008
AUR62030708	798	613.108	0	0
AUR62018084	492	307.762	76	3.84405
AUR62026706	1482	1297.05	2	0.0240028
AUR62038318	555	370.413	10.8333	0.455268
AUR62005211	507	322.641	8197.5	395.505
AUR62019339	729	544.19	1	0.0286049
AUR62039464	594	409.336	18	0.684516
AUR62032162	837	652.082	4	0.0954879
AUR62039907	594	409.336	71.4942	2.71883
AUR62004092	1539	1354.05	19	0.218428
AUR62022903	5349	5164.05	372.332	1.12235
AUR62032472	1398	1213.05	1105.12	14.1815
AUR62006611	3651	3466.05	527.952	2.3711
AUR62032834	498	313.737	0	0
AUR62026053	339	159.505	90.0491	8.78811
AUR62014117	1122	937.053	33.8913	0.563008
AUR62016280	885	700.069	0	0
AUR62036555	1086	901.053	2	0.0345518
AUR62035050	1908	1723.05	0	0
AUR62013101	2196	2011.05	5	0.0387023
AUR62028897	624	439.268	1	0.0354373
AUR62040376	1479	1294.05	0	0
AUR62000978	1626	1441.05	3	0.0324065
AUR62015665	645	460.241	0	0
AUR62002594	1236	1051.05	554.353	8.21017
AUR62042714	288	113.37	0	0
AUR62004671	2427	2242.05	68.6437	0.47659
AUR62007514	1866	1681.05	39.053	0.36163
AUR62028495	816	631.108	24	0.591968
AUR62007779	855	670.069	0	0
AUR62031544	3164	2979.05	299.317	1.56402
AUR62028325	1308	1123.05	2	0.0277217
AUR62043255	723	538.201	1	0.0289232
AUR62001557	801	616.108	24.3691	0.615706
AUR62033735	2229	2044.05	78.358	0.596735
AUR62028934	1062	877.053	65.679	1.16571
AUR62017492	885	700.069	0	0
AUR62029848	789	604.144	0	0
AUR62043680	1098	913.053	0	0
AUR62030815	564	379.383	3.92076	0.160873
AUR62037110	855	670.069	89.6161	2.08189
AUR62042842	1542	1357.05	59.9425	0.687588
AUR62005426	969	784.053	0	0
AUR62019168	897	712.069	2354.04	51.4616
AUR62015304	816	631.108	0	0
AUR62028778	999	814.053	20	0.382444
AUR62024937	1251	1066.05	105.986	1.5476
AUR62024904	3147	2962.05	1295.72	6.80939
AUR62011783	1275	1090.05	12	0.171366
AUR62023268	288	113.37	453.962	62.3322
AUR62027343	216	56.8565	0	0
AUR62030423	1131	946.053	3	0.0493624
AUR62011668	2919	2734.05	144.342	0.821818
AUR62013982	1104	919.053	0	0
AUR62033053	411	228.001	0	0
AUR62008439	2208	2023.05	63.1447	0.48587
AUR62029906	3285	3100.05	60.3115	0.302846
AUR62040127	957	772.069	0	0
AUR62007966	1875	1690.05	0	0
AUR62042250	291	115.97	0	0
AUR62027083	1359	1174.05	21	0.278434
AUR62036103	1338	1153.05	316.864	4.27774
AUR62015987	702	517.222	171.805	5.1707
AUR62016198	1587	1402.05	38.7584	0.43032
AUR62006586	1788	1603.05	281.168	2.73029
AUR62024801	648	463.241	86.1064	2.89347
AUR62028243	1386	1201.05	0	0
AUR62034589	1491	1306.05	1	0.0119187
AUR62017262	2340	2155.05	0	0
AUR62042556	1092	907.053	8	0.137293
AUR62023688	1869	1684.05	298.321	2.75752
AUR62014874	384	201.875	0	0
AUR62033710	1176	991.053	2242.31	35.22
AUR62015781	336	156.706	1731.9	172.04
AUR62003570	429	245.616	2.73973	0.173636
AUR62031872	633	448.259	182.711	6.3449
AUR62009473	1653	1468.05	228.004	2.41763
AUR62019199	960	775.069	15	0.30126
AUR62026572	243	76.3533	0	0
AUR62014042	1860	1675.05	43.1371	0.400878
AUR62010097	843	658.082	50.0211	1.18321
AUR62037072	1026	841.053	265.918	4.92169
AUR62010819	981	796.053	45.6181	0.892042
AUR62014009	531	346.526	0	0
AUR62040478	390	207.631	0	0
AUR62008541	1089	904.053	7.5	0.129139
AUR62020130	1161	976.053	9	0.143536
AUR62017404	306	129.428	0	0
AUR62013970	864	679.069	0	0
AUR62006857	2778	2593.05	37.2877	0.223843
AUR62033509	1293	1108.05	8	0.112388
AUR62001802	621	436.277	3	0.107041
AUR62023904	2172	1987.05	17.8737	0.140022
AUR62022037	1575	1390.05	0	0
AUR62029802	1104	919.053	40	0.677501
AUR62038572	828	643.095	74.9524	1.81426
AUR62031077	390	207.631	0	0
AUR62026406	729	544.19	0	0
AUR62019545	894	709.069	9.91175	0.217597
AUR62029173	1350	1165.05	0	0
AUR62019048	1290	1105.05	37	0.521206
AUR62031569	390	207.631	25.1707	1.88709
AUR62029556	378	196.128	80.1735	6.36329
AUR62018284	780	595.144	0	0
AUR62035346	1149	964.053	0	0
AUR62030277	642	457.241	140.645	4.78815
AUR62010804	1167	982.053	13.4444	0.213107
AUR62024888	828	643.095	0	0
AUR62021454	3123	2938.05	2252.64	11.935
AUR62007485	861	676.069	0	0
AUR62016441	2139	1954.05	373.575	2.97599
AUR62025977	339	159.505	56	5.46517
AUR62001085	1458	1273.05	4.89472	0.0598511
AUR62025682	1341	1156.05	0	0
AUR62044044	2118	1933.05	16.8	0.135287
AUR62028509	1314	1129.05	0	0
AUR62017958	729	544.19	6	0.171629
AUR62027972	1458	1273.05	737.805	9.02165
AUR62013559	2268	2083.05	1	0.00747292
AUR62014092	999	814.053	0	0
AUR62036388	855	670.069	0	0
AUR62023788	1221	1036.05	46.7463	0.702354
AUR62033981	792	607.144	9.25687	0.237336
AUR62004883	408	225.106	68	4.70233
AUR62029786	1782	1597.05	3	0.029241
AUR62030313	2184	1999.05	0	0
AUR62015869	2076	1891.05	1	0.00823165
AUR62033347	1401	1216.05	26.8094	0.343183
AUR62006572	528	343.547	60.7412	2.75225
AUR62031015	255	85.9435	0	0
AUR62037518	1575	1390.05	128.701	1.44125
AUR62004230	1035	850.053	18	0.329623
AUR62032934	1191	1006.05	23	0.355875
AUR62037614	942	757.069	0	0
AUR62003322	213	54.7345	0	0
AUR62015249	912	727.069	0	0
AUR62041365	2499	2314.05	662.328	4.45544
AUR62017985	1710	1525.05	61.6506	0.629278
AUR62007381	1317	1132.05	187.561	2.57908
AUR62024172	1053	868.053	128.69	2.30776
AUR62022916	786	601.144	70.2661	1.81952
AUR62026389	1677	1492.05	8	0.0834634
AUR62034477	1338	1153.05	41.1881	0.556049
AUR62031139	945	760.069	0	0
AUR62012340	1779	1594.05	59.4742	0.580787
AUR62041953	207	50.8139	26	7.96492
AUR62005760	795	610.12	25.8929	0.660626
AUR62043167	423	239.748	57	3.70093
AUR62040591	372	190.413	40.3265	3.29674
AUR62024763	2178	1993.05	0	0
AUR62000428	1251	1066.05	48.7607	0.712002
AUR62005808	420	236.781	116	7.62608
AUR62024914	2160	1975.05	110.601	0.871704
AUR62033805	903	718.069	0	0
AUR62032732	4101	3916.05	140.333	0.557831
AUR62032549	417	233.861	0	0
AUR62022904	237	71.8106	1	0.216772
AUR62012984	969	784.053	0	0
AUR62008175	2397	2212.05	44	0.309633
AUR62007627	1707	1522.05	0	0
AUR62030502	2913	2728.05	1.28593	0.0073376
AUR62016035	1179	994.053	25.4312	0.398243
AUR62034753	1461	1276.05	0	0
AUR62007030	399	216.371	13.3142	0.957866
AUR62014718	1938	1753.05	41.3141	0.366854
AUR62011359	1158	973.053	14	0.223966
AUR62026796	1119	934.053	11	0.183321
AUR62016163	1827	1642.05	79.4873	0.753531
AUR62031994	396	213.445	2	0.145859
AUR62009627	606	421.303	134	4.95109
AUR62008062	1863	1678.05	566.547	5.25558
AUR62033802	1983	1798.05	0	0
AUR62036002	1872	1687.05	1196.25	11.0378
AUR62027042	276	103.149	0	0
AUR62024684	441	257.405	6.77962	0.409995
AUR62029815	747	562.19	43.7156	1.21044
AUR62032015	801	616.108	0	0
AUR62042775	1731	1546.05	130	1.30891
AUR62004484	1362	1177.05	134	1.77214
AUR62024729	1425	1240.05	21.2505	0.266759
AUR62019051	909	724.069	128.597	2.76466
AUR62001856	717	532.222	5	0.14624
AUR62035922	534	349.492	0	0
AUR62029837	684	499.222	1.05444	0.0328791
AUR62022751	2289	2104.05	156.248	1.15598
AUR62044218	1704	1519.05	30.2794	0.310288
AUR62003068	1014	829.053	12	0.225315
AUR62042025	2775	2590.05	24.6145	0.147936
AUR62003200	1311	1126.05	125.116	1.72959
AUR62040942	549	364.42	0	0
AUR62026324	1185	1000.05	66.014	1.02755
AUR62026273	1383	1198.05	0	0
AUR62033474	984	799.053	0	0
AUR62027989	1185	1000.05	0	0
AUR62034232	3750	3565.05	268.257	1.17132
AUR62040921	1065	880.053	158.308	2.80016
AUR62039242	1164	979.053	40.2693	0.640263
AUR62011403	573	388.36	0	0
AUR62018499	696	511.222	159.985	4.87146
AUR62029465	549	364.42	1	0.0427158
AUR62020658	3603	3418.05	253.138	1.15284
AUR62030631	963	778.069	74.3318	1.48712
AUR62017987	3336	3151.05	40	0.197604
AUR62038336	1569	1384.05	372.357	4.18791
AUR62001461	2013	1828.05	0	0
AUR62022544	10770	10585.1	0	0
AUR62023272	1449	1264.05	131.661	1.62138
AUR62010605	693	508.222	2.15738	0.066079
AUR62005029	1833	1648.05	315.015	2.97544
AUR62038111	1470	1285.05	267.18	3.23649
AUR62039479	255	85.9435	6	1.08675
AUR62003662	1989	1804.05	265.238	2.28864
AUR62005632	2742	2557.05	69.6531	0.424025
AUR62028738	1224	1039.05	27.4871	0.411795
AUR62021407	504	319.699	5.16644	0.25156
AUR62033598	1716	1531.05	62	0.630365
AUR62005108	1011	826.053	11	0.207288
AUR62016442	1239	1054.05	38.8663	0.573987
AUR62003956	1140	955.053	94.3888	1.53845
AUR62013539	1215	1030.05	342	5.16841
AUR62036076	306	129.428	0	0
AUR62021682	270	98.1925	2	0.31706
AUR62022122	807	622.108	18	0.450399
AUR62024707	3840	3655.05	3121.6	13.2946
AUR62004902	915	730.069	20.692	0.441193
AUR62014599	1737	1552.05	26.8913	0.269709
AUR62040470	603	418.303	1244.4	46.3083
AUR62001519	294	118.574	18	2.36305
AUR62032625	1098	913.053	1169.26	19.9345
AUR62036655	1908	1723.05	246.802	2.22967
AUR62036510	630	445.259	0	0
AUR62023014	1995	1810.05	216.773	1.86425
AUR62040315	1662	1477.05	29	0.305627
AUR62003339	1908	1723.05	47.0909	0.42543
AUR62029605	630	445.259	19.1174	0.668355
AUR62023297	1119	934.053	53.3787	0.889585
AUR62022881	279	105.658	0	0
AUR62018363	1200	1015.05	3	0.0460069
AUR62010707	3156	2971.05	4	0.0209575
AUR62041505	2574	2389.05	151.85	0.98942
AUR62035721	1782	1597.05	326.278	3.18023
AUR62010679	1506	1321.05	51.0414	0.601441
AUR62032691	1224	1039.05	159.073	2.38313
AUR62042915	978	793.053	189.381	3.71727
AUR62042167	792	607.144	112.235	2.87759
AUR62039368	3366	3181.05	91.1851	0.446214
AUR62033551	564	379.383	77.8474	3.19416
AUR62006784	1089	904.053	0	0
AUR62028834	1416	1231.05	113	1.42887
AUR62025229	240	74.0289	0	0
AUR62003591	2097	1912.05	62	0.504757
AUR62020263	1962	1777.05	235.02	2.05871
AUR62015042	294	118.574	0	0
AUR62021140	1230	1045.05	0	0
AUR62003735	2157	1972.05	80.2578	0.633519
AUR62023654	1773	1588.05	20.8694	0.204567
AUR62010358	561	376.398	0	0
AUR62036585	1260	1075.05	514.79	7.45402
AUR62009444	1521	1336.05	26.8303	0.312603
AUR62005904	267	95.7681	25	4.06359
AUR62027338	1062	877.053	8	0.141989
AUR62031318	408	225.106	0	0
AUR62031756	990	805.053	5.58026	0.1079
AUR62023271	1182	997.053	12	0.18735
AUR62023142	2142	1957.05	0	0
AUR62002945	1425	1240.05	74.9842	0.941282
AUR62037145	1257	1072.05	213.738	3.10354
AUR62000386	630	445.259	1	0.0349605
AUR62043962	294	118.574	1	0.13128
AUR62000855	378	196.128	4.57143	0.36283
AUR62006893	2137	1952.05	17.4113	0.138845
AUR62002017	552	367.413	10.75	0.455454
AUR62005271	1119	934.053	59	0.983266
AUR62037594	402	219.271	270.01	19.1686
AUR62024005	1566	1381.05	292.029	3.29159
AUR62011817	2274	2089.05	40	0.298058
AUR62037424	1956	1771.05	1	0.00878939
AUR62017415	585	400.352	0	0
AUR62011089	2394	2209.05	244.324	1.72167
AUR62035197	1584	1399.05	19	0.211402
AUR62035234	1551	1366.05	20.3352	0.231724
AUR62023739	813	628.108	0	0
AUR62004748	1428	1243.05	136.744	1.71242
AUR62000530	1458	1273.05	13.3037	0.162674
AUR62014831	3003	2818.05	0	0
AUR62011309	261	90.8602	0	0
AUR62028400	363	181.949	0	0
AUR62022301	444	260.353	0	0
AUR62020884	837	652.082	110.555	2.63916
AUR62004039	1266	1081.05	12.8629	0.185218
AUR62033115	4536	4351.05	2.74006	0.00980295
AUR62015992	852	667.069	2	0.0466713
AUR62041309	2388	2203.05	19	0.134251
AUR62010152	1854	1669.05	5.20306	0.0485266
AUR62043388	321	143.021	0	0
AUR62025839	591	406.336	0	0
AUR62018776	2514	2329.05	20.4491	0.136674
AUR62022144	1125	940.053	0	0
AUR62005528	264	93.3198	60	10.0085
AUR62041023	489	304.793	0	0
AUR62018025	1749	1564.05	5	0.0497633
AUR62033800	390	207.631	1	0.0749717
AUR62012422_AUR62026701_AUR62028492	2094	1909.05	0	0
AUR62029482	1710	1525.05	5	0.0510359
AUR62013166	3690	3505.05	285.398	1.2675
AUR62002046	1125	940.053	131.424	2.17628
AUR62040750	261	90.8602	0	0
AUR62015862	306	129.428	137.851	16.5796
AUR62042213	1302	1117.05	39.6826	0.552989
AUR62021491	578	393.36	377.029	14.9202
AUR62026402	570	385.36	2346.13	94.7713
AUR62003635	984	799.053	67.4254	1.31353
AUR62016775	2403	2218.05	2	0.0140362
AUR62000140	966	781.053	23.1864	0.462109
AUR62006168	1224	1039.05	2	0.0299628
AUR62003064	1569	1384.05	146.407	1.64664
AUR62002776	1056	871.053	0	0
AUR62023835	1020	835.053	316.587	5.90159
AUR62019638	261	90.8602	0	0
AUR62002354	405	222.182	431	30.1967
AUR62041549	312	134.828	11	1.27
AUR62037591	711	526.222	1	0.0295816
AUR62038604	435	251.502	124	7.67487
AUR62004746	1947	1762.05	91.5097	0.808423
AUR62004580	360	179.129	283.256	24.6153
AUR62005374	1206	1021.05	20.6639	0.315032
AUR62040666	1533	1348.05	24	0.277137
AUR62007748	1563	1378.05	54	0.609984
AUR62022983	1002	817.053	12.7059	0.242072
AUR62018054	765	580.156	24	0.643957
AUR62013872	2001	1816.05	69	0.59144
AUR62024301	1923	1738.05	0	0
AUR62013617	483	298.823	32.5614	1.69621
AUR62007648	663	478.222	295	9.60246
AUR62043525	1368	1183.05	79.6125	1.04753
AUR62003281	1006	821.053	0	0
AUR62041927	312	134.828	0	0
AUR62017734	489	304.793	19	0.970375
AUR62011945	765	580.156	116.212	3.11814
AUR62003095	3261	3076.05	158.973	0.804489
AUR62040387	7902	7717.05	1804.75	3.64045
AUR62039836	1206	1021.05	8991.83	137.085
AUR62032512	1737	1552.05	198.578	1.99166
AUR62017440	1140	955.053	41.8364	0.681894
AUR62035670	1395	1210.05	20	0.257286
AUR62021777	945	760.069	27.3156	0.559434
AUR62030056	1797	1612.05	31	0.299346
AUR62000517	315	137.517	21.4737	2.43075
AUR62000789	1923	1738.05	122.29	1.09526
AUR62005540	840	655.082	48.2045	1.14547
AUR62011786	1563	1378.05	0	0
AUR62008437	1359	1174.05	692	9.17506
AUR62016025	1590	1405.05	5	0.0553946
AUR62032769	1092	907.053	54	0.926726
AUR62005789	1098	913.053	0	0
AUR62041304	1794	1609.05	0	0
AUR62005746	636	451.25	16	0.551941
AUR62010551	1470	1285.05	74.3229	0.90031
AUR62039132	507	322.641	569.593	27.4812
AUR62028376	5478	5293.05	1151.83	3.38744
AUR62019608	486	301.805	0.226857	0.0117008
AUR62020728	2547	2362.05	0	0
AUR62039837	4872	4687.05	499.635	1.65937
AUR62018765	1839	1654.05	96.8154	0.911141
AUR62028475	231	67.4639	0	0
AUR62014977	591	406.336	294.474	11.2811
AUR62029601	558	373.413	23	0.958803
AUR62003358	1002	817.053	8	0.152416
AUR62004545	1374	1189.05	44	0.576026
AUR62015333	1707	1522.05	3.85714	0.0394481
AUR62015364	795	610.12	44.2723	1.12956
AUR62000714	3093	2908.05	3	0.0160587
AUR62023562	1035	850.053	0	0
AUR62027478	678	493.222	1	0.0315608
AUR62037378	1674	1489.05	0	0
AUR62023651	1803	1618.05	108.593	1.04472
AUR62033971	816	631.108	0	0
AUR62008182	1554	1369.05	24	0.272886
AUR62014922	726	541.201	0	0
AUR62038429	2268	2083.05	101.048	0.755125
AUR62043111	675	490.222	213.153	6.76843
AUR62032828	438	254.436	40	2.44721
AUR62014318	1137	952.053	273.766	4.4762
AUR62012165	1806	1621.05	4	0.0384108
AUR62015979	1788	1603.05	60.5715	0.588181
AUR62036707	1398	1213.05	52.5477	0.674317
AUR62015379	714	529.222	131	3.85322
AUR62011237	1662	1477.05	13.2043	0.139158
AUR62022008	1563	1378.05	2	0.022592
AUR62022103	1575	1390.05	284	3.18037
AUR62011870	861	676.069	1.16856	0.0269062
AUR62019121	471	286.911	11.5789	0.628222
AUR62022432	690	505.222	2	0.0616223
AUR62037932	1191	1006.05	0	0
AUR62003795	1752	1567.05	80.541	0.800062
AUR62034087	1026	841.053	237.748	4.40033
AUR62020548	1374	1189.05	6429.74	84.175
AUR62005979	396	213.445	0	0
AUR62031253	792	607.144	111	2.84591
AUR62003568	984	799.053	474	9.23407
AUR62041397	954	769.069	5	0.101203
AUR62033643	912	727.069	0	0
AUR62024501	624	439.268	6.27273	0.222289
AUR62013744	1836	1651.05	9.05774	0.0853983
AUR62033545	1350	1165.05	0	0
AUR62027365	657	472.232	10	0.329636
AUR62024010	363	181.949	0	0
AUR62002088	573	388.36	73.4164	2.94273
AUR62041609	1125	940.053	0	0
AUR62007985	3981	3796.05	20.3916	0.08362
AUR62020827	3099	2914.05	165.272	0.882859
AUR62026598	1650	1465.05	117.88	1.2525
AUR62022339	5598	5413.05	297.093	0.85436
AUR62035651	522	337.595	0	0
AUR62002108	459	275.101	6.46078	0.36558
AUR62028678	1317	1132.05	0	0
AUR62019534	1338	1153.05	93.1358	1.25735
AUR62037659	1806	1621.05	12.7063	0.122015
AUR62005877	966	781.053	0	0
AUR62012901	996	811.053	2.56855	0.0492979
AUR62026164	720	535.201	11	0.319938
AUR62023321	1158	973.053	1408.2	22.5277
AUR62024192	624	439.268	6	0.212624
AUR62031310	2328	2143.05	62	0.450349
AUR62010490	1380	1195.05	11	0.143283
AUR62013254	777	592.144	339.471	8.92413
AUR62029181	735	550.19	8	0.226343
AUR62036308	963	778.069	71.9694	1.43986
AUR62038809	1971	1786.05	0	0
AUR62017047	2061	1876.05	41.1179	0.341174
AUR62039822	1926	1741.05	0	0
AUR62014253	354	173.501	12	1.07664
AUR62003480	267	95.7681	230.347	37.4414
AUR62010821	1086	901.053	5.30612	0.0916679
AUR62044356	2133	1948.05	0	0
AUR62038879	1383	1198.05	10.2788	0.133553
AUR62033387	3423	3238.05	138.776	0.667147
AUR62022634	1152	967.053	0	0
AUR62023070	624	439.268	39.9317	1.41507
AUR62021703	1824	1639.05	0	0
AUR62031966	1071	886.053	2	0.0351367
AUR62037114	522	337.595	67	3.08937
AUR62029172	1017	832.053	0	0
AUR62032450	903	718.069	46.4267	1.00645
AUR62011679	525	340.581	8	0.365645
AUR62040313	816	631.108	56.4828	1.39317
AUR62017716	1821	1636.05	341.328	3.24762
AUR62021320	1185	1000.05	66.7745	1.03939
AUR62031003	485	300.805	12	0.620994
AUR62035562	705	520.222	276.279	8.26703
AUR62013879	603	418.303	313.149	11.6534
AUR62006239	456	272.151	357.791	20.465
AUR62000567	1029	844.053	97	1.78893
AUR62041274	1722	1537.05	11.2431	0.113864
AUR62016397	1251	1066.05	110.796	1.61785
AUR62025481	1296	1111.05	9	0.126095
AUR62037349	483	298.823	0	0
AUR62040745	378	196.128	0	0
AUR62003162	669	484.222	326	10.48
AUR62015843	738	553.19	0	0
AUR62016037	1934	1749.05	4	0.0355998
AUR62019055	1332	1147.05	0	0
AUR62013073	1497	1312.05	0	0
AUR62001579	1161	976.053	185.016	2.9507
AUR62034264	324	145.678	1	0.106855
AUR62011375	1563	1378.05	10.1357	0.114493
AUR62008522	1698	1513.05	9.35618	0.0962575
AUR62037646	2460	2275.05	36.5585	0.250143
AUR62019294	1338	1153.05	65.2962	0.881513
AUR62003422	1068	883.053	31.0771	0.547827
AUR62018082	606	421.303	0	0
AUR62010526	1482	1297.05	12	0.144017
AUR62034511	3576	3391.05	0	0
AUR62024738	711	526.222	2	0.0591631
AUR62013931	1134	949.053	33	0.54127
AUR62033177	645	460.241	1	0.0338224
AUR62041940	579	394.36	160	6.31565
AUR62019013	339	159.505	26	2.5374
AUR62038408	837	652.082	2	0.0477439
AUR62026339	591	406.336	0	0
AUR62029379	894	709.069	146.727	3.22115
AUR62036932	546	361.427	0	0
