target_id	length	eff_length	Cp_7	Cp_7_tpm
AUR62023455	3849	3661.78	293.933	1.32518
AUR62016429	2685	2497.78	21.1031	0.13948
AUR62009276	1899	1711.78	77.5275	0.747699
AUR62027030	7311	7123.78	1820.37	4.2186
AUR62009392	1371	1183.78	0	0
AUR62009070	1374	1186.78	0	0
AUR62019274	1866	1678.78	8.82984	0.0868316
AUR62036947	4476	4288.78	31.5989	0.121635
AUR62016493	1338	1150.78	0	0
AUR62024924	597	410.29	0	0
AUR62036698	696	509.08	15	0.486435
AUR62004533	944	756.785	2	0.0436293
AUR62005346	1128	940.785	0	0
AUR62035326	741	554.002	0	0
AUR62032536	1386	1198.78	196.877	2.71128
AUR62028983	930	742.785	88.2054	1.96043
AUR62011017	768	580.916	41.9812	1.19306
AUR62011357	1326	1138.78	257.871	3.73836
AUR62022291	1995	1807.78	0	0
AUR62008916	522	335.611	0	0
AUR62006787	939	751.785	0	0
AUR62028451	2343	2155.78	0	0
AUR62015503	1758	1570.78	44.5555	0.468279
AUR62011460	912	724.785	0	0
AUR62000712	1635	1447.78	0	0
AUR62004045	1458	1270.78	26	0.33777
AUR62030297	1770	1582.78	11.2889	0.117747
AUR62032554	1230	1042.78	1.02404	0.0162123
AUR62038709	1905	1717.78	1.04412	0.0100346
AUR62025804	726	539.02	0	0
AUR62008405	687	500.08	0	0
AUR62019207	585	398.317	1.0398	0.0430967
AUR62044482	435	249.649	586.459	38.7818
AUR62027833	1416	1228.78	12.6656	0.170165
AUR62011420	207	50.6844	840	273.606
AUR62044439	1227	1039.78	0	0
AUR62040388	3144	2956.78	17.8466	0.0996451
AUR62043759	1725	1537.78	6.17742	0.066318
AUR62013994	1161	973.785	0	0
AUR62027445	1050	862.785	103.83	1.98674
AUR62041086	834	646.865	0	0
AUR62026685	330	149.739	1285.4	141.717
AUR62007084	267	95.0175	269	46.7378
AUR62008178	1266	1078.78	60.2797	0.922479
AUR62039084	840	652.865	4.2341	0.107068
AUR62032983	558	371.38	0	0
AUR62009381	204	48.6918	0	0
AUR62023698	2367	2179.78	10	0.0757367
AUR62012074	876	688.82	0	0
AUR62016998	693	506.08	0	0
AUR62012625	3477	3289.78	83.5248	0.419149
AUR62039951	351	169.175	0	0
AUR62025732	1611	1423.78	3.05231	0.0353919
AUR62030708	798	610.886	0	0
AUR62018084	492	305.823	110	5.93804
AUR62026706	1482	1294.78	0	0
AUR62038318	555	368.392	2.11765	0.0948993
AUR62005211	507	320.682	5.00961	0.257899
AUR62019339	729	542.02	0	0
AUR62039464	594	407.29	60	2.43202
AUR62032162	837	649.865	25	0.635092
AUR62039907	594	407.29	15.7637	0.638962
AUR62004092	1539	1351.78	1	0.0122127
AUR62022903	5349	5161.78	1211.83	3.87581
AUR62032472	1398	1210.78	3761.78	51.2917
AUR62006611	3651	3463.78	112.881	0.538007
AUR62032834	498	311.761	0	0
AUR62026053	339	157.976	334.886	34.9965
AUR62014117	1122	934.785	133.012	2.34909
AUR62016280	885	697.82	0	0
AUR62036555	1086	898.785	0	0
AUR62035050	1908	1720.78	1	0.00959386
AUR62013101	2196	2008.78	0	0
AUR62028897	624	437.212	0	0
AUR62040376	1479	1291.78	0	0
AUR62000978	1626	1438.78	0	0
AUR62015665	645	458.167	0	0
AUR62002594	1236	1048.78	1763.26	27.7555
AUR62042714	288	112.541	0	0
AUR62004671	2427	2239.78	11.5205	0.0849148
AUR62007514	1866	1678.78	116.245	1.14314
AUR62028495	816	628.876	0	0
AUR62007779	855	667.854	0	0
AUR62031544	3164	2976.78	654.598	3.63034
AUR62028325	1308	1120.78	2	0.0294597
AUR62043255	723	536.029	0	0
AUR62001557	801	613.886	29.9639	0.805806
AUR62033735	2229	2041.78	23.1091	0.18685
AUR62028934	1062	874.785	171	3.22712
AUR62017492	885	697.82	0	0
AUR62029848	789	601.896	0	0
AUR62043680	1098	910.785	0	0
AUR62030815	564	377.349	13.2688	0.580508
AUR62037110	855	667.854	5.13217	0.126864
AUR62042842	1542	1354.78	187.977	2.29062
AUR62005426	969	781.785	0	0
AUR62019168	897	709.808	1.00263	0.0233195
AUR62015304	816	628.876	0	0
AUR62028778	999	811.785	11	0.223703
AUR62024937	1251	1063.78	0	0
AUR62024904	3147	2959.78	220.849	1.23184
AUR62011783	1275	1087.78	34	0.516008
AUR62023268	288	112.541	1	0.146693
AUR62027343	216	56.7742	0	0
AUR62030423	1131	943.785	1.04482	0.0182763
AUR62011668	2919	2731.78	472.341	2.85449
AUR62013982	1104	916.785	0	0
AUR62033053	411	226.221	0	0
AUR62008439	2208	2020.78	7.18774	0.0587208
AUR62029906	3285	3097.78	180.683	0.962909
AUR62040127	957	769.785	0	0
AUR62007966	1875	1687.78	0	0
AUR62042250	291	115.097	0	0
AUR62027083	1359	1171.78	27	0.380396
AUR62036103	1338	1150.78	4.14328	0.0594389
AUR62015987	702	515.055	207.51	6.65129
AUR62016198	1587	1399.78	109.707	1.29387
AUR62006586	1788	1600.78	6.74913	0.0696041
AUR62024801	648	461.167	3.63158	0.130004
AUR62028243	1386	1198.78	0	0
AUR62034589	1491	1303.78	0	0
AUR62017262	2340	2152.78	0	0
AUR62042556	1092	904.785	1	0.0182463
AUR62023688	1869	1681.78	33.8552	0.332334
AUR62014874	384	200.298	0	0
AUR62033710	1176	988.785	22.5172	0.375952
AUR62015781	336	155.22	6.32506	0.672724
AUR62003570	429	243.772	0	0
AUR62031872	633	446.182	333.686	12.3466
AUR62009473	1653	1465.78	11.4104	0.128515
AUR62019199	960	772.785	0	0
AUR62026572	243	76.117	0	0
AUR62014042	1860	1672.78	3.02802	0.029884
AUR62010097	843	655.854	150.921	3.79894
AUR62037072	1026	838.785	136.672	2.68999
AUR62010819	981	793.785	108.92	2.2653
AUR62014009	531	344.548	0	0
AUR62040478	390	206.024	0	0
AUR62008541	1089	901.785	0	0
AUR62020130	1161	973.785	1	0.0169534
AUR62017404	306	128.188	0	0
AUR62013970	864	676.843	0	0
AUR62006857	2778	2590.78	10.4866	0.0668225
AUR62033509	1293	1105.78	12	0.179156
AUR62001802	621	434.219	4	0.15208
AUR62023904	2172	1984.78	59.4529	0.494515
AUR62022037	1575	1387.78	0	0
AUR62029802	1104	916.785	2.032	0.0365912
AUR62038572	828	640.876	16.4148	0.422845
AUR62031077	390	206.024	0	0
AUR62026406	729	542.02	0	0
AUR62019545	894	706.808	96.2889	2.24903
AUR62029173	1350	1162.78	0	0
AUR62019048	1290	1102.78	6	0.0898216
AUR62031569	390	206.024	106.795	8.55762
AUR62029556	378	194.557	138	11.7099
AUR62018284	780	592.906	0	0
AUR62035346	1149	961.785	1	0.0171649
AUR62030277	642	455.167	1	0.0362701
AUR62010804	1167	979.785	25.9615	0.437441
AUR62024888	828	640.876	0	0
AUR62021454	3123	2935.78	60.1332	0.338151
AUR62007485	861	673.854	0	0
AUR62016441	2139	1951.78	26.1295	0.221014
AUR62025977	339	157.976	125	13.0629
AUR62001085	1458	1270.78	15.9326	0.206983
AUR62025682	1341	1153.78	0	0
AUR62044044	2118	1930.78	0	0
AUR62028509	1314	1126.78	0	0
AUR62017958	729	542.02	16	0.487332
AUR62027972	1458	1270.78	5	0.0649558
AUR62013559	2268	2080.78	0	0
AUR62014092	999	811.785	0	0
AUR62036388	855	667.854	0	0
AUR62023788	1221	1033.78	17.9487	0.286631
AUR62033981	792	604.896	0	0
AUR62004883	408	223.327	2	0.147846
AUR62029786	1782	1594.78	0	0
AUR62030313	2184	1996.78	0	0
AUR62015869	2076	1888.78	0	0
AUR62033347	1401	1213.78	62.624	0.851763
AUR62006572	528	341.571	0	0
AUR62031015	255	85.5452	0	0
AUR62037518	1575	1387.78	221	2.629
AUR62004230	1035	847.785	1.03037	0.0200644
AUR62032934	1191	1003.78	72	1.18416
AUR62037614	942	754.785	0	0
AUR62003322	213	54.6491	0	0
AUR62015249	912	724.785	0	0
AUR62041365	2499	2311.78	8.52451e-07	6.08754e-09
AUR62017985	1710	1522.78	135.923	1.47358
AUR62007381	1317	1129.78	642.378	9.38675
AUR62024172	1053	865.785	11.1941	0.213451
AUR62022916	786	598.896	133.504	3.68013
AUR62026389	1677	1489.78	1	0.0110815
AUR62034477	1338	1150.78	72.1595	1.03519
AUR62031139	945	757.785	0	0
AUR62012340	1779	1591.78	34.6762	0.359639
AUR62041953	207	50.6844	0	0
AUR62005760	795	607.896	66.9706	1.81876
AUR62043167	423	237.926	0	0
AUR62040591	372	188.894	4.08333	0.356875
AUR62024763	2178	1990.78	0	0
AUR62000428	1251	1063.78	88.9413	1.38029
AUR62005808	420	235.005	351	24.6576
AUR62024914	2160	1972.78	2.05454	0.0171932
AUR62033805	903	715.808	0	0
AUR62032732	4101	3913.78	409.952	1.72924
AUR62032549	417	232.087	0	0
AUR62022904	237	71.6567	5	1.15195
AUR62012984	969	781.785	1.08232	0.0228554
AUR62008175	2397	2209.78	0	0
AUR62007627	1707	1519.78	1.09668	0.0119129
AUR62030502	2913	2725.78	1	0.0060566
AUR62016035	1179	991.785	83	1.3816
AUR62034753	1461	1273.78	0	0
AUR62007030	399	214.654	23.0349	1.77161
AUR62014718	1938	1750.78	0	0
AUR62011359	1158	970.785	53	0.901308
AUR62026796	1119	931.785	43.9704	0.77905
AUR62016163	1827	1639.78	243.552	2.45202
AUR62031994	396	211.761	0	0
AUR62009627	606	419.269	28	1.10252
AUR62008062	1863	1675.78	19.1855	0.189005
AUR62033802	1983	1795.78	0	0
AUR62036002	1872	1684.78	3631.58	35.5854
AUR62027042	276	102.348	0	0
AUR62024684	441	255.522	2	0.129218
AUR62029815	747	559.992	0	0
AUR62032015	801	613.886	0	0
AUR62042775	1731	1543.78	2	0.0213877
AUR62004484	1362	1174.78	5.05322	0.0710117
AUR62024729	1425	1237.78	0	0
AUR62019051	909	721.785	348	7.95961
AUR62001856	717	530.029	13	0.404915
AUR62035922	534	347.548	0	0
AUR62029837	684	497.089	2	0.0664226
AUR62022751	2289	2101.78	499.377	3.92248
AUR62044218	1704	1516.78	87.6074	0.953536
AUR62003068	1014	826.785	0	0
AUR62042025	2775	2587.78	1.02166	0.00651778
AUR62003200	1311	1123.78	0	0
AUR62040942	549	362.447	0	0
AUR62026324	1185	997.785	267.398	4.42427
AUR62026273	1383	1195.78	1	0.013806
AUR62033474	984	796.785	0	0
AUR62027989	1185	997.785	0	0
AUR62034232	3750	3562.78	38.6779	0.179223
AUR62040921	1065	877.785	468.651	8.81417
AUR62039242	1164	976.785	114	1.92675
AUR62011403	573	386.342	1	0.0427314
AUR62018499	696	509.08	275	8.91798
AUR62029465	549	362.447	0	0
AUR62020658	3603	3415.78	885.98	4.28207
AUR62030631	963	775.785	227.297	4.83697
AUR62017987	3336	3148.78	166	0.870333
AUR62038336	1569	1381.78	92.0267	1.0995
AUR62001461	2013	1825.78	0	0
AUR62022544	10770	10582.8	0	0
AUR62023272	1449	1261.78	27.7941	0.363653
AUR62010605	693	506.08	4.53229	0.147849
AUR62005029	1833	1645.78	54.9389	0.551096
AUR62038111	1470	1282.78	496.356	6.38792
AUR62039479	255	85.5452	0	0
AUR62003662	1989	1801.78	69.9776	0.641174
AUR62005632	2742	2554.78	180.834	1.16855
AUR62028738	1224	1036.78	61	0.971318
AUR62021407	504	317.708	12.2517	0.636631
AUR62033598	1716	1528.78	171.962	1.85697
AUR62005108	1011	823.785	4	0.0801616
AUR62016442	1239	1051.78	11.1598	0.175166
AUR62003956	1140	952.785	0	0
AUR62013539	1215	1027.78	1.00184	0.0160923
AUR62036076	306	128.188	1.21429	0.156385
AUR62021682	270	97.4065	1	0.169485
AUR62022122	807	619.886	3.00014	0.0799004
AUR62024707	3840	3652.78	366.83	1.65791
AUR62004902	915	727.785	4.46049	0.101181
AUR62014599	1737	1549.78	7.12948	0.0759463
AUR62040470	603	416.276	4011.25	159.081
AUR62001519	294	117.679	29	4.06837
AUR62032625	1098	910.785	1	0.0181261
AUR62036655	1908	1720.78	113.22	1.08621
AUR62036510	630	443.197	0	0
AUR62023014	1995	1807.78	637.685	5.82344
AUR62040315	1662	1474.78	0	0
AUR62003339	1908	1720.78	1.07085	0.0102736
AUR62029605	630	443.197	72.6281	2.70538
AUR62023297	1119	931.785	2.05595	0.0364265
AUR62022881	279	104.865	0	0
AUR62018363	1200	1012.78	21.8789	0.356638
AUR62010707	3156	2968.78	6	0.0333651
AUR62041505	2574	2386.78	278.332	1.92517
AUR62035721	1782	1594.78	27.2584	0.282175
AUR62010679	1506	1318.78	160.898	2.01417
AUR62032691	1224	1036.78	448	7.13361
AUR62042915	978	790.785	8.42147	0.175813
AUR62042167	792	604.896	72.4647	1.97772
AUR62039368	3366	3178.78	269.707	1.40072
AUR62033551	564	377.349	253.921	11.109
AUR62006784	1089	901.785	0	0
AUR62028834	1416	1228.78	0	0
AUR62025229	240	73.8559	0	0
AUR62003591	2097	1909.78	106	0.916308
AUR62020263	1962	1774.78	123.592	1.14964
AUR62015042	294	117.679	0	0
AUR62021140	1230	1042.78	0	0
AUR62003735	2157	1969.78	45.2266	0.379049
AUR62023654	1773	1585.78	1.10759	0.0115307
AUR62010358	561	374.38	0	0
AUR62036585	1260	1072.78	1.03901	0.0159893
AUR62009444	1521	1333.78	0	0
AUR62005904	267	95.0175	67	11.641
AUR62027338	1062	874.785	0	0
AUR62031318	408	223.327	0	0
AUR62031756	990	802.785	5.03903	0.103626
AUR62023271	1182	994.785	0	0
AUR62023142	2142	1954.78	0	0
AUR62002945	1425	1237.78	4.34022	0.0578877
AUR62037145	1257	1069.78	1.10747	0.0170905
AUR62000386	630	443.197	0	0
AUR62043962	294	117.679	4	0.561155
AUR62000855	378	194.557	10	0.84854
AUR62006893	2137	1949.78	1	0.00846708
AUR62002017	552	365.423	52	2.34924
AUR62005271	1119	931.785	69.2918	1.22768
AUR62037594	402	217.552	0	0
AUR62024005	1566	1378.78	928.925	11.1225
AUR62011817	2274	2086.78	141.991	1.12332
AUR62037424	1956	1768.78	0	0
AUR62017415	585	398.317	0	0
AUR62011089	2394	2206.78	370.25	2.76984
AUR62035197	1584	1396.78	47	0.555506
AUR62035234	1551	1363.78	87.6787	1.06137
AUR62023739	813	625.886	0	0
AUR62004748	1428	1240.78	4	0.0532211
AUR62000530	1458	1270.78	30.8968	0.401386
AUR62014831	3003	2815.78	0	0
AUR62011309	261	90.26	0	0
AUR62028400	363	180.393	3	0.27455
AUR62022301	444	258.462	0	0
AUR62020884	837	649.865	32.166	0.817136
AUR62004039	1266	1078.78	2.0697	0.0316733
AUR62033115	4536	4348.78	1	0.00379623
AUR62015992	852	664.854	0	0
AUR62041309	2388	2200.78	0	0
AUR62010152	1854	1666.78	21	0.207998
AUR62043388	321	141.488	0	0
AUR62025839	591	404.296	0	0
AUR62018776	2514	2326.78	2.36255	0.0167627
AUR62022144	1125	937.785	0	0
AUR62005528	264	92.6242	123	21.923
AUR62041023	489	302.868	0	0
AUR62018025	1749	1561.78	13	0.137418
AUR62033800	390	206.024	2	0.160262
AUR62012422_AUR62026701_AUR62028492	2094	1906.78	0	0
AUR62029482	1710	1522.78	5	0.0542065
AUR62013166	3690	3502.78	1.03272	0.00486732
AUR62002046	1125	937.785	358	6.30231
AUR62040750	261	90.26	0	0
AUR62015862	306	128.188	0	0
AUR62042213	1302	1114.78	92.0857	1.36371
AUR62021491	578	391.33	26.7145	1.127
AUR62026402	570	383.342	7.00914	0.301854
AUR62003635	984	796.785	1.04397	0.0216305
AUR62016775	2403	2215.78	1	0.00745062
AUR62000140	966	778.785	60.505	1.28261
AUR62006168	1224	1036.78	0	0
AUR62003064	1569	1381.78	44.1732	0.527763
AUR62002776	1056	868.785	0	0
AUR62023835	1020	832.785	77.3413	1.5332
AUR62019638	261	90.26	0	0
AUR62002354	405	220.435	911	68.2274
AUR62041549	312	133.446	24	2.9691
AUR62037591	711	524.046	0	0
AUR62038604	435	249.649	405	26.7822
AUR62004746	1947	1759.78	150.222	1.40927
AUR62004580	360	177.548	0	0
AUR62005374	1206	1018.78	56.9399	0.922687
AUR62040666	1533	1345.78	44.809	0.54968
AUR62007748	1563	1375.78	200	2.39994
AUR62022983	1002	814.785	44	0.891518
AUR62018054	765	577.935	56	1.59966
AUR62013872	2001	1813.78	44	0.400486
AUR62024301	1923	1735.78	0	0
AUR62013617	483	296.943	84	4.67009
AUR62007648	663	476.113	277	9.60484
AUR62043525	1368	1180.78	1.04721	0.0146415
AUR62003281	1006	818.785	0	0
AUR62041927	312	133.446	0	0
AUR62017734	489	302.868	2	0.109017
AUR62011945	765	577.935	508.445	14.524
AUR62003095	3261	3073.78	4.42284	0.0237546
AUR62040387	7902	7714.78	68.1891	0.145919
AUR62039836	1206	1018.78	94.0679	1.52433
AUR62032512	1737	1549.78	714.037	7.60623
AUR62017440	1140	952.785	7.09091	0.122865
AUR62035670	1395	1207.78	78	1.06617
AUR62021777	945	757.785	93.904	2.04578
AUR62030056	1797	1609.78	5	0.051277
AUR62000517	315	136.129	66	8.00414
AUR62000789	1923	1735.78	426.076	4.05239
AUR62005540	840	652.865	130.328	3.29561
AUR62011786	1563	1375.78	0	0
AUR62008437	1359	1171.78	62	0.873502
AUR62016025	1590	1402.78	2.73598	0.0321989
AUR62032769	1092	904.785	3	0.0547389
AUR62005789	1098	910.785	1.18072	0.0214018
AUR62041304	1794	1606.78	0	0
AUR62005746	636	449.182	37	1.35988
AUR62010551	1470	1282.78	234.968	3.02395
AUR62039132	507	320.682	324.694	16.7155
AUR62028376	5478	5290.78	3261.22	10.1761
AUR62019608	486	299.909	0	0
AUR62020728	2547	2359.78	24	0.167903
AUR62039837	4872	4684.78	33.2756	0.117262
AUR62018765	1839	1651.78	10.5338	0.105281
AUR62028475	231	67.2373	0	0
AUR62014977	591	404.296	996	40.6705
AUR62029601	558	371.38	1	0.044453
AUR62003358	1002	814.785	5	0.101309
AUR62004545	1374	1186.78	0	0
AUR62015333	1707	1519.78	0	0
AUR62015364	795	607.896	0	0
AUR62000714	3093	2905.78	8	0.0454513
AUR62023562	1035	847.785	0	0
AUR62027478	678	491.089	0	0
AUR62037378	1674	1486.78	6	0.0666229
AUR62023651	1803	1615.78	16.2868	0.166407
AUR62033971	816	628.876	0	0
AUR62008182	1554	1366.78	5	0.0603935
AUR62014922	726	539.02	0	0
AUR62038429	2268	2080.78	185.837	1.47443
AUR62043111	675	488.089	28.0788	0.949728
AUR62032828	438	252.577	0	0
AUR62014318	1137	949.785	99.5829	1.73093
AUR62012165	1806	1618.78	0	0
AUR62015979	1788	1600.78	94.9863	0.979598
AUR62036707	1398	1210.78	23.5693	0.321366
AUR62015379	714	527.038	10.095	0.316217
AUR62011237	1662	1474.78	22	0.246272
AUR62022008	1563	1375.78	0	0
AUR62022103	1575	1387.78	3	0.0356878
AUR62011870	861	673.854	0	0
AUR62019121	471	285.064	100.139	5.79936
AUR62022432	690	503.08	2	0.0656315
AUR62037932	1191	1003.78	0	0
AUR62003795	1752	1564.78	1.03317	0.0109002
AUR62034087	1026	838.785	662.583	13.041
AUR62020548	1374	1186.78	19466.3	270.79
AUR62005979	396	211.761	0	0
AUR62031253	792	604.896	7.12805	0.19454
AUR62003568	984	796.785	0	0
AUR62041397	954	766.785	1.0093	0.0217305
AUR62033643	912	724.785	0	0
AUR62024501	624	437.212	0	0
AUR62013744	1836	1648.78	32.2875	0.323289
AUR62033545	1350	1162.78	0	0
AUR62027365	657	470.129	22	0.772549
AUR62024010	363	180.393	0	0
AUR62002088	573	386.342	227	9.70004
AUR62041609	1125	937.785	0	0
AUR62007985	3981	3793.78	65.6519	0.28569
AUR62020827	3099	2911.78	4	0.0226788
AUR62026598	1650	1462.78	0	0
AUR62022339	5598	5410.78	892.608	2.72346
AUR62035651	522	335.611	0	0
AUR62002108	459	273.218	42	2.53782
AUR62028678	1317	1129.78	0	0
AUR62019534	1338	1150.78	342.857	4.91857
AUR62037659	1806	1618.78	23	0.234563
AUR62005877	966	778.785	0	0
AUR62012901	996	808.785	1.80906	0.0369267
AUR62026164	720	533.029	67	2.07512
AUR62023321	1158	970.785	6.42432	0.109251
AUR62024192	624	437.212	6	0.226558
AUR62031310	2328	2140.78	57	0.439564
AUR62010490	1380	1192.78	26	0.359858
AUR62013254	777	589.906	4.03852	0.113021
AUR62029181	735	548.011	0	0
AUR62036308	963	775.785	20.1819	0.429478
AUR62038809	1971	1783.78	0	0
AUR62017047	2061	1873.78	91.5777	0.806845
AUR62039822	1926	1738.78	0	0
AUR62014253	354	171.978	35	3.35981
AUR62003480	267	95.0175	0	0
AUR62010821	1086	898.785	28.7419	0.527935
AUR62044356	2133	1945.78	0	0
AUR62038879	1383	1195.78	0	0
AUR62033387	3423	3235.78	374.237	1.90936
AUR62022634	1152	964.785	0	0
AUR62023070	624	437.212	96.2054	3.63268
AUR62021703	1824	1636.78	0	0
AUR62031966	1071	883.785	7	0.130759
AUR62037114	522	335.611	0	0
AUR62029172	1017	829.785	0	0
AUR62032450	903	715.808	182.395	4.20665
AUR62011679	525	338.588	11	0.536341
AUR62040313	816	628.876	1.0929	0.0286902
AUR62017716	1821	1633.78	123.798	1.25094
AUR62021320	1185	997.785	0	0
AUR62031003	485	298.914	36	1.98828
AUR62035562	705	518.046	52.6999	1.67943
AUR62013879	603	416.276	449.393	17.8223
AUR62006239	456	270.268	1297.61	79.2627
AUR62000567	1029	841.785	151.202	2.96536
AUR62041274	1722	1534.78	65	0.699175
AUR62016397	1251	1063.78	61.6448	0.956672
AUR62025481	1296	1108.78	29	0.431788
AUR62037349	483	296.943	0	0
AUR62040745	378	194.557	0	0
AUR62003162	669	482.097	66	2.26011
AUR62015843	738	551.011	1.5	0.0449419
AUR62016037	1934	1746.78	1	0.00945106
AUR62019055	1332	1144.78	15	0.216315
AUR62013073	1497	1309.78	0	0
AUR62001579	1161	973.785	676	11.4605
AUR62034264	324	144.212	0	0
AUR62011375	1563	1375.78	16	0.191995
AUR62008522	1698	1510.78	1.16932	0.0127776
AUR62037646	2460	2272.78	90.3833	0.656523
AUR62019294	1338	1150.78	13.6523	0.195854
AUR62003422	1068	880.785	0	0
AUR62018082	606	419.269	0	0
AUR62010526	1482	1294.78	31	0.395261
AUR62034511	3576	3388.78	0	0
AUR62024738	711	524.046	0	0
AUR62013931	1134	946.785	112	1.95293
AUR62033177	645	458.167	2	0.0720652
AUR62041940	579	392.317	0	0
AUR62019013	339	157.976	82	8.56924
AUR62038408	837	649.865	1	0.0254037
AUR62026339	591	404.296	0	0
AUR62029379	894	706.808	333.843	7.7976
AUR62036932	546	359.483	0	0
AUR62009925	876	688.82	0	0
AUR62006739	360	177.548	16	1.48773
AUR62016802	2946	2758.78	32.751	0.195987
AUR62004610	1399	1211.78	290.893	3.96304
AUR62021155	201	46.9117	0	0
AUR62014558	882	694.82	0	0
AUR62042881	2103	1915.78	297.727	2.56562
AUR62019189	942	754.785	7.08861	0.155045
AUR62032327	273	99.8578	0	0
AUR62000719	2703	2515.78	1243.34	8.15897
AUR62028149	1320	1132.78	0	0
AUR62015013	1791	1603.78	1177.26	12.1185
AUR62027234	456	270.268	2	0.122168
AUR62009845	513	326.639	2.17935	0.110149
AUR62035176	825	637.876	3	0.0776435
AUR62022487	1587	1399.78	114	1.34451
