target_id	length	eff_length	Cs_2	Cs_2_tpm
AUR62039498	549	374.099	0	0
AUR62017783	1857	1681.97	2.21918	0.0299114
AUR62001907	327	156.756	0	0
AUR62026287	594	419.034	13.3403	0.721736
AUR62012020	843	667.979	3	0.101817
AUR62001009	1338	1162.97	0	0
AUR62003673	651	475.989	24	1.14308
AUR62032751	1878	1702.97	0	0
AUR62012508	1329	1153.97	0	0
AUR62025098	360	187.907	2	0.241296
AUR62031213	630	454.997	0	0
AUR62040512	1413	1237.97	5.16861	0.0946515
AUR62026943	630	454.997	0	0
AUR62036635	642	466.989	0	0
AUR62021212	1275	1099.97	104.989	2.16385
AUR62025691	1275	1099.97	2576.26	53.0973
AUR62044300_AUR62036674	1074	898.967	47.94	1.20897
AUR62017670	1116	940.967	32	0.770971
AUR62011514	1395	1219.97	0	0
AUR62037899	1920	1744.97	68	0.883455
AUR62039224	603	428.034	25	1.32411
AUR62036065	1110	934.967	0	0
AUR62000005	2289	2113.97	0	0
AUR62022200	4428	4252.97	2991.18	15.9446
AUR62033290	1422	1246.97	0	0
AUR62013253	1698	1522.97	5	0.074429
AUR62038293	2121	1945.97	0	0
AUR62025411	2073	1897.97	3.87852	0.0463276
AUR62030875	2538	2362.97	3	0.0287824
AUR62037720	1626	1450.97	2.38635	0.0372854
AUR62031228	1554	1378.97	11.3165	0.186046
AUR62020574	1692	1516.97	0	0
AUR62020710	963	787.967	0	0
AUR62030580	708	532.989	27	1.14844
AUR62037464	441	266.739	0	0
AUR62003048	2412	2236.97	25	0.253363
AUR62023455	3849	3673.97	13.371	0.0825069
AUR62016429	2685	2509.97	622.859	5.6258
AUR62009276	1899	1723.97	77.9432	1.02497
AUR62027030	7311	7135.97	164.38	0.522226
AUR62009392	1371	1195.97	166.693	3.1598
AUR62009070	1374	1198.97	4	0.0756337
AUR62019274	1866	1690.97	70.0966	0.939777
AUR62036947	4476	4300.97	687.534	3.62402
AUR62016493	1338	1162.97	108	2.10532
AUR62024924	597	422.034	0	0
AUR62036698	696	520.989	238	10.3564
AUR62004533	944	768.967	75	2.21114
AUR62005346	1128	952.967	4.25733	0.10128
AUR62035326	741	565.989	20.9351	0.83855
AUR62032536	1386	1210.97	22.2089	0.415774
AUR62028983	930	754.967	0	0
AUR62011017	768	592.989	0	0
AUR62011357	1326	1150.97	32.3626	0.637445
AUR62022291	1995	1819.97	27.9785	0.348517
AUR62008916	522	347.154	12	0.78365
AUR62006787	939	763.967	2.83385	0.0840941
AUR62028451	2343	2167.97	6.77252	0.0708208
AUR62015503	1758	1582.97	218.269	3.12595
AUR62011460	912	736.967	0	0
AUR62000712	1635	1459.97	2	0.0310563
AUR62004045	1458	1282.97	109	1.92608
AUR62030297	1770	1594.97	31	0.440629
AUR62032554	1230	1054.97	113.364	2.43613
AUR62038709	1905	1729.97	1652.97	21.6615
AUR62025804	726	550.989	0	0
AUR62008405	687	511.989	0	0
AUR62019207	585	410.034	339	18.7432
AUR62044482	435	260.849	0	0
AUR62027833	1416	1240.97	139.862	2.55507
AUR62011420	207	56.2619	351	141.435
AUR62044439	1227	1051.97	0	0
AUR62040388	3144	2968.97	702.311	5.36274
AUR62043759	1725	1549.97	31.806	0.46521
AUR62013994	1161	985.967	1	0.0229932
AUR62027445	1050	874.967	7.62764	0.197634
AUR62041086	834	658.979	0	0
AUR62026685	330	159.571	2.53391	0.359999
AUR62007084	267	102.929	0	0
AUR62008178	1266	1090.97	37	0.76887
AUR62039084	840	664.979	132	4.50017
AUR62032983	558	383.093	0	0
AUR62009381	204	54.1846	86	35.982
AUR62023698	2367	2191.97	73.79	0.763178
AUR62012074	876	700.979	0	0
AUR62016998	693	517.989	0	0
AUR62012625	3477	3301.97	162.654	1.11674
AUR62039951	351	179.342	97	12.2617
AUR62025732	1611	1435.97	67.4333	1.06462
AUR62030708	798	622.979	0	0
AUR62018084	492	317.275	50	3.57271
AUR62026706	1482	1306.97	7	0.121422
AUR62038318	555	380.099	7	0.417507
AUR62005211	507	332.21	9620	656.486
AUR62019339	729	553.989	2	0.0818449
AUR62039464	594	419.034	5	0.27051
AUR62032162	837	661.979	0	0
AUR62039907	594	419.034	100.232	5.42277
AUR62004092	1539	1363.97	50	0.831053
AUR62022903	5349	5173.97	4.21386	0.0184637
AUR62032472	1398	1222.97	19.1761	0.355475
AUR62006611	3651	3475.97	518.519	3.38183
AUR62032834	498	323.254	0	0
AUR62026053	339	168.054	3.37174	0.454848
AUR62014117	1122	946.967	0	0
AUR62016280	885	709.979	2.13139	0.068058
AUR62036555	1086	910.967	0	0
AUR62035050	1908	1732.97	0	0
AUR62013101	2196	2020.97	6	0.0673062
AUR62028897	624	448.997	9	0.454425
AUR62040376	1479	1303.97	0	0
AUR62000978	1626	1450.97	0	0
AUR62015665	645	469.989	0	0
AUR62002594	1236	1060.97	29.783	0.636398
AUR62042714	288	121.176	0	0
AUR62004671	2427	2251.97	121.127	1.21939
AUR62007514	1866	1690.97	2.04943	0.0274764
AUR62028495	816	640.979	20	0.707373
AUR62007779	855	679.979	0	0
AUR62031544	3164	2988.97	112.357	0.852203
AUR62028325	1308	1132.97	2	0.0400199
AUR62043255	723	547.989	0	0
AUR62001557	801	625.979	11	0.398378
AUR62033735	2229	2053.97	152	1.67769
AUR62028934	1062	886.967	10.5556	0.269797
AUR62017492	885	709.979	1.0423	0.0332821
AUR62029848	789	613.979	0	0
AUR62043680	1098	922.967	0.333333	0.00818758
AUR62030815	564	389.08	0	0
AUR62037110	855	679.979	126	4.20085
AUR62042842	1542	1366.97	6.59221	0.109329
AUR62005426	969	793.967	0	0
AUR62019168	897	721.979	1759	55.2337
AUR62015304	816	640.979	0	0
AUR62028778	999	823.967	139	3.82444
AUR62024937	1251	1075.97	137.993	2.9075
AUR62024904	3147	2971.97	1474.3	11.2462
AUR62011783	1275	1099.97	0	0
AUR62023268	288	121.176	684	127.968
AUR62027343	216	62.6798	0	0
AUR62030423	1131	955.967	9	0.213433
AUR62011668	2919	2743.97	26.4287	0.218354
AUR62013982	1104	928.967	0	0
AUR62033053	411	237.244	0	0
AUR62008439	2208	2032.97	60.7785	0.677771
AUR62029906	3285	3109.97	0	0
AUR62040127	957	781.967	1	0.0289917
AUR62007966	1875	1699.97	0	0
AUR62042250	291	123.84	2	0.366129
AUR62027083	1359	1183.97	0	0
AUR62036103	1338	1162.97	309.921	6.04153
AUR62015987	702	526.989	90.9598	3.91301
AUR62016198	1587	1411.97	1.03536	0.0166238
AUR62006586	1788	1612.97	277.832	3.90499
AUR62024801	648	472.989	73.2131	3.50914
AUR62028243	1386	1210.97	0	0
AUR62034589	1491	1315.97	0	0
AUR62017262	2340	2164.97	0	0
AUR62042556	1092	916.967	10	0.247234
AUR62023688	1869	1693.97	335.828	4.49443
AUR62014874	384	210.949	0	0
AUR62033710	1176	1000.97	2112.31	47.8411
AUR62015781	336	165.201	3046.86	418.121
AUR62003570	429	254.965	3.65753	0.325215
AUR62031872	633	457.997	61.7947	3.0588
AUR62009473	1653	1477.97	177.482	2.7224
AUR62019199	960	784.967	33	0.953071
AUR62026572	243	83.0703	4	1.09163
AUR62014042	1860	1684.97	34.8264	0.468576
AUR62010097	843	667.979	4.88235	0.165702
AUR62037072	1026	850.967	220	5.86101
AUR62010819	981	805.967	10.2011	0.28694
AUR62014009	531	356.136	0	0
AUR62040478	390	216.713	0	0
AUR62008541	1089	913.967	5	0.124023
AUR62020130	1161	985.967	12.5655	0.288922
AUR62017404	306	137.383	0	0
AUR62013970	864	688.979	0	0
AUR62006857	2778	2602.97	34.7926	0.303027
AUR62033509	1293	1117.97	0	0
AUR62001802	621	446.005	0	0
AUR62023904	2172	1996.97	0	0
AUR62022037	1575	1399.97	13	0.210518
AUR62029802	1104	928.967	55	1.34222
AUR62038572	828	652.979	71.8705	2.49525
AUR62031077	390	216.713	0	0
AUR62026406	729	553.989	0	0
AUR62019545	894	718.979	0	0
AUR62029173	1350	1174.97	4	0.0771786
AUR62019048	1290	1114.97	16	0.325327
AUR62031569	390	216.713	0	0
AUR62029556	378	205.144	0	0
AUR62018284	780	604.979	0	0
AUR62035346	1149	973.967	0	0
AUR62030277	642	466.989	107	5.19445
AUR62010804	1167	991.967	0	0
AUR62024888	828	652.979	0	0
AUR62021454	3123	2947.97	1612.06	12.3971
AUR62007485	861	685.979	0	0
AUR62016441	2139	1963.97	251.726	2.90574
AUR62025977	339	168.054	22	2.96781
AUR62001085	1458	1282.97	0	0
AUR62025682	1341	1165.97	4	0.0777744
AUR62044044	2118	1942.97	31	0.361709
AUR62028509	1314	1138.97	2.51434	0.0500468
AUR62017958	729	553.989	0	0
AUR62027972	1458	1282.97	755	13.3412
AUR62013559	2268	2092.97	2	0.0216636
AUR62014092	999	823.967	0	0
AUR62036388	855	679.979	1	0.0333401
AUR62023788	1221	1045.97	47.0368	1.01949
AUR62033981	792	616.979	13	0.477678
AUR62004883	408	234.303	56	5.41843
AUR62029786	1782	1606.97	6	0.0846461
AUR62030313	2184	2008.97	0	0
AUR62015869	2076	1900.97	9	0.107332
AUR62033347	1401	1225.97	7.09706	0.131239
AUR62006572	528	353.142	44	2.82466
AUR62031015	255	92.9236	0	0
AUR62037518	1575	1399.97	88.3423	1.43058
AUR62004230	1035	859.967	7	0.184535
AUR62032934	1191	1015.97	3	0.0669429
AUR62037614	942	766.967	0	0
AUR62003322	213	60.4837	2	0.749643
AUR62015249	912	736.967	0	0
AUR62041365	2499	2323.97	914.363	8.91973
AUR62017985	1710	1534.97	6.61451	0.0976925
AUR62007381	1317	1141.97	3.07706	0.0610866
AUR62024172	1053	877.967	101	2.60799
AUR62022916	786	610.979	27	1.00184
AUR62026389	1677	1501.97	16	0.241503
AUR62034477	1338	1162.97	27	0.526331
AUR62031139	945	769.967	0	0
AUR62012340	1779	1603.97	49	0.69257
AUR62041953	207	56.2619	44	17.7297
AUR62005760	795	619.979	7.34146	0.268453
AUR62043167	423	249.016	65	5.91765
AUR62040591	372	199.378	46	5.2305
AUR62024763	2178	2002.97	0	0
AUR62000428	1251	1075.97	14.4345	0.304134
AUR62005808	420	246.082	0	0
AUR62024914	2160	1984.97	127	1.45048
AUR62033805	903	727.979	0	0
AUR62032732	4101	3925.97	37.9275	0.219013
AUR62032549	417	243.131	0	0
AUR62022904	237	78.3631	0	0
AUR62012984	969	793.967	4	0.114214
AUR62008175	2397	2221.97	43	0.438726
AUR62007627	1707	1531.97	0	0
AUR62030502	2913	2737.97	2	0.0165602
AUR62016035	1179	1003.97	0	0
AUR62034753	1461	1285.97	0	0
AUR62007030	399	225.502	5.58153	0.561133
AUR62014718	1938	1762.97	73.9153	0.950502
AUR62011359	1158	982.967	0	0
AUR62026796	1119	943.967	3.04901	0.0732258
AUR62016163	1827	1651.97	7.10888	0.097558
AUR62031994	396	222.584	3	0.305555
AUR62009627	606	431.034	124	6.52189
AUR62008062	1863	1687.97	1054.78	14.1664
AUR62033802	1983	1807.97	0	0
AUR62036002	1872	1696.97	117.815	1.57395
AUR62027042	276	110.608	3	0.614889
AUR62024684	441	266.739	25	2.12479
AUR62029815	747	571.989	49	1.9421
AUR62032015	801	625.979	0	0
AUR62042775	1731	1555.97	126	1.83583
AUR62004484	1362	1186.97	150.728	2.87884
AUR62024729	1425	1249.97	48.811	0.885282
AUR62019051	909	733.967	22.459	0.693707
AUR62001856	717	541.989	0	0
AUR62035922	534	359.136	0	0
AUR62029837	684	508.989	0	0
AUR62022751	2289	2113.97	1.08281	0.0116123
AUR62044218	1704	1528.97	0	0
AUR62003068	1014	838.967	23	0.621506
AUR62042025	2775	2599.97	40	0.348783
AUR62003200	1311	1135.97	178.041	3.55319
AUR62040942	549	374.099	3	0.181801
AUR62026324	1185	1009.97	8.88336	0.199403
AUR62026273	1383	1207.97	0	0
AUR62033474	984	808.967	0	0
AUR62027989	1185	1009.97	0	0
AUR62034232	3750	3574.97	244.194	1.54855
AUR62040921	1065	889.967	5.04918	0.12862
AUR62039242	1164	988.967	14	0.320929
AUR62011403	573	398.054	0	0
AUR62018499	696	520.989	50.0949	2.17985
AUR62029465	549	374.099	0	0
AUR62020658	3603	3427.97	0	0
AUR62030631	963	787.967	0	0
AUR62017987	3336	3160.97	0	0
AUR62038336	1569	1393.97	353	5.74097
AUR62001461	2013	1837.97	0	0
AUR62022544	10770	10595	0	0
AUR62023272	1449	1273.97	163.844	2.91565
AUR62010605	693	517.989	0	0
AUR62005029	1833	1657.97	339.749	4.64564
AUR62038111	1470	1294.97	135.008	2.36355
AUR62039479	255	92.9236	12	2.92764
AUR62003662	1989	1813.97	272.842	3.40992
AUR62005632	2742	2566.97	2.23694	0.0197559
AUR62028738	1224	1048.97	0	0
AUR62021407	504	329.227	0	0
AUR62033598	1716	1540.97	4	0.0588477
AUR62005108	1011	835.967	12	0.325428
AUR62016442	1239	1063.97	47.6674	1.01568
AUR62003956	1140	964.967	148.841	3.49682
AUR62013539	1215	1039.97	536	11.6844
AUR62036076	306	137.383	0	0
AUR62021682	270	105.443	0	0
AUR62022122	807	631.979	8	0.286979
AUR62024707	3840	3664.97	3091.8	19.1251
AUR62004902	915	739.967	18.9011	0.579078
AUR62014599	1737	1561.97	50.2508	0.729346
AUR62040470	603	428.034	22.4444	1.18876
AUR62001519	294	126.52	15	2.68778
AUR62032625	1098	922.967	1170.59	28.7529
AUR62036655	1908	1732.97	156.328	2.04508
AUR62036510	630	454.997	0	0
AUR62023014	1995	1819.97	47.2838	0.588995
AUR62040315	1662	1486.97	17.7558	0.270709
AUR62003339	1908	1732.97	45.8927	0.600366
AUR62029605	630	454.997	0	0
AUR62023297	1119	943.967	42	1.00868
AUR62022881	279	113.247	0	0
AUR62018363	1200	1024.97	0	0
AUR62010707	3156	2980.97	3	0.0228153
AUR62041505	2574	2398.97	78.3825	0.740726
AUR62035721	1782	1606.97	510.615	7.20359
AUR62010679	1506	1330.97	16.426	0.279787
AUR62032691	1224	1048.97	2.008	0.0433974
AUR62042915	978	802.967	227.307	6.41767
AUR62042167	792	616.979	144.717	5.31755
AUR62039368	3366	3190.97	7.72145	0.0548579
AUR62033551	564	389.08	0	0
AUR62006784	1089	913.967	0	0
AUR62028834	1416	1240.97	126.545	2.31178
AUR62025229	240	80.7175	0	0
AUR62003591	2097	1921.97	29	0.34207
AUR62020263	1962	1786.97	243.475	3.08887
AUR62015042	294	126.52	0	0
AUR62021140	1230	1054.97	0	0
AUR62003735	2157	1981.97	80	0.915074
AUR62023654	1773	1597.97	12.736	0.180688
AUR62010358	561	386.087	0	0
AUR62036585	1260	1084.97	886.938	18.5327
AUR62009444	1521	1345.97	59.1359	0.996046
AUR62005904	267	102.929	0	0
AUR62027338	1062	886.967	1.5	0.0383395
AUR62031318	408	234.303	0	0
AUR62031756	990	814.967	12	0.333814
AUR62023271	1182	1006.97	5	0.112569
AUR62023142	2142	1966.97	0	0
AUR62002945	1425	1249.97	99.3057	1.8011
AUR62037145	1257	1081.97	199.953	4.18963
AUR62000386	630	454.997	0	0
AUR62043962	294	126.52	0	0
AUR62000855	378	205.144	1	0.11051
AUR62006893	2137	1961.97	21.6887	0.250614
AUR62002017	552	377.099	0	0
AUR62005271	1119	943.967	53	1.27286
AUR62037594	402	228.403	355.454	35.2812
AUR62024005	1566	1390.97	41.6345	0.678577
AUR62011817	2274	2098.97	9	0.0972075
AUR62037424	1956	1780.97	6.25923	0.0796761
AUR62017415	585	410.034	0	0
AUR62011089	2394	2218.97	150.091	1.53344
AUR62035197	1584	1408.97	8	0.128722
AUR62035234	1551	1375.97	3.23507	0.0533015
AUR62023739	813	637.979	5.00532	0.177864
AUR62004748	1428	1252.97	131	2.37025
AUR62000530	1458	1282.97	10.2417	0.180975
AUR62014831	3003	2827.97	0	0
AUR62011309	261	97.8586	0	0
AUR62028400	363	190.731	3	0.356584
AUR62022301	444	269.708	1	0.0840561
AUR62020884	837	661.979	39	1.33562
AUR62004039	1266	1090.97	12	0.249363
AUR62033115	4536	4360.97	2.10539	0.0109449
AUR62015992	852	676.979	0	0
AUR62041309	2388	2212.97	20	0.204889
AUR62010152	1854	1678.97	0	0
AUR62043388	321	151.123	0.698262	0.104749
AUR62025839	591	416.034	6	0.326953
AUR62018776	2514	2338.97	32.2493	0.312579
AUR62022144	1125	949.967	1	0.0238646
AUR62005528	264	100.381	33	7.45287
AUR62041023	489	314.285	0	0
AUR62018025	1749	1573.97	1	0.0144035
AUR62033800	390	216.713	0	0
AUR62012422_AUR62026701_AUR62028492	2094	1918.97	0	0
AUR62029482	1710	1534.97	0	0
AUR62013166	3690	3514.97	226.506	1.4609
AUR62002046	1125	949.967	12.746	0.304178
AUR62040750	261	97.8586	1	0.231667
AUR62015862	306	137.383	159	26.2378
AUR62042213	1302	1126.97	16.5513	0.332954
AUR62021491	578	403.047	462.122	25.9934
AUR62026402	570	395.06	2276	130.608
AUR62003635	984	808.967	83.2944	2.33425
AUR62016775	2403	2227.97	3	0.0305264
AUR62000140	966	790.967	3.14539	0.0901528
AUR62006168	1224	1048.97	6	0.129674
AUR62003064	1569	1393.97	117	1.90281
AUR62002776	1056	880.967	0	0
AUR62023835	1020	844.967	305.934	8.20825
AUR62019638	261	97.8586	0	0
AUR62002354	405	231.361	180	17.6378
AUR62041549	312	142.829	0	0
AUR62037591	711	535.989	0	0
AUR62038604	435	260.849	3.10976	0.270271
AUR62004746	1947	1771.97	61.4569	0.78628
AUR62004580	360	187.907	269.715	32.5406
AUR62005374	1206	1030.97	1.0763	0.0236674
AUR62040666	1533	1357.97	0	0
AUR62007748	1563	1387.97	6.09663	0.0995803
AUR62022983	1002	826.967	0	0
AUR62018054	765	589.989	1	0.0384254
AUR62013872	2001	1825.97	46	0.57112
AUR62024301	1923	1747.97	2	0.0259394
AUR62013617	483	308.327	1.12	0.0823511
AUR62007648	663	487.989	254	11.8001
AUR62043525	1368	1192.97	99.8201	1.89693
AUR62003281	1006	830.967	2	0.0545643
AUR62041927	312	142.829	0	0
AUR62017734	489	314.285	9	0.649204
AUR62011945	765	589.989	0	0
AUR62003095	3261	3085.97	196.59	1.44422
AUR62040387	7902	7726.97	1949.99	5.72118
AUR62039836	1206	1030.97	6871.73	151.107
AUR62032512	1737	1561.97	4.07542	0.0591512
AUR62017440	1140	964.967	25	0.587341
AUR62035670	1395	1219.97	2	0.0371659
AUR62021777	945	769.967	5	0.147218
AUR62030056	1797	1621.97	30	0.419317
AUR62000517	315	145.558	1.33333	0.207666
AUR62000789	1923	1747.97	8.66296	0.112356
AUR62005540	840	664.979	0	0
AUR62011786	1563	1387.97	0	0
AUR62008437	1359	1183.97	505	9.66973
AUR62016025	1590	1414.97	18	0.288396
AUR62032769	1092	916.967	55	1.35979
AUR62005789	1098	922.967	0	0
AUR62041304	1794	1618.97	0	0
AUR62005746	636	460.997	9.8988	0.486796
AUR62010551	1470	1294.97	3.04259	0.0532657
AUR62039132	507	332.21	372.845	25.4436
AUR62028376	5478	5302.97	147.623	0.631101
AUR62019608	486	311.306	0	0
AUR62020728	2547	2371.97	0	0
AUR62039837	4872	4696.97	477.282	2.30367
AUR62018765	1839	1663.97	98.9474	1.3481
AUR62028475	231	73.7542	1	0.30738
AUR62014977	591	416.034	8.10667	0.44175
AUR62029601	558	383.093	64	3.78738
AUR62003358	1002	826.967	2	0.0548283
AUR62004545	1374	1198.97	66	1.24796
AUR62015333	1707	1531.97	8	0.118387
AUR62015364	795	619.979	40.8634	1.49424
AUR62000714	3093	2917.97	0	0
AUR62023562	1035	859.967	0	0
AUR62027478	678	502.989	0	0
AUR62037378	1674	1498.97	0	0
AUR62023651	1803	1627.97	116.071	1.61637
AUR62033971	816	640.979	1	0.0353687
AUR62008182	1554	1378.97	24.7843	0.40746
AUR62014922	726	550.989	0	0
AUR62038429	2268	2092.97	44.5402	0.482451
AUR62043111	675	499.989	197	8.9324
AUR62032828	438	263.792	46	3.95329
AUR62014318	1137	961.967	255.979	6.03264
AUR62012165	1806	1630.97	1	0.0139001
AUR62015979	1788	1612.97	77.6183	1.09094
AUR62036707	1398	1222.97	49.8957	0.924935
AUR62015379	714	538.989	145	6.09889
AUR62011237	1662	1486.97	0	0
AUR62022008	1563	1387.97	23	0.375674
AUR62022103	1575	1399.97	243.933	3.95016
AUR62011870	861	685.979	3.53598	0.116859
AUR62019121	471	296.458	0	0
AUR62022432	690	514.989	0	0
AUR62037932	1191	1015.97	1	0.0223143
AUR62003795	1752	1576.97	59.8499	0.860407
AUR62034087	1026	850.967	35.7468	0.952329
AUR62020548	1374	1198.97	898.542	16.99
AUR62005979	396	222.584	0	0
AUR62031253	792	616.979	202	7.42239
AUR62003568	984	808.967	961	26.9312
AUR62041397	954	778.967	10	0.291034
AUR62033643	912	736.967	0	0
AUR62024501	624	448.997	6.75	0.340818
AUR62013744	1836	1660.97	1.22536	0.016725
AUR62033545	1350	1174.97	0	0
AUR62027365	657	481.989	2	0.0940709
AUR62024010	363	190.731	0	0
AUR62002088	573	398.054	0	0
AUR62041609	1125	949.967	0	0
AUR62007985	3981	3805.97	2.24823	0.0133918
AUR62020827	3099	2923.97	168.747	1.30836
AUR62026598	1650	1474.97	94.2837	1.44916
AUR62022339	5598	5422.97	2.09514	0.00875867
AUR62035651	522	347.154	0	0
AUR62002108	459	284.55	0	0
AUR62028678	1317	1141.97	0	0
AUR62019534	1338	1162.97	3.07869	0.0600152
AUR62037659	1806	1630.97	7.24656	0.100728
AUR62005877	966	790.967	0	0
AUR62012901	996	820.967	8.22647	0.22717
AUR62026164	720	544.989	0	0
AUR62023321	1158	982.967	1708.9	39.413
AUR62024192	624	448.997	3	0.151475
AUR62031310	2328	2152.97	44	0.463317
AUR62010490	1380	1204.97	1.05357	0.0198222
AUR62013254	777	601.979	475.616	17.9117
AUR62029181	735	559.989	19	0.769195
AUR62036308	963	787.967	50.8525	1.46308
AUR62038809	1971	1795.97	0	0
AUR62017047	2061	1885.97	0	0
AUR62039822	1926	1750.97	3.8792	0.0502258
AUR62014253	354	182.183	0	0
AUR62003480	267	102.929	329.879	72.6573
AUR62010821	1086	910.967	1.02326	0.025465
AUR62044356	2133	1957.97	0	0
AUR62038879	1383	1207.97	9.05102	0.169866
AUR62033387	3423	3247.97	1.0416	0.00727033
AUR62022634	1152	976.967	0	0
AUR62023070	624	448.997	0	0
AUR62021703	1824	1648.97	0	0
AUR62031966	1071	895.967	2	0.0506058
AUR62037114	522	347.154	78	5.09373
AUR62029172	1017	841.967	17.5197	0.47173
AUR62032450	903	727.979	11.4647	0.357032
AUR62011679	525	350.148	6	0.388474
AUR62040313	816	640.979	73.6029	2.60324
AUR62017716	1821	1645.97	401.704	5.53283
AUR62021320	1185	1009.97	59	1.32436
AUR62031003	485	310.317	0	0
AUR62035562	705	529.989	231.947	9.92168
AUR62013879	603	428.034	149.092	7.89659
AUR62006239	456	281.588	1.03968	0.0837046
AUR62000567	1029	853.967	44	1.16808
AUR62041274	1722	1546.97	1.02902	0.0150802
AUR62016397	1251	1075.97	121	2.54947
AUR62025481	1296	1120.97	4	0.0808965
AUR62037349	483	308.327	0	0
AUR62040745	378	205.144	1	0.11051
AUR62003162	669	493.989	349.985	16.0618
AUR62015843	738	562.989	0	0
AUR62016037	1934	1758.97	1	0.0128886
AUR62019055	1332	1156.97	0	0
AUR62013073	1497	1321.97	1	0.0171491
AUR62001579	1161	985.967	0	0
AUR62034264	324	153.973	5	0.736188
AUR62011375	1563	1387.97	18.1474	0.296413
AUR62008522	1698	1522.97	31	0.46146
AUR62037646	2460	2284.97	2.29414	0.0227616
AUR62019294	1338	1162.97	61	1.18912
AUR62003422	1068	892.967	36.7905	0.934034
AUR62018082	606	431.034	0	0
AUR62010526	1482	1306.97	1	0.017346
AUR62034511	3576	3400.97	0	0
AUR62024738	711	535.989	7	0.296077
AUR62013931	1134	958.967	0	0
AUR62033177	645	469.989	0	0
AUR62041940	579	404.047	97	5.44255
AUR62019013	339	168.054	0	0
AUR62038408	837	661.979	1	0.0342467
AUR62026339	591	416.034	0	0
AUR62029379	894	718.979	59.2824	1.86927
AUR62036932	546	371.112	0	0
AUR62009925	876	700.979	16.6623	0.538882
AUR62006739	360	187.907	47	5.67047
AUR62016802	2946	2770.97	468.92	3.83646
AUR62004610	1399	1223.97	642.444	11.8995
AUR62021155	201	52.1575	25	10.8664
AUR62014558	882	706.979	9	0.288602
AUR62042881	2103	1927.97	64	0.752564
AUR62019189	942	766.967	760.354	22.4751
AUR62032327	273	108.016	138	28.9638
AUR62000719	2703	2527.97	14.9266	0.13386
AUR62028149	1320	1144.97	19.8	0.392044
AUR62015013	1791	1615.97	19.6437	0.275583
AUR62027234	456	281.588	0	0
AUR62009845	513	338.165	51	3.41904
AUR62035176	825	649.979	4	0.139516
AUR62022487	1587	1411.97	0	0
