target_id	length	eff_length	Cs_3	Cs_3_tpm
AUR62022983	1002	830.251	0	0
AUR62018054	765	593.353	0	0
AUR62013872	2001	1829.25	30	0.298828
AUR62024301	1923	1751.25	0	0
AUR62013617	483	311.954	1	0.0584094
AUR62007648	663	491.534	163	6.04237
AUR62043525	1368	1196.25	89.4733	1.36284
AUR62003281	1006	834.251	1	0.0218412
AUR62041927	312	145.933	0	0
AUR62017734	489	317.899	6	0.343903
AUR62011945	765	593.353	0	0
AUR62003095	3261	3089.25	209.893	1.23799
AUR62040387	7902	7730.25	1791.82	4.22352
AUR62039836	1206	1034.25	11027.3	194.275
AUR62032512	1737	1565.25	7.16228	0.0833759
AUR62017440	1140	968.251	57.931	1.09018
AUR62035670	1395	1223.25	1	0.0148956
AUR62021777	945	773.251	6	0.141385
AUR62030056	1797	1625.25	22	0.246647
AUR62000517	315	148.748	2.8	0.342989
AUR62000789	1923	1751.25	6.10497	0.0635197
AUR62005540	840	668.321	0	0
AUR62011786	1563	1391.25	0	0
AUR62008437	1359	1187.25	632.701	9.71022
AUR62016025	1590	1418.25	4.14866	0.0533001
AUR62032769	1092	920.251	48	0.950404
AUR62005789	1098	926.251	0	0
AUR62041304	1794	1622.25	0	0
AUR62005746	636	464.583	16	0.627524
AUR62010551	1470	1298.25	1.1019	0.0154652
AUR62039132	507	335.834	698.899	37.9196
AUR62028376	5478	5306.25	357.117	1.2263
AUR62019608	486	314.939	0	0
AUR62020728	2547	2375.25	0	0
AUR62039837	4872	4700.25	472.119	1.83022
AUR62018765	1839	1667.25	117.805	1.28747
AUR62028475	231	75.6921	0	0
AUR62014977	591	419.638	24.0073	1.04242
AUR62029601	558	386.688	1	0.0471208
AUR62003358	1002	830.251	1	0.0219464
AUR62004545	1374	1202.25	55	0.833568
AUR62015333	1707	1535.25	6	0.0712107
AUR62015364	795	623.353	49.8119	1.45604
AUR62000714	3093	2921.25	0	0
AUR62023562	1035	863.251	0	0
AUR62027478	678	506.534	0	0
AUR62037378	1674	1502.25	0	0
AUR62023651	1803	1631.25	120.009	1.34049
AUR62033971	816	644.337	0	0
AUR62008182	1554	1382.25	14	0.18455
AUR62014922	726	554.454	0	0
AUR62038429	2268	2096.25	47.8068	0.415547
AUR62043111	675	503.534	181	6.54972
AUR62032828	438	267.403	27	1.8398
AUR62014318	1137	965.251	327.099	6.17465
AUR62012165	1806	1634.25	4	0.0445979
AUR62015979	1788	1616.25	24.1369	0.272111
AUR62036707	1398	1226.25	56.6111	0.841193
AUR62015379	714	542.495	151	5.07171
AUR62011237	1662	1490.25	0	0
AUR62022008	1563	1391.25	4	0.0523875
AUR62022103	1575	1403.25	415	5.38873
AUR62011870	861	689.287	0	0
AUR62019121	471	300.039	0	0
AUR62022432	690	518.534	0	0
AUR62037932	1191	1019.25	0	0
AUR62003795	1752	1580.25	94.7731	1.09278
AUR62034087	1026	854.251	16.3286	0.348287
AUR62020548	1374	1202.25	701.786	10.6361
AUR62005979	396	226.073	0	0
AUR62031253	792	620.353	60.9492	1.7902
AUR62003568	984	812.251	92	2.06382
AUR62041397	954	782.251	16	0.372689
AUR62033643	912	740.251	0	0
AUR62024501	624	452.583	10	0.402601
AUR62013744	1836	1664.25	1.28222	0.0140384
AUR62033545	1350	1178.25	0	0
AUR62027365	657	485.547	0	0
AUR62024010	363	194.231	0	0
AUR62002088	573	401.668	0	0
AUR62041609	1125	953.251	0	0
AUR62007985	3981	3809.25	1.20115	0.00574554
AUR62020827	3099	2927.25	143.84	0.89535
AUR62026598	1650	1478.25	98.2636	1.21121
AUR62022339	5598	5426.25	2.09338	0.00702946
AUR62035651	522	350.817	0	0
AUR62002108	459	288.208	0	0
AUR62028678	1317	1145.25	0	0
AUR62019534	1338	1166.25	1.03371	0.0161502
AUR62037659	1806	1634.25	4.90447	0.0546823
AUR62005877	966	794.251	0	0
AUR62012901	996	824.251	13.4223	0.296716
AUR62026164	720	548.468	0	0
AUR62023321	1158	986.251	1262.82	23.3307
AUR62024192	624	452.583	16	0.644162
AUR62031310	2328	2156.25	43	0.363365
AUR62010490	1380	1208.25	1.05	0.0158345
AUR62013254	777	605.353	217.347	6.54212
AUR62029181	735	563.44	19	0.61444
AUR62036308	963	791.251	34	0.782957
AUR62038809	1971	1799.25	0	0
AUR62017047	2061	1889.25	2.23627	0.0215679
AUR62039822	1926	1754.25	0	0
AUR62014253	354	185.615	0	0
AUR62003480	267	105.534	247.881	42.798
AUR62010821	1086	914.251	0	0
AUR62044356	2133	1961.25	0	0
AUR62038879	1383	1211.25	10.3778	0.156116
AUR62033387	3423	3251.25	6.27546	0.0351697
AUR62022634	1152	980.251	0	0
AUR62023070	624	452.583	1.05888	0.0426308
AUR62021703	1824	1652.25	0	0
AUR62031966	1071	899.251	1	0.0202625
AUR62037114	522	350.817	64	3.32409
AUR62029172	1017	845.251	0	0
AUR62032450	903	731.251	6.78218	0.168996
AUR62011679	525	353.799	2	0.103002
AUR62040313	816	644.337	67.8689	1.91925
AUR62017716	1821	1649.25	323.464	3.57366
AUR62021320	1185	1013.25	97	1.74433
AUR62031003	485	313.939	0	0
AUR62035562	705	533.495	426	14.5497
AUR62013879	603	431.638	135.19	5.70686
AUR62006239	456	285.237	2.09185	0.133628
AUR62000567	1029	857.251	51	1.08402
AUR62041274	1722	1550.25	2.10084	0.0246925
AUR62016397	1251	1079.25	109.872	1.85497
AUR62025481	1296	1124.25	1	0.0162073
AUR62037349	483	311.954	0	0
AUR62040745	378	208.693	0	0
AUR62003162	669	497.534	360	13.1842
AUR62015843	738	566.44	0	0
AUR62016037	1934	1762.25	3	0.0310189
AUR62019055	1332	1160.25	1	0.0157044
AUR62013073	1497	1325.25	1	0.0137491
AUR62001579	1161	989.251	0	0
AUR62034264	324	157.222	0	0
AUR62011375	1563	1391.25	4.20096	0.0550195
AUR62008522	1698	1526.25	24.9219	0.297528
AUR62037646	2460	2288.25	1.07704	0.00857632
AUR62019294	1338	1166.25	92	1.43737
AUR62003422	1068	896.251	22.6032	0.459529
AUR62018082	606	434.627	0	0
AUR62010526	1482	1310.25	3	0.0417196
AUR62034511	3576	3404.25	0	0
AUR62024738	711	539.495	4	0.135097
AUR62013931	1134	962.251	0	0
AUR62033177	645	473.583	0	0
AUR62041940	579	407.648	143	6.39181
AUR62019013	339	171.316	1	0.106359
AUR62038408	837	665.321	0	0
AUR62026339	591	419.638	0	0
AUR62029379	894	722.251	41.945	1.05819
AUR62036932	546	374.736	0	0
AUR62009925	876	704.269	30.3079	0.784135
AUR62006739	360	191.377	61	5.80782
AUR62016802	2946	2774.25	322.341	2.11711
AUR62004610	1399	1227.25	398.796	5.92094
AUR62021155	201	53.6769	17	5.77078
AUR62014558	882	710.269	1	0.0256537
AUR62042881	2103	1931.25	39	0.367959
AUR62019189	942	770.251	766.247	18.1263
AUR62032327	273	110.676	136	22.3902
AUR62000719	2703	2531.25	5.49558	0.0395596
AUR62028149	1320	1148.25	21	0.333239
AUR62015013	1791	1619.25	26.053	0.293169
AUR62027234	456	285.237	0	0
AUR62009845	513	341.817	50.76	2.70584
AUR62035176	825	653.337	1	0.0278892
AUR62022487	1587	1415.25	2	0.0257496
AUR62006169	999	827.251	0	0
AUR62006864	555	383.698	4	0.189952
AUR62031215	375	205.833	0	0
AUR62016646	1497	1325.25	56	0.769951
