target_id	length	eff_length	Cq_5	Cq_5_tpm
AUR62040559	3753	3574.95	101.963	0.468368
AUR62035375	3351	3172.95	11.7737	0.0609343
AUR62019552	654	476.093	403.061	13.9025
AUR62024206	1506	1327.95	82.8	1.02391
AUR62027493	936	757.963	29	0.628294
AUR62031805	864	685.992	148.46	3.55389
AUR62031177	2034	1855.95	58.567	0.518204
AUR62006343	1650	1471.95	3	0.033469
AUR62039498	549	371.258	6	0.265393
AUR62017783	1857	1678.95	73.2816	0.716755
AUR62001907	327	154.614	0	0
AUR62026287	594	416.172	12.0519	0.47555
AUR62012020	843	664.992	14	0.34572
AUR62001009	1338	1159.95	2	0.0283143
AUR62003673	651	473.093	17	0.590086
AUR62032751	1878	1699.95	219.15	2.11699
AUR62012508	1329	1150.95	0	0
AUR62025098	360	185.388	0	0
AUR62031213	630	452.12	4.1437	0.150504
AUR62040512	1413	1234.95	1	0.0132973
AUR62026943	630	452.12	0	0
AUR62036635	642	464.093	0	0
AUR62021212	1275	1096.95	86.1564	1.28978
AUR62025691	1275	1096.95	76.7346	1.14873
AUR62044300_AUR62036674	1074	895.946	45.6532	0.836763
AUR62017670	1116	937.946	46.4173	0.812671
AUR62011514	1395	1216.95	0	0
AUR62037899	1920	1741.95	21	0.197969
AUR62039224	603	425.138	41	1.58368
AUR62036065	1110	931.946	1	0.0176207
AUR62000005	2289	2110.95	53.1587	0.413533
AUR62022200	4428	4249.95	829.509	3.20517
AUR62033290	1422	1243.95	0	0
AUR62013253	1698	1519.95	5	0.05402
AUR62038293	2121	1942.95	2	0.0169037
AUR62025411	2073	1894.95	163.783	1.41933
AUR62030875	2538	2359.95	2	0.0139168
AUR62037720	1626	1447.95	53.465	0.606359
AUR62031228	1554	1375.95	83.5232	0.996825
AUR62020574	1692	1513.95	8	0.0867746
AUR62020710	963	784.963	46	0.962325
AUR62030580	708	530.053	8	0.247847
AUR62037464	441	264.048	0	0
AUR62003048	2412	2233.95	11	0.0808599
AUR62023455	3849	3670.95	96.4817	0.431599
AUR62016429	2685	2506.95	336.721	2.20566
AUR62009276	1899	1720.95	111.937	1.06811
AUR62027030	7311	7132.95	487.059	1.12131
AUR62009392	1371	1192.95	259.112	3.56681
AUR62009070	1374	1195.95	1	0.013731
AUR62019274	1866	1687.95	91.5316	0.890482
AUR62036947	4476	4297.95	154.462	0.590164
AUR62016493	1338	1159.95	60.2997	0.85367
AUR62024924	597	419.164	0	0
AUR62036698	696	518.053	69	2.1872
AUR62004533	944	765.963	99	2.12247
AUR62005346	1128	949.946	5	0.0864339
AUR62035326	741	563.053	17	0.495807
AUR62032536	1386	1207.95	124.004	1.68578
AUR62028983	930	751.963	20.7199	0.452485
AUR62011017	768	590.042	1.01786	0.0283281
AUR62011357	1326	1147.95	140.295	2.00694
AUR62022291	1995	1816.95	7.92355	0.0716128
AUR62008916	522	344.315	44	2.0985
AUR62006787	939	760.963	0	0
AUR62028451	2343	2164.95	61.4825	0.466356
AUR62015503	1758	1579.95	150.604	1.56534
AUR62011460	912	733.963	1	0.0223738
AUR62000712	1635	1456.95	11	0.123983
AUR62004045	1458	1279.95	26	0.333576
AUR62030297	1770	1591.95	17.4584	0.18009
AUR62032554	1230	1051.95	160.251	2.50161
AUR62038709	1905	1726.95	364.785	3.46874
AUR62025804	726	548.053	0	0
AUR62008405	687	509.064	0	0
AUR62019207	585	407.188	209.946	8.46691
AUR62044482	435	258.147	9.75287	0.620409
AUR62027833	1416	1237.95	18.8907	0.250588
AUR62011420	207	55.3966	1211	358.983
AUR62044439	1227	1048.95	3.83929	0.060105
AUR62040388	3144	2965.95	146.356	0.810329
AUR62043759	1725	1546.95	13.0979	0.13904
AUR62013994	1161	982.946	4	0.0668257
AUR62027445	1050	871.946	26.4545	0.498221
AUR62041086	834	656.018	0	0
AUR62026685	330	157.394	1205.87	125.813
AUR62007084	267	101.49	58.0882	9.39894
AUR62008178	1266	1087.95	64.8017	0.97812
AUR62039084	840	661.992	63	1.56279
AUR62032983	558	380.243	0	0
AUR62009381	204	53.2739	22	6.78143
AUR62023698	2367	2188.95	153	1.14781
AUR62012074	876	697.992	0	0
AUR62016998	693	515.053	0	0
AUR62012625	3477	3298.95	204.646	1.01869
AUR62039951	351	176.955	0	0
AUR62025732	1611	1432.95	24	0.275039
AUR62030708	798	620.018	0	0
AUR62018084	492	314.519	26	1.3575
AUR62026706	1482	1303.95	7	0.0881559
AUR62038318	555	377.243	4	0.174121
AUR62005211	507	329.422	4808.03	239.678
AUR62019339	729	551.053	0	0
AUR62039464	594	416.172	51	2.01238
AUR62032162	837	659.005	20	0.498373
AUR62039907	594	416.172	28.4672	1.12327
AUR62004092	1539	1360.95	65	0.784306
AUR62022903	5349	5170.95	137.975	0.438171
AUR62032472	1398	1219.95	1406.41	18.9315
AUR62006611	3651	3472.95	317.436	1.50097
AUR62032834	498	320.468	0	0
AUR62026053	339	165.777	399.866	39.6098
AUR62014117	1122	943.946	183.737	3.19642
AUR62016280	885	706.992	6	0.139364
AUR62036555	1086	907.946	0	0
AUR62035050	1908	1729.95	0	0
AUR62013101	2196	2017.95	7	0.0569641
AUR62028897	624	446.138	3	0.110424
AUR62040376	1479	1300.95	0	0
AUR62000978	1626	1447.95	0	0
AUR62015665	645	467.093	1	0.0351568
AUR62002594	1236	1057.95	448.171	6.95654
AUR62042714	288	119.563	0	0
AUR62004671	2427	2248.95	190.024	1.38753
AUR62007514	1866	1687.95	31	0.301589
AUR62028495	816	638.018	1	0.0257383
AUR62007779	855	676.992	0	0
AUR62031544	3164	2985.95	289.781	1.59368
AUR62028325	1308	1129.95	0	0
AUR62043255	723	545.053	0	0
AUR62001557	801	623.018	14.7532	0.388864
AUR62033735	2229	2050.95	19	0.152129
AUR62028934	1062	883.946	18.9	0.351115
AUR62017492	885	706.992	1.13763	0.026424
AUR62029848	789	611.018	0	0
AUR62043680	1098	919.946	0	0
AUR62030815	564	386.22	2.84134	0.12081
AUR62037110	855	676.992	71.531	1.7351
AUR62042842	1542	1363.95	52.1013	0.627284
AUR62005426	969	790.963	3	0.0622843
AUR62019168	897	718.992	655.152	14.9634
AUR62015304	816	638.018	0	0
AUR62028778	999	820.946	1	0.0200031
AUR62024937	1251	1072.95	133.257	2.03951
AUR62024904	3147	2968.95	795.951	4.40248
AUR62011783	1275	1096.95	17	0.254493
AUR62023268	288	119.563	94	12.9105
AUR62027343	216	61.6648	0	0
AUR62030423	1131	952.946	4.12172	0.0710269
AUR62011668	2919	2740.95	148.69	0.890827
AUR62013982	1104	925.946	0	0
AUR62033053	411	234.604	0	0
AUR62008439	2208	2029.95	46	0.372123
AUR62029906	3285	3106.95	64.9105	0.343079
AUR62040127	957	778.963	2	0.0421625
AUR62007966	1875	1696.95	0	0
AUR62042250	291	122.199	0	0
AUR62027083	1359	1180.95	23	0.319824
AUR62036103	1338	1159.95	94.3443	1.33564
AUR62015987	702	524.053	177.146	5.55097
AUR62016198	1587	1408.95	55.548	0.647421
AUR62006586	1788	1609.95	117.575	1.19927
AUR62024801	648	470.093	55.1845	1.92773
AUR62028243	1386	1207.95	0	0
AUR62034589	1491	1312.95	0	0
AUR62017262	2340	2161.95	0	0
AUR62042556	1092	913.946	0	0
AUR62023688	1869	1690.95	70.7284	0.686874
AUR62014874	384	208.414	0	0
AUR62033710	1176	997.946	833.952	13.7229
AUR62015781	336	162.962	1668.08	168.091
AUR62003570	429	252.249	66.5455	4.33213
AUR62031872	633	455.111	253.37	9.14219
AUR62009473	1653	1474.95	198.595	2.21108
AUR62019199	960	781.963	0	0
AUR62026572	243	81.8773	2	0.401125
AUR62014042	1860	1681.95	115.757	1.13018
AUR62010097	843	664.992	60.2273	1.48727
AUR62037072	1026	847.946	202.08	3.91352
AUR62010819	981	802.963	27.6148	0.564755
AUR62014009	531	353.308	0	0
AUR62040478	390	214.219	0	0
AUR62008541	1089	910.946	0	0
AUR62020130	1161	982.946	23.673	0.395491
AUR62017404	306	135.471	0	0
AUR62013970	864	685.992	36.281	0.868508
AUR62006857	2778	2599.95	6	0.0378966
AUR62033509	1293	1114.95	4	0.0589141
AUR62001802	621	443.138	0	0
AUR62023904	2172	1993.95	56.1982	0.46283
AUR62022037	1575	1396.95	7.39365	0.0869145
AUR62029802	1104	925.946	16.3482	0.289933
AUR62038572	828	650.018	95.0402	2.40102
AUR62031077	390	214.219	0	0
AUR62026406	729	551.053	3	0.0894006
AUR62019545	894	715.992	17.8644	0.409726
AUR62029173	1350	1171.95	30	0.420365
AUR62019048	1290	1111.95	7.28396	0.107571
AUR62031569	390	214.219	335.439	25.714
AUR62029556	378	202.642	52.3387	4.24137
AUR62018284	780	602.018	0	0
AUR62035346	1149	970.946	0	0
AUR62030277	642	464.093	94.781	3.35374
AUR62010804	1167	988.946	41.6308	0.691281
AUR62024888	828	650.018	0	0
AUR62021454	3123	2944.95	1214.45	6.77195
AUR62007485	861	682.992	0	0
AUR62016441	2139	1960.95	193.099	1.61706
AUR62025977	339	165.777	44.2635	4.38463
AUR62001085	1458	1279.95	0	0
AUR62025682	1341	1162.95	1	0.0141206
AUR62044044	2118	1939.95	45	0.380922
AUR62028509	1314	1135.95	0	0
AUR62017958	729	551.053	2	0.0596004
AUR62027972	1458	1279.95	350.443	4.49613
AUR62013559	2268	2089.95	0	0
AUR62014092	999	820.946	0	0
AUR62036388	855	676.992	1	0.0242566
AUR62023788	1221	1042.95	58.5852	0.922442
AUR62033981	792	614.018	3	0.080233
AUR62004883	408	231.656	75	5.31657
AUR62029786	1782	1603.95	4	0.0409528
AUR62030313	2184	2005.95	0	0
AUR62015869	2076	1897.95	33.8851	0.293182
AUR62033347	1401	1222.95	28.8638	0.387578
AUR62006572	528	350.315	2.21346	0.103759
AUR62031015	255	91.5781	0	0
AUR62037518	1575	1396.95	51.3771	0.603952
AUR62004230	1035	856.946	6	0.114977
AUR62032934	1191	1012.95	12	0.19454
AUR62037614	942	763.963	0	0
AUR62003322	213	59.5457	0	0
AUR62015249	912	733.963	0	0
AUR62041365	2499	2320.95	176.752	1.25058
AUR62017985	1710	1531.95	37.6446	0.403527
AUR62007381	1317	1138.95	215.78	3.11114
AUR62024172	1053	874.946	110.559	2.07504
AUR62022916	786	608.018	69	1.86357
AUR62026389	1677	1498.95	0	0
AUR62034477	1338	1159.95	84.1592	1.19145
AUR62031139	945	766.963	3	0.0642333
AUR62012340	1779	1600.95	70.5318	0.723471
AUR62041953	207	55.3966	14	4.15009
AUR62005760	795	617.018	20.0179	0.532761
AUR62043167	423	246.344	19	1.26656
AUR62040591	372	196.888	26.6047	2.21897
AUR62024763	2178	1999.95	0	0
AUR62000428	1251	1072.95	21.0654	0.322408
AUR62005808	420	243.379	161	10.8632
AUR62024914	2160	1981.95	89.722	0.743396
AUR62033805	903	724.977	1	0.0226511
AUR62032732	4101	3922.95	189.318	0.792488
AUR62032549	417	240.456	0	0
AUR62022904	237	77.3183	20	4.24777
AUR62012984	969	790.963	3	0.0622843
AUR62008175	2397	2218.95	16	0.118409
AUR62007627	1707	1528.95	1	0.0107404
AUR62030502	2913	2734.95	0	0
AUR62016035	1179	1000.95	116.263	1.90741
AUR62034753	1461	1282.95	0	0
AUR62007030	399	222.916	39.8814	2.93793
AUR62014718	1938	1759.95	34.779	0.324512
AUR62011359	1158	979.946	13	0.217848
AUR62026796	1119	940.946	33.4276	0.583382
AUR62016163	1827	1648.95	148.079	1.47469
AUR62031994	396	220.005	6	0.447849
AUR62009627	606	428.138	89.6044	3.43683
AUR62008062	1863	1684.95	370.493	3.61083
AUR62033802	1983	1804.95	1	0.00909806
AUR62036002	1872	1693.95	670.407	6.49908
AUR62027042	276	109.082	0	0
AUR62024684	441	264.048	48.7381	3.03109
AUR62029815	747	569.053	51.5987	1.48901
AUR62032015	801	623.018	0	0
AUR62042775	1731	1552.95	55	0.581593
AUR62004484	1362	1183.95	79.1575	1.09793
AUR62024729	1425	1246.95	0	0
AUR62019051	909	730.977	116.152	2.60937
AUR62001856	717	539.053	17	0.517881
AUR62035922	534	356.294	0	0
AUR62029837	684	506.064	1	0.0324495
AUR62022751	2289	2110.95	111.699	0.868931
AUR62044218	1704	1525.95	6.21143	0.0668445
AUR62003068	1014	835.946	0	0
AUR62042025	2775	2596.95	13	0.0822041
AUR62003200	1311	1132.95	135.435	1.96306
AUR62040942	549	371.258	0	0
AUR62026324	1185	1006.95	169.487	2.76403
AUR62026273	1383	1204.95	0	0
AUR62033474	984	805.963	7	0.142625
AUR62027989	1185	1006.95	0	0
AUR62034232	3750	3571.95	74.5752	0.342849
AUR62040921	1065	886.946	99.4737	1.84172
AUR62039242	1164	985.946	59	0.982679
AUR62011403	573	395.196	0	0
AUR62018499	696	518.053	134.897	4.27603
AUR62029465	549	371.258	0	0
AUR62020658	3603	3424.95	262.956	1.26079
AUR62030631	963	784.963	78.5661	1.64361
AUR62017987	3336	3157.95	38	0.197602
AUR62038336	1569	1390.95	117.232	1.38404
AUR62001461	2013	1834.95	0	0
AUR62022544	10770	10591.9	0	0
AUR62023272	1449	1270.95	98.986	1.27897
AUR62010605	693	515.053	6	0.191299
AUR62005029	1833	1654.95	154.099	1.52908
AUR62038111	1470	1291.95	232.166	2.95099
AUR62039479	255	91.5781	2	0.358634
AUR62003662	1989	1810.95	121.415	1.10098
AUR62005632	2742	2563.95	220.494	1.41221
AUR62028738	1224	1045.95	26.1141	0.409994
AUR62021407	504	326.422	11.7288	0.590046
AUR62033598	1716	1537.95	147.748	1.57758
AUR62005108	1011	832.946	24	0.473159
AUR62016442	1239	1060.95	24	0.371476
AUR62003956	1140	961.946	212.656	3.63027
AUR62013539	1215	1036.95	756	11.9723
AUR62036076	306	135.471	5	0.606089
AUR62021682	270	104.013	1	0.15788
AUR62022122	807	629.018	5983	156.196
AUR62024707	3840	3661.95	1065.37	4.77752
AUR62004902	915	736.963	4.42981	0.0987081
AUR62014599	1737	1558.95	11.9312	0.12568
AUR62040470	603	425.138	1013.07	39.131
AUR62001519	294	124.823	87	11.4456
AUR62032625	1098	919.946	21	0.374861
AUR62036655	1908	1729.95	301.652	2.86343
AUR62036510	630	452.12	8	0.290569
AUR62023014	1995	1816.95	312.981	2.82871
AUR62040315	1662	1483.95	0	0
AUR62003339	1908	1729.95	5	0.0474625
AUR62029605	630	452.12	98.3526	3.57227
AUR62023297	1119	940.946	52	0.90751
AUR62022881	279	111.697	0	0
AUR62018363	1200	1021.95	2.67066	0.0429144
AUR62010707	3156	2977.95	34	0.187489
AUR62041505	2574	2395.95	86.4699	0.592653
AUR62035721	1782	1603.95	139.034	1.42345
AUR62010679	1506	1327.95	150.606	1.8624
AUR62032691	1224	1045.95	221.569	3.47867
AUR62042915	978	799.963	77.9875	1.60091
AUR62042167	792	614.018	69	1.84536
AUR62039368	3366	3187.95	43.231	0.222688
AUR62033551	564	386.22	76.1341	3.23711
AUR62006784	1089	910.946	0	0
AUR62028834	1416	1237.95	31	0.411219
AUR62025229	240	79.5923	0	0
AUR62003591	2097	1918.95	1	0.00855756
AUR62020263	1962	1783.95	103.183	0.949812
AUR62015042	294	124.823	0	0
AUR62021140	1230	1051.95	0	0
AUR62003735	2157	1978.95	69.1039	0.573431
AUR62023654	1773	1594.95	13.7931	0.142013
AUR62010358	561	383.22	0	0
AUR62036585	1260	1081.95	58.4098	0.886529
AUR62009444	1521	1342.95	79.0435	0.966541
AUR62005904	267	101.49	0	0
AUR62027338	1062	883.946	2	0.037155
AUR62031318	408	231.656	0	0
AUR62031756	990	811.963	11.3585	0.22972
AUR62023271	1182	1003.95	10	0.16357
AUR62023142	2142	1963.95	0	0
AUR62002945	1425	1246.95	64.1328	0.844589
AUR62037145	1257	1078.95	108.295	1.64824
AUR62000386	630	452.12	5.8225	0.211479
AUR62043962	294	124.823	2	0.263116
AUR62000855	378	202.642	2	0.162074
AUR62006893	2137	1958.95	3	0.0251485
AUR62002017	552	374.25	31.6327	1.38799
AUR62005271	1119	940.946	37	0.645728
AUR62037594	402	225.835	521.761	37.9397
AUR62024005	1566	1387.95	323.608	3.82877
AUR62011817	2274	2095.95	34.6431	0.271425
AUR62037424	1956	1777.95	32.0257	0.295797
AUR62017415	585	407.188	0	0
AUR62011089	2394	2215.95	488.789	3.62223
AUR62035197	1584	1405.95	2	0.0233601
AUR62035234	1551	1372.95	8.19512	0.09802
AUR62023739	813	635.018	0	0
AUR62004748	1428	1249.95	67.3882	0.88533
AUR62000530	1458	1279.95	127.408	1.63463
AUR62014831	3003	2824.95	2	0.0116261
AUR62011309	261	96.5206	0	0
AUR62028400	363	188.23	2	0.174484
AUR62022301	444	267.016	1	0.0615002
AUR62020884	837	659.005	485.62	12.101
AUR62004039	1266	1087.95	8.8058	0.132915
AUR62033115	4536	4357.95	0	0
AUR62015992	852	673.992	0	0
AUR62041309	2388	2209.95	3	0.0222922
AUR62010152	1854	1675.95	10	0.0979835
AUR62043388	321	149.066	0	0
AUR62025839	591	413.18	13	0.516674
AUR62018776	2514	2335.95	7	0.0492094
AUR62022144	1125	946.946	0	0
AUR62005528	264	98.9873	72	11.9444
AUR62041023	489	311.525	0	0
AUR62018025	1749	1570.95	4	0.041813
AUR62033800	390	214.219	15	1.14986
AUR62012422_AUR62026701_AUR62028492	2094	1915.95	0	0
AUR62029482	1710	1531.95	0	0
AUR62013166	3690	3511.95	1203.79	5.62881
AUR62002046	1125	946.946	139.24	2.41464
AUR62040750	261	96.5206	8	1.36108
AUR62015862	306	135.471	46.2408	5.60521
AUR62042213	1302	1123.95	76.435	1.11676
AUR62021491	578	400.188	142.362	5.84174
AUR62026402	570	392.196	1685.02	70.5527
AUR62003635	984	805.963	41.2488	0.840445
AUR62016775	2403	2224.95	0	0
AUR62000140	966	787.963	38.3232	0.798673
AUR62006168	1224	1045.95	26	0.408204
AUR62003064	1569	1390.95	54.2125	0.640032
AUR62002776	1056	877.946	0	0
AUR62023835	1020	841.946	226.684	4.4213
AUR62019638	261	96.5206	0	0
AUR62002354	405	228.776	581	41.7041
AUR62041549	312	140.82	16	1.86581
AUR62037591	711	533.053	0	0
AUR62038604	435	258.147	62.5741	3.98053
AUR62004746	1947	1768.95	90.3097	0.838364
AUR62004580	360	185.388	16.8608	1.49352
AUR62005374	1206	1027.95	27	0.431327
AUR62040666	1533	1354.95	1	0.0121197
AUR62007748	1563	1384.95	27.4368	0.325323
AUR62022983	1002	823.946	11	0.219233
AUR62018054	765	587.042	44	1.23083
AUR62013872	2001	1822.95	37	0.333304
AUR62024301	1923	1744.95	0	0
AUR62013617	483	305.568	13.907	0.747374
AUR62007648	663	485.093	111	3.7576
AUR62043525	1368	1189.95	68.1134	0.939979
AUR62003281	1006	827.946	0	0
AUR62041927	312	140.82	0	0
AUR62017734	489	311.525	20	1.05427
AUR62011945	765	587.042	217.58	6.08642
AUR62003095	3261	3082.95	36.8535	0.196302
AUR62040387	7902	7723.95	399.974	0.850365
AUR62039836	1206	1027.95	4457.53	71.2094
AUR62032512	1737	1558.95	397.845	4.19079
AUR62017440	1140	961.946	26.6047	0.454171
AUR62035670	1395	1216.95	15.2727	0.206091
AUR62021777	945	766.963	42.7883	0.916144
AUR62030056	1797	1618.95	20	0.202867
AUR62000517	315	143.557	11	1.25829
AUR62000789	1923	1744.95	132.453	1.2465
AUR62005540	840	661.992	32.1311	0.797052
AUR62011786	1563	1384.95	12	0.142286
AUR62008437	1359	1180.95	292	4.06037
AUR62016025	1590	1411.95	14.5269	0.168953
AUR62032769	1092	913.946	18.2535	0.327974
AUR62005789	1098	919.946	9.06055	0.161735
AUR62041304	1794	1615.95	0	0
AUR62005746	636	458.111	28.3817	1.01737
AUR62010551	1470	1291.95	86.8555	1.10399
AUR62039132	507	329.422	463.662	23.1133
AUR62028376	5478	5299.95	1005.72	3.11614
AUR62019608	486	308.543	0	0
AUR62020728	2547	2368.95	0	0
AUR62039837	4872	4693.95	133.065	0.465519
AUR62018765	1839	1660.95	191.077	1.88915
AUR62028475	231	72.7376	0	0
AUR62014977	591	413.18	312.968	12.4386
AUR62029601	558	380.243	3	0.129561
AUR62003358	1002	823.946	1	0.0199303
AUR62004545	1374	1195.95	7	0.0961168
AUR62015333	1707	1528.95	10	0.107404
AUR62015364	795	617.018	17.3402	0.461498
AUR62000714	3093	2914.95	0	0
AUR62023562	1035	856.946	0	0
AUR62027478	678	500.064	0	0
AUR62037378	1674	1495.95	1	0.0109773
AUR62023651	1803	1624.95	339.205	3.42797
AUR62033971	816	638.018	0	0
AUR62008182	1554	1375.95	13	0.155151
AUR62014922	726	548.053	0	0
AUR62038429	2268	2089.95	89.4279	0.702669
AUR62043111	675	497.064	120.866	3.99305
AUR62032828	438	261.09	22.6055	1.4218
AUR62014318	1137	958.946	420.164	7.19511
AUR62012165	1806	1627.95	2.66667	0.0268993
AUR62015979	1788	1609.95	52.2433	0.532884
AUR62036707	1398	1219.95	21.0254	0.28302
AUR62015379	714	536.053	68	2.08312
AUR62011237	1662	1483.95	0	0
AUR62022008	1563	1384.95	6	0.0711429
AUR62022103	1575	1396.95	134.409	1.58001
AUR62011870	861	682.992	17.5412	0.421752
AUR62019121	471	293.676	33.4444	1.87012
AUR62022432	690	512.064	0	0
AUR62037932	1191	1012.95	0	0
AUR62003795	1752	1573.95	6.51603	0.0679839
AUR62034087	1026	847.946	60.1068	1.16404
AUR62020548	1374	1195.95	11376.5	156.21
AUR62005979	396	220.005	0	0
AUR62031253	792	614.018	63.5676	1.70007
AUR62003568	984	805.963	142	2.89325
AUR62041397	954	775.963	35	0.740696
AUR62033643	912	733.963	3	0.0671213
AUR62024501	624	446.138	29.5577	1.08796
AUR62013744	1836	1657.95	0	0
AUR62033545	1350	1171.95	0	0
AUR62027365	657	479.093	5	0.171381
AUR62024010	363	188.23	0	0
AUR62002088	573	395.196	16	0.664845
AUR62041609	1125	946.946	0	0
AUR62007985	3981	3802.95	43.9887	0.189948
AUR62020827	3099	2920.95	107	0.601552
AUR62026598	1650	1471.95	62.1964	0.693883
AUR62022339	5598	5419.95	221.46	0.670987
AUR62035651	522	344.315	0	0
AUR62002108	459	281.808	11.3235	0.659845
AUR62028678	1317	1138.95	0	0
AUR62019534	1338	1159.95	179.656	2.54341
AUR62037659	1806	1627.95	29.0736	0.293273
AUR62005877	966	787.963	0	0
AUR62012901	996	817.946	11.3159	0.227184
AUR62026164	720	542.053	0	0
AUR62023321	1158	979.946	548.911	9.1984
AUR62024192	624	446.138	8	0.294465
AUR62031310	2328	2149.95	43	0.328438
AUR62010490	1380	1201.95	2	0.0273249
AUR62013254	777	599.018	36.4183	0.998374
AUR62029181	735	557.053	2	0.0589585
AUR62036308	963	784.963	45.9787	0.96188
AUR62038809	1971	1792.95	0	0
AUR62017047	2061	1882.95	20.8731	0.182038
AUR62039822	1926	1747.95	0	0
AUR62014253	354	179.792	13	1.18737
AUR62003480	267	101.49	122.444	19.8121
AUR62010821	1086	907.946	69.5723	1.25831
AUR62044356	2133	1954.95	0	0
AUR62038879	1383	1204.95	14	0.190798
AUR62033387	3423	3244.95	117.489	0.594571
AUR62022634	1152	973.946	1	0.0168608
AUR62023070	624	446.138	163.944	6.03448
AUR62021703	1824	1645.95	0	0
AUR62031966	1071	892.946	4	0.073561
AUR62037114	522	344.315	14	0.667706
AUR62029172	1017	838.946	0	0
AUR62032450	903	724.977	80.3113	1.81914
AUR62011679	525	347.315	7	0.330969
AUR62040313	816	638.018	73.1233	1.88207
AUR62017716	1821	1642.95	355.225	3.55053
AUR62021320	1185	1006.95	81.4523	1.32834
AUR62031003	485	307.55	0	0
AUR62035562	705	527.053	354.367	11.0411
AUR62013879	603	425.138	952	36.7722
AUR62006239	456	278.836	830.038	48.8835
AUR62000567	1029	850.946	44	0.849109
AUR62041274	1722	1543.95	63	0.670072
AUR62016397	1251	1072.95	65.9914	1.01
AUR62025481	1296	1117.95	9.89413	0.145335
AUR62037349	483	305.568	32	1.71971
AUR62040745	378	202.642	0	0
AUR62003162	669	491.073	34	1.13696
AUR62015843	738	560.053	0	0
AUR62016037	1934	1755.95	7.01706	0.0656232
AUR62019055	1332	1153.95	7	0.0996152
AUR62013073	1497	1318.95	2	0.0249009
AUR62001579	1161	982.946	397.852	6.64668
AUR62034264	324	151.831	1	0.108157
AUR62011375	1563	1384.95	71	0.841857
AUR62008522	1698	1519.95	9	0.097236
AUR62037646	2460	2281.95	11.2268	0.080791
AUR62019294	1338	1159.95	39.4902	0.559067
AUR62003422	1068	889.946	2.57432	0.047502
AUR62018082	606	428.138	0	0
AUR62010526	1482	1303.95	6	0.0755622
AUR62034511	3576	3397.95	0	0
AUR62024738	711	533.053	4	0.123226
AUR62013931	1134	955.946	34	0.584061
AUR62033177	645	467.093	13	0.457039
AUR62041940	579	401.188	99	4.05228
AUR62019013	339	165.777	43	4.25947
AUR62038408	837	659.005	0	0
AUR62026339	591	413.18	0	0
AUR62029379	894	715.992	24.6449	0.565238
AUR62036932	546	368.265	0	0
AUR62009925	876	697.992	0	0
AUR62006739	360	185.388	20	1.77158
AUR62016802	2946	2767.95	60.6953	0.36009
AUR62004610	1399	1220.95	208.616	2.80585
AUR62021155	201	51.2699	27	8.64797
