target_id	length	eff_length	Cb_3	Cb_3_tpm
AUR62026402	570	387.15	1914.21	72.9506
AUR62003635	984	800.531	47.2231	0.870351
AUR62016775	2403	2219.53	8	0.0531798
AUR62000140	966	782.531	0	0
AUR62006168	1224	1040.53	12.1858	0.172789
AUR62003064	1569	1385.53	104.525	1.11307
AUR62002776	1056	872.531	0	0
AUR62023835	1020	836.531	281.056	4.95712
AUR62019638	261	91.8512	0	0
AUR62002354	405	223.574	217	14.3205
AUR62041549	312	135.986	0	0
AUR62037591	711	527.851	0	0
AUR62038604	435	252.993	15	0.874783
AUR62004746	1947	1763.53	111.525	0.933056
AUR62004580	360	180.374	11	0.899779
AUR62005374	1206	1022.53	1.06962	0.0154337
AUR62040666	1533	1349.53	0	0
AUR62007748	1563	1379.53	13	0.139037
AUR62022983	1002	818.531	1	0.0180253
AUR62018054	765	581.782	5	0.126802
AUR62013872	2001	1817.53	31	0.251651
AUR62024301	1923	1739.53	0	0
AUR62013617	483	300.521	5	0.245479
AUR62007648	663	479.915	194	5.96425
AUR62043525	1368	1184.53	45.0022	0.560538
AUR62003281	1006	822.531	0	0
AUR62041927	312	135.986	0	0
AUR62017734	489	306.445	10	0.481466
AUR62011945	765	581.782	32.75	0.830556
AUR62003095	3261	3077.53	69.0543	0.331059
AUR62040387	7902	7718.53	686.25	1.31179
AUR62039836	1206	1022.53	4585.98	66.172
AUR62032512	1737	1553.53	138.659	1.31688
AUR62017440	1140	956.531	4	0.0616991
AUR62035670	1395	1211.53	4.14815	0.050517
AUR62021777	945	761.59	4.23409	0.0820271
AUR62030056	1797	1613.53	14	0.128017
AUR62000517	315	138.68	9.69231	1.03117
AUR62000789	1923	1739.53	40.9723	0.347517
AUR62005540	840	656.642	7.168	0.16106
AUR62011786	1563	1379.53	0	0
AUR62008437	1359	1175.53	234	2.93697
AUR62016025	1590	1406.53	4	0.0419593
AUR62032769	1092	908.531	21.913	0.355861
AUR62005789	1098	914.531	0	0
AUR62041304	1794	1610.53	0	0
AUR62005746	636	452.985	14	0.455997
AUR62010551	1470	1286.53	13.5912	0.155868
AUR62039132	507	324.335	499.489	22.7222
AUR62028376	5478	5294.53	75.378	0.210056
AUR62019608	486	303.483	0	0
AUR62020728	2547	2363.53	0	0
AUR62039837	4872	4688.53	122.791	0.38641
AUR62018765	1839	1655.53	112.252	1.0004
AUR62028475	231	68.417	7	1.50957
AUR62014977	591	408.072	59	2.13321
AUR62029601	558	375.169	28	1.10116
AUR62003358	1002	818.531	0	0
AUR62004545	1374	1190.53	196.174	2.43119
AUR62015333	1707	1523.53	16	0.154948
AUR62015364	795	611.723	14.7307	0.355294
AUR62000714	3093	2909.53	0	0
AUR62023562	1035	851.531	0	0
AUR62027478	678	494.903	0	0
AUR62037378	1674	1490.53	0	0
AUR62023651	1803	1619.53	536.535	4.88795
AUR62033971	816	632.723	0	0
AUR62008182	1554	1370.53	22	0.236838
AUR62014922	726	542.825	1	0.0271806
AUR62038429	2268	2084.53	84.6457	0.599121
AUR62043111	675	491.903	225.536	6.76481
AUR62032828	438	255.955	10	0.57644
AUR62014318	1137	953.531	115.744	1.79094
AUR62012165	1806	1622.53	2	0.0181867
AUR62015979	1788	1604.53	31	0.285057
AUR62036707	1398	1214.53	23.8102	0.28925
AUR62015379	714	530.851	163.171	4.53511
AUR62011237	1662	1478.53	49.6423	0.495381
AUR62022008	1563	1379.53	4	0.0427806
AUR62022103	1575	1391.53	148.772	1.57742
AUR62011870	861	677.626	0	0
AUR62019121	471	288.631	1.24675	0.0637317
AUR62022432	690	506.903	0	0
AUR62037932	1191	1007.53	0	0
AUR62003795	1752	1568.53	2	0.0188129
AUR62034087	1026	842.531	60.645	1.06201
AUR62020548	1374	1190.53	2215.09	27.4517
AUR62005979	396	214.794	0	0
AUR62031253	792	608.723	42	1.018
AUR62003568	984	800.531	229	4.22061
AUR62041397	954	770.57	20	0.382944
AUR62033643	912	728.608	0	0
AUR62024501	624	441.041	3	0.10036
AUR62013744	1836	1652.53	4.43001	0.0395524
AUR62033545	1350	1166.53	0	0
AUR62027365	657	473.95	2	0.0622609
AUR62024010	363	183.218	0	0
AUR62002088	573	390.131	105.957	4.00718
AUR62041609	1125	941.531	0	0
AUR62007985	3981	3797.53	7.63199	0.029652
AUR62020827	3099	2915.53	88.0563	0.445616
AUR62026598	1650	1466.53	16.725	0.168265
AUR62022339	5598	5414.53	53.8089	0.146626
AUR62035651	522	339.293	0	0
AUR62002108	459	276.73	10	0.533165
AUR62028678	1317	1133.53	0	0
AUR62019534	1338	1154.53	6.35294	0.0811871
AUR62037659	1806	1622.53	11.5517	0.105044
AUR62005877	966	782.531	0	0
AUR62012901	996	812.531	5.27181	0.0957277
AUR62026164	720	536.838	0	0
AUR62023321	1158	974.531	1610.88	24.3885
AUR62024192	624	441.041	3	0.10036
AUR62031310	2328	2144.53	22	0.151359
AUR62010490	1380	1196.53	0	0
AUR62013254	777	593.753	36.7024	0.912024
AUR62029181	735	551.825	4	0.106949
AUR62036308	963	779.531	12.778	0.24185
AUR62038809	1971	1787.53	0	0
AUR62017047	2061	1877.53	1.22871	0.00965565
AUR62039822	1926	1742.53	0	0
AUR62014253	354	174.703	0	0
AUR62003480	267	96.8358	121.27	18.4772
AUR62010821	1086	902.531	4.08791	0.0668278
AUR62044356	2133	1949.53	10.6539	0.0806301
AUR62038879	1383	1199.53	8	0.0984003
AUR62033387	3423	3239.53	37.9896	0.173022
AUR62022634	1152	968.531	0	0
AUR62023070	624	441.041	24.4123	0.816674
AUR62021703	1824	1640.53	0	0
AUR62031966	1071	887.531	0	0
AUR62037114	522	339.293	17	0.73925
AUR62029172	1017	833.531	0	0
AUR62032450	903	719.626	17.8725	0.366435
AUR62011679	525	342.285	0	0
AUR62040313	816	632.723	63.7656	1.48693
AUR62017716	1821	1637.53	260.102	2.34354
AUR62021320	1185	1001.53	16.5073	0.243181
AUR62031003	485	302.483	0	0
AUR62035562	705	521.851	141	3.98649
AUR62013879	603	420.041	122.687	4.30949
AUR62006239	456	273.737	97.6322	5.26233
AUR62000567	1029	845.531	47	0.820137
AUR62041274	1722	1538.53	9	0.0863086
AUR62016397	1251	1067.53	51.653	0.713893
AUR62025481	1296	1112.53	0	0
AUR62037349	483	300.521	1.0122	0.0496945
AUR62040745	378	197.443	0	0
AUR62003162	669	485.903	196.932	5.97976
AUR62015843	738	554.811	0	0
AUR62016037	1934	1750.53	15.2064	0.128166
AUR62019055	1332	1148.53	8	0.10277
AUR62013073	1497	1313.53	0	0
AUR62001579	1161	977.531	292.686	4.41764
AUR62034264	324	146.971	0	0
AUR62011375	1563	1379.53	2	0.0213903
AUR62008522	1698	1514.53	5	0.0487091
AUR62037646	2460	2276.53	7.33718	0.0475525
AUR62019294	1338	1154.53	14.6629	0.187383
AUR62003422	1068	884.531	0	0
AUR62018082	606	423.041	0	0
AUR62010526	1482	1298.53	0	0
AUR62034511	3576	3392.53	4	0.0173962
AUR62024738	711	527.851	0	0
AUR62013931	1134	950.531	12	0.186266
AUR62033177	645	461.962	1	0.0319383
AUR62041940	579	396.092	143.293	5.33761
AUR62019013	339	160.808	12	1.10101
AUR62038408	837	653.642	0	0
AUR62026339	591	408.072	0	0
AUR62029379	894	710.626	58.4145	1.21282
AUR62036932	546	363.206	0	0
AUR62009925	876	692.626	5.2765	0.1124
AUR62006739	360	180.374	58	4.74429
AUR62016802	2946	2762.53	175.695	0.938362
AUR62004610	1399	1215.53	543.79	6.60059
AUR62021155	201	47.9729	4	1.23022
AUR62014558	882	698.626	4	0.084476
AUR62042881	2103	1919.53	60.3919	0.464196
AUR62019189	942	758.59	572.656	11.1379
AUR62032327	273	101.887	112.607	16.3066
AUR62000719	2703	2519.53	33.7538	0.197661
AUR62028149	1320	1136.53	2	0.0259637
