target_id	length	eff_length	Cq_1	Cq_1_tpm
AUR62038293	2121	1936.24	4	0.0205085
AUR62025411	2073	1888.24	226.841	1.1926
AUR62030875	2538	2353.24	6	0.0253115
AUR62037720	1626	1441.24	107.206	0.738438
AUR62031228	1554	1369.24	138.078	1.0011
AUR62020574	1692	1507.24	22	0.144901
AUR62020710	963	778.322	72	0.918347
AUR62030580	708	523.584	42	0.796336
AUR62037464	441	258.01	0	0
AUR62003048	2412	2227.24	8	0.0356579
AUR62023455	3849	3664.24	360.118	0.975649
AUR62016429	2685	2500.24	557.351	2.21299
AUR62009276	1899	1714.24	165.195	0.956661
AUR62027030	7311	7126.24	858.361	1.19576
AUR62009392	1371	1186.24	282.324	2.36269
AUR62009070	1374	1189.24	3	0.0250429
AUR62019274	1866	1681.24	122.332	0.722342
AUR62036947	4476	4291.24	456.981	1.05718
AUR62016493	1338	1153.24	96.3858	0.829709
AUR62024924	597	412.892	0	0
AUR62036698	696	511.618	88	1.70754
AUR62004533	944	759.347	178	2.32709
AUR62005346	1128	943.243	0	0
AUR62035326	741	556.549	25	0.445934
AUR62032536	1386	1201.24	190.136	1.57132
AUR62028983	930	745.397	25	0.332955
AUR62011017	768	583.549	4.70373	0.0800201
AUR62011357	1326	1141.24	170.977	1.48728
AUR62022291	1995	1810.24	12.135	0.066548
AUR62008916	522	338.194	113.797	3.34039
AUR62006787	939	754.347	0	0
AUR62028451	2343	2158.24	165.363	0.760625
AUR62015503	1758	1573.24	194.085	1.2247
AUR62011460	912	727.397	3	0.0409433
AUR62000712	1635	1450.24	15.1023	0.10338
AUR62004045	1458	1273.24	31	0.241704
AUR62030297	1770	1585.24	25.4567	0.159419
AUR62032554	1230	1045.24	280.881	2.66771
AUR62038709	1905	1720.24	436.887	2.52123
AUR62025804	726	541.549	0	0
AUR62008405	687	502.618	0	0
AUR62019207	585	400.919	237.145	5.87208
AUR62044482	435	252.138	12.7239	0.500977
AUR62027833	1416	1231.24	69.3421	0.559097
AUR62011420	207	51.545	476	91.6756
AUR62044439	1227	1042.24	0	0
AUR62040388	3144	2959.24	290.224	0.973612
AUR62043759	1725	1540.24	34.2033	0.220451
AUR62013994	1161	976.243	2	0.0203379
AUR62027445	1050	865.243	32.2418	0.369925
AUR62041086	834	649.485	0	0
AUR62026685	330	151.97	1204.02	78.6522
AUR62007084	267	96.5175	50.3714	5.18098
AUR62008178	1266	1081.24	94	0.863054
AUR62039084	840	655.485	99.908	1.51311
AUR62032983	558	373.983	0	0
AUR62009381	204	49.5502	27	5.40943
AUR62023698	2367	2182.24	287	1.30561
AUR62012074	876	691.397	0	0
AUR62016998	693	508.618	0	0
AUR62012625	3477	3292.24	195.339	0.589022
AUR62039951	351	171.455	0	0
AUR62025732	1611	1426.24	38	0.264499
AUR62030708	798	613.549	0	0
AUR62018084	492	308.333	37	1.19128
AUR62026706	1482	1297.24	12	0.0918318
AUR62038318	555	370.996	2	0.0535174
AUR62005211	507	323.228	8950.47	274.897
AUR62019339	729	544.549	2	0.0364609
AUR62039464	594	409.892	85	2.05865
AUR62032162	837	652.485	54	0.821593
AUR62039907	594	409.892	74.3725	1.80126
AUR62004092	1539	1354.24	25	0.183264
AUR62022903	5349	5164.24	196.29	0.377334
AUR62032472	1398	1213.24	3858.25	31.5701
AUR62006611	3651	3466.24	601.354	1.72228
AUR62032834	498	314.291	0	0
AUR62026053	339	160.314	393.782	24.3848
AUR62014117	1122	937.243	170.554	1.80652
AUR62016280	885	700.397	0	0
AUR62036555	1086	901.243	0	0
AUR62035050	1908	1723.24	0	0
AUR62013101	2196	2011.24	8	0.0394874
AUR62028897	624	439.806	32.4848	0.733252
AUR62040376	1479	1294.24	0	0
AUR62000978	1626	1441.24	4	0.0275522
AUR62015665	645	460.716	2	0.0430954
AUR62002594	1236	1051.24	584.596	5.52059
AUR62042714	288	114.265	0	0
AUR62004671	2427	2242.24	426.023	1.88618
AUR62007514	1866	1681.24	66	0.389715
AUR62028495	816	631.507	122.769	1.92994
AUR62007779	855	670.397	0	0
AUR62031544	3164	2979.24	699.835	2.33197
AUR62028325	1308	1123.24	0	0
AUR62043255	723	538.549	0	0
AUR62001557	801	616.549	27	0.43474
AUR62033735	2229	2044.24	59	0.286519
AUR62028934	1062	877.243	39.9241	0.451802
AUR62017492	885	700.397	0	0
AUR62029848	789	604.549	0	0
AUR62043680	1098	913.243	0	0
AUR62030815	564	379.983	5.61406	0.146672
AUR62037110	855	670.397	89.4227	1.32419
AUR62042842	1542	1357.24	189.29	1.38453
AUR62005426	969	784.322	0	0
AUR62019168	897	712.397	1513.73	21.094
AUR62015304	816	631.507	0	0
AUR62028778	999	814.243	1	0.0121921
AUR62024937	1251	1066.24	122.535	1.14087
AUR62024904	3147	2962.24	1233.85	4.13499
AUR62011783	1275	1090.24	22	0.200324
AUR62023268	288	114.265	52	4.51777
AUR62027343	216	57.7474	0	0
AUR62030423	1131	946.243	14.2426	0.149424
AUR62011668	2919	2734.24	309.348	1.12317
AUR62013982	1104	919.243	0	0
AUR62033053	411	228.701	0	0
AUR62008439	2208	2023.24	61	0.299306
AUR62029906	3285	3100.24	147.862	0.473472
AUR62040127	957	772.322	5	0.0642695
AUR62007966	1875	1690.24	0	0
AUR62042250	291	116.837	0	0
AUR62027083	1359	1174.24	52	0.439621
AUR62036103	1338	1153.24	152.252	1.31062
AUR62015987	702	517.601	284.128	5.44944
AUR62016198	1587	1402.24	91.3041	0.646399
AUR62006586	1788	1603.24	250.351	1.55019
AUR62024801	648	463.716	83.6854	1.79156
AUR62028243	1386	1201.24	0	0
AUR62034589	1491	1306.24	0	0
AUR62017262	2340	2155.24	0	0
AUR62042556	1092	907.243	0	0
AUR62023688	1869	1684.24	201.815	1.18955
AUR62014874	384	202.663	0	0
AUR62033710	1176	991.243	1896.3	18.9916
AUR62015781	336	157.504	2949.62	185.912
AUR62003570	429	246.263	89.4258	3.60494
AUR62031872	633	448.776	285	6.30447
AUR62009473	1653	1468.24	587.774	3.97417
AUR62019199	960	775.322	0	0
AUR62026572	243	77.3595	0	0
AUR62014042	1860	1675.24	224.267	1.32899
AUR62010097	843	658.419	103.358	1.55839
AUR62037072	1026	841.243	162.509	1.91774
AUR62010819	981	796.243	35	0.436371
AUR62014009	531	347.08	0	0
AUR62040478	390	208.435	0	0
AUR62008541	1089	904.243	0	0
AUR62020130	1161	976.243	85.174	0.866129
AUR62017404	306	130.234	0	0
AUR62013970	864	679.397	58.1911	0.850288
AUR62006857	2778	2593.24	6	0.022969
AUR62033509	1293	1108.24	10	0.0895774
AUR62001802	621	436.82	0	0
AUR62023904	2172	1987.24	105.64	0.527728
AUR62022037	1575	1390.24	5	0.0357037
AUR62029802	1104	919.243	20.3046	0.219279
AUR62038572	828	643.485	129.864	2.00348
AUR62031077	390	208.435	0	0
AUR62026406	729	544.549	2	0.0364609
AUR62019545	894	709.397	27.5788	0.38594
AUR62029173	1350	1165.24	11	0.0937151
AUR62019048	1290	1105.24	15.4054	0.138372
AUR62031569	390	208.435	941.316	44.8331
AUR62029556	378	196.966	71.6581	3.61167
AUR62018284	780	595.549	0	0
AUR62035346	1149	964.243	0	0
AUR62030277	642	457.731	115.218	2.49888
AUR62010804	1167	982.243	134.511	1.35948
AUR62024888	828	643.485	0	0
AUR62021454	3123	2938.24	1375.16	4.6462
AUR62007485	861	676.397	0	0
AUR62016441	2139	1954.24	237.404	1.20599
AUR62025977	339	160.314	85	5.26358
AUR62001085	1458	1273.24	1.35997	0.0106035
AUR62025682	1341	1156.24	0	0
AUR62044044	2118	1933.24	46.5593	0.239086
AUR62028509	1314	1129.24	0	0
AUR62017958	729	544.549	6	0.109383
AUR62027972	1458	1273.24	629.706	4.90976
AUR62013559	2268	2083.24	0	0
AUR62014092	999	814.243	0	0
AUR62036388	855	670.397	0	0
AUR62023788	1221	1036.24	80.0734	0.767114
AUR62033981	792	607.549	2	0.03268
AUR62004883	408	225.77	77	3.38578
AUR62029786	1782	1597.24	11	0.0683683
AUR62030313	2184	1999.24	0	0
AUR62015869	2076	1891.24	46	0.241459
AUR62033347	1401	1216.24	96.6458	0.788853
AUR62006572	528	344.103	5.26912	0.152014
AUR62031015	255	86.7979	0	0
AUR62037518	1575	1390.24	89	0.635525
AUR62004230	1035	850.243	8.05989	0.0941065
AUR62032934	1191	1006.24	18	0.177584
AUR62037614	942	757.347	0	0
AUR62003322	213	55.595	0	0
AUR62015249	912	727.397	0	0
AUR62041365	2499	2314.24	147.503	0.632741
AUR62017985	1710	1525.24	61.2411	0.3986
AUR62007381	1317	1132.24	292.194	2.56192
AUR62024172	1053	868.243	110	1.25772
AUR62022916	786	601.549	93	1.53478
AUR62026389	1677	1492.24	0	0
AUR62034477	1338	1153.24	89.7982	0.773001
AUR62031139	945	760.347	2	0.0261127
AUR62012340	1779	1594.24	109.852	0.684049
AUR62041953	207	51.545	38	7.31864
AUR62005760	795	610.549	17	0.276415
AUR62043167	423	240.466	46	1.89906
AUR62040591	372	191.267	19.9268	1.03426
AUR62024763	2178	1993.24	0	0
AUR62000428	1251	1066.24	46.7066	0.434866
AUR62005808	420	237.522	245.492	10.2605
AUR62024914	2160	1975.24	182.235	0.915891
AUR62033805	903	718.397	3	0.0414562
AUR62032732	4101	3916.24	419.279	1.06284
AUR62032549	417	234.546	0	0
AUR62022904	237	72.9751	12	1.63245
AUR62012984	969	784.322	6	0.0759435
AUR62008175	2397	2212.24	15.8299	0.071036
AUR62007627	1707	1522.24	0	0
AUR62030502	2913	2728.24	3	0.0109162
AUR62016035	1179	994.243	332.207	3.31703
AUR62034753	1461	1276.24	0	0
AUR62007030	399	217.021	47.1015	2.1546
AUR62014718	1938	1753.24	67.7054	0.383367
AUR62011359	1158	973.243	15	0.153004
AUR62026796	1119	934.243	54.8189	0.582511
AUR62016163	1827	1642.24	164	0.991379
AUR62031994	396	214.151	3	0.13907
AUR62009627	606	421.878	100	2.35314
AUR62008062	1863	1678.24	353.863	2.09322
AUR62033802	1983	1798.24	2	0.0110412
AUR62036002	1872	1687.24	1072.7	6.31153
AUR62027042	276	104.058	0	0
AUR62024684	441	258.01	305	11.7354
AUR62029815	747	562.549	64.519	1.13857
AUR62032015	801	616.549	0	0
AUR62042775	1731	1546.24	102	0.654871
AUR62004484	1362	1177.24	135.236	1.14041
AUR62024729	1425	1240.24	0	0
AUR62019051	909	724.397	165.723	2.27112
AUR62001856	717	532.566	8	0.149125
AUR62035922	534	350.08	0	0
AUR62029837	684	499.635	2.00587	0.0398551
AUR62022751	2289	2104.24	317.477	1.49778
AUR62044218	1704	1519.24	19.6929	0.128681
AUR62003068	1014	829.243	1	0.0119716
AUR62042025	2775	2590.24	21.2869	0.0815842
AUR62003200	1311	1126.24	161.743	1.4257
AUR62040942	549	365.032	0	0
AUR62026324	1185	1000.24	269.497	2.67474
AUR62026273	1383	1198.24	1	0.00828492
AUR62033474	984	799.243	5	0.0621047
AUR62027989	1185	1000.24	0	0
AUR62034232	3750	3565.24	158.958	0.442616
AUR62040921	1065	880.243	108.487	1.22351
AUR62039242	1164	979.243	103.322	1.04745
AUR62011403	573	388.945	0	0
AUR62018499	696	511.618	124.034	2.40673
AUR62029465	549	365.032	0	0
AUR62020658	3603	3418.24	351.824	1.02178
AUR62030631	963	778.322	84.2524	1.07462
AUR62017987	3336	3151.24	65	0.204769
AUR62038336	1569	1384.24	184.098	1.3203
AUR62001461	2013	1828.24	0	0
AUR62022544	10770	10585.2	0	0
AUR62023272	1449	1264.24	146.078	1.14707
AUR62010605	693	508.618	9	0.175664
AUR62005029	1833	1648.24	294.622	1.7745
AUR62038111	1470	1285.24	337.125	2.60399
AUR62039479	255	86.7979	10	1.14373
AUR62003662	1989	1804.24	269.417	1.48239
AUR62005632	2742	2557.24	219.515	0.852167
AUR62028738	1224	1039.24	30.8853	0.295031
AUR62021407	504	320.249	17	0.52698
AUR62033598	1716	1531.24	133.155	0.863267
AUR62005108	1011	826.243	22	0.264331
AUR62016442	1239	1054.24	33	0.310747
AUR62003956	1140	955.243	306.393	3.18418
AUR62013539	1215	1030.24	523.896	5.04822
AUR62036076	306	130.234	10.1111	0.770741
AUR62021682	270	99.0331	1	0.100243
AUR62022122	807	622.549	6535	104.209
AUR62024707	3840	3655.24	1924.4	5.22652
AUR62004902	915	730.397	11	0.149509
AUR62014599	1737	1552.24	7.73462	0.0494667
AUR62040470	603	418.892	907.96	21.5178
AUR62001519	294	119.434	105	8.72762
AUR62032625	1098	913.243	69	0.75006
AUR62036655	1908	1723.24	328.642	1.89326
AUR62036510	630	445.776	15	0.334047
AUR62023014	1995	1810.24	511.476	2.80493
AUR62040315	1662	1477.24	18.3362	0.123223
AUR62003339	1908	1723.24	11.3744	0.0655261
AUR62029605	630	445.776	130.549	2.90731
AUR62023297	1119	934.243	82.326	0.874804
AUR62022881	279	106.54	6.95652	0.648204
AUR62018363	1200	1015.24	10.0356	0.0981307
AUR62010707	3156	2971.24	53	0.177081
AUR62041505	2574	2389.24	174.888	0.726663
AUR62035721	1782	1597.24	186.987	1.16218
AUR62010679	1506	1321.24	195.442	1.46848
AUR62032691	1224	1039.24	177	1.69079
AUR62042915	978	793.243	105.392	1.31897
AUR62042167	792	607.549	125.41	2.0492
AUR62039368	3366	3181.24	92.9319	0.290002
AUR62033551	564	379.983	259.45	6.77833
AUR62006784	1089	904.243	8	0.0878291
AUR62028834	1416	1231.24	50.3646	0.406083
AUR62025229	240	75.2166	0	0
AUR62003591	2097	1912.24	5	0.0259573
AUR62020263	1962	1777.24	204.581	1.14275
AUR62015042	294	119.434	0	0
AUR62021140	1230	1045.24	0	0
AUR62003735	2157	1972.24	85.1135	0.428422
AUR62023654	1773	1588.24	15.394	0.0962205
AUR62010358	561	376.983	1	0.0263337
AUR62036585	1260	1075.24	47.592	0.439401
AUR62009444	1521	1336.24	142.554	1.05908
AUR62005904	267	96.5175	0	0
AUR62027338	1062	877.243	3	0.0339496
AUR62031318	408	225.77	0	0
AUR62031756	990	805.243	19.9302	0.245707
AUR62023271	1182	997.243	10	0.099548
AUR62023142	2142	1957.24	0	0
AUR62002945	1425	1240.24	77.9183	0.623686
AUR62037145	1257	1072.24	162.36	1.50321
AUR62000386	630	445.776	13.4121	0.298684
AUR62043962	294	119.434	0	0
AUR62000855	378	196.966	6	0.302409
AUR62006893	2137	1952.24	2	0.0101702
AUR62002017	552	368.008	53.5714	1.44514
AUR62005271	1119	934.243	57	0.605687
AUR62037594	402	219.904	495.361	22.3627
AUR62024005	1566	1381.24	420.596	3.02293
AUR62011817	2274	2089.24	57	0.270844
AUR62037424	1956	1771.24	45.7335	0.256324
AUR62017415	585	400.919	0	0
AUR62011089	2394	2209.24	637.12	2.86293
AUR62035197	1584	1399.24	4	0.0283792
AUR62035234	1551	1366.24	4.25532	0.0309199
AUR62023739	813	628.549	0	0
AUR62004748	1428	1243.24	123	0.982161
AUR62000530	1458	1273.24	366.615	2.85846
AUR62014831	3003	2818.24	5	0.0176127
AUR62011309	261	91.5884	0	0
AUR62028400	363	182.754	0	0
AUR62022301	444	260.966	0	0
AUR62020884	837	652.485	253.836	3.86203
AUR62004039	1266	1081.24	15.4314	0.141682
AUR62033115	4536	4351.24	0	0
AUR62015992	852	667.397	1	0.0148747
AUR62041309	2388	2203.24	1	0.00450579
AUR62010152	1854	1669.24	17.5263	0.104233
AUR62043388	321	143.84	0	0
AUR62025839	591	406.919	3	0.0731892
AUR62018776	2514	2329.24	1.58362	0.00674946
AUR62022144	1125	940.243	0	0
AUR62005528	264	94.0891	54	5.69754
AUR62041023	489	305.364	0	0
AUR62018025	1749	1564.24	5	0.0317321
AUR62033800	390	208.435	12	0.571537
AUR62012422_AUR62026701_AUR62028492	2094	1909.24	0	0
AUR62029482	1710	1525.24	0	0
AUR62013166	3690	3505.24	2150.49	6.09049
AUR62002046	1125	940.243	166.286	1.7557
AUR62040750	261	91.5884	18	1.95104
AUR62015862	306	130.234	63.4013	4.8329
AUR62042213	1302	1117.24	124.606	1.1072
AUR62021491	578	393.919	206.312	5.19937
AUR62026402	570	385.945	3287.43	84.5598
AUR62003635	984	799.243	68.9823	0.856826
AUR62016775	2403	2218.24	2.28666	0.0102335
AUR62000140	966	781.322	161.42	2.05097
AUR62006168	1224	1039.24	38	0.362994
AUR62003064	1569	1384.24	64.2596	0.46085
AUR62002776	1056	871.243	0	0
AUR62023835	1020	835.243	356.439	4.23648
AUR62019638	261	91.5884	0	0
AUR62002354	405	222.8	560	24.9521
AUR62041549	312	135.625	19	1.39075
AUR62037591	711	526.566	0	0
AUR62038604	435	252.138	101.183	3.98387
AUR62004746	1947	1762.24	122.756	0.691529
AUR62004580	360	179.92	41.0295	2.26386
AUR62005374	1206	1021.24	43.4173	0.422053
AUR62040666	1533	1348.24	1	0.00736318
AUR62007748	1563	1378.24	45	0.324131
AUR62022983	1002	817.243	29	0.352274
AUR62018054	765	580.549	78	1.3338
AUR62013872	2001	1816.24	56	0.306089
AUR62024301	1923	1738.24	0	0
AUR62013617	483	299.414	47.5529	1.57666
AUR62007648	663	478.684	255	5.2884
AUR62043525	1368	1183.24	87.8935	0.737423
AUR62003281	1006	821.243	0	0
AUR62041927	312	135.625	0	0
AUR62017734	489	305.364	20	0.650198
AUR62011945	765	580.549	369.332	6.31555
AUR62003095	3261	3076.24	75.9526	0.245107
AUR62040387	7902	7717.24	771.228	0.992096
AUR62039836	1206	1021.24	9014.6	87.6296
AUR62032512	1737	1552.24	729.409	4.66493
AUR62017440	1140	955.243	78	0.810614
AUR62035670	1395	1210.24	31.3974	0.257546
AUR62021777	945	760.347	96.099	1.2547
AUR62030056	1797	1612.24	38	0.233984
AUR62000517	315	138.312	25.2632	1.81327
AUR62000789	1923	1738.24	187.01	1.06804
AUR62005540	840	655.485	34.1333	0.516951
AUR62011786	1563	1378.24	9	0.0648261
AUR62008437	1359	1174.24	402	3.39861
AUR62016025	1590	1405.24	26.193	0.185041
AUR62032769	1092	907.243	25.6048	0.280177
AUR62005789	1098	913.243	10	0.108704
AUR62041304	1794	1609.24	0	0
AUR62005746	636	451.761	47	1.03281
AUR62010551	1470	1285.24	150.276	1.16075
AUR62039132	507	323.228	811.323	24.9183
AUR62028376	5478	5293.24	1954.05	3.66477
AUR62019608	486	302.384	0	0
AUR62020728	2547	2362.24	1	0.00420251
AUR62039837	4872	4687.24	287.144	0.608158
AUR62018765	1839	1654.24	257.092	1.54285
AUR62028475	231	68.5937	0	0
AUR62014977	591	406.919	372.961	9.09889
AUR62029601	558	373.983	1	0.0265449
AUR62003358	1002	817.243	3	0.0364421
AUR62004545	1374	1189.24	68	0.567638
AUR62015333	1707	1522.24	55	0.358684
AUR62015364	795	610.549	36.0798	0.586647
AUR62000714	3093	2908.24	2	0.00682704
AUR62023562	1035	850.243	0	0
AUR62027478	678	493.684	0	0
AUR62037378	1674	1489.24	5	0.0333302
AUR62023651	1803	1618.24	471.203	2.89066
AUR62033971	816	631.507	1	0.0157201
AUR62008182	1554	1369.24	29	0.210257
AUR62014922	726	541.549	1	0.0183314
AUR62038429	2268	2083.24	200.891	0.957314
AUR62043111	675	490.684	339.55	6.86966
AUR62032828	438	255.087	17	0.661598
AUR62014318	1137	952.243	692.026	7.21453
AUR62012165	1806	1621.24	1	0.0061233
AUR62015979	1788	1603.24	111.483	0.69031
AUR62036707	1398	1213.24	28.9457	0.236848
AUR62015379	714	529.566	94.859	1.77824
AUR62011237	1662	1477.24	0	0
AUR62022008	1563	1378.24	13	0.0936377
AUR62022103	1575	1390.24	213.295	1.52308
AUR62011870	861	676.397	16.1005	0.236304
AUR62019121	471	287.571	78.1651	2.69837
AUR62022432	690	505.618	1	0.0196341
AUR62037932	1191	1006.24	0	0
AUR62003795	1752	1567.24	38.5356	0.244095
AUR62034087	1026	841.243	92.7857	1.09495
AUR62020548	1374	1189.24	23732.7	198.112
AUR62005979	396	214.151	0	0
AUR62031253	792	607.549	43	0.702621
AUR62003568	984	799.243	36	0.447154
AUR62041397	954	769.322	39	0.503257
AUR62033643	912	727.397	0	0
AUR62024501	624	439.806	33	0.74488
AUR62013744	1836	1651.24	8.1266	0.0488575
AUR62033545	1350	1165.24	0	0
AUR62027365	657	472.684	13	0.273027
AUR62024010	363	182.754	2	0.108642
AUR62002088	573	388.945	47	1.19962
AUR62041609	1125	940.243	0	0
AUR62007985	3981	3796.24	65.9101	0.172358
AUR62020827	3099	2914.24	141	0.480316
AUR62026598	1650	1465.24	87.4705	0.592632
AUR62022339	5598	5413.24	341.851	0.626922
AUR62035651	522	338.194	0	0
AUR62002108	459	275.75	27.3176	0.983471
AUR62028678	1317	1132.24	0	0
AUR62019534	1338	1153.24	185.748	1.59895
AUR62037659	1806	1621.24	25.5366	0.156368
AUR62005877	966	781.322	0	0
AUR62012901	996	811.243	23.6886	0.289882
AUR62026164	720	535.566	1	0.0185362
AUR62023321	1158	973.243	916.47	9.34825
AUR62024192	624	439.806	7	0.158005
AUR62031310	2328	2143.24	32	0.148222
AUR62010490	1380	1195.24	7.77778	0.0646
AUR62013254	777	592.549	53	0.887944
AUR62029181	735	550.549	0	0
AUR62036308	963	778.322	68.6987	0.876239
AUR62038809	1971	1786.24	0	0
AUR62017047	2061	1876.24	43.827	0.231892
AUR62039822	1926	1741.24	0	0
AUR62014253	354	174.244	12	0.683688
AUR62003480	267	96.5175	199.075	20.4759
AUR62010821	1086	901.243	178.431	1.96545
AUR62044356	2133	1948.24	16.6155	0.0846649
AUR62038879	1383	1198.24	8.1925	0.0678742
AUR62033387	3423	3238.24	383.708	1.17632
AUR62022634	1152	967.243	1	0.0102636
AUR62023070	624	439.806	405.741	9.15844
AUR62021703	1824	1639.24	0	0
AUR62031966	1071	886.243	7	0.0784113
AUR62037114	522	338.194	14	0.410956
AUR62029172	1017	832.243	0	0
AUR62032450	903	718.397	122.825	1.69728
AUR62011679	525	341.149	17	0.494696
AUR62040313	816	631.507	65	1.02181
AUR62017716	1821	1636.24	461.992	2.80298
AUR62021320	1185	1000.24	169.583	1.6831
AUR62031003	485	301.404	0	0
AUR62035562	705	520.584	415.061	7.91507
AUR62013879	603	418.892	1399.77	33.1734
AUR62006239	456	272.823	947.965	34.4941
AUR62000567	1029	844.243	53	0.623221
AUR62041274	1722	1537.24	59.8777	0.386684
AUR62016397	1251	1066.24	91.728	0.854042
AUR62025481	1296	1111.24	43	0.384143
AUR62037349	483	299.414	37	1.22677
AUR62040745	378	196.966	0	0
AUR62003162	669	484.684	63	1.29037
AUR62015843	738	553.549	0	0
AUR62016037	1934	1749.24	14.0279	0.0796117
AUR62019055	1332	1147.24	17.5768	0.152096
AUR62013073	1497	1312.24	0	0
AUR62001579	1161	976.243	507.849	5.16429
AUR62034264	324	146.575	3	0.203186
AUR62011375	1563	1378.24	93.5655	0.673943
AUR62008522	1698	1513.24	8.22165	0.0539366
AUR62037646	2460	2275.24	27.2972	0.119103
AUR62019294	1338	1153.24	69.3536	0.59701
AUR62003422	1068	883.243	9.80743	0.110232
AUR62018082	606	421.878	0	0
AUR62010526	1482	1297.24	4	0.0306106
AUR62034511	3576	3391.24	0	0
AUR62024738	711	526.566	2	0.037706
AUR62013931	1134	949.243	40	0.418327
AUR62033177	645	460.716	3	0.064643
AUR62041940	579	394.919	111	2.79028
AUR62019013	339	160.314	106	6.56399
AUR62038408	837	652.485	0	0
AUR62026339	591	406.919	0	0
AUR62029379	894	709.397	69.0534	0.966338
AUR62036932	546	362.044	0	0
AUR62009925	876	691.397	0	0
AUR62006739	360	179.92	46	2.53812
AUR62016802	2946	2761.24	182.465	0.656008
AUR62004610	1399	1214.24	396.205	3.23927
