target_id	length	eff_length	Cp_4	Cp_4_tpm
AUR62030875	2538	2355.14	0	0
AUR62037720	1626	1443.14	177.577	1.79847
AUR62031228	1554	1371.14	128.471	1.36946
AUR62020574	1692	1509.14	53	0.513302
AUR62020710	963	780.141	272.996	5.11459
AUR62030580	708	525.473	75	2.08612
AUR62037464	441	259.594	0	0
AUR62003048	2412	2229.14	5	0.0327838
AUR62023455	3849	3666.14	321.763	1.28279
AUR62016429	2685	2502.14	24.5931	0.143658
AUR62009276	1899	1716.14	80.4651	0.685301
AUR62027030	7311	7128.14	1809.6	3.7105
AUR62009392	1371	1188.14	0	0
AUR62009070	1374	1191.14	0	0
AUR62019274	1866	1683.14	3.42038	0.0297017
AUR62036947	4476	4293.14	18.5809	0.0632585
AUR62016493	1338	1155.14	0	0
AUR62024924	597	414.678	0	0
AUR62036698	696	513.473	19	0.540833
AUR62004533	944	761.141	5	0.0960134
AUR62005346	1128	945.141	0	0
AUR62035326	741	558.419	1.05295	0.0275597
AUR62032536	1386	1203.14	218.898	2.65921
AUR62028983	930	747.166	129.856	2.54023
AUR62011017	768	585.381	44.253	1.10492
AUR62011357	1326	1143.14	329.867	4.2176
AUR62022291	1995	1812.14	0	0
AUR62008916	522	339.882	0	0
AUR62006787	939	756.141	0	0
AUR62028451	2343	2160.14	0	0
AUR62015503	1758	1575.14	52.3765	0.486009
AUR62011460	912	729.216	0	0
AUR62000712	1635	1452.14	0	0
AUR62004045	1458	1275.14	19.1576	0.219589
AUR62030297	1770	1587.14	14.6998	0.13537
AUR62032554	1230	1047.14	0	0
AUR62038709	1905	1722.14	1.05314	0.00893805
AUR62025804	726	543.437	0	0
AUR62008405	687	504.473	0	0
AUR62019207	585	402.719	0	0
AUR62044482	435	253.723	216.245	12.457
AUR62027833	1416	1233.14	15.868	0.188077
AUR62011420	207	51.7461	1894	534.97
AUR62044439	1227	1044.14	0	0
AUR62040388	3144	2961.14	26.1446	0.129048
AUR62043759	1725	1542.14	4.13405	0.0391813
AUR62013994	1161	978.141	0	0
AUR62027445	1050	867.141	164.919	2.77976
AUR62041086	834	651.261	0	0
AUR62026685	330	152.894	1347.12	128.778
AUR62007084	267	97.2155	284	42.6982
AUR62008178	1266	1083.14	44	0.593738
AUR62039084	840	657.261	6.3173	0.140482
AUR62032983	558	375.81	0	0
AUR62009381	204	49.7383	3	0.881572
AUR62023698	2367	2184.14	11	0.0736104
AUR62012074	876	693.216	0	0
AUR62016998	693	510.473	0	0
AUR62012625	3477	3294.14	138.359	0.613893
AUR62039951	351	172.475	0	0
AUR62025732	1611	1428.14	5.077	0.0519593
AUR62030708	798	615.302	0	0
AUR62018084	492	310.118	125	5.89129
AUR62026706	1482	1299.14	0	0
AUR62038318	555	372.81	0	0
AUR62005211	507	324.981	1.00248	0.0450862
AUR62019339	729	546.419	0	0
AUR62039464	594	411.678	65	2.30772
AUR62032162	837	654.261	32	0.714869
AUR62039907	594	411.678	16.7335	0.594096
AUR62004092	1539	1356.14	0	0
AUR62022903	5349	5166.14	1303.71	3.68842
AUR62032472	1398	1215.14	3762.58	45.257
AUR62006611	3651	3468.14	122.029	0.514271
AUR62032834	498	316.045	0	0
AUR62026053	339	161.19	296.725	26.9056
AUR62014117	1122	939.141	133.197	2.07295
AUR62016280	885	702.216	0	0
AUR62036555	1086	903.141	0	0
AUR62035050	1908	1725.14	0	0
AUR62013101	2196	2013.14	0	0
AUR62028897	624	441.565	0	0
AUR62040376	1479	1296.14	0	0
AUR62000978	1626	1443.14	3	0.0303836
AUR62015665	645	462.489	0	0
AUR62002594	1236	1053.14	1902.25	26.4003
AUR62042714	288	114.893	0	0
AUR62004671	2427	2244.14	26.2522	0.170979
AUR62007514	1866	1683.14	88.7126	0.770357
AUR62028495	816	633.261	0	0
AUR62007779	855	672.238	0	0
AUR62031544	3164	2981.14	514.013	2.5201
AUR62028325	1308	1125.14	0	0
AUR62043255	723	540.437	0	0
AUR62001557	801	618.302	31.0856	0.734829
AUR62033735	2229	2046.14	28	0.200009
AUR62028934	1062	879.141	262.922	4.37114
AUR62017492	885	702.216	0	0
AUR62029848	789	606.302	0	0
AUR62043680	1098	915.141	0	0
AUR62030815	564	381.797	26.7002	1.02214
AUR62037110	855	672.238	7.095	0.154261
AUR62042842	1542	1359.14	177.467	1.90845
AUR62005426	969	786.141	0	0
AUR62019168	897	714.216	2.01538	0.0412434
AUR62015304	816	633.261	0	0
AUR62028778	999	816.141	34	0.608893
AUR62024937	1251	1068.14	1.01983	0.0139549
AUR62024904	3147	2964.14	259.248	1.27833
AUR62011783	1275	1092.14	27	0.361337
AUR62023268	288	114.893	0	0
AUR62027343	216	57.8637	0	0
AUR62030423	1131	948.141	0	0
AUR62011668	2919	2736.14	457.917	2.44611
AUR62013982	1104	921.141	0	0
AUR62033053	411	230.224	0	0
AUR62008439	2208	2025.14	12.0619	0.0870536
AUR62029906	3285	3102.14	230.932	1.08805
AUR62040127	957	774.141	0	0
AUR62007966	1875	1692.14	0	0
AUR62042250	291	117.501	0	0
AUR62027083	1359	1176.14	58	0.720768
AUR62036103	1338	1155.14	11.2941	0.142904
AUR62015987	702	519.473	277.993	7.82164
AUR62016198	1587	1404.14	143.502	1.49374
AUR62006586	1788	1605.14	10.7442	0.0978338
AUR62024801	648	465.489	1.36364	0.042817
AUR62028243	1386	1203.14	0	0
AUR62034589	1491	1308.14	0	0
AUR62017262	2340	2157.14	0	0
AUR62042556	1092	909.141	0	0
AUR62023688	1869	1686.14	38.4296	0.333119
AUR62014874	384	204.004	0	0
AUR62033710	1176	993.141	13.3642	0.196679
AUR62015781	336	158.364	1.07266	0.0989997
AUR62003570	429	247.865	0	0
AUR62031872	633	450.55	231.946	7.52439
AUR62009473	1653	1470.14	6.12903	0.060934
AUR62019199	960	777.141	0	0
AUR62026572	243	77.9165	0	0
AUR62014042	1860	1677.14	2.2136	0.0192911
AUR62010097	843	660.261	246.071	5.44718
AUR62037072	1026	843.141	106.302	1.84275
AUR62010819	981	798.141	105.296	1.92824
AUR62014009	531	348.87	0	0
AUR62040478	390	209.796	0	0
AUR62008541	1089	906.141	0	0
AUR62020130	1161	978.141	0	0
AUR62017404	306	130.982	0	0
AUR62013970	864	681.216	0	0
AUR62006857	2778	2595.14	10.8091	0.0608776
AUR62033509	1293	1110.14	8	0.105327
AUR62001802	621	438.565	1.38474	0.0461491
AUR62023904	2172	1989.14	54.2797	0.39884
AUR62022037	1575	1392.14	0	0
AUR62029802	1104	921.141	1.74856	0.0277447
AUR62038572	828	645.261	17.4807	0.395959
AUR62031077	390	209.796	0	0
AUR62026406	729	546.419	0	0
AUR62019545	894	711.216	116.845	2.40124
AUR62029173	1350	1167.14	0	0
AUR62019048	1290	1107.14	6	0.0792091
AUR62031569	390	209.796	124.427	8.66852
AUR62029556	378	198.153	153.866	11.3493
AUR62018284	780	597.342	0	0
AUR62035346	1149	966.141	0	0
AUR62030277	642	459.519	1.0396	0.0330665
AUR62010804	1167	984.141	48	0.712871
AUR62024888	828	645.261	0	0
AUR62021454	3123	2940.14	30.7694	0.15296
AUR62007485	861	678.238	0	0
AUR62016441	2139	1956.14	24.9132	0.186147
AUR62025977	339	161.19	163.994	14.8702
AUR62001085	1458	1275.14	5.91247	0.0677701
AUR62025682	1341	1158.14	0	0
AUR62044044	2118	1935.14	0	0
AUR62028509	1314	1131.14	0	0
AUR62017958	729	546.419	4	0.106994
AUR62027972	1458	1275.14	7.04803	0.0807861
AUR62013559	2268	2085.14	0	0
AUR62014092	999	816.141	0	0
AUR62036388	855	672.238	0	0
AUR62023788	1221	1038.14	18.147	0.25549
AUR62033981	792	609.302	0	0
AUR62004883	408	227.278	10	0.643088
AUR62029786	1782	1599.14	0	0
AUR62030313	2184	2001.14	0	0
AUR62015869	2076	1893.14	0	0
AUR62033347	1401	1218.14	59.3838	0.71252
AUR62006572	528	345.87	0	0
AUR62031015	255	87.4781	0	0
AUR62037518	1575	1392.14	281.97	2.96037
AUR62004230	1035	852.141	1.03964	0.017832
AUR62032934	1191	1008.14	72.93	1.05733
AUR62037614	942	759.141	0	0
AUR62003322	213	55.7694	0	0
AUR62015249	912	729.216	0	0
AUR62041365	2499	2316.14	3.4243	0.0216089
AUR62017985	1710	1527.14	220	2.10557
AUR62007381	1317	1134.14	764.362	9.85052
AUR62024172	1053	870.141	9.45193	0.158766
AUR62022916	786	603.342	117.925	2.85674
AUR62026389	1677	1494.14	4	0.0391287
AUR62034477	1338	1155.14	81.8893	1.03614
AUR62031139	945	762.141	0	0
AUR62012340	1779	1596.14	47.801	0.437716
AUR62041953	207	51.7461	0	0
AUR62005760	795	612.302	86.9556	2.07567
AUR62043167	423	241.964	0	0
AUR62040591	372	192.429	3.07407	0.233492
AUR62024763	2178	1995.14	0	0
AUR62000428	1251	1068.14	98.5718	1.34881
AUR62005808	420	239.036	358	21.8901
AUR62024914	2160	1977.14	0	0
AUR62033805	903	720.216	0	0
AUR62032732	4101	3918.14	503.862	1.87957
AUR62032549	417	236.092	0.579357	0.0358668
AUR62022904	237	73.2568	0	0
AUR62012984	969	786.141	0	0
AUR62008175	2397	2214.14	0	0
AUR62007627	1707	1524.14	0.543587	0.0052128
AUR62030502	2913	2730.14	2	0.0107071
AUR62016035	1179	996.141	87	1.27651
AUR62034753	1461	1278.14	0	0
AUR62007030	399	218.538	39.0746	2.61333
AUR62014718	1938	1755.14	1.11134	0.00925467
AUR62011359	1158	975.141	65	0.974256
AUR62026796	1119	936.141	45	0.702584
AUR62016163	1827	1644.14	300.892	2.67484
AUR62031994	396	215.604	0	0
AUR62009627	606	423.608	31.3816	1.08278
AUR62008062	1863	1680.14	22	0.191383
AUR62033802	1983	1800.14	0	0
AUR62036002	1872	1689.14	4553.86	39.404
AUR62027042	276	104.706	0	0
AUR62024684	441	259.594	1.05292	0.0592825
AUR62029815	747	564.4	0	0
AUR62032015	801	618.302	0	0
AUR62042775	1731	1548.14	3.01928	0.0285049
AUR62004484	1362	1179.14	9	0.111559
AUR62024729	1425	1242.14	0	0
AUR62019051	909	726.216	344	6.92341
AUR62001856	717	534.437	6	0.16409
AUR62035922	534	351.87	0	0
AUR62029837	684	501.473	0	0
AUR62022751	2289	2106.14	424.125	2.94329
AUR62044218	1704	1521.14	201.655	1.93761
AUR62003068	1014	831.141	0	0
AUR62042025	2775	2592.14	2	0.0112771
AUR62003200	1311	1128.14	0	0
AUR62040942	549	366.834	0	0
AUR62026324	1185	1002.14	272.715	3.97747
AUR62026273	1383	1200.14	1	0.0121785
AUR62033474	984	801.141	0	0
AUR62027989	1185	1002.14	0	0
AUR62034232	3750	3567.14	42.2349	0.173053
AUR62040921	1065	882.141	931.587	15.4352
AUR62039242	1164	981.141	82	1.22154
AUR62011403	573	390.758	2	0.0748081
AUR62018499	696	513.473	271	7.71399
AUR62029465	549	366.834	0	0
AUR62020658	3603	3420.14	733.009	3.13251
AUR62030631	963	780.141	340.884	6.38647
AUR62017987	3336	3153.14	181	0.839001
AUR62038336	1569	1386.14	80.8639	0.852657
AUR62001461	2013	1830.14	0	0
AUR62022544	10770	10587.1	0	0
AUR62023272	1449	1266.14	45.0409	0.519938
AUR62010605	693	510.473	0	0
AUR62005029	1833	1650.14	54.1782	0.479878
AUR62038111	1470	1287.14	596.426	6.77263
AUR62039479	255	87.4781	0	0
AUR62003662	1989	1806.14	81.5964	0.660308
AUR62005632	2742	2559.14	194.89	1.11307
AUR62028738	1224	1041.14	53.9625	0.757547
AUR62021407	504	322.013	8.11274	0.368232
AUR62033598	1716	1533.14	190.959	1.82048
AUR62005108	1011	828.141	3.06339	0.0540661
AUR62016442	1239	1056.14	21	0.290619
AUR62003956	1140	957.141	0	0
AUR62013539	1215	1032.14	0	0
AUR62036076	306	130.982	0	0
AUR62021682	270	99.6569	0	0
AUR62022122	807	624.261	2	0.0468264
AUR62024707	3840	3657.14	364.369	1.45622
AUR62004902	915	732.216	1.18796	0.0237132
AUR62014599	1737	1554.14	6.17239	0.0580484
AUR62040470	603	420.65	3446.66	119.758
AUR62001519	294	120.173	37	4.50008
AUR62032625	1098	915.141	2	0.0319425
AUR62036655	1908	1725.14	141.461	1.1985
AUR62036510	630	447.565	0	0
AUR62023014	1995	1812.14	966.825	7.79799
AUR62040315	1662	1479.14	0	0
AUR62003339	1908	1725.14	2.05644	0.0174229
AUR62029605	630	447.565	87.743	2.86539
AUR62023297	1119	936.141	0	0
AUR62022881	279	107.246	0	0
AUR62018363	1200	1017.14	37	0.531677
AUR62010707	3156	2973.14	6	0.029496
AUR62041505	2574	2391.14	255	1.5587
AUR62035721	1782	1599.14	29.8565	0.272885
AUR62010679	1506	1323.14	225.89	2.49527
AUR62032691	1224	1041.14	441	6.19093
AUR62042915	978	795.141	12.2065	0.224375
AUR62042167	792	609.302	53.1781	1.27564
AUR62039368	3366	3183.14	257.818	1.18382
AUR62033551	564	381.797	239.686	9.17567
AUR62006784	1089	906.141	0	0
AUR62028834	1416	1233.14	0	0
AUR62025229	240	75.562	0	0
AUR62003591	2097	1914.14	108	0.824664
AUR62020263	1962	1779.14	132.474	1.0883
AUR62015042	294	120.173	0	0
AUR62021140	1230	1047.14	0	0
AUR62003735	2157	1974.14	27.7842	0.205706
AUR62023654	1773	1590.14	2.19219	0.0201498
AUR62010358	561	378.81	0	0
AUR62036585	1260	1077.14	0	0
AUR62009444	1521	1338.14	0	0
AUR62005904	267	97.2155	66	9.92283
AUR62027338	1062	879.141	2	0.0332505
AUR62031318	408	227.278	0	0
AUR62031756	990	807.141	5.23178	0.0947386
AUR62023271	1182	999.141	0	0
AUR62023142	2142	1959.14	0	0
AUR62002945	1425	1242.14	4.29832	0.0505772
AUR62037145	1257	1074.14	0	0
AUR62000386	630	447.565	0	0
AUR62043962	294	120.173	8	0.97299
AUR62000855	378	198.153	15	1.10642
AUR62006893	2137	1954.14	0	0
AUR62002017	552	369.81	39	1.54139
AUR62005271	1119	936.141	50.1477	0.782954
AUR62037594	402	221.42	0	0
AUR62024005	1566	1383.14	965	10.1974
AUR62011817	2274	2091.14	137.981	0.964411
AUR62037424	1956	1773.14	0	0
AUR62017415	585	402.719	0	0
AUR62011089	2394	2211.14	394.709	2.60908
AUR62035197	1584	1401.14	66	0.688476
AUR62035234	1551	1368.14	94.9565	1.01443
AUR62023739	813	630.261	0	0
AUR62004748	1428	1245.14	5	0.0586919
AUR62000530	1458	1275.14	7	0.0802355
AUR62014831	3003	2820.14	0	0
AUR62011309	261	92.3499	0	0
AUR62028400	363	183.746	1	0.0795445
AUR62022301	444	262.516	0	0
AUR62020884	837	654.261	60.5182	1.35196
AUR62004039	1266	1083.14	2.07219	0.0279622
AUR62033115	4536	4353.14	3	0.0100727
AUR62015992	852	669.261	3	0.0655169
AUR62041309	2388	2205.14	0	0
AUR62010152	1854	1671.14	25.4064	0.222206
AUR62043388	321	144.518	0	0
AUR62025839	591	408.678	6.01567	0.215144
AUR62018776	2514	2331.14	0	0
AUR62022144	1125	942.141	0	0
AUR62005528	264	94.8197	145	22.351
AUR62041023	489	307.139	0	0
AUR62018025	1749	1566.14	27.8549	0.259955
AUR62033800	390	209.796	1	0.0696673
AUR62012422_AUR62026701_AUR62028492	2094	1911.14	0	0
AUR62029482	1710	1527.14	3	0.0287124
AUR62013166	3690	3507.14	3.09541	0.0129001
AUR62002046	1125	942.141	597.636	9.27145
AUR62040750	261	92.3499	0	0
AUR62015862	306	130.982	2.01418	0.224759
AUR62042213	1302	1119.14	75.1306	0.981203
AUR62021491	578	395.745	79.3612	2.93103
AUR62026402	570	387.784	18.0299	0.679564
AUR62003635	984	801.141	3.10171	0.0565873
AUR62016775	2403	2220.14	0	0
AUR62000140	966	783.141	35.3617	0.659964
AUR62006168	1224	1041.14	0	0
AUR62003064	1569	1386.14	42.7131	0.450382
AUR62002776	1056	873.141	0	0
AUR62023835	1020	837.141	38.2566	0.667936
AUR62019638	261	92.3499	0	0
AUR62002354	405	224.323	1029	67.0454
AUR62041549	312	136.362	30	3.21555
AUR62037591	711	528.473	0	0
AUR62038604	435	253.723	598	34.4484
AUR62004746	1947	1764.14	167.668	1.38913
AUR62004580	360	180.899	0	0
AUR62005374	1206	1023.14	53.9673	0.770943
AUR62040666	1533	1350.14	62	0.671181
AUR62007748	1563	1380.14	200.98	2.12841
AUR62022983	1002	819.141	37.8409	0.675196
AUR62018054	765	582.381	75	1.88227
AUR62013872	2001	1818.14	153	1.22996
AUR62024301	1923	1740.14	0	0
AUR62013617	483	301.179	109	5.28967
AUR62007648	663	480.489	320	9.73406
AUR62043525	1368	1185.14	1.0412	0.0128407
AUR62003281	1006	823.141	0	0
AUR62041927	312	136.362	0	0
AUR62017734	489	307.139	2	0.095175
AUR62011945	765	582.381	516.6	12.965
AUR62003095	3261	3078.14	3.36352	0.015971
AUR62040387	7902	7719.14	98.9668	0.18739
AUR62039836	1206	1023.14	140.715	2.01016
AUR62032512	1737	1554.14	737.978	6.94033
AUR62017440	1140	957.141	4.37736	0.0668441
AUR62035670	1395	1212.14	78	0.940521
AUR62021777	945	762.141	96.5607	1.85179
AUR62030056	1797	1614.14	4	0.0362198
AUR62000517	315	139.039	72	7.56872
AUR62000789	1923	1740.14	396.858	3.33333
AUR62005540	840	657.261	159.055	3.53702
AUR62011786	1563	1380.14	0	0
AUR62008437	1359	1176.14	89	1.10601
AUR62016025	1590	1407.14	1	0.010387
AUR62032769	1092	909.141	0	0
AUR62005789	1098	915.141	0	0
AUR62041304	1794	1611.14	0	0
AUR62005746	636	453.535	51	1.64356
AUR62010551	1470	1287.14	180	2.04396
AUR62039132	507	324.981	273.775	12.313
AUR62028376	5478	5295.14	3794.36	10.4734
AUR62019608	486	304.159	0	0
AUR62020728	2547	2364.14	10	0.0618235
AUR62039837	4872	4689.14	29.284	0.0912776
AUR62018765	1839	1656.14	8.38095	0.0739645
AUR62028475	231	68.7428	0	0
AUR62014977	591	408.678	1153	41.2359
AUR62029601	558	375.81	1	0.0388919
AUR62003358	1002	819.141	4	0.0713721
AUR62004545	1374	1191.14	0	0
AUR62015333	1707	1524.14	0	0
AUR62015364	795	612.302	0	0
AUR62000714	3093	2910.14	2	0.0100448
AUR62023562	1035	852.141	0	0
AUR62027478	678	495.473	0	0
AUR62037378	1674	1491.14	4	0.0392074
AUR62023651	1803	1620.14	18.158	0.163811
AUR62033971	816	633.261	0	0
AUR62008182	1554	1371.14	3	0.0319791
AUR62014922	726	543.437	0	0
AUR62038429	2268	2085.14	641.242	4.49484
AUR62043111	675	492.473	26.3137	0.780958
AUR62032828	438	256.672	0	0
AUR62014318	1137	954.141	80.2886	1.2299
AUR62012165	1806	1623.14	2.88889	0.0260137
AUR62015979	1788	1605.14	78	0.710245
AUR62036707	1398	1215.14	18.19	0.218793
AUR62015379	714	531.437	14.2934	0.393106
AUR62011237	1662	1479.14	19	0.187746
AUR62022008	1563	1380.14	0	0
AUR62022103	1575	1392.14	5	0.0524945
AUR62011870	861	678.238	0	0
AUR62019121	471	289.298	86.6562	4.37806
AUR62022432	690	507.473	10	0.288015
AUR62037932	1191	1008.14	0	0
AUR62003795	1752	1569.14	1.02868	0.00958175
AUR62034087	1026	843.141	690.847	11.9759
AUR62020548	1374	1191.14	23392.2	287.035
AUR62005979	396	215.604	0	0
AUR62031253	792	609.302	3	0.0719641
AUR62003568	984	801.141	2	0.0364878
AUR62041397	954	771.141	0	0
AUR62033643	912	729.216	0	0
AUR62024501	624	441.565	0	0
AUR62013744	1836	1653.14	41.5742	0.367571
AUR62033545	1350	1167.14	0	0
AUR62027365	657	474.489	4	0.123214
AUR62024010	363	183.746	0	0
AUR62002088	573	390.758	140	5.23657
AUR62041609	1125	942.141	0	0
AUR62007985	3981	3798.14	91.6566	0.352712
AUR62020827	3099	2916.14	9	0.0451088
AUR62026598	1650	1467.14	0	0
AUR62022339	5598	5415.14	1010.39	2.72713
AUR62035651	522	339.882	0	0
AUR62002108	459	277.364	36	1.89705
AUR62028678	1317	1134.14	0	0
AUR62019534	1338	1155.14	372.706	4.71583
AUR62037659	1806	1623.14	18.5919	0.167415
AUR62005877	966	783.141	0	0
AUR62012901	996	813.141	4.63405	0.0832955
AUR62026164	720	537.437	76.9657	2.09313
AUR62023321	1158	975.141	0	0
AUR62024192	624	441.565	4	0.132401
AUR62031310	2328	2145.14	62	0.422438
AUR62010490	1380	1197.14	15	0.183136
AUR62013254	777	594.342	2.03976	0.0501614
AUR62029181	735	552.419	0	0
AUR62036308	963	780.141	19.4607	0.364597
AUR62038809	1971	1788.14	0	0
AUR62017047	2061	1878.14	61	0.47471
AUR62039822	1926	1743.14	0	0
AUR62014253	354	175.345	18	1.5004
AUR62003480	267	97.2155	1.08743	0.163491
AUR62010821	1086	903.141	18.36	0.297128
AUR62044356	2133	1950.14	0	0
AUR62038879	1383	1200.14	0	0
AUR62033387	3423	3240.14	496.678	2.24046
AUR62022634	1152	969.141	0	0
AUR62023070	624	441.565	118.791	3.93203
AUR62021703	1824	1641.14	0	0
AUR62031966	1071	888.141	6	0.0987407
AUR62037114	522	339.882	0	0
AUR62029172	1017	834.141	0	0
AUR62032450	903	720.216	219.599	4.45651
AUR62011679	525	342.87	11	0.468911
AUR62040313	816	633.261	0	0
AUR62017716	1821	1638.14	147.927	1.31985
AUR62021320	1185	1002.14	0	0
AUR62031003	485	303.179	56	2.6997
AUR62035562	705	522.473	73.7965	2.06443
AUR62013879	603	420.65	428.405	14.8854
AUR62006239	456	274.364	1229.7	65.5089
AUR62000567	1029	846.141	227.572	3.931
AUR62041274	1722	1539.14	71.986	0.683592
AUR62016397	1251	1068.14	54.1932	0.741555
AUR62025481	1296	1113.14	26	0.341389
AUR62037349	483	301.179	0	0
AUR62040745	378	198.153	0	0
AUR62003162	669	486.473	44	1.32197
AUR62015843	738	555.419	0	0
AUR62016037	1934	1751.14	8	0.0667722
AUR62019055	1332	1149.14	13	0.165347
AUR62013073	1497	1314.14	0	0
AUR62001579	1161	978.141	725	10.8334
AUR62034264	324	147.298	0	0
AUR62011375	1563	1380.14	8	0.0847215
AUR62008522	1698	1515.14	0	0
AUR62037646	2460	2277.14	112.189	0.720088
AUR62019294	1338	1155.14	8.03774	0.101701
AUR62003422	1068	885.141	0	0
AUR62018082	606	423.608	0	0
AUR62010526	1482	1299.14	23	0.258761
AUR62034511	3576	3393.14	0	0
AUR62024738	711	528.473	0	0
AUR62013931	1134	951.141	90	1.38301
AUR62033177	645	462.489	2	0.0632057
AUR62041940	579	396.745	1	0.0368396
AUR62019013	339	161.19	79	7.16334
AUR62038408	837	654.261	1	0.0223396
AUR62026339	591	408.678	0	0
AUR62029379	894	711.216	295.889	6.08071
AUR62036932	546	363.846	0	0
AUR62009925	876	693.216	0	0
AUR62006739	360	180.899	22	1.77751
AUR62016802	2946	2763.14	49.3502	0.261044
AUR62004610	1399	1216.14	335.372	4.0306
AUR62021155	201	47.8101	0	0
AUR62014558	882	699.216	0	0
AUR62042881	2103	1920.14	335	2.54999
AUR62019189	942	759.141	2.44483	0.0470709
AUR62032327	273	102.221	1	0.142984
AUR62000719	2703	2520.14	1329.98	7.71345
AUR62028149	1320	1137.14	0	0
AUR62015013	1791	1608.14	1221.07	11.0979
AUR62027234	456	274.364	0	0
AUR62009845	513	330.915	5.40895	0.238904
AUR62035176	825	642.261	1	0.022757
AUR62022487	1587	1404.14	152	1.58219
AUR62006169	999	816.141	0	0
AUR62006864	555	372.81	1	0.0392049
AUR62031215	375	195.285	0	0
AUR62016646	1497	1314.14	1.00582	0.0111868
AUR62005725	1287	1104.14	1	0.0132374
