target_id	length	eff_length	Cp_2	Cp_2_tpm
AUR62000978	1626	1441.98	1	0.0121781
AUR62015665	645	461.259	0	0
AUR62002594	1236	1051.98	1518.18	25.3428
AUR62042714	288	114.326	0	0
AUR62004671	2427	2242.98	13.5805	0.106324
AUR62007514	1866	1681.98	141.827	1.48073
AUR62028495	816	632.028	1	0.0277846
AUR62007779	855	671.028	0	0
AUR62031544	3164	2979.98	784.5	4.62296
AUR62028325	1308	1123.98	0	0
AUR62043255	723	539.062	0	0
AUR62001557	801	617.041	33.8832	0.9643
AUR62033735	2229	2044.98	30	0.257616
AUR62028934	1062	877.984	270	5.4003
AUR62017492	885	701.014	1	0.0250504
AUR62029848	789	605.041	0	0
AUR62043680	1098	913.984	0	0
AUR62030815	564	380.409	26.0792	1.20388
AUR62037110	855	671.028	7.11984	0.186325
AUR62042842	1542	1357.98	245.328	3.17243
AUR62005426	969	784.984	0	0
AUR62019168	897	713.014	3.00587	0.074031
AUR62015304	816	632.028	0	0
AUR62028778	999	814.984	35	0.754154
AUR62024937	1251	1066.98	5	0.0822911
AUR62024904	3147	2962.98	225.451	1.33617
AUR62011783	1275	1090.98	21	0.33802
AUR62023268	288	114.326	0	0
AUR62027343	216	57.8974	0	0
AUR62030423	1131	946.984	0	0
AUR62011668	2919	2734.98	415.863	2.67015
AUR62013982	1104	919.984	0	0
AUR62033053	411	228.964	0	0
AUR62008439	2208	2023.98	32.2316	0.279651
AUR62029906	3285	3100.98	229.357	1.29883
AUR62040127	957	772.984	0	0
AUR62007966	1875	1690.98	0	0
AUR62042250	291	116.947	0	0
AUR62027083	1359	1174.98	60	0.896727
AUR62036103	1338	1153.98	12.1604	0.185049
AUR62015987	702	518.094	275.692	9.3445
AUR62016198	1587	1402.98	153.562	1.92208
AUR62006586	1788	1603.98	9.66453	0.105809
AUR62024801	648	464.24	5.1	0.192916
AUR62028243	1386	1201.98	0	0
AUR62034589	1491	1306.98	0	0
AUR62017262	2340	2155.98	0	0
AUR62042556	1092	907.984	1	0.0193403
AUR62023688	1869	1684.98	37.9145	0.39514
AUR62014874	384	202.748	0	0
AUR62033710	1176	991.984	16.4517	0.291237
AUR62015781	336	157.251	7.56589	0.844906
AUR62003570	429	246.471	0	0
AUR62031872	633	449.277	289.724	11.3243
AUR62009473	1653	1468.98	17.7437	0.212114
AUR62019199	960	775.984	0	0
AUR62026572	243	77.2848	0	0
AUR62014042	1860	1675.98	5.09091	0.0533416
AUR62010097	843	659.028	219.242	5.842
AUR62037072	1026	841.984	87.7311	1.82975
AUR62010819	981	796.984	117.97	2.59933
AUR62014009	531	347.526	0	0
AUR62040478	390	208.529	0	0
AUR62008541	1089	904.984	0	0
AUR62020130	1161	976.984	2.32835	0.0418507
AUR62017404	306	130.173	0	0
AUR62013970	864	680.028	0	0
AUR62006857	2778	2593.98	8.40575	0.056905
AUR62033509	1293	1108.98	3	0.0475047
AUR62001802	621	437.286	4	0.160633
AUR62023904	2172	1987.98	65.779	0.581053
AUR62022037	1575	1390.98	0	0
AUR62029802	1104	919.984	3.01672	0.0575831
AUR62038572	828	644.028	7.70057	0.209971
AUR62031077	390	208.529	0	0
AUR62026406	729	545.051	0	0
AUR62019545	894	710.014	103.965	2.57135
AUR62029173	1350	1165.98	0	0
AUR62019048	1290	1105.98	1.03036	0.0163599
AUR62031569	390	208.529	257.634	21.6959
AUR62029556	378	196.95	211.385	18.8477
AUR62018284	780	596.041	0	0
AUR62035346	1149	964.984	2	0.0363958
AUR62030277	642	458.268	0	0
AUR62010804	1167	982.984	40	0.714586
AUR62024888	828	644.028	0	0
AUR62021454	3123	2938.98	50.7864	0.303453
AUR62007485	861	677.028	0	0
AUR62016441	2139	1954.98	14.6737	0.131807
AUR62025977	339	160.008	155	17.011
AUR62001085	1458	1273.98	13.74	0.189393
AUR62025682	1341	1156.98	0	0
AUR62044044	2118	1933.98	1.375	0.0124851
AUR62028509	1314	1129.98	0	0
AUR62017958	729	545.051	7	0.225529
AUR62027972	1458	1273.98	2.00729	0.0276686
AUR62013559	2268	2083.98	0	0
AUR62014092	999	814.984	0	0
AUR62036388	855	671.028	0	0
AUR62023788	1221	1036.98	23.5391	0.39862
AUR62033981	792	608.041	0	0
AUR62004883	408	226.001	11	0.85472
AUR62029786	1782	1597.98	0	0
AUR62030313	2184	1999.98	0	0
AUR62015869	2076	1891.98	0	0
AUR62033347	1401	1216.98	64.0853	0.924729
AUR62006572	528	344.526	0	0
AUR62031015	255	86.84	0	0
AUR62037518	1575	1390.98	448.79	5.66582
AUR62004230	1035	850.984	0	0
AUR62032934	1191	1006.98	57.9336	1.0103
AUR62037614	942	758	0	0
AUR62003322	213	55.7427	0	0
AUR62015249	912	728	0	0
AUR62041365	2499	2314.98	16.6853	0.126569
AUR62017985	1710	1525.98	193	2.221
AUR62007381	1317	1132.98	992.144	15.3777
AUR62024172	1053	868.984	5.09244	0.102909
AUR62022916	786	602.041	124.253	3.62428
AUR62026389	1677	1492.98	0	0
AUR62034477	1338	1153.98	61.4833	0.935617
AUR62031139	945	761	3	0.0692274
AUR62012340	1779	1594.98	33.249	0.366069
AUR62041953	207	51.711	0	0
AUR62005760	795	611.041	69.8261	2.00673
AUR62043167	423	240.583	0	0
AUR62040591	372	191.186	5.06024	0.46479
AUR62024763	2178	1993.98	0	0
AUR62000428	1251	1066.98	93.7267	1.54258
AUR62005808	420	237.651	435	32.1434
AUR62024914	2160	1975.98	1.02362	0.00909699
AUR62033805	903	719	0	0
AUR62032732	4101	3916.98	499.382	2.23884
AUR62032549	417	234.726	0	0
AUR62022904	237	72.7994	5	1.2061
AUR62012984	969	784.984	0	0
AUR62008175	2397	2212.98	0	0
AUR62007627	1707	1522.98	0	0
AUR62030502	2913	2728.98	0	0
AUR62016035	1179	994.984	95.9675	1.69375
AUR62034753	1461	1276.98	0	0
AUR62007030	399	217.219	34.6184	2.79865
AUR62014718	1938	1753.98	2.03394	0.0203636
AUR62011359	1158	973.984	57	1.02769
AUR62026796	1119	934.984	59	1.10813
AUR62016163	1827	1642.98	287.2	3.06967
AUR62031994	396	214.358	0	0
AUR62009627	606	422.329	28.1676	1.17122
AUR62008062	1863	1678.98	20	0.209182
AUR62033802	1983	1798.98	0	0
AUR62036002	1872	1687.98	4588.8	47.7388
AUR62027042	276	104.122	0	0
AUR62024684	441	258.3	1.10113	0.0748608
AUR62029815	747	563.041	1.01015	0.0315056
AUR62032015	801	617.041	0	0
AUR62042775	1731	1546.98	2	0.0227031
AUR62004484	1362	1177.98	15	0.223611
AUR62024729	1425	1240.98	0	0
AUR62019051	909	725	347	8.4049
AUR62001856	717	533.073	8	0.263539
AUR62035922	534	350.512	0	0
AUR62029837	684	500.105	3.07593	0.108008
AUR62022751	2289	2104.98	322.96	2.69427
AUR62044218	1704	1519.98	85.9426	0.992911
AUR62003068	1014	829.984	0	0
AUR62042025	2775	2590.98	0	0
AUR62003200	1311	1126.98	0	0
AUR62040942	549	365.483	0	0
AUR62026324	1185	1000.98	328.234	5.75834
AUR62026273	1383	1198.98	2	0.0292926
AUR62033474	984	799.984	0	0
AUR62027989	1185	1000.98	0	0
AUR62034232	3750	3565.98	46.8525	0.230725
AUR62040921	1065	880.984	1084.48	21.6169
AUR62039242	1164	979.984	103	1.84569
AUR62011403	573	389.394	3	0.135292
AUR62018499	696	512.105	267.691	9.17943
AUR62029465	549	365.483	0	0
AUR62020658	3603	3418.98	721.786	3.70726
AUR62030631	963	778.984	388.391	8.75551
AUR62017987	3336	3151.98	172	0.958265
AUR62038336	1569	1384.98	104.919	1.3303
AUR62001461	2013	1828.98	4	0.0384053
AUR62022544	10770	10586	4.2825	0.00710408
AUR62023272	1449	1264.98	69.5613	0.965659
AUR62010605	693	509.105	3	0.10348
AUR62005029	1833	1648.98	74.4098	0.792419
AUR62038111	1470	1285.98	690.077	9.4233
AUR62039479	255	86.84	1	0.202219
AUR62003662	1989	1804.98	73.3892	0.714003
AUR62005632	2742	2557.98	155.718	1.06901
AUR62028738	1224	1039.98	74	1.24953
AUR62021407	504	320.625	4.14028	0.226764
AUR62033598	1716	1531.98	303.972	3.48434
AUR62005108	1011	826.984	1	0.0212346
AUR62016442	1239	1054.98	15.2406	0.253687
AUR62003956	1140	955.984	0	0
AUR62013539	1215	1030.98	5.0269	0.0856227
AUR62036076	306	130.173	2.4	0.323766
AUR62021682	270	99.0892	0	0
AUR62022122	807	623.041	4	0.112742
AUR62024707	3840	3655.98	399.868	1.92067
AUR62004902	915	731	2	0.0480456
AUR62014599	1737	1552.98	4.14641	0.0468864
AUR62040470	603	419.337	3791.86	158.793
AUR62001519	294	119.502	33	4.84929
AUR62032625	1098	913.984	2	0.0384266
AUR62036655	1908	1723.98	97.0709	0.988773
AUR62036510	630	446.286	0	0
AUR62023014	1995	1810.98	1007.19	9.76649
AUR62040315	1662	1477.98	0	0
AUR62003339	1908	1723.98	1.01005	0.0102885
AUR62029605	630	446.286	82.4184	3.24304
AUR62023297	1119	934.984	0	0
AUR62022881	279	106.642	0	0
AUR62018363	1200	1015.98	20.2261	0.349596
AUR62010707	3156	2971.98	6	0.0354524
AUR62041505	2574	2389.98	285	2.09407
AUR62035721	1782	1597.98	35.3974	0.388991
AUR62010679	1506	1321.98	199.724	2.65304
AUR62032691	1224	1039.98	558.971	9.43852
AUR62042915	978	793.984	2.39787	0.053034
AUR62042167	792	608.041	72	2.07941
AUR62039368	3366	3181.98	210.923	1.16404
AUR62033551	564	380.409	155.826	7.19334
AUR62006784	1089	904.984	0	0
AUR62028834	1416	1231.98	0	0
AUR62025229	240	74.999	0	0
AUR62003591	2097	1912.98	148	1.3586
AUR62020263	1962	1777.98	102.251	1.00991
AUR62015042	294	119.502	0	0
AUR62021140	1230	1045.98	0	0
AUR62003735	2157	1972.98	33.8981	0.301712
AUR62023654	1773	1588.98	0	0
AUR62010358	561	377.424	0	0
AUR62036585	1260	1075.98	1.02131	0.0166683
AUR62009444	1521	1336.98	2.24038	0.0294263
AUR62005904	267	96.6612	60.8274	11.0507
AUR62027338	1062	877.984	0	0
AUR62031318	408	226.001	0	0
AUR62031756	990	805.984	1.5131	0.0329673
AUR62023271	1182	997.984	0	0
AUR62023142	2142	1957.98	0	0
AUR62002945	1425	1240.98	1.10253	0.0156015
AUR62037145	1257	1072.98	0	0
AUR62000386	630	446.286	0.0565897	0.00222672
AUR62043962	294	119.502	1	0.146948
AUR62000855	378	196.95	11	0.980792
AUR62006893	2137	1952.98	0	0
AUR62002017	552	368.469	29	1.3821
AUR62005271	1119	934.984	32	0.601017
AUR62037594	402	220.144	4.02053	0.320713
AUR62024005	1566	1381.98	1264	16.0615
AUR62011817	2274	2089.98	144.991	1.21826
AUR62037424	1956	1771.98	0	0
AUR62017415	585	401.37	0	0
AUR62011089	2394	2209.98	443.075	3.5207
AUR62035197	1584	1399.98	61	0.765152
AUR62035234	1551	1366.98	135	1.73425
AUR62023739	813	629.041	0	0
AUR62004748	1428	1243.98	1	0.0141165
AUR62000530	1458	1273.98	9	0.124057
AUR62014831	3003	2818.98	1	0.00622943
AUR62011309	261	91.6935	0	0
AUR62028400	363	182.605	0	0
AUR62022301	444	261.242	0	0
AUR62020884	837	653.028	42.7507	1.14961
AUR62004039	1266	1081.98	3	0.0486902
AUR62033115	4536	4351.98	0	0
AUR62015992	852	668.028	1	0.0262873
AUR62041309	2388	2203.98	0	0
AUR62010152	1854	1669.98	27.3848	0.287964
AUR62043388	321	143.506	0	0
AUR62025839	591	407.37	2	0.0862148
AUR62018776	2514	2329.98	0	0
AUR62022144	1125	940.984	0	0
AUR62005528	264	94.1259	141	26.3058
AUR62041023	489	305.732	0	0
AUR62018025	1749	1564.98	12	0.134652
AUR62033800	390	208.529	3	0.252636
AUR62012422_AUR62026701_AUR62028492	2094	1909.98	0	0
AUR62029482	1710	1525.98	3	0.0345233
AUR62013166	3690	3505.98	8.274	0.0414426
AUR62002046	1125	940.984	666.841	12.4446
AUR62040750	261	91.6935	0	0
AUR62015862	306	130.173	3.04545	0.410839
AUR62042213	1302	1117.98	81.7104	1.28346
AUR62021491	578	394.378	29.0938	1.29548
AUR62026402	570	386.394	15.0464	0.683825
AUR62003635	984	799.984	4.11538	0.0903378
AUR62016775	2403	2218.98	3	0.0237415
AUR62000140	966	781.984	44.6873	1.00352
AUR62006168	1224	1039.98	0	0
AUR62003064	1569	1384.98	76.5137	0.970142
AUR62002776	1056	871.984	0	0
AUR62023835	1020	835.984	103.153	2.16682
AUR62019638	261	91.6935	0	0
AUR62002354	405	223.069	1009	79.4317
AUR62041549	312	135.491	34	4.40667
AUR62037591	711	527.094	0	0
AUR62038604	435	252.371	549	38.2009
AUR62004746	1947	1762.98	142.312	1.41753
AUR62004580	360	179.796	2.90804	0.284028
AUR62005374	1206	1021.98	73.5476	1.26376
AUR62040666	1533	1348.98	37	0.481655
AUR62007748	1563	1378.98	210.985	2.68679
AUR62022983	1002	817.984	34	0.72992
AUR62018054	765	581.041	73	2.20626
AUR62013872	2001	1816.98	143	1.38206
AUR62024301	1923	1738.98	0	0
AUR62013617	483	299.763	77	4.51081
AUR62007648	663	479.183	397	14.5489
AUR62043525	1368	1183.98	1.03537	0.0153565
AUR62003281	1006	821.984	0	0
AUR62041927	312	135.491	0	0
AUR62017734	489	305.732	0	0
AUR62011945	765	581.041	569.178	17.2022
AUR62003095	3261	3076.98	7.21222	0.0411609
AUR62040387	7902	7717.98	92.9843	0.211567
AUR62039836	1206	1021.98	136.237	2.34095
AUR62032512	1737	1552.98	754.439	8.53096
AUR62017440	1140	955.984	0	0
AUR62035670	1395	1210.98	87	1.2616
AUR62021777	945	761	122.862	2.83513
AUR62030056	1797	1612.98	2	0.0217741
AUR62000517	315	138.128	87	11.0606
AUR62000789	1923	1738.98	422.063	4.26209
AUR62005540	840	656.028	127.273	3.40686
AUR62011786	1563	1378.98	0	0
AUR62008437	1359	1174.98	75	1.12091
AUR62016025	1590	1405.98	0	0
AUR62032769	1092	907.984	1	0.0193403
AUR62005789	1098	913.984	2.14686	0.0412482
AUR62041304	1794	1609.98	0	0
AUR62005746	636	452.268	34	1.32015
AUR62010551	1470	1285.98	261.984	3.57751
AUR62039132	507	323.612	343.947	18.6641
AUR62028376	5478	5293.98	3032.83	10.0602
AUR62019608	486	302.738	2	0.116012
AUR62020728	2547	2362.98	12	0.0891788
AUR62039837	4872	4687.98	30.2858	0.113447
AUR62018765	1839	1654.98	7.39161	0.0784307
AUR62028475	231	68.4775	0	0
AUR62014977	591	407.37	930	40.0899
AUR62029601	558	374.432	0	0
AUR62003358	1002	817.984	1	0.0214682
AUR62004545	1374	1189.98	0	0
AUR62015333	1707	1522.98	0	0
AUR62015364	795	611.041	0	0
AUR62000714	3093	2908.98	2	0.0120734
AUR62023562	1035	850.984	0	0
AUR62027478	678	494.154	0	0
AUR62037378	1674	1489.98	2	0.0235716
AUR62023651	1803	1618.98	25.3033	0.274458
AUR62033971	816	632.028	0	0
AUR62008182	1554	1369.98	2	0.0256363
AUR62014922	726	542.062	0	0
AUR62038429	2268	2083.98	372.833	3.14167
AUR62043111	675	491.154	19.174	0.685546
AUR62032828	438	255.336	1	0.0687749
AUR62014318	1137	952.984	85.3704	1.57312
AUR62012165	1806	1621.98	0	0
AUR62015979	1788	1603.98	102	1.11671
AUR62036707	1398	1213.98	27.8044	0.4022
AUR62015379	714	530.084	26.2839	0.870735
AUR62011237	1662	1477.98	27	0.320801
AUR62022008	1563	1378.98	0	0
AUR62022103	1575	1390.98	4.11268	0.051921
AUR62011870	861	677.028	2	0.0518758
AUR62019121	471	287.909	94.2727	5.75005
AUR62022432	690	506.105	3	0.104093
AUR62037932	1191	1006.98	0	0
AUR62003795	1752	1567.98	4	0.0447981
AUR62034087	1026	841.984	801.604	16.7185
AUR62020548	1374	1189.98	35041.2	517.105
AUR62005979	396	214.358	0	0
AUR62031253	792	608.041	5.03937	0.145541
AUR62003568	984	799.984	45.2587	0.993487
AUR62041397	954	769.984	1	0.0228065
AUR62033643	912	728	0	0
AUR62024501	624	440.286	0	0
AUR62013744	1836	1651.98	30.8265	0.327688
AUR62033545	1350	1165.98	0	0
AUR62027365	657	473.202	1	0.0371103
AUR62024010	363	182.605	0	0
AUR62002088	573	389.394	121	5.4568
AUR62041609	1125	940.984	0	0
AUR62007985	3981	3796.98	81.2738	0.375883
AUR62020827	3099	2914.98	5.06701	0.0305251
AUR62026598	1650	1465.98	0	0
AUR62022339	5598	5413.98	891.919	2.89301
AUR62035651	522	338.553	0	0
AUR62002108	459	276.033	37	2.35386
AUR62028678	1317	1132.98	0	0
AUR62019534	1338	1153.98	442.84	6.73888
AUR62037659	1806	1621.98	24	0.25984
AUR62005877	966	781.984	0	0
AUR62012901	996	811.984	4.70869	0.101834
AUR62026164	720	536.073	77	2.52236
AUR62023321	1158	973.984	4.30017	0.0775309
AUR62024192	624	440.286	8	0.319078
AUR62031310	2328	2143.98	71	0.581538
AUR62010490	1380	1195.98	22	0.323027
AUR62013254	777	593.041	1.02072	0.0302248
AUR62029181	735	551.041	0	0
AUR62036308	963	778.984	32.6779	0.736659
AUR62038809	1971	1786.98	0	0
AUR62017047	2061	1876.98	63.0655	0.590027
AUR62039822	1926	1741.98	0	0
AUR62014253	354	174.138	24	2.42025
AUR62003480	267	96.6612	1.06161	0.192866
AUR62010821	1086	901.984	109.657	2.13491
AUR62044356	2133	1948.98	0	0
AUR62038879	1383	1198.98	0	0
AUR62033387	3423	3238.98	474.903	2.57476
AUR62022634	1152	967.984	2	0.036283
AUR62023070	624	440.286	106.563	4.25022
AUR62021703	1824	1639.98	0	0
AUR62031966	1071	886.984	2	0.0395963
AUR62037114	522	338.553	0	0
AUR62029172	1017	832.984	0	0
AUR62032450	903	719	229.715	5.6105
AUR62011679	525	341.547	18	0.925473
AUR62040313	816	632.028	1.14931	0.0319331
AUR62017716	1821	1636.98	135.211	1.45047
AUR62021320	1185	1000.98	0	0
AUR62031003	485	301.757	48	2.79335
AUR62035562	705	521.094	73.1503	2.46514
AUR62013879	603	419.337	509.452	21.3344
AUR62006239	456	273.05	1176.75	75.6801
AUR62000567	1029	844.984	230.665	4.79374
AUR62041274	1722	1537.98	63.9161	0.729793
AUR62016397	1251	1066.98	104.344	1.71732
AUR62025481	1296	1111.98	37	0.584311
AUR62037349	483	299.763	0	0
AUR62040745	378	196.95	0	0
AUR62003162	669	485.164	2	0.0723907
AUR62015843	738	554.041	0.5	0.0158478
AUR62016037	1934	1749.98	13	0.130452
AUR62019055	1332	1147.98	20	0.305939
AUR62013073	1497	1312.98	0	0
AUR62001579	1161	976.984	708.977	12.7434
AUR62034264	324	146.231	0	0
AUR62011375	1563	1378.98	10	0.127345
AUR62008522	1698	1513.98	0	0
AUR62037646	2460	2275.98	115.891	0.894176
AUR62019294	1338	1153.98	18.196	0.276896
AUR62003422	1068	883.984	0	0
AUR62018082	606	422.329	0	0
AUR62010526	1482	1297.98	24	0.3247
AUR62034511	3576	3391.98	0	0
AUR62024738	711	527.094	0	0
AUR62013931	1134	949.984	84	1.55276
AUR62033177	645	461.259	13	0.494926
AUR62041940	579	395.37	2	0.0888316
AUR62019013	339	160.008	86	9.43838
AUR62038408	837	653.028	1	0.0268912
AUR62026339	591	407.37	0	0
AUR62029379	894	710.014	382.371	9.45712
AUR62036932	546	362.483	0	0
AUR62009925	876	692.028	0	0
AUR62006739	360	179.796	41	4.00446
AUR62016802	2946	2761.98	41.711	0.265198
AUR62004610	1399	1214.98	309.891	4.47899
AUR62021155	201	47.8427	0	0
AUR62014558	882	698.014	0	0
AUR62042881	2103	1918.98	309.914	2.83603
AUR62019189	942	758	2.33096	0.0540017
AUR62032327	273	101.578	5	0.864396
AUR62000719	2703	2518.98	1482.55	10.3354
AUR62028149	1320	1135.98	0	0
AUR62015013	1791	1606.98	1142.55	12.4855
AUR62027234	456	273.05	4.68797	0.301497
AUR62009845	513	329.573	10.8206	0.576556
AUR62035176	825	641.028	1	0.0273946
AUR62022487	1587	1402.98	131	1.63968
AUR62006169	999	814.984	5.0981	0.10985
AUR62006864	555	371.446	1.75	0.0827338
AUR62031215	375	194.065	0	0
