target_id	length	eff_length	Cs_5	Cs_5_tpm
AUR62027493	936	753.483	12	0.442512
AUR62031805	864	681.483	23.3802	0.953256
AUR62031177	2034	1851.48	0	0
AUR62006343	1650	1467.48	2	0.0378681
AUR62039498	549	366.676	0	0
AUR62017783	1857	1674.48	2.23077	0.0370161
AUR62001907	327	151.185	0	0
AUR62026287	594	411.549	18.1007	1.22206
AUR62012020	843	660.483	9	0.378615
AUR62001009	1338	1155.48	0	0
AUR62003673	651	468.493	2	0.118616
AUR62032751	1878	1695.48	0	0
AUR62012508	1329	1146.48	0	0
AUR62025098	360	181.792	0	0
AUR62031213	630	447.493	0	0
AUR62040512	1413	1230.48	2	0.0451618
AUR62026943	630	447.493	0	0
AUR62036635	642	459.493	0	0
AUR62021212	1275	1092.48	36	0.915598
AUR62025691	1275	1092.48	740.757	18.8399
AUR62044300_AUR62036674	1074	891.483	40.1348	1.25091
AUR62017670	1116	933.483	12.6784	0.377378
AUR62011514	1395	1212.48	0	0
AUR62037899	1920	1737.48	19	0.303843
AUR62039224	603	420.531	17	1.12323
AUR62036065	1110	927.483	0	0
AUR62000005	2289	2106.48	0	0
AUR62022200	4428	4245.48	628.911	4.11604
AUR62033290	1422	1239.48	0	0
AUR62013253	1698	1515.48	1	0.0183344
AUR62038293	2121	1938.48	0	0
AUR62025411	2073	1890.48	7.72141	0.113486
AUR62030875	2538	2355.48	4	0.0471842
AUR62037720	1626	1443.48	0	0
AUR62031228	1554	1371.48	2.08122	0.0421643
AUR62020574	1692	1509.48	0	0
AUR62020710	963	780.483	0	0
AUR62030580	708	525.483	12	0.634511
AUR62037464	441	259.796	0	0
AUR62003048	2412	2229.48	20	0.249254
AUR62023455	3849	3666.48	5	0.0378911
AUR62016429	2685	2502.48	293.131	3.25467
AUR62009276	1899	1716.48	23	0.37231
AUR62027030	7311	7128.48	55.8891	0.217845
AUR62009392	1371	1188.48	293.753	6.86762
AUR62009070	1374	1191.48	2	0.04664
AUR62019274	1866	1683.48	54	0.891255
AUR62036947	4476	4293.48	275.832	1.78505
AUR62016493	1338	1155.48	40	0.961863
AUR62024924	597	414.54	2	0.134054
AUR62036698	696	513.483	242	13.095
AUR62004533	944	761.483	48	1.75145
AUR62005346	1128	945.483	0	0
AUR62035326	741	558.483	16	0.796025
AUR62032536	1386	1203.48	13	0.300137
AUR62028983	930	747.483	0	0
AUR62011017	768	585.483	0	0
AUR62011357	1326	1143.48	9.33323	0.226787
AUR62022291	1995	1812.48	12	0.18396
AUR62008916	522	339.813	18	1.4718
AUR62006787	939	756.483	1.23873	0.0454984
AUR62028451	2343	2160.48	12.6706	0.162954
AUR62015503	1758	1575.48	64.2903	1.13383
AUR62011460	912	729.483	12	0.45707
AUR62000712	1635	1452.48	1.73189	0.0331303
AUR62004045	1458	1275.48	75	1.63382
AUR62030297	1770	1587.48	20	0.350056
AUR62032554	1230	1047.48	66.6493	1.76793
AUR62038709	1905	1722.48	394.301	6.36049
AUR62025804	726	543.483	0	0
AUR62008405	687	504.483	0	0
AUR62019207	585	402.567	391	26.987
AUR62044482	435	253.88	0	0
AUR62027833	1416	1233.48	108	2.43281
AUR62011420	207	54.1112	235	120.669
AUR62044439	1227	1044.48	0	0
AUR62040388	3144	2961.48	333.865	3.1324
AUR62043759	1725	1542.48	126.54	2.27942
AUR62013994	1161	978.483	0	0
AUR62027445	1050	867.483	10.05	0.321902
AUR62041086	834	651.483	0	0
AUR62026685	330	153.949	1.21871	0.219958
AUR62007084	267	98.9399	0	0
AUR62008178	1266	1083.48	90	2.30801
AUR62039084	840	657.483	130.971	5.53488
AUR62032983	558	375.652	0	0
AUR62009381	204	51.9979	17	9.08405
AUR62023698	2367	2184.48	42	0.534217
AUR62012074	876	693.483	0	0
AUR62016998	693	510.483	0	0
AUR62012625	3477	3294.48	12.9104	0.108885
AUR62039951	351	173.35	104	16.6696
AUR62025732	1611	1428.48	41.9285	0.81555
AUR62030708	798	615.483	0	0
AUR62018084	492	310.079	6	0.537645
AUR62026706	1482	1299.48	3	0.0641457
AUR62038318	555	372.66	4	0.298239
AUR62005211	507	324.921	4951	423.382
AUR62019339	729	546.483	1	0.050844
AUR62039464	594	411.549	1	0.0675142
AUR62032162	837	654.483	0	0
AUR62039907	594	411.549	35	2.363
AUR62004092	1539	1356.48	4	0.0819337
AUR62022903	5349	5166.48	1.16082	0.00624288
AUR62032472	1398	1215.48	4.0378	0.0923024
AUR62006611	3651	3468.48	208.918	1.67361
AUR62032834	498	315.99	0	0
AUR62026053	339	162.218	0	0
AUR62014117	1122	939.483	0	0
AUR62016280	885	702.483	2.1194	0.083829
AUR62036555	1086	903.483	0	0
AUR62035050	1908	1725.48	0	0
AUR62013101	2196	2013.48	7	0.0965977
AUR62028897	624	441.493	2	0.12587
AUR62040376	1479	1296.48	0	0
AUR62000978	1626	1443.48	0	0
AUR62015665	645	462.493	0	0
AUR62002594	1236	1053.48	40.114	1.058
AUR62042714	288	116.688	0	0
AUR62004671	2427	2244.48	39.5148	0.48917
AUR62007514	1866	1683.48	0	0
AUR62028495	816	633.483	10	0.438613
AUR62007779	855	672.483	0	0
AUR62031544	3164	2981.48	38.1619	0.355643
AUR62028325	1308	1125.48	0	0
AUR62043255	723	540.483	0	0
AUR62001557	801	618.483	0	0
AUR62033735	2229	2046.48	47	0.638126
AUR62028934	1062	879.483	5.33333	0.168495
AUR62017492	885	702.483	0	0
AUR62029848	789	606.483	0	0
AUR62043680	1098	915.483	0	0
AUR62030815	564	381.636	0	0
AUR62037110	855	672.483	47	1.94193
AUR62042842	1542	1359.48	5.30702	0.108466
AUR62005426	969	786.483	0	0
AUR62019168	897	714.483	2043	79.4499
AUR62015304	816	633.483	0	0
AUR62028778	999	816.483	1	0.0340306
AUR62024937	1251	1068.48	63	1.63829
AUR62024904	3147	2964.48	1407.74	13.1944
AUR62011783	1275	1092.48	0	0
AUR62023268	288	116.688	53	12.6202
AUR62027343	216	60.138	0	0
AUR62030423	1131	948.483	6	0.175767
AUR62011668	2919	2736.48	9.71519	0.0986451
AUR62013982	1104	921.483	0	0
AUR62033053	411	230.439	0	0
AUR62008439	2208	2025.48	47.8327	0.656165
AUR62029906	3285	3102.48	0	0
AUR62040127	957	774.483	0	0
AUR62007966	1875	1692.48	0	0
AUR62042250	291	119.283	0	0
AUR62027083	1359	1176.48	0	0
AUR62036103	1338	1155.48	236	5.67499
AUR62015987	702	519.483	33.6495	1.7998
AUR62016198	1587	1404.48	0	0
AUR62006586	1788	1605.48	148.568	2.5712
AUR62024801	648	465.493	47.5152	2.83619
AUR62028243	1386	1203.48	0	0
AUR62034589	1491	1308.48	0	0
AUR62017262	2340	2157.48	0	0
AUR62042556	1092	909.483	0	0
AUR62023688	1869	1686.48	123.902	2.04133
AUR62014874	384	204.392	0	0
AUR62033710	1176	993.483	1267.91	35.4605
AUR62015781	336	159.427	2285.95	398.402
AUR62003570	429	248.028	0	0
AUR62031872	633	450.493	42.3387	2.61136
AUR62009473	1653	1470.48	138.702	2.62083
AUR62019199	960	777.483	2	0.0714753
AUR62026572	243	79.8886	0	0
AUR62014042	1860	1677.48	270.812	4.48566
AUR62010097	843	660.483	0	0
AUR62037072	1026	843.483	261	8.59767
AUR62010819	981	798.483	3	0.104393
AUR62014009	531	348.746	0	0
AUR62040478	390	210.169	0	0
AUR62008541	1089	906.483	11.5	0.352497
AUR62020130	1161	978.483	14.9323	0.424024
AUR62017404	306	132.535	0	0
AUR62013970	864	681.483	0	0
AUR62006857	2778	2595.48	7	0.0749371
AUR62033509	1293	1110.48	0	0
AUR62001802	621	438.493	0	0
AUR62023904	2172	1989.48	2	0.0279323
AUR62022037	1575	1392.48	0	0
AUR62029802	1104	921.483	25	0.753823
AUR62038572	828	645.483	45.6977	1.9671
AUR62031077	390	210.169	0	0
AUR62026406	729	546.483	0	0
AUR62019545	894	711.483	0	0
AUR62029173	1350	1167.48	0	0
AUR62019048	1290	1107.48	7	0.175622
AUR62031569	390	210.169	1.13043	0.149449
AUR62029556	378	198.737	0	0
AUR62018284	780	597.483	0	0
AUR62035346	1149	966.483	5	0.143745
AUR62030277	642	459.493	96	5.80509
AUR62010804	1167	984.483	0	0
AUR62024888	828	645.483	0	0
AUR62021454	3123	2940.48	1640.43	15.5009
AUR62007485	861	678.483	0	0
AUR62016441	2139	1956.48	353.689	5.02299
AUR62025977	339	162.218	21	3.59696
AUR62001085	1458	1275.48	1	0.0217842
AUR62025682	1341	1158.48	1	0.0239843
AUR62044044	2118	1935.48	21	0.301472
AUR62028509	1314	1131.48	0	0
AUR62017958	729	546.483	0	0
AUR62027972	1458	1275.48	404	8.80083
AUR62013559	2268	2085.48	0	0
AUR62014092	999	816.483	0	0
AUR62036388	855	672.483	0	0
AUR62023788	1221	1038.48	17.5497	0.469555
AUR62033981	792	609.483	4	0.182354
AUR62004883	408	227.539	19	2.32014
AUR62029786	1782	1599.48	0	0
AUR62030313	2184	2001.48	0	0
AUR62015869	2076	1893.48	1	0.0146742
AUR62033347	1401	1218.48	0	0
AUR62006572	528	345.769	21.8391	1.75495
AUR62031015	255	89.3807	0	0
AUR62037518	1575	1392.48	13	0.2594
AUR62004230	1035	852.483	8	0.260748
AUR62032934	1191	1008.48	1	0.0275517
AUR62037614	942	759.483	0	0
AUR62003322	213	57.998	0	0
AUR62015249	912	729.483	0	0
AUR62041365	2499	2316.48	413.563	4.96055
AUR62017985	1710	1527.48	3.43465	0.0624773
AUR62007381	1317	1134.48	1	0.0244917
AUR62024172	1053	870.483	57	1.81941
AUR62022916	786	603.483	10	0.460417
AUR62026389	1677	1494.48	9	0.167328
AUR62034477	1338	1155.48	34	0.817584
AUR62031139	945	762.483	0	0
AUR62012340	1779	1596.48	64	1.11386
AUR62041953	207	54.1112	16	8.2158
AUR62005760	795	612.483	6	0.272191
AUR62043167	423	242.14	30	3.44248
AUR62040591	372	193.035	22	3.16668
AUR62024763	2178	1995.48	0	0
AUR62000428	1251	1068.48	6.78903	0.176546
AUR62005808	420	239.203	0	0
AUR62024914	2160	1977.48	41	0.576087
AUR62033805	903	720.483	0	0
AUR62032732	4101	3918.48	7.57433	0.0537085
AUR62032549	417	236.25	0	0
AUR62022904	237	75.2669	0	0
AUR62012984	969	786.483	2	0.0706574
AUR62008175	2397	2214.48	26	0.326225
AUR62007627	1707	1524.48	0	0
AUR62030502	2913	2730.48	0	0
AUR62016035	1179	996.483	0	0
AUR62034753	1461	1278.48	0	0
AUR62007030	399	218.798	0	0
AUR62014718	1938	1755.48	21	0.332384
AUR62011359	1158	975.483	0	0
AUR62026796	1119	936.483	2.16794	0.0643228
AUR62016163	1827	1644.48	6	0.101377
AUR62031994	396	215.922	1	0.128683
AUR62009627	606	423.531	78.9885	5.18197
AUR62008062	1863	1680.48	219	3.62099
AUR62033802	1983	1800.48	0	0
AUR62036002	1872	1689.48	65.3984	1.07555
AUR62027042	276	106.512	0	0
AUR62024684	441	259.796	20	2.13902
AUR62029815	747	564.483	22	1.0829
AUR62032015	801	618.483	0	0
AUR62042775	1731	1548.48	44	0.78952
AUR62004484	1362	1179.48	52	1.22498
AUR62024729	1425	1242.48	15.013	0.335733
AUR62019051	909	726.483	4.42546	0.169258
AUR62001856	717	534.483	0	0
AUR62035922	534	351.731	0	0
AUR62029837	684	501.483	0	0
AUR62022751	2289	2106.48	2.12107	0.0279778
AUR62044218	1704	1521.48	0	0
AUR62003068	1014	831.483	11	0.367584
AUR62042025	2775	2592.48	26	0.27866
AUR62003200	1311	1128.48	71.527	1.76113
AUR62040942	549	366.676	0	0
AUR62026324	1185	1002.48	10.1495	0.281308
AUR62026273	1383	1200.48	0	0
AUR62033474	984	801.483	6	0.208005
AUR62027989	1185	1002.48	0	0
AUR62034232	3750	3567.48	105.942	0.82513
AUR62040921	1065	882.483	11.6814	0.367795
AUR62039242	1164	981.483	11.2125	0.317422
AUR62011403	573	390.61	0	0
AUR62018499	696	513.483	62.0137	3.35566
AUR62029465	549	366.676	1	0.0757764
AUR62020658	3603	3420.48	0	0
AUR62030631	963	780.483	0	0
AUR62017987	3336	3153.48	0	0
AUR62038336	1569	1386.48	242	4.84973
AUR62001461	2013	1830.48	0	0
AUR62022544	10770	10587.5	0	0
AUR62023272	1449	1266.48	64.8702	1.42319
AUR62010605	693	510.483	0	0
AUR62005029	1833	1650.48	267.141	4.49724
AUR62038111	1470	1287.48	172.374	3.72003
AUR62039479	255	89.3807	1	0.310866
AUR62003662	1989	1806.48	147.66	2.27115
AUR62005632	2742	2559.48	0	0
AUR62028738	1224	1041.48	0	0
AUR62021407	504	321.935	0	0
AUR62033598	1716	1533.48	5	0.0905958
AUR62005108	1011	828.483	4	0.134151
AUR62016442	1239	1056.48	21	0.552298
AUR62003956	1140	957.483	49	1.42194
AUR62013539	1215	1032.48	152	4.09051
AUR62036076	306	132.535	0	0
AUR62021682	270	101.445	0	0
AUR62022122	807	624.483	225	10.011
AUR62024707	3840	3657.48	1784.13	13.5538
AUR62004902	915	732.483	4	0.151733
AUR62014599	1737	1554.48	0	0
AUR62040470	603	420.531	32.1754	2.1259
AUR62001519	294	121.866	3	0.683999
AUR62032625	1098	915.483	1032.44	31.335
AUR62036655	1908	1725.48	187.868	3.02524
AUR62036510	630	447.493	0	0
AUR62023014	1995	1812.48	15.2496	0.233776
AUR62040315	1662	1479.48	11	0.206585
AUR62003339	1908	1725.48	14	0.225442
AUR62029605	630	447.493	0	0
AUR62023297	1119	936.483	20	0.593399
AUR62022881	279	108.947	0	0
AUR62018363	1200	1017.48	0	0
AUR62010707	3156	2973.48	2	0.0186888
AUR62041505	2574	2391.48	37	0.429884
AUR62035721	1782	1599.48	108.922	1.89213
AUR62010679	1506	1323.48	6.00445	0.126058
AUR62032691	1224	1041.48	0	0
AUR62042915	978	795.483	70.1991	2.45198
AUR62042167	792	609.483	53.878	2.45622
AUR62039368	3366	3183.48	9.75815	0.085169
AUR62033551	564	381.636	0	0
AUR62006784	1089	906.483	3	0.0919556
AUR62028834	1416	1233.48	100	2.2526
AUR62025229	240	77.5308	0	0
AUR62003591	2097	1914.48	15	0.217699
AUR62020263	1962	1779.48	85	1.32722
AUR62015042	294	121.866	0	0
AUR62021140	1230	1047.48	0	0
AUR62003735	2157	1974.48	29	0.408095
AUR62023654	1773	1590.48	6	0.104819
AUR62010358	561	378.652	0	0
AUR62036585	1260	1077.48	33.5206	0.864407
AUR62009444	1521	1338.48	57.848	1.20086
AUR62005904	267	98.9399	0	0
AUR62027338	1062	879.483	3	0.0947787
AUR62031318	408	227.539	0	0
AUR62031756	990	807.483	5	0.172049
AUR62023271	1182	999.483	10	0.277998
AUR62023142	2142	1959.48	0	0
AUR62002945	1425	1242.48	80.8111	1.80716
AUR62037145	1257	1074.48	81	2.09461
AUR62000386	630	447.493	0	0
AUR62043962	294	121.866	0	0
AUR62000855	378	198.737	0	0
AUR62006893	2137	1954.48	5	0.0710812
AUR62002017	552	369.66	0	0
AUR62005271	1119	936.483	76	2.25492
AUR62037594	402	221.697	238.667	29.9123
AUR62024005	1566	1383.48	21.7943	0.437709
AUR62011817	2274	2091.48	0	0
AUR62037424	1956	1773.48	1.89823	0.0297398
AUR62017415	585	402.567	0	0
AUR62011089	2394	2211.48	64.3333	0.808294
AUR62035197	1584	1401.48	4	0.0793029
AUR62035234	1551	1368.48	1.08434	0.0220162
AUR62023739	813	630.483	2	0.0881401
AUR62004748	1428	1245.48	78	1.7401
AUR62000530	1458	1275.48	1.01812	0.0221789
AUR62014831	3003	2820.48	0	0
AUR62011309	261	94.0618	0	0
AUR62028400	363	184.61	2	0.301018
AUR62022301	444	262.722	0	0
AUR62020884	837	654.483	1247.94	52.9799
AUR62004039	1266	1083.48	13	0.333379
AUR62033115	4536	4353.48	0	0
AUR62015992	852	669.483	0	0
AUR62041309	2388	2205.48	5	0.0629917
AUR62010152	1854	1671.48	0	0
AUR62043388	321	145.793	0	0
AUR62025839	591	408.558	0	0
AUR62018776	2514	2331.48	4.60363	0.0548637
AUR62022144	1125	942.483	1	0.0294811
AUR62005528	264	96.5499	25	7.19458
AUR62041023	489	307.113	0	0
AUR62018025	1749	1566.48	0	0
AUR62033800	390	210.169	0	0
AUR62012422_AUR62026701_AUR62028492	2094	1911.48	0	0
AUR62029482	1710	1527.48	0	0
AUR62013166	3690	3507.48	182.613	1.44661
AUR62002046	1125	942.483	14.8315	0.437248
AUR62040750	261	94.0618	0	0
AUR62015862	306	132.535	109	22.8514
AUR62042213	1302	1119.48	0	0
AUR62021491	578	395.593	245.215	17.2232
AUR62026402	570	387.61	1259	90.25
AUR62003635	984	801.483	51.3194	1.77912
AUR62016775	2403	2220.48	5	0.0625661
AUR62000140	966	783.483	0	0
AUR62006168	1224	1041.48	4	0.106715
AUR62003064	1569	1386.48	57	1.14229
AUR62002776	1056	873.483	0	0
AUR62023835	1020	837.483	175	5.80602
AUR62019638	261	94.0618	0	0
AUR62002354	405	224.613	143	17.6896
AUR62041549	312	137.815	0	0
AUR62037591	711	528.483	1	0.0525758
AUR62038604	435	253.88	0	0
AUR62004746	1947	1764.48	39.4781	0.621664
AUR62004580	360	181.792	86.7378	13.2571
AUR62005374	1206	1023.48	1.02274	0.0277652
AUR62040666	1533	1350.48	0	0
AUR62007748	1563	1380.48	1.08742	0.0218868
AUR62022983	1002	819.483	1	0.033906
AUR62018054	765	582.483	0	0
AUR62013872	2001	1818.48	13	0.198633
AUR62024301	1923	1740.48	0	0
AUR62013617	483	301.166	0	0
AUR62007648	663	480.483	82	4.7419
AUR62043525	1368	1185.48	43.6311	1.02263
AUR62003281	1006	823.483	0	0
AUR62041927	312	137.815	0	0
AUR62017734	489	307.113	9	0.814257
AUR62011945	765	582.483	0	0
AUR62003095	3261	3078.48	44	0.39713
AUR62040387	7902	7719.48	905.32	3.2586
AUR62039836	1206	1023.48	4465.36	121.225
AUR62032512	1737	1554.48	4.05587	0.0724961
AUR62017440	1140	957.483	65.7778	1.90882
AUR62035670	1395	1212.48	0	0
AUR62021777	945	762.483	11.4904	0.418719
AUR62030056	1797	1614.48	10	0.172101
AUR62000517	315	140.374	0	0
AUR62000789	1923	1740.48	4.68705	0.074825
AUR62005540	840	657.483	0	0
AUR62011786	1563	1380.48	0	0
AUR62008437	1359	1176.48	449	10.6042
AUR62016025	1590	1407.48	1	0.0197412
AUR62032769	1092	909.483	11	0.336059
AUR62005789	1098	915.483	0	0
AUR62041304	1794	1611.48	0	0
AUR62005746	636	453.493	61.7126	3.78111
AUR62010551	1470	1287.48	0	0
AUR62039132	507	324.921	238.245	20.3733
AUR62028376	5478	5295.48	201.179	1.05559
AUR62019608	486	304.139	0	0
AUR62020728	2547	2364.48	0	0
AUR62039837	4872	4689.48	172.637	1.02289
AUR62018765	1839	1656.48	191.838	3.21784
AUR62028475	231	70.8519	0	0
AUR62014977	591	408.558	19.19	1.30508
AUR62029601	558	375.652	0	0
AUR62003358	1002	819.483	3	0.101718
AUR62004545	1374	1191.48	63	1.46916
AUR62015333	1707	1524.48	1	0.0182261
AUR62015364	795	612.483	24.8162	1.12579
AUR62000714	3093	2910.48	0	0
AUR62023562	1035	852.483	0	0
AUR62027478	678	495.483	0	0
AUR62037378	1674	1491.48	0	0
AUR62023651	1803	1620.48	44.5383	0.76367
AUR62033971	816	633.483	0	0
AUR62008182	1554	1371.48	9	0.182335
AUR62014922	726	543.483	1	0.0511247
AUR62038429	2268	2085.48	22.1748	0.295441
AUR62043111	675	492.483	164	9.25272
AUR62032828	438	256.847	20	2.16358
AUR62014318	1137	954.483	217.861	6.34204
AUR62012165	1806	1623.48	1	0.0171147
AUR62015979	1788	1605.48	16.3928	0.283702
AUR62036707	1398	1215.48	31	0.708646
AUR62015379	714	531.483	90	4.70511
AUR62011237	1662	1479.48	0	0
AUR62022008	1563	1380.48	5	0.100637
AUR62022103	1575	1392.48	238	4.74902
AUR62011870	861	678.483	0	0
AUR62019121	471	289.326	0	0
AUR62022432	690	507.483	0	0
AUR62037932	1191	1008.48	0	0
AUR62003795	1752	1569.48	80.2166	1.42012
AUR62034087	1026	843.483	14.1184	0.465079
AUR62020548	1374	1191.48	246.717	5.75344
AUR62005979	396	215.922	0	0
AUR62031253	792	609.483	51	2.32501
AUR62003568	984	801.483	31	1.07469
AUR62041397	954	771.483	11	0.396171
AUR62033643	912	729.483	0	0
AUR62024501	624	441.493	2	0.12587
AUR62013744	1836	1653.48	0	0
AUR62033545	1350	1167.48	0	0
AUR62027365	657	474.493	3	0.175674
AUR62024010	363	184.61	0	0
AUR62002088	573	390.61	0	0
AUR62041609	1125	942.483	0	0
AUR62007985	3981	3798.48	0	0
AUR62020827	3099	2916.48	83.8672	0.799005
AUR62026598	1650	1467.48	45.067	0.853301
AUR62022339	5598	5415.48	0	0
AUR62035651	522	339.813	0	0
AUR62002108	459	277.492	0	0
AUR62028678	1317	1134.48	0	0
AUR62019534	1338	1155.48	0	0
AUR62037659	1806	1623.48	2.21133	0.0378462
AUR62005877	966	783.483	0	0
AUR62012901	996	813.483	12.4093	0.423853
AUR62026164	720	537.483	0	0
AUR62023321	1158	975.483	719	20.4798
AUR62024192	624	441.493	20	1.2587
AUR62031310	2328	2145.48	24	0.310816
AUR62010490	1380	1197.48	3	0.0696095
AUR62013254	777	594.483	53.9419	2.52118
AUR62029181	735	552.483	9	0.452627
AUR62036308	963	780.483	26	0.925607
AUR62038809	1971	1788.48	0	0
AUR62017047	2061	1878.48	2.20501	0.0326152
AUR62039822	1926	1743.48	0	0
AUR62014253	354	176.141	0	0
AUR62003480	267	98.9399	179.966	50.54
AUR62010821	1086	903.483	0	0
AUR62044356	2133	1950.48	0	0
AUR62038879	1383	1200.48	10.5483	0.244142
AUR62033387	3423	3240.48	13.3839	0.11476
AUR62022634	1152	969.483	0	0
AUR62023070	624	441.493	0	0
AUR62021703	1824	1641.48	0	0
AUR62031966	1071	888.483	0	0
AUR62037114	522	339.813	40	3.27067
AUR62029172	1017	834.483	0	0
AUR62032450	903	720.483	4.04177	0.155871
AUR62011679	525	342.776	2	0.16212
AUR62040313	816	633.483	34.5455	1.51521
AUR62017716	1821	1638.48	189.737	3.21756
AUR62021320	1185	1002.48	54.9475	1.52296
AUR62031003	485	303.139	0	0
AUR62035562	705	522.483	374	19.8891
AUR62013879	603	420.531	57	3.76611
AUR62006239	456	274.516	1.03318	0.104574
AUR62000567	1029	846.483	51	1.67405
AUR62041274	1722	1539.48	1	0.0180485
AUR62016397	1251	1068.48	91	2.36641
AUR62025481	1296	1113.48	1	0.0249536
AUR62037349	483	301.166	0	0
AUR62040745	378	198.737	0	0
AUR62003162	669	486.483	216	12.3368
AUR62015843	738	555.483	0	0
AUR62016037	1934	1751.48	6	0.0951836
AUR62019055	1332	1149.48	0	0
AUR62013073	1497	1314.48	2	0.0422758
AUR62001579	1161	978.483	0	0
AUR62034264	324	148.485	0	0
AUR62011375	1563	1380.48	8.33049	0.16767
AUR62008522	1698	1515.48	2	0.0366687
AUR62037646	2460	2277.48	1	0.0122001
AUR62019294	1338	1155.48	55	1.32256
AUR62003422	1068	885.483	21	0.658955
AUR62018082	606	423.531	0	0
AUR62010526	1482	1299.48	0	0
AUR62034511	3576	3393.48	0	0
AUR62024738	711	528.483	5	0.262879
AUR62013931	1134	951.483	0	0
AUR62033177	645	462.493	0	0
AUR62041940	579	396.593	89	6.23536
AUR62019013	339	162.218	0	0
AUR62038408	837	654.483	0	0
AUR62026339	591	408.558	0	0
AUR62029379	894	711.483	21.0682	0.822772
AUR62036932	546	363.676	0	0
AUR62009925	876	693.483	27.4633	1.10036
AUR62006739	360	181.792	30	4.58525
AUR62016802	2946	2763.48	286.286	2.87846
AUR62004610	1399	1216.48	233.747	5.33897
AUR62021155	201	50.1248	6	3.32594
AUR62014558	882	699.483	0	0
AUR62042881	2103	1920.48	13	0.188083
AUR62019189	942	759.483	462.331	16.9142
AUR62032327	273	103.99	86	22.9786
AUR62000719	2703	2520.48	10.6567	0.117478
AUR62028149	1320	1137.48	11	0.268698
AUR62015013	1791	1608.48	11.9706	0.206784
AUR62027234	456	274.516	0	0
AUR62009845	513	330.842	20	1.67968
AUR62035176	825	642.483	3	0.129741
AUR62022487	1587	1404.48	2	0.0395667
AUR62006169	999	816.483	0	0
AUR62006864	555	372.66	11	0.820156
AUR62031215	375	195.885	0	0
AUR62016646	1497	1314.48	13	0.274793
AUR62005725	1287	1104.48	0	0
AUR62024003	1056	873.483	12.5844	0.400308
AUR62031111	2418	2235.48	0	0
AUR62012558	273	103.99	0	0
AUR62000310	1230	1047.48	0	0
AUR62010728	453	271.564	0	0
AUR62033619	1749	1566.48	25	0.443436
AUR62044028	357	178.98	0	0
AUR62020485	1155	972.483	0	0
AUR62016060	723	540.483	0	0
AUR62000930	1803	1620.48	0	0
AUR62027424	426	245.071	0	0
AUR62013948	1434	1251.48	774	17.1843
AUR62024547	543	360.7	0	0
AUR62003747	861	678.483	12	0.491427
