target_id	length	eff_length	Cb_5	Cb_5_tpm
AUR62006343	1650	1468.92	1	0.0095867
AUR62039498	549	368.233	2	0.0764849
AUR62017783	1857	1675.92	13.4312	0.112857
AUR62001907	327	151.285	0	0
AUR62026287	594	413.162	444.948	15.1655
AUR62012020	843	661.981	10	0.212727
AUR62001009	1338	1156.92	3	0.0365162
AUR62003673	651	470.068	15.2174	0.455876
AUR62032751	1878	1696.92	66.2226	0.549556
AUR62012508	1329	1147.92	0	0
AUR62025098	360	182.289	0	0
AUR62031213	630	449.091	8.08074	0.253387
AUR62040512	1413	1231.92	5.73635	0.0655723
AUR62026943	630	449.091	0	0
AUR62036635	642	461.076	13.6034	0.415472
AUR62021212	1275	1093.92	161.167	2.07471
AUR62025691	1275	1093.92	144.073	1.85467
AUR62044300_AUR62036674	1074	892.921	55.9272	0.882018
AUR62017670	1116	934.921	28.5243	0.429643
AUR62011514	1395	1213.92	0	0
AUR62037899	1920	1738.92	64.2364	0.520198
AUR62039224	603	422.127	55	1.83479
AUR62036065	1110	928.921	1	0.0151596
AUR62000005	2289	2107.92	67.5367	0.451184
AUR62022200	4428	4246.92	4059.28	13.4599
AUR62033290	1422	1240.92	0	0
AUR62013253	1698	1516.92	8	0.0742668
AUR62038293	2121	1939.92	0	0
AUR62025411	2073	1891.92	28.1162	0.209277
AUR62030875	2538	2356.92	7	0.0418235
AUR62037720	1626	1444.92	38.3547	0.373803
AUR62031228	1554	1372.92	22.6779	0.232608
AUR62020574	1692	1510.92	6.45326	0.0601458
AUR62020710	963	781.921	12.202	0.219753
AUR62030580	708	527.018	19	0.507687
AUR62037464	441	260.881	0	0
AUR62003048	2412	2230.92	36.8981	0.23291
AUR62023455	3849	3667.92	59.2538	0.227491
AUR62016429	2685	2503.92	481.926	2.71036
AUR62009276	1899	1717.92	135.237	1.10856
AUR62027030	7311	7129.92	476.318	0.940763
AUR62009392	1371	1189.92	781.331	9.24665
AUR62009070	1374	1192.92	2	0.0236095
AUR62019274	1866	1684.92	75.4779	0.630824
AUR62036947	4476	4294.92	323.151	1.05954
AUR62016493	1338	1156.92	115.314	1.40361
AUR62024924	597	416.155	1	0.0338386
AUR62036698	696	515.027	206	5.63255
AUR62004533	944	762.921	36.8394	0.679987
AUR62005346	1128	946.921	2.11292	0.0314222
AUR62035326	741	559.991	20.6337	0.518877
AUR62032536	1386	1204.92	73	0.853163
AUR62028983	930	748.946	4.67071	0.0878212
AUR62011017	768	586.981	3.4314	0.0823217
AUR62011357	1326	1144.92	115.549	1.4212
AUR62022291	1995	1813.92	13.0923	0.10164
AUR62008916	522	341.326	25.4545	1.05018
AUR62006787	939	757.921	2.09355	0.0388979
AUR62028451	2343	2161.92	8.03174	0.0523163
AUR62015503	1758	1576.92	506.731	4.52518
AUR62011460	912	730.946	55.7874	1.07478
AUR62000712	1635	1453.92	6.25164	0.060551
AUR62004045	1458	1276.92	48.8007	0.538183
AUR62030297	1770	1588.92	24.6121	0.218129
AUR62032554	1230	1048.92	147.578	1.98129
AUR62038709	1905	1723.92	907.85	7.41591
AUR62025804	726	545.018	0	0
AUR62008405	687	506.035	0	0
AUR62019207	585	404.169	266.631	9.29002
AUR62044482	435	254.998	0	0
AUR62027833	1416	1234.92	31	0.353501
AUR62011420	207	52.4141	506	135.947
AUR62044439	1227	1045.92	0	0
AUR62040388	3144	2962.92	528.823	2.51338
AUR62043759	1725	1543.92	43.7195	0.398765
AUR62013994	1161	979.921	0	0
AUR62027445	1050	868.921	100.986	1.63663
AUR62041086	834	652.981	0	0
AUR62026685	330	154.051	287.632	26.2931
AUR62007084	267	98.0579	51.4904	7.39454
AUR62008178	1266	1084.92	167.861	2.17881
AUR62039084	840	658.981	123	2.62845
AUR62032983	558	377.214	0	0
AUR62009381	204	50.4103	48	13.4088
AUR62023698	2367	2185.92	580.302	3.73841
AUR62012074	876	694.958	0	0
AUR62016998	693	512.027	0.17676	0.00486136
AUR62012625	3477	3295.92	40.4597	0.172868
AUR62039951	351	173.754	125.879	10.202
AUR62025732	1611	1429.92	46.8738	0.461621
AUR62030708	798	616.981	0	0
AUR62018084	492	311.44	45	2.03473
AUR62026706	1482	1300.92	4	0.0432989
AUR62038318	555	374.22	8	0.301044
AUR62005211	507	326.376	12229	527.641
AUR62019339	729	548	0	0
AUR62039464	594	413.162	2	0.0681675
AUR62032162	837	655.981	6	0.128803
AUR62039907	594	413.162	64.554	2.20024
AUR62004092	1539	1357.92	12	0.124444
AUR62022903	5349	5167.92	46.6433	0.127099
AUR62032472	1398	1216.92	349.672	4.04637
AUR62006611	3651	3469.92	624.657	2.53507
AUR62032834	498	317.403	1	0.0443666
AUR62026053	339	162.467	3.49808	0.303203
AUR62014117	1122	940.921	2.15037	0.0321831
AUR62016280	885	703.958	0.00328177	6.56491e-05
AUR62036555	1086	904.921	0	0
AUR62035050	1908	1726.92	0	0
AUR62013101	2196	2014.92	8	0.0559113
AUR62028897	624	443.091	8	0.254252
AUR62040376	1479	1297.92	0	0
AUR62000978	1626	1444.92	0	0
AUR62015665	645	464.068	0	0
AUR62002594	1236	1054.92	514.409	6.86683
AUR62042714	288	116.079	0	0
AUR62004671	2427	2245.92	220.282	1.38118
AUR62007514	1866	1684.92	25.3891	0.212195
AUR62028495	816	634.981	19	0.421367
AUR62007779	855	673.981	0	0
AUR62031544	3164	2982.92	276.03	1.30311
AUR62028325	1308	1126.92	0	0
AUR62043255	723	542.018	4	0.103924
AUR62001557	801	619.981	26.1475	0.593908
AUR62033735	2229	2047.92	100.726	0.692625
AUR62028934	1062	880.921	32.551	0.52035
AUR62017492	885	703.958	0	0
AUR62029848	789	607.981	0	0
AUR62043680	1098	916.921	0	0
AUR62030815	564	383.208	3.68139	0.135284
AUR62037110	855	673.981	252.96	5.28533
AUR62042842	1542	1360.92	52.834	0.546699
AUR62005426	969	787.921	0	0
AUR62019168	897	715.946	1152.64	22.6716
AUR62015304	816	634.981	4.73274	0.104959
AUR62028778	999	817.921	16.628	0.286283
AUR62024937	1251	1069.92	280.86	3.69663
AUR62024904	3147	2965.92	2609.02	12.3876
AUR62011783	1275	1093.92	25	0.321826
AUR62023268	288	116.079	33	4.00339
AUR62027343	216	58.556	0	0
AUR62030423	1131	949.921	27.9565	0.414441
AUR62011668	2919	2737.92	58.364	0.300187
AUR62013982	1104	922.921	0	0
AUR62033053	411	231.571	0	0
AUR62008439	2208	2026.92	62.8812	0.43687
AUR62029906	3285	3103.92	22.5399	0.102261
AUR62040127	957	775.921	20	0.362978
AUR62007966	1875	1693.92	1.71054	0.0142203
AUR62042250	291	118.725	0	0
AUR62027083	1359	1177.92	12	0.143461
AUR62036103	1338	1156.92	242.691	2.95405
AUR62015987	702	521.018	148.392	4.01075
AUR62016198	1587	1405.92	9.76037	0.0977626
AUR62006586	1788	1606.92	273.552	2.39725
AUR62024801	648	467.068	35.775	1.07862
AUR62028243	1386	1204.92	4	0.0467486
AUR62034589	1491	1309.92	0	0
AUR62017262	2340	2158.92	0	0
AUR62042556	1092	910.921	1	0.0154592
AUR62023688	1869	1687.92	196.047	1.63559
AUR62014874	384	205.373	0	0
AUR62033710	1176	994.921	875.747	12.3953
AUR62015781	336	159.661	2053.35	181.106
AUR62003570	429	249.141	25.2	1.42437
AUR62031872	633	452.091	122.508	3.81597
AUR62009473	1653	1471.92	317.46	3.03719
AUR62019199	960	778.921	2	0.036158
AUR62026572	243	78.473	0	0
AUR62014042	1860	1678.92	133.147	1.11678
AUR62010097	843	661.981	40	0.850907
AUR62037072	1026	844.921	392.443	6.54075
AUR62010819	981	799.921	24.7004	0.434836
AUR62014009	531	350.28	0	0
AUR62040478	390	211.164	0	0
AUR62008541	1089	907.921	0	0
AUR62020130	1161	979.921	11.0226	0.158402
AUR62017404	306	132.124	0	0
AUR62013970	864	682.981	0	0
AUR62006857	2778	2596.92	15.766	0.0854931
AUR62033509	1293	1111.92	3	0.037994
AUR62001802	621	440.091	0	0
AUR62023904	2172	1990.92	18.4241	0.130317
AUR62022037	1575	1393.92	21	0.212153
AUR62029802	1104	922.921	38.8537	0.592838
AUR62038572	828	646.981	284.144	6.18465
AUR62031077	390	211.164	0	0
AUR62026406	729	548	0	0
AUR62019545	894	712.946	0	0
AUR62029173	1350	1168.92	9	0.108424
AUR62019048	1290	1108.92	4	0.0507957
AUR62031569	390	211.164	38.5376	2.57
AUR62029556	378	199.581	83.513	5.89255
AUR62018284	780	598.981	0	0
AUR62035346	1149	967.921	5	0.0727441
AUR62030277	642	461.076	85.2578	2.60393
AUR62010804	1167	985.921	4.26667	0.0609416
AUR62024888	828	646.981	0	0
AUR62021454	3123	2941.92	2478.28	11.8628
AUR62007485	861	679.981	0	0
AUR62016441	2139	1957.92	492.88	3.54498
AUR62025977	339	162.467	50	4.33385
AUR62001085	1458	1276.92	4.26669	0.0470538
AUR62025682	1341	1159.92	78	0.946965
AUR62044044	2118	1936.92	55.8594	0.406118
AUR62028509	1314	1132.92	0	0
AUR62017958	729	548	1.13488	0.0291632
AUR62027972	1458	1276.92	724	7.9844
AUR62013559	2268	2086.92	0	0
AUR62014092	999	817.921	0	0
AUR62036388	855	673.981	1	0.0208939
AUR62023788	1221	1039.92	72.1882	0.977537
AUR62033981	792	610.981	9	0.207435
AUR62004883	408	228.652	57	3.51049
AUR62029786	1782	1600.92	0	0
AUR62030313	2184	2002.92	0	0
AUR62015869	2076	1894.92	14	0.104041
AUR62033347	1401	1219.92	23.7977	0.274708
AUR62006572	528	347.292	50.3397	2.04119
AUR62031015	255	88.159	0	0
AUR62037518	1575	1393.92	156.635	1.5824
AUR62004230	1035	853.921	31.2899	0.516006
AUR62032934	1191	1009.92	21.7533	0.303322
AUR62037614	942	760.921	2	0.0370133
AUR62003322	213	56.4395	1	0.249508
AUR62015249	912	730.946	0	0
AUR62041365	2499	2317.92	507.24	3.08164
AUR62017985	1710	1528.92	30.5204	0.281108
AUR62007381	1317	1135.92	103.847	1.2874
AUR62024172	1053	871.921	187.485	3.02802
AUR62022916	786	604.981	104.735	2.43792
AUR62026389	1677	1495.92	0	0
AUR62034477	1338	1156.92	73.4105	0.893556
AUR62031139	945	763.921	0	0
AUR62012340	1779	1597.92	84.5234	0.744885
AUR62041953	207	52.4141	26	6.98542
AUR62005760	795	613.981	31.5	0.722475
AUR62043167	423	243.31	14	0.810283
AUR62040591	372	193.796	67.5082	4.90547
AUR62024763	2178	1996.92	0	0
AUR62000428	1251	1069.92	26.4894	0.348649
AUR62005808	420	240.362	52	3.04653
AUR62024914	2160	1978.92	269.784	1.9198
AUR62033805	903	721.946	0	0
AUR62032732	4101	3919.92	107.572	0.386445
AUR62032549	417	237.426	0	0
AUR62022904	237	73.8508	0	0
AUR62012984	969	787.921	0	0
AUR62008175	2397	2215.92	29.8412	0.18964
AUR62007627	1707	1525.92	0	0
AUR62030502	2913	2731.92	2	0.0103093
AUR62016035	1179	997.921	37	0.522123
AUR62034753	1461	1279.92	0	0
AUR62007030	399	219.892	12.918	0.827279
AUR62014718	1938	1756.92	20	0.160304
AUR62011359	1158	976.921	1	0.0144148
AUR62026796	1119	937.921	22.8548	0.343146
AUR62016163	1827	1645.92	57.3959	0.491066
AUR62031994	396	217.002	0	0
AUR62009627	606	425.12	120.806	4.00169
AUR62008062	1863	1681.92	285.851	2.39333
AUR62033802	1983	1801.92	1	0.00781505
AUR62036002	1872	1690.92	352.466	2.93536
AUR62027042	276	105.62	0	0
AUR62024684	441	260.881	13	0.701726
AUR62029815	747	565.981	71.3183	1.77446
AUR62032015	801	619.981	1	0.0227138
AUR62042775	1731	1549.92	88.1165	0.800599
AUR62004484	1362	1180.92	94.9308	1.13202
AUR62024729	1425	1243.92	10.4079	0.117826
AUR62019051	909	727.946	109.716	2.12245
AUR62001856	717	536.018	7	0.183902
AUR62035922	534	353.275	0	0
AUR62029837	684	503.035	0	0
AUR62022751	2289	2107.92	28.4484	0.190052
AUR62044218	1704	1522.92	38.3515	0.354628
AUR62003068	1014	832.921	16	0.27051
AUR62042025	2775	2593.92	16	0.0868622
AUR62003200	1311	1129.92	217.8	2.71442
AUR62040942	549	368.233	0	0
AUR62026324	1185	1003.92	180.331	2.52953
AUR62026273	1383	1201.92	0	0
AUR62033474	984	802.921	1	0.0175386
AUR62027989	1185	1003.92	1	0.0140271
AUR62034232	3750	3568.92	113.634	0.448374
AUR62040921	1065	883.921	79.7222	1.27009
AUR62039242	1164	982.921	50.3202	0.720927
AUR62011403	573	392.182	0	0
AUR62018499	696	515.027	115.525	3.15873
AUR62029465	549	368.233	1	0.0382424
AUR62020658	3603	3421.92	27.6079	0.113614
AUR62030631	963	781.921	9.64025	0.173617
AUR62017987	3336	3154.92	32	0.142833
AUR62038336	1569	1387.92	489.086	4.96235
AUR62001461	2013	1831.92	0	0
AUR62022544	10770	10588.9	0	0
AUR62023272	1449	1267.92	261.311	2.90223
AUR62010605	693	512.027	0	0
AUR62005029	1833	1651.92	351.577	2.99709
AUR62038111	1470	1288.92	321.792	3.51574
AUR62039479	255	88.159	6	0.958412
AUR62003662	1989	1807.92	398.858	3.10675
AUR62005632	2742	2560.92	132.316	0.727582
AUR62028738	1224	1042.92	9.77996	0.132054
AUR62021407	504	323.382	36	1.56767
AUR62033598	1716	1534.92	37.8675	0.347414
AUR62005108	1011	829.921	27.6103	0.468492
AUR62016442	1239	1057.92	75.6576	1.00709
AUR62003956	1140	958.921	96.056	1.41062
AUR62013539	1215	1033.92	676.327	9.21164
AUR62036076	306	132.124	0	0
AUR62021682	270	100.553	2	0.280093
AUR62022122	807	625.981	1174	26.4104
AUR62024707	3840	3658.92	2411.86	9.28254
AUR62004902	915	733.946	8.77877	0.168437
AUR62014599	1737	1555.92	11.6795	0.105707
AUR62040470	603	422.127	971.004	32.3926
AUR62001519	294	121.327	19	2.20527
AUR62032625	1098	916.921	60	0.921482
AUR62036655	1908	1726.92	484.395	3.94998
AUR62036510	630	449.091	0	0
AUR62023014	1995	1813.92	150.567	1.1689
AUR62040315	1662	1480.92	13.913	0.132299
AUR62003339	1908	1726.92	29	0.236479
AUR62029605	630	449.091	4.12546	0.129362
AUR62023297	1119	937.921	60.8524	0.913648
AUR62022881	279	108.26	0	0
AUR62018363	1200	1018.92	0	0
AUR62010707	3156	2974.92	7	0.0331352
AUR62041505	2574	2392.92	107.688	0.633732
AUR62035721	1782	1600.92	342.231	3.01035
AUR62010679	1506	1324.92	37.4938	0.398508
AUR62032691	1224	1042.92	52.6024	0.710268
AUR62042915	978	796.921	194.149	3.43073
AUR62042167	792	610.981	146.937	3.38666
AUR62039368	3366	3184.92	54.2634	0.239925
AUR62033551	564	383.208	30.9011	1.13555
AUR62006784	1089	907.921	0	0
AUR62028834	1416	1234.92	110	1.25436
AUR62025229	240	76.1572	0	0
AUR62003591	2097	1915.92	75	0.551253
AUR62020263	1962	1780.92	189.654	1.49963
AUR62015042	294	121.327	0	0
AUR62021140	1230	1048.92	0	0
AUR62003735	2157	1975.92	68.8511	0.490692
AUR62023654	1773	1591.92	9.91439	0.0877026
AUR62010358	561	380.208	0	0
AUR62036585	1260	1078.92	565.77	7.38444
AUR62009444	1521	1339.92	191.876	2.01655
AUR62005904	267	98.0579	0	0
AUR62027338	1062	880.921	3	0.047957
AUR62031318	408	228.652	0	0
AUR62031756	990	808.921	14	0.243719
AUR62023271	1182	1000.92	25	0.351729
AUR62023142	2142	1960.92	0	0
AUR62002945	1425	1243.92	63.8817	0.723188
AUR62037145	1257	1075.92	175.529	2.2974
AUR62000386	630	449.091	0	0
AUR62043962	294	121.327	0	0
AUR62000855	378	199.581	1	0.0705584
AUR62006893	2137	1955.92	14.0981	0.101502
AUR62002017	552	371.226	9.29032	0.352419
AUR62005271	1119	937.921	141	2.117
AUR62037594	402	222.822	463.618	29.3001
AUR62024005	1566	1384.92	345.845	3.51661
AUR62011817	2274	2092.92	17	0.114384
AUR62037424	1956	1774.92	10.2974	0.0816991
AUR62017415	585	404.169	0	0
AUR62011089	2394	2212.92	13.1047	0.0833928
AUR62035197	1584	1402.92	14	0.140528
AUR62035234	1551	1369.92	13.3091	0.136811
AUR62023739	813	631.981	5.03055	0.112093
AUR62004748	1428	1246.92	91.6987	1.0356
AUR62000530	1458	1276.92	23.3253	0.257235
AUR62014831	3003	2821.92	0	0
AUR62011309	261	93.0587	0	0
AUR62028400	363	185.147	0	0
AUR62022301	444	263.855	0	0
AUR62020884	837	655.981	347.323	7.45607
AUR62004039	1266	1084.92	24.0151	0.311712
AUR62033115	4536	4354.92	0	0
AUR62015992	852	670.981	0	0
AUR62041309	2388	2206.92	1	0.00638088
AUR62010152	1854	1672.92	6.05315	0.0509534
AUR62043388	321	145.774	0	0
AUR62025839	591	410.169	5.07138	0.174113
AUR62018776	2514	2332.92	8.50466	0.0513363
AUR62022144	1125	943.921	6	0.0895124
AUR62005528	264	95.5567	49	7.22108
AUR62041023	489	308.465	0	0
AUR62018025	1749	1567.92	0	0
AUR62033800	390	211.164	0	0
AUR62012422_AUR62026701_AUR62028492	2094	1912.92	0	0
AUR62029482	1710	1528.92	0	0
AUR62013166	3690	3508.92	1157.22	4.64417
AUR62002046	1125	943.921	65.2809	0.973908
AUR62040750	261	93.0587	0	0
AUR62015862	306	132.124	205	21.8495
AUR62042213	1302	1120.92	54.3309	0.682558
AUR62021491	578	397.182	490.675	17.3969
AUR62026402	570	389.188	3580.86	129.567
AUR62003635	984	802.921	101.655	1.78289
AUR62016775	2403	2221.92	9	0.0570403
AUR62000140	966	784.921	3	0.0538224
AUR62006168	1224	1042.92	30	0.405077
AUR62003064	1569	1387.92	207.324	2.10355
AUR62002776	1056	874.921	0	0
AUR62023835	1020	838.921	543.309	9.11996
AUR62019638	261	93.0587	0	0
AUR62002354	405	225.754	444	27.6958
AUR62041549	312	137.519	3	0.307203
AUR62037591	711	530.018	0	0
AUR62038604	435	254.998	22.4737	1.2411
AUR62004746	1947	1765.92	173.716	1.38527
AUR62004580	360	182.289	17.6352	1.36235
AUR62005374	1206	1024.92	13.1896	0.181221
AUR62040666	1533	1351.92	0	0
AUR62007748	1563	1381.92	40.4413	0.412107
AUR62022983	1002	820.921	2.125	0.0364523
AUR62018054	765	583.981	12.2907	0.296377
AUR62013872	2001	1819.92	119	0.920793
AUR62024301	1923	1741.92	1.37522	0.0111176
AUR62013617	483	302.486	10.5357	0.490486
AUR62007648	663	482.068	379	11.0713
AUR62043525	1368	1186.92	76.6265	0.909127
AUR62003281	1006	824.921	2	0.0341417
AUR62041927	312	137.519	0	0
AUR62017734	489	308.465	29	1.32391
AUR62011945	765	583.981	67.4211	1.62579
AUR62003095	3261	3079.92	79.5716	0.36382
AUR62040387	7902	7720.92	1181.88	2.15561
AUR62039836	1206	1024.92	5271.18	72.4245
AUR62032512	1737	1555.92	177.196	1.60374
AUR62017440	1140	958.921	20.7407	0.304585
AUR62035670	1395	1213.92	12	0.139206
AUR62021777	945	763.921	27.3111	0.503452
AUR62030056	1797	1615.92	36.8589	0.321211
AUR62000517	315	140.247	8	0.803273
AUR62000789	1923	1741.92	67.0988	0.542443
AUR62005540	840	658.981	15.9341	0.340503
AUR62011786	1563	1381.92	2	0.0203805
AUR62008437	1359	1177.92	594	7.1013
AUR62016025	1590	1408.92	16	0.159919
AUR62032769	1092	910.921	79.6203	1.23086
AUR62005789	1098	916.921	1.58793	0.0243874
AUR62041304	1794	1612.92	0	0
AUR62005746	636	455.083	11.6849	0.361577
AUR62010551	1470	1288.92	26.003	0.284095
AUR62039132	507	326.376	952.794	41.1101
AUR62028376	5478	5296.92	273.443	0.726959
AUR62019608	486	305.471	0	0
AUR62020728	2547	2365.92	0	0
AUR62039837	4872	4690.92	293.659	0.881561
AUR62018765	1839	1657.92	189.552	1.61002
AUR62028475	231	69.3369	69.1812	14.0505
AUR62014977	591	410.169	210.369	7.22249
AUR62029601	558	377.214	57.5531	2.14857
AUR62003358	1002	820.921	3	0.0514621
AUR62004545	1374	1192.92	373.531	4.40943
AUR62015333	1707	1525.92	28.9286	0.26697
AUR62015364	795	613.981	56.6278	1.2988
AUR62000714	3093	2911.92	2	0.00967204
AUR62023562	1035	853.921	0	0
AUR62027478	678	497.052	0	0
AUR62037378	1674	1492.92	0	0
AUR62023651	1803	1621.92	1469.34	12.7574
AUR62033971	816	634.981	0	0
AUR62008182	1554	1372.92	33.4137	0.342726
AUR62014922	726	545.018	1	0.0258379
AUR62038429	2268	2086.92	144.268	0.973488
AUR62043111	675	494.052	579.099	16.5062
AUR62032828	438	257.942	15.7854	0.86179
AUR62014318	1137	955.921	227.381	3.34965
AUR62012165	1806	1624.92	18.8571	0.163422
AUR62015979	1788	1606.92	50.2689	0.440527
AUR62036707	1398	1216.92	66.2842	0.767035
AUR62015379	714	533.018	174.757	4.61701
AUR62011237	1662	1480.92	181.859	1.7293
AUR62022008	1563	1381.92	16	0.163044
AUR62022103	1575	1393.92	261.831	2.64515
AUR62011870	861	679.981	12.2127	0.25292
AUR62019121	471	290.565	3.80172	0.184249
AUR62022432	690	509.027	0	0
AUR62037932	1191	1009.92	0	0
AUR62003795	1752	1570.92	9	0.0806781
AUR62034087	1026	844.921	164.013	2.73357
AUR62020548	1374	1192.92	2120.7	25.0342
AUR62005979	396	217.002	0	0
AUR62031253	792	610.981	213	4.9093
AUR62003568	984	802.921	227	3.98126
AUR62041397	954	772.921	62.3747	1.13643
AUR62033643	912	730.946	0	0
AUR62024501	624	443.091	3.21429	0.102155
AUR62013744	1836	1654.92	8.50058	0.0723334
AUR62033545	1350	1168.92	0	0
AUR62027365	657	476.068	4	0.11832
AUR62024010	363	185.147	0	0
AUR62002088	573	392.182	182.328	6.54687
AUR62041609	1125	943.921	0	0
AUR62007985	3981	3799.92	23.1837	0.0859163
AUR62020827	3099	2917.92	160.126	0.772779
AUR62026598	1650	1468.92	60.1119	0.576275
AUR62022339	5598	5416.92	201.411	0.523599
AUR62035651	522	341.326	0	0
AUR62002108	459	278.702	24.7742	1.25178
AUR62028678	1317	1135.92	0	0
AUR62019534	1338	1156.92	20.3089	0.247201
AUR62037659	1806	1624.92	10.2735	0.0890334
AUR62005877	966	784.921	0	0
AUR62012901	996	814.921	18.0778	0.31239
AUR62026164	720	539.018	2	0.052251
AUR62023321	1158	976.921	2014.86	29.0437
AUR62024192	624	443.091	14	0.444941
AUR62031310	2328	2146.92	53	0.347638
AUR62010490	1380	1198.92	3	0.0352369
AUR62013254	777	595.981	43.0304	1.01674
AUR62029181	735	553.991	15.8438	0.40274
AUR62036308	963	781.921	58.8937	1.06065
AUR62038809	1971	1789.92	0	0
AUR62017047	2061	1879.92	31.5142	0.236066
AUR62039822	1926	1744.92	0	0
AUR62014253	354	176.589	0	0
AUR62003480	267	98.0579	296.701	42.6092
AUR62010821	1086	904.921	9	0.140055
AUR62044356	2133	1951.92	0	0
AUR62038879	1383	1201.92	24.1108	0.28249
AUR62033387	3423	3241.92	62.8148	0.272852
AUR62022634	1152	970.921	0	0
AUR62023070	624	443.091	24.8835	0.790837
AUR62021703	1824	1642.92	0	0
AUR62031966	1071	889.921	1	0.015824
AUR62037114	522	341.326	47	1.93908
AUR62029172	1017	835.921	13.017	0.219287
AUR62032450	903	721.946	58.5101	1.14128
AUR62011679	525	344.304	8	0.327202
AUR62040313	816	634.981	111.492	2.47257
AUR62017716	1821	1639.92	663.775	5.69988
AUR62021320	1185	1003.92	33.2381	0.466234
AUR62031003	485	304.481	0	0
AUR62035562	705	524.018	407	10.9374
AUR62013879	603	422.127	194.62	6.49251
AUR62006239	456	275.721	188.196	9.61189
AUR62000567	1029	847.921	66.7869	1.10918
AUR62041274	1722	1540.92	22.5438	0.206022
AUR62016397	1251	1069.92	117.816	1.55067
AUR62025481	1296	1114.92	2	0.0252612
AUR62037349	483	302.486	0	0
AUR62040745	378	199.581	0	0
AUR62003162	669	488.052	256.922	7.41317
AUR62015843	738	556.991	0	0
AUR62016037	1934	1752.92	63.1715	0.507489
AUR62019055	1332	1150.92	8.33908	0.102033
AUR62013073	1497	1315.92	3	0.032104
AUR62001579	1161	979.921	386.99	5.56129
AUR62034264	324	148.523	3	0.284443
AUR62011375	1563	1381.92	19.3569	0.197251
AUR62008522	1698	1516.92	10.5514	0.0979523
AUR62037646	2460	2278.92	14.4075	0.0890283
AUR62019294	1338	1156.92	63.5468	0.773495
AUR62003422	1068	886.921	4.52374	0.0718257
AUR62018082	606	425.12	0	0
AUR62010526	1482	1300.92	0	0
AUR62034511	3576	3394.92	5	0.02074
AUR62024738	711	530.018	1	0.0265691
AUR62013931	1134	952.921	12.5292	0.185155
AUR62033177	645	464.068	1	0.0303449
AUR62041940	579	398.175	178.655	6.31844
AUR62019013	339	162.467	13	1.1268
AUR62038408	837	655.981	4	0.085869
