target_id	length	eff_length	Cb_2	Cb_2_tpm
AUR62032472	1398	1211.2	180.615	2.10975
AUR62006611	3651	3464.2	371.838	1.51861
AUR62032834	498	312.644	0	0
AUR62026053	339	159.683	2.21569	0.196312
AUR62014117	1122	935.201	0	0
AUR62016280	885	698.422	0	0
AUR62036555	1086	899.201	0	0
AUR62035050	1908	1721.2	0	0
AUR62013101	2196	2009.2	2	0.0140832
AUR62028897	624	437.847	1	0.0323126
AUR62040376	1479	1292.2	0	0
AUR62000978	1626	1439.2	2	0.0196608
AUR62015665	645	458.817	1	0.0308358
AUR62002594	1236	1049.2	318.633	4.2966
AUR62042714	288	114.108	0	0
AUR62004671	2427	2240.2	145.142	0.916643
AUR62007514	1866	1679.2	18.5212	0.156048
AUR62028495	816	629.557	6	0.134837
AUR62007779	855	668.513	0	0
AUR62031544	3164	2977.2	157.211	0.747084
AUR62028325	1308	1121.2	0	0
AUR62043255	723	536.716	2	0.0527205
AUR62001557	801	614.599	7	0.161139
AUR62033735	2229	2042.2	76.8275	0.532245
AUR62028934	1062	875.201	21	0.339473
AUR62017492	885	698.422	0	0
AUR62029848	789	602.599	0	0
AUR62043680	1098	911.201	0	0
AUR62030815	564	378.133	1	0.0374153
AUR62037110	855	668.513	299.853	6.34588
AUR62042842	1542	1355.2	46	0.480228
AUR62005426	969	782.201	0	0
AUR62019168	897	710.422	967.656	19.2708
AUR62015304	816	629.557	0	0
AUR62028778	999	812.201	10	0.174193
AUR62024937	1251	1064.2	226.553	3.0119
AUR62024904	3147	2960.2	2684.9	12.8322
AUR62011783	1275	1088.2	6	0.0780074
AUR62023268	288	114.108	38	4.71153
AUR62027343	216	57.6977	0	0
AUR62030423	1131	944.201	14	0.209777
AUR62011668	2919	2732.2	46.9005	0.242862
AUR62013982	1104	917.201	0	0
AUR62033053	411	227.423	0	0
AUR62008439	2208	2021.2	36	0.251992
AUR62029906	3285	3098.2	8.55912	0.0390853
AUR62040127	957	770.227	10	0.183685
AUR62007966	1875	1688.2	0	0
AUR62042250	291	116.631	0	0
AUR62027083	1359	1172.2	5	0.0603478
AUR62036103	1338	1151.2	202.472	2.48832
AUR62015987	702	515.769	93.174	2.55584
AUR62016198	1587	1400.2	5.70887	0.0576837
AUR62006586	1788	1601.2	271.737	2.40103
AUR62024801	648	461.817	36.6667	1.1233
AUR62028243	1386	1199.2	0	0
AUR62034589	1491	1304.2	0	0
AUR62017262	2340	2153.2	0	0
AUR62042556	1092	905.201	2	0.0312593
AUR62023688	1869	1682.2	141.686	1.19164
AUR62014874	384	201.539	1	0.0701997
AUR62033710	1176	989.201	795.65	11.3797
AUR62015781	336	156.917	1461.65	131.786
AUR62003570	429	244.985	12.1429	0.701254
AUR62031872	633	446.832	62.2049	1.96958
AUR62009473	1653	1466.2	105.597	1.01894
AUR62019199	960	773.227	2	0.0365946
AUR62026572	243	77.2231	0	0
AUR62014042	1860	1673.2	103.24	0.872956
AUR62010097	843	656.535	39.1311	0.843254
AUR62037072	1026	839.201	372.328	6.27701
AUR62010819	981	794.201	25	0.445352
AUR62014009	531	345.313	0	0
AUR62040478	390	207.29	0	0
AUR62008541	1089	902.201	0	0
AUR62020130	1161	974.201	12.5961	0.182928
AUR62017404	306	129.805	0	0
AUR62013970	864	677.491	0	0
AUR62006857	2778	2591.2	5.70073	0.031126
AUR62033509	1293	1106.2	0	0
AUR62001802	621	434.876	0	0
AUR62023904	2172	1985.2	22.4465	0.15997
AUR62022037	1575	1388.2	12	0.122299
AUR62029802	1104	917.201	17.0318	0.262718
AUR62038572	828	641.557	158.767	3.50122
AUR62031077	390	207.29	0	0
AUR62026406	729	542.716	0	0
AUR62019545	894	707.422	0.5	0.00999967
AUR62029173	1350	1163.2	6	0.0729777
AUR62019048	1290	1103.2	4.88889	0.0626973
AUR62031569	390	207.29	42.2857	2.88608
AUR62029556	378	195.861	59.6863	4.31142
AUR62018284	780	593.639	0	0
AUR62035346	1149	962.201	10	0.147037
AUR62030277	642	455.817	80.6429	2.50305
AUR62010804	1167	980.201	2.16667	0.0312731
AUR62024888	828	641.557	0	0
AUR62021454	3123	2936.2	2230.14	10.7458
AUR62007485	861	674.513	0	0
AUR62016441	2139	1952.2	374.646	2.71512
AUR62025977	339	159.683	18	1.59481
AUR62001085	1458	1271.2	1	0.0111296
AUR62025682	1341	1154.2	79	0.968365
AUR62044044	2118	1931.2	43.6429	0.319727
AUR62028509	1314	1127.2	0	0
AUR62017958	729	542.716	0	0
AUR62027972	1458	1271.2	662.745	7.37609
AUR62013559	2268	2081.2	0	0
AUR62014092	999	812.201	0	0
AUR62036388	855	668.513	0	0
AUR62023788	1221	1034.2	49.0402	0.670874
AUR62033981	792	605.599	10	0.233619
AUR62004883	408	224.468	55	3.46658
AUR62029786	1782	1595.2	0	0
AUR62030313	2184	1997.2	0	0
AUR62015869	2076	1889.2	11	0.0823774
AUR62033347	1401	1214.2	13.1763	0.153531
AUR62006572	528	342.358	43.5976	1.80167
AUR62031015	255	86.7181	0	0
AUR62037518	1575	1388.2	138.734	1.41392
AUR62004230	1035	848.201	29.451	0.491242
AUR62032934	1191	1004.2	10	0.140888
AUR62037614	942	755.227	3	0.0562001
AUR62003322	213	55.7666	0	0
AUR62015249	912	725.326	0	0
AUR62041365	2499	2312.2	531.675	3.25323
AUR62017985	1710	1523.2	19.1797	0.178147
AUR62007381	1317	1130.2	85.9685	1.07616
AUR62024172	1053	866.201	218.777	3.57335
AUR62022916	786	599.619	86.7738	2.04742
AUR62026389	1677	1490.2	0	0
AUR62034477	1338	1151.2	47.8587	0.588171
AUR62031139	945	758.227	0	0
AUR62012340	1779	1592.2	57	0.50649
AUR62041953	207	51.7186	17	4.65046
AUR62005760	795	608.599	17.7907	0.413576
AUR62043167	423	239.172	16	0.946463
AUR62040591	372	190.227	49.7872	3.70288
AUR62024763	2178	1991.2	0	0
AUR62000428	1251	1064.2	3.61556	0.0480669
AUR62005808	420	236.228	40	2.39565
AUR62024914	2160	1973.2	76.6723	0.549745
AUR62033805	903	716.422	0	0
AUR62032732	4101	3914.2	59.438	0.21484
AUR62032549	417	233.283	0	0
AUR62022904	237	72.7728	1	0.194413
AUR62012984	969	782.201	0	0
AUR62008175	2397	2210.2	11.1452	0.0713429
AUR62007627	1707	1520.2	0	0
AUR62030502	2913	2726.2	3	0.0155689
AUR62016035	1179	992.201	30.3903	0.43334
AUR62034753	1461	1274.2	0	0
AUR62007030	399	215.883	4.36504	0.286064
AUR62014718	1938	1751.2	18	0.145422
AUR62011359	1158	971.201	2	0.029135
AUR62026796	1119	932.201	11.6943	0.177484
AUR62016163	1827	1640.2	36	0.310527
AUR62031994	396	213.035	0	0
AUR62009627	606	419.918	72	2.42584
AUR62008062	1863	1676.2	224.337	1.89351
AUR62033802	1983	1796.2	0	0
AUR62036002	1872	1685.2	480.02	4.02997
AUR62027042	276	103.86	0	0
AUR62024684	441	256.733	14	0.771508
AUR62029815	747	560.697	60	1.51397
AUR62032015	801	614.599	0	0
AUR62042775	1731	1544.2	69.8208	0.639698
AUR62004484	1362	1175.2	92.8106	1.11732
AUR62024729	1425	1238.2	22.8398	0.260973
AUR62019051	909	722.374	88.7972	1.73913
AUR62001856	717	530.751	1	0.0266565
AUR62035922	534	348.29	0	0
AUR62029837	684	497.769	0	0
AUR62022751	2289	2102.2	20.6533	0.138998
AUR62044218	1704	1517.2	30.6617	0.285922
AUR62003068	1014	827.201	14	0.239448
AUR62042025	2775	2588.2	11	0.0601296
AUR62003200	1311	1124.2	206.581	2.59981
AUR62040942	549	363.195	0	0
AUR62026324	1185	998.201	209.104	2.96373
AUR62026273	1383	1196.2	0	0
AUR62033474	984	797.201	0	0
AUR62027989	1185	998.201	2	0.0283469
AUR62034232	3750	3563.2	94.1353	0.373771
AUR62040921	1065	878.201	102.103	1.6449
AUR62039242	1164	977.201	58	0.839726
AUR62011403	573	387.107	0	0
AUR62018499	696	509.769	168.664	4.68106
AUR62029465	549	363.195	2	0.0779084
AUR62020658	3603	3416.2	13.6519	0.0565384
AUR62030631	963	776.227	3.1228	0.0569179
AUR62017987	3336	3149.2	35	0.157239
AUR62038336	1569	1382.2	382.365	3.91382
AUR62001461	2013	1826.2	0	0
AUR62022544	10770	10583.2	0	0
AUR62023272	1449	1262.2	220.375	2.47017
AUR62010605	693	506.769	0	0
AUR62005029	1833	1646.2	251.186	2.15877
AUR62038111	1470	1283.2	303.02	3.34095
AUR62039479	255	86.7181	4	0.652595
AUR62003662	1989	1802.2	351.055	2.75591
AUR62005632	2742	2555.2	90.1393	0.499095
AUR62028738	1224	1037.2	19.9621	0.272294
AUR62021407	504	318.612	29	1.28774
AUR62033598	1716	1529.2	35.4691	0.328155
AUR62005108	1011	824.201	17	0.291816
AUR62016442	1239	1052.2	57	0.766425
AUR62003956	1140	953.201	57.6206	0.855238
AUR62013539	1215	1028.2	518.827	7.13901
AUR62036076	306	129.805	0	0
AUR62021682	270	98.8184	1	0.143171
AUR62022122	807	620.578	487.007	11.1028
AUR62024707	3840	3653.2	1502.33	5.81817
AUR62004902	915	728.301	4	0.0777039
AUR62014599	1737	1550.2	7.38051	0.0673584
AUR62040470	603	416.918	898.969	30.5062
AUR62001519	294	119.174	19	2.25561
AUR62032625	1098	911.201	17	0.263954
AUR62036655	1908	1721.2	335.397	2.7569
AUR62036510	630	443.847	0	0
AUR62023014	1995	1808.2	109.576	0.857357
AUR62040315	1662	1475.2	13	0.124677
AUR62003339	1908	1721.2	19.8788	0.1634
AUR62029605	630	443.847	7.31246	0.23309
AUR62023297	1119	932.201	52	0.789201
AUR62022881	279	106.368	0	0
AUR62018363	1200	1013.2	1	0.0139636
AUR62010707	3156	2969.2	3.19427	0.0152204
AUR62041505	2574	2387.2	73	0.432641
AUR62035721	1782	1595.2	312.662	2.77302
AUR62010679	1506	1319.2	20.6428	0.221387
AUR62032691	1224	1037.2	72.9609	0.995224
AUR62042915	978	791.201	138.18	2.47088
AUR62042167	792	605.599	99.9492	2.33501
AUR62039368	3366	3179.2	48.083	0.213977
AUR62033551	564	378.133	17.0592	0.638276
AUR62006784	1089	902.201	0	0
AUR62028834	1416	1229.2	45	0.517945
AUR62025229	240	74.9706	0	0
AUR62003591	2097	1910.2	46.2773	0.342754
AUR62020263	1962	1775.2	153.603	1.22418
AUR62015042	294	119.174	0	0
AUR62021140	1230	1043.2	0	0
AUR62003735	2157	1970.2	51.0891	0.366869
AUR62023654	1773	1586.2	4.3022	0.038373
AUR62010358	561	375.133	0	0
AUR62036585	1260	1073.2	304.873	4.01912
AUR62009444	1521	1334.2	238.438	2.52841
AUR62005904	267	96.3275	0	0
AUR62027338	1062	875.201	6.85714	0.110848
AUR62031318	408	224.468	0	0
AUR62031756	990	803.201	3	0.0528434
AUR62023271	1182	995.201	12	0.170594
AUR62023142	2142	1955.2	0	0
AUR62002945	1425	1238.2	58.4336	0.667675
AUR62037145	1257	1070.2	95.5136	1.26268
AUR62000386	630	443.847	0	0
AUR62043962	294	119.174	2	0.237433
AUR62000855	378	195.861	6	0.433408
AUR62006893	2137	1950.2	10.408	0.0755059
AUR62002017	552	366.195	10.8	0.417259
AUR62005271	1119	932.201	68.8716	1.04526
AUR62037594	402	218.752	389.377	25.1833
AUR62024005	1566	1379.2	228.925	2.34833
AUR62011817	2274	2087.2	9.45188	0.064069
AUR62037424	1956	1769.2	8.23659	0.0658664
AUR62017415	585	399.081	0	0
AUR62011089	2394	2207.2	6.31321	0.0404671
AUR62035197	1584	1397.2	4	0.0405037
AUR62035234	1551	1364.2	2.09091	0.0216846
AUR62023739	813	626.557	2	0.0451609
AUR62004748	1428	1241.2	74.3585	0.847583
AUR62000530	1458	1271.2	13.8686	0.154352
AUR62014831	3003	2816.2	0	0
AUR62011309	261	91.5063	0	0
AUR62028400	363	181.914	0	0
AUR62022301	444	259.603	0	0
AUR62020884	837	650.557	432.336	9.40221
AUR62004039	1266	1079.2	10.835	0.142043
AUR62033115	4536	4349.2	0	0
AUR62015992	852	665.513	0	0
AUR62041309	2388	2201.2	0	0
AUR62010152	1854	1667.2	6.28966	0.0533744
AUR62043388	321	143.206	0	0
AUR62025839	591	405	0	0
AUR62018776	2514	2327.2	8	0.0486351
AUR62022144	1125	938.201	0	0
AUR62005528	264	93.9034	31	4.67062
AUR62041023	489	303.705	0	0
AUR62018025	1749	1562.2	0	0
AUR62033800	390	207.29	0	0
AUR62012422_AUR62026701_AUR62028492	2094	1907.2	0	0
AUR62029482	1710	1523.2	0	0
AUR62013166	3690	3503.2	456.635	1.84416
AUR62002046	1125	938.201	38.1422	0.57518
AUR62040750	261	91.5063	1.00127	0.154809
AUR62015862	306	129.805	118	12.8613
AUR62042213	1302	1115.2	59.9029	0.759956
AUR62021491	578	392.094	381.11	13.7516
AUR62026402	570	384.133	2302.88	84.8171
AUR62003635	984	797.201	71.6311	1.27124
AUR62016775	2403	2216.2	6	0.0383033
AUR62000140	966	779.227	1.25089	0.0227117
AUR62006168	1224	1037.2	17.0911	0.233132
AUR62003064	1569	1382.2	144.663	1.48074
AUR62002776	1056	869.201	0	0
AUR62023835	1020	833.201	460.156	7.81356
AUR62019638	261	91.5063	0	0
AUR62002354	405	221.626	466	29.7481
AUR62041549	312	135.134	0	0
AUR62037591	711	524.769	0	0
AUR62038604	435	250.835	17.5862	0.991923
AUR62004746	1947	1760.2	164.809	1.32468
AUR62004580	360	179.147	10.4661	0.826552
AUR62005374	1206	1019.2	7.4381	0.103251
AUR62040666	1533	1346.2	1	0.0105095
AUR62007748	1563	1376.2	22	0.22617
AUR62022983	1002	815.201	4	0.0694207
AUR62018054	765	578.697	5	0.12224
AUR62013872	2001	1814.2	63	0.491302
AUR62024301	1923	1736.2	0	0
AUR62013617	483	297.775	12	0.570146
AUR62007648	663	476.801	288	8.54573
AUR62043525	1368	1181.2	61.6917	0.738919
AUR62003281	1006	819.201	1	0.0172704
AUR62041927	312	135.134	0	0
AUR62017734	489	303.705	23	1.07144
AUR62011945	765	578.697	48.8418	1.19408
AUR62003095	3261	3074.2	63.1734	0.290734
AUR62040387	7902	7715.2	762.24	1.39778
AUR62039836	1206	1019.2	4464.95	61.9798
AUR62032512	1737	1550.2	190.619	1.73969
AUR62017440	1140	953.201	5	0.0742129
AUR62035670	1395	1208.2	5	0.0585497
AUR62021777	945	758.227	13.723	0.25606
AUR62030056	1797	1610.2	21	0.184516
AUR62000517	315	137.802	3.42857	0.352008
AUR62000789	1923	1736.2	61.9577	0.504881
AUR62005540	840	653.535	10.355	0.224169
AUR62011786	1563	1376.2	0	0
AUR62008437	1359	1172.2	386	4.65885
AUR62016025	1590	1403.2	19	0.19157
AUR62032769	1092	905.201	45	0.703333
AUR62005789	1098	911.201	0	0
AUR62041304	1794	1607.2	0	0
AUR62005746	636	449.832	23.9581	0.753521
AUR62010551	1470	1283.2	18.009	0.198559
AUR62039132	507	321.58	584.091	25.6972
AUR62028376	5478	5291.2	117.414	0.313949
AUR62019608	486	300.735	0	0
AUR62020728	2547	2360.2	1	0.00599439
AUR62039837	4872	4685.2	127.821	0.385982
AUR62018765	1839	1652.2	270.559	2.31682
AUR62028475	231	68.3869	23.2992	4.82017
AUR62014977	591	405	116.424	4.06707
AUR62029601	558	372.158	57	2.16691
AUR62003358	1002	815.201	3	0.0520655
AUR62004545	1374	1187.2	158.806	1.8925
AUR62015333	1707	1520.2	17	0.158213
AUR62015364	795	608.599	37.8838	0.880676
AUR62000714	3093	2906.2	0	0
AUR62023562	1035	848.201	0	0
AUR62027478	678	491.769	0	0
AUR62037378	1674	1487.2	0	0
AUR62023651	1803	1616.2	774.31	6.77818
AUR62033971	816	629.557	0	0
AUR62008182	1554	1367.2	22.7347	0.235261
AUR62014922	726	539.716	0	0
AUR62038429	2268	2081.2	109.165	0.742102
AUR62043111	675	488.769	435.941	12.6188
AUR62032828	438	253.784	27	1.5052
AUR62014318	1137	950.201	190.249	2.8327
AUR62012165	1806	1619.2	12	0.104851
AUR62015979	1788	1601.2	55.1495	0.487292
AUR62036707	1398	1211.2	42.6993	0.498767
AUR62015379	714	527.751	167.696	4.4956
AUR62011237	1662	1475.2	77.0328	0.738785
AUR62022008	1563	1376.2	5	0.0514022
AUR62022103	1575	1388.2	219.742	2.23952
AUR62011870	861	674.513	1.14228	0.0239595
AUR62019121	471	285.959	0	0
AUR62022432	690	503.769	0	0
AUR62037932	1191	1004.2	0	0
AUR62003795	1752	1565.2	7	0.0632735
AUR62034087	1026	839.201	101.161	1.70545
AUR62020548	1374	1187.2	2585.85	30.8157
AUR62005979	396	213.035	0	0
AUR62031253	792	605.599	123.497	2.88513
AUR62003568	984	797.201	241	4.27703
AUR62041397	954	767.227	36	0.663853
AUR62033643	912	725.326	0	0
AUR62024501	624	437.847	4	0.12925
AUR62013744	1836	1649.2	11.5173	0.0988033
AUR62033545	1350	1163.2	0	0
AUR62027365	657	470.817	2	0.0600996
AUR62024010	363	181.914	0	0
AUR62002088	573	387.107	124.759	4.55968
AUR62041609	1125	938.201	0	0
AUR62007985	3981	3794.2	16.2849	0.0607237
AUR62020827	3099	2912.2	133.078	0.646515
AUR62026598	1650	1463.2	31.1061	0.30077
AUR62022339	5598	5411.2	107.651	0.281461
AUR62035651	522	336.438	0	0
AUR62002108	459	274.212	9	0.464354
AUR62028678	1317	1130.2	0	0
AUR62019534	1338	1151.2	16.5283	0.203128
AUR62037659	1806	1619.2	7.28125	0.0636208
AUR62005877	966	779.227	0	0
AUR62012901	996	809.201	5.72589	0.100111
AUR62026164	720	533.716	1.18197	0.0313322
AUR62023321	1158	971.201	1934.2	28.1764
AUR62024192	624	437.847	9	0.290813
AUR62031310	2328	2141.2	30	0.198225
AUR62010490	1380	1193.2	2	0.0237143
AUR62013254	777	590.658	29.9832	0.718183
AUR62029181	735	548.716	8	0.20627
AUR62036308	963	776.227	43	0.783742
AUR62038809	1971	1784.2	0	0
AUR62017047	2061	1874.2	8.96767	0.0676951
AUR62039822	1926	1739.2	0	0
AUR62014253	354	173.58	0	0
AUR62003480	267	96.3275	232.819	34.1949
AUR62010821	1086	899.201	3	0.0472017
AUR62044356	2133	1946.2	0	0
AUR62038879	1383	1196.2	19.0138	0.224884
AUR62033387	3423	3236.2	61.2221	0.26765
AUR62022634	1152	965.201	0	0
AUR62023070	624	437.847	23.5434	0.760747
AUR62021703	1824	1637.2	0	0
AUR62031966	1071	884.201	1	0.0160008
AUR62037114	522	336.438	32	1.34567
AUR62029172	1017	830.201	8.07527	0.137615
AUR62032450	903	716.422	10.3068	0.20354
AUR62011679	525	339.415	2	0.0833667
AUR62040313	816	629.557	88.33	1.98503
AUR62017716	1821	1634.2	553.297	4.79012
AUR62021320	1185	998.201	30.8899	0.437816
AUR62031003	485	299.745	0	0
AUR62035562	705	518.769	256	6.98168
AUR62013879	603	416.918	179.104	6.07782
AUR62006239	456	271.258	177.523	9.25903
AUR62000567	1029	842.201	83.9812	1.41078
AUR62041274	1722	1535.2	25.5877	0.235809
AUR62016397	1251	1064.2	64.468	0.857066
AUR62025481	1296	1109.2	0	0
AUR62037349	483	297.775	0	0
AUR62040745	378	195.861	0	0
AUR62003162	669	482.785	256.928	7.52925
AUR62015843	738	551.697	0	0
AUR62016037	1934	1747.2	16.1757	0.130982
AUR62019055	1332	1145.2	8.65761	0.106957
AUR62013073	1497	1310.2	0	0
AUR62001579	1161	974.201	313.468	4.55237
AUR62034264	324	145.986	1	0.0969131
AUR62011375	1563	1376.2	8.24347	0.0847465
AUR62008522	1698	1511.2	8	0.0748965
AUR62037646	2460	2273.2	21.7479	0.135355
AUR62019294	1338	1151.2	35.6052	0.437579
AUR62003422	1068	881.201	2	0.0321106
AUR62018082	606	419.918	0	0
AUR62010526	1482	1295.2	0	0
AUR62034511	3576	3389.2	10	0.0417442
AUR62024738	711	524.769	0	0
AUR62013931	1134	947.201	17.1903	0.256764
AUR62033177	645	458.817	0	0
AUR62041940	579	393.094	185.716	6.68416
AUR62019013	339	159.683	12	1.06321
AUR62038408	837	650.557	0	0
AUR62026339	591	405	0	0
AUR62029379	894	707.422	87.3142	1.74623
AUR62036932	546	360.219	0	0
AUR62009925	876	689.468	11	0.225721
AUR62006739	360	179.147	68	5.37023
AUR62016802	2946	2759.2	251.97	1.29199
AUR62004610	1399	1212.2	651.431	7.60304
AUR62021155	201	47.9408	7	2.06579
