target_id	length	eff_length	Cb_4	Cb_4_tpm
AUR62011514	1395	1211.64	0	0
AUR62037899	1920	1736.64	57.9204	0.511285
AUR62039224	603	419.907	55	2.00794
AUR62036065	1110	926.64	0	0
AUR62000005	2289	2105.64	49.2152	0.358308
AUR62022200	4428	4244.64	2762.7	9.97778
AUR62033290	1422	1238.64	0	0
AUR62013253	1698	1514.64	4	0.0404848
AUR62038293	2121	1937.64	0	0
AUR62025411	2073	1889.64	15.5479	0.126134
AUR62030875	2538	2354.64	4	0.0260422
AUR62037720	1626	1442.64	22.2884	0.236844
AUR62031228	1554	1370.64	18.805	0.210326
AUR62020574	1692	1508.64	5.11711	0.0519973
AUR62020710	963	779.666	7	0.137636
AUR62030580	708	524.811	11	0.321315
AUR62037464	441	258.986	0	0
AUR62003048	2412	2228.64	34	0.233873
AUR62023455	3849	3665.64	33.1658	0.138702
AUR62016429	2685	2501.64	350.586	2.14838
AUR62009276	1899	1715.64	78.7844	0.703972
AUR62027030	7311	7127.64	334.708	0.719883
AUR62009392	1371	1187.64	534.233	6.89584
AUR62009070	1374	1190.64	0	0
AUR62019274	1866	1682.64	56.6883	0.516468
AUR62036947	4476	4292.64	190.288	0.679562
AUR62016493	1338	1154.64	41.6566	0.553069
AUR62024924	597	413.907	1	0.0370373
AUR62036698	696	512.845	115	3.43758
AUR62004533	944	760.666	14	0.282147
AUR62005346	1128	944.64	1.06252	0.0172429
AUR62035326	741	557.774	12	0.32981
AUR62032536	1386	1202.64	48	0.611853
AUR62028983	930	746.666	10	0.205312
AUR62011017	768	584.736	0	0
AUR62011357	1326	1142.64	72.4321	0.97177
AUR62022291	1995	1811.64	13	0.110005
AUR62008916	522	339.091	20.8333	0.941856
AUR62006787	939	755.666	1.04647	0.0212295
AUR62028451	2343	2159.64	8.26368	0.0586589
AUR62015503	1758	1574.64	418.486	4.07419
AUR62011460	912	728.691	9.86384	0.207512
AUR62000712	1635	1451.64	6.9157	0.0730329
AUR62004045	1458	1274.64	110.651	1.33079
AUR62030297	1770	1586.64	14.4595	0.139707
AUR62032554	1230	1046.64	123.304	1.80601
AUR62038709	1905	1721.64	581.044	5.17379
AUR62025804	726	542.811	0	0
AUR62008405	687	503.845	0	0
AUR62019207	585	401.934	209.103	7.97532
AUR62044482	435	253.114	0	0
AUR62027833	1416	1232.64	66.2428	0.823842
AUR62011420	207	52.1036	364	107.096
AUR62044439	1227	1043.64	0	0
AUR62040388	3144	2960.64	296.747	1.53653
AUR62043759	1725	1541.64	27.6848	0.275296
AUR62013994	1161	977.64	0	0
AUR62027445	1050	866.64	17.1031	0.302536
AUR62041086	834	650.736	0	0
AUR62026685	330	152.745	147.242	14.7777
AUR62007084	267	97.2292	59.225	9.33791
AUR62008178	1266	1082.64	71.9301	1.01852
AUR62039084	840	656.714	96.8474	2.26075
AUR62032983	558	374.96	0	0
AUR62009381	204	50.0163	32	9.80798
AUR62023698	2367	2183.64	361.652	2.53893
AUR62012074	876	692.714	0	0
AUR62016998	693	509.845	0	0
AUR62012625	3477	3293.64	33.4392	0.15564
AUR62039951	351	172.131	36	3.20615
AUR62025732	1611	1427.64	25.334	0.272037
AUR62030708	798	614.736	0	0
AUR62018084	492	309.252	52	2.5777
AUR62026706	1482	1298.64	0	0
AUR62038318	555	371.972	3	0.123638
AUR62005211	507	324.157	9569.4	452.554
AUR62019339	729	545.811	0	0
AUR62039464	594	410.907	2	0.0746154
AUR62032162	837	653.714	2.2671	0.0531649
AUR62039907	594	410.907	31.5454	1.17688
AUR62004092	1539	1355.64	10	0.113083
AUR62022903	5349	5165.64	34.9395	0.103689
AUR62032472	1398	1214.64	233.984	2.95311
AUR62006611	3651	3467.64	385.945	1.70621
AUR62032834	498	315.21	1	0.0486341
AUR62026053	339	160.954	5.63102	0.536325
AUR62014117	1122	938.64	1.13617	0.018556
AUR62016280	885	701.691	0	0
AUR62036555	1086	902.64	0	0
AUR62035050	1908	1724.64	0	0
AUR62013101	2196	2012.64	17	0.129486
AUR62028897	624	440.892	3	0.104311
AUR62040376	1479	1295.64	0	0
AUR62000978	1626	1442.64	0	0
AUR62015665	645	461.862	0	0
AUR62002594	1236	1052.64	317.297	4.62091
AUR62042714	288	115.17	0	0
AUR62004671	2427	2243.64	59.6004	0.407228
AUR62007514	1866	1682.64	12	0.109328
AUR62028495	816	632.736	18	0.436106
AUR62007779	855	671.714	0	0
AUR62031544	3164	2980.64	148.779	0.765195
AUR62028325	1308	1124.64	0	0
AUR62043255	723	539.811	9	0.255589
AUR62001557	801	617.736	11	0.27298
AUR62033735	2229	2045.64	126.505	0.948022
AUR62028934	1062	878.64	13.3333	0.232632
AUR62017492	885	701.691	0	0
AUR62029848	789	605.736	0	0
AUR62043680	1098	914.64	0	0
AUR62030815	564	380.96	1	0.0402404
AUR62037110	855	671.714	273.744	6.24743
AUR62042842	1542	1358.64	49.0909	0.553909
AUR62005426	969	785.666	0	0
AUR62019168	897	713.691	767.681	16.4897
AUR62015304	816	632.736	5.06278	0.122662
AUR62028778	999	815.64	4	0.0751801
AUR62024937	1251	1067.64	192.889	2.76964
AUR62024904	3147	2963.64	2396.13	12.3944
AUR62011783	1275	1091.64	10	0.140431
AUR62023268	288	115.17	25	3.32769
AUR62027343	216	58.1584	0	0
AUR62030423	1131	947.64	14	0.226478
AUR62011668	2919	2735.64	58.4506	0.327545
AUR62013982	1104	920.64	0	0
AUR62033053	411	229.687	0	0
AUR62008439	2208	2024.64	34.5599	0.261677
AUR62029906	3285	3101.64	11.3116	0.055908
AUR62040127	957	773.666	7	0.138703
AUR62007966	1875	1691.64	0	0
AUR62042250	291	117.788	0	0
AUR62027083	1359	1175.64	0	0
AUR62036103	1338	1154.64	189.623	2.5176
AUR62015987	702	518.845	88.5355	2.6159
AUR62016198	1587	1403.64	8.35868	0.0912901
AUR62006586	1788	1604.64	232.126	2.21762
AUR62024801	648	464.862	33.8286	1.11558
AUR62028243	1386	1202.64	3	0.0382408
AUR62034589	1491	1307.64	0	0
AUR62017262	2340	2156.64	0	0
AUR62042556	1092	908.64	0	0
AUR62023688	1869	1685.64	135.579	1.23302
AUR62014874	384	203.65	0	0
AUR62033710	1176	992.64	740.701	11.4391
AUR62015781	336	158.204	1278.24	123.862
AUR62003570	429	247.231	10.1379	0.628619
AUR62031872	633	449.892	48.7332	1.66057
AUR62009473	1653	1469.64	65.094	0.679003
AUR62019199	960	776.666	10	0.197382
AUR62026572	243	78.0106	0	0
AUR62014042	1860	1676.64	88.9241	0.813057
AUR62010097	843	659.714	18.5769	0.431678
AUR62037072	1026	842.64	312.071	5.67745
AUR62010819	981	797.64	27.8369	0.535002
AUR62014009	531	348.068	0	0
AUR62040478	390	209.393	0	0
AUR62008541	1089	905.64	0.5	0.00846362
AUR62020130	1161	977.64	5.82458	0.0913329
AUR62017404	306	131.052	0	0
AUR62013970	864	680.714	0	0
AUR62006857	2778	2594.64	5	0.0295416
AUR62033509	1293	1109.64	2	0.0276305
AUR62001802	621	437.892	0	0
AUR62023904	2172	1988.64	24.5005	0.188869
AUR62022037	1575	1391.64	19	0.2093
AUR62029802	1104	920.64	30.0343	0.500114
AUR62038572	828	644.736	181.433	4.31395
AUR62031077	390	209.393	0	0
AUR62026406	729	545.811	0	0
AUR62019545	894	710.691	0	0
AUR62029173	1350	1166.64	0	0
AUR62019048	1290	1106.64	6	0.0831163
AUR62031569	390	209.393	44.2373	3.23867
AUR62029556	378	197.9	61.5118	4.7649
AUR62018284	780	596.736	0	0
AUR62035346	1149	965.64	7	0.111128
AUR62030277	642	458.862	62.6334	2.0925
AUR62010804	1167	983.64	6	0.0935097
AUR62024888	828	644.736	0	0
AUR62021454	3123	2939.64	2019.17	10.5298
AUR62007485	861	677.714	0	0
AUR62016441	2139	1955.64	318.424	2.49608
AUR62025977	339	160.954	42	4.00027
AUR62001085	1458	1274.64	1	0.0120269
AUR62025682	1341	1157.64	57	0.754819
AUR62044044	2118	1934.64	53.5088	0.424
AUR62028509	1314	1130.64	0	0
AUR62017958	729	545.811	1	0.0280866
AUR62027972	1458	1274.64	609.854	7.33465
AUR62013559	2268	2084.64	0	0
AUR62014092	999	815.64	0	0
AUR62036388	855	671.714	1	0.0228222
AUR62023788	1221	1037.64	47.6025	0.703273
AUR62033981	792	608.736	8	0.201466
AUR62004883	408	226.794	43	2.90655
AUR62029786	1782	1598.64	0	0
AUR62030313	2184	2000.64	0	0
AUR62015869	2076	1892.64	12	0.0971974
AUR62033347	1401	1217.64	6.74116	0.0848706
AUR62006572	528	345.079	53.292	2.36747
AUR62031015	255	87.6716	0	0
AUR62037518	1575	1391.64	127.587	1.40547
AUR62004230	1035	851.64	24.2326	0.4362
AUR62032934	1191	1007.64	7.20411	0.109601
AUR62037614	942	758.666	4	0.080826
AUR62003322	213	56.1014	0	0
AUR62015249	912	728.691	0	0
AUR62041365	2499	2315.64	379.933	2.51523
AUR62017985	1710	1526.64	14.4196	0.144797
AUR62007381	1317	1133.64	84.821	1.14702
AUR62024172	1053	869.64	158.871	2.80057
AUR62022916	786	602.736	87.0779	2.21474
AUR62026389	1677	1493.64	0	0
AUR62034477	1338	1154.64	37.3782	0.496264
AUR62031139	945	761.666	0	0
AUR62012340	1779	1595.64	50.0943	0.481277
AUR62041953	207	52.1036	14	4.11909
AUR62005760	795	611.736	25.6744	0.643396
AUR62043167	423	241.411	13	0.825519
AUR62040591	372	192.163	50.5102	4.0295
AUR62024763	2178	1994.64	0	0
AUR62000428	1251	1067.64	12.1428	0.174356
AUR62005808	420	238.492	32	2.05693
AUR62024914	2160	1976.64	77.533	0.601313
AUR62033805	903	719.691	0	0
AUR62032732	4101	3917.64	47.5292	0.185985
AUR62032549	417	235.531	0	0
AUR62022904	237	73.5866	3	0.624977
AUR62012984	969	785.666	0	0
AUR62008175	2397	2213.64	13	0.090028
AUR62007627	1707	1523.64	0	0
AUR62030502	2913	2729.64	1	0.00561612
AUR62016035	1179	995.64	26.6584	0.410462
AUR62034753	1461	1277.64	0	0
AUR62007030	399	218.078	6.20258	0.436016
AUR62014718	1938	1754.64	27	0.235894
AUR62011359	1158	974.64	3	0.0471866
AUR62026796	1119	935.64	7.57233	0.124069
AUR62016163	1827	1643.64	23.792	0.221904
AUR62031994	396	215.179	0	0
AUR62009627	606	422.907	91.9092	3.33162
AUR62008062	1863	1679.64	183.792	1.67746
AUR62033802	1983	1799.64	0	0
AUR62036002	1872	1688.64	325.501	2.95499
AUR62027042	276	104.752	0	0
AUR62024684	441	258.986	8	0.473539
AUR62029815	747	563.774	57.694	1.5688
AUR62032015	801	617.736	0	0
AUR62042775	1731	1547.64	67.6742	0.670339
AUR62004484	1362	1178.64	84.4	1.09775
AUR62024729	1425	1241.64	16.171	0.199657
AUR62019051	909	725.691	86.1584	1.82007
AUR62001856	717	533.811	0	0
AUR62035922	534	351.056	0	0
AUR62029837	684	500.845	0	0
AUR62022751	2289	2105.64	19.2839	0.140395
AUR62044218	1704	1520.64	37.899	0.382069
AUR62003068	1014	830.64	10	0.184556
AUR62042025	2775	2591.64	9	0.0532365
AUR62003200	1311	1127.64	130.995	1.78085
AUR62040942	549	365.972	0	0
AUR62026324	1185	1001.64	174.32	2.66795
AUR62026273	1383	1199.64	0	0
AUR62033474	984	800.64	0	0
AUR62027989	1185	1001.64	0	0
AUR62034232	3750	3566.64	89.0176	0.382612
AUR62040921	1065	881.64	86.2923	1.50045
AUR62039242	1164	980.64	29	0.453346
AUR62011403	573	389.947	0	0
AUR62018499	696	512.845	191.679	5.72967
AUR62029465	549	365.972	0	0
AUR62020658	3603	3419.64	14.9555	0.0670444
AUR62030631	963	779.666	15.8722	0.312084
AUR62017987	3336	3152.64	25	0.121565
AUR62038336	1569	1385.64	311.122	3.44209
AUR62001461	2013	1829.64	0	0
AUR62022544	10770	10586.6	0	0
AUR62023272	1449	1265.64	165.569	2.00544
AUR62010605	693	509.845	0	0
AUR62005029	1833	1649.64	234.666	2.18073
AUR62038111	1470	1286.64	346.13	4.12405
AUR62039479	255	87.6716	1	0.174857
AUR62003662	1989	1805.64	282.51	2.39853
AUR62005632	2742	2558.64	108.485	0.649982
AUR62028738	1224	1040.64	18.0509	0.265913
AUR62021407	504	321.168	25	1.1933
AUR62033598	1716	1532.64	25.351	0.253569
AUR62005108	1011	827.64	19	0.351928
AUR62016442	1239	1055.64	42	0.609923
AUR62003956	1140	956.64	45	0.721117
AUR62013539	1215	1031.64	394.699	5.86515
AUR62036076	306	131.052	0	0
AUR62021682	270	99.7222	0	0
AUR62022122	807	623.736	393	9.65903
AUR62024707	3840	3656.64	1712.5	7.17945
AUR62004902	915	731.691	8.62617	0.180731
AUR62014599	1737	1553.64	7.78011	0.0767674
AUR62040470	603	419.907	989.469	36.1236
AUR62001519	294	120.403	18	2.2918
AUR62032625	1098	914.64	13	0.217889
AUR62036655	1908	1724.64	319.816	2.84278
AUR62036510	630	446.892	0	0
AUR62023014	1995	1811.64	123.196	1.04248
AUR62040315	1662	1478.64	3.41041	0.0353578
AUR62003339	1908	1724.64	17.5945	0.156394
AUR62029605	630	446.892	2.12925	0.0730409
AUR62023297	1119	935.64	55	0.901147
AUR62022881	279	107.304	0	0
AUR62018363	1200	1016.64	1.15306	0.017387
AUR62010707	3156	2972.64	3	0.0154711
AUR62041505	2574	2390.64	80	0.513
AUR62035721	1782	1598.64	243.868	2.33854
AUR62010679	1506	1322.64	33.248	0.385358
AUR62032691	1224	1040.64	48.292	0.711404
AUR62042915	978	794.64	140.461	2.70974
AUR62042167	792	608.736	77.6916	1.95653
AUR62039368	3366	3182.64	56.4695	0.271999
AUR62033551	564	380.96	11.4634	0.461292
AUR62006784	1089	905.64	4	0.0677089
AUR62028834	1416	1232.64	46.6242	0.579851
AUR62025229	240	75.758	0	0
AUR62003591	2097	1913.64	36	0.288392
AUR62020263	1962	1778.64	131.953	1.13729
AUR62015042	294	120.403	0	0
AUR62021140	1230	1046.64	0	0
AUR62003735	2157	1973.64	38.3676	0.298015
AUR62023654	1773	1589.64	7.58841	0.0731802
AUR62010358	561	377.96	0	0
AUR62036585	1260	1076.64	256.343	3.65
AUR62009444	1521	1337.64	174.968	2.00521
AUR62005904	267	97.2292	0	0
AUR62027338	1062	878.64	0	0
AUR62031318	408	226.794	0	0
AUR62031756	990	806.64	9.86188	0.187422
AUR62023271	1182	998.64	6.30435	0.0967771
AUR62023142	2142	1958.64	0	0
AUR62002945	1425	1241.64	54.7453	0.675916
AUR62037145	1257	1073.64	87.5691	1.25036
AUR62000386	630	446.892	0	0
AUR62043962	294	120.403	0	0
AUR62000855	378	197.9	6	0.464779
AUR62006893	2137	1953.64	7.04658	0.0552936
AUR62002017	552	368.972	13	0.540121
AUR62005271	1119	935.64	89	1.45822
AUR62037594	402	220.982	361.72	25.0933
AUR62024005	1566	1382.64	257.005	2.84954
AUR62011817	2274	2090.64	25.2748	0.185332
AUR62037424	1956	1772.64	12.5405	0.108451
AUR62017415	585	401.934	0	0
AUR62011089	2394	2210.64	11.2904	0.078295
AUR62035197	1584	1400.64	2	0.02189
AUR62035234	1551	1367.64	7.03448	0.07885
AUR62023739	813	629.736	3	0.0730305
AUR62004748	1428	1244.64	84.7893	1.04433
AUR62000530	1458	1274.64	11.7873	0.141765
AUR62014831	3003	2819.64	0	0
AUR62011309	261	92.3496	0	0
AUR62028400	363	183.615	0	0
AUR62022301	444	261.942	0	0
AUR62020884	837	653.714	588.775	13.8071
AUR62004039	1266	1082.64	17	0.240717
AUR62033115	4536	4352.64	1	0.00352199
AUR62015992	852	668.714	1	0.0229246
AUR62041309	2388	2204.64	1	0.00695351
AUR62010152	1854	1670.64	7.81974	0.0717548
AUR62043388	321	144.524	0	0
AUR62025839	591	407.907	8.97361	0.337247
AUR62018776	2514	2330.64	9.91603	0.0652235
AUR62022144	1125	941.64	0	0
AUR62005528	264	94.8073	53	8.5699
AUR62041023	489	306.283	0	0
AUR62018025	1749	1565.64	0	0
AUR62033800	390	209.393	1	0.0732114
AUR62012422_AUR62026701_AUR62028492	2094	1910.64	0	0
AUR62029482	1710	1526.64	0	0
AUR62013166	3690	3506.64	423.508	1.85145
AUR62002046	1125	941.64	28.27	0.460239
AUR62040750	261	92.3496	0	0
AUR62015862	306	131.052	107	12.5164
AUR62042213	1302	1118.64	42.5026	0.582461
AUR62021491	578	394.947	373.154	14.4841
AUR62026402	570	386.947	2158.23	85.5041
AUR62003635	984	800.64	67.8831	1.29977
AUR62016775	2403	2219.64	8	0.0552521
AUR62000140	966	782.666	0	0
AUR62006168	1224	1040.64	28	0.412476
AUR62003064	1569	1385.64	114.785	1.26992
AUR62002776	1056	872.64	0	0
AUR62023835	1020	836.64	390.247	7.1506
AUR62019638	261	92.3496	0	0
AUR62002354	405	223.915	381	26.0846
AUR62041549	312	136.431	0	0
AUR62037591	711	527.811	0	0
AUR62038604	435	253.114	11.3636	0.688244
AUR62004746	1947	1763.64	157.456	1.36864
AUR62004580	360	180.756	7.77843	0.65969
AUR62005374	1206	1022.64	5	0.074953
AUR62040666	1533	1349.64	0	0
AUR62007748	1563	1379.64	29.2432	0.324938
AUR62022983	1002	818.64	5.45455	0.102143
AUR62018054	765	581.736	6	0.158113
AUR62013872	2001	1817.64	54	0.455436
AUR62024301	1923	1739.64	0	0
AUR62013617	483	300.364	18	0.918685
AUR62007648	663	479.862	258	8.24223
AUR62043525	1368	1184.64	56.5163	0.731357
AUR62003281	1006	822.64	0	0
AUR62041927	312	136.431	0	0
AUR62017734	489	306.283	27	1.3514
AUR62011945	765	581.736	75.0057	1.97656
AUR62003095	3261	3077.64	49.7736	0.247926
AUR62040387	7902	7718.64	805.614	1.60003
AUR62039836	1206	1022.64	4278.72	64.1406
AUR62032512	1737	1553.64	191.269	1.88727
AUR62017440	1140	956.64	4	0.0640993
AUR62035670	1395	1211.64	4	0.050609
AUR62021777	945	761.666	15.0368	0.302644
AUR62030056	1797	1613.64	17	0.161504
AUR62000517	315	139.14	7.2	0.793271
AUR62000789	1923	1739.64	69.5182	0.612605
AUR62005540	840	656.714	18.5367	0.432711
AUR62011786	1563	1379.64	0	0
AUR62008437	1359	1175.64	427	5.56795
AUR62016025	1590	1406.64	9	0.0980847
AUR62032769	1092	908.64	36.973	0.623784
AUR62005789	1098	914.64	0	0
AUR62041304	1794	1610.64	0	0
AUR62005746	636	452.877	15.8816	0.537596
AUR62010551	1470	1286.64	14.0691	0.16763
AUR62039132	507	324.157	629.548	29.7725
AUR62028376	5478	5294.64	151.134	0.43759
AUR62019608	486	303.323	1.09401	0.0552914
AUR62020728	2547	2363.64	0	0
AUR62039837	4872	4688.64	172.316	0.563404
AUR62018765	1839	1655.64	196.819	1.8224
AUR62028475	231	69.0431	24.4657	5.43223
AUR62014977	591	407.907	159.711	6.00228
AUR62029601	558	374.96	27.3952	1.12003
AUR62003358	1002	818.64	2	0.0374523
AUR62004545	1374	1190.64	59.7919	0.769846
AUR62015333	1707	1523.64	6	0.0603685
AUR62015364	795	611.736	40.2826	1.00947
AUR62000714	3093	2909.64	0	0
AUR62023562	1035	851.64	0	0
AUR62027478	678	494.845	0	0
AUR62037378	1674	1490.64	0	0
AUR62023651	1803	1619.64	559.035	5.2913
AUR62033971	816	632.736	0	0
AUR62008182	1554	1370.64	18.5764	0.207769
AUR62014922	726	542.811	0	0
AUR62038429	2268	2084.64	151.525	1.11428
AUR62043111	675	491.862	336.537	10.4889
AUR62032828	438	256.055	11	0.658569
AUR62014318	1137	953.64	166.015	2.66874
AUR62012165	1806	1622.64	4.8	0.0453483
AUR62015979	1788	1604.64	36.2425	0.346244
AUR62036707	1398	1214.64	45.2877	0.571576
AUR62015379	714	530.811	170.782	4.93224
AUR62011237	1662	1478.64	57.6782	0.597985
AUR62022008	1563	1379.64	7	0.077781
AUR62022103	1575	1391.64	191.71	2.11183
AUR62011870	861	677.714	0	0
AUR62019121	471	288.432	1.25532	0.0667193
AUR62022432	690	506.845	0	0
AUR62037932	1191	1007.64	0	0
AUR62003795	1752	1568.64	5	0.0488639
AUR62034087	1026	842.64	92.9534	1.69108
AUR62020548	1374	1190.64	2470.92	31.8141
AUR62005979	396	215.179	0	0
AUR62031253	792	608.736	159.588	4.01895
AUR62003568	984	800.64	184	3.52308
AUR62041397	954	770.666	39.8979	0.793643
AUR62033643	912	728.691	0	0
AUR62024501	624	440.892	7	0.243392
AUR62013744	1836	1652.64	4.30888	0.0399694
AUR62033545	1350	1166.64	0	0
AUR62027365	657	473.862	4	0.129405
AUR62024010	363	183.615	0	0
AUR62002088	573	389.947	140.712	5.53179
AUR62041609	1125	941.64	0	0
AUR62007985	3981	3797.64	11.001	0.0444079
AUR62020827	3099	2915.64	129.759	0.682254
AUR62026598	1650	1466.64	25.0232	0.261554
AUR62022339	5598	5414.64	103.27	0.29238
AUR62035651	522	339.091	0	0
AUR62002108	459	276.621	12.3333	0.683498
AUR62028678	1317	1133.64	0	0
AUR62019534	1338	1154.64	9.37696	0.124497
AUR62037659	1806	1622.64	10.9447	0.103401
AUR62005877	966	782.666	0	0
AUR62012901	996	812.64	10.1459	0.191397
AUR62026164	720	536.811	1	0.0285575
AUR62023321	1158	974.64	1704.52	26.8101
AUR62024192	624	440.892	5	0.173852
AUR62031310	2328	2144.64	23	0.164405
AUR62010490	1380	1196.64	0	0
AUR62013254	777	593.736	22.3659	0.577477
AUR62029181	735	551.793	2	0.0555643
AUR62036308	963	779.666	35.5969	0.699914
AUR62038809	1971	1787.64	0	0
AUR62017047	2061	1877.64	4.46375	0.0364442
AUR62039822	1926	1742.64	0	0
AUR62014253	354	174.99	0	0
AUR62003480	267	97.2292	171.679	27.0683
AUR62010821	1086	902.64	4	0.067934
AUR62044356	2133	1949.64	23.7202	0.186512
AUR62038879	1383	1199.64	20.8232	0.266096
AUR62033387	3423	3239.64	76.9622	0.364185
AUR62022634	1152	968.64	0	0
AUR62023070	624	440.892	27.6009	0.959695
AUR62021703	1824	1640.64	0	0
AUR62031966	1071	887.64	0	0
AUR62037114	522	339.091	28	1.26585
AUR62029172	1017	833.64	6.23568	0.114669
AUR62032450	903	719.691	19.1479	0.407865
AUR62011679	525	342.079	4	0.179256
AUR62040313	816	632.736	74.026	1.79351
AUR62017716	1821	1637.64	511.733	4.79035
AUR62021320	1185	1001.64	35.8627	0.548874
AUR62031003	485	302.343	0	0
AUR62035562	705	521.811	289.635	8.50903
AUR62013879	603	419.907	172.631	6.30242
AUR62006239	456	273.666	147.818	8.28033
AUR62000567	1029	845.64	47.4362	0.859935
AUR62041274	1722	1538.64	18.3547	0.182874
AUR62016397	1251	1067.64	82	1.17742
AUR62025481	1296	1112.64	0	0
AUR62037349	483	300.364	1.01834	0.0519743
AUR62040745	378	197.9	0	0
AUR62003162	669	485.862	274	8.64528
AUR62015843	738	554.793	0	0
AUR62016037	1934	1750.64	31.1692	0.272942
AUR62019055	1332	1148.64	9.12194	0.121743
AUR62013073	1497	1313.64	0	0
AUR62001579	1161	977.64	312.338	4.89765
AUR62034264	324	147.228	1	0.104124
AUR62011375	1563	1379.64	11.3034	0.125599
AUR62008522	1698	1514.64	21	0.212545
AUR62037646	2460	2276.64	18.2023	0.122567
AUR62019294	1338	1154.64	44.6758	0.593154
AUR62003422	1068	884.64	5.40594	0.0936798
AUR62018082	606	422.907	0	0
AUR62010526	1482	1298.64	2	0.0236093
AUR62034511	3576	3392.64	7	0.0316302
AUR62024738	711	527.811	0	0
AUR62013931	1134	950.64	12	0.193511
AUR62033177	645	461.862	2	0.0663834
AUR62041940	579	395.934	173.1	6.70219
AUR62019013	339	160.954	8	0.761957
AUR62038408	837	653.714	0	0
AUR62026339	591	407.907	0	0
AUR62029379	894	710.691	83.002	1.7904
AUR62036932	546	363.021	0	0
AUR62009925	876	692.714	9.91837	0.219497
AUR62006739	360	180.756	62	5.25823
AUR62016802	2946	2762.64	218.092	1.2102
AUR62004610	1399	1215.64	622.88	7.8549
AUR62021155	201	48.1831	4	1.27264
