target_id	length	eff_length	Cp_1	Cp_1_tpm
AUR62031544	3164	2983.09	616.857	3.62981
AUR62028325	1308	1127.09	0	0
AUR62043255	723	542.327	0	0
AUR62001557	801	620.191	30.2947	0.857446
AUR62033735	2229	2048.09	22	0.188556
AUR62028934	1062	881.087	208	4.1439
AUR62017492	885	704.136	0	0
AUR62029848	789	608.211	0	0
AUR62043680	1098	917.087	0	0
AUR62030815	564	383.524	8.89308	0.407029
AUR62037110	855	674.158	7.24412	0.18862
AUR62042842	1542	1361.09	156.929	2.02386
AUR62005426	969	788.087	0	0
AUR62019168	897	716.124	1.00333	0.0245936
AUR62015304	816	635.191	0	0
AUR62028778	999	818.087	46	0.987015
AUR62024937	1251	1070.09	0	0
AUR62024904	3147	2966.09	206.619	1.22279
AUR62011783	1275	1094.09	36	0.577585
AUR62023268	288	116.929	0	0
AUR62027343	216	59.4126	0	0
AUR62030423	1131	950.087	0	0
AUR62011668	2919	2738.09	388.419	2.49011
AUR62013982	1104	923.087	0	0
AUR62033053	411	232.038	0	0
AUR62008439	2208	2027.09	18.7255	0.162153
AUR62029906	3285	3104.09	193.821	1.09605
AUR62040127	957	776.087	0	0
AUR62007966	1875	1694.09	0	0
AUR62042250	291	119.551	0	0
AUR62027083	1359	1178.09	49.9583	0.744382
AUR62036103	1338	1157.09	4.08672	0.0619975
AUR62015987	702	521.327	290.797	9.79141
AUR62016198	1587	1406.09	109.88	1.37174
AUR62006586	1788	1607.09	6.1451	0.0671204
AUR62024801	648	467.384	7.375	0.276983
AUR62028243	1386	1205.09	0	0
AUR62034589	1491	1310.09	0	0
AUR62017262	2340	2159.09	0	0
AUR62042556	1092	911.087	0	0
AUR62023688	1869	1688.09	34.0206	0.353763
AUR62014874	384	205.772	0	0
AUR62033710	1176	995.087	10.3158	0.181974
AUR62015781	336	160.347	5.42328	0.5937
AUR62003570	429	249.651	0	0
AUR62031872	633	452.4	187.962	7.29311
AUR62009473	1653	1472.09	23.0703	0.275096
AUR62019199	960	779.087	0	0
AUR62026572	243	79.3334	0	0
AUR62014042	1860	1679.09	3.03923	0.0317729
AUR62010097	843	662.169	186.702	4.94932
AUR62037072	1026	845.087	85.6471	1.779
AUR62010819	981	800.087	112.959	2.47827
AUR62014009	531	350.657	0	0
AUR62040478	390	211.601	0	0
AUR62008541	1089	908.087	0	0
AUR62020130	1161	980.087	4.92755	0.0882534
AUR62017404	306	132.929	0	0
AUR62013970	864	683.147	0	0
AUR62006857	2778	2597.09	5.67072	0.0383281
AUR62033509	1293	1112.09	14	0.220981
AUR62001802	621	440.407	5	0.199288
AUR62023904	2172	1991.09	50.4039	0.444364
AUR62022037	1575	1394.09	1	0.0125914
AUR62029802	1104	923.087	2.0735	0.03943
AUR62038572	828	647.18	4.71391	0.127856
AUR62031077	390	211.601	0	0
AUR62026406	729	548.309	0	0
AUR62019545	894	713.124	90.154	2.21914
AUR62029173	1350	1169.09	0	0
AUR62019048	1290	1109.09	4	0.0633081
AUR62031569	390	211.601	138.393	11.4805
AUR62029556	378	200.021	179.192	15.7256
AUR62018284	780	599.232	0	0
AUR62035346	1149	968.087	1	0.0181322
AUR62030277	642	461.384	5.38225	0.20477
AUR62010804	1167	986.087	36	0.640844
AUR62024888	828	647.18	0	0
AUR62021454	3123	2942.09	55.4015	0.330545
AUR62007485	861	680.147	0	0
AUR62016441	2139	1958.09	16.7248	0.149932
AUR62025977	339	163.157	132	14.2015
AUR62001085	1458	1277.09	15.312	0.210464
AUR62025682	1341	1160.09	0	0
AUR62044044	2118	1937.09	0	0
AUR62028509	1314	1133.09	0	0
AUR62017958	729	548.309	4	0.128056
AUR62027972	1458	1277.09	4.00943	0.0551096
AUR62013559	2268	2087.09	0	0
AUR62014092	999	818.087	0	0
AUR62036388	855	674.158	0	0
AUR62023788	1221	1040.09	16.0688	0.271194
AUR62033981	792	611.211	0	0
AUR62004883	408	229.099	3.04417	0.233244
AUR62029786	1782	1601.09	0	0
AUR62030313	2184	2003.09	0	0
AUR62015869	2076	1895.09	0	0
AUR62033347	1401	1220.09	64.4693	0.927528
AUR62006572	528	347.657	0	0
AUR62031015	255	89.0348	0	0
AUR62037518	1575	1394.09	308	3.87816
AUR62004230	1035	854.087	1	0.0205524
AUR62032934	1191	1010.09	72	1.25124
AUR62037614	942	761.087	0	0
AUR62003322	213	57.283	0	0
AUR62015249	912	731.112	0	0
AUR62041365	2499	2318.09	21.2192	0.160681
AUR62017985	1710	1529.09	167.929	1.92778
AUR62007381	1317	1136.09	695.047	10.7391
AUR62024172	1053	872.087	6.37346	0.128286
AUR62022916	786	605.232	102.873	2.98363
AUR62026389	1677	1496.09	0	0
AUR62034477	1338	1157.09	55.7358	0.845538
AUR62031139	945	764.087	0	0
AUR62012340	1779	1598.09	24.7354	0.271696
AUR62041953	207	53.1729	0	0
AUR62005760	795	614.201	61	1.74335
AUR62043167	423	243.783	0	0
AUR62040591	372	194.253	2.05634	0.185819
AUR62024763	2178	1997.09	0	0
AUR62000428	1251	1070.09	77	1.2631
AUR62005808	420	240.828	270	19.6799
AUR62024914	2160	1979.09	1.03969	0.00922155
AUR62033805	903	722.124	0	0
AUR62032732	4101	3920.09	476.295	2.13278
AUR62032549	417	237.9	0	0
AUR62022904	237	74.7963	5	1.17342
AUR62012984	969	788.087	0	0
AUR62008175	2397	2216.09	0	0
AUR62007627	1707	1526.09	0	0
AUR62030502	2913	2732.09	2.12611	0.0136602
AUR62016035	1179	998.087	68.9852	1.21326
AUR62034753	1461	1280.09	0	0
AUR62007030	399	220.34	32.4644	2.5863
AUR62014718	1938	1757.09	1.04507	0.0104404
AUR62011359	1158	977.087	74	1.32942
AUR62026796	1119	938.087	31.8453	0.595892
AUR62016163	1827	1646.09	259.099	2.76299
AUR62031994	396	217.413	0	0
AUR62009627	606	425.443	28.2921	1.16732
AUR62008062	1863	1682.09	22	0.229583
AUR62033802	1983	1802.09	0	0
AUR62036002	1872	1691.09	3871.85	40.1899
AUR62027042	276	106.461	0	0
AUR62024684	441	261.459	2.19238	0.147189
AUR62029815	747	566.299	3	0.0929909
AUR62032015	801	620.191	0	0
AUR62042775	1731	1550.09	4	0.045297
AUR62004484	1362	1181.09	8.05126	0.11966
AUR62024729	1425	1244.09	0	0
AUR62019051	909	728.112	325	7.83521
AUR62001856	717	536.327	13	0.42548
AUR62035922	534	353.64	0	0
AUR62029837	684	503.361	4.04123	0.140929
AUR62022751	2289	2108.09	270.975	2.25635
AUR62044218	1704	1523.09	77.1116	0.88871
AUR62003068	1014	833.087	0	0
AUR62042025	2775	2594.09	0	0
AUR62003200	1311	1130.09	0	0
AUR62040942	549	368.561	0	0
AUR62026324	1185	1004.09	258.451	4.51827
AUR62026273	1383	1202.09	1	0.0146026
AUR62033474	984	803.087	0	0
AUR62027989	1185	1004.09	0	0
AUR62034232	3750	3569.09	56.4752	0.277758
AUR62040921	1065	884.087	781	15.5068
AUR62039242	1164	983.087	93	1.66057
AUR62011403	573	392.511	0	0
AUR62018499	696	515.327	267	9.09481
AUR62029465	549	368.561	0	0
AUR62020658	3603	3422.09	625.812	3.2101
AUR62030631	963	782.087	366.863	8.23406
AUR62017987	3336	3155.09	170	0.945808
AUR62038336	1569	1388.09	56.3779	0.712947
AUR62001461	2013	1832.09	0	0
AUR62022544	10770	10589.1	2.08529	0.00345679
AUR62023272	1449	1268.09	34.2236	0.473742
AUR62010605	693	512.335	7	0.239833
AUR62005029	1833	1652.09	38.4475	0.408508
AUR62038111	1470	1289.09	590.114	8.03561
AUR62039479	255	89.0348	0	0
AUR62003662	1989	1808.09	68.1661	0.661781
AUR62005632	2742	2561.09	152.883	1.04785
AUR62028738	1224	1043.09	45	0.757281
AUR62021407	504	323.792	8.27038	0.448358
AUR62033598	1716	1535.09	215.94	2.46925
AUR62005108	1011	830.087	2	0.0422933
AUR62016442	1239	1058.09	23	0.381568
AUR62003956	1140	959.087	0	0
AUR62013539	1215	1034.09	3.00844	0.051068
AUR62036076	306	132.929	5.28571	0.697992
AUR62021682	270	101.372	0	0
AUR62022122	807	626.191	0	0
AUR62024707	3840	3659.09	327.926	1.57314
AUR62004902	915	734.112	0	0
AUR62014599	1737	1556.09	6.23785	0.0703666
AUR62040470	603	422.443	3423.27	142.245
AUR62001519	294	122.208	22	3.16
AUR62032625	1098	917.087	0	0
AUR62036655	1908	1727.09	108.008	1.09776
AUR62036510	630	449.4	0	0
AUR62023014	1995	1814.09	887.639	8.58902
AUR62040315	1662	1481.09	0	0
AUR62003339	1908	1727.09	2.06482	0.0209862
AUR62029605	630	449.4	67.4144	2.63321
AUR62023297	1119	938.087	0	0
AUR62022881	279	109.087	0	0
AUR62018363	1200	1019.09	16.8297	0.289888
AUR62010707	3156	2975.09	5	0.0295009
AUR62041505	2574	2393.09	228.719	1.67768
AUR62035721	1782	1601.09	34.0212	0.372992
AUR62010679	1506	1325.09	151	2.00031
AUR62032691	1224	1043.09	596	10.0298
AUR62042915	978	797.087	5.50765	0.12129
AUR62042167	792	611.211	55	1.57956
AUR62039368	3366	3185.09	175.832	0.96904
AUR62033551	564	383.524	218.456	9.99855
AUR62006784	1089	908.087	2	0.0386605
AUR62028834	1416	1235.09	0	0
AUR62025229	240	77.0248	0	0
AUR62003591	2097	1916.09	85.7753	0.7858
AUR62020263	1962	1781.09	105.162	1.03642
AUR62015042	294	122.208	0	0
AUR62021140	1230	1049.09	0	0
AUR62003735	2157	1976.09	29.6331	0.26323
AUR62023654	1773	1592.09	1.14388	0.0126119
AUR62010358	561	380.524	0	0
AUR62036585	1260	1079.09	0	0
AUR62009444	1521	1340.09	0	0
AUR62005904	267	98.8843	38	6.74561
AUR62027338	1062	881.087	0	0
AUR62031318	408	229.099	0	0
AUR62031756	990	809.087	4.40148	0.0954923
AUR62023271	1182	1001.09	0	0
AUR62023142	2142	1961.09	0	0
AUR62002945	1425	1244.09	6.23753	0.088009
AUR62037145	1257	1076.09	1.11944	0.0182608
AUR62000386	630	449.4	0	0
AUR62043962	294	122.208	3	0.430909
AUR62000855	378	200.021	17	1.4919
AUR62006893	2137	1956.09	0	0
AUR62002017	552	371.561	27	1.27555
AUR62005271	1119	938.087	21.4574	0.401513
AUR62037594	402	223.24	0	0
AUR62024005	1566	1385.09	946.835	11.9995
AUR62011817	2274	2093.09	126	1.05669
AUR62037424	1956	1775.09	0	0
AUR62017415	585	404.471	0	0
AUR62011089	2394	2213.09	330.473	2.62122
AUR62035197	1584	1403.09	36	0.450384
AUR62035234	1551	1370.09	99.8526	1.27931
AUR62023739	813	632.191	0	0
AUR62004748	1428	1247.09	3	0.042227
AUR62000530	1458	1277.09	13	0.178685
AUR62014831	3003	2822.09	0	0
AUR62011309	261	93.9146	1	0.18691
AUR62028400	363	185.704	0	0
AUR62022301	444	264.407	0	0
AUR62020884	837	656.169	39.4431	1.05516
AUR62004039	1266	1085.09	4.50466	0.0728723
AUR62033115	4536	4355.09	0	0
AUR62015992	852	671.158	1	0.0261541
AUR62041309	2388	2207.09	0	0
AUR62010152	1854	1673.09	29.4739	0.309232
AUR62043388	321	146.464	0	0
AUR62025839	591	410.45	0	0
AUR62018776	2514	2333.09	0	0
AUR62022144	1125	944.087	0	0
AUR62005528	264	96.4258	111	20.2067
AUR62041023	489	308.871	0	0
AUR62018025	1749	1568.09	25	0.279856
AUR62033800	390	211.601	2	0.165912
AUR62012422_AUR62026701_AUR62028492	2094	1913.09	0	0
AUR62029482	1710	1529.09	3	0.0344393
AUR62013166	3690	3509.09	5.15367	0.0257803
AUR62002046	1125	944.087	477.874	8.88518
AUR62040750	261	93.9146	0	0
AUR62015862	306	132.929	2	0.264105
AUR62042213	1302	1121.09	89.2279	1.3971
AUR62021491	578	397.497	25.2322	1.11426
AUR62026402	570	389.511	10.0418	0.452541
AUR62003635	984	803.087	4.23484	0.0925634
AUR62016775	2403	2222.09	0	0
AUR62000140	966	785.087	34.6201	0.774061
AUR62006168	1224	1043.09	0	0
AUR62003064	1569	1388.09	57.617	0.728617
AUR62002776	1056	875.087	0	0
AUR62023835	1020	839.087	76.9095	1.60893
AUR62019638	261	93.9146	0	0
AUR62002354	405	226.187	762	59.136
AUR62041549	312	138.301	26.462	3.35864
AUR62037591	711	530.327	0	0
AUR62038604	435	255.554	478	32.8329
AUR62004746	1947	1766.09	103.326	1.02698
AUR62004580	360	182.872	0	0
AUR62005374	1206	1025.09	53.501	0.916149
AUR62040666	1533	1352.09	31.9242	0.414458
AUR62007748	1563	1382.09	169	2.14643
AUR62022983	1002	821.087	37.6923	0.805803
AUR62018054	765	584.241	65	1.95293
AUR62013872	2001	1820.09	131	1.26341
AUR62024301	1923	1742.09	0	0
AUR62013617	483	302.892	71	4.11468
AUR62007648	663	482.361	262	9.53443
AUR62043525	1368	1187.09	0	0
AUR62003281	1006	825.087	0	0
AUR62041927	312	138.301	0	0
AUR62017734	489	308.871	0	0
AUR62011945	765	584.241	451.556	13.567
AUR62003095	3261	3080.09	5.57056	0.0317469
AUR62040387	7902	7721.09	82.0905	0.186629
AUR62039836	1206	1025.09	132.661	2.27169
AUR62032512	1737	1556.09	709.941	8.00854
AUR62017440	1140	959.087	7.38182	0.135105
AUR62035670	1395	1214.09	60	0.867494
AUR62021777	945	764.087	76.849	1.76547
AUR62030056	1797	1616.09	3	0.0325853
AUR62000517	315	141.01	55	6.84666
AUR62000789	1923	1742.09	386.455	3.89398
AUR62005540	840	659.169	82.8947	2.20747
AUR62011786	1563	1382.09	0	0
AUR62008437	1359	1178.09	65	0.968504
AUR62016025	1590	1409.09	1	0.0124574
AUR62032769	1092	911.087	3	0.0577998
AUR62005789	1098	917.087	3.35773	0.0642688
AUR62041304	1794	1613.09	0	0
AUR62005746	636	455.4	23	0.886544
AUR62010551	1470	1289.09	215.992	2.94118
AUR62039132	507	326.776	289.273	15.539
AUR62028376	5478	5297.09	2746.12	9.10013
AUR62019608	486	305.882	0	0
AUR62020728	2547	2366.09	10	0.0741881
AUR62039837	4872	4691.09	22.1286	0.082803
AUR62018765	1839	1658.09	3.09449	0.0327602
AUR62028475	231	70.2085	0	0
AUR62014977	591	410.45	847	36.2233
AUR62029601	558	377.536	0	0
AUR62003358	1002	821.087	15	0.320677
AUR62004545	1374	1193.09	0	0
AUR62015333	1707	1526.09	0	0
AUR62015364	795	614.201	0	0
AUR62000714	3093	2912.09	4	0.0241113
AUR62023562	1035	854.087	0	0
AUR62027478	678	497.361	0	0
AUR62037378	1674	1493.09	0	0
AUR62023651	1803	1622.09	22.8627	0.247411
AUR62033971	816	635.191	0	0
AUR62008182	1554	1373.09	2.41686	0.0308972
AUR62014922	726	545.309	0	0
AUR62038429	2268	2087.09	375.533	3.15844
AUR62043111	675	494.361	20.544	0.729467
AUR62032828	438	258.511	0	0
AUR62014318	1137	956.087	75.4121	1.38455
AUR62012165	1806	1625.09	0	0
AUR62015979	1788	1607.09	67	0.731814
AUR62036707	1398	1217.09	23.0138	0.331918
AUR62015379	714	533.327	23.2823	0.766299
AUR62011237	1662	1481.09	18	0.213333
AUR62022008	1563	1382.09	0	0
AUR62022103	1575	1394.09	5.15	0.0648459
AUR62011870	861	680.147	3	0.0774254
AUR62019121	471	291.021	75.4545	4.55121
AUR62022432	690	509.335	0	0
AUR62037932	1191	1010.09	0	0
AUR62003795	1752	1571.09	2.05726	0.0229855
AUR62034087	1026	845.087	562.932	11.6928
AUR62020548	1374	1193.09	27316.5	401.9
AUR62005979	396	217.413	0	0
AUR62031253	792	611.211	3	0.0861579
AUR62003568	984	803.087	14.6224	0.319611
AUR62041397	954	773.087	3.02215	0.0686203
AUR62033643	912	731.112	0	0
AUR62024501	624	443.4	0	0
AUR62013744	1836	1655.09	34.4074	0.364919
AUR62033545	1350	1169.09	0	0
AUR62027365	657	476.369	5	0.184243
AUR62024010	363	185.704	0	0
AUR62002088	573	392.511	122	5.45599
AUR62041609	1125	944.087	0	0
AUR62007985	3981	3800.09	75.0059	0.346471
AUR62020827	3099	2918.09	7.07648	0.0425681
AUR62026598	1650	1469.09	0	0
AUR62022339	5598	5417.09	870.431	2.82055
AUR62035651	522	341.68	0	0
AUR62002108	459	279.216	32	2.01176
AUR62028678	1317	1136.09	0	0
AUR62019534	1338	1157.09	372.913	5.65727
AUR62037659	1806	1625.09	22	0.237635
AUR62005877	966	785.087	0	0
AUR62012901	996	815.087	0	0
AUR62026164	720	539.327	73	2.37594
AUR62023321	1158	977.087	3.20287	0.0575401
AUR62024192	624	443.4	9	0.356297
AUR62031310	2328	2147.09	69.328	0.566793
AUR62010490	1380	1199.09	33	0.48309
AUR62013254	777	596.232	1.02567	0.0301967
AUR62029181	735	554.309	0	0
AUR62036308	963	782.087	19.794	0.444267
AUR62038809	1971	1790.09	0	0
AUR62017047	2061	1880.09	42.8524	0.400094
AUR62039822	1926	1745.09	0	0
AUR62014253	354	177.224	13	1.28761
AUR62003480	267	98.8843	0	0
AUR62010821	1086	905.087	23.4667	0.45512
AUR62044356	2133	1952.09	2.14751	0.0193108
AUR62038879	1383	1202.09	2.05029	0.0299395
AUR62033387	3423	3242.09	332.629	1.80095
AUR62022634	1152	971.087	1	0.0180762
AUR62023070	624	443.4	95.8803	3.79576
AUR62021703	1824	1643.09	0	0
AUR62031966	1071	890.087	3	0.0591635
AUR62037114	522	341.68	0	0
AUR62029172	1017	836.087	0	0
AUR62032450	903	722.124	176.54	4.29137
AUR62011679	525	344.663	12	0.611156
AUR62040313	816	635.191	3.42593	0.0946758
AUR62017716	1821	1640.09	128.146	1.37153
AUR62021320	1185	1004.09	0	0
AUR62031003	485	304.887	43	2.47568
AUR62035562	705	524.327	78.6382	2.63267
AUR62013879	603	422.443	435.392	18.0916
AUR62006239	456	276.262	1098.81	69.818
AUR62000567	1029	848.087	183.496	3.79797
AUR62041274	1722	1541.09	66.9563	0.762657
AUR62016397	1251	1070.09	85.7847	1.4072
AUR62025481	1296	1115.09	32	0.50374
AUR62037349	483	302.892	0	0
AUR62040745	378	200.021	0	0
AUR62003162	669	488.361	48.2112	1.73289
AUR62015843	738	557.309	0	0
AUR62016037	1934	1753.09	7	0.0700906
AUR62019055	1332	1151.09	10	0.152496
AUR62013073	1497	1316.09	0	0
AUR62001579	1161	980.087	661.98	11.8562
AUR62034264	324	149.216	1	0.117639
AUR62011375	1563	1382.09	12	0.152409
AUR62008522	1698	1517.09	1.09835	0.0127085
AUR62037646	2460	2279.09	77.6215	0.597842
AUR62019294	1338	1157.09	18.202	0.276133
AUR62003422	1068	887.087	0	0
AUR62018082	606	425.443	0	0
AUR62010526	1482	1301.09	16	0.215863
AUR62034511	3576	3395.09	0	0
AUR62024738	711	530.327	0	0
AUR62013931	1134	953.087	92	1.69442
AUR62033177	645	464.384	7	0.264597
AUR62041940	579	398.491	0	0
AUR62019013	339	163.157	70	7.53108
AUR62038408	837	656.169	0	0
AUR62026339	591	410.45	0	0
AUR62029379	894	713.124	277.345	6.82684
AUR62036932	546	365.579	0	0
AUR62009925	876	695.136	0	0
AUR62006739	360	182.872	16	1.53581
AUR62016802	2946	2765.09	51.2738	0.325501
AUR62004610	1399	1218.09	270.112	3.89253
AUR62021155	201	49.2164	0	0
AUR62014558	882	701.136	0	0
AUR62042881	2103	1922.09	304	2.7763
AUR62019189	942	761.087	2.30876	0.0532487
AUR62032327	273	103.946	5	0.844358
AUR62000719	2703	2522.09	1225.73	8.53097
AUR62028149	1320	1139.09	0	0
AUR62015013	1791	1610.09	926.046	10.096
AUR62027234	456	276.262	0	0
AUR62009845	513	332.759	4.34186	0.22904
AUR62035176	825	644.18	4	0.108998
AUR62022487	1587	1406.09	124	1.54801
AUR62006169	999	818.087	0	0
AUR62006864	555	374.561	1.2	0.0562372
AUR62031215	375	197.161	0	0
AUR62016646	1497	1316.09	0	0
AUR62005725	1287	1106.09	4.56801	0.0724942
