target_id	PatMatFC	PatMatpadj	PolyRank	category	MatMomFC	MatMompadj	MatMomRank	PatDadFC	PatDadpadj	PatDadRank	DadMomFC	DadMompadj	DipRank
AsAa_g13765_AsAt_g9909	9.03675507968256	0.00000000000111849793709865	60	Not-organelle-targeted	-8.23952821606659	0.00000000083342914623639	11	0.870113008806189	0.168036995879948	3522	-0.0920020942061065	0.893828101317051	10575
AsAa_g11111_AsAt_g7516	9.02351215899307	2.30716678214552e-30	61	Not-organelle-targeted	NA	NA	NA	-0.838273384820695	0.000167714217354567	3684	12.9295672673909	9.60281829678672e-42	3
AsAa_g7680_AsAt_g12180	-8.74629414705749	2.62891749994017e-20	62	Not-organelle-targeted	-0.296284632524233	0.642609675767555	7211	-1.82202635721048	0.328143761503227	1157	-7.22734358138329	4.87622106737538e-57	72
AsAa_g456_AsAt_g3298	8.74558581122276	1.83812922384523e-18	63	Not-organelle-targeted	NA	NA	NA	-1.3918799403606	0.000000000270115370947396	1814	11.1127060378912	6.40366530839603e-31	11
AsAa_g4823_AsAt_g4788	8.73068194516286	3.4905396910451e-17	64	Not-organelle-targeted	-5.83417203668308	0.00192668878151197	54	5.55266557826516	0.0000000224256249878065	120	-2.68092696478679	0.0745590973619464	1069
AsAa_g22782_AsAt_g17720	-8.60630332442146	6.97063592822834e-16	65	Not-organelle-targeted	-0.179467301485281	0.75045272293985	8630	-8.3436271741594	7.56118625977157e-16	51	-0.506447376100728	0.102595383757018	7246
AsAa_g17752_AsAt_g13762	8.5062096928044	0.0000000000000159912484160282	66	Not-organelle-targeted	NA	NA	NA	-0.348848736085315	0.497003044720819	7284	9.21765857624274	5.80122232414128e-20	25
AsAa_g9259_AsAt_g9249	-8.4712966385981	0.000000000925383014013511	67	Not-organelle-targeted	1.63054001323147	0.102408125391773	1410	-7.12732788069147	0.00000664279870822374	73	0.31248300333453	0.787884421235386	8715
AsAa_g6745_AsAt_g11644	8.43408126645494	4.26437358495425e-17	68	Not-organelle-targeted	NA	NA	NA	2.38492989027083	0.000323543055006201	725	5.86034144568413	0.000000348657099484719	142
AsAa_g9265_AsAt_g9242	-8.42174969888131	0.0000000000000138689369494733	69	Plastid-targeted_Non-interacting	1.52340186650834	0.000106534593739566	1553	-7.74327554130028	7.8737152452809e-15	56	0.856107256753692	0.000127916522063316	5161
AsAa_g10769_AsAt_g7842	-8.41409856457867	1.00975916909851e-26	70	Not-organelle-targeted	-0.429280552157929	0.163041212804688	5875	-7.0864660129103	4.86871918321189e-17	75	-1.78486076195294	0.00000000171095679268605	2123
AsAa_g9242_AsAt_g9266	-8.36908476560033	2.82446520758152e-39	71	Not-organelle-targeted	1.7235016471676	0.000000835706340594534	1291	-8.44065128854267	4.27106826369788e-42	50	1.79192568266409	0.0000000130701166979941	2108
AsAa_g11973_AsAt_g5852	8.34958312510997	1.61129549746782e-16	72	Not-organelle-targeted	NA	NA	NA	-0.819576878947122	0.00214553046283451	3786	8.97534873289792	1.22103723100575e-20	28
AsAa_g14585_AsAt_g22095	8.27634841288227	6.16067450523348e-17	73	Not-organelle-targeted	NA	NA	NA	-0.683979110166982	0.212494626939589	4579	9.9376213776012	4.92813147250672e-20	20
AsAa_g9318_AsAt_g9189	-8.20796255425038	5.62244809181379e-15	74	Not-organelle-targeted	0.558753010254164	0.159105537818729	4825	-7.55303577267772	0.000000000000291335665703012	59	-0.140350224482333	0.66382380731164	10165
AsAa_g9310_AsAt_g9197	-8.18778166588354	0.000000000000294698383570945	75	Not-organelle-targeted	0.488213199519241	0.474344732606801	5383	-6.17351177923537	0.000000176043426889231	97	-1.56231344421115	0.00160496188943171	2597
AsAa_g14822_AsAt_g21846	8.1753946587401	0.000000170677137040617	76	Not-organelle-targeted	NA	NA	NA	0.366216010026012	0.792790154972064	7098	8.8322820954888	0.00000000000351883910082298	29
AsAa_g9283_AsAt_g9226	-8.09884815193231	1.3666738154114e-22	77	Plastid-targeted_Non-interacting	2.50651479458032	1.65091071057487e-18	663	-7.15280256353468	9.60120898455125e-18	70	1.56832655086933	0.000000290201100948308	2584
AsAa_g3922_AsAt_g5756	8.07330554975718	0.00000000546028159648831	78	Not-organelle-targeted	NA	NA	NA	0.135559603480017	0.909900528840163	9584	7.70714170402581	0.0000000000664651587607641	59
AsAa_g14107_AsAt_g9591	8.06746892892275	0.0000000350814704977966	79	Not-organelle-targeted	NA	NA	NA	4.93433013446394	0.000031962940782924	158	4.1947041033604	0.0839947291475727	410
AsAa_g19567_AsAt_g15601	8.02374584766757	2.77527957008792e-18	80	Not-organelle-targeted	NA	NA	NA	-0.752004200872341	0.103370894940784	4160	11.8035778006377	5.48304731496895e-33	7
AsAa_g2527_AsAt_g1276	-8.00198426150152	0.0000000000467075133947087	81	Not-organelle-targeted	2.36525723394623	0.0810235340071148	762	-0.822239748477677	0.617871093856856	3772	-4.80877887350104	0.000000353664728093971	283
AsAa_g14338_AsAt_g9366	7.97781437619565	1.23377199059691e-15	82	Dual-targeted_Non-interacting	-9.7144163114142	3.08273558747672e-18	3	0.0525920428433397	0.940547315987432	10568	-1.79040794501321	0.00052394023770678	2112
AsAa_g9248_AsAt_g9260	-7.95439915290848	2.4466041934163e-107	83	Not-organelle-targeted	0.93374893140532	0.000013429244352709	2919	-7.31517978768801	7.23236380394196e-115	65	0.302837915791394	0.147327005002127	8796
AsAa_g11244_AsAt_g7412	7.95049009786811	1.04606868960827e-73	84	Not-organelle-targeted	4.5410323575089	0.00487104837237134	137	3.79368744180019	1.23526327418746e-18	273	8.69669047845999	1.77090017642554e-15	31
AsAa_g16968_AsAt_g16412	-7.94004735841409	0.000000000000154965623795612	85	Not-organelle-targeted	8.92890843907401	6.94115562316454e-17	7	NA	NA	NA	NA	NA	NA
AsAa_g1339_AsAt_g2464	-7.93940323653218	2.5328006713563e-25	86	Not-organelle-targeted	-0.595510615814448	0.614801912140917	4591	-0.47822762071092	0.865966406618793	6068	-8.0922900578513	0.0000000127358521888638	46
AsAa_g6703_AsAt_g12792	7.91966074351834	7.32422141085404e-18	87	Not-organelle-targeted	NA	NA	NA	1.9341788415749	0.00000584397446954374	1036	7.90766906224867	3.12553982485325e-16	52
AsAa_g7634_AsAt_g12225	-7.91660863225051	1.00975916909851e-26	88	Not-organelle-targeted	-0.130514891814999	0.771309288616307	9269	-7.03531042131115	2.12614067666325e-23	77	-1.02361395886526	0.000355903061409049	4384
AsAa_g9067_AsAt_g6745	-7.91154189311406	0.0000000000000181462899058873	89	Not-organelle-targeted	-0.0117270831135309	0.975235626479476	11003	NA	NA	NA	-7.59118702079652	5.72617298715481e-20	60
AsAa_g8833_AsAt_g6529	7.89971542654207	2.21554058617293e-15	90	Not-organelle-targeted	NA	NA	NA	0.605305566505835	0.147162822542363	5092	6.17915662927084	3.26779028529778e-16	124
AsAa_g7888_AsAt_g11963	7.89301537093196	4.86331207068695e-15	91	Not-organelle-targeted	-4.66276664164396	0.00077364690310886	129	1.06318216959308	0.296412974186275	2726	2.1493210976237	0.024822658662801	1585
AsAa_g21350_AsAt_g19320	-7.86422221457585	0.00000000000158255443309681	92	Not-organelle-targeted	1.4194506258409	0.00623753051857193	1703	-8.2661118447625	0.000000000000346357248882126	52	1.82625059386337	0.000475621687260611	2064
AsAa_g12633_AsAt_g10990	7.8341268690747	0.000000000000395133076214826	93	Not-organelle-targeted	NA	NA	NA	8.71698808017947	8.72328639400598e-21	45	NA	NA	NA
AsAa_g7935_AsAt_g11928	-7.82745661475347	0.000000000000010772312335068	94	Not-organelle-targeted	-0.0202903683076503	0.954296898899367	10888	NA	NA	NA	-9.89081875865702	4.67549533396373e-33	21
AsAa_g1918_AsAt_g1895	7.72346207006494	0.000000000302649231478171	95	Not-organelle-targeted	-3.44513521339588	0.0568701358065607	310	1.38116220083771	0.0208343785075217	1837	2.88667618785898	0.0000104416973906125	921
AsAa_g21566_AsAt_g18857	7.63240518686456	0.000000000000312049373872538	96	Not-organelle-targeted	-5.32502652321771	0.0000098578921411831	72	4.90997082572003	0.0000000000125131895234906	159	-2.63502001966548	0.00486970511783602	1105
AsAa_g11327_AsAt_g7366	7.60228818626964	0.000000000000378306202523728	97	Plastid-targeted_Non-interacting	NA	NA	NA	2.28763118875644	0.0000000000816086872585376	781	4.74523828793285	0.0000000454131096823439	292
AsAa_g6437_AsAt_g5446	7.60005253850446	0.0000000000000917418407848955	98	Plastid-targeted_Interacting	NA	NA	NA	0.851565357209446	0.127421364632364	3605	4.59711528348175	0.0000001422834997236	318
AsAa_g17034_AsAt_g16355	7.51033507871907	0.000000278215193650625	99	Not-organelle-targeted	NA	NA	NA	7.99794578641546	0.000000000229981224215154	53	NA	NA	NA
AsAa_g20843_AsAt_g19433	-7.43447680931019	0.000000000000701948184194855	100	Not-organelle-targeted	0.384288364545225	0.433941747113689	6290	-7.54300063298076	0.00000000000296850324972279	60	0.468556544542387	0.30988028306324	7515
AsAa_g11418_AsAt_g7311	7.38306278289821	0.000000000000567299284157106	101	Not-organelle-targeted	-2.11127248837182	0.369575217342349	929	-1.10334910270007	0.00441742391468387	2590	6.25914004494879	7.15054229106132e-28	121
AsAa_g23282_AsAt_g17228	7.31307604671073	4.37320945636879e-26	102	Not-organelle-targeted	1.14738473614345	0.448043289306015	2277	0.215785066707564	0.810621443625865	8690	8.18454614429549	2.40233670869489e-30	41
AsAa_g16624_AsAt_g20100	7.30793386243485	1.92195548681759e-25	103	Not-organelle-targeted	NA	NA	NA	2.53573094004263	0.0000000115188863931386	642	6.54631308643307	0.000000000419081401513574	107
AsAa_g18070_AsAt_g14125	7.30592179216367	0.0000000000256571398270472	104	Not-organelle-targeted	NA	NA	NA	1.3691968962832	0.0217115605894726	1866	5.71274209470102	0.000000000167761732345999	155
AsAa_g179_AsAt_g3564	7.28376422301368	3.02056205982436e-32	105	Not-organelle-targeted	0.0376772712739747	0.984478149951048	10641	0.289025969793431	0.382288723448507	7892	7.09592823549029	9.145477748605e-71	75
AsAa_g10449_AsAt_g8149	-7.26418070244927	0.0000000000155537548466539	106	Not-organelle-targeted	0.823559697484832	0.0309566315923135	3350	-6.54421894091618	0.00000000416977475184396	91	0.0620135856989844	0.900973256665769	10830
AsAa_g4234_AsAt_g5364	7.21985186420041	0.00000000298483423198974	107	Not-organelle-targeted	NA	NA	NA	2.30259418388771	0.164348526318334	771	2.26685571072484	0.5499483878646	1441
AsAa_g4853_AsAt_g4766	7.15427137434575	1.48464512586093e-36	108	Not-organelle-targeted	-2.50474446701823	0.000223611332185302	664	0.847121150109067	0.0000342114868445011	3634	3.70362987981624	1.8104504358287e-106	547
AsAa_g15187_AsAt_g21509	7.14093972478658	0.00000000114191775413567	109	Not-organelle-targeted	NA	NA	NA	1.28845584777104	0.0533415064317358	2069	3.65408332116716	0.0000088383611156586	564
AsAa_g9260_AsAt_g9248	-7.13925195069141	0.000000000721173218103881	110	Not-organelle-targeted	0.0696188424635453	0.919155888745776	10195	-5.52636266823269	0.00176455112604696	123	-1.54780851859907	0.125315789286373	2635
AsAa_g9837_AsAt_g8721	7.1261188425936	0.0000228588554395994	111	Not-organelle-targeted	NA	NA	NA	0.244335251982712	0.897359459187614	8379	6.79841647526271	0.00000784052883492154	89
AsAa_g16465_AsAt_g20256	7.1240580458258	0.00000000151226861855243	112	Not-organelle-targeted	NA	NA	NA	4.36894549679743	0.00000000300377444501776	206	3.15713520314814	0.0832158970461753	777
AsAa_g7119_AsAt_g13213	-7.10549901957828	6.23410744938038e-26	113	Not-organelle-targeted	-1.23530831792832	0.041404305517222	2059	-6.11186214508617	0.0000000000713850363814493	99	-2.23487703501936	0.00155494969560899	1478
AsAa_g7147_AsAt_g12698	-7.08054740866666	0.000000000419817240029007	114	Not-organelle-targeted	-0.726659050932809	0.1480269954684	3790	NA	NA	NA	-6.88427658856009	1.06535814122477e-28	83
AsAa_g5128_AsAt_g4521	-7.06685249029409	0.000586179248123278	115	Not-organelle-targeted	2.7680269369746	0.237400273468459	523	NA	NA	NA	-5.10746137961693	0.125668950611973	226
AsAa_g9246_AsAt_g9262	-7.05493044850614	0.0000000000513764555362628	116	Not-organelle-targeted	1.1753574253187	0.00130575788785202	2197	-7.29661669188876	0.00000000000139940499516203	66	1.417107930876	0.00000475470499385553	2986
AsAa_g10158_AsAt_g8430	-6.98443127369539	0.000000000317905241608334	117	Not-organelle-targeted	0.512980353517428	0.236661875344208	5179	-4.02341480300305	0.0155745349346397	236	-2.47327949612802	0.000017675951821034	1233
AsAa_g4947_AsAt_g4675	6.9777424909303	0.0000000000000330458084053651	118	Not-organelle-targeted	-4.89926540793739	0.0000000659219481031353	108	0.895934318759727	0.0840643414461581	3403	1.2098147093535	0.000392309509834215	3646
AsAa_g19611_AsAt_g15644	6.9749302916342	0.0000000000262074849654817	119	Not-organelle-targeted	-0.883981316535773	0.804381733946995	3084	0.952188088523617	0.0106160840857146	3145	4.88647450596191	0.000000000000310914549757365	265
AsAa_g17351_AsAt_g16845	6.95872363996162	0.000000000580801156157959	120	Not-organelle-targeted	NA	NA	NA	1.03278690807156	0.188601643370973	2831	6.87975600659822	0.0000000833473890789894	85
AsAa_g21115_AsAt_g19120	-6.94592891307975	0.000000000000218536270217437	121	Not-organelle-targeted	-0.107078821347303	0.870049861806732	9595	-5.38030127809829	0.00012704583836088	132	-1.62317652079053	0.0439255334070034	2456
AsAa_g1077_AsAt_g2705	-6.93532597345273	0.00000000023055699308327	122	Not-organelle-targeted	-0.630378272865557	0.549028819106719	4367	-4.65621171768722	0.00117967110976086	169	-2.91105887358617	0.00054691827124634	911
AsAa_g9257_AsAt_g9252	-6.84009775353024	2.71747127327636e-65	123	Not-organelle-targeted	1.09836457028305	0.000000000000497161219936215	2401	-6.08820482357853	1.96513520591295e-50	101	0.340729204510166	0.156188717711333	8484
AsAa_g8228_AsAt_g11652	-6.83184379472952	3.8338357256253e-83	124	Not-organelle-targeted	0.502952544980163	0.000912951979348641	5262	0.153890541046937	0.890774357444879	9366	-6.46921455537689	4.03292402999819e-71	110
AsAa_g8703_AsAt_g6397	-6.824729606977	0.0000808326564089077	125	Mitochondria-targeted_Non-interacting	-0.467353443766898	0.824008133852236	5534	-4.06134082039306	0.0000132072958868835	228	-3.21641073158213	0.0000107270908424508	748
