target_id	length	eff_length	Atha_5	Atha_5_tpm
AsAa_g20322	1341	1158.69	16.1754	0.107351
AsAt_g14938	1368	1185.69	348	2.25697
AsAa_g10734	1878	1695.69	1	0.00453493
AsAa_g10003	777	594.873	0	0
AsAt_g8581	888	705.788	0	0
AsAt_g6183	891	708.788	131	1.42125
AsAa_g14859	2433	2250.69	6.05492	0.0206876
AsAt_g9736	672	489.95	0	0
AsAt_g21764	489	307.655	203.881	5.09599
AsAa_g8375	1140	957.687	2.01538	0.0161827
AsAa_g1855	1068	885.687	0	0
AsAa_g10891	1887	1704.69	13.0462	0.0588512
AsAa_g10276	975	792.687	11	0.106711
AsAt_g18062	651	468.966	41	0.672294
AsAa_g988	1521	1338.69	0	0
AsAa_g1637	1530	1347.69	0	0
AsAt_g20729	1044	861.687	47	0.419435
AsAt_g16311	903	720.788	0	0
AsAt_g4399	789	606.853	14	0.177403
AsAt_g91	1626	1443.69	6	0.0319591
AsAa_g7509	855	672.788	2	0.0228596
AsAa_g7623	690	507.95	6.00679	0.0909364
AsAt_g22101	327	152.666	60	3.02221
AsAt_g11858	1938	1755.69	483.731	2.11872
AsAt_g18390	879	696.788	37	0.408336
AsAa_g20616	1728	1545.69	0	0
AsAt_g21009	1146	963.687	287	2.29014
AsAt_g11880	312	139.34	8687.21	479.426
AsAa_g3195	435	254.474	0	0
AsAt_g10906	480	298.726	1	0.025742
AsAt_g18345	798	615.853	101985	1273.43
AsAt_g6609	2364	2181.69	1596.86	5.62846
AsAt_g14039	1572	1389.69	277	1.53278
AsAa_g23141	1077	894.687	0	0
AsAa_g5126	1350	1167.69	0	0
AsAt_g3187	660	477.95	192	3.08912
AsAa_g20743	915	732.764	0	0
AsAt_g11001	465	283.873	0	0
AsAt_g4992	3612	3429.69	39	0.0874433
AsAa_g11028	2586	2403.69	24.3687	0.0779599
AsAt_g11504	486	304.676	49	1.23673
AsAa_g8049	1014	831.687	1	0.00924605
AsAa_g16394	1893	1710.69	0	0
AsAa_g23326	300	128.864	0	0
AsAt_g15254	942	759.764	1	0.0101213
AsAa_g18351	864	681.788	1	0.0112789
AsAa_g11062	2184	2001.69	79.0053	0.303512
AsAa_g127	1275	1092.69	9.38692	0.0660608
AsAa_g6731	1275	1092.69	0	0
AsAt_g1069	660	477.95	3	0.0482675
AsAa_g12182	2025	1842.69	1.00613	0.00419873
AsAt_g10655	705	522.95	382	5.6172
AsAa_g16363	693	510.95	11	0.165551
AsAt_g20679	726	543.95	482.321	6.81857
AsAa_g10454	573	391.077	8	0.157306
AsAa_g8264	618	436.01	0	0
AsAa_g22179	3636	3453.69	0	0
AsAa_g16662	1950	1767.69	25.1349	0.109342
AsAa_g13226	2199	2016.69	3	0.0114393
AsAa_g8806	318	144.721	0	0
AsAa_g1451	516	334.272	0	0
AsAt_g13717	882	699.788	2620.77	28.7991
AsAa_g13605	1275	1092.69	3	0.0211126
AsAt_g12005	414	233.997	0	0
AsAa_g21890	879	696.788	1446	15.9582
AsAt_g972	873	690.788	3222.14	35.8687
AsAa_g14435	753	570.932	10	0.134689
AsAt_g8577	675	492.95	3	0.0467988
AsAt_g20981	1284	1101.69	330.746	2.30862
AsAa_g8019	3267	3084.69	30.885	0.0769933
AsAa_g3580	441	260.345	1	0.0295371
AsAt_g5553	276	108.86	103	7.2759
AsAa_g23290	1191	1008.69	0	0
AsAa_g18000	1491	1308.69	10	0.0587598
AsAa_g19344	3567	3384.69	69.7301	0.158423
AsAa_g13255	1020	837.687	49.975	0.458762
AsAt_g3092	1755	1572.69	305.966	1.49605
AsAt_g4830	999	816.687	0	0
AsAt_g7561	1023	840.687	794	7.26277
AsAt_g8953	1839	1656.69	2	0.00928337
AsAa_g7558	2187	2004.69	2.04255	0.00783507
AsAa_g20927	843	660.788	0	0
AsAa_g22678	1380	1197.69	0	0
AsAt_g12804	960	777.713	1.85391	0.018331
AsAt_g1780	3663	3480.69	329.865	0.728765
AsAa_g2069	3099	2916.69	1	0.00263649
AsAt_g9353	1086	903.687	887.466	7.55179
AsAt_g18258	1302	1119.69	421	2.89136
AsAa_g806	1611	1428.69	425.166	2.28843
AsAa_g10877	1515	1332.69	4.16174	0.0240139
AsAt_g7385	1125	942.687	743.939	6.06856
AsAa_g14738	1557	1374.69	0	0
AsAt_g11489	1059	876.687	0	0
AsAa_g12175	1203	1020.69	1	0.00753397
AsAa_g20820	1464	1281.69	8.50672	0.0510383
AsAa_g21003	3135	2952.69	3	0.00781304
AsAt_g18806	1119	936.687	63.2616	0.519352
AsAa_g5078	789	606.853	2.03097	0.0257357
AsAa_g10400	486	304.676	217.095	5.47933
AsAa_g10831	213	63.1053	0	0
AsAa_g9043	1356	1173.69	0	0
AsAa_g14684	1554	1371.69	0	0
AsAa_g6391	660	477.95	0	0
AsAa_g1711	570	388.09	18.0395	0.357445
AsAt_g3069	1455	1272.69	1509.81	9.12257
AsAt_g14398	369	190.989	1460.47	58.8033
AsAt_g1277	2541	2358.69	1758.71	5.73378
AsAt_g9238	2418	2235.69	171	0.588168
AsAt_g13186	378	199.514	0	0
AsAt_g14087	1068	885.687	0	0
AsAt_g21406	612	430.01	2	0.0357658
AsAt_g9227	252	90.2998	100	8.51587
AsAt_g8272	501	319.458	376.972	9.07427
AsAa_g13553	2571	2388.69	1.01422	0.00326504
AsAa_g1510	1917	1734.69	0	0
AsAt_g15508	867	684.788	0	0
AsAt_g15125	1821	1638.69	398.955	1.87217
AsAt_g12089	663	480.95	267	4.26901
AsAa_g10821	1386	1203.69	17.7204	0.113208
AsAt_g2828	1038	855.687	216	1.94113
AsAt_g73	1899	1716.69	1146.65	5.13637
AsAa_g22968	1344	1161.69	11.5918	0.0767324
AsAa_g6198	774	591.873	0	0
AsAa_g13139	954	771.713	0	0
AsAa_g11705	1968	1785.69	16.1248	0.0694391
AsAt_g10482	3258	3075.69	655.788	1.6396
AsAa_g12163	501	319.458	0	0
AsAa_g5414	624	441.981	0	0
AsAt_g15171	387	207.985	9.12656	0.337437
AsAa_g330	378	199.514	0	0
AsAa_g17250	1671	1488.69	63.162	0.326264
AsAa_g13809	4614	4431.69	40.0458	0.0694871
AsAa_g5795	1587	1404.69	30	0.164232
AsAt_g14350	822	639.832	630.971	7.58333
AsAt_g3994	765	582.932	211.007	2.78352
AsAt_g9329	999	816.687	512	4.82093
AsAa_g6879	465	283.873	3	0.081267
AsAa_g13782	630	447.981	1.01005	0.017338
AsAa_g7077	897	714.788	0	0
AsAa_g17839	1554	1371.69	368.565	2.06621
AsAt_g11571	1572	1389.69	0	0
AsAa_g1547	231	75.0856	0	0
AsAa_g14747	759	576.932	9.14136	0.121844
AsAa_g1586	6126	5943.69	45.0793	0.0583227
AsAt_g5956	390	210.872	2	0.0729335
AsAt_g3999	324	149.98	0	0
AsAt_g7148	2190	2007.69	444.954	1.70426
AsAa_g6156	1167	984.687	0	0
AsAt_g17097	2517	2334.69	917.879	3.02324
AsAa_g19471	1374	1191.69	0	0
AsAt_g12514	2130	1947.69	2349.62	9.27673
AsAt_g2731	978	795.687	1052.95	10.1761
AsAa_g14820	2124	1941.69	0	0
AsAt_g4071	2808	2625.69	1143.96	3.35031
AsAt_g16215	387	207.985	227	8.39288
AsAt_g14860	1617	1434.69	4090.7	21.9259
AsAa_g7001	864	681.788	0	0
AsAt_g3120	339	163.44	116	5.45778
AsAa_g10828	1167	984.687	2.02207	0.0157912
AsAa_g7986	687	504.95	0	0
AsAa_g7608	2640	2457.69	15.049	0.0470865
AsAa_g12291	408	228.199	2	0.0673958
AsAt_g16502	1395	1212.69	0	0
AsAt_g18325	1368	1185.69	177	1.14794
AsAt_g4082	1026	843.687	0	0
AsAt_g7344	1170	987.687	18	0.140142
AsAt_g5649	423	242.75	0	0
AsAa_g4211	1158	975.687	15	0.118222
AsAt_g16440	228	72.9442	0	0
AsAa_g12374	582	400.037	0	0
AsAt_g20151	1524	1341.69	4	0.0229258
AsAa_g3597	1170	987.687	0	0
AsAa_g5379	438	257.423	0	0
AsAa_g21858	1908	1725.69	10.1758	0.0453441
AsAa_g17156	513	331.328	4	0.0928365
AsAa_g10	1314	1131.69	1	0.00679501
AsAt_g7110	783	600.853	17	0.217569
AsAa_g23219	1299	1116.69	0	0
AsAa_g7582	411	231.091	494	16.4384
AsAa_g16673	942	759.764	4.60606	0.0466195
AsAt_g15951	1569	1386.69	954	5.29037
AsAa_g4065	1110	927.687	27	0.22381
AsAa_g21535	396	216.57	0	0
AsAa_g17603	2127	1944.69	0	0
AsAa_g21346	1593	1410.69	0	0
AsAa_g20802	531	349.238	4	0.0880753
AsAt_g6550	2727	2544.69	4	0.0120877
AsAt_g8112	264	99.5667	7	0.54063
AsAa_g10374	1191	1008.69	0	0
AsAa_g22636	726	543.95	0	0
AsAa_g13231	657	474.95	0	0
AsAt_g15066	273	106.526	27.4145	1.97898
AsAa_g116	717	534.95	11.0365	0.158647
AsAa_g17248	1449	1266.69	19	0.115345
AsAt_g3551	501	319.458	60.9386	1.46688
AsAa_g4610	3654	3471.69	0	0
AsAa_g18429	1086	903.687	0	0
AsAa_g7836	924	741.764	0	0
AsAt_g9028	174	40.3279	51	9.7248
AsAa_g3027	1722	1539.69	2	0.00998881
AsAa_g137	1482	1299.69	7.31246	0.0432654
AsAa_g1664	711	528.95	1	0.0145379
AsAt_g11945	564	382.09	911.455	18.3437
AsAa_g17771	1374	1191.69	0	0
AsAa_g17932	1473	1290.69	12.0443	0.0717592
AsAa_g12283	207	59.0698	0	0
AsAt_g12088	669	486.95	50	0.789591
AsAt_g1485	891	708.788	410.99	4.45894
AsAa_g929	954	771.713	655.621	6.53301
AsAa_g19789	801	618.853	0	0
AsAa_g16057	1491	1308.69	1	0.00587598
AsAt_g19351	2169	1986.69	1472.94	5.70129
AsAa_g9124	2130	1947.69	8.28837	0.032724
AsAa_g9211	894	711.788	0	0
AsAt_g16940	1596	1413.69	231	1.25654
AsAa_g22207	402	222.312	0	0
AsAa_g909	1227	1044.69	11	0.0809698
AsAt_g22056	1545	1362.69	874.911	4.93724
AsAt_g16560	1515	1332.69	322	1.85799
AsAa_g4090	1002	819.687	16.5229	0.155008
AsAt_g8388	1050	867.687	0	0
AsAt_g2387	2532	2349.69	1923.87	6.29625
AsAt_g10933	966	783.713	0	0
AsAa_g17418	4506	4323.69	36.1729	0.0643347
AsAt_g2901	1086	903.687	0	0
AsAt_g16717	3990	3807.69	1	0.00201955
AsAt_g2424	1137	954.687	327.914	2.64129
AsAt_g10096	909	726.764	992.886	10.5056
AsAa_g12998	1092	909.687	1420.38	12.0068
AsAt_g3190	510	328.339	0	0
AsAt_g8823	966	783.713	429	4.20936
AsAt_g6432	1215	1032.69	0	0
AsAa_g10427	777	594.873	0	0
AsAa_g14516	1221	1038.69	0	0
AsAa_g3561	873	690.788	1.125	0.0125234
AsAt_g15816	1290	1107.69	573.94	3.98443
AsAa_g10684	1584	1401.69	1.02198	0.00560673
AsAt_g12875	630	447.981	81	1.39041
AsAt_g13285	2130	1947.69	1928.14	7.61264
AsAt_g4028	363	185.384	0	0
AsAt_g7478	2994	2811.69	1	0.00273495
AsAt_g6588	1581	1398.69	308.981	1.69874
AsAa_g226	579	397.077	189.901	3.67764
AsAa_g1059	654	471.966	2	0.0325864
AsAt_g16829	465	283.873	3	0.081267
AsAt_g11270	816	633.832	21.3442	0.258953
AsAt_g4715	1893	1710.69	1080.95	4.85907
AsAa_g11490	1650	1467.69	0	0
AsAa_g18280	1254	1071.69	0	0
AsAt_g14534	858	675.788	820.863	9.34064
AsAt_g222	1410	1227.69	89.3617	0.559732
AsAa_g16426	1461	1278.69	2	0.0120277
AsAa_g20094	2397	2214.69	4.07374	0.0141448
AsAa_g7474	1467	1284.69	9.27876	0.0555404
AsAt_g17829	576	394.077	1	0.0195135
AsAa_g19884	891	708.788	0	0
AsAt_g11218	408	228.199	3069.79	103.446
AsAt_g10099	2139	1956.69	307.663	1.20912
AsAt_g16052	723	540.95	322.861	4.5896
AsAt_g19052	645	462.966	60	0.996595
AsAa_g10024	393	213.736	2.01015	0.0723214
AsAt_g20529	2472	2289.69	831.001	2.79088
AsAt_g4938	1476	1293.69	319.872	1.90136
AsAt_g18682	747	564.932	163	2.21875
AsAa_g922	1110	927.687	0	0
AsAt_g3152	1368	1185.69	222.82	1.44511
AsAa_g11503	2268	2085.69	4.20589	0.0155069
AsAa_g15816	780	597.853	11.5556	0.148632
AsAt_g18304	342	166.169	2200.32	101.824
AsAa_g20985	1317	1134.69	277.825	1.88284
AsAt_g20297	1995	1812.69	282.924	1.20023
AsAa_g10857	246	85.7109	0	0
AsAa_g4986	588	406.024	0	0
AsAa_g10669	918	735.764	0	0
AsAt_g5334	1626	1443.69	117	0.623202
AsAa_g9106	1026	843.687	15.0708	0.137363
AsAa_g10805	1137	954.687	0	0
AsAt_g20716	1092	909.687	551.905	4.6654
AsAt_g17196	687	504.95	265.894	4.04926
AsAt_g15234	444	263.24	253.98	7.41933
AsAa_g13240	510	328.339	11.769	0.275634
AsAa_g23352	5112	4929.69	2488	3.88103
AsAt_g7685	255	92.5661	6	0.498443
AsAa_g6088	636	453.966	10.1799	0.17244
AsAt_g15478	897	714.788	192	2.06557
AsAa_g22055	1452	1269.69	0	0
AsAa_g16555	1161	978.687	0	0
AsAt_g17673	2889	2706.69	13	0.0369336
AsAa_g9134	903	720.788	1.04644	0.0111641
AsAa_g14791	1134	951.687	0	0
AsAa_g2738	750	567.932	2	0.0270801
AsAt_g12947	1164	981.687	247	1.93482
AsAt_g9642	798	615.853	1622	20.253
AsAt_g11042	1158	975.687	4	0.0315258
AsAt_g4389	849	666.788	0	0
AsAt_g13385	609	427.01	0	0
AsAa_g7906	2148	1965.69	0	0
AsAa_g4108	879	696.788	0	0
AsAa_g17264	681	498.95	0	0
AsAt_g2644	423	242.75	239.543	7.58825
AsAt_g11333	2745	2562.69	1735.89	5.20885
AsAa_g16	711	528.95	0	0
AsAt_g10514	1317	1134.69	203	1.37574
AsAa_g21199	1608	1425.69	6	0.0323626
AsAt_g6546	1722	1539.69	0	0
AsAt_g16615	621	439.01	0	0
AsAa_g8014	429	248.642	1.00409	0.0310538
AsAt_g20288	927	744.764	10665.8	110.126
AsAt_g18197	948	765.713	2876.25	28.8853
AsAt_g16642	1929	1746.69	0	0
AsAt_g14689	771	588.932	0	0
AsAa_g19458	1755	1572.69	0.5	0.0024448
AsAa_g3146	2307	2124.69	75.9477	0.274876
AsAt_g22076	852	669.788	18	0.206658
AsAt_g12594	1704	1521.69	483.994	2.44586
AsAt_g21676	642	459.966	0	0
AsAt_g1476	999	816.687	49	0.461378
AsAa_g16765	1575	1392.69	14.1623	0.0781981
AsAa_g16425	1995	1812.69	1.07576	0.0045636
AsAa_g910	132	20.5147	11	4.12329
AsAt_g8688	1239	1056.69	73	0.531242
AsAt_g4814	1020	837.687	137	1.25764
AsAt_g21435	1209	1026.69	225.987	1.69263
AsAa_g4309	501	319.458	29	0.698073
AsAa_g8614	1086	903.687	13	0.110622
AsAt_g1221	996	813.687	353.939	3.34494
AsAt_g4644	483	301.716	707.985	18.0443
AsAa_g944	459	278.022	0	0
AsAt_g17602	1032	849.687	153	1.38468
AsAt_g3823	1008	825.687	5004	46.6034
AsAa_g12218	1248	1065.69	0	0
AsAa_g17824	720	537.95	3.0287	0.0432943
AsAt_g17478	1632	1449.69	1162.55	6.1667
AsAt_g6595	1170	987.687	57.9831	0.451438
AsAa_g12215	1380	1197.69	8.29907	0.0532847
AsAa_g3674	984	801.687	7.09831	0.0680874
AsAa_g5612	1755	1572.69	4	0.0195584
AsAa_g17173	897	714.788	2	0.0215164
AsAt_g7250	1656	1473.69	17	0.0887074
AsAa_g13537	2217	2034.69	0	0
AsAt_g14343	1824	1641.69	32	0.149891
AsAt_g13302	1140	957.687	98	0.786899
AsAt_g18954	738	555.932	473	6.54268
AsAt_g863	333	158.019	115.983	5.64418
AsAa_g8657	690	507.95	1	0.0151389
AsAt_g15221	300	128.864	1	0.0596741
AsAa_g6623	1344	1161.69	0	0
AsAt_g20278	990	807.687	344	3.27515
AsAt_g15045	915	732.764	61	0.64015
AsAa_g1166	798	615.853	1.66667	0.0208108
AsAa_g7069	1686	1503.69	7.06286	0.0361193
AsAa_g17265	882	699.788	1.11379	0.0122392
AsAt_g14568	348	171.672	21	0.94067
AsAt_g19444	1023	840.687	293.841	2.68778
AsAt_g924	555	373.153	6	0.123646
AsAa_g3129	1383	1200.69	9	0.0576407
AsAa_g16660	1017	834.687	2.00561	0.0184773
AsAt_g15323	1344	1161.69	367.689	2.43393
AsAt_g9018	870	687.788	293.98	3.28684
AsAt_g15950	795	612.853	1	0.0125476
AsAt_g17269	1011	828.687	0	0
AsAa_g2543	444	263.24	0	0
AsAa_g20383	501	319.458	2	0.048143
AsAt_g1123	1164	981.687	0	0
AsAt_g7449	687	504.95	147	2.23865
AsAt_g15230	864	681.788	3839.66	43.3072
AsAa_g2445	1185	1002.69	0	0
AsAa_g4072	1032	849.687	20.8824	0.188989
AsAt_g12519	2547	2364.69	659.926	2.14604
AsAa_g16443	945	762.713	0	0
AsAa_g9627	969	786.713	41.6259	0.406878
AsAt_g16637	1095	912.687	395	3.32806
AsAt_g10545	837	654.81	84	0.986462
AsAt_g17576	336	160.663	0	0
AsAa_g7137	648	465.966	0	0
AsAt_g659	687	504.95	54	0.822359
AsAa_g12737	342	166.169	1	0.0462772
AsAt_g2928	786	603.853	939.744	11.9673
AsAa_g17941	555	373.153	25.1771	0.518841
AsAt_g18216	2268	2085.69	371.466	1.36958
AsAa_g14089_AsAa_g14092	1191	1008.69	0	0
AsAa_g19822	1425	1242.69	4.01201	0.0248266
AsAa_g20397	237	79.2812	0	0
AsAa_g19416	804	621.853	0	0
AsAa_g15570	213	63.1053	0	0
AsAt_g379	2373	2190.69	917	3.21888
AsAa_g2782	1491	1308.69	0	0
AsAa_g16777	477	295.766	0	0
AsAa_g19013	2079	1896.69	5.01718	0.0203414
AsAa_g22745	1638	1455.69	26	0.137348
AsAa_g2914	498	316.489	0	0
AsAt_g11226	3759	3576.69	4202.42	9.03514
AsAa_g16805	549	367.191	0	0
AsAt_g7477	1170	987.687	5244.92	40.8353
AsAa_g5541	2268	2085.69	0	0
AsAt_g21913	2127	1944.69	0	0
AsAt_g17781	1371	1188.69	435.986	2.82047
AsAa_g1961	687	504.95	0	0
AsAa_g10070	474	292.805	0	0
AsAa_g11679	579	397.077	2	0.0387321
AsAa_g15151	1695	1512.69	14.3265	0.0728294
AsAt_g6470	1188	1005.69	2	0.0152927
AsAa_g4344	714	531.95	0	0
AsAt_g19163	1989	1806.69	4	0.0170252
AsAt_g6399	369	190.989	212	8.53579
AsAt_g12438	1428	1245.69	18	0.111117
AsAa_g3845	897	714.788	3	0.0322745
AsAa_g14703	1908	1725.69	9	0.0401048
AsAt_g18422	6627	6444.69	17656.9	21.0683
AsAt_g8130	1707	1524.69	1347.82	6.7978
AsAt_g7648	3009	2826.69	5169.97	14.0646
AsAt_g13627	1086	903.687	2739.04	23.3076
AsAt_g12137	1260	1077.69	139.6	0.996113
AsAt_g11917	228	72.9442	28	2.95178
AsAa_g20603	2025	1842.69	2	0.00834631
AsAt_g6701	918	735.764	0	0
AsAa_g10923	222	68.8711	0	0
AsAa_g21751	1161	978.687	15.4446	0.121352
AsAt_g12152	1422	1239.69	80.9973	0.502429
AsAt_g18389	204	57.1222	2	0.269241
AsAa_g8178	987	804.687	1	0.00955629
AsAa_g19334	3834	3651.69	1	0.00210583
AsAa_g2719	1395	1212.69	7	0.044388
AsAa_g22952	750	567.932	10.1797	0.137834
AsAt_g15499	675	492.95	17249.9	269.091
AsAa_g21757	480	298.726	0	0
AsAt_g4713	1356	1173.69	834.946	5.47044
AsAt_g21754	624	441.981	4	0.0695942
AsAa_g17281	1749	1566.69	10.0882	0.0495164
AsAa_g1624	684	501.95	3.10473	0.0475641
AsAt_g357	2121	1938.69	30.2855	0.120128
AsAt_g21276	306	134.158	3355.46	192.331
AsAt_g22092	996	813.687	5	0.047253
AsAt_g5416	1083	900.687	1061.74	9.06487
AsAa_g15847	1269	1086.69	39.2631	0.277841
AsAa_g12869	792	609.853	2	0.0252186
AsAa_g10194	1551	1368.69	20.0482	0.112639
AsAa_g2047	3039	2856.69	15.466	0.0416324
AsAt_g14937	2421	2238.69	7	0.0240448
AsAt_g21097	1134	951.687	3780.56	30.5477
AsAa_g6357	480	298.726	24.0523	0.619154
AsAt_g10449	705	522.95	87	1.27931
AsAt_g8793	477	295.766	14	0.363995
AsAa_g18023	711	528.95	0	0
AsAa_g10977	1296	1113.69	12	0.082858
AsAt_g17195	1122	939.687	223	1.8249
AsAa_g20016	537	355.227	1	0.0216476
AsAa_g1149	2172	1989.69	23.0775	0.0891909
AsAt_g18899	600	418.01	140	2.57548
AsAt_g6513	306	134.158	2	0.114638
AsAt_g12362	1203	1020.69	617.94	4.65554
AsAt_g20014	1929	1746.69	297.937	1.31167
AsAa_g15448	663	480.95	0	0
AsAa_g1486	1014	831.687	12.0356	0.111282
AsAa_g18794	345	168.963	0	0
AsAt_g14683	909	726.764	134	1.41784
AsAa_g1192	2388	2205.69	334.074	1.1647
AsAa_g15644	1068	885.687	4.0466	0.0351339
AsAa_g13654	582	400.037	0	0
AsAa_g4776	1410	1227.69	14.0174	0.0878006
AsAt_g4509	933	750.764	2	0.0204853
AsAa_g9318	882	699.788	0	0
AsAt_g20929	1107	924.687	0	0
AsAt_g1319	2313	2130.69	12491	45.081
AsAt_g8812	1053	870.687	0	0
AsAt_g11324	1608	1425.69	0	0
AsAt_g534	468	286.834	6	0.160856
AsAt_g2764	2934	2751.69	615.973	1.72139
AsAa_g2416	771	588.932	13.0488	0.170382
AsAa_g1728	279	111.318	0	0
AsAa_g14649	1056	873.687	97.3784	0.857083
AsAa_g1656	2109	1926.69	13.129	0.0524007
AsAa_g8202	1734	1551.69	18.2368	0.0903775
AsAt_g18727	2871	2688.69	717.793	2.05293
AsAa_g21587	303	131.579	0	0
AsAa_g11860	2646	2463.69	7.33946	0.0229084
AsAt_g17660	612	430.01	901	16.1125
AsAt_g3147	1653	1470.69	621.957	3.25204
AsAa_g9171	1278	1095.69	19.5938	0.137514
AsAt_g4672	501	319.458	1417.97	34.1327
AsAa_g16097	666	483.95	67.0159	1.06486
AsAt_g3024	1617	1434.69	228	1.22206
AsAa_g17556	1458	1275.69	0	0
AsAt_g13212	1410	1227.69	892	5.58719
AsAa_g11272	1239	1056.69	0	0
AsAt_g6599	819	636.832	463	5.59078
AsAt_g15311	1599	1416.69	2	0.0108561
AsAt_g266	534	352.227	0	0
AsAa_g4371	414	233.997	0	0
AsAt_g18662	900	717.788	3	0.0321397
AsAa_g17213	1710	1527.69	57.2411	0.288131
AsAa_g12974	762	579.932	0	0
AsAa_g11262	1743	1560.69	0	0
AsAa_g5815	1719	1536.69	2	0.0100083
AsAa_g8335	2025	1842.69	8.10127	0.0338079
AsAt_g18995	702	519.95	385	5.69397
AsAa_g7663	243	83.5773	1	0.0920084
AsAt_g5625	1233	1050.69	1	0.00731885
AsAt_g18297	2724	2541.69	656.973	1.98766
AsAt_g13156	273	106.526	9	0.649685
AsAt_g20486	1359	1176.69	315.981	2.06498
AsAt_g9930	882	699.788	30	0.329664
AsAa_g21575	2586	2403.69	1	0.00319918
AsAa_g9459	1518	1335.69	10	0.057572
AsAa_g1271	1095	912.687	49.551	0.417491
AsAt_g13514	3243	3060.69	743.948	1.86913
AsAt_g15359	369	190.989	1402	56.4489
AsAt_g1536	984	801.687	1672.85	16.046
AsAa_g4190	3435	3252.69	19.2145	0.0454259
AsAt_g22124	873	690.788	6	0.0667917
AsAa_g11160	3018	2835.69	5	0.013559
AsAt_g8237	5112	4929.69	1683.17	2.62558
AsAa_g20908	849	666.788	3	0.0345979
AsAa_g412	1092	909.687	7.02929	0.0594204
AsAa_g3578	4878	4695.69	71.5169	0.117119
AsAt_g12791	1164	981.687	10	0.0783327
AsAa_g23107	1680	1497.69	12	0.0616136
AsAt_g12599	321	147.32	5	0.26099
AsAt_g8510	828	645.832	629.915	7.5003
AsAa_g838	219	66.923	0	0
AsAt_g17604	1485	1302.69	88	0.519468
AsAa_g6186	1518	1335.69	0	0
