target_id	length	eff_length	Aare_2	Aare_2_tpm
AsAa_g14435	753	567.124	668.998	13.2342
AsAt_g8577	675	489.198	0	0
AsAt_g20981	1284	1098.04	1.03511	0.010576
AsAa_g8019	3267	3081.04	1127.33	4.10493
AsAa_g3580	441	256.46	34	1.48734
AsAt_g5553	276	104.806	0	0
AsAa_g23290	1191	1005.04	0	0
AsAa_g18000	1491	1305.04	240	2.06319
AsAa_g19344	3567	3381.04	3410.23	11.3158
AsAa_g13255	1020	834.037	2575	34.6373
AsAt_g3092	1755	1569.04	32.447	0.232003
AsAt_g4830	999	813.037	0	0
AsAt_g7561	1023	837.037	166	2.22492
AsAt_g8953	1839	1653.04	16	0.10859
AsAa_g7558	2187	2001.04	78.8333	0.441984
AsAa_g20927	843	657.064	2	0.0341487
AsAa_g22678	1380	1194.04	2	0.0187916
AsAt_g12804	960	774.037	2	0.0289881
AsAt_g1780	3663	3477.04	7.54562	0.0243465
AsAa_g2069	3099	2913.04	257	0.989779
AsAt_g9353	1086	900.037	1.03216	0.0128658
AsAt_g18258	1302	1116.04	0	0
AsAa_g806	1611	1425.04	3207.97	25.2555
AsAa_g10877	1515	1329.04	845.904	7.14061
AsAt_g7385	1125	939.037	89.7878	1.07272
AsAa_g14738	1557	1371.04	2	0.0163656
AsAt_g11489	1059	873.037	0	0
AsAa_g12175	1203	1017.04	5	0.055155
AsAa_g20820	1464	1278.04	176.03	1.54524
AsAa_g21003	3135	2949.04	359	1.36573
AsAt_g18806	1119	933.037	1.02606	0.0123374
AsAa_g5078	789	603.089	106.182	1.97525
AsAa_g10400	486	300.832	2666.94	99.4581
AsAa_g10831	213	59.6952	0	0
AsAa_g9043	1356	1170.04	1	0.00958852
AsAa_g14684	1554	1368.04	4	0.032803
AsAa_g6391	660	474.198	134.808	3.18939
AsAa_g1711	570	384.33	412	12.0266
AsAt_g3069	1455	1269.04	11.2054	0.0990617
AsAt_g14398	369	187.03	3.42459	0.205423
AsAt_g1277	2541	2355.04	28.7677	0.137044
AsAt_g9238	2418	2232.04	0	0
AsAt_g13186	378	195.501	0	0
AsAt_g14087	1068	882.037	0	0
AsAt_g21406	612	426.243	0	0
AsAt_g9227	252	86.3793	2.34286	0.30429
AsAt_g8272	501	315.708	0	0
AsAa_g13553	2571	2385.04	30	0.141116
AsAa_g1510	1917	1731.04	0	0
AsAt_g15508	867	681.037	0	0
AsAt_g15125	1821	1635.04	287	1.96927
AsAt_g12089	663	477.198	2.04032	0.0479678
AsAa_g10821	1386	1200.04	570.365	5.33224
AsAt_g2828	1038	852.037	14.438	0.190108
AsAt_g73	1899	1713.04	1.03672	0.00678963
AsAa_g22968	1344	1158.04	996.692	9.65583
AsAa_g6198	774	588.113	0	0
AsAa_g13139	954	768.037	0	0
AsAa_g11705	1968	1782.04	904	5.69119
AsAt_g10482	3258	3072.04	14.306	0.0522449
AsAa_g12163	501	315.708	0	0
AsAa_g5414	624	438.234	0	0
AsAt_g15171	387	204.054	1	0.0549803
AsAa_g330	378	195.501	0	0
AsAa_g17250	1671	1485.04	2318.83	17.5179
AsAa_g13809	4614	4428.04	1457.85	3.69364
AsAa_g5795	1587	1401.04	69	0.552524
AsAt_g14350	822	636.076	2.11029	0.0372207
AsAt_g3994	765	579.113	5.35563	0.103753
AsAt_g9329	999	813.037	0	0
AsAa_g6879	465	280.03	96	3.84608
AsAa_g13782	630	444.226	121	3.05586
AsAa_g7077	897	711.037	0	0
AsAa_g17839	1554	1368.04	20454.3	167.741
AsAt_g11571	1572	1386.04	0	0
AsAa_g1547	231	71.6808	11	1.72164
AsAa_g14747	759	573.124	642	12.5672
AsAa_g1586	6126	5940.04	1730.75	3.26886
AsAt_g5956	390	206.908	32	1.73509
AsAt_g3999	324	145.803	0	0
AsAt_g7148	2190	2004.04	0	0
AsAa_g6156	1167	981.037	0	0
AsAt_g17097	2517	2331.04	29.283	0.140935
AsAa_g19471	1374	1188.04	334.675	3.16042
AsAt_g12514	2130	1944.04	178.385	1.02945
AsAt_g2731	978	792.037	0	0
AsAa_g14820	2124	1938.04	17	0.0984098
AsAt_g4071	2808	2622.04	107.629	0.460512
AsAt_g16215	387	204.054	123	6.76258
AsAt_g14860	1617	1431.04	74.5587	0.584519
AsAa_g7001	864	678.037	1	0.0165462
AsAt_g3120	339	159.319	23.1357	1.62917
AsAa_g10828	1167	981.037	357.934	4.09326
AsAa_g7986	687	501.188	18	0.402924
AsAa_g7608	2640	2454.04	685.048	3.13178
AsAa_g12291	408	224.169	31	1.55145
AsAt_g16502	1395	1209.04	0	0
AsAt_g18325	1368	1182.04	2.09639	0.0198972
AsAt_g4082	1026	840.037	0	0
AsAt_g7344	1170	984.037	2	0.0228018
AsAt_g5649	423	238.831	1	0.0469743
AsAa_g4211	1158	972.037	129.045	1.48939
AsAt_g16440	228	69.5568	0	0
AsAa_g12374	582	396.276	0	0
AsAt_g20151	1524	1338.04	0	0
AsAa_g3597	1170	984.037	12	0.136811
AsAa_g5379	438	253.496	0	0
AsAa_g21858	1908	1722.04	635.464	4.13999
AsAa_g17156	513	327.644	290	9.92994
AsAa_g10	1314	1128.04	283	2.81459
AsAt_g7110	783	597.113	0	0
AsAa_g23219	1299	1113.04	2	0.0201591
AsAa_g7582	411	227.087	18631	920.437
AsAa_g16673	942	756.037	193.832	2.8763
AsAt_g15951	1569	1383.04	7.00993	0.0568632
AsAa_g4065	1110	924.037	3276	39.7746
AsAa_g21535	396	212.613	0	0
AsAa_g17603	2127	1941.04	9	0.0520188
AsAa_g21346	1593	1407.04	0	0
AsAa_g20802	531	345.542	219	7.1104
AsAt_g6550	2727	2541.04	1	0.0044151
AsAt_g8112	264	95.4574	0	0
AsAa_g10374	1191	1005.04	1	0.0111627
AsAa_g22636	726	540.157	5	0.103849
AsAa_g13231	657	471.198	0	0
AsAt_g15066	273	102.477	3.15931	0.345873
AsAa_g116	717	531.157	193.82	4.09381
AsAa_g17248	1449	1263.04	1252.99	11.1297
AsAt_g3551	501	315.708	0	0
AsAa_g4610	3654	3468.04	10.7974	0.0349289
AsAa_g18429	1086	900.037	0	0
AsAa_g7836	924	738.037	0	0
AsAt_g9028	174	37.7588	0	0
AsAa_g3027	1722	1536.04	201	1.46807
AsAa_g137	1482	1296.04	553.437	4.79073
AsAa_g1664	711	525.157	93	1.98676
AsAt_g11945	564	378.338	404.363	11.9907
AsAa_g17771	1374	1188.04	2	0.0188865
AsAa_g17932	1473	1287.04	955.553	8.32943
AsAa_g12283	207	55.8774	4.74938	0.953569
AsAt_g12088	669	483.198	0	0
AsAt_g1485	891	705.037	0	0
AsAa_g929	954	768.037	6936.99	101.331
AsAa_g19789	801	615.089	6	0.109437
AsAa_g16057	1491	1305.04	0	0
AsAt_g19351	2169	1983.04	26.5342	0.150116
AsAa_g9124	2130	1944.04	413.901	2.3886
AsAa_g9211	894	708.037	25	0.396128
AsAt_g16940	1596	1410.04	93.8585	0.746783
AsAa_g22207	402	218.379	5	0.256869
AsAa_g909	1227	1041.04	325	3.50242
AsAt_g22056	1545	1359.04	2.17022	0.0179153
AsAt_g16560	1515	1329.04	8	0.0675312
AsAa_g4090	1002	816.037	1003.96	13.8024
AsAt_g8388	1050	864.037	0	0
AsAt_g2387	2532	2346.04	40.183	0.192158
AsAt_g10933	966	780.037	0	0
AsAa_g17418	4506	4320.04	2837.99	7.37011
AsAt_g2901	1086	900.037	0	0
AsAt_g16717	3990	3804.04	0	0
AsAt_g2424	1137	951.037	0	0
AsAt_g10096	909	723.037	0	0
AsAa_g12998	1092	906.037	758.799	9.39577
AsAt_g3190	510	324.651	0	0
AsAt_g8823	966	780.037	15.5104	0.22308
AsAt_g6432	1215	1029.04	0	0
AsAa_g10427	777	591.113	0	0
AsAa_g14516	1221	1035.04	4	0.0433566
AsAa_g3561	873	687.037	102.655	1.6763
AsAt_g15816	1290	1104.04	5.52957	0.05619
AsAa_g10684	1584	1398.04	41	0.329016
AsAt_g12875	630	444.226	96	2.42448
AsAt_g13285	2130	1944.04	59.6317	0.344131
AsAt_g4028	363	181.446	0	0
AsAt_g7478	2994	2808.04	7	0.027967
AsAt_g6588	1581	1395.04	16.4858	0.132579
AsAa_g226	579	393.276	147	4.19345
AsAa_g1059	654	468.198	50	1.1981
AsAt_g16829	465	280.03	0	0
AsAt_g11270	816	630.076	24	0.427336
AsAt_g4715	1893	1707.04	17.1319	0.112593
AsAa_g11490	1650	1464.04	1	0.00766301
AsAa_g18280	1254	1068.04	45	0.472691
AsAt_g14534	858	672.05	0	0
AsAt_g222	1410	1224.04	0	0
AsAa_g16426	1461	1275.04	20	0.175978
AsAa_g20094	2397	2211.04	266.935	1.35444
AsAa_g7474	1467	1281.04	512.674	4.48984
AsAt_g17829	576	390.291	0	0
AsAa_g19884	891	705.037	0	0
AsAt_g11218	408	224.169	162.199	8.11754
AsAt_g10099	2139	1953.04	12.6458	0.072642
AsAt_g16052	723	537.157	1.00613	0.0210139
AsAt_g19052	645	459.208	0	0
AsAa_g10024	393	209.736	106.768	5.7111
AsAt_g20529	2472	2286.04	67.6211	0.331857
AsAt_g4938	1476	1290.04	0	0
AsAt_g18682	747	561.124	305	6.09807
AsAa_g922	1110	924.037	0	0
AsAt_g3152	1368	1182.04	41.1486	0.390549
AsAa_g11503	2268	2082.04	75	0.404133
AsAa_g15816	780	594.113	510.701	9.64382
AsAt_g18304	342	162.068	148.293	10.2654
AsAa_g20985	1317	1131.04	1696.13	16.8241
AsAt_g20297	1995	1809.04	0	0
AsAa_g10857	246	81.9185	0	0
AsAa_g4986	588	402.268	0	0
AsAa_g10669	918	732.037	2	0.0306513
AsAt_g5334	1626	1440.04	0	0
AsAa_g9106	1026	840.037	520	6.94475
AsAa_g10805	1137	951.037	0	0
AsAt_g20716	1092	906.037	1.00378	0.0124293
AsAt_g17196	687	501.188	0	0
AsAt_g15234	444	259.372	55.6916	2.40889
AsAa_g13240	510	324.651	805.612	27.8394
AsAa_g23352	5112	4926.04	2420	5.51149
AsAt_g7685	255	88.6657	0	0
AsAa_g6088	636	450.217	631.1	15.7263
AsAt_g15478	897	711.037	5	0.0788913
AsAa_g22055	1452	1266.04	0	0
AsAa_g16555	1161	975.037	0	0
AsAt_g17673	2889	2703.04	0	0
AsAa_g9134	903	717.037	85.9612	1.34497
AsAa_g14791	1134	948.037	0	0
AsAa_g2738	750	564.124	2	0.0397747
AsAt_g12947	1164	978.037	12.1356	0.139206
AsAt_g9642	798	612.089	0	0
AsAt_g11042	1158	972.037	0	0
AsAt_g4389	849	663.064	0	0
AsAt_g13385	609	423.243	0	0
AsAa_g7906	2148	1962.04	1	0.005718
AsAa_g4108	879	693.037	4	0.0647523
AsAa_g17264	681	495.198	12	0.271865
AsAt_g2644	423	238.831	37.5619	1.76444
AsAt_g11333	2745	2559.04	15.8212	0.069361
AsAa_g16	711	525.157	0	0
AsAt_g10514	1317	1131.04	3	0.0297575
AsAa_g21199	1608	1422.04	245	1.93289
AsAt_g6546	1722	1536.04	0	0
AsAt_g16615	621	435.243	0	0
AsAa_g8014	429	244.681	0	0
AsAt_g20288	927	741.037	66.325	1.00413
AsAt_g18197	948	762.037	200.99	2.95903
AsAt_g16642	1929	1743.04	0	0
AsAt_g14689	771	585.113	0	0
AsAa_g19458	1755	1569.04	0	0
AsAa_g3146	2307	2121.04	1904.45	10.0733
AsAt_g22076	852	666.05	0	0
AsAt_g12594	1704	1518.04	3.03667	0.0224422
AsAt_g21676	642	456.217	0	0
AsAt_g1476	999	813.037	0	0
AsAa_g16765	1575	1389.04	39.2916	0.317349
AsAa_g16425	1995	1809.04	7	0.0434112
AsAa_g910	132	19.4994	1388	798.58
AsAt_g8688	1239	1053.04	0	0
AsAt_g4814	1020	834.037	0	0
AsAt_g21435	1209	1023.04	3.06242	0.0335834
AsAa_g4309	501	315.708	17	0.604107
AsAa_g8614	1086	900.037	630.992	7.86529
AsAt_g1221	996	810.037	0	0
AsAt_g4644	483	297.844	37.3073	1.40526
AsAa_g944	459	274.074	0	0
AsAt_g17602	1032	846.037	0	0
AsAt_g3823	1008	822.037	616.852	8.41862
AsAa_g12218	1248	1062.04	12	0.126763
AsAa_g17824	720	534.157	158	3.31848
AsAt_g17478	1632	1446.04	4.09071	0.0317373
AsAt_g6595	1170	984.037	0	0
AsAa_g12215	1380	1194.04	288.353	2.7093
AsAa_g3674	984	798.037	257.331	3.6176
AsAa_g5612	1755	1569.04	103	0.736471
AsAa_g17173	897	711.037	426.516	6.72968
AsAt_g7250	1656	1470.04	0	0
AsAa_g13537	2217	2031.04	116.599	0.644061
AsAt_g14343	1824	1638.04	0	0
AsAt_g13302	1140	954.037	26.3423	0.30977
AsAt_g18954	738	552.147	117.268	2.38273
AsAt_g863	333	153.866	0	0
AsAa_g8657	690	504.188	125	2.78143
AsAt_g15221	300	124.821	0	0
AsAa_g6623	1344	1158.04	0	0
AsAt_g20278	990	804.037	0	0
AsAt_g15045	915	729.037	10	0.153887
AsAa_g1166	798	612.089	2.33333	0.0427675
AsAa_g7069	1686	1500.04	435.586	3.25779
AsAa_g17265	882	696.037	81	1.30558
AsAt_g14568	348	167.547	0	0
AsAt_g19444	1023	837.037	0	0
AsAt_g924	555	369.427	0	0
AsAa_g3129	1383	1197.04	247	2.31495
AsAa_g16660	1017	831.037	176.88	2.38787
AsAt_g15323	1344	1158.04	42.18	0.408635
AsAt_g9018	870	684.037	7.84201	0.128617
AsAt_g15950	795	609.089	0	0
AsAt_g17269	1011	825.037	0	0
AsAa_g2543	444	259.372	0	0
AsAa_g20383	501	315.708	53.8653	1.91414
AsAt_g1123	1164	978.037	0	0
AsAt_g7449	687	501.188	0	0
AsAt_g15230	864	678.037	202.774	3.35514
AsAa_g2445	1185	999.037	0	0
AsAa_g4072	1032	846.037	343	4.54837
AsAt_g12519	2547	2361.04	36.4077	0.172998
AsAa_g16443	945	759.037	2	0.029561
AsAa_g9627	969	783.037	1848.8	26.4887
AsAt_g16637	1095	909.037	220	2.71514
AsAt_g10545	837	651.064	0	0
AsAt_g17576	336	156.601	0	0
AsAa_g7137	648	462.208	1	0.0242725
AsAt_g659	687	501.188	0	0
AsAa_g12737	342	162.068	119	8.23762
AsAt_g2928	786	600.113	1.02331	0.0191304
AsAa_g17941	555	369.427	1260.96	38.2935
AsAt_g18216	2268	2082.04	3.10927	0.0167541
AsAa_g14089_AsAa_g14092	1191	1005.04	0	0
AsAa_g19822	1425	1239.04	238.926	2.16336
AsAa_g20397	237	75.8312	0	0
AsAa_g19416	804	618.076	0	0
AsAa_g15570	213	59.6952	5	0.939684
AsAt_g379	2373	2187.04	0	0
AsAa_g2782	1491	1305.04	64	0.550185
AsAa_g16777	477	291.933	23.25	0.893492
AsAa_g19013	2079	1893.04	213.91	1.26772
AsAa_g22745	1638	1452.04	464	3.58502
AsAa_g2914	498	312.752	1	0.0358716
AsAt_g11226	3759	3573.04	307.966	0.966979
AsAa_g16805	549	363.471	0	0
AsAt_g7477	1170	984.037	2.00454	0.0228536
AsAa_g5541	2268	2082.04	0	0
AsAt_g21913	2127	1941.04	0	0
AsAt_g17781	1371	1185.04	0	0
AsAa_g1961	687	501.188	1	0.0223847
AsAa_g10070	474	288.938	0	0
AsAa_g11679	579	393.276	22.3859	0.6386
AsAa_g15151	1695	1509.04	169	1.25643
AsAt_g6470	1188	1002.04	284	3.1797
AsAa_g4344	714	528.157	1	0.0212416
AsAt_g19163	1989	1803.04	0	0
AsAt_g6399	369	187.03	3	0.179954
AsAt_g12438	1428	1242.04	0	0
AsAa_g3845	897	711.037	84	1.32537
AsAa_g14703	1908	1722.04	359.771	2.34388
AsAt_g18422	6627	6441.04	14.39	0.0250644
AsAt_g8130	1707	1521.04	3.00468	0.022162
AsAt_g7648	3009	2823.04	64.1183	0.25481
AsAt_g13627	1086	900.037	0	0
AsAt_g12137	1260	1074.04	2.03079	0.0212128
AsAt_g11917	228	69.5568	0	0
AsAa_g20603	2025	1839.04	34	0.207415
AsAt_g6701	918	732.037	0	0
AsAa_g10923	222	65.4919	4	0.68521
AsAa_g21751	1161	975.037	460.767	5.30166
AsAt_g12152	1422	1236.04	0	0
AsAt_g18389	204	54.127	0	0
AsAa_g8178	987	801.037	157	2.19886
AsAa_g19334	3834	3648.04	7	0.0215273
AsAa_g2719	1395	1209.04	692	6.42122
AsAa_g22952	750	564.124	435.235	8.65566
AsAt_g15499	675	489.198	6.00906	0.137808
AsAa_g21757	480	294.897	7	0.266304
AsAt_g4713	1356	1170.04	43.823	0.420197
AsAt_g21754	624	438.234	0	0
AsAa_g17281	1749	1563.04	462.765	3.32156
AsAa_g1624	684	498.188	355.225	7.99948
AsAt_g357	2121	1935.04	6.46927	0.0375074
AsAt_g21276	306	130.078	0	0
AsAt_g22092	996	810.037	0	0
AsAt_g5416	1083	897.037	0	0
AsAa_g15847	1269	1083.04	2055.35	21.2909
AsAa_g12869	792	606.089	4	0.0740415
AsAa_g10194	1551	1365.04	469.815	3.8613
AsAa_g2047	3039	2853.04	1138.44	4.47667
AsAt_g14937	2421	2235.04	1	0.00501957
AsAt_g21097	1134	948.037	42.9411	0.508159
AsAa_g6357	480	294.897	501	19.0598
AsAt_g10449	705	519.157	1.23921	0.0267792
AsAt_g8793	477	291.933	0	0
AsAa_g18023	711	525.157	69.9281	1.49387
AsAa_g10977	1296	1110.04	357	3.60813
AsAt_g17195	1122	936.037	0	0
AsAa_g20016	537	351.528	184	5.87231
AsAa_g1149	2172	1986.04	503.017	2.84149
AsAt_g18899	600	414.243	8.04673	0.217929
AsAt_g6513	306	130.078	0	0
AsAt_g12362	1203	1017.04	24.0396	0.265181
AsAt_g20014	1929	1743.04	0	0
AsAa_g15448	663	477.198	0	0
AsAa_g1486	1014	828.037	196	2.65557
AsAa_g18794	345	164.85	9	0.612499
AsAt_g14683	909	723.037	34.1606	0.530049
AsAa_g1192	2388	2202.04	657.77	3.35121
AsAa_g15644	1068	882.037	1018.98	12.9608
AsAa_g13654	582	396.276	334.746	9.47697
AsAa_g4776	1410	1224.04	494	4.52776
AsAt_g4509	933	747.037	0	0
AsAa_g9318	882	696.037	35.9522	0.579488
AsAt_g20929	1107	921.037	0	0
AsAt_g1319	2313	2127.04	54.5083	0.287501
AsAt_g8812	1053	867.037	0	0
AsAt_g11324	1608	1422.04	0	0
AsAt_g534	468	283.019	0	0
AsAt_g2764	2934	2748.04	24	0.0979806
AsAa_g2416	771	585.113	169	3.2404
AsAa_g1728	279	107.173	0	0
AsAa_g14649	1056	870.037	211.437	2.72643
AsAa_g1656	2109	1923.04	905.521	5.28277
AsAa_g8202	1734	1548.04	637.985	4.62361
AsAt_g18727	2871	2685.04	38.8416	0.162292
AsAa_g21587	303	127.429	39	3.43359
AsAa_g11860	2646	2460.04	352.511	1.60762
AsAt_g17660	612	426.243	0	0
AsAt_g3147	1653	1467.04	47.1806	0.360806
AsAa_g9171	1278	1092.04	228.93	2.35189
AsAt_g4672	501	315.708	159.524	5.6688
AsAa_g16097	666	480.198	2050.77	47.9124
AsAt_g3024	1617	1431.04	0	0
AsAa_g17556	1458	1272.04	14	0.123475
AsAt_g13212	1410	1224.04	22.4143	0.205438
AsAa_g11272	1239	1053.04	8	0.085231
AsAt_g6599	819	633.076	6	0.106328
AsAt_g15311	1599	1413.04	0	0
AsAt_g266	534	348.528	0	0
AsAa_g4371	414	230	0	0
AsAt_g18662	900	714.037	0	0
AsAa_g17213	1710	1524.04	2303.95	16.9601
AsAa_g12974	762	576.124	4	0.0778924
AsAa_g11262	1743	1557.04	0	0
AsAa_g5815	1719	1533.04	37	0.27077
AsAa_g8335	2025	1839.04	136.985	0.83567
AsAt_g18995	702	516.178	0	0
AsAa_g7663	243	79.8482	0	0
AsAt_g5625	1233	1047.04	0	0
AsAt_g18297	2724	2538.04	37.0634	0.163832
AsAt_g13156	273	102.477	7	0.766342
AsAt_g20486	1359	1173.04	4.03046	0.0385473
AsAt_g9930	882	696.037	4	0.0644732
AsAa_g21575	2586	2400.04	15	0.0701172
AsAa_g9459	1518	1332.04	573	4.82603
AsAa_g1271	1095	909.037	821	10.1324
AsAt_g13514	3243	3057.04	12.024	0.0441265
AsAt_g15359	369	187.03	23	1.37965
AsAt_g1536	984	798.037	4.26075	0.0598983
AsAa_g4190	3435	3249.04	811	2.80038
AsAt_g22124	873	687.037	0	0
AsAa_g11160	3018	2832.04	419	1.65984
AsAt_g8237	5112	4926.04	9.42026	0.0214544
AsAa_g20908	849	663.064	79	1.33667
AsAa_g412	1092	906.037	224.919	2.78504
AsAa_g3578	4878	4692.04	1712.75	4.09528
AsAt_g12791	1164	978.037	0	0
AsAa_g23107	1680	1494.04	278	2.08754
AsAt_g12599	321	143.088	0	0
AsAt_g8510	828	642.064	89.7763	1.56868
AsAa_g838	219	63.5697	0	0
AsAt_g17604	1485	1299.04	3.01794	0.026064
AsAa_g6186	1518	1332.04	0	0
AsAa_g4282	1635	1449.04	114	0.882626
AsAa_g4881	1689	1503.04	766.902	5.72429
AsAa_g8068	795	609.089	0	0
AsAt_g9552	876	690.037	12	0.195101
AsAa_g10210	1212	1026.04	6	0.0656054
AsAa_g18689	747	561.124	260.878	5.2159
AsAt_g5200	879	693.037	1	0.0161881
AsAt_g12634	6168	5982.04	2.09297	0.00392524
AsAt_g5069	807	621.076	0	0
AsAt_g3904	1167	981.037	47.7485	0.546042
