target_id	length	eff_length	Asue_3	Asue_3_tpm
AsAa_g20616	1728	1541.41	0	0
AsAt_g21009	1146	959.409	105	0.981228
AsAt_g11880	312	134.845	4565.46	303.553
AsAa_g3195	435	249.997	11	0.394495
AsAt_g10906	480	294.177	10	0.304772
AsAt_g18345	798	611.446	18573.1	272.339
AsAt_g6609	2364	2177.41	1441.15	5.93408
AsAt_g14039	1572	1385.41	102	0.660095
AsAa_g23141	1077	890.409	0	0
AsAa_g5126	1350	1163.41	22.8103	0.175785
AsAt_g3187	660	473.468	52.6047	0.996135
AsAa_g20743	915	728.409	2	0.0246172
AsAt_g11001	465	279.453	0	0
AsAt_g4992	3612	3425.41	49.879	0.130554
AsAa_g11028	2586	2399.41	1010.02	3.77408
AsAt_g11504	486	300.147	260	7.76646
AsAa_g8049	1014	827.409	89	0.964393
AsAa_g16394	1893	1706.41	0	0
AsAa_g23326	300	124.422	0	0
AsAt_g15254	942	755.409	6	0.071212
AsAa_g18351	864	677.409	6	0.0794117
AsAa_g11062	2184	1997.41	4128.98	18.5336
AsAa_g127	1275	1088.41	60.1276	0.495297
AsAa_g6731	1275	1088.41	23.7951	0.196011
AsAt_g1069	660	473.468	0	0
AsAa_g12182	2025	1838.41	134.412	0.655512
AsAt_g10655	705	518.458	112.607	1.94732
AsAa_g16363	693	506.458	86	1.52244
AsAt_g20679	726	539.458	198.851	3.30487
AsAa_g10454	573	386.605	78	1.80888
AsAa_g8264	618	431.541	0	0
AsAa_g22179	3636	3449.41	64.1074	0.166628
AsAa_g16662	1950	1763.41	533.592	2.71294
AsAa_g13226	2199	2012.41	13.5193	0.0602313
AsAa_g8806	318	140.151	0	0
AsAa_g1451	516	329.889	0	0
AsAt_g13717	882	695.409	1254.04	16.168
AsAa_g13605	1275	1088.41	34	0.280073
AsAt_g12005	414	229.601	0	0
AsAa_g21890	879	692.409	536	6.94043
AsAt_g972	873	686.409	2161.93	28.2386
AsAa_g14435	753	566.458	0	0
AsAt_g8577	675	488.468	1	0.0183547
AsAt_g20981	1284	1097.41	78.6393	0.642474
AsAa_g8019	3267	3080.41	737.846	2.14754
AsAa_g3580	441	255.84	0	0
AsAt_g5553	276	104.476	25	2.1454
AsAa_g23290	1191	1004.41	0	0
AsAa_g18000	1491	1304.41	129	0.886666
AsAa_g19344	3567	3380.41	1328.59	3.52376
AsAa_g13255	1020	833.409	977.027	10.5107
AsAt_g3092	1755	1568.41	174.436	0.997151
AsAt_g4830	999	812.409	0	0
AsAt_g7561	1023	836.409	265	2.84061
AsAt_g8953	1839	1652.41	3	0.0162775
AsAa_g7558	2187	2000.41	15	0.067229
AsAa_g20927	843	656.409	7	0.095611
AsAa_g22678	1380	1193.41	0	0
AsAt_g12804	960	773.409	3.68513	0.0427197
AsAt_g1780	3663	3476.41	327.332	0.844192
AsAa_g2069	3099	2912.41	29	0.089275
AsAt_g9353	1086	899.409	375.552	3.74367
AsAt_g18258	1302	1115.41	669.589	5.38218
AsAa_g806	1611	1424.41	4176.06	26.2855
AsAa_g10877	1515	1328.41	299.946	2.02439
AsAt_g7385	1125	938.409	281.366	2.68821
AsAa_g14738	1557	1370.41	1	0.00654235
AsAt_g11489	1059	872.409	0	0
AsAa_g12175	1203	1016.41	1	0.00882096
AsAa_g20820	1464	1277.41	224.988	1.57911
AsAa_g21003	3135	2948.41	98	0.298004
AsAt_g18806	1119	932.409	273.699	2.63179
AsAa_g5078	789	602.446	111.161	1.65432
AsAa_g10400	486	300.147	1779	53.1405
AsAa_g10831	213	59.9855	0	0
AsAa_g9043	1356	1169.41	0	0
AsAa_g14684	1554	1367.41	0	0
AsAa_g6391	660	473.468	123.552	2.3396
AsAa_g1711	570	383.605	297	6.94154
AsAt_g3069	1455	1268.41	660.082	4.66576
AsAt_g14398	369	186.65	564.324	27.1071
AsAt_g1277	2541	2354.41	962.177	3.66401
AsAt_g9238	2418	2231.41	98	0.39376
AsAt_g13186	378	195.085	0	0
AsAt_g14087	1068	881.409	27	0.274644
AsAt_g21406	612	425.541	0	0
AsAt_g9227	252	86.4522	205	21.2599
AsAt_g8272	501	315.018	245.458	6.98595
AsAa_g13553	2571	2384.41	42.7458	0.16073
AsAa_g1510	1917	1730.41	0	0
AsAt_g15508	867	680.409	0	0
AsAt_g15125	1821	1634.41	383.114	2.1016
AsAt_g12089	663	476.468	62	1.16665
AsAa_g10821	1386	1199.41	240.648	1.79887
AsAt_g2828	1038	851.409	74	0.779252
AsAt_g73	1899	1712.41	198.676	1.04021
AsAa_g22968	1344	1157.41	498.137	3.85874
AsAa_g6198	774	587.446	0	0
AsAa_g13139	954	767.409	0	0
AsAa_g11705	1968	1781.41	579.979	2.91899
AsAt_g10482	3258	3071.41	319.258	0.931942
AsAa_g12163	501	315.018	0	0
AsAa_g5414	624	437.532	0	0
AsAt_g15171	387	203.594	1	0.0440372
AsAa_g330	378	195.085	2	0.0919158
AsAa_g17250	1671	1484.41	1496.12	9.03644
AsAa_g13809	4614	4427.41	883.738	1.78961
AsAa_g5795	1587	1400.41	31	0.198468
AsAt_g14350	822	635.409	204.915	2.89138
AsAt_g3994	765	578.458	117.488	1.82099
AsAt_g9329	999	812.409	196	2.16305
AsAa_g6879	465	279.453	32	1.02666
AsAa_g13782	630	443.532	118	2.38529
AsAa_g7077	897	710.409	0	0
AsAa_g17839	1554	1367.41	17336.5	113.671
AsAt_g11571	1572	1385.41	0	0
AsAa_g1547	231	71.5222	18	2.2564
AsAa_g14747	759	572.458	369.351	5.78469
AsAa_g1586	6126	5939.41	1003.75	1.51518
AsAt_g5956	390	206.486	1	0.0434203
AsAt_g3999	324	145.463	0	0
AsAt_g7148	2190	2003.41	299.651	1.341
AsAa_g6156	1167	980.409	1	0.00914486
AsAt_g17097	2517	2330.41	538.895	2.07327
AsAa_g19471	1374	1187.41	606.531	4.5797
AsAt_g12514	2130	1943.41	1460.28	6.73682
AsAt_g2731	978	791.409	384	4.35025
AsAa_g14820	2124	1937.41	21	0.0971812
AsAt_g4071	2808	2621.41	290.127	0.992288
AsAt_g16215	387	203.594	107	4.71198
AsAt_g14860	1617	1430.41	1538.19	9.64125
AsAa_g7001	864	677.409	0	0
AsAt_g3120	339	159.042	41	2.31131
AsAa_g10828	1167	980.409	230.326	2.1063
AsAa_g7986	687	500.458	47.013	0.842237
AsAa_g7608	2640	2453.41	142.445	0.520547
AsAa_g12291	408	223.784	2	0.0801282
AsAt_g16502	1395	1208.41	0	0
AsAt_g18325	1368	1181.41	54.5294	0.413823
AsAt_g4082	1026	839.409	0	0
AsAt_g7344	1170	983.409	7	0.0638187
AsAt_g5649	423	238.356	0	0
AsAa_g4211	1158	971.409	83.697	0.772488
AsAt_g16440	228	69.5367	4	0.515739
AsAa_g12374	582	395.582	0	0
AsAt_g20151	1524	1337.41	0	0
AsAa_g3597	1170	983.409	14	0.127637
AsAa_g5379	438	252.922	0	0
AsAa_g21858	1908	1721.41	255.815	1.33238
AsAa_g17156	513	326.902	70	1.91983
AsAa_g10	1314	1127.41	127.48	1.01378
AsAt_g7110	783	596.446	12.8157	0.192644
AsAa_g23219	1299	1112.41	4	0.0322389
AsAa_g7582	411	226.725	9533.88	377.011
AsAa_g16673	942	755.409	113.83	1.35101
AsAt_g15951	1569	1382.41	440	2.85365
AsAa_g4065	1110	923.409	2048.56	19.8902
AsAa_g21535	396	212.153	12	0.507127
AsAa_g17603	2127	1940.41	23	0.106272
AsAa_g21346	1593	1406.41	0	0
AsAa_g20802	531	344.775	248	6.44911
AsAt_g6550	2727	2540.41	3	0.0105877
AsAt_g8112	264	95.1424	0	0
AsAa_g10374	1191	1004.41	5	0.0446317
AsAa_g22636	726	539.458	10.5911	0.176022
AsAa_g13231	657	470.486	3	0.0571687
AsAt_g15066	273	102.113	31.2327	2.74229
AsAa_g116	717	530.458	120.811	2.04192
AsAa_g17248	1449	1262.41	728.737	5.17553
AsAt_g3551	501	315.018	47.5815	1.35421
AsAa_g4610	3654	3467.41	30.121	0.0778839
AsAa_g18429	1086	899.409	12	0.119621
AsAa_g7836	924	737.409	0	0
AsAt_g9028	174	37.8959	6	1.41953
AsAa_g3027	1722	1535.41	89	0.519697
AsAa_g137	1482	1295.41	337.06	2.33284
AsAa_g1664	711	524.458	62	1.0599
AsAt_g11945	564	377.605	1100.86	26.1383
AsAa_g17771	1374	1187.41	0	0
AsAa_g17932	1473	1286.41	347.545	2.42223
AsAa_g12283	207	56.0998	9.00497	1.43915
AsAt_g12088	669	482.468	31	0.576073
AsAt_g1485	891	704.409	117.532	1.49594
AsAa_g929	954	767.409	8293.19	96.89
AsAa_g19789	801	614.434	1.08808	0.015877
AsAa_g16057	1491	1304.41	0	0
AsAt_g19351	2169	1982.41	606.001	2.74072
AsAa_g9124	2130	1943.41	453.025	2.08998
AsAa_g9211	894	707.409	11	0.139414
AsAt_g16940	1596	1409.41	90.7457	0.577262
AsAa_g22207	402	218.001	8	0.329015
AsAa_g909	1227	1040.41	228	1.96478
AsAt_g22056	1545	1358.41	183.445	1.21076
AsAt_g16560	1515	1328.41	206	1.39034
AsAa_g4090	1002	815.409	585.586	6.43872
AsAt_g8388	1050	863.409	0	0
AsAt_g2387	2532	2345.41	725.8	2.77448
AsAt_g10933	966	779.409	0	0
AsAa_g17418	4506	4319.41	1286.57	2.6705
AsAt_g2901	1086	899.409	0	0
AsAt_g16717	3990	3803.41	3	0.00707184
AsAt_g2424	1137	950.409	104.285	0.983772
AsAt_g10096	909	722.409	365.45	4.53554
AsAa_g12998	1092	905.409	568.97	5.63415
AsAt_g3190	510	323.935	0	0
AsAt_g8823	966	779.409	213.314	2.4538
AsAt_g6432	1215	1028.41	0	0
AsAa_g10427	777	590.446	1	0.0151846
AsAa_g14516	1221	1034.41	11	0.0953421
AsAa_g3561	873	686.409	66.0211	0.86235
AsAt_g15816	1290	1103.41	163.215	1.3262
AsAa_g10684	1584	1397.41	498.844	3.20056
AsAt_g12875	630	443.532	105	2.1225
AsAt_g13285	2130	1943.41	694.282	3.20299
AsAt_g4028	363	180.976	0	0
AsAt_g7478	2994	2807.41	0	0
AsAt_g6588	1581	1394.41	147	0.945173
AsAa_g226	579	392.59	249.956	5.70832
AsAa_g1059	654	467.486	82.3648	1.57964
AsAt_g16829	465	279.453	0	0
AsAt_g11270	816	629.409	32.0606	0.456691
AsAt_g4715	1893	1706.41	315	1.65505
AsAa_g11490	1650	1463.41	20	0.122532
AsAa_g18280	1254	1067.41	22	0.184789
AsAt_g14534	858	671.409	366.178	4.88978
AsAt_g222	1410	1223.41	13	0.0952699
AsAa_g16426	1461	1274.41	6	0.0422111
AsAa_g20094	2397	2210.41	156.725	0.635696
AsAa_g7474	1467	1280.41	328.401	2.29954
AsAt_g17829	576	389.605	0	0
AsAa_g19884	891	704.409	6	0.0763679
AsAt_g11218	408	223.784	594.937	23.8356
AsAt_g10099	2139	1952.41	102.509	0.470736
AsAt_g16052	723	536.458	162.358	2.71345
AsAt_g19052	645	458.505	32	0.625734
AsAa_g10024	393	209.331	173.794	7.44362
AsAt_g20529	2472	2285.41	369.213	1.44843
AsAt_g4938	1476	1289.41	228.991	1.59225
AsAt_g18682	747	560.458	232	3.71133
AsAa_g922	1110	923.409	4	0.0388374
AsAt_g3152	1368	1181.41	90.1798	0.684374
AsAa_g11503	2268	2081.41	54	0.232606
AsAa_g15816	780	593.446	268.705	4.05956
AsAt_g18304	342	161.81	825.839	45.7586
AsAa_g20985	1317	1130.41	956.616	7.58728
AsAt_g20297	1995	1808.41	2	0.00991557
AsAa_g10857	246	81.922	0	0
AsAa_g4986	588	401.574	0	0
AsAa_g10669	918	731.409	0	0
AsAt_g5334	1626	1439.41	236.201	1.47123
AsAa_g9106	1026	839.409	159	1.69827
AsAa_g10805	1137	950.409	0	0
AsAt_g20716	1092	905.409	122.962	1.21762
AsAt_g17196	687	500.458	177.173	3.17405
AsAt_g15234	444	258.747	77.7699	2.69476
AsAa_g13240	510	323.935	372.811	10.3185
AsAa_g23352	5112	4925.41	1700	3.0945
AsAt_g7685	255	88.6064	28	2.8332
AsAa_g6088	636	449.523	837.624	16.7063
AsAt_g15478	897	710.409	141	1.77949
AsAa_g22055	1452	1265.41	0	0
AsAa_g16555	1161	974.409	0	0
AsAt_g17673	2889	2702.41	52.2779	0.173441
AsAa_g9134	903	716.409	180.856	2.26338
AsAa_g14791	1134	947.409	0	0
AsAa_g2738	750	563.458	0	0
AsAt_g12947	1164	977.409	154.135	1.41387
AsAt_g9642	798	611.446	1604.6	23.5283
AsAt_g11042	1158	971.409	0	0
AsAt_g4389	849	662.409	1	0.013535
AsAt_g13385	609	422.549	0	0
AsAa_g7906	2148	1961.41	1	0.00457105
AsAa_g4108	879	692.409	0	0
AsAa_g17264	681	494.468	1	0.018132
AsAt_g2644	423	238.356	225.191	8.47051
AsAt_g11333	2745	2558.41	565.354	1.98123
AsAa_g16	711	524.458	0	0
AsAt_g10514	1317	1130.41	85	0.674167
AsAa_g21199	1608	1421.41	115	0.725376
AsAt_g6546	1722	1535.41	0	0
AsAt_g16615	621	434.532	0	0
AsAa_g8014	429	244.215	56.7071	2.08185
AsAt_g20288	927	740.409	1840.28	22.2842
AsAt_g18197	948	761.409	878.184	10.3407
AsAt_g16642	1929	1742.41	0	0
AsAt_g14689	771	584.446	0	0
AsAa_g19458	1755	1568.41	0	0
AsAa_g3146	2307	2120.41	1136.66	4.80613
AsAt_g22076	852	665.409	6	0.0808438
AsAt_g12594	1704	1517.41	273	1.61304
AsAt_g21676	642	455.514	0	0
AsAt_g1476	999	812.409	56	0.618013
AsAa_g16765	1575	1388.41	67.3962	0.435213
AsAa_g16425	1995	1808.41	3	0.0148733
AsAa_g910	132	18.8344	503	239.442
AsAt_g8688	1239	1052.41	29.8803	0.254557
AsAt_g4814	1020	833.409	162	1.74277
AsAt_g21435	1209	1022.41	152.574	1.33795
AsAa_g4309	501	315.018	15	0.426913
AsAa_g8614	1086	899.409	355	3.53879
AsAt_g1221	996	809.409	123.351	1.36634
AsAt_g4644	483	297.159	186.418	5.62448
AsAa_g944	459	273.503	0	0
AsAt_g17602	1032	845.409	57	0.604494
AsAt_g3823	1008	821.409	2645.11	28.8715
AsAa_g12218	1248	1061.41	69	0.582842
AsAa_g17824	720	533.458	61.3036	1.03031
AsAt_g17478	1632	1445.41	398.18	2.46986
AsAt_g6595	1170	983.409	27.1114	0.247173
AsAa_g12215	1380	1193.41	165.61	1.24417
AsAa_g3674	984	797.409	43.4971	0.489062
AsAa_g5612	1755	1568.41	179	1.02324
AsAa_g17173	897	710.409	277	3.49587
AsAt_g7250	1656	1469.41	5	0.0305078
AsAa_g13537	2217	2030.41	87.949	0.388358
AsAt_g14343	1824	1637.41	0	0
AsAt_g13302	1140	953.409	110.296	1.03721
AsAt_g18954	738	551.458	421	6.84469
AsAt_g863	333	153.564	39.2459	2.29133
AsAa_g8657	690	503.458	55	0.979454
AsAt_g15221	300	124.422	14	1.00882
AsAa_g6623	1344	1157.41	0	0
AsAt_g20278	990	803.409	228	2.54438
AsAt_g15045	915	728.409	63	0.775442
AsAa_g1166	798	611.446	3.5	0.0513209
AsAa_g7069	1686	1499.41	400.477	2.39465
AsAa_g17265	882	695.409	22	0.283639
AsAt_g14568	348	167.226	28	1.5012
AsAt_g19444	1023	836.409	181.217	1.94251
AsAt_g924	555	368.613	0	0
AsAa_g3129	1383	1196.41	171	1.28145
AsAa_g16660	1017	830.409	578.224	6.24293
AsAt_g15323	1344	1157.41	170.338	1.3195
AsAt_g9018	870	683.409	96.1991	1.26204
AsAt_g15950	795	608.446	0	0
AsAt_g17269	1011	824.409	0	0
AsAa_g2543	444	258.747	0	0
AsAa_g20383	501	315.018	10	0.284609
AsAt_g1123	1164	977.409	0	0
AsAt_g7449	687	500.458	54	0.96741
AsAt_g15230	864	677.409	1022.55	13.5338
AsAa_g2445	1185	998.409	9	0.0808199
AsAa_g4072	1032	845.409	148.638	1.57633
AsAt_g12519	2547	2360.41	304.796	1.15773
AsAa_g16443	945	758.409	18	0.212791
AsAa_g9627	969	782.409	1103.03	12.6398
AsAt_g16637	1095	908.409	314	3.09908
AsAt_g10545	837	650.409	9	0.124062
AsAt_g17576	336	156.344	0	0
AsAa_g7137	648	461.496	13	0.252557
AsAt_g659	687	500.458	3	0.053745
AsAa_g12737	342	161.81	46	2.5488
AsAt_g2928	786	599.446	324.603	4.85497
AsAa_g17941	555	368.613	660.884	16.0746
AsAt_g18216	2268	2081.41	140.307	0.604376
AsAa_g14089_AsAa_g14092	1191	1004.41	0	0
AsAa_g19822	1425	1238.41	104.916	0.759562
AsAa_g20397	237	75.5955	0	0
AsAa_g19416	804	617.434	0	0
AsAa_g15570	213	59.9855	0	0
AsAt_g379	2373	2186.41	522.883	2.14416
AsAa_g2782	1491	1304.41	18	0.123721
AsAa_g16777	477	291.247	0	0
AsAa_g19013	2079	1892.41	167.751	0.794755
AsAa_g22745	1638	1451.41	96	0.593015
AsAa_g2914	498	312.049	0	0
AsAt_g11226	3759	3572.41	2189.19	5.49423
AsAa_g16805	549	362.635	0	0
AsAt_g7477	1170	983.409	2543.15	23.1858
AsAa_g5541	2268	2081.41	0	0
AsAt_g21913	2127	1940.41	0	0
AsAt_g17781	1371	1184.41	102.975	0.779495
AsAa_g1961	687	500.458	3	0.053745
AsAa_g10070	474	288.288	0	0
AsAa_g11679	579	392.59	10.2809	0.234788
AsAa_g15151	1695	1508.41	70.6024	0.419648
AsAt_g6470	1188	1001.41	116	1.03856
AsAa_g4344	714	527.458	2	0.0339959
AsAt_g19163	1989	1802.41	0	0
AsAt_g6399	369	186.65	493	23.6811
AsAt_g12438	1428	1241.41	37	0.267221
AsAa_g3845	897	710.409	49	0.618403
AsAa_g14703	1908	1721.41	309.302	1.61095
AsAt_g18422	6627	6440.41	2607.59	3.63003
AsAt_g8130	1707	1520.41	472.607	2.78691
AsAt_g7648	3009	2822.41	2022.65	6.42516
AsAt_g13627	1086	899.409	777.126	7.74673
AsAt_g12137	1260	1073.41	85.6392	0.715305
AsAt_g11917	228	69.5367	6.5	0.838076
AsAa_g20603	2025	1838.41	12	0.0585226
AsAt_g6701	918	731.409	1	0.0122581
AsAa_g10923	222	65.6577	1	0.136552
AsAa_g21751	1161	974.409	606.842	5.58366
AsAt_g12152	1422	1235.41	135.493	0.983308
AsAt_g18389	204	54.1777	2	0.330974
AsAa_g8178	987	800.409	70	0.784098
AsAa_g19334	3834	3647.41	7.31424	0.0179791
AsAa_g2719	1395	1208.41	277	2.05518
AsAa_g22952	750	563.458	381.401	6.06882
AsAt_g15499	675	488.468	3141.01	57.6524
AsAa_g21757	480	294.177	14	0.426681
AsAt_g4713	1356	1169.41	332.437	2.54875
AsAt_g21754	624	437.532	6	0.122949
AsAa_g17281	1749	1562.41	537.073	3.08193
AsAa_g1624	684	497.458	212.968	3.83833
AsAt_g357	2121	1934.41	150.489	0.697496
AsAt_g21276	306	129.654	1388.34	96.0053
AsAt_g22092	996	809.409	38.48	0.426237
AsAt_g5416	1083	896.409	321.001	3.21058
AsAa_g15847	1269	1082.41	1878.3	15.5581
AsAa_g12869	792	605.446	0	0
AsAa_g10194	1551	1364.41	1411.93	9.27798
AsAa_g2047	3039	2852.41	638.491	2.00691
AsAt_g14937	2421	2234.41	21	0.0842637
AsAt_g21097	1134	947.409	219.504	2.07725
AsAa_g6357	480	294.177	80.7692	2.46162
AsAt_g10449	705	518.458	34	0.587963
AsAt_g8793	477	291.247	27	0.831162
AsAa_g18023	711	524.458	38.9503	0.665863
AsAa_g10977	1296	1109.41	282	2.27899
AsAt_g17195	1122	935.409	84	0.805123
AsAa_g20016	537	350.692	87.2564	2.23078
AsAa_g1149	2172	1985.41	142	0.641243
AsAt_g18899	600	413.566	70.2474	1.52289
AsAt_g6513	306	129.654	2	0.138302
AsAt_g12362	1203	1016.41	332	2.92856
AsAt_g20014	1929	1742.41	84	0.432228
AsAa_g15448	663	476.468	0	0
AsAa_g1486	1014	827.409	433.449	4.6968
AsAa_g18794	345	164.505	12	0.654011
AsAt_g14683	909	722.409	104	1.29073
AsAa_g1192	2388	2201.41	767.6	3.12621
AsAa_g15644	1068	881.409	325	3.3059
AsAa_g13654	582	395.582	185.455	4.20325
AsAa_g4776	1410	1223.41	296.601	2.17363
AsAt_g4509	933	746.409	7	0.0840825
AsAa_g9318	882	695.409	0	0
AsAt_g20929	1107	920.409	0	0
AsAt_g1319	2313	2126.41	5751.89	24.252
AsAt_g8812	1053	866.409	0	0
AsAt_g11324	1608	1421.41	6.53496	0.04122
AsAt_g534	468	282.419	25	0.793651
AsAt_g2764	2934	2747.41	226	0.737512
AsAa_g2416	771	584.446	105	1.61075
AsAa_g1728	279	106.869	0	0
AsAa_g14649	1056	869.409	267.273	2.75623
AsAa_g1656	2109	1922.41	447.99	2.08933
AsAa_g8202	1734	1547.41	330.409	1.91439
AsAt_g18727	2871	2684.41	318.27	1.06299
AsAa_g21587	303	127.028	669	47.2184
AsAa_g11860	2646	2459.41	138.297	0.504156
AsAt_g17660	612	425.541	105	2.21224
AsAt_g3147	1653	1466.41	281.282	1.71978
AsAa_g9171	1278	1091.41	131.489	1.08016
AsAt_g4672	501	315.018	285.372	8.12194
AsAa_g16097	666	479.468	975.238	18.2363
AsAt_g3024	1617	1430.41	76	0.476362
AsAa_g17556	1458	1271.41	1	0.00705178
AsAt_g13212	1410	1223.41	308	2.25716
AsAa_g11272	1239	1052.41	0	0
AsAt_g6599	819	632.409	226	3.20402
AsAt_g15311	1599	1412.41	1	0.00634781
AsAt_g266	534	347.741	0	0
AsAa_g4371	414	229.601	7	0.273343
AsAt_g18662	900	713.409	3	0.0377022
AsAa_g17213	1710	1523.41	1502.63	8.84342
AsAa_g12974	762	575.458	3	0.0467404
AsAa_g11262	1743	1556.41	0	0
AsAa_g5815	1719	1532.41	6	0.0351043
AsAa_g8335	2025	1838.41	151.624	0.739452
AsAt_g18995	702	515.458	92	1.60022
AsAa_g7663	243	79.7536	0	0
AsAt_g5625	1233	1046.41	1	0.00856807
AsAt_g18297	2724	2537.41	232.322	0.820888
AsAt_g13156	273	102.113	4	0.351207
AsAt_g20486	1359	1172.41	110.825	0.847506
AsAt_g9930	882	695.409	9	0.116034
AsAa_g21575	2586	2399.41	52	0.194305
AsAa_g9459	1518	1331.41	122	0.821547
AsAa_g1271	1095	908.409	364.535	3.59784
AsAt_g13514	3243	3056.41	427.253	1.25331
AsAt_g15359	369	186.65	387	18.5894
AsAt_g1536	984	797.409	1023.7	11.51
AsAa_g4190	3435	3248.41	422.371	1.16575
AsAt_g22124	873	686.409	1	0.0130617
AsAa_g11160	3018	2831.41	70	0.221656
AsAt_g8237	5112	4925.41	738.094	1.34355
AsAa_g20908	849	662.409	15	0.203025
AsAa_g412	1092	905.409	130	1.28731
AsAa_g3578	4878	4691.41	1036.99	1.98178
AsAt_g12791	1164	977.409	2	0.0183459
AsAa_g23107	1680	1493.41	297	1.78304
AsAt_g12599	321	142.844	6.69365	0.420131
AsAt_g8510	828	641.409	170.534	2.38374
AsAa_g838	219	63.6627	0	0
