target_id	length	eff_length	Atha_2	Atha_2_tpm
AsAa_g21003	3135	2948.81	0	0
AsAt_g18806	1119	932.809	90	1.21646
AsAa_g5078	789	602.964	0	0
AsAa_g10400	486	300.611	95	3.98442
AsAa_g10831	213	56.5103	0	0
AsAa_g9043	1356	1169.81	0	0
AsAa_g14684	1554	1367.81	0	0
AsAa_g6391	660	474.054	0	0
AsAa_g1711	570	384.19	0	0
AsAt_g3069	1455	1268.81	603.99	6.00178
AsAt_g14398	369	186.705	1134	76.5781
AsAt_g1277	2541	2354.81	896.979	4.80256
AsAt_g9238	2418	2231.81	57	0.322006
AsAt_g13186	378	195.242	1	0.0645764
AsAt_g14087	1068	881.809	0	0
AsAt_g21406	612	426.088	3	0.0887704
AsAt_g9227	252	83.4699	115	17.3706
AsAt_g8272	501	315.481	340	13.5879
AsAa_g13553	2571	2384.81	0	0
AsAa_g1510	1917	1730.81	0	0
AsAt_g15508	867	680.867	0	0
AsAt_g15125	1821	1634.81	271	2.09001
AsAt_g12089	663	477.042	468	12.369
AsAa_g10821	1386	1199.81	0	0
AsAt_g2828	1038	851.809	75	1.11011
AsAt_g73	1899	1712.81	358	2.63524
AsAa_g22968	1344	1157.81	0	0
AsAa_g6198	774	587.964	0	0
AsAa_g13139	954	767.848	0	0
AsAa_g11705	1968	1781.81	0	0
AsAt_g10482	3258	3071.81	281	1.15334
AsAa_g12163	501	315.481	0	0
AsAa_g5414	624	438.077	0	0
AsAt_g15171	387	203.863	6.22116	0.384751
AsAa_g330	378	195.242	0	0
AsAa_g17250	1671	1484.81	4.08819	0.0347142
AsAa_g13809	4614	4427.81	0	0
AsAa_g5795	1587	1400.81	0	0
AsAt_g14350	822	635.949	520	10.3093
AsAt_g3994	765	578.978	117.929	2.56805
AsAt_g9329	999	812.809	230	3.56768
AsAa_g6879	465	279.823	1.03589	0.0466741
AsAa_g13782	630	444.077	0	0
AsAa_g7077	897	710.867	0	0
AsAa_g17839	1554	1367.81	69.2746	0.63855
AsAt_g11571	1572	1385.81	1	0.00909794
AsAa_g1547	231	68.2223	0	0
AsAa_g14747	759	572.978	0	0
AsAa_g1586	6126	5939.81	0	0
AsAt_g5956	390	206.702	3	0.182988
AsAt_g3999	324	144.781	0	0
AsAt_g7148	2190	2003.81	384	2.41614
AsAa_g6156	1167	980.809	0	0
AsAt_g17097	2517	2330.81	390	2.10962
AsAa_g19471	1374	1187.81	0	0
AsAt_g12514	2130	1943.81	584	3.78796
AsAt_g2731	978	791.809	576	9.17167
AsAa_g14820	2124	1937.81	0	0
AsAt_g4071	2808	2621.81	554	2.66413
AsAt_g16215	387	203.863	282	17.4405
AsAt_g14860	1617	1430.81	1800.96	15.8697
AsAa_g7001	864	677.867	0	0
AsAt_g3120	339	158.657	44	3.49656
AsAa_g10828	1167	980.809	1.01056	0.0129905
AsAa_g7986	687	501.03	0	0
AsAa_g7608	2640	2453.81	0	0
AsAa_g12291	408	224.166	0	0
AsAt_g16502	1395	1208.81	0	0
AsAt_g18325	1368	1181.81	70	0.746788
AsAt_g4082	1026	839.809	10	0.150129
AsAt_g7344	1170	983.809	0	0
AsAt_g5649	423	238.708	0	0
AsAa_g4211	1158	971.809	5	0.0648688
AsAt_g16440	228	66.1381	0	0
AsAa_g12374	582	396.161	0	0
AsAt_g20151	1524	1337.81	0	0
AsAa_g3597	1170	983.809	0	0
AsAa_g5379	438	253.344	0	0
AsAa_g21858	1908	1721.81	1.0219	0.00748291
AsAa_g17156	513	327.384	0	0
AsAa_g10	1314	1127.81	0	0
AsAt_g7110	783	596.964	30	0.633606
AsAa_g23219	1299	1112.81	0	0
AsAa_g7582	411	227.075	138	7.66223
AsAa_g16673	942	755.867	2.31111	0.0385498
AsAt_g15951	1569	1382.81	499	4.54972
AsAa_g4065	1110	923.809	0	0
AsAa_g21535	396	212.507	0	0
AsAa_g17603	2127	1940.81	0	0
AsAa_g21346	1593	1406.81	0	0
AsAa_g20802	531	345.299	0	0
AsAt_g6550	2727	2540.81	7	0.0347354
AsAt_g8112	264	92.8146	0	0
AsAa_g10374	1191	1004.81	0	0
AsAa_g22636	726	539.978	0	0
AsAa_g13231	657	471.066	1	0.0267649
AsAt_g15066	273	100.001	13.6815	1.72496
AsAa_g116	717	530.978	1.01484	0.0240972
AsAa_g17248	1449	1262.81	5	0.0499205
AsAt_g3551	501	315.481	47	1.87833
AsAa_g4610	3654	3467.81	0	0
AsAa_g18429	1086	899.809	0	0
AsAa_g7836	924	737.867	0	0
AsAt_g9028	174	35.6072	7	2.4786
AsAa_g3027	1722	1535.81	0	0
AsAa_g137	1482	1295.81	0	0
AsAa_g1664	711	525.005	0	0
AsAt_g11945	564	378.209	769	25.6354
AsAa_g17771	1374	1187.81	0	0
AsAa_g17932	1473	1286.81	2.01627	0.0197552
AsAa_g12283	207	52.6051	0	0
AsAt_g12088	669	483.03	27	0.704751
AsAt_g1485	891	704.867	128	2.28955
AsAa_g929	954	767.848	139.584	2.29196
AsAa_g19789	801	614.949	0	0
AsAa_g16057	1491	1304.81	0	0
AsAt_g19351	2169	1982.81	924.994	5.88172
AsAa_g9124	2130	1943.81	0	0
AsAa_g9211	894	707.867	0	0
AsAt_g16940	1596	1409.81	94	0.840648
AsAa_g22207	402	218.317	0	0
AsAa_g909	1227	1040.81	0	0
AsAt_g22056	1545	1358.81	396	3.67437
AsAt_g16560	1515	1328.81	136	1.2904
AsAa_g4090	1002	815.809	0	0
AsAt_g8388	1050	863.809	0	0
AsAt_g2387	2532	2345.81	770.569	4.14157
AsAt_g10933	966	779.828	0	0
AsAa_g17418	4506	4319.81	3.00397	0.00876754
AsAt_g2901	1086	899.809	0	0
AsAt_g16717	3990	3803.81	1	0.00331457
AsAt_g2424	1137	950.809	164	2.17469
AsAt_g10096	909	722.867	362	6.31388
AsAa_g12998	1092	905.809	493.104	6.86354
AsAt_g3190	510	324.392	0	0
AsAt_g8823	966	779.828	527	8.52036
AsAt_g6432	1215	1028.81	0	0
AsAa_g10427	777	590.964	0	0
AsAa_g14516	1221	1034.81	0	0
AsAa_g3561	873	686.867	0	0
AsAt_g15816	1290	1103.81	229	2.6157
AsAa_g10684	1584	1397.81	0	0
AsAt_g12875	630	444.077	46	1.30601
AsAt_g13285	2130	1943.81	921.478	5.97692
AsAt_g4028	363	181.026	0	0
AsAt_g7478	2994	2807.81	0	0
AsAt_g6588	1581	1394.81	243	2.19653
AsAa_g226	579	393.171	7.29696	0.233995
AsAa_g1059	654	468.066	0	0
AsAt_g16829	465	279.823	0	0
AsAt_g11270	816	629.949	2.01088	0.0402465
AsAt_g4715	1893	1706.81	325	2.40074
AsAa_g11490	1650	1463.81	0	0
AsAa_g18280	1254	1067.81	0	0
AsAt_g14534	858	671.867	761	14.2806
AsAt_g222	1410	1223.81	42.069	0.433406
AsAa_g16426	1461	1274.81	0	0
AsAa_g20094	2397	2210.81	2.03322	0.0115952
AsAa_g7474	1467	1280.81	0	0
AsAt_g17829	576	390.171	0	0
AsAa_g19884	891	704.867	0	0
AsAt_g11218	408	224.166	1229.48	69.1508
AsAt_g10099	2139	1952.81	141.236	0.911867
AsAt_g16052	723	536.978	174.912	4.10684
AsAt_g19052	645	459.077	20	0.549276
AsAa_g10024	393	209.603	0	0
AsAt_g20529	2472	2285.81	537	2.96197
AsAt_g4938	1476	1289.81	190	1.85727
AsAt_g18682	747	560.978	95	2.13513
AsAa_g922	1110	923.809	0	0
AsAt_g3152	1368	1181.81	118	1.25887
AsAa_g11503	2268	2081.81	2.10193	0.0127299
AsAa_g15816	780	593.964	1.03096	0.0218841
AsAt_g18304	342	161.439	1488	116.209
AsAa_g20985	1317	1130.81	94.0077	1.04814
AsAt_g20297	1995	1808.81	241	1.67985
AsAa_g10857	246	78.8428	0	0
AsAa_g4986	588	402.161	0	0
AsAa_g10669	918	731.867	0	0
AsAt_g5334	1626	1439.81	1222	10.7007
AsAa_g9106	1026	839.809	4	0.0600518
AsAa_g10805	1137	950.809	0	0
AsAt_g20716	1092	905.809	314	4.37058
AsAt_g17196	687	501.03	157	3.95077
AsAt_g15234	444	259.216	96	4.66934
AsAa_g13240	510	324.392	1.04392	0.0405734
AsAa_g23352	5112	4925.81	1134	2.90256
AsAt_g7685	255	85.7474	24	3.52888
AsAa_g6088	636	450.077	0	0
AsAt_g15478	897	710.867	170	3.01514
AsAa_g22055	1452	1265.81	0	0
AsAa_g16555	1161	974.809	0	0
AsAt_g17673	2889	2702.81	21	0.0979603
AsAa_g9134	903	716.867	0	0
AsAa_g14791	1134	947.809	0	0
AsAa_g2738	750	563.978	0	0
AsAt_g12947	1164	977.809	199	2.56593
AsAt_g9642	798	611.964	2108	43.4301
AsAt_g11042	1158	971.809	1	0.0129738
AsAt_g4389	849	662.9	0	0
AsAt_g13385	609	423.109	0	0
AsAa_g7906	2148	1961.81	0	0
AsAa_g4108	879	692.867	0	0
AsAa_g17264	681	495.03	0	0
AsAt_g2644	423	238.708	151	7.97549
AsAt_g11333	2745	2558.81	781.176	3.84908
AsAa_g16	711	525.005	0	0
AsAt_g10514	1317	1130.81	100	1.11495
AsAa_g21199	1608	1421.81	0	0
AsAt_g6546	1722	1535.81	0	0
AsAt_g16615	621	435.077	0	0
AsAa_g8014	429	244.532	0	0
AsAt_g20288	927	740.867	2970	50.5431
AsAt_g18197	948	761.867	1168.85	19.3431
AsAt_g16642	1929	1742.81	0	0
AsAt_g14689	771	584.964	0	0
AsAa_g19458	1755	1568.81	0	0
AsAa_g3146	2307	2120.81	22.9507	0.13644
AsAt_g22076	852	665.867	15	0.284021
AsAt_g12594	1704	1517.81	236	1.96038
AsAt_g21676	642	456.077	0	0
AsAt_g1476	999	812.809	87	1.34951
AsAa_g16765	1575	1388.81	9	0.0817046
AsAa_g16425	1995	1808.81	0	0
AsAa_g910	132	18.2979	0	0
AsAt_g8688	1239	1052.81	46	0.550877
AsAt_g4814	1020	833.809	114	1.72379
AsAt_g21435	1209	1022.81	108	1.3313
AsAa_g4309	501	315.481	10	0.399644
AsAa_g8614	1086	899.809	0	0
AsAt_g1221	996	809.809	176	2.74016
AsAt_g4644	483	297.656	431	18.2561
AsAa_g944	459	273.969	0	0
AsAt_g17602	1032	845.809	59	0.87948
AsAt_g3823	1008	821.809	73	1.11995
AsAa_g12218	1248	1061.81	0	0
AsAa_g17824	720	533.978	0	0
AsAt_g17478	1632	1445.81	769.979	6.71451
AsAt_g6595	1170	983.809	82	1.05087
AsAa_g12215	1380	1193.81	1.01569	0.0107268
AsAa_g3674	984	797.809	0	0
AsAa_g5612	1755	1568.81	0	0
AsAa_g17173	897	710.867	0	0
AsAt_g7250	1656	1469.81	40	0.34312
AsAa_g13537	2217	2030.81	0	0
AsAt_g14343	1824	1637.81	16	0.123169
AsAt_g13302	1140	953.809	37	0.489088
AsAt_g18954	738	551.978	244	5.57332
AsAt_g863	333	153.105	67	5.51738
AsAa_g8657	690	504.03	0	0
AsAt_g15221	300	123.182	10	1.02352
AsAa_g6623	1344	1157.81	0	0
AsAt_g20278	990	803.809	131	2.05478
AsAt_g15045	915	728.867	31	0.536241
AsAa_g1166	798	611.964	0.333333	0.00686751
AsAa_g7069	1686	1499.81	0	0
AsAa_g17265	882	695.867	0	0
AsAt_g14568	348	167	23	1.73643
AsAt_g19444	1023	836.809	194	2.92295
AsAt_g924	555	369.219	2	0.0682956
AsAa_g3129	1383	1196.81	0	0
AsAa_g16660	1017	830.809	0	0
AsAt_g15323	1344	1157.81	142	1.54631
AsAt_g9018	870	683.867	158	2.91294
AsAt_g15950	795	608.964	8	0.165632
AsAt_g17269	1011	824.809	2	0.0305719
AsAa_g2543	444	259.216	0	0
AsAa_g20383	501	315.481	2	0.0799289
AsAt_g1123	1164	977.809	5	0.0644707
AsAt_g7449	687	501.03	70	1.76149
AsAt_g15230	864	677.867	6622	123.166
AsAa_g2445	1185	998.809	0	0
AsAa_g4072	1032	845.809	6.17021	0.091976
AsAt_g12519	2547	2360.81	444	2.3712
AsAa_g16443	945	758.867	0	0
AsAa_g9627	969	782.809	0	0
AsAt_g16637	1095	908.809	292	4.05095
AsAt_g10545	837	650.933	19	0.368014
AsAt_g17576	336	155.923	0	0
AsAa_g7137	648	462.066	0	0
AsAt_g659	687	501.03	16	0.402627
AsAa_g12737	342	161.439	0	0
AsAt_g2928	786	599.964	373	7.83845
AsAa_g17941	555	369.219	0	0
AsAt_g18216	2268	2081.81	756.978	4.58447
AsAa_g14089_AsAa_g14092	1191	1004.81	0	0
AsAa_g19822	1425	1238.81	0	0
AsAa_g20397	237	72.3819	0	0
AsAa_g19416	804	617.949	0	0
AsAa_g15570	213	56.5103	0	0
AsAt_g379	2373	2186.81	331	1.90837
AsAa_g2782	1491	1304.81	0	0
AsAa_g16777	477	291.745	0	0
AsAa_g19013	2079	1892.81	1	0.006661
AsAa_g22745	1638	1451.81	0	0
AsAa_g2914	498	312.504	0	0
AsAt_g11226	3759	3572.81	2143.91	7.56559
AsAa_g16805	549	363.255	0	0
AsAt_g7477	1170	983.809	3525	45.1746
AsAa_g5541	2268	2081.81	0	0
AsAt_g21913	2127	1940.81	0	0
AsAt_g17781	1371	1184.81	188	2.00058
AsAa_g1961	687	501.03	0	0
AsAa_g10070	474	288.766	0	0
AsAa_g11679	579	393.171	0	0
AsAa_g15151	1695	1508.81	3.05118	0.0254965
AsAt_g6470	1188	1001.81	1	0.0125852
AsAa_g4344	714	527.978	0	0
AsAt_g19163	1989	1802.81	0	0
AsAt_g6399	369	186.705	243	16.4096
AsAt_g12438	1428	1241.81	106	1.07621
AsAa_g3845	897	710.867	0	0
AsAa_g14703	1908	1721.81	2.00311	0.0146679
AsAt_g18422	6627	6440.81	8232.92	16.1161
AsAt_g8130	1707	1520.81	417	3.45707
AsAt_g7648	3009	2822.81	1395	6.23073
AsAt_g13627	1086	899.809	1357.95	19.0274
AsAt_g12137	1260	1073.81	82	0.962794
AsAt_g11917	228	66.1381	27.2936	5.20301
AsAa_g20603	2025	1838.81	1	0.00685662
AsAt_g6701	918	731.867	0	0
AsAa_g10923	222	62.1846	0	0
AsAa_g21751	1161	974.809	0	0
AsAt_g12152	1422	1235.81	25.8961	0.264198
AsAt_g18389	204	50.7659	0	0
AsAa_g8178	987	800.809	0	0
AsAa_g19334	3834	3647.81	0	0
AsAa_g2719	1395	1208.81	0	0
AsAa_g22952	750	563.978	1.01468	0.0226836
AsAt_g15499	675	489.03	8992	231.829
AsAa_g21757	480	294.708	0	0
AsAt_g4713	1356	1169.81	407	4.38658
AsAt_g21754	624	438.077	7	0.201462
AsAa_g17281	1749	1562.81	0	0
AsAa_g1624	684	498.03	1.02023	0.0258278
AsAt_g357	2121	1934.81	18.0712	0.117759
AsAt_g21276	306	128.559	1223	119.942
AsAt_g22092	996	809.809	11	0.17126
AsAt_g5416	1083	896.809	274	3.8521
AsAa_g15847	1269	1082.81	1.00554	0.0117083
AsAa_g12869	792	605.964	0	0
AsAa_g10194	1551	1364.81	0	0
AsAa_g2047	3039	2852.81	0	0
AsAt_g14937	2421	2234.81	13	0.0733414
AsAt_g21097	1134	947.809	873	11.6129
AsAa_g6357	480	294.708	0	0
AsAt_g10449	705	519.005	29	0.704487
AsAt_g8793	477	291.745	9	0.388943
AsAa_g18023	711	525.005	0	0
AsAa_g10977	1296	1109.81	1	0.0113605
AsAt_g17195	1122	935.809	137	1.84578
AsAa_g20016	537	351.291	0	0
AsAa_g1149	2172	1985.81	0	0
AsAt_g18899	600	414.141	136	4.14035
AsAt_g6513	306	128.559	0	0
AsAt_g12362	1203	1016.81	345	4.27786
AsAt_g20014	1929	1742.81	182	1.31664
AsAa_g15448	663	477.042	0	0
AsAa_g1486	1014	827.809	0	0
AsAa_g18794	345	164.219	0	0
AsAt_g14683	909	722.867	53	0.924408
AsAa_g1192	2388	2201.81	122.79	0.703119
AsAa_g15644	1068	881.809	0	0
AsAa_g13654	582	396.161	0	0
AsAa_g4776	1410	1223.81	0	0
AsAt_g4509	933	746.867	39	0.658367
AsAa_g9318	882	695.867	0	0
AsAt_g20929	1107	920.809	0	0
AsAt_g1319	2313	2126.81	10467	62.0497
AsAt_g8812	1053	866.809	1	0.0145453
AsAt_g11324	1608	1421.81	14	0.124146
AsAt_g534	468	282.802	4	0.17833
AsAt_g2764	2934	2747.81	341	1.56464
AsAa_g2416	771	584.964	0	0
AsAa_g1728	279	104.917	0	0
AsAa_g14649	1056	869.809	21.8823	0.317187
AsAa_g1656	2109	1922.81	0	0
AsAa_g8202	1734	1547.81	0	0
AsAt_g18727	2871	2684.81	278	1.3055
AsAa_g21587	303	125.905	0	0
AsAa_g11860	2646	2459.81	0	0
AsAt_g17660	612	426.088	351	10.3861
AsAt_g3147	1653	1466.81	392	3.36945
AsAa_g9171	1278	1091.81	3.12931	0.0361367
AsAt_g4672	501	315.481	1250	49.9555
AsAa_g16097	666	480.03	0	0
AsAt_g3024	1617	1430.81	89	0.78425
AsAa_g17556	1458	1271.81	0	0
AsAt_g13212	1410	1223.81	702	7.23219
AsAa_g11272	1239	1052.81	0	0
AsAt_g6599	819	632.949	252	5.01971
AsAt_g15311	1599	1412.81	0	0
AsAt_g266	534	348.291	0	0
AsAa_g4371	414	229.972	0	0
AsAt_g18662	900	713.867	6	0.105969
AsAa_g17213	1710	1523.81	0	0
AsAa_g12974	762	575.978	0	0
AsAa_g11262	1743	1556.81	0	0
AsAa_g5815	1719	1532.81	0	0
AsAa_g8335	2025	1838.81	2	0.0137132
AsAt_g18995	702	516.005	299	7.30573
AsAa_g7663	243	76.6114	1	0.164571
AsAt_g5625	1233	1046.81	0	0
AsAt_g18297	2724	2537.81	284.964	1.41572
AsAt_g13156	273	100.001	2	0.252159
AsAt_g20486	1359	1172.81	146	1.56954
AsAt_g9930	882	695.867	16	0.289895
AsAa_g21575	2586	2399.81	0	0
AsAa_g9459	1518	1331.81	0	0
AsAa_g1271	1095	908.809	15.1236	0.209811
AsAt_g13514	3243	3056.81	842	3.47288
AsAt_g15359	369	186.705	555	37.4787
AsAt_g1536	984	797.809	1616.86	25.5517
AsAa_g4190	3435	3248.81	6.17316	0.0239568
AsAt_g22124	873	686.867	3	0.0550675
AsAa_g11160	3018	2831.81	0	0
AsAt_g8237	5112	4925.81	773	1.97856
AsAa_g20908	849	662.9	0	0
AsAa_g412	1092	905.809	0	0
AsAa_g3578	4878	4691.81	3.03705	0.00816126
AsAt_g12791	1164	977.809	9	0.116047
AsAa_g23107	1680	1493.81	0	0
AsAt_g12599	321	142.048	4	0.355036
AsAt_g8510	828	641.933	254	4.98874
AsAa_g838	219	60.2719	0	0
AsAt_g17604	1485	1298.81	45	0.436831
AsAa_g6186	1518	1331.81	0	0
AsAa_g4282	1635	1448.81	0	0
AsAa_g4881	1689	1502.81	0	0
AsAa_g8068	795	608.964	0	0
AsAt_g9552	876	689.867	112	2.04691
AsAa_g10210	1212	1025.81	0	0
AsAa_g18689	747	560.978	0	0
AsAt_g5200	879	692.867	0	0
AsAt_g12634	6168	5981.81	716.821	1.51086
AsAt_g5069	807	620.949	1	0.0203044
AsAt_g3904	1167	980.809	244	3.13655
AsAt_g14835	1557	1370.81	1192	10.9634
AsAt_g11463	1368	1181.81	47	0.501415
AsAa_g6384	1614	1427.81	0	0
AsAt_g20817	1038	851.809	0	0
AsAa_g21603	300	123.182	0	0
AsAa_g13219	501	315.481	0	0
AsAt_g10889	1197	1010.81	298	3.71701
AsAt_g17728	1077	890.809	169	2.39193
AsAa_g8128	1044	857.809	0	0
AsAa_g23052	1824	1637.81	0	0
AsAt_g13827	1695	1508.81	21	0.175482
AsAt_g11682	324	144.781	12	1.045
AsAt_g877	2058	1871.81	474	3.19274
AsAt_g12690	747	560.978	106	2.38235
AsAt_g10535	786	599.964	3	0.0630438
AsAt_g571	1752	1565.81	2026.4	16.3167
AsAt_g6795	4365	4178.81	28.778	0.0868268
AsAt_g1832	1653	1466.81	6	0.0515732
AsAt_g2263	894	707.867	115.98	2.06575
AsAa_g8922	1542	1355.81	8.032	0.0746916
AsAa_g1512	444	259.216	0	0
AsAa_g6376	1371	1184.81	4.02449	0.0428262
AsAt_g15124	1356	1169.81	633	6.82237
AsAt_g18712	1227	1040.81	0	0
AsAa_g20900	390	206.702	0	0
AsAt_g11312	942	755.867	1011.95	16.8796
AsAa_g3950	1200	1013.81	7	0.0870539
AsAa_g12235	297	120.586	0	0
