target_id	length	eff_length	Atha_4	Atha_4_tpm
AsAa_g17250	1671	1483.65	5.11432	0.0392701
AsAa_g13809	4614	4426.65	0	0
AsAa_g5795	1587	1399.65	0	0
AsAt_g14350	822	634.701	459	8.23851
AsAt_g3994	765	577.722	101.845	2.00829
AsAt_g9329	999	811.649	221	3.10191
AsAa_g6879	465	278.592	1	0.0408918
AsAa_g13782	630	442.809	0	0
AsAa_g7077	897	709.701	0	0
AsAa_g17839	1554	1366.65	108.627	0.905496
AsAt_g11571	1572	1384.65	1	0.00822746
AsAa_g1547	231	68.6785	0	0
AsAa_g14747	759	571.722	0	0
AsAa_g1586	6126	5938.65	0	0
AsAt_g5956	390	205.475	0	0
AsAt_g3999	324	143.896	0	0
AsAt_g7148	2190	2002.65	371	2.11045
AsAa_g6156	1167	979.649	0	0
AsAt_g17097	2517	2329.65	330	1.61372
AsAa_g19471	1374	1186.65	0	0
AsAt_g12514	2130	1942.65	558	3.27224
AsAt_g2731	978	790.676	488	7.03116
AsAa_g14820	2124	1936.65	0	0
AsAt_g4071	2808	2620.65	396	1.72144
AsAt_g16215	387	202.591	115	6.4667
AsAt_g14860	1617	1429.65	1358	10.8212
AsAa_g7001	864	676.701	0	0
AsAt_g3120	339	157.573	28	2.02433
AsAa_g10828	1167	979.649	0	0
AsAa_g7986	687	499.777	0	0
AsAa_g7608	2640	2452.65	0	0
AsAa_g12291	408	222.794	0	0
AsAt_g16502	1395	1207.65	0	0
AsAt_g18325	1368	1180.65	63	0.607891
AsAt_g4082	1026	838.649	0	0
AsAt_g7344	1170	982.649	0	0
AsAt_g5649	423	237.325	0	0
AsAa_g4211	1158	970.649	0	0
AsAt_g16440	228	66.6666	0	0
AsAa_g12374	582	394.95	0	0
AsAt_g20151	1524	1336.65	1	0.00852292
AsAa_g3597	1170	982.649	0	0
AsAa_g5379	438	251.989	0	0
AsAa_g21858	1908	1720.65	0	0
AsAa_g17156	513	326.233	0	0
AsAa_g10	1314	1126.65	0	0
AsAt_g7110	783	595.722	9	0.172109
AsAa_g23219	1299	1111.65	0	0
AsAa_g7582	411	225.741	79.2439	3.99909
AsAa_g16673	942	754.701	1.23529	0.0186466
AsAt_g15951	1569	1381.65	498	4.10617
AsAa_g4065	1110	922.649	0	0
AsAa_g21535	396	211.272	0	0
AsAa_g17603	2127	1939.65	0	0
AsAa_g21346	1593	1405.65	0	0
AsAa_g20802	531	344.166	0	0
AsAt_g6550	2727	2539.65	5	0.0224286
AsAt_g8112	264	92.7578	0	0
AsAa_g10374	1191	1003.65	0	0
AsAa_g22636	726	538.759	0	0
AsAa_g13231	657	469.793	0	0
AsAt_g15066	273	99.6805	4	0.457147
AsAa_g116	717	529.777	0	0
AsAa_g17248	1449	1261.65	0	0
AsAt_g3551	501	314.254	34.972	1.26778
AsAa_g4610	3654	3466.65	0	0
AsAa_g18429	1086	898.649	0	0
AsAa_g7836	924	736.701	0	0
AsAt_g9028	174	35.7629	5	1.59273
AsAa_g3027	1722	1534.65	0	0
AsAa_g137	1482	1294.65	0	0
AsAa_g1664	711	523.777	0	0
AsAt_g11945	564	376.975	613	18.5248
AsAa_g17771	1374	1186.65	0	0
AsAa_g17932	1473	1285.65	1.00558	0.00891047
AsAa_g12283	207	53.4334	0	0
AsAt_g12088	669	481.793	14	0.331034
AsAt_g1485	891	703.701	112	1.81316
AsAa_g929	954	766.701	31.1233	0.46245
AsAa_g19789	801	613.701	0	0
AsAa_g16057	1491	1303.65	1	0.00873866
AsAt_g19351	2169	1981.65	807	4.6393
AsAa_g9124	2130	1942.65	3.1576	0.0185169
AsAa_g9211	894	706.701	0	0
AsAt_g16940	1596	1408.65	63	0.509499
AsAa_g22207	402	216.978	0	0
AsAa_g909	1227	1039.65	0	0
AsAt_g22056	1545	1357.65	329	2.76067
AsAt_g16560	1515	1327.65	177	1.51878
AsAa_g4090	1002	814.649	0	0
AsAt_g8388	1050	862.649	0	0
AsAt_g2387	2532	2344.65	698.598	3.39434
AsAt_g10933	966	778.676	0	0
AsAa_g17418	4506	4318.65	3.01062	0.00794169
AsAt_g2901	1086	898.649	0	0
AsAt_g16717	3990	3802.65	6	0.0179751
AsAt_g2424	1137	949.649	106	1.27159
AsAt_g10096	909	721.701	335	5.28802
AsAa_g12998	1092	904.649	430.384	5.41978
AsAt_g3190	510	323.233	0	0
AsAt_g8823	966	778.676	472	6.90543
AsAt_g6432	1215	1027.65	0	0
AsAa_g10427	777	589.722	2	0.0386357
AsAa_g14516	1221	1033.65	0	0
AsAa_g3561	873	685.701	0	0
AsAt_g15816	1290	1102.65	125	1.29145
AsAa_g10684	1584	1396.65	0	0
AsAt_g12875	630	442.809	55	1.41499
AsAt_g13285	2130	1942.65	1004.68	5.8917
AsAt_g4028	363	179.788	0	0
AsAt_g7478	2994	2806.65	0	0
AsAt_g6588	1581	1393.65	193	1.57765
AsAa_g226	579	391.95	5.23183	0.152065
AsAa_g1059	654	466.793	0	0
AsAt_g16829	465	278.592	0	0
AsAt_g11270	816	628.701	2.07075	0.0375222
AsAt_g4715	1893	1705.65	355	2.37107
AsAa_g11490	1650	1462.65	0	0
AsAa_g18280	1254	1066.65	0	0
AsAt_g14534	858	670.701	648.969	11.023
AsAt_g222	1410	1222.65	66.0361	0.615298
AsAa_g16426	1461	1273.65	0	0
AsAa_g20094	2397	2209.65	1.00425	0.00517756
AsAa_g7474	1467	1279.65	0	0
AsAt_g17829	576	388.95	0	0
AsAa_g19884	891	703.701	0	0
AsAt_g11218	408	222.794	939.608	48.0451
AsAt_g10099	2139	1951.65	195	1.13825
AsAt_g16052	723	535.759	77	1.63729
AsAt_g19052	645	457.809	24	0.597218
AsAa_g10024	393	208.364	0	0
AsAt_g20529	2472	2284.65	452	2.25385
AsAt_g4938	1476	1288.65	155	1.37026
AsAt_g18682	747	559.759	50	1.01759
AsAa_g922	1110	922.649	0	0
AsAt_g3152	1368	1180.65	63	0.607891
AsAa_g11503	2268	2080.65	2.0313	0.0111219
AsAa_g15816	780	592.722	0	0
AsAt_g18304	342	160.383	1094	77.7076
AsAa_g20985	1317	1129.65	96.1375	0.969516
AsAt_g20297	1995	1807.65	363	2.28769
AsAa_g10857	246	79.1186	0	0
AsAa_g4986	588	400.95	0	0
AsAa_g10669	918	730.701	0	0
AsAt_g5334	1626	1438.65	799	6.327
AsAa_g9106	1026	838.649	1	0.0135839
AsAa_g10805	1137	949.649	0	0
AsAt_g20716	1092	904.649	240	3.02229
AsAt_g17196	687	499.777	148	3.37358
AsAt_g15234	444	257.904	92	4.06383
AsAa_g13240	510	323.233	0	0
AsAa_g23352	5112	4924.65	1018	2.35493
AsAt_g7685	255	85.9187	35	4.64073
AsAa_g6088	636	448.809	0	0
AsAt_g15478	897	709.701	158	2.53622
AsAa_g22055	1452	1264.65	0	0
AsAa_g16555	1161	973.649	0	0
AsAt_g17673	2889	2701.65	15	0.0632511
AsAa_g9134	903	715.701	0	0
AsAa_g14791	1134	946.649	0	0
AsAa_g2738	750	562.759	0	0
AsAt_g12947	1164	976.649	92	1.07314
AsAt_g9642	798	610.701	2839	52.9593
AsAt_g11042	1158	970.649	0	0
AsAt_g4389	849	661.701	0	0
AsAt_g13385	609	421.881	0	0
AsAa_g7906	2148	1960.65	0	0
AsAa_g4108	879	691.701	0	0
AsAa_g17264	681	493.777	0	0
AsAt_g2644	423	237.325	91.7083	4.40222
AsAt_g11333	2745	2557.65	751.833	3.34877
AsAa_g16	711	523.777	0	0
AsAt_g10514	1317	1129.65	76	0.766436
AsAa_g21199	1608	1420.65	0	0
AsAt_g6546	1722	1534.65	0	0
AsAt_g16615	621	433.823	1	0.0262599
AsAa_g8014	429	243.188	0	0
AsAt_g20288	927	739.701	2870	44.2009
AsAt_g18197	948	760.701	757	11.3367
AsAt_g16642	1929	1741.65	0	0
AsAt_g14689	771	583.722	0	0
AsAa_g19458	1755	1567.65	1.5	0.0109005
AsAa_g3146	2307	2119.65	43.0254	0.231242
AsAt_g22076	852	664.701	5	0.0856937
AsAt_g12594	1704	1516.65	170	1.27694
AsAt_g21676	642	454.809	0	0
AsAt_g1476	999	811.649	86	1.20708
AsAa_g16765	1575	1387.65	13.1617	0.108054
AsAa_g16425	1995	1807.65	0	0
AsAa_g910	132	18.2237	0	0
AsAt_g8688	1239	1051.65	20.9474	0.226916
AsAt_g4814	1020	832.649	62	0.848273
AsAt_g21435	1209	1021.65	104	1.15968
AsAa_g4309	501	314.254	7	0.253759
AsAa_g8614	1086	898.649	0	0
AsAt_g1221	996	808.676	164	2.31034
AsAt_g4644	483	296.438	334	12.8356
AsAa_g944	459	272.675	0	0
AsAt_g17602	1032	844.649	65	0.876683
AsAt_g3823	1008	820.649	98	1.36042
AsAa_g12218	1248	1060.65	1	0.0107407
AsAa_g17824	720	532.759	0	0
AsAt_g17478	1632	1444.65	653.977	5.1571
AsAt_g6595	1170	982.649	41	0.475325
AsAa_g12215	1380	1192.65	2.05319	0.019612
AsAa_g3674	984	796.676	0	0
AsAa_g5612	1755	1567.65	0	0
AsAa_g17173	897	709.701	1	0.016052
AsAt_g7250	1656	1468.65	31	0.240464
AsAa_g13537	2217	2029.65	0	0
AsAt_g14343	1824	1636.65	5	0.0348033
AsAt_g13302	1140	952.649	44	0.526169
AsAt_g18954	738	550.759	185	3.82662
AsAt_g863	333	152.072	83	6.21778
AsAa_g8657	690	502.777	0	0
AsAt_g15221	300	122.476	0	0
AsAa_g6623	1344	1156.65	0	0
AsAt_g20278	990	802.676	132	1.87344
AsAt_g15045	915	727.701	28	0.438339
AsAa_g1166	798	610.701	0.333333	0.00621807
AsAa_g7069	1686	1498.65	0	0
AsAa_g17265	882	694.701	0	0
AsAt_g14568	348	165.944	13	0.892456
AsAt_g19444	1023	835.649	152.974	2.08545
AsAt_g924	555	367.988	4	0.123832
AsAa_g3129	1383	1195.65	0	0
AsAa_g16660	1017	829.649	1.00326	0.013776
AsAt_g15323	1344	1156.65	169	1.66453
AsAt_g9018	870	682.701	120	2.00242
AsAt_g15950	795	607.722	5	0.0937283
AsAt_g17269	1011	823.649	1	0.0138313
AsAa_g2543	444	257.904	0	0
AsAa_g20383	501	314.254	0	0
AsAt_g1123	1164	976.649	1	0.0116645
AsAt_g7449	687	499.777	60	1.36767
AsAt_g15230	864	676.701	4042.99	68.063
AsAa_g2445	1185	997.649	0	0
AsAa_g4072	1032	844.649	9.05357	0.122109
AsAt_g12519	2547	2359.65	492	2.37533
AsAa_g16443	945	757.701	0	0
AsAa_g9627	969	781.676	0	0
AsAt_g16637	1095	907.649	227	2.84914
AsAt_g10545	837	649.701	24	0.420826
AsAt_g17576	336	154.835	0	0
AsAa_g7137	648	460.809	0	0
AsAt_g659	687	499.777	13	0.296328
AsAa_g12737	342	160.383	0	0
AsAt_g2928	786	598.722	273	5.19449
AsAa_g17941	555	367.988	0	0
AsAt_g18216	2268	2080.65	930.851	5.09667
AsAa_g14089_AsAa_g14092	1191	1003.65	0	0
AsAa_g19822	1425	1237.65	0	0
AsAa_g20397	237	72.5915	0	0
AsAa_g19416	804	616.701	0	0
AsAa_g15570	213	57.1228	0	0
AsAt_g379	2373	2185.65	425	2.21521
AsAa_g2782	1491	1303.65	0	0
AsAa_g16777	477	290.487	0	0
AsAa_g19013	2079	1891.65	1.00236	0.00603657
AsAa_g22745	1638	1450.65	0	0
AsAa_g2914	498	311.296	0	0
AsAt_g11226	3759	3571.65	2199.69	7.01615
AsAa_g16805	549	362.073	0	0
AsAt_g7477	1170	982.649	2314	26.8269
AsAa_g5541	2268	2080.65	0	0
AsAt_g21913	2127	1939.65	0	0
AsAt_g17781	1371	1183.65	134	1.2897
AsAa_g1961	687	499.777	0	0
AsAa_g10070	474	287.526	0	0
AsAa_g11679	579	391.95	0	0
AsAa_g15151	1695	1507.65	4.11675	0.0311071
AsAt_g6470	1188	1000.65	0	0
AsAa_g4344	714	526.777	0	0
AsAt_g19163	1989	1801.65	3	0.0189695
AsAt_g6399	369	185.504	145	8.90472
AsAt_g12438	1428	1240.65	32	0.293837
AsAa_g3845	897	709.701	0	0
AsAa_g14703	1908	1720.65	0	0
AsAt_g18422	6627	6439.65	8324.95	14.7274
AsAt_g8130	1707	1519.65	530	3.97318
AsAt_g7648	3009	2821.65	1898.99	7.667
AsAt_g13627	1086	898.649	1169.96	14.8316
AsAt_g12137	1260	1072.65	76.9871	0.817647
AsAt_g11917	228	66.6666	37	6.32265
AsAa_g20603	2025	1837.65	0	0
AsAt_g6701	918	730.701	0	0
AsAa_g10923	222	62.8587	0	0
AsAa_g21751	1161	973.649	0	0
AsAt_g12152	1422	1234.65	42.2704	0.390031
AsAt_g18389	204	51.5728	0	0
AsAa_g8178	987	799.676	0	0
AsAa_g19334	3834	3646.65	0	0
AsAa_g2719	1395	1207.65	0	0
AsAa_g22952	750	562.759	0	0
AsAt_g15499	675	487.793	5537	129.314
AsAa_g21757	480	293.468	0	0
AsAt_g4713	1356	1168.65	405	3.94799
AsAt_g21754	624	436.823	6	0.156477
AsAa_g17281	1749	1561.65	0	0
AsAa_g1624	684	496.777	0	0
AsAt_g357	2121	1933.65	8.77421	0.0516935
AsAt_g21276	306	127.689	1138	101.53
AsAt_g22092	996	808.676	22	0.309923
AsAt_g5416	1083	895.649	201	2.55661
AsAa_g15847	1269	1081.65	1.0059	0.0105943
AsAa_g12869	792	604.722	0	0
AsAa_g10194	1551	1363.65	0	0
AsAa_g2047	3039	2851.65	0	0
AsAt_g14937	2421	2233.65	8	0.0408019
AsAt_g21097	1134	946.649	811	9.75972
AsAa_g6357	480	293.468	0	0
AsAt_g10449	705	517.777	19	0.418039
AsAt_g8793	477	290.487	7	0.274522
AsAa_g18023	711	523.777	0	0
AsAa_g10977	1296	1108.65	2	0.0205514
AsAt_g17195	1122	934.649	113	1.37732
AsAa_g20016	537	350.109	0	0
AsAa_g1149	2172	1984.65	0	0
AsAt_g18899	600	412.95	126	3.47599
AsAt_g6513	306	127.689	0	0
AsAt_g12362	1203	1015.65	234	2.62469
AsAt_g20014	1929	1741.65	103	0.673724
AsAa_g15448	663	475.793	0	0
AsAa_g1486	1014	826.649	0	0
AsAa_g18794	345	163.163	0	0
AsAt_g14683	909	721.701	26	0.410413
AsAa_g1192	2388	2200.65	113.355	0.586805
AsAa_g15644	1068	880.649	0	0
AsAa_g13654	582	394.95	0	0
AsAa_g4776	1410	1222.65	0	0
AsAt_g4509	933	745.701	3	0.0458313
AsAa_g9318	882	694.701	0	0
AsAt_g20929	1107	919.649	0	0
AsAt_g1319	2313	2125.65	10056	53.8938
AsAt_g8812	1053	865.649	0	0
AsAt_g11324	1608	1420.65	8	0.0641518
AsAt_g534	468	281.573	5	0.202294
AsAt_g2764	2934	2746.65	315.986	1.3106
AsAa_g2416	771	583.722	0	0
AsAa_g1728	279	104.629	0	0
AsAa_g14649	1056	868.649	33.1663	0.434969
AsAa_g1656	2109	1921.65	2.16684	0.0128457
AsAa_g8202	1734	1546.65	0	0
AsAt_g18727	2871	2683.65	274	1.16314
AsAa_g21587	303	125.033	0	0
AsAa_g11860	2646	2458.65	0	0
AsAt_g17660	612	424.881	309	8.28508
AsAt_g3147	1653	1465.65	383	2.97697
AsAa_g9171	1278	1090.65	6.66	0.0695657
AsAt_g4672	501	314.254	990	35.8888
AsAa_g16097	666	478.793	0	0
AsAt_g3024	1617	1429.65	74	0.589668
AsAa_g17556	1458	1270.65	0	0
AsAt_g13212	1410	1222.65	818.993	7.63104
AsAa_g11272	1239	1051.65	0	0
AsAt_g6599	819	631.701	203	3.66092
AsAt_g15311	1599	1411.65	2	0.0161402
AsAt_g266	534	347.132	0	0
AsAa_g4371	414	228.62	0	0
AsAt_g18662	900	712.701	2	0.0319689
AsAa_g17213	1710	1522.65	0	0
AsAa_g12974	762	574.722	0	0
AsAa_g11262	1743	1555.65	0	0
AsAa_g5815	1719	1531.65	1	0.00743783
AsAa_g8335	2025	1837.65	0	0
AsAt_g18995	702	514.777	249	5.51043
AsAa_g7663	243	76.8462	0	0
AsAt_g5625	1233	1045.65	1	0.0108948
AsAt_g18297	2724	2536.65	243	1.09132
AsAt_g13156	273	99.6805	2	0.228573
AsAt_g20486	1359	1171.65	110	1.06955
AsAt_g9930	882	694.701	8	0.131189
AsAa_g21575	2586	2398.65	0	0
AsAa_g9459	1518	1330.65	0	0
AsAa_g1271	1095	907.649	5.02657	0.0630899
AsAt_g13514	3243	3055.65	597	2.22575
AsAt_g15359	369	185.504	378	23.2137
AsAt_g1536	984	796.676	1196.84	17.1144
AsAa_g4190	3435	3247.65	2.03376	0.00713406
AsAt_g22124	873	685.701	2	0.0332277
AsAa_g11160	3018	2830.65	0	0
AsAt_g8237	5112	4924.65	799	1.84832
AsAa_g20908	849	661.701	0	0
AsAa_g412	1092	904.649	0	0
AsAa_g3578	4878	4690.65	3.01611	0.00732519
AsAt_g12791	1164	976.649	71.9157	0.838862
AsAa_g23107	1680	1492.65	0	0
AsAt_g12599	321	141.092	0	0
AsAt_g8510	828	640.701	211	3.75174
AsAa_g838	219	60.9309	0	0
AsAt_g17604	1485	1297.65	27	0.237035
AsAa_g6186	1518	1330.65	0	0
AsAa_g4282	1635	1447.65	0	0
AsAa_g4881	1689	1501.65	0	0
AsAa_g8068	795	607.722	0	0
AsAt_g9552	876	688.701	60	0.992489
AsAa_g10210	1212	1024.65	0	0
AsAa_g18689	747	559.759	0	0
AsAt_g5200	879	691.701	0	0
AsAt_g12634	6168	5980.65	894.729	1.70431
AsAt_g5069	807	619.701	0	0
AsAt_g3904	1167	979.649	173	2.01178
AsAt_g14835	1557	1369.65	1387	11.5365
AsAt_g11463	1368	1180.65	74	0.71403
AsAa_g6384	1614	1426.65	0	0
AsAt_g20817	1038	850.649	0	0
AsAa_g21603	300	122.476	0	0
AsAa_g13219	501	314.254	0	0
AsAt_g10889	1197	1009.65	281	3.1706
AsAt_g17728	1077	889.649	164	2.10006
AsAa_g8128	1044	856.649	0	0
AsAa_g23052	1824	1636.65	0	0
AsAt_g13827	1695	1507.65	14	0.105787
AsAt_g11682	324	143.896	13	1.0292
AsAt_g877	2058	1870.65	406	2.47252
AsAt_g12690	747	559.759	82.9965	1.68913
AsAt_g10535	786	598.722	3	0.0570823
AsAt_g571	1752	1564.65	1167.24	8.49865
AsAt_g6795	4365	4177.65	4	0.0109077
AsAt_g1832	1653	1465.65	3	0.0233183
AsAt_g2263	894	706.701	102.959	1.65972
AsAa_g8922	1542	1354.65	9.0507	0.0761134
AsAa_g1512	444	257.904	0	0
AsAa_g6376	1371	1183.65	2	0.0192492
AsAt_g15124	1356	1168.65	459.96	4.48375
AsAt_g18712	1227	1039.65	0	0
AsAa_g20900	390	205.475	0	0
AsAt_g11312	942	754.701	738.944	11.1543
AsAa_g3950	1200	1012.65	2	0.0224997
AsAa_g12235	297	119.877	0	0
AsAt_g21533	1971	1783.65	0	0
AsAt_g21637	624	436.823	484	12.6225
AsAa_g709	630	442.809	0	0
