target_id	length	eff_length	Aare_4	Aare_4_tpm
AsAa_g16363	693	510.352	191	6.48198
AsAt_g20679	726	543.352	0	0
AsAa_g10454	573	390.387	96	4.25912
AsAa_g8264	618	435.367	0	0
AsAa_g22179	3636	3453.35	46	0.230707
AsAa_g16662	1950	1767.35	1583	15.5132
AsAa_g13226	2199	2016.35	32.8439	0.282119
AsAa_g8806	318	140.2	0	0
AsAa_g1451	516	333.554	1	0.0519251
AsAt_g13717	882	699.352	6.0576	0.15002
AsAa_g13605	1275	1092.35	42	0.665933
AsAt_g12005	414	232.255	0	0
AsAa_g21890	879	696.352	707	17.5847
AsAt_g972	873	690.352	225.86	5.66646
AsAa_g14435	753	570.352	596	18.0987
AsAt_g8577	675	492.352	0	0
AsAt_g20981	1284	1101.35	3.06783	0.0482446
AsAa_g8019	3267	3084.35	989.321	5.55542
AsAa_g3580	441	258.925	31	2.07363
AsAt_g5553	276	102.973	0	0
AsAa_g23290	1191	1008.35	0	0
AsAa_g18000	1491	1308.35	408	5.40107
AsAa_g19344	3567	3384.35	2878.33	14.7302
AsAa_g13255	1020	837.352	2272.41	47.0026
AsAt_g3092	1755	1572.35	64.0631	0.705671
AsAt_g4830	999	816.352	0	0
AsAt_g7561	1023	840.352	174	3.58618
AsAt_g8953	1839	1656.35	2	0.0209132
AsAa_g7558	2187	2004.35	80.9877	0.699824
AsAa_g20927	843	660.352	0	0
AsAa_g22678	1380	1197.35	0	0
AsAt_g12804	960	777.352	4	0.0891223
AsAt_g1780	3663	3480.35	5.5022	0.0273815
AsAa_g2069	3099	2916.35	223.774	1.32897
AsAt_g9353	1086	903.352	0	0
AsAt_g18258	1302	1119.35	0	0
AsAa_g806	1611	1428.35	2408.64	29.2066
AsAa_g10877	1515	1332.35	657.276	8.54422
AsAt_g7385	1125	942.352	26.3252	0.48384
AsAa_g14738	1557	1374.35	0	0
AsAt_g11489	1059	876.352	0	0
AsAa_g12175	1203	1020.35	20	0.339488
AsAa_g20820	1464	1281.35	145.168	1.96221
AsAa_g21003	3135	2952.35	272	1.59568
AsAt_g18806	1119	936.352	0	0
AsAa_g5078	789	606.352	138.858	3.96634
AsAa_g10400	486	303.659	1121.99	63.9953
AsAa_g10831	213	54.9123	0	0
AsAa_g9043	1356	1173.35	0	0
AsAa_g14684	1554	1371.35	3	0.0378893
AsAa_g6391	660	477.352	171.965	6.23943
AsAa_g1711	570	387.4	430	19.2244
AsAt_g3069	1455	1272.35	3.01236	0.0410057
AsAt_g14398	369	188.437	2.21907	0.203961
AsAt_g1277	2541	2358.35	32.8345	0.241138
AsAt_g9238	2418	2235.35	0	0
AsAt_g13186	378	197.094	0	0
AsAt_g14087	1068	885.352	0	0
AsAt_g21406	612	429.367	0	0
AsAt_g9227	252	83.3159	2.06061	0.428362
AsAt_g8272	501	318.587	4.01081	0.218046
AsAa_g13553	2571	2388.35	23.9185	0.173452
AsAa_g1510	1917	1734.35	0	0
AsAt_g15508	867	684.352	0	0
AsAt_g15125	1821	1638.35	178.295	1.88485
AsAt_g12089	663	480.352	0	0
AsAa_g10821	1386	1203.35	611.556	8.80212
AsAt_g2828	1038	855.352	7.01473	0.14204
AsAt_g73	1899	1716.35	4.21883	0.0425725
AsAa_g22968	1344	1161.35	933.877	13.9274
AsAa_g6198	774	591.352	0	0
AsAa_g13139	954	771.352	0	0
AsAa_g11705	1968	1785.35	823	7.98399
AsAt_g10482	3258	3075.35	13.2183	0.0744431
AsAa_g12163	501	318.587	7	0.380552
AsAa_g5414	624	441.36	0	0
AsAt_g15171	387	205.784	0	0
AsAa_g330	378	197.094	0	0
AsAa_g17250	1671	1488.35	2279	26.5206
AsAa_g13809	4614	4431.35	1211.68	4.73581
AsAa_g5795	1587	1404.35	219	2.70092
AsAt_g14350	822	639.352	3.19735	0.0866151
AsAt_g3994	765	582.352	9.25193	0.275163
AsAt_g9329	999	816.352	0	0
AsAa_g6879	465	282.761	72	4.41018
AsAa_g13782	630	447.36	180	6.96883
AsAa_g7077	897	714.352	0	0
AsAa_g17839	1554	1371.35	7376.18	93.1593
AsAt_g11571	1572	1389.35	0	0
AsAa_g1547	231	67.4561	12.6083	3.23728
AsAa_g14747	759	576.352	501	15.0555
AsAa_g1586	6126	5943.35	1550.03	4.51702
AsAt_g5956	390	208.732	2	0.165953
AsAt_g3999	324	145.762	0	0
AsAt_g7148	2190	2007.35	0	0
AsAa_g6156	1167	984.352	0	0
AsAt_g17097	2517	2334.35	11.0951	0.0823208
AsAa_g19471	1374	1191.35	180.567	2.62508
AsAt_g12514	2130	1947.35	86.5315	0.769616
AsAt_g2731	978	795.352	1	0.0217763
AsAa_g14820	2124	1941.35	27	0.240881
AsAt_g4071	2808	2625.35	99.9764	0.65956
AsAt_g16215	387	205.784	77	6.48072
AsAt_g14860	1617	1434.35	22.3964	0.270438
AsAa_g7001	864	681.352	0	0
AsAt_g3120	339	159.824	32	3.46777
AsAa_g10828	1167	984.352	356.995	6.28138
AsAa_g7986	687	504.352	21	0.721156
AsAa_g7608	2640	2457.35	1027.86	7.2445
AsAa_g12291	408	226.343	60.9682	4.66531
AsAt_g16502	1395	1212.35	0	0
AsAt_g18325	1368	1185.35	5	0.0730578
AsAt_g4082	1026	843.352	0	0
AsAt_g7344	1170	987.352	0	0
AsAt_g5649	423	241.124	0	0
AsAa_g4211	1158	975.352	147.516	2.61952
AsAt_g16440	228	65.3266	0	0
AsAa_g12374	582	399.367	0	0
AsAt_g20151	1524	1341.35	0	0
AsAa_g3597	1170	987.352	15	0.263126
AsAa_g5379	438	255.959	0	0
AsAa_g21858	1908	1725.35	627.771	6.30185
AsAa_g17156	513	330.571	270	14.1463
AsAa_g10	1314	1131.35	206	3.15365
AsAt_g7110	783	600.352	0	0
AsAa_g23219	1299	1116.35	2	0.0310294
AsAa_g7582	411	229.289	35275	2664.57
AsAa_g16673	942	759.352	140.715	3.20954
AsAt_g15951	1569	1386.35	6	0.0749586
AsAa_g4065	1110	927.352	3946	73.6981
AsAa_g21535	396	214.615	3	0.242106
AsAa_g17603	2127	1944.35	68	0.605728
AsAa_g21346	1593	1410.35	0	0
AsAa_g20802	531	348.509	240	11.9273
AsAt_g6550	2727	2544.35	0	0
AsAt_g8112	264	93.1126	0	0
AsAa_g10374	1191	1008.35	0	0
AsAa_g22636	726	543.352	5	0.15938
AsAa_g13231	657	474.352	0	0
AsAt_g15066	273	100.47	0	0
AsAa_g116	717	534.352	152	4.92675
AsAa_g17248	1449	1266.35	440	6.01786
AsAt_g3551	501	318.587	1.04247	0.0566736
AsAa_g4610	3654	3471.35	14	0.0698511
AsAa_g18429	1086	903.352	2	0.0383457
AsAa_g7836	924	741.352	0	0
AsAt_g9028	174	33.2831	0	0
AsAa_g3027	1722	1539.35	181	2.0365
AsAa_g137	1482	1299.35	510.144	6.80002
AsAa_g1664	711	528.352	68	2.2291
AsAt_g11945	564	381.406	1076.95	48.9049
AsAa_g17771	1374	1191.35	1	0.014538
AsAa_g17932	1473	1290.35	537.948	7.22065
AsAa_g12283	207	50.9788	5.40239	1.83544
AsAt_g12088	669	486.352	0	0
AsAt_g1485	891	708.352	3.01862	0.0738079
AsAa_g929	954	771.352	2760.67	61.9878
AsAa_g19789	801	618.352	4.51145	0.126364
AsAa_g16057	1491	1308.35	0	0
AsAt_g19351	2169	1986.35	25.2246	0.219944
AsAa_g9124	2130	1947.35	331.919	2.9521
AsAa_g9211	894	711.352	26.9097	0.655192
AsAt_g16940	1596	1413.35	62.0897	0.760875
AsAa_g22207	402	220.48	0	0
AsAa_g909	1227	1044.35	245	4.06315
AsAt_g22056	1545	1362.35	17.6712	0.224657
AsAt_g16560	1515	1332.35	13	0.168993
AsAa_g4090	1002	819.352	666	14.0782
AsAt_g8388	1050	867.352	0	0
AsAt_g2387	2532	2349.35	34.0267	0.250851
AsAt_g10933	966	783.352	0	0
AsAa_g17418	4506	4323.35	3421.99	13.7089
AsAt_g2901	1086	903.352	0	0
AsAt_g16717	3990	3807.35	6	0.0272943
AsAt_g2424	1137	954.352	0	0
AsAt_g10096	909	726.352	1.00529	0.023971
AsAa_g12998	1092	909.352	645.635	12.297
AsAt_g3190	510	327.576	0	0
AsAt_g8823	966	783.352	0	0
AsAt_g6432	1215	1032.35	0	0
AsAa_g10427	777	594.352	0	0
AsAa_g14516	1221	1038.35	32	0.533764
AsAa_g3561	873	690.352	121.752	3.05456
AsAt_g15816	1290	1107.35	0	0
AsAa_g10684	1584	1401.35	271.51	3.35569
AsAt_g12875	630	447.36	204	7.898
AsAt_g13285	2130	1947.35	74.987	0.666938
AsAt_g4028	363	182.677	0	0
AsAt_g7478	2994	2811.35	0	0
AsAt_g6588	1581	1398.35	11.1788	0.13846
AsAa_g226	579	396.374	114	4.98131
AsAa_g1059	654	471.352	21.7047	0.797539
AsAt_g16829	465	282.761	0	0
AsAt_g11270	816	633.352	29	0.793043
AsAt_g4715	1893	1710.35	23.0731	0.233649
AsAa_g11490	1650	1467.35	8	0.0944277
AsAa_g18280	1254	1071.35	27	0.436491
AsAt_g14534	858	675.352	0	0
AsAt_g222	1410	1227.35	1	0.0141116
AsAa_g16426	1461	1278.35	19	0.257423
AsAa_g20094	2397	2214.35	293.199	2.29329
AsAa_g7474	1467	1284.35	362.973	4.89479
AsAt_g17829	576	393.387	0	0
AsAa_g19884	891	708.352	5	0.122254
AsAt_g11218	408	226.343	0	0
AsAt_g10099	2139	1956.35	6.13146	0.0542827
AsAt_g16052	723	540.352	0	0
AsAt_g19052	645	462.36	0	0
AsAa_g10024	393	211.676	113.602	9.29517
AsAt_g20529	2472	2289.35	38.3662	0.290256
AsAt_g4938	1476	1293.35	1.0289	0.0137784
AsAt_g18682	747	564.352	283	8.68521
AsAa_g922	1110	927.352	5	0.0933833
AsAt_g3152	1368	1185.35	26.3323	0.384757
AsAa_g11503	2268	2085.35	101.132	0.839946
AsAa_g15816	780	597.352	496.121	14.3847
AsAt_g18304	342	162.618	151.869	16.1751
AsAa_g20985	1317	1134.35	1447.1	22.0951
AsAt_g20297	1995	1812.35	0	0
AsAa_g10857	246	78.606	0	0
AsAa_g4986	588	405.367	0	0
AsAa_g10669	918	735.352	0	0
AsAt_g5334	1626	1443.35	2	0.0239995
AsAa_g9106	1026	843.352	179	3.67611
AsAa_g10805	1137	954.352	0	0
AsAt_g20716	1092	909.352	0	0
AsAt_g17196	687	504.352	0	0
AsAt_g15234	444	261.903	54.9659	3.63494
AsAa_g13240	510	327.576	539.484	28.524
AsAa_g23352	5112	4929.35	2943	10.3406
AsAt_g7685	255	85.7469	0	0
AsAa_g6088	636	453.36	397.826	15.1983
AsAt_g15478	897	714.352	5	0.121228
AsAa_g22055	1452	1269.35	1	0.0136446
AsAa_g16555	1161	978.352	0	0
AsAt_g17673	2889	2706.35	4	0.0255988
AsAa_g9134	903	720.352	79.9257	1.9217
AsAa_g14791	1134	951.352	0	0
AsAa_g2738	750	567.352	91	2.778
AsAt_g12947	1164	981.352	15.1197	0.266847
AsAt_g9642	798	615.352	2	0.0562925
AsAt_g11042	1158	975.352	0	0
AsAt_g4389	849	666.352	0	0
AsAt_g13385	609	426.367	0	0
AsAa_g7906	2148	1965.35	18	0.158627
AsAa_g4108	879	696.352	0	0
AsAa_g17264	681	498.352	6	0.208525
AsAt_g2644	423	241.124	23.7253	1.70418
AsAt_g11333	2745	2562.35	7.70617	0.0520887
AsAa_g16	711	528.352	1	0.0327809
AsAt_g10514	1317	1134.35	2	0.030537
AsAa_g21199	1608	1425.35	47	0.57111
AsAt_g6546	1722	1539.35	0	0
AsAt_g16615	621	438.367	0	0
AsAa_g8014	429	247.039	110.985	7.78111
AsAt_g20288	927	744.352	30.297	0.704962
AsAt_g18197	948	765.352	56.1666	1.27105
AsAt_g16642	1929	1746.35	0	0
AsAt_g14689	771	588.352	0	0
AsAa_g19458	1755	1572.35	0	0
AsAa_g3146	2307	2124.35	1648.66	13.4416
AsAt_g22076	852	669.352	0	0
AsAt_g12594	1704	1521.35	1.01364	0.0115398
AsAt_g21676	642	459.36	0	0
AsAt_g1476	999	816.352	0	0
AsAa_g16765	1575	1392.35	19.1956	0.238779
AsAa_g16425	1995	1812.35	4	0.0382262
AsAa_g910	132	17.966	1583	1526.07
AsAt_g8688	1239	1056.35	0	0
AsAt_g4814	1020	837.352	0	0
AsAt_g21435	1209	1026.35	2.06678	0.0348771
AsAa_g4309	501	318.587	1	0.0543646
AsAa_g8614	1086	903.352	744	14.2646
AsAt_g1221	996	813.352	26.1831	0.557553
AsAt_g4644	483	300.684	3.03214	0.174656
AsAa_g944	459	276.822	0	0
AsAt_g17602	1032	849.352	0	0
AsAt_g3823	1008	825.352	308.848	6.48111
AsAa_g12218	1248	1065.35	26	0.422692
AsAa_g17824	720	537.352	190	6.12405
AsAt_g17478	1632	1449.35	10.4862	0.125311
AsAt_g6595	1170	987.352	0	0
AsAa_g12215	1380	1197.35	384.777	5.56585
AsAa_g3674	984	801.352	266.967	5.77004
AsAa_g5612	1755	1572.35	197	2.17
AsAa_g17173	897	714.352	214.789	5.20768
AsAt_g7250	1656	1473.35	0	0
AsAa_g13537	2217	2034.35	164	1.39625
AsAt_g14343	1824	1641.35	0	0
AsAt_g13302	1140	957.352	15.4959	0.280342
AsAt_g18954	738	555.352	40	1.24749
AsAt_g863	333	154.142	0	0
AsAa_g8657	690	507.352	90	3.0724
AsAt_g15221	300	123.874	0	0
AsAa_g6623	1344	1161.35	0	0
AsAt_g20278	990	807.352	2	0.0429053
AsAt_g15045	915	732.352	12	0.283795
AsAa_g1166	798	615.352	1.66667	0.0469104
AsAa_g7069	1686	1503.35	411.905	4.74548
AsAa_g17265	882	699.352	47	1.16398
AsAt_g14568	348	168.375	0	0
AsAt_g19444	1023	840.352	0	0
AsAt_g924	555	372.425	0	0
AsAa_g3129	1383	1200.35	174	2.51064
AsAa_g16660	1017	834.352	138.765	2.88054
AsAt_g15323	1344	1161.35	51.2609	0.764481
AsAt_g9018	870	687.352	3.43453	0.086543
AsAt_g15950	795	612.352	0	0
AsAt_g17269	1011	828.352	0	0
AsAa_g2543	444	261.903	0	0
AsAa_g20383	501	318.587	31	1.6853
AsAt_g1123	1164	981.352	0	0
AsAt_g7449	687	504.352	0	0
AsAt_g15230	864	681.352	104.079	2.64566
AsAa_g2445	1185	1002.35	0	0
AsAa_g4072	1032	849.352	1175	23.9604
AsAt_g12519	2547	2364.35	64.9184	0.475553
AsAa_g16443	945	762.352	1	0.022719
AsAa_g9627	969	786.352	1345.78	29.6416
AsAt_g16637	1095	912.352	145	2.75264
AsAt_g10545	837	654.352	0	0
AsAt_g17576	336	156.964	0	0
AsAa_g7137	648	465.352	0	0
AsAt_g659	687	504.352	0	0
AsAa_g12737	342	162.618	78	8.30752
AsAt_g2928	786	603.352	2.03279	0.0583533
AsAa_g17941	555	372.425	1241.95	57.7577
AsAt_g18216	2268	2085.35	23.4223	0.194534
AsAa_g14089_AsAa_g14092	1191	1008.35	0	0
AsAa_g19822	1425	1242.35	271	3.77806
AsAa_g20397	237	71.8556	3	0.72311
AsAa_g19416	804	621.352	0	0
AsAa_g15570	213	54.9123	0	0
AsAt_g379	2373	2190.35	2	0.0158147
AsAa_g2782	1491	1308.35	54.9818	0.727844
AsAa_g16777	477	294.684	0	0
AsAa_g19013	2079	1896.35	188.92	1.72545
AsAa_g22745	1638	1455.35	194	2.30875
AsAa_g2914	498	315.603	0	0
AsAt_g11226	3759	3576.35	213.042	1.03173
AsAa_g16805	549	366.443	0	0
AsAt_g7477	1170	987.352	3.00087	0.0526404
AsAa_g5541	2268	2085.35	0	0
AsAt_g21913	2127	1944.35	0	0
AsAt_g17781	1371	1188.35	0	0
AsAa_g1961	687	504.352	1	0.0343408
AsAa_g10070	474	291.709	0	0
AsAa_g11679	579	396.374	60.8386	2.65839
AsAa_g15151	1695	1512.35	188.876	2.16306
AsAt_g6470	1188	1005.35	49	0.844154
AsAa_g4344	714	531.352	2	0.0651916
AsAt_g19163	1989	1806.35	0	0
AsAt_g6399	369	188.437	0	0
AsAt_g12438	1428	1245.35	0	0
AsAa_g3845	897	714.352	100	2.42455
AsAa_g14703	1908	1725.35	233.959	2.34858
AsAt_g18422	6627	6444.35	20.5426	0.0552104
AsAt_g8130	1707	1524.35	0	0
AsAt_g7648	3009	2826.35	33.0144	0.202312
AsAt_g13627	1086	903.352	2.0814	0.0399064
AsAt_g12137	1260	1077.35	5.0681	0.0814763
AsAt_g11917	228	65.3266	0	0
AsAa_g20603	2025	1842.35	19	0.178618
AsAt_g6701	918	735.352	0	0
AsAa_g10923	222	61.0573	0	0
AsAa_g21751	1161	978.352	299.892	5.309
AsAt_g12152	1422	1239.35	0	0
AsAt_g18389	204	49.1613	0	0
AsAa_g8178	987	804.352	101	2.1748
AsAa_g19334	3834	3651.35	6.85469	0.0325146
AsAa_g2719	1395	1212.35	421	6.01447
AsAa_g22952	750	567.352	511.877	15.6263
AsAt_g15499	675	492.352	8.008	0.281703
AsAa_g21757	480	297.684	34	1.97818
AsAt_g4713	1356	1173.35	117.234	1.73049
AsAt_g21754	624	441.36	0	0
AsAa_g17281	1749	1566.35	731.989	8.09392
AsAa_g1624	684	501.352	339.37	11.724
AsAt_g357	2121	1938.35	8.23132	0.0735497
AsAt_g21276	306	129.338	0	0
AsAt_g22092	996	813.352	0	0
AsAt_g5416	1083	900.352	0	0
AsAa_g15847	1269	1086.35	1580.9	25.2045
AsAa_g12869	792	609.352	2	0.0568468
AsAa_g10194	1551	1368.35	930.957	11.7835
AsAa_g2047	3039	2856.35	1256.17	7.61693
AsAt_g14937	2421	2238.35	0	0
AsAt_g21097	1134	951.352	102.852	1.87248
AsAa_g6357	480	297.684	192.833	11.2194
AsAt_g10449	705	522.352	1	0.0331574
AsAt_g8793	477	294.684	0	0
AsAa_g18023	711	528.352	106.407	3.48811
AsAa_g10977	1296	1113.35	663.495	10.3216
AsAt_g17195	1122	939.352	1.02162	0.0188367
AsAa_g20016	537	354.491	133	6.49816
AsAa_g1149	2172	1989.35	487.324	4.24278
AsAt_g18899	600	417.367	0	0
AsAt_g6513	306	129.338	0	0
AsAt_g12362	1203	1020.35	10.0167	0.170028
AsAt_g20014	1929	1746.35	1	0.00991773
AsAa_g15448	663	480.352	14	0.504792
AsAa_g1486	1014	831.352	600.78	12.5163
AsAa_g18794	345	165.499	17	1.77909
AsAt_g14683	909	726.352	17	0.405365
AsAa_g1192	2388	2205.35	513	4.02887
AsAa_g15644	1068	885.352	520.966	10.1915
AsAa_g13654	582	399.367	346.577	15.0304
AsAa_g4776	1410	1227.35	355	5.0096
AsAt_g4509	933	750.352	0	0
AsAa_g9318	882	699.352	69.8575	1.73006
AsAt_g20929	1107	924.352	0	0
AsAt_g1319	2313	2130.35	6.0365	0.049077
AsAt_g8812	1053	870.352	0	0
AsAt_g11324	1608	1425.35	0	0
AsAt_g534	468	285.742	0	0
AsAt_g2764	2934	2751.35	14	0.0881304
AsAa_g2416	771	588.352	171.677	5.0538
AsAa_g1728	279	105.542	0	0
AsAa_g14649	1056	873.352	189.407	3.75622
AsAa_g1656	2109	1926.35	961.57	8.64548
AsAa_g8202	1734	1551.35	537.914	6.00546
AsAt_g18727	2871	2688.35	21.654	0.139507
AsAa_g21587	303	126.602	7	0.957635
AsAa_g11860	2646	2463.35	360.471	2.53447
AsAt_g17660	612	429.367	0	0
AsAt_g3147	1653	1470.35	5.18557	0.0610828
AsAa_g9171	1278	1095.35	139	2.19789
AsAt_g4672	501	318.587	179.341	9.74982
AsAa_g16097	666	483.352	2995.6	107.341
AsAt_g3024	1617	1434.35	0	0
AsAa_g17556	1458	1275.35	2	0.0271609
AsAt_g13212	1410	1227.35	13.0515	0.184176
AsAa_g11272	1239	1056.35	1	0.0163959
AsAt_g6599	819	636.352	10	0.272174
AsAt_g15311	1599	1416.35	0	0
AsAt_g266	534	351.497	0	0
AsAa_g4371	414	232.255	0	0
AsAt_g18662	900	717.352	0	0
AsAa_g17213	1710	1527.35	2353.91	26.6929
AsAa_g12974	762	579.352	4	0.119581
AsAa_g11262	1743	1560.35	1	0.0111
AsAa_g5815	1719	1536.35	23	0.259287
AsAa_g8335	2025	1842.35	137	1.28793
AsAt_g18995	702	519.352	0	0
AsAa_g7663	243	76.3047	0	0
AsAt_g5625	1233	1050.35	0	0
AsAt_g18297	2724	2541.35	38.0238	0.25914
AsAt_g13156	273	100.47	8	1.3791
AsAt_g20486	1359	1176.35	2	0.0294467
AsAt_g9930	882	699.352	0	0
AsAa_g21575	2586	2403.35	62	0.446805
AsAa_g9459	1518	1335.35	269	3.489
AsAa_g1271	1095	912.352	862.99	16.3828
AsAt_g13514	3243	3060.35	44.4475	0.251547
AsAt_g15359	369	188.437	15	1.3787
AsAt_g1536	984	801.352	5.45407	0.11788
AsAa_g4190	3435	3252.35	752.426	4.00691
AsAt_g22124	873	690.352	0	0
AsAa_g11160	3018	2835.35	1546	9.44379
AsAt_g8237	5112	4929.35	2.06378	0.00725132
AsAa_g20908	849	666.352	52	1.35159
AsAa_g412	1092	909.352	93.625	1.78322
AsAa_g3578	4878	4695.35	1331.54	4.91167
AsAt_g12791	1164	981.352	1	0.017649
AsAa_g23107	1680	1497.35	491	5.67939
AsAt_g12599	321	142.98	3.22439	0.390585
AsAt_g8510	828	645.352	19.6596	0.527621
AsAa_g838	219	58.9737	0	0
AsAt_g17604	1485	1302.35	3	0.0398967
AsAa_g6186	1518	1335.35	0	0
AsAa_g4282	1635	1452.35	59	0.703597
AsAa_g4881	1689	1506.35	659.043	7.5776
AsAa_g8068	795	612.352	0	0
AsAt_g9552	876	693.352	3	0.0749396
AsAa_g10210	1212	1029.35	0	0
AsAa_g18689	747	564.352	186.99	5.7387
AsAt_g5200	879	696.352	0	0
AsAt_g12634	6168	5985.35	1.0497	0.00303752
AsAt_g5069	807	624.352	0	0
AsAt_g3904	1167	984.352	18.1887	0.320033
AsAt_g14835	1557	1374.35	37.3858	0.471143
