target_id	length	eff_length	Atha_3	Atha_3_tpm
AsAt_g2808	456	282.891	6	0.193278
AsAa_g18075	2220	2045.8	21.9727	0.0978747
AsAa_g6253	1254	1079.8	10.0478	0.0847961
AsAa_g15427	306	141.549	8.45331	0.544213
AsAa_g20216	1104	929.797	3.0274	0.0296709
AsAa_g20974	402	230.163	0	0
AsAt_g14278	501	327.33	0	0
AsAa_g14203	1326	1151.8	4.09917	0.0324317
AsAa_g20322	1341	1166.8	4.04432	0.0315863
AsAt_g14938	1368	1193.8	408.836	3.12081
AsAa_g10734	1878	1703.8	0	0
AsAa_g10003	777	602.832	0	0
AsAt_g8581	888	713.815	0	0
AsAt_g6183	891	716.815	65.9077	0.837872
AsAa_g14859	2433	2258.8	1.00974	0.00407363
AsAt_g9736	672	497.873	0	0
AsAt_g21764	489	315.451	188.827	5.45483
AsAa_g8375	1140	965.797	0	0
AsAa_g1855	1068	893.797	1	0.0101955
AsAa_g10891	1887	1712.8	3.03174	0.01613
AsAa_g10276	975	800.797	5	0.0568979
AsAt_g18062	651	476.898	54	1.03185
AsAa_g988	1521	1346.8	0	0
AsAa_g1637	1530	1355.8	1	0.00672132
AsAt_g20729	1044	869.797	29	0.303829
AsAt_g16311	903	728.815	0	0
AsAt_g4399	789	614.832	10	0.148215
AsAt_g91	1626	1451.8	0	0
AsAa_g7509	855	680.815	0	0
AsAa_g7623	690	515.861	2.00475	0.0354141
AsAt_g22101	327	160.001	49.6842	2.82973
AsAt_g11858	1938	1763.8	353.983	1.82887
AsAt_g18390	879	704.815	28	0.362019
AsAa_g20616	1728	1553.8	0	0
AsAt_g21009	1146	971.797	227	2.12863
AsAt_g11880	312	146.69	12944.9	804.17
AsAa_g3195	435	262.279	0	0
AsAt_g10906	480	306.567	1	0.0297251
AsAt_g18345	798	623.832	117208	1712.14
AsAt_g6609	2364	2189.8	1622.23	6.75083
AsAt_g14039	1572	1397.8	256	1.66896
AsAa_g23141	1077	902.797	0	0
AsAa_g5126	1350	1175.8	0	0
AsAt_g3187	660	485.886	142	2.6632
AsAa_g20743	915	740.797	0	0
AsAt_g11001	465	291.74	0	0
AsAt_g4992	3612	3437.8	53	0.14049
AsAa_g11028	2586	2411.8	9.14217	0.0345428
AsAt_g11504	486	312.498	52	1.51637
AsAa_g8049	1014	839.797	2	0.0217022
AsAa_g16394	1893	1718.8	0	0
AsAa_g23326	300	136.309	0	0
AsAt_g15254	942	767.797	2	0.0237374
AsAa_g18351	864	689.815	1.0274	0.0135723
AsAa_g11062	2184	2009.8	23.0031	0.1043
AsAa_g127	1275	1100.8	4.19462	0.0347243
AsAa_g6731	1275	1100.8	0	0
AsAt_g1069	660	485.886	6	0.112529
AsAa_g12182	2025	1850.8	0	0
AsAt_g10655	705	530.861	353.994	6.07665
AsAa_g16363	693	518.861	3	0.0526889
AsAt_g20679	726	551.861	352.239	5.81644
AsAa_g10454	573	399.044	8	0.182691
AsAa_g8264	618	443.909	0	0
AsAa_g22179	3636	3461.8	0	0
AsAa_g16662	1950	1775.8	7.0507	0.0361816
AsAa_g13226	2199	2024.8	2.06525	0.00929482
AsAa_g8806	318	151.914	0	0
AsAa_g1451	516	342.28	0.5	0.0133118
AsAt_g13717	882	707.815	2912.88	37.5018
AsAa_g13605	1275	1100.8	0	0
AsAt_g12005	414	241.778	3	0.113072
AsAa_g21890	879	704.815	1391	17.9846
AsAt_g972	873	698.815	4456.62	58.1155
AsAa_g14435	753	578.847	3	0.0472288
AsAt_g8577	675	500.873	2	0.0363874
AsAt_g20981	1284	1109.8	289.756	2.37923
AsAa_g8019	3267	3092.8	3.08222	0.00908158
AsAa_g3580	441	268.166	0	0
AsAt_g5553	276	116.114	108	8.47594
AsAa_g23290	1191	1016.8	0	0
AsAa_g18000	1491	1316.8	1	0.00692038
AsAa_g19344	3567	3392.8	18.7109	0.0502558
AsAa_g13255	1020	845.797	18.4414	0.198691
AsAt_g3092	1755	1580.8	330	1.90233
AsAt_g4830	999	824.797	0	0
AsAt_g7561	1023	848.797	678	7.27905
AsAt_g8953	1839	1664.8	1	0.00547378
AsAa_g7558	2187	2012.8	0	0
AsAa_g20927	843	668.815	0	0
AsAa_g22678	1380	1205.8	0	0
AsAt_g12804	960	785.797	6	0.0695809
AsAt_g1780	3663	3488.8	318	0.830616
AsAa_g2069	3099	2924.8	0	0
AsAt_g9353	1086	911.797	611.257	6.10906
AsAt_g18258	1302	1127.8	405.985	3.28041
AsAa_g806	1611	1436.8	420.185	2.66498
AsAa_g10877	1515	1340.8	1.03251	0.00701745
AsAt_g7385	1125	950.797	687.949	6.59352
AsAa_g14738	1557	1382.8	0	0
AsAt_g11489	1059	884.797	0	0
AsAa_g12175	1203	1028.8	0	0
AsAa_g20820	1464	1289.8	4.27216	0.0301839
AsAa_g21003	3135	2960.8	1	0.0030778
AsAt_g18806	1119	944.797	37.3151	0.359911
AsAa_g5078	789	614.832	0	0
AsAa_g10400	486	312.498	130.282	3.79916
AsAa_g10831	213	70.6991	0	0
AsAa_g9043	1356	1181.8	0	0
AsAa_g14684	1554	1379.8	0	0
AsAa_g6391	660	485.886	1.00637	0.0188744
AsAa_g1711	570	396.054	3.0116	0.0692934
AsAt_g3069	1455	1280.8	1157.91	8.2384
AsAt_g14398	369	198.784	1597.04	73.212
AsAt_g1277	2541	2366.8	1565.68	6.02824
AsAt_g9238	2418	2243.8	126	0.511724
AsAt_g13186	378	207.296	1	0.04396
AsAt_g14087	1068	893.797	29.9992	0.305857
AsAt_g21406	612	437.92	2	0.0416183
AsAt_g9227	252	97.5626	137	12.7964
AsAt_g8272	501	327.33	420	11.6926
AsAa_g13553	2571	2396.8	0	0
AsAa_g1510	1917	1742.8	0	0
AsAt_g15508	867	692.815	0	0
AsAt_g15125	1821	1646.8	351.996	1.94781
AsAt_g12089	663	488.886	233.991	4.36156
AsAa_g10821	1386	1211.8	1.06018	0.0079726
AsAt_g2828	1038	863.797	177.945	1.87725
AsAt_g73	1899	1724.8	1029.9	5.44133
AsAa_g22968	1344	1169.8	3.12271	0.0243259
AsAa_g6198	774	599.832	0	0
AsAa_g13139	954	779.797	0	0
AsAa_g11705	1968	1793.8	4.0199	0.0204216
AsAt_g10482	3258	3083.8	547.859	1.61895
AsAa_g12163	501	327.33	0	0
AsAa_g5414	624	449.909	0	0
AsAt_g15171	387	215.81	4	0.168903
AsAa_g330	378	207.296	0	0
AsAa_g17250	1671	1496.8	51.8163	0.315466
AsAa_g13809	4614	4439.8	11.029	0.0226372
AsAa_g5795	1587	1412.8	3	0.0193504
AsAt_g14350	822	647.832	556	7.82098
AsAt_g3994	765	590.832	262.351	4.04639
AsAt_g9329	999	824.797	428	4.72874
AsAa_g6879	465	291.74	3.08992	0.0965162
AsAa_g13782	630	455.898	0	0
AsAa_g7077	897	722.815	0	0
AsAa_g17839	1554	1379.8	213.842	1.4123
AsAt_g11571	1572	1397.8	1	0.00651936
AsAa_g1547	231	82.7754	0	0
AsAa_g14747	759	584.847	1.011	0.0157528
AsAa_g1586	6126	5951.8	9.06097	0.0138732
AsAt_g5956	390	218.689	4	0.166679
AsAt_g3999	324	157.353	0	0
AsAt_g7148	2190	2015.8	434	1.96197
AsAa_g6156	1167	992.797	0	0
AsAt_g17097	2517	2342.8	923.885	3.59362
AsAa_g19471	1374	1199.8	0	0
AsAt_g12514	2130	1955.8	1651.94	7.69695
AsAt_g2731	978	803.797	1078	12.2214
AsAa_g14820	2124	1949.8	0	0
AsAt_g4071	2808	2633.8	1006.98	3.48406
AsAt_g16215	387	215.81	244	10.3031
AsAt_g14860	1617	1442.8	3835.63	24.2259
AsAa_g7001	864	689.815	0	0
AsAt_g3120	339	170.836	97	5.17416
AsAa_g10828	1167	992.797	3.03342	0.0278433
AsAa_g7986	687	512.861	0	0
AsAa_g7608	2640	2465.8	3.00562	0.0111077
AsAa_g12291	408	235.958	2	0.0772403
AsAt_g16502	1395	1220.8	0	0
AsAt_g18325	1368	1193.8	141	1.07631
AsAt_g4082	1026	851.797	0	0
AsAt_g7344	1170	995.797	17	0.15557
AsAt_g5649	423	250.568	0	0
AsAa_g4211	1158	983.797	4.00805	0.0371258
AsAt_g16440	228	80.8056	0	0
AsAa_g12374	582	408.004	0	0
AsAt_g20151	1524	1349.8	0	0
AsAa_g3597	1170	995.797	0	0
AsAa_g5379	438	265.227	0	0
AsAa_g21858	1908	1733.8	7.13269	0.037489
AsAa_g17156	513	339.289	0	0
AsAa_g10	1314	1139.8	0	0
AsAt_g7110	783	608.832	23	0.344254
AsAa_g23219	1299	1124.8	2	0.0162033
AsAa_g7582	411	238.875	350	13.352
AsAa_g16673	942	767.797	1.14035	0.0135345
AsAt_g15951	1569	1394.8	820	5.35737
AsAa_g4065	1110	935.797	5	0.0486897
AsAa_g21535	396	224.449	1	0.0406005
AsAa_g17603	2127	1952.8	0	0
AsAa_g21346	1593	1418.8	0	0
AsAa_g20802	531	357.184	1	0.0255127
AsAt_g6550	2727	2552.8	7	0.024988
AsAt_g8112	264	106.667	4	0.341728
AsAa_g10374	1191	1016.8	0	0
AsAa_g22636	726	551.861	5.24555	0.0866185
AsAa_g13231	657	482.886	0	0
AsAt_g15066	273	113.778	18.651	1.49381
AsAa_g116	717	542.861	3.05907	0.0513512
AsAa_g17248	1449	1274.8	8	0.0571871
AsAt_g3551	501	327.33	49.9804	1.39143
AsAa_g4610	3654	3479.8	0	0
AsAa_g18429	1086	911.797	0	0
AsAa_g7836	924	749.797	0	0
AsAt_g9028	174	48.3128	49	9.24236
AsAa_g3027	1722	1547.8	2.00818	0.0118232
AsAa_g137	1482	1307.8	3.13754	0.0218624
AsAa_g1664	711	536.861	1	0.0169741
AsAt_g11945	564	390.073	971.961	22.7066
AsAa_g17771	1374	1199.8	0	0
AsAa_g17932	1473	1298.8	11.1502	0.0782331
AsAa_g12283	207	66.8683	0	0
AsAt_g12088	669	494.886	44	0.810208
AsAt_g1485	891	716.815	298.977	3.80084
AsAa_g929	954	779.797	598.785	6.99742
AsAa_g19789	801	626.832	0	0
AsAa_g16057	1491	1316.8	0	0
AsAt_g19351	2169	1994.8	1391.99	6.35894
AsAa_g9124	2130	1955.8	15.5821	0.0726025
AsAa_g9211	894	719.815	0	0
AsAt_g16940	1596	1421.8	251.973	1.61497
AsAa_g22207	402	230.163	0	0
AsAa_g909	1227	1052.8	1	0.00865574
AsAt_g22056	1545	1370.8	712	4.73321
AsAt_g16560	1515	1340.8	323	2.19527
AsAa_g4090	1002	827.797	2.09256	0.0230358
AsAt_g8388	1050	875.797	0	0
AsAt_g2387	2532	2357.8	1798.45	6.95091
AsAt_g10933	966	791.797	0	0
AsAa_g17418	4506	4331.8	13.0897	0.0275366
AsAt_g2901	1086	911.797	0	0
AsAt_g16717	3990	3815.8	4	0.00955265
AsAt_g2424	1137	962.797	268.932	2.5454
AsAt_g10096	909	734.797	930.874	11.5444
AsAa_g12998	1092	917.797	1074.16	10.6653
AsAt_g3190	510	336.297	1	0.0270973
AsAt_g8823	966	791.797	480.911	5.53477
AsAt_g6432	1215	1040.8	0	0
AsAa_g10427	777	602.832	0	0
AsAa_g14516	1221	1046.8	0	0
AsAa_g3561	873	698.815	0	0
AsAt_g15816	1290	1115.8	550.99	4.49995
AsAa_g10684	1584	1409.8	1.05206	0.00680036
AsAt_g12875	630	455.898	42	0.83952
AsAt_g13285	2130	1955.8	1906.47	8.88293
AsAt_g4028	363	193.142	0	0
AsAt_g7478	2994	2819.8	0	0
AsAt_g6588	1581	1406.8	315.997	2.04692
AsAa_g226	579	405.004	129.821	2.92102
AsAa_g1059	654	479.886	1	0.0189894
AsAt_g16829	465	291.74	3	0.0937076
AsAt_g11270	816	641.832	21.2574	0.301813
AsAt_g4715	1893	1718.8	946.994	5.02078
AsAa_g11490	1650	1475.8	1	0.00617479
AsAa_g18280	1254	1079.8	0	0
AsAt_g14534	858	683.815	734.956	9.79425
AsAt_g222	1410	1235.8	65.4066	0.482307
AsAa_g16426	1461	1286.8	2	0.0141634
AsAa_g20094	2397	2222.8	1.01962	0.00418011
AsAa_g7474	1467	1292.8	3.05847	0.0215587
AsAt_g17829	576	402.024	0	0
AsAa_g19884	891	716.815	0	0
AsAt_g11218	408	235.958	3928.83	151.732
AsAt_g10099	2139	1964.8	248.674	1.15335
AsAt_g16052	723	548.861	316.517	5.25513
AsAt_g19052	645	470.898	72	1.39333
AsAa_g10024	393	221.578	0	0
AsAt_g20529	2472	2297.8	796.572	3.15909
AsAt_g4938	1476	1301.8	313.954	2.19772
AsAt_g18682	747	572.847	145	2.30663
AsAa_g922	1110	935.797	0	0
AsAt_g3152	1368	1193.8	173.914	1.32756
AsAa_g11503	2268	2093.8	1.03849	0.00451976
AsAa_g15816	780	605.832	1.06592	0.0160333
AsAt_g18304	342	173.629	2333.4	122.466
AsAa_g20985	1317	1142.8	215.796	1.72077
AsAt_g20297	1995	1820.8	360	1.80173
AsAa_g10857	246	93.1944	0	0
AsAa_g4986	588	413.973	0	0
AsAa_g10669	918	743.797	0	0
AsAt_g5334	1626	1451.8	126	0.790885
AsAa_g9106	1026	851.797	2.01122	0.0215165
AsAa_g10805	1137	962.797	0	0
AsAt_g20716	1092	917.797	491.908	4.88412
AsAt_g17196	687	512.861	232.939	4.13896
AsAt_g15234	444	271.085	201	6.75677
AsAa_g13240	510	336.297	3.17795	0.0861137
AsAa_g23352	5112	4937.8	2273	4.19484
AsAt_g7685	255	99.8627	4	0.365011
AsAa_g6088	636	461.898	1.02165	0.020156
AsAt_g15478	897	722.815	202	2.54667
AsAa_g22055	1452	1277.8	0	0
AsAa_g16555	1161	986.797	0	0
AsAt_g17673	2889	2714.8	9	0.0302102
AsAa_g9134	903	728.815	0	0
AsAa_g14791	1134	959.797	0	0
AsAa_g2738	750	575.847	0	0
AsAt_g12947	1164	989.797	305	2.80804
AsAt_g9642	798	623.832	1377	20.1147
AsAt_g11042	1158	983.797	5	0.0463141
AsAt_g4389	849	674.815	0	0
AsAt_g13385	609	434.931	0	0
AsAa_g7906	2148	1973.8	0	0
AsAa_g4108	879	704.815	0	0
AsAa_g17264	681	506.873	0	0
AsAt_g2644	423	250.568	221.39	8.0516
AsAt_g11333	2745	2570.8	1480.87	5.24926
AsAa_g16	711	536.861	0	0
AsAt_g10514	1317	1142.8	193	1.53899
AsAa_g21199	1608	1433.8	0	0
AsAt_g6546	1722	1547.8	0	0
AsAt_g16615	621	446.909	2	0.0407812
AsAa_g8014	429	256.39	0	0
AsAt_g20288	927	752.797	10375.9	125.602
AsAt_g18197	948	773.797	2354.86	27.7324
AsAt_g16642	1929	1754.8	0	0
AsAt_g14689	771	596.832	1	0.0152685
AsAa_g19458	1755	1580.8	0	0
AsAa_g3146	2307	2132.8	86.7477	0.370644
AsAt_g22076	852	677.815	23	0.309218
AsAt_g12594	1704	1529.8	379.992	2.26355
AsAt_g21676	642	467.898	0	0
AsAt_g1476	999	824.797	96	1.06065
AsAa_g16765	1575	1400.8	5.22707	0.0340042
AsAa_g16425	1995	1820.8	0	0
AsAa_g910	132	27.0234	2	0.674434
AsAt_g8688	1239	1064.8	73	0.624748
AsAt_g4814	1020	845.797	73	0.786512
AsAt_g21435	1209	1034.8	188.979	1.66421
AsAa_g4309	501	327.33	17	0.473273
AsAa_g8614	1086	911.797	1	0.00999426
AsAt_g1221	996	821.797	338.835	3.75727
AsAt_g4644	483	309.537	682.991	20.1072
AsAa_g944	459	285.848	0	0
AsAt_g17602	1032	857.797	148	1.57227
AsAt_g3823	1008	833.797	4076	44.5474
AsAa_g12218	1248	1073.8	1	0.00848646
AsAa_g17824	720	545.861	2.00787	0.03352
AsAt_g17478	1632	1457.8	1063.59	6.64852
AsAt_g6595	1170	995.797	55	0.503316
AsAa_g12215	1380	1205.8	7.32621	0.0553674
AsAa_g3674	984	809.797	3.01609	0.0339404
AsAa_g5612	1755	1580.8	0	0
AsAa_g17173	897	722.815	1	0.0126073
AsAt_g7250	1656	1481.8	29	0.178344
AsAa_g13537	2217	2042.8	0	0
AsAt_g14343	1824	1649.8	32	0.176754
AsAt_g13302	1140	965.797	72	0.679353
AsAt_g18954	738	563.847	354.915	5.73604
AsAt_g863	333	165.285	97	5.34795
AsAa_g8657	690	515.861	0	0
AsAt_g15221	300	136.309	2	0.133707
AsAa_g6623	1344	1169.8	0	0
AsAt_g20278	990	815.797	265	2.96014
AsAt_g15045	915	740.797	65	0.799582
AsAa_g1166	798	623.832	1.66667	0.0243461
AsAa_g7069	1686	1511.8	0	0
AsAa_g17265	882	707.815	0	0
AsAt_g14568	348	179.115	16	0.814023
AsAt_g19444	1023	848.797	268.963	2.88761
AsAt_g924	555	381.102	5	0.119558
AsAa_g3129	1383	1208.8	0	0
AsAa_g16660	1017	842.797	7.07336	0.0764806
AsAt_g15323	1344	1169.8	277.922	2.16502
AsAt_g9018	870	695.815	228.983	2.99887
AsAt_g15950	795	620.832	3	0.0440348
AsAt_g17269	1011	836.797	0	0
AsAa_g2543	444	271.085	0	0
AsAa_g20383	501	327.33	1	0.0278396
AsAt_g1123	1164	989.797	0	0
AsAt_g7449	687	512.861	101	1.79461
AsAt_g15230	864	689.815	2674.73	35.3343
AsAa_g2445	1185	1010.8	0	0
AsAa_g4072	1032	857.797	7.31818	0.0777441
AsAt_g12519	2547	2372.8	582.981	2.23894
AsAa_g16443	945	770.797	0	0
AsAa_g9627	969	794.797	15.1208	0.173368
AsAt_g16637	1095	920.797	357	3.53308
AsAt_g10545	837	662.832	50	0.687409
AsAt_g17576	336	168.071	0	0
AsAa_g7137	648	473.898	0	0
AsAt_g659	687	512.861	36	0.639664
AsAa_g12737	342	173.629	0	0
AsAt_g2928	786	611.832	813.937	12.1229
AsAa_g17941	555	381.102	3.02929	0.0724351
AsAt_g18216	2268	2093.8	231.821	1.00895
AsAa_g14089_AsAa_g14092	1191	1016.8	0	0
AsAa_g19822	1425	1250.8	0	0
AsAa_g20397	237	86.7752	0	0
AsAa_g19416	804	629.832	0	0
AsAa_g15570	213	70.6991	0	0
AsAt_g379	2373	2198.8	906	3.75484
AsAa_g2782	1491	1316.8	3	0.0207611
AsAa_g16777	477	303.613	0	0
AsAa_g19013	2079	1904.8	1.01173	0.00484022
AsAa_g22745	1638	1463.8	11	0.0684795
AsAa_g2914	498	324.355	0	0
AsAt_g11226	3759	3584.8	3061.38	7.78218
AsAa_g16805	549	375.102	0	0
AsAt_g7477	1170	995.797	5127.99	46.9273
AsAa_g5541	2268	2093.8	0	0
AsAt_g21913	2127	1952.8	0	0
AsAt_g17781	1371	1196.8	337.976	2.57344
AsAa_g1961	687	512.861	0	0
AsAa_g10070	474	300.628	0	0
AsAa_g11679	579	405.004	2	0.0450008
AsAa_g15151	1695	1520.8	15.4456	0.0925513
AsAt_g6470	1188	1013.8	0	0
AsAa_g4344	714	539.861	0	0
AsAt_g19163	1989	1814.8	0	0
AsAt_g6399	369	198.784	217	9.94779
AsAt_g12438	1428	1253.8	25	0.181703
AsAa_g3845	897	722.815	0	0
AsAa_g14703	1908	1733.8	2.01295	0.01058
AsAt_g18422	6627	6452.8	18490.2	26.1121
AsAt_g8130	1707	1532.8	1140.99	6.78337
AsAt_g7648	3009	2834.8	4756.97	15.2918
AsAt_g13627	1086	911.797	2190.76	21.895
AsAt_g12137	1260	1085.8	145.55	1.22156
AsAt_g11917	228	80.8056	41	4.62372
AsAa_g20603	2025	1850.8	3	0.0147711
AsAt_g6701	918	743.797	0	0
AsAa_g10923	222	76.6821	0	0
AsAa_g21751	1161	986.797	7.12212	0.0657704
AsAt_g12152	1422	1247.8	50.7493	0.370625
AsAt_g18389	204	64.9499	1	0.140304
AsAa_g8178	987	812.797	0	0
AsAa_g19334	3834	3659.8	0	0
AsAa_g2719	1395	1220.8	1	0.00746458
AsAa_g22952	750	575.847	11.3316	0.179322
AsAt_g15499	675	500.873	11372	206.898
AsAa_g21757	480	306.567	1	0.0297251
AsAt_g4713	1356	1181.8	508.984	3.92473
AsAt_g21754	624	449.909	3	0.0607639
AsAa_g17281	1749	1574.8	3.03762	0.0175775
AsAa_g1624	684	509.861	0	0
AsAt_g357	2121	1946.8	19.1944	0.0898468
AsAt_g21276	306	141.549	2639.55	169.931
AsAt_g22092	996	821.797	6	0.0665328
AsAt_g5416	1083	908.797	839.878	8.42167
AsAa_g15847	1269	1094.8	6.04475	0.0503146
AsAa_g12869	792	617.832	0	0
AsAa_g10194	1551	1376.8	2	0.0132376
AsAa_g2047	3039	2864.8	10.3322	0.0328661
AsAt_g14937	2421	2246.8	4	0.0162235
AsAt_g21097	1134	959.797	2929	27.8092
AsAa_g6357	480	306.567	3.14516	0.0934902
AsAt_g10449	705	530.861	76	1.30461
AsAt_g8793	477	303.613	4	0.120057
AsAa_g18023	711	536.861	0	0
AsAa_g10977	1296	1121.8	4	0.0324934
AsAt_g17195	1122	947.797	219	2.10561
AsAa_g20016	537	363.139	2.03922	0.0511728
AsAa_g1149	2172	1997.8	7.05851	0.0321967
AsAt_g18899	600	425.931	108.991	2.33185
AsAt_g6513	306	141.549	0	0
AsAt_g12362	1203	1028.8	580.995	5.14626
AsAt_g20014	1929	1754.8	212.985	1.10604
AsAa_g15448	663	488.886	0	0
AsAa_g1486	1014	839.797	2.01933	0.0219119
AsAa_g18794	345	176.41	0	0
AsAt_g14683	909	734.797	126	1.56262
AsAa_g1192	2388	2213.8	270.483	1.1134
AsAa_g15644	1068	893.797	0	0
AsAa_g13654	582	408.004	3.00916	0.0672095
AsAa_g4776	1410	1235.8	1.0014	0.00738432
AsAt_g4509	933	758.797	0	0
AsAa_g9318	882	707.815	0	0
AsAt_g20929	1107	932.797	0	0
AsAt_g1319	2313	2138.8	12227.7	52.0983
AsAt_g8812	1053	878.797	1	0.0103696
AsAt_g11324	1608	1433.8	2	0.0127113
AsAt_g534	468	294.696	0	0
AsAt_g2764	2934	2759.8	527.912	1.74315
AsAa_g2416	771	596.832	2	0.030537
AsAa_g1728	279	118.469	0	0
AsAa_g14649	1056	881.797	93.2989	0.964177
AsAa_g1656	2109	1934.8	9.99426	0.0470722
AsAa_g8202	1734	1559.8	4.0533	0.0236804
AsAt_g18727	2871	2696.8	767.973	2.59505
AsAa_g21587	303	138.943	1	0.065586
AsAa_g11860	2646	2471.8	0	0
AsAt_g17660	612	437.92	661.995	13.7756
AsAt_g3147	1653	1478.8	675.96	4.16544
AsAa_g9171	1278	1103.8	6.04054	0.0498696
AsAt_g4672	501	327.33	1710.99	47.6332
AsAa_g16097	666	491.886	10	0.185261
AsAt_g3024	1617	1442.8	161	1.01688
AsAa_g17556	1458	1283.8	0	0
AsAt_g13212	1410	1235.8	659	4.85945
AsAa_g11272	1239	1064.8	0	0
AsAt_g6599	819	644.832	403	5.69518
AsAt_g15311	1599	1424.8	1	0.00639582
AsAt_g266	534	360.176	0	0
AsAa_g4371	414	241.778	0	0
AsAt_g18662	900	725.815	2	0.0251103
AsAa_g17213	1710	1535.8	16.0837	0.0954336
AsAa_g12974	762	587.832	0	0
AsAa_g11262	1743	1568.8	0	0
AsAa_g5815	1719	1544.8	2	0.011798
AsAa_g8335	2025	1850.8	4	0.0196947
AsAt_g18995	702	527.861	269	4.64389
AsAa_g7663	243	91.0926	1	0.100038
AsAt_g5625	1233	1058.8	0	0
AsAt_g18297	2724	2549.8	608	2.17294
AsAt_g13156	273	113.778	7	0.560647
AsAt_g20486	1359	1184.8	311	2.39202
AsAt_g9930	882	707.815	16	0.205991
AsAa_g21575	2586	2411.8	0	0
AsAa_g9459	1518	1343.8	3	0.020344
AsAa_g1271	1095	920.797	44.2936	0.438355
AsAt_g13514	3243	3068.8	703.97	2.09043
AsAt_g15359	369	198.784	1299	59.5492
AsAt_g1536	984	809.797	1422	16.0019
AsAa_g4190	3435	3260.8	16.5764	0.0463251
AsAt_g22124	873	698.815	4	0.0521611
AsAa_g11160	3018	2843.8	8	0.0256354
AsAt_g8237	5112	4937.8	1445.63	2.66791
AsAa_g20908	849	674.815	1	0.013504
AsAa_g412	1092	917.797	2.0044	0.0199015
AsAa_g3578	4878	4703.8	27.2887	0.0528669
AsAt_g12791	1164	989.797	12	0.11048
AsAa_g23107	1680	1505.8	2	0.0121035
AsAt_g12599	321	154.616	10	0.58938
AsAt_g8510	828	653.832	566	7.88859
AsAa_g838	219	74.6791	0	0
AsAt_g17604	1485	1310.8	79.9462	0.555791
AsAa_g6186	1518	1343.8	0	0
AsAa_g4282	1635	1460.8	1	0.0062382
AsAa_g4881	1689	1514.8	4.28092	0.0257532
AsAa_g8068	795	620.832	0	0
AsAt_g9552	876	701.815	80	1.03876
AsAa_g10210	1212	1037.8	0	0
