target_id	length	eff_length	Asue_4	Asue_4_tpm
AsAt_g21676	642	464.939	0	0
AsAt_g1476	999	821.78	121	1.94229
AsAa_g16765	1575	1397.78	39	0.368054
AsAa_g16425	1995	1817.78	7	0.0507975
AsAa_g910	132	17.5501	487	366.046
AsAt_g8688	1239	1061.78	26.6366	0.330925
AsAt_g4814	1020	842.78	66.7436	1.04467
AsAt_g21435	1209	1031.78	91.4311	1.16894
AsAa_g4309	501	324.213	8	0.325495
AsAa_g8614	1086	908.78	294	4.2675
AsAt_g1221	996	818.78	119	1.91719
AsAt_g4644	483	306.286	236	10.1641
AsAa_g944	459	282.453	0	0
AsAt_g17602	1032	854.78	64	0.987667
AsAt_g3823	1008	830.78	380	6.03369
AsAa_g12218	1248	1070.78	75	0.923945
AsAa_g17824	720	542.907	64.2946	1.56219
AsAt_g17478	1632	1454.78	563.243	5.10721
AsAt_g6595	1170	992.78	70.4214	0.935701
AsAa_g12215	1380	1202.78	218.139	2.39239
AsAa_g3674	984	806.78	40.3448	0.659657
AsAa_g5612	1755	1577.78	212	1.77245
AsAa_g17173	897	719.78	84	1.53945
AsAt_g7250	1656	1478.78	16	0.142726
AsAa_g13537	2217	2039.78	100.943	0.652795
AsAt_g14343	1824	1646.78	3	0.0240309
AsAt_g13302	1140	962.78	10	0.137012
AsAt_g18954	738	560.907	296.404	6.97074
AsAt_g863	333	159.807	20	1.65089
AsAa_g8657	690	512.907	43	1.1059
AsAt_g15221	300	129.251	0	0
AsAa_g6623	1344	1166.78	0	0
AsAt_g20278	990	812.78	190	3.08365
AsAt_g15045	915	737.78	12	0.214555
AsAa_g1166	798	620.868	1.66667	0.0354107
AsAa_g7069	1686	1508.78	423.617	3.70367
AsAa_g17265	882	704.78	18	0.336902
AsAt_g14568	348	174.037	8	0.606365
AsAt_g19444	1023	845.78	166	2.58902
AsAt_g924	555	378.039	0	0
AsAa_g3129	1383	1205.78	147	1.60818
AsAa_g16660	1017	839.78	465.688	7.31501
AsAt_g15323	1344	1166.78	98.922	1.11838
AsAt_g9018	870	692.78	117.077	2.22926
AsAt_g15950	795	617.868	0	0
AsAt_g17269	1011	833.78	0	0
AsAa_g2543	444	267.562	0	0
AsAa_g20383	501	324.213	12	0.488243
AsAt_g1123	1164	986.78	0	0
AsAt_g7449	687	509.907	27	0.698486
AsAt_g15230	864	686.78	856.916	16.4591
AsAa_g2445	1185	1007.78	9	0.117805
AsAa_g4072	1032	854.78	25.4717	0.393087
AsAt_g12519	2547	2369.78	371.853	2.0699
AsAa_g16443	945	767.78	2	0.034362
AsAa_g9627	969	791.78	620.803	10.3427
AsAt_g16637	1095	917.78	201	2.88897
AsAt_g10545	837	659.825	31	0.619752
AsAt_g17576	336	162.594	0	0
AsAa_g7137	648	470.939	14	0.392147
AsAt_g659	687	509.907	18	0.465658
AsAa_g12737	342	168.32	32	2.50783
AsAt_g2928	786	608.868	287.053	6.21905
AsAa_g17941	555	378.039	411.491	14.3585
AsAt_g18216	2268	2090.78	411.908	2.59883
AsAa_g14089_AsAa_g14092	1191	1013.78	0	0
AsAa_g19822	1425	1247.78	116	1.22632
AsAa_g20397	237	76.2717	0	0
AsAa_g19416	804	626.868	0	0
AsAa_g15570	213	58.8764	0	0
AsAt_g379	2373	2195.78	306	1.83831
AsAa_g2782	1491	1313.78	14	0.140569
AsAa_g16777	477	300.307	0	0
AsAa_g19013	2079	1901.78	69.734	0.483693
AsAa_g22745	1638	1460.78	611	5.51749
AsAa_g2914	498	321.224	0	0
AsAt_g11226	3759	3581.78	1167.57	4.3
AsAa_g16805	549	372.076	0	0
AsAt_g7477	1170	992.78	2000.63	26.5827
AsAa_g5541	2268	2090.78	0	0
AsAt_g21913	2127	1949.78	0	0
AsAt_g17781	1371	1193.78	124.739	1.37836
AsAa_g1961	687	509.907	1	0.0258699
AsAa_g10070	474	297.346	0	0
AsAa_g11679	579	402.025	477.55	15.6693
AsAa_g15151	1695	1517.78	62.0927	0.539655
AsAt_g6470	1188	1010.78	129	1.68352
AsAa_g4344	714	536.907	2	0.0491378
AsAt_g19163	1989	1811.78	0	0
AsAt_g6399	369	194.046	200	13.596
AsAt_g12438	1428	1250.78	34	0.358578
AsAa_g3845	897	719.78	16	0.293228
AsAa_g14703	1908	1730.78	273.388	2.08364
AsAt_g18422	6627	6449.78	11239.5	22.9874
AsAt_g8130	1707	1529.78	505.457	4.35853
AsAt_g7648	3009	2831.78	866.453	4.03618
AsAt_g13627	1086	908.78	544.423	7.90247
AsAt_g12137	1260	1082.78	50.005	0.609198
AsAt_g11917	228	69.5479	34.8087	6.6022
AsAa_g20603	2025	1847.78	24	0.171335
AsAt_g6701	918	740.78	0	0
AsAa_g10923	222	65.2309	2	0.404447
AsAa_g21751	1161	983.78	687.657	9.22059
AsAt_g12152	1422	1244.78	78.0378	0.826985
AsAt_g18389	204	52.582	0	0
AsAa_g8178	987	809.78	22	0.358378
AsAa_g19334	3834	3656.78	12.2963	0.0443568
AsAa_g2719	1395	1217.78	191	2.06895
AsAa_g22952	750	572.907	339.93	7.82692
AsAt_g15499	675	497.907	2649.77	70.2014
AsAa_g21757	480	303.297	11	0.478421
AsAt_g4713	1356	1178.78	147.244	1.64775
AsAt_g21754	624	446.954	1	0.0295136
AsAa_g17281	1749	1571.78	185.4	1.55598
AsAa_g1624	684	506.907	186.795	4.86097
AsAt_g357	2121	1943.78	123.923	0.840992
AsAt_g21276	306	134.751	422.668	41.3764
AsAt_g22092	996	818.78	16.875	0.27187
AsAt_g5416	1083	905.78	123.97	1.80542
AsAa_g15847	1269	1091.78	1473.01	17.7974
AsAa_g12869	792	614.868	0	0
AsAa_g10194	1551	1373.78	327.769	3.14728
AsAa_g2047	3039	2861.78	606.228	2.79438
AsAt_g14937	2421	2243.78	28	0.164613
AsAt_g21097	1134	956.78	368.296	5.07773
AsAa_g6357	480	303.297	76.3182	3.3193
AsAt_g10449	705	527.907	39	0.974524
AsAt_g8793	477	300.307	8	0.351407
AsAa_g18023	711	533.907	34.4257	0.850554
AsAa_g10977	1296	1118.78	412	4.85778
AsAt_g17195	1122	944.78	92	1.28452
AsAa_g20016	537	360.088	58.1848	2.1315
AsAa_g1149	2172	1994.78	155.44	1.0279
AsAt_g18899	600	423.011	44.4493	1.38611
AsAt_g6513	306	134.751	0	0
AsAt_g12362	1203	1025.78	195.417	2.51301
AsAt_g20014	1929	1751.78	178.864	1.34688
AsAa_g15448	663	485.923	2	0.0542935
AsAa_g1486	1014	836.78	421.552	6.64545
AsAa_g18794	345	171.182	13	1.00177
AsAt_g14683	909	731.78	23	0.414603
AsAa_g1192	2388	2210.78	542.124	3.23473
AsAa_g15644	1068	890.78	169.429	2.50902
AsAa_g13654	582	405.025	86.6526	2.82218
AsAa_g4776	1410	1232.78	297	3.17802
AsAt_g4509	933	755.78	0	0
AsAa_g9318	882	704.78	0	0
AsAt_g20929	1107	929.78	0	0
AsAt_g1319	2313	2135.78	5508.22	34.0204
AsAt_g8812	1053	875.78	1	0.0150623
AsAt_g11324	1608	1430.78	29.9468	0.276098
AsAt_g534	468	291.386	3.02466	0.136928
AsAt_g2764	2934	2756.78	269	1.28717
AsAa_g2416	771	593.868	179.103	3.9783
AsAa_g1728	279	110.565	0	0
AsAa_g14649	1056	878.78	322.376	4.83914
AsAa_g1656	2109	1931.78	557.444	3.80653
AsAa_g8202	1734	1556.78	359.807	3.04879
AsAt_g18727	2871	2693.78	478.781	2.34455
AsAa_g21587	303	132.058	56	5.59383
AsAa_g11860	2646	2468.78	209.465	1.11922
AsAt_g17660	612	434.954	57	1.72869
AsAt_g3147	1653	1475.78	221.762	1.98222
AsAa_g9171	1278	1100.78	93.8	1.12405
AsAt_g4672	501	324.213	378.194	15.3875
AsAa_g16097	666	488.907	1330	35.8848
AsAt_g3024	1617	1439.78	106	0.971169
AsAa_g17556	1458	1280.78	1	0.0102994
AsAt_g13212	1410	1232.78	594	6.35603
AsAa_g11272	1239	1061.78	0	0
AsAt_g6599	819	641.868	124	2.54836
AsAt_g15311	1599	1421.78	0	0
AsAt_g266	534	357.088	0	0
AsAa_g4371	414	237.911	0	0
AsAt_g18662	900	722.78	1	0.0182507
AsAa_g17213	1710	1532.78	1216.17	10.4664
AsAa_g12974	762	584.907	0	0
AsAa_g11262	1743	1565.78	0	0
AsAa_g5815	1719	1541.78	2	0.0171117
AsAa_g8335	2025	1847.78	73.6134	0.525523
AsAt_g18995	702	524.907	99	2.48793
AsAa_g7663	243	80.931	0	0
AsAt_g5625	1233	1055.78	2.14888	0.0268488
AsAt_g18297	2724	2546.78	264	1.36741
AsAt_g13156	273	105.444	13	1.62632
AsAt_g20486	1359	1181.78	98	1.09389
AsAt_g9930	882	704.78	4	0.0748672
AsAa_g21575	2586	2408.78	350	1.91671
AsAa_g9459	1518	1340.78	123	1.21013
AsAa_g1271	1095	917.78	329	4.72871
AsAt_g13514	3243	3065.78	391.584	1.68488
AsAt_g15359	369	194.046	227	15.4315
AsAt_g1536	984	806.78	896.064	14.6511
AsAa_g4190	3435	3257.78	635.928	2.57496
AsAt_g22124	873	695.78	0	0
AsAa_g11160	3018	2840.78	259	1.20267
AsAt_g8237	5112	4934.78	872.814	2.33313
AsAa_g20908	849	671.78	13	0.255271
AsAa_g412	1092	914.78	88	1.26897
AsAa_g3578	4878	4700.78	1393.94	3.91165
AsAt_g12791	1164	986.78	118	1.57742
AsAa_g23107	1680	1502.78	160	1.40446
AsAt_g12599	321	148.547	0	0
AsAt_g8510	828	650.825	144.897	2.93685
AsAa_g838	219	63.0511	0	0
AsAt_g17604	1485	1307.78	17	0.171474
AsAa_g6186	1518	1340.78	0	0
AsAa_g4282	1635	1457.78	239	2.16267
