Category1	Category2	estimate	SE	df	t.ratio	p.value	model
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	1.76215254673587	0.0758144386358046	88386	23.2429676779757	6.50161799153418e-118	AD2m5Dad
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	1.25318583894599	0.110951904470439	88386	11.2948564959502	1.60362253445386e-28	AD2m5Dad
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-1.01936990504016	0.0849893779010547	88386	-11.9940859695069	5.66878612589792e-32	AD2m5Dad
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	0.042344928357937	0.0603387163304243	88386	0.701787027189135	0.965627676197008	AD2m5Dad
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	-0.50896670778989	0.12416016689936	88386	-4.09927531913227	0.000165926214381217	AD2m5Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-2.78152245177604	0.101629800230382	88386	-27.3691618547973	5.5962274200458e-163	AD2m5Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	-1.71980761837794	0.0821351485495859	88386	-20.9387533686589	6.55206908615164e-96	AD2m5Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-2.27255574398615	0.129965812023094	88386	-17.4857965230296	3.59600998647008e-67	AD2m5Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-1.21084091058805	0.115363246431514	88386	-10.4958983735506	9.34212489112025e-25	AD2m5Dad
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	1.0617148333981	0.0906727515718398	88386	11.7093042285907	1.56697709764958e-30	AD2m5Dad
