Category1	Category2	estimate	SE	df	t.ratio	p.value	model
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	-0.46037042864076	0.173083860773707	39246	-2.65981141501492	0.0312864694451986	Ahm5Mom
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-2.63337505141787	0.157583761138637	39246	-16.7109544307749	3.2304344076636e-61	Ahm5Mom
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	-1.60186022426846	0.128183557675587	39246	-12.4966123059442	1.45817974341119e-34	Ahm5Mom
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-2.17300462277711	0.175624095959062	39246	-12.3730437495527	6.37859404627689e-34	Ahm5Mom
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-1.1414897956277	0.149807228681427	39246	-7.61972439964919	2.59920974700333e-13	Ahm5Mom
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	1.03151482714941	0.131593406671748	39246	7.83865129141667	5.60216727526554e-14	Ahm5Mom
AreNot-organelle-targeted	Dual-targeted_Interacting	-0.639041301860836	0.191625479159152	39246	-3.334845160805	0.00341703823940411	Ahm5Dad
AreNot-organelle-targeted	Dual-targeted_Non-interacting	-1.60050253453519	0.0503933030327644	39246	-31.7602228513299	2.85731742519882e-217	Ahm5Dad
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	-0.520810328254192	0.1385751395131	39246	-3.75832440136175	0.00119911846322315	Ahm5Dad
AreNot-organelle-targeted	Plastid-targeted_Interacting	-2.67072357009012	0.117422208388572	39246	-22.744620517204	1.68118098634053e-112	Ahm5Dad
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-1.67441144014391	0.0700817709633284	39246	-23.8922535365163	5.80284289789717e-124	Ahm5Dad
Dual-targeted_Interacting	Dual-targeted_Non-interacting	-0.961461232674359	0.197119357848498	39246	-4.87755866886152	8.62614802903061e-06	Ahm5Dad
Dual-targeted_Interacting	Mitochondria-targeted_Interacting	0.761071322265529	0.221740075350847	39246	3.43226780752792	0.00299586568626159	Ahm5Dad
Dual-targeted_Interacting	Plastid-targeted_Interacting	-2.03168226822928	0.223840414739837	39246	-9.0764765182849	1.64102852902606e-18	Ahm5Dad
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	-1.03537013828307	0.203046819402346	39246	-5.09916944934478	3.08457537167156e-06	Ahm5Dad
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	1.72253255493989	0.122424759522645	39246	14.0701322318813	1.26687566982061e-43	Ahm5Dad
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	1.079692206281	0.146078014316686	39246	7.39120264833496	1.63238993786472e-12	Ahm5Dad
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-1.07022103555492	0.126189112044105	39246	-8.48108856793339	3.00004190947807e-16	Ahm5Dad
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	-0.642840348658885	0.177908420387291	39246	-3.61332165874712	0.00181606094208986	Ahm5Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-2.79275359049481	0.161976269176922	39246	-17.2417453784193	4.08344023598488e-65	Ahm5Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	-1.7964414605486	0.13175656103201	39246	-13.6345503136816	4.98382566894994e-41	Ahm5Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-2.14991324183592	0.180519462382879	39246	-11.9095925362108	1.80140889099042e-31	Ahm5Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-1.15360111188971	0.153982972751894	39246	-7.49174464730242	8.32673984773049e-13	Ahm5Dad
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.99631212994621	0.135261456554645	39246	7.36582434733509	1.79507777269106e-12	Ahm5Dad
