target_id	length	eff_length	D5_5	D5_5_tpm
Gohir.A04G028404	1585	1397.33	53.9252	0.35592
Gohir.D09G238800	898	710.333	242.891	3.15362
Gohir.A11G030881	2053	1865.33	676.706	3.34583
Gohir.D09G164440	504	317.049	1.87538	0.0545534
Gohir.A12G128850	1905	1717.33	0	0
Gohir.D09G058025	303	127.382	22	1.59285
Gohir.A12G161300	1882	1694.33	4.61075	0.0250977
Gohir.D01G194350	2745	2557.33	0	0
Gohir.D05G017800	712	524.364	181	3.18351
Gohir.D06G167100	1645	1457.33	885.753	5.60549
Gohir.A08G219555	1498	1310.33	928.156	6.5328
Gohir.A05G006100	1128	940.333	134.259	1.31681
Gohir.D04G010300	2689	2501.33	906.572	3.34265
Gohir.D01G057100	1269	1081.33	0	0
Gohir.D04G170800	1594	1406.33	192.873	1.26487
Gohir.A01G153800	1751	1563.33	16.8691	0.0995178
Gohir.D08G228400	1119	931.333	0	0
Gohir.A04G048165	1065	877.333	0	0
Gohir.A10G237000	918	730.333	0	0
Gohir.A13G016300	1270	1082.33	1.07053	0.00912217
Gohir.D08G191800	1624	1436.33	1083.13	6.9548
Gohir.A09G110880	1269	1081.33	2	0.0170581
Gohir.A05G236950	636	448.409	0	0
Gohir.D09G120400	2577	2389.33	34.5828	0.133488
Gohir.D03G135900	1752	1564.33	1	0.00589564
Gohir.A08G101400	804	616.333	0	0
Gohir.D07G105100	1173	985.333	208.776	1.95415
Gohir.D05G279500	1041	853.333	48.529	0.524497
Gohir.A11G029900	871	683.333	2.26818	0.0306129
Gohir.D05G344800	1847	1659.33	0	0
Gohir.A11G286841	945	757.333	0	0
Gohir.D03G031800	1092	904.333	427.698	4.36183
Gohir.A11G096800	2714	2526.33	139.692	0.509968
Gohir.A03G186400	1186	998.333	0	0
Gohir.D04G161600	1440	1252.33	884.964	6.51728
Gohir.D10G096000	1922	1734.33	457.372	2.43219
Gohir.D11G217600	2203	2015.33	4	0.0183052
Gohir.A06G061900	913	725.333	3	0.0381456
Gohir.A06G078300	2296	2108.33	10.2866	0.0449979
Gohir.D05G234600	3130	2942.33	123.04	0.38567
Gohir.A13G194500	999	811.333	10	0.113674
Gohir.A06G043800	4312	4124.33	8.62378	0.0192843
Gohir.A09G087600	1070	882.333	3	0.0313581
Gohir.D13G042300	1337	1149.33	399.909	3.20905
Gohir.D03G095800	2782	2594.33	351.146	1.24831
Gohir.D08G069200	3165	2977.33	984.768	3.05047
Gohir.D11G105400	1852	1664.33	1	0.00554141
Gohir.D11G065833	922	734.333	4.28589	0.053828
Gohir.D02G136400	4076	3888.33	1678.98	3.98237
Gohir.D02G043200	2366	2178.33	2.0145	0.00852909
Gohir.A02G162900	952	764.333	6.91727	0.0834666
Gohir.D03G166101	1665	1477.33	336.382	2.09998
Gohir.A05G044600	1089	901.333	65.2093	0.667244
Gohir.D13G072400	2007	1819.33	725.025	3.67537
Gohir.D02G104300	1911	1723.33	87.5345	0.468457
Gohir.A09G026000	7171	6983.33	150.343	0.198555
Gohir.A05G057500	1461	1273.33	0	0
Gohir.A08G114700	1067	879.333	0	0
Gohir.D10G152000	1549	1361.33	413.125	2.79883
Gohir.D05G287000	1718	1530.33	1166.98	7.03293
Gohir.A02G144200	969	781.333	100.38	1.18487
Gohir.A12G030701	522	334.904	0	0
Gohir.D02G014900	3427	3239.33	122.653	0.349206
Gohir.A10G169466	748	560.333	1.03937	0.0171074
Gohir.A07G112100	1898	1710.33	12.4463	0.0671148
Gohir.D06G172800	619	431.461	0	0
Gohir.D08G092550	231	72.8172	0	0
Gohir.A04G018100	2811	2623.33	6	0.021094
Gohir.D06G070000	3166	2978.33	539.258	1.66987
Gohir.A06G175900	1442	1254.33	5.39454	0.0396645
Gohir.D10G113200	1290	1102.33	762.868	6.38259
Gohir.A06G089000	2502	2314.33	85.4299	0.340443
Gohir.D10G136700	1374	1186.33	140	1.08838
Gohir.D02G211100	963	775.333	329.276	3.91681
Gohir.D06G009100	2758	2570.33	257.956	0.925584
Gohir.A06G203700	1768	1580.33	60.6854	0.354157
Gohir.A10G031650	915	727.333	1	0.0126802
Gohir.D06G185900	1275	1087.33	46.3901	0.39348
Gohir.D02G193500	354	172.223	104.764	5.61022
Gohir.D12G211400	642	454.409	3	0.0608884
Gohir.D07G106900	1085	897.333	1	0.010278
Gohir.A05G257150	774	586.333	1	0.0157295
Gohir.D09G074600	858	670.333	901.087	12.3976
Gohir.D02G139000	2564	2376.33	1703.27	6.61054
Gohir.D05G214600	1724	1536.33	1280.76	7.68854
Gohir.A05G110900	1774	1586.33	66.0843	0.384206
Gohir.A01G195000	1796	1608.33	12.3643	0.0709014
Gohir.D05G354825	333	153.225	0	0
Gohir.A12G219875	606	418.561	0	0
Gohir.D09G245650	568	380.704	1	0.0242255
Gohir.A13G139780	1125	937.333	0	0
Gohir.A10G158400	1065	877.333	12.3962	0.130312
Gohir.D12G014000	1852	1664.33	1227.51	6.80211
Gohir.A09G112900	1696	1508.33	2.53211	0.0154827
Gohir.A11G032200	1485	1297.33	11	0.0781991
Gohir.D02G076100	1379	1191.33	1704	13.1916
Gohir.D02G168900	2310	2122.33	126.948	0.551659
Gohir.D09G149400	2344	2156.33	14.0726	0.0601893
Gohir.D13G036900	2218	2030.33	3121.21	14.178
Gohir.A13G063900	1421	1233.33	50.3781	0.376722
Gohir.A07G183850	623	435.422	0	0
Gohir.D01G109550	216	63.0581	0	0
Gohir.D05G339300	1391	1203.33	0	0
Gohir.A08G000117	641	453.409	0	0
Gohir.A11G253600	3103	2915.33	17.4016	0.0550505
Gohir.D02G162600	2292	2104.33	792.769	3.4745
Gohir.A06G132200	2674	2486.33	6.51839	0.0241792
Gohir.D08G252466	264	95.8634	2.1294	0.204863
Gohir.A08G184900	2168	1980.33	5.26156	0.024504
Gohir.A08G099868	2794	2606.33	28.8475	0.102079
Gohir.D04G097500	1283	1095.33	1258	10.5924
Gohir.D05G057600	2551	2363.33	364.017	1.42055
Gohir.A06G111004	426	240.395	0	0
Gohir.D11G115100	456	269.623	0	0
Gohir.D02G144600	2553	2365.33	455.005	1.77412
Gohir.D05G306750	174	39.1477	0	0
Gohir.D01G110500	1668	1480.33	3	0.0186906
Gohir.A05G389500	1332	1144.33	295.155	2.3788
Gohir.D04G191000	1465	1277.33	424.603	3.06576
Gohir.D09G177200	1117	929.333	148	1.46876
Gohir.A05G171200	1945	1757.33	448.208	2.35226
Gohir.D07G144500	2265	2077.33	1769	7.85384
Gohir.A02G131602	702	514.395	0	0
Gohir.D09G148200	468	281.41	0	0
Gohir.D13G169500	776	588.333	17	0.266493
Gohir.D05G061700	1906	1718.33	595.437	3.19587
Gohir.A10G138000	651	463.409	0	0
Gohir.D05G127800	2098	1910.33	1049.31	5.0659
Gohir.A06G188000	545	357.791	0	0
Gohir.A04G136166	474	287.326	0	0
Gohir.D05G162100	1462	1274.33	34.897	0.252561
Gohir.A02G152800	1595	1407.33	33.3807	0.218755
Gohir.D04G126700	2004	1816.33	9.63492	0.048923
Gohir.D08G175150	399	214.352	0	0
Gohir.A10G180800	858	670.333	0	0
Gohir.D05G200300	2414	2226.33	539.723	2.23584
Gohir.A06G184200	1632	1444.33	0	0
Gohir.A05G174300	1908	1720.33	348.383	1.86769
Gohir.D03G099501	1705	1517.33	499.907	3.03856
Gohir.D05G379600	763	575.333	1	0.0160303
Gohir.A13G096100	2329	2141.33	23.6353	0.101797
Gohir.A06G171600	3763	3575.33	96.276	0.248349
Gohir.D02G060700	911	723.333	12.7371	0.162403
Gohir.A11G063866	998	810.333	40.8255	0.464652
Gohir.D04G130600	1233	1045.33	53.28	0.470078
Gohir.A13G202000	1652	1464.33	3.14327	0.0197971
Gohir.D12G051200	2062	1874.33	909.478	4.47513
Gohir.A07G093500	746	558.333	0	0
Gohir.D08G032600	1356	1168.33	9135.8	72.1174
Gohir.A05G202800	3483	3295.33	78.0746	0.21851
Gohir.A05G058000	1462	1274.33	1	0.00723731
Gohir.D10G105201	573	385.704	1.00197	0.0239586
Gohir.A09G089932	2542	2354.33	0	0
Gohir.A05G343600	3502	3314.33	424.599	1.18153
Gohir.D05G352900	1899	1711.33	26.3151	0.141818
Gohir.A12G080900	1402	1214.33	0	0
Gohir.D11G305800	923	735.333	19	0.238303
Gohir.A02G027600	1729	1541.33	89.8367	0.537549
Gohir.A11G314300	1726	1538.33	0	0
Gohir.D11G004801	690	502.395	1755.82	32.2326
Gohir.D09G135200	932	744.333	36	0.446062
Gohir.D09G152550	234	74.7961	27	3.32924
Gohir.A12G037300	1127	939.333	26.9688	0.26479
Gohir.A11G282669	210	59.3152	0	0
Gohir.A09G096001	954	766.333	0	0
Gohir.D05G116800	1456	1268.33	0	0
Gohir.D04G102100	2214	2026.33	97	0.44149
Gohir.A12G037100	2141	1953.33	12.0586	0.0569352
Gohir.D01G033132	965	777.333	1	0.0118646
Gohir.D05G087500	3297	3109.33	1170.35	3.47144
Gohir.A13G148700	3982	3794.33	4.32321	0.0105083
Gohir.D11G222014	204	55.6204	0	0
Gohir.D05G073700	1672	1484.33	5948.89	36.9628
Gohir.A01G181400	2148	1960.33	335	1.57607
Gohir.D08G202400	1665	1477.33	209.525	1.30803
Gohir.D08G027900	2146	1958.33	977.082	4.60155
Gohir.D01G152650	321	142.653	0	0
Gohir.A04G102000	1294	1106.33	0	0
Gohir.A09G028700	2906	2718.33	53.2069	0.18052
Gohir.D04G014900	4474	4286.33	1253.7	2.69753
Gohir.D08G215800	3557	3369.33	580.922	1.59013
Gohir.A03G119500	1075	887.333	1.02386	0.0106418
Gohir.D13G179600	1663	1475.33	913.872	5.71289
Gohir.D01G110200	667	479.395	1.16515	0.0224154
Gohir.A08G049100	2398	2210.33	8.1908	0.0341766
Gohir.A08G026720	1404	1216.33	44.5596	0.337869
Gohir.A09G018600	607	419.561	0	0
Gohir.D13G138200	4807	4619.33	669	1.33569
Gohir.D10G222144	776	588.333	0	0
Gohir.D13G000200	2424	2236.33	642.087	2.648
Gohir.D08G154100	1210	1022.33	184.954	1.66852
Gohir.A05G040300	2654	2466.33	11.3416	0.0424116
Gohir.D11G225400	2940	2752.33	476.171	1.59559
Gohir.D13G110600	1750	1562.33	7.1354	0.0421216
Gohir.D09G116300	1621	1433.33	318	2.04616
Gohir.A12G158300	552	364.726	0	0
Gohir.D08G183100	1151	963.333	1955	18.7168
Gohir.A07G112600	1168	980.333	24.3718	0.229284
Gohir.D07G002950	2991	2803.33	0	0
Gohir.D08G117301	581	393.658	4.24737	0.0995087
Gohir.A11G268900	1213	1025.33	5	0.0449744
Gohir.A01G086600	4737	4549.33	11.8593	0.0240421
Gohir.A10G183300	1312	1124.33	21.421	0.175713
Gohir.D11G048300	1848	1660.33	5	0.0277738
Gohir.A04G087700	1649	1461.33	62.7547	0.396057
Gohir.D05G185900	2624	2436.33	107	0.405049
Gohir.A11G229100	3899	3711.33	91.862	0.228279
Gohir.D12G269000	3894	3706.33	917.517	2.28313
Gohir.A11G320500	1386	1198.33	230	1.77015
Gohir.A05G100500	4117	3929.33	69.0633	0.162102
Gohir.D01G016984	1495	1307.33	2.02329	0.0142736
Gohir.D10G076300	966	778.333	314.406	3.72551
Gohir.A13G130701	838	650.333	0	0
Gohir.D13G046300	2125	1937.33	672.077	3.19945
Gohir.A11G175000	2374	2186.33	93.8537	0.395909
Gohir.A11G072400	1771	1583.33	103.348	0.601991
Gohir.A01G195400	1123	935.333	335.181	3.30502
Gohir.A05G261900	2342	2154.33	15.2447	0.065263
Gohir.A10G138500	1358	1170.33	0	0
Gohir.D08G201300	2935	2747.33	1203.74	4.04094
Gohir.D10G039300	1040	852.333	743.759	8.04791
Gohir.D07G196232	1671	1483.33	6.37421	0.0396322
Gohir.D10G014500	1698	1510.33	0	0
Gohir.D12G255375	1398	1210.33	254.882	1.9422
Gohir.D13G027080	576	388.704	16	0.37963
Gohir.D07G057300	4750	4562.33	1744.79	3.52709
Gohir.A13G112000	1725	1537.33	0	0
Gohir.A12G017600	2481	2293.33	530.589	2.13379
Gohir.D11G313200	2766	2578.33	45	0.160966
Gohir.A10G066900	1503	1315.33	83.8099	0.587651
Gohir.A04G044600	3609	3421.33	1.01919	0.00274738
Gohir.D01G110400	1302	1114.33	0	0
Gohir.D07G218000	2147	1959.33	82	0.385981
Gohir.D05G208000	2255	2067.33	33	0.147219
Gohir.D10G232100	6017	5829.33	105.519	0.166945
Gohir.A09G215400	967	779.333	46	0.544371
Gohir.A12G080200	228	70.8047	70	9.11792
Gohir.D05G082400	1553	1365.33	425.083	2.87141
Gohir.A10G191900	3019	2831.33	29.095	0.0947735
Gohir.D12G072500	936	748.333	643.952	7.93632
Gohir.A06G176500	437	251.035	0	0
Gohir.D01G077400	1648	1460.33	788.061	4.97701
Gohir.D01G118400	622	434.435	55.8674	1.18603
Gohir.D08G063700	2024	1836.33	261.11	1.31139
Gohir.D11G121600	6557	6369.33	1926.59	2.78969
Gohir.A09G175450	1936	1748.33	81.7318	0.431149
Gohir.A09G112200	1954	1766.33	1.30714	0.0068251
Gohir.A05G107600	938	750.333	28.8024	0.354026
Gohir.D12G021000	3385	3197.33	717.895	2.07078
Gohir.D10G117701	1838	1650.33	28.4974	0.159255
Gohir.D06G063600	830	642.333	7.07554	0.101592
Gohir.A01G070200	601	413.598	9	0.200689
Gohir.A05G250400	2336	2148.33	139.469	0.598738
Gohir.A10G044000	2230	2042.33	69.5251	0.313961
Gohir.D10G101400	1362	1174.33	944.972	7.42144
Gohir.A08G221650	1275	1087.33	0	0
Gohir.A05G240200	1429	1241.33	7.2458	0.0538342
Gohir.A13G178500	3187	2999.33	42.2159	0.129811
Gohir.A02G069100	2558	2370.33	3.14317	0.0122298
Gohir.A02G066800	2473	2285.33	0	0
Gohir.A08G060250	287	114.041	39	3.15402
Gohir.A03G134700	1085	897.333	0	0
Gohir.D09G084101	554	366.726	27.7316	0.697417
Gohir.D07G185600	2968	2780.33	624.431	2.07132
Gohir.A11G011900	1073	885.333	12.2541	0.127655
Gohir.D06G083833	237	76.7338	4.76073	0.572198
Gohir.A06G077950	1034	846.333	1.10794	0.0120735
Gohir.A11G234500	2144	1956.33	554.987	2.61637
Gohir.A01G205700	1461	1273.33	0	0
Gohir.A13G190300	2081	1893.33	0	0
Gohir.D07G111750	1639	1451.33	9	0.0571921
Gohir.D01G026700	869	681.333	562.839	7.61878
Gohir.A11G183800	1975	1787.33	2.82567	0.0145806
Gohir.A11G273100	1689	1501.33	1	0.00614304
Gohir.A03G123500	1437	1249.33	2.0793	0.0153497
Gohir.D05G336340	1512	1324.33	725	5.04895
Gohir.D03G009100	462	275.493	473.986	15.8677
Gohir.A06G136600	897	709.333	0	0
Gohir.D09G157000	888	700.333	1338	17.6202
Gohir.D04G099600	2034	1846.33	483.665	2.41599
Gohir.D08G151866	519	331.934	47.9487	1.33225
Gohir.D11G084500	1902	1714.33	108.345	0.582874
Gohir.D05G198900	2638	2450.33	984.324	3.70487
Gohir.A07G072900	1655	1467.33	122.449	0.769638
Gohir.A12G098200	546	358.791	0	0
Gohir.D06G175308	402	217.275	1	0.0424474
Gohir.D10G118700	1089	901.333	0	0
Gohir.D09G094400	2011	1823.33	79.8714	0.404004
Gohir.A12G146000	1812	1624.33	5.82726	0.0330864
Gohir.A03G198800	963	775.333	7.09104	0.0843494
Gohir.A11G104500	2132	1944.33	4.15997	0.0197324
Gohir.D10G153065	864	676.333	0	0
Gohir.D02G105800	1905	1717.33	1541.84	8.28026
Gohir.D13G185600	1748	1560.33	205	1.2117
Gohir.A11G286282	1734	1546.33	0	0
Gohir.A01G216800	2223	2035.33	34.813	0.157749
Gohir.D10G043800	1456	1268.33	141.004	1.02532
Gohir.A12G036900	2050	1862.33	16.7204	0.0828035
Gohir.A05G287900	2402	2214.33	73.3981	0.305705
Gohir.A10G040200	1583	1395.33	25.3142	0.16732
Gohir.A07G117900	1941	1753.33	0	0
Gohir.D08G211201	1244	1056.33	427.018	3.72826
Gohir.D11G083300	1667	1479.33	947.932	5.90978
Gohir.D01G065700	956	768.333	609	7.31018
Gohir.D05G176100	1949	1761.33	0	0
Gohir.A11G241900	678	490.395	0	0
Gohir.D10G253900	1615	1427.33	12	0.0775383
Gohir.D06G035000	438	252.02	0	0
Gohir.A03G000040	231	72.8172	0	0
Gohir.A06G046900	1453	1265.33	7.20052	0.0524831
Gohir.A01G079000	894	706.333	8.75912	0.11437
Gohir.D06G125800	1235	1047.33	9080.2	79.9597
Gohir.D02G059700	2848	2660.33	3.25698	0.0112912
Gohir.A11G127600	2783	2595.33	518.518	1.8426
Gohir.A02G043601	1842	1654.33	2.04069	0.0113766
Gohir.D12G261700	567	379.704	0	0
Gohir.D09G031600	417	231.706	0	0
Gohir.A07G186700	779	591.333	0	0
Gohir.A07G150100	1702	1514.33	16.4291	0.100058
Gohir.D13G108200	2566	2378.33	19.6863	0.0763398
Gohir.D10G231932	429	243.293	0	0
Gohir.A05G215900	1784	1596.33	12.951	0.0748239
Gohir.D01G023541	2641	2453.33	1767.9	6.646
Gohir.A13G167500	745	557.333	0	0
Gohir.A11G201100	1600	1412.33	5.05397	0.0330032
Gohir.D04G176414	330	150.548	0	0
Gohir.D01G026020	2484	2296.33	4	0.0160652
Gohir.A07G141550	375	191.563	0	0
Gohir.A13G024100	755	567.333	157.093	2.55375
Gohir.A07G082100	2461	2273.33	72.137	0.292654
Gohir.A12G015000	2107	1919.33	90.6816	0.435742
Gohir.D04G153200	777	589.333	2	0.0312989
Gohir.A02G139200	1082	894.333	17.2207	0.177587
Gohir.A08G144100	1600	1412.33	77.2986	0.504771
Gohir.A05G202550	234	74.7961	0	0
Gohir.D04G036800	1675	1487.33	14.7437	0.0914239
Gohir.D01G029000	950	762.333	29.2042	0.353315
Gohir.A11G229600	1266	1078.33	34.0367	0.291109
Gohir.A09G059300	941	753.333	0	0
Gohir.D10G164601	1275	1087.33	25.6212	0.217319
Gohir.D05G365700	921	733.333	325.743	4.0967
Gohir.A12G016966	1925	1737.33	178.818	0.949269
Gohir.D12G146150	1426	1238.33	2.01863	0.0150342
Gohir.A06G082880	1536	1348.33	12.9309	0.0884487
Gohir.A04G114900	1159	971.333	6	0.0569696
Gohir.A07G100700	362	179.459	0	0
Gohir.A07G058200	2551	2363.33	301.163	1.17527
Gohir.A11G004400	583	395.646	0	0
Gohir.A11G301700	2927	2739.33	41.316	0.139102
Gohir.A07G076550	1873	1685.33	187.563	1.02641
Gohir.D11G046280	578	390.669	136.341	3.21867
Gohir.D12G133232	540	352.812	138	3.60741
Gohir.A01G011600	2091	1903.33	27.5071	0.133288
Gohir.D01G062600	1042	854.333	773.836	8.35376
Gohir.D06G014450	420	234.657	0	0
Gohir.A07G196900	562	374.715	0	0
Gohir.A01G225700	1716	1528.33	9.26135	0.0558877
Gohir.A10G087250	657	469.395	0	0
Gohir.D02G011800	1003	815.333	582.388	6.58775
Gohir.D01G042774	93	11.1728	0	0
Gohir.D04G162300	3791	3603.33	8762.88	22.4286
Gohir.A10G099000	834	646.333	2	0.0285387
Gohir.D08G175050	769	581.333	94.5129	1.49943
Gohir.A08G082862	1359	1171.33	11.3518	0.0893813
Gohir.D05G056900	927	739.333	34.5538	0.431038
Gohir.A05G297200	2773	2585.33	1.05349	0.00375816
Gohir.A10G040100	1593	1405.33	3.25184	0.0213407
Gohir.D13G219000	1980	1792.33	1998.91	10.2857
Gohir.D08G067000	1968	1780.33	433.127	2.24375
Gohir.D08G210100	1413	1225.33	144.681	1.08898
Gohir.D07G056200	2973	2785.33	1977.97	6.54941
Gohir.A08G101048	1572	1384.33	0	0
Gohir.D13G142100	1424	1236.33	181.83	1.35641
Gohir.A06G163300	3023	2835.33	3.3451	0.0108809
Gohir.D08G069400	2551	2363.33	391.664	1.52844
Gohir.A05G072300	2194	2006.33	225.038	1.03446
Gohir.D05G332188	351	169.483	0	0
Gohir.D04G185500	1056	868.333	0	0
Gohir.A07G210200	2215	2027.33	1	0.0045492
Gohir.D03G091200	1342	1154.33	536.013	4.28257
Gohir.D11G218000	1477	1289.33	137.632	0.984497
Gohir.A06G025900	1680	1492.33	2.21313	0.0136774
Gohir.D01G186200	602	414.573	0	0
Gohir.D02G020550	348	166.713	0	0
Gohir.D13G057801	4668	4480.33	24.0392	0.0494845
Gohir.D04G087100	1437	1249.33	373.182	2.75488
Gohir.A03G075000	2229	2041.33	2.04234	0.00922729
Gohir.A02G145200	1914	1726.33	2.79806	0.0149484
Gohir.A05G339200	3285	3097.33	4.48277	0.0133481
Gohir.D08G083700	4014	3826.33	1249.88	3.01264
Gohir.D05G328740	351	169.483	0	0
Gohir.D05G094000	2780	2592.33	127.811	0.454712
Gohir.D03G034000	1611	1423.33	1094.1	7.08945
Gohir.D01G154266	2144	1956.33	16	0.0754288
Gohir.D03G053900	1969	1781.33	1989.94	10.3028
Gohir.D12G023900	2867	2679.33	50.6846	0.174465
Gohir.A11G086300	2042	1854.33	86.0573	0.428016
Gohir.A02G165400	1070	882.333	3.6342	0.0379871
Gohir.A07G084000	1335	1147.33	2.09874	0.0168706
Gohir.A12G112100	6276	6088.33	1163.26	1.76214
Gohir.A12G142700	1812	1624.33	22.53	0.127922
Gohir.A01G078100	4189	4001.33	3.30102	0.00760859
Gohir.D05G327200	1530	1342.33	0	0
Gohir.A01G088400	1104	916.333	0	0
Gohir.A06G065650	570	382.704	0	0
Gohir.A08G113000	1617	1429.33	0	0
Gohir.D07G104350	354	172.223	4	0.214205
Gohir.D13G155000	1116	928.333	2273.53	22.5869
Gohir.D11G131300	1524	1336.33	19	0.131129
Gohir.A04G078300	1667	1479.33	0	0
Gohir.A11G077900	1731	1543.33	7	0.041831
Gohir.A13G032800	961	773.333	0	0
Gohir.D04G173180	675	487.395	0	0
Gohir.A05G026300	5376	5188.33	150.784	0.268032
Gohir.A03G132200	2029	1841.33	4.03363	0.0202034
Gohir.D01G044300	2424	2236.33	691.862	2.85327
Gohir.A06G068800	2674	2486.33	9.6442	0.035774
Gohir.D07G197600	480	293.239	6.78463	0.213385
Gohir.A04G004400	1711	1523.33	13.6186	0.0824511
Gohir.D07G056700	1602	1414.33	230.356	1.50213
Gohir.A04G068900	961	773.333	0	0
Gohir.D04G090900	839	651.333	1286	18.2095
Gohir.A11G267400	1708	1520.33	26.3155	0.159637
Gohir.D04G065500	1486	1298.33	393.72	2.7968
Gohir.A08G187250	546	358.791	0	0
Gohir.D10G084200	1593	1405.33	551.35	3.61833
Gohir.A03G190700	519	331.934	0	0
Gohir.A09G214300	1236	1048.33	0	0
Gohir.A13G167300	2437	2249.33	2.02672	0.00830999
Gohir.A11G044500	1038	850.333	2.03071	0.0220252
Gohir.D06G199500	1637	1449.33	36.5587	0.232639
Gohir.D12G039100	1374	1186.33	3	0.0233225
Gohir.D05G191300	2953	2765.33	2173.9	7.25025
Gohir.A03G151200	907	719.333	225.048	2.8854
Gohir.A06G137802	457	270.591	8	0.27267
Gohir.D11G195400	3544	3356.33	396.098	1.08842
Gohir.A10G241520	3152	2964.33	50.5719	0.157341
Gohir.D07G187500	1419	1231.33	2	0.0149801
Gohir.D04G029300	2355	2167.33	469.46	1.99771
Gohir.A05G265000	153	29.0464	0	0
Gohir.A07G104650	2951	2763.33	8.56194e-06	2.85759e-08
Gohir.A09G002000	1378	1190.33	0	0
Gohir.D02G106700	3373	3185.33	545.18	1.5785
Gohir.D08G095100	1137	949.333	0	0
Gohir.A13G199800	1497	1309.33	98.8726	0.696444
Gohir.A02G148000	685	497.395	2.01682	0.037396
Gohir.D13G126200	1925	1737.33	0	0
Gohir.A03G028001	717	529.349	0	0
Gohir.D02G231601	660	472.395	12	0.23428
Gohir.A03G166900	1022	834.333	4.64151	0.0513074
Gohir.A01G139500	952	764.333	31.3125	0.377829
Gohir.D05G136700	3431	3243.33	139.905	0.397834
Gohir.A01G179666	568	380.704	0	0
Gohir.A13G122266	1352	1164.33	0	0
Gohir.A13G221400	1308	1120.33	0	0
Gohir.A06G120304	1671	1483.33	196.463	1.22153
Gohir.D13G029900	3193	3005.33	876.791	2.69069
Gohir.D05G385000	3322	3134.33	1157.16	3.40493
Gohir.A08G059750	486	299.186	0	0
Gohir.D07G028100	2078	1890.33	3	0.0146367
Gohir.A10G092900	2645	2457.33	10.17	0.0381694
Gohir.D10G005266	1034	846.333	0	0
Gohir.D03G161200	1182	994.333	0	0
Gohir.A13G082800	1873	1685.33	0	0
Gohir.D07G016800	780	592.333	196.995	3.06726
Gohir.A07G012000	2156	1968.33	105.729	0.495399
Gohir.D03G090100	2685	2497.33	555.187	2.05033
Gohir.A01G018700	3910	3722.33	7.56186	0.0187359
Gohir.A01G092600	2466	2278.33	43.9509	0.177914
Gohir.A03G055900	1242	1054.33	0	0
Gohir.A03G192300	360	177.632	0	0
Gohir.A06G119700	1989	1801.33	6.79665	0.0347986
