target_id	length	eff_length	AD1_2	AD1_2_tpm
Gohir.A05G042800	1498	1307.5	235.324	1.79975
Gohir.A04G028404	1585	1394.5	10	0.071708
Gohir.D09G238800	898	707.527	21	0.296799
Gohir.A11G030881	2053	1862.5	751.867	4.03674
Gohir.D09G164440	504	313.994	1	0.0318467
Gohir.A12G128850	1905	1714.5	8.57649	0.0500217
Gohir.D09G058025	303	124.38	9	0.723566
Gohir.A12G161300	1882	1691.5	188.611	1.11502
Gohir.D01G194350	2745	2554.5	0	0
Gohir.D05G017800	712	521.549	8.40384	0.161127
Gohir.D06G167100	1645	1454.5	11	0.075625
Gohir.A08G219555	1498	1307.5	41.6834	0.318792
Gohir.A05G006100	1128	937.501	175.857	1.87575
Gohir.D04G010300	2689	2498.5	452.746	1.81202
Gohir.D01G057100	1269	1078.5	0	0
Gohir.D04G170800	1594	1403.5	142.694	1.01667
Gohir.A01G153800	1751	1560.5	9.98621	0.0639916
Gohir.D08G228400	1119	928.501	0	0
Gohir.A04G048165	1065	874.501	23.7454	0.271523
Gohir.A10G237000	918	727.527	2	0.0274895
Gohir.A13G016300	1270	1079.5	8.21626	0.0761092
Gohir.D08G191800	1624	1433.5	559.395	3.90218
Gohir.A09G110880	1269	1078.5	0	0
Gohir.A05G236950	636	445.598	0	0
Gohir.D09G120400	2577	2386.5	172.24	0.721704
Gohir.D03G135900	1752	1561.5	0	0
Gohir.A08G101400	804	613.549	152.634	2.48764
Gohir.D07G105100	1173	982.501	99.7104	1.01483
Gohir.D05G279500	1041	850.501	1.10595	0.0130031
Gohir.A11G029900	871	680.527	1124.76	16.5272
Gohir.D05G344800	1847	1656.5	0	0
Gohir.A11G286841	945	754.527	0	0
Gohir.D03G031800	1092	901.501	1015.14	11.2602
Gohir.A11G096800	2714	2523.5	156.914	0.621792
Gohir.A03G186400	1186	995.501	8.19217	0.0822894
Gohir.D04G161600	1440	1249.5	1961.9	15.7009
Gohir.D10G096000	1922	1731.5	116.207	0.671116
Gohir.D11G217600	2203	2012.5	4	0.0198751
Gohir.A06G061900	913	722.527	5	0.0691994
Gohir.A06G078300	2296	2105.5	49.2009	0.233671
Gohir.D05G234600	3130	2939.5	142.88	0.486053
Gohir.A13G194500	999	808.501	871	10.7727
Gohir.A06G043800	4312	4121.5	122.034	0.296082
Gohir.A09G087600	1070	879.501	15	0.170546
Gohir.D13G042300	1337	1146.5	335.467	2.92592
Gohir.D03G095800	2782	2591.5	219.732	0.847868
Gohir.D08G069200	3165	2974.5	395.569	1.32982
Gohir.D11G105400	1852	1661.5	10	0.0601847
Gohir.D11G065833	922	731.527	9.68724	0.132421
Gohir.D02G136400	4076	3885.5	1157.57	2.97911
Gohir.D02G043200	2366	2175.5	14.2963	0.0657127
Gohir.A02G162900	952	761.527	1.24763	0.0163827
Gohir.D03G166101	1665	1474.5	280.814	1.90441
Gohir.A05G044600	1089	898.501	1338.07	14.8918
Gohir.D13G072400	2007	1816.5	270.42	1.48864
Gohir.D02G104300	1911	1720.5	39.373	0.228839
Gohir.A09G026000	7171	6980.5	735.468	1.05357
Gohir.A05G057500	1461	1270.5	5.189	0.0408409
Gohir.A08G114700	1067	876.501	0	0
Gohir.D10G152000	1549	1358.5	470.027	3.45979
Gohir.D05G287000	1718	1527.5	658.6	4.31149
Gohir.A02G144200	969	778.527	300.198	3.85585
Gohir.A12G030701	522	331.832	0	0
Gohir.D02G014900	3427	3236.5	499.145	1.54219
Gohir.A10G169466	748	557.549	181	3.24625
Gohir.A07G112100	1898	1707.5	119.658	0.700756
Gohir.D06G172800	619	428.641	0	0
Gohir.D08G092550	231	70.7743	1	0.14129
Gohir.A04G018100	2811	2620.5	77	0.293828
Gohir.D06G070000	3166	2975.5	238.519	0.801585
Gohir.A06G175900	1442	1251.5	33.7135	0.269376
Gohir.D10G113200	1290	1099.5	168.636	1.53371
Gohir.A06G089000	2502	2311.5	505.962	2.18882
Gohir.D10G136700	1374	1183.5	2	0.0168985
Gohir.D02G211100	963	772.527	101	1.30736
Gohir.D06G009100	2758	2567.5	151.431	0.589782
Gohir.A06G203700	1768	1577.5	180.82	1.14621
Gohir.A10G031650	915	724.527	0	0
Gohir.D06G185900	1275	1084.5	20.4706	0.18875
Gohir.D02G193500	354	169.003	57.7197	3.41521
Gohir.D12G211400	642	451.598	67	1.48358
Gohir.D07G106900	1085	894.501	0	0
Gohir.A05G257150	774	583.549	0	0
Gohir.D09G074600	858	667.527	340.985	5.10802
Gohir.D02G139000	2564	2373.5	738.959	3.11328
Gohir.D05G214600	1724	1533.5	440.738	2.87398
Gohir.A05G110900	1774	1583.5	451.723	2.8526
Gohir.A01G195000	1796	1605.5	0	0
Gohir.D05G354825	333	150.178	0	0
Gohir.A12G219875	606	415.641	0	0
Gohir.D09G245650	568	377.667	0	0
Gohir.A13G139780	1125	934.501	0	0
Gohir.A10G158400	1065	874.501	7	0.0800431
Gohir.D12G014000	1852	1661.5	595.338	3.58302
Gohir.A09G112900	1696	1505.5	156.034	1.03639
Gohir.A11G032200	1485	1294.5	133.351	1.0301
Gohir.D02G076100	1379	1188.5	593.799	4.99604
Gohir.D02G168900	2310	2119.5	7.48249	0.035302
Gohir.D09G149400	2344	2153.5	9	0.0417911
Gohir.D13G036900	2218	2027.5	1870.05	9.22315
Gohir.A13G063900	1421	1230.5	141.704	1.15156
Gohir.A07G183850	623	432.627	0	0
Gohir.D01G109550	216	61.503	2	0.325177
Gohir.D05G339300	1391	1200.5	991.719	8.26061
Gohir.A08G000117	641	450.598	9.26854	0.205688
Gohir.A11G253600	3103	2912.5	279.493	0.959604
Gohir.D02G162600	2292	2101.5	16.6783	0.0793613
Gohir.A06G132200	2674	2483.5	214.757	0.864708
Gohir.D08G252466	264	93.684	3	0.320216
Gohir.A08G184900	2168	1977.5	582.502	2.94556
Gohir.A08G099868	2794	2603.5	209.771	0.8057
Gohir.D04G097500	1283	1092.5	594	5.4369
Gohir.D05G057600	2551	2360.5	590.465	2.50136
Gohir.A06G111004	426	237.239	0	0
Gohir.D11G115100	456	266.643	0	0
Gohir.D02G144600	2553	2362.5	125.124	0.529607
Gohir.D05G306750	174	38.8056	8.6264	2.22291
Gohir.D01G110500	1668	1477.5	0	0
Gohir.A05G389500	1332	1141.5	712.435	6.24102
Gohir.D04G191000	1465	1274.5	366.623	2.87651
Gohir.D09G177200	1117	926.501	92.3718	0.996965
Gohir.A05G171200	1945	1754.5	3625.19	20.6616
Gohir.D07G144500	2265	2074.5	657.308	3.16841
Gohir.A02G131602	702	511.566	0	0
Gohir.D09G148200	468	278.444	0	0
Gohir.D13G169500	776	585.549	2	0.0341549
Gohir.D05G061700	1906	1715.5	267.066	1.55674
Gohir.A10G138000	651	460.598	24.475	0.531359
Gohir.D05G127800	2098	1907.5	586.361	3.07388
Gohir.A06G188000	545	354.741	0	0
Gohir.A04G136166	474	284.303	5	0.175864
Gohir.D05G162100	1462	1271.5	4	0.0314579
Gohir.A02G152800	1595	1404.5	79.8213	0.568307
Gohir.D04G126700	2004	1813.5	0	0
Gohir.D08G175150	399	211.028	0	0
Gohir.A10G180800	858	667.527	261	3.90983
Gohir.D05G200300	2414	2223.5	143.15	0.643783
Gohir.A06G184200	1632	1441.5	3	0.020811
Gohir.A05G174300	1908	1717.5	557.897	3.2482
Gohir.D03G099501	1705	1514.5	354.406	2.34001
Gohir.D05G379600	763	572.549	6	0.104791
Gohir.A13G096100	2329	2138.5	139.216	0.650976
Gohir.A06G171600	3763	3572.5	148.83	0.416586
Gohir.D02G060700	911	720.527	11	0.152661
Gohir.A11G063866	998	807.501	62.6447	0.77576
Gohir.D04G130600	1233	1042.5	114.77	1.10087
Gohir.A13G202000	1652	1461.5	96.1558	0.657905
Gohir.D12G051200	2062	1871.5	405.973	2.16917
Gohir.A07G093500	746	555.549	6	0.107998
Gohir.D08G032600	1356	1165.5	6636.47	56.9391
Gohir.A05G202800	3483	3292.5	816.432	2.4796
Gohir.A05G058000	1462	1271.5	1	0.00786448
Gohir.D10G105201	573	382.655	34.0963	0.891018
Gohir.A09G089932	2542	2351.5	27.9217	0.118736
Gohir.A05G343600	3502	3311.5	644.722	1.94686
Gohir.D05G352900	1899	1708.5	33.4537	0.195802
Gohir.A12G080900	1402	1211.5	0	0
Gohir.D11G305800	923	732.527	11	0.15016
Gohir.A02G027600	1729	1538.5	160.977	1.04629
Gohir.A11G314300	1726	1535.5	2	0.0130247
Gohir.D11G004801	690	499.566	1268.15	25.3842
Gohir.D09G135200	932	741.527	15	0.202279
Gohir.D09G152550	234	72.7627	4	0.549715
Gohir.A12G037300	1127	936.501	555.756	5.93421
Gohir.A11G282669	210	57.807	0	0
Gohir.A09G096001	954	763.527	4	0.0523868
Gohir.D05G116800	1456	1265.5	0	0
Gohir.D04G102100	2214	2023.5	9	0.044476
Gohir.A12G037100	2141	1950.5	36.7205	0.188256
Gohir.D01G033132	965	774.527	1	0.0129107
Gohir.D05G087500	3297	3106.5	215.218	0.692777
Gohir.A13G148700	3982	3791.5	111.634	0.294424
Gohir.D11G222014	204	54.2277	0	0
Gohir.D05G073700	1672	1481.5	3403.8	22.9747
Gohir.A01G181400	2148	1957.5	145	0.740717
Gohir.D08G202400	1665	1474.5	293.134	1.98796
Gohir.D08G027900	2146	1955.5	549.464	2.80975
Gohir.D01G152650	321	139.693	1	0.0715835
Gohir.A04G102000	1294	1103.5	67.9182	0.61546
Gohir.A09G028700	2906	2715.5	29	0.106791
Gohir.D04G014900	4474	4283.5	319.46	0.745768
Gohir.D08G215800	3557	3366.5	61.215	0.18183
Gohir.A03G119500	1075	884.501	68	0.768771
Gohir.D13G179600	1663	1472.5	382.375	2.59669
Gohir.D01G110200	667	476.582	0	0
Gohir.A08G049100	2398	2207.5	68.2841	0.309318
Gohir.A08G026720	1404	1213.5	114.396	0.942666
Gohir.A09G018600	607	416.641	0	0
Gohir.D13G138200	4807	4616.5	647	1.40145
Gohir.D10G222144	776	585.549	0	0
Gohir.D13G000200	2424	2233.5	298.86	1.33804
Gohir.D08G154100	1210	1019.5	9.87181	0.0968268
Gohir.A05G040300	2654	2463.5	762.591	3.09546
Gohir.D11G225400	2940	2749.5	335.806	1.2213
Gohir.D13G110600	1750	1559.5	4.59266	0.0294487
Gohir.D09G116300	1621	1430.5	1172.09	8.19334
Gohir.A12G158300	552	361.717	0	0
Gohir.D08G183100	1151	960.501	683.106	7.11175
Gohir.A07G112600	1168	977.501	52	0.531952
Gohir.D07G002950	2991	2800.5	1	0.00357068
Gohir.D08G117301	581	390.655	17.0423	0.436236
Gohir.A11G268900	1213	1022.5	48.6751	0.476025
Gohir.A01G086600	4737	4546.5	62.6531	0.137801
Gohir.A10G183300	1312	1121.5	253.946	2.26427
Gohir.D11G048300	1848	1657.5	2	0.012066
Gohir.A04G087700	1649	1458.5	72.7237	0.498604
Gohir.D05G185900	2624	2433.5	37.8969	0.155725
Gohir.A11G229100	3899	3708.5	793.858	2.14058
Gohir.D12G269000	3894	3703.5	721.154	1.94716
Gohir.A11G320500	1386	1195.5	371	3.1032
Gohir.A05G100500	4117	3926.5	269.473	0.686273
Gohir.D01G016984	1495	1304.5	632.372	4.84746
Gohir.D10G076300	966	775.527	126.972	1.63718
Gohir.A13G130701	838	647.527	0	0
Gohir.D13G046300	2125	1934.5	231	1.19407
Gohir.A11G175000	2374	2183.5	207.655	0.950987
Gohir.A11G072400	1771	1580.5	497.938	3.15041
Gohir.A01G195400	1123	932.501	381.733	4.09352
Gohir.A05G261900	2342	2151.5	61.5746	0.286185
Gohir.A10G138500	1358	1167.5	281.291	2.40926
Gohir.D08G201300	2935	2744.5	1742.93	6.35042
Gohir.D10G039300	1040	849.501	646.877	7.61455
Gohir.D07G196232	1671	1480.5	114.416	0.772794
Gohir.D10G014500	1698	1507.5	0	0
Gohir.D12G255375	1398	1207.5	9.09705	0.0753355
Gohir.D13G027080	576	385.655	4	0.103717
Gohir.D07G057300	4750	4559.5	450.624	0.988287
Gohir.A13G112000	1725	1534.5	2	0.0130331
Gohir.A12G017600	2481	2290.5	889.785	3.88456
Gohir.D11G313200	2766	2575.5	24.5637	0.0953716
Gohir.A10G066900	1503	1312.5	104.655	0.797349
Gohir.A04G044600	3609	3418.5	14.6661	0.0429009
Gohir.D01G110400	1302	1111.5	0	0
Gohir.D07G218000	2147	1956.5	29.7715	0.152162
Gohir.D05G208000	2255	2064.5	49	0.237338
Gohir.D10G232100	6017	5826.5	10.0252	0.0172056
Gohir.A09G215400	967	776.527	384	4.94494
Gohir.A12G080200	228	68.806	40	5.81327
Gohir.D05G082400	1553	1362.5	445.721	3.27125
Gohir.A10G191900	3019	2828.5	168.276	0.594913
Gohir.D12G072500	936	745.527	20.3075	0.272383
Gohir.A06G176500	437	247.979	0	0
Gohir.D01G077400	1648	1457.5	114.933	0.78854
Gohir.D01G118400	622	431.641	64.9859	1.50551
Gohir.D08G063700	2024	1833.5	172.535	0.940985
Gohir.D11G121600	6557	6366.5	779.594	1.22449
Gohir.A09G175450	1936	1745.5	343.286	1.96663
Gohir.A09G112200	1954	1763.5	0	0
Gohir.A05G107600	938	747.527	3	0.0401311
Gohir.D12G021000	3385	3194.5	241.186	0.75498
Gohir.D10G117701	1838	1647.5	12	0.0728353
Gohir.D06G063600	830	639.549	51.5081	0.805358
Gohir.A01G070200	601	410.641	14	0.34092
Gohir.A05G250400	2336	2145.5	279.007	1.30039
Gohir.A10G044000	2230	2039.5	102.632	0.503205
Gohir.D10G101400	1362	1171.5	342	2.91924
Gohir.A08G221650	1275	1084.5	198.252	1.82799
Gohir.A05G240200	1429	1238.5	671.501	5.42172
Gohir.A13G178500	3187	2996.5	177.767	0.59323
Gohir.A02G069100	2558	2367.5	23.0952	0.0975478
Gohir.A02G066800	2473	2282.5	703.081	3.08021
Gohir.A08G060250	287	111.204	10	0.899223
Gohir.A03G134700	1085	894.501	133.387	1.49114
Gohir.D09G084101	554	363.705	48.5687	1.33535
Gohir.D07G185600	2968	2777.5	511.82	1.84268
Gohir.A11G011900	1073	882.501	353.437	4.00482
Gohir.D06G083833	237	74.6105	0	0
Gohir.A06G077950	1034	843.501	3.14036	0.0372289
Gohir.A11G234500	2144	1953.5	14.2773	0.0730833
Gohir.A01G205700	1461	1270.5	3	0.023612
Gohir.A13G190300	2081	1890.5	0	0
Gohir.D07G111750	1639	1448.5	2	0.0138069
Gohir.D01G026700	869	678.527	273.578	4.03182
Gohir.A11G183800	1975	1784.5	327.087	1.83288
Gohir.A11G273100	1689	1498.5	0	0
Gohir.A03G123500	1437	1246.5	224.162	1.79827
Gohir.D05G336340	1512	1321.5	0	0
Gohir.D03G009100	462	272.527	1291.07	47.3726
Gohir.A06G136600	897	706.527	4	0.0566132
Gohir.D09G157000	888	697.527	2763.25	39.6137
Gohir.D04G099600	2034	1843.5	195.78	1.06197
Gohir.D08G151866	519	328.854	60.6699	1.84483
Gohir.D11G084500	1902	1711.5	115.966	0.677546
Gohir.D05G198900	2638	2447.5	1241.59	5.07272
Gohir.A07G072900	1655	1464.5	310.129	2.11758
Gohir.A12G098200	546	355.741	137.897	3.87622
Gohir.D06G175308	402	213.907	0	0
Gohir.D10G118700	1089	898.501	0	0
Gohir.D09G094400	2011	1820.5	36.406	0.199971
Gohir.A12G146000	1812	1621.5	93.7191	0.57796
Gohir.A03G198800	963	772.527	147.056	1.90351
Gohir.A11G104500	2132	1941.5	204.697	1.05429
Gohir.D10G153065	864	673.527	0	0
Gohir.D02G105800	1905	1714.5	553.711	3.22947
Gohir.D13G185600	1748	1557.5	53	0.340278
Gohir.A11G286282	1734	1543.5	0	0
Gohir.A01G216800	2223	2032.5	227.79	1.1207
Gohir.D10G043800	1456	1265.5	43.0832	0.340433
Gohir.A12G036900	2050	1859.5	803.177	4.31918
Gohir.A05G287900	2402	2211.5	608.821	2.75289
Gohir.A10G040200	1583	1392.5	307.317	2.20688
Gohir.A07G117900	1941	1750.5	0	0
Gohir.D08G211201	1244	1053.5	182.082	1.7283
Gohir.D11G083300	1667	1476.5	546.449	3.70086
Gohir.D01G065700	956	765.527	217.691	2.84358
Gohir.D05G176100	1949	1758.5	1	0.00568648
Gohir.A11G241900	678	487.566	0	0
Gohir.D10G253900	1615	1424.5	0	0
Gohir.D06G035000	438	248.962	3	0.120497
Gohir.A03G000040	231	70.7743	16.5374	2.33656
Gohir.A06G046900	1453	1262.5	210.366	1.66621
Gohir.A01G079000	894	703.527	69.5277	0.988242
Gohir.D06G125800	1235	1044.5	3373.74	32.299
Gohir.D02G059700	2848	2657.5	15.3462	0.0577451
Gohir.A11G127600	2783	2592.5	2151.82	8.29992
Gohir.A02G043601	1842	1651.5	0	0
Gohir.D12G261700	567	376.667	0	0
Gohir.D09G031600	417	228.427	0	0
Gohir.A07G186700	779	588.549	44.5442	0.756824
Gohir.A07G150100	1702	1511.5	227.293	1.50371
Gohir.D13G108200	2566	2375.5	3	0.0126285
Gohir.D10G231932	429	240.159	0	0
Gohir.A05G215900	1784	1593.5	1806.2	11.3344
Gohir.D01G023541	2641	2450.5	65.2355	0.266205
Gohir.A13G167500	745	554.549	329.003	5.93262
Gohir.A11G201100	1600	1409.5	12	0.0851339
Gohir.D04G176414	330	147.513	0	0
Gohir.D01G026020	2484	2293.5	41.5473	0.181147
Gohir.A07G141550	375	188.47	0	0
Gohir.A13G024100	755	564.549	97.4687	1.72644
Gohir.A07G082100	2461	2270.5	190.639	0.839607
Gohir.A12G015000	2107	1916.5	303.73	1.58477
Gohir.D04G153200	777	586.549	2	0.0340967
Gohir.A02G139200	1082	891.501	56.6791	0.635751
Gohir.A08G144100	1600	1409.5	652.873	4.6318
Gohir.A05G202550	234	72.7627	0	0
Gohir.D04G036800	1675	1484.5	13.7067	0.0923293
Gohir.D01G029000	950	759.527	0	0
Gohir.A11G229600	1266	1075.5	603.325	5.60954
Gohir.A09G059300	941	750.527	131	1.74539
Gohir.D10G164601	1275	1084.5	8.98575	0.0828535
Gohir.D05G365700	921	730.527	357.086	4.8879
Gohir.A12G016966	1925	1734.5	341.257	1.96741
Gohir.D12G146150	1426	1235.5	71.7953	0.581085
Gohir.A06G082880	1536	1345.5	198.849	1.47783
Gohir.A04G114900	1159	968.501	47	0.485271
Gohir.A07G100700	362	176.339	1	0.0567072
Gohir.A07G058200	2551	2360.5	141	0.597312
Gohir.A11G004400	583	392.655	89.2737	2.27352
Gohir.A11G301700	2927	2736.5	257.949	0.942595
Gohir.A07G076550	1873	1682.5	63.7797	0.379065
Gohir.D11G046280	578	387.655	44.5607	1.14946
Gohir.D12G133232	540	349.752	44	1.25799
Gohir.A01G011600	2091	1900.5	550.004	2.89391
Gohir.D01G062600	1042	851.501	427.196	5.01682
Gohir.D06G014450	420	231.412	1	0.0432117
Gohir.A07G196900	562	371.692	0	0
Gohir.A01G225700	1716	1525.5	48.9416	0.320813
Gohir.A10G087250	657	466.598	0	0
Gohir.D02G011800	1003	812.501	204.364	2.51517
Gohir.D01G042774	93	10.7562	0	0
Gohir.D04G162300	3791	3600.5	5049.52	14.0241
Gohir.A10G099000	834	643.527	15	0.233083
Gohir.D08G175050	769	578.549	87	1.50372
Gohir.A08G082862	1359	1168.5	0	0
Gohir.D05G056900	927	736.527	44.5162	0.604389
Gohir.A05G297200	2773	2582.5	6	0.0232326
Gohir.A10G040100	1593	1402.5	166.866	1.18974
Gohir.D13G219000	1980	1789.5	660.382	3.6902
Gohir.D08G067000	1968	1777.5	200.611	1.12858
Gohir.D08G210100	1413	1222.5	64.4799	0.527426
Gohir.D07G056200	2973	2782.5	503.164	1.80826
Gohir.A08G101048	1572	1381.5	0	0
Gohir.D13G142100	1424	1233.5	179.383	1.45422
Gohir.A06G163300	3023	2832.5	31.1106	0.109831
Gohir.D08G069400	2551	2360.5	38.2598	0.162078
Gohir.A05G072300	2194	2003.5	227.847	1.13721
Gohir.D05G332188	351	166.311	0	0
Gohir.D04G185500	1056	865.501	0	0
Gohir.A07G210200	2215	2024.5	2	0.00987867
Gohir.D03G091200	1342	1151.5	293.72	2.55068
Gohir.D11G218000	1477	1286.5	92.6376	0.720052
Gohir.A06G025900	1680	1489.5	325.193	2.18317
Gohir.D01G186200	602	411.641	0	0
Gohir.D02G020550	348	163.621	0	0
Gohir.D13G057801	4668	4477.5	11.0063	0.0245805
Gohir.D04G087100	1437	1246.5	201.102	1.61328
Gohir.A03G075000	2229	2038.5	15	0.0735812
Gohir.A02G145200	1914	1723.5	0	0
Gohir.A05G339200	3285	3094.5	4.08176	0.0131899
Gohir.D08G083700	4014	3823.5	750.202	1.96202
Gohir.D05G328740	351	166.311	0	0
Gohir.D05G094000	2780	2589.5	61.8087	0.238682
Gohir.D03G034000	1611	1420.5	760.612	5.35437
Gohir.D01G154266	2144	1953.5	0	0
Gohir.D03G053900	1969	1778.5	645.271	3.62806
Gohir.D12G023900	2867	2676.5	1.22515	0.0045773
Gohir.A11G086300	2042	1851.5	747	4.03444
Gohir.A02G165400	1070	879.501	8	0.0909578
Gohir.A07G084000	1335	1144.5	98.9202	0.864282
Gohir.A12G112100	6276	6085.5	3405.04	5.59516
Gohir.A12G142700	1812	1621.5	224.121	1.38214
Gohir.A01G078100	4189	3998.5	962.874	2.40801
Gohir.D05G327200	1530	1339.5	7	0.0522566
Gohir.A01G088400	1104	913.501	41.8194	0.457779
Gohir.A06G065650	570	379.667	0	0
Gohir.A08G113000	1617	1426.5	352.973	2.47432
Gohir.D07G104350	354	169.003	9	0.53252
Gohir.D13G155000	1116	925.501	738.619	7.9805
Gohir.D11G131300	1524	1333.5	5	0.0374941
Gohir.A04G078300	1667	1476.5	0	0
Gohir.A11G077900	1731	1540.5	3	0.0194736
Gohir.A13G032800	961	770.527	11	0.142755
Gohir.D04G173180	675	484.566	0	0
Gohir.A05G026300	5376	5185.5	1222.95	2.35832
Gohir.A03G132200	2029	1838.5	261.12	1.42024
Gohir.D01G044300	2424	2233.5	272.722	1.22101
Gohir.A06G068800	2674	2483.5	49.8253	0.200619
Gohir.D07G197600	480	290.235	2	0.0689074
Gohir.A04G004400	1711	1520.5	30.0697	0.197755
Gohir.D07G056700	1602	1411.5	98.2624	0.696134
Gohir.A04G068900	961	770.527	224.028	2.90738
Gohir.D04G090900	839	648.527	120	1.85029
Gohir.A11G267400	1708	1517.5	96.7641	0.637634
Gohir.D04G065500	1486	1295.5	52.9472	0.408688
Gohir.A08G187250	546	355.741	3	0.0843285
Gohir.D10G084200	1593	1402.5	249.589	1.77954
Gohir.A03G190700	519	328.854	42	1.27712
Gohir.A09G214300	1236	1045.5	2	0.019129
Gohir.A13G167300	2437	2246.5	356.951	1.58887
Gohir.A11G044500	1038	847.501	87	1.02652
Gohir.D06G199500	1637	1446.5	8.11216	0.0560795
Gohir.D12G039100	1374	1183.5	0	0
Gohir.D05G191300	2953	2762.5	670.014	2.42531
Gohir.A03G151200	907	716.527	239.953	3.34872
Gohir.A06G137802	457	267.598	185.512	6.93226
Gohir.D11G195400	3544	3353.5	282.981	0.843813
Gohir.A10G241520	3152	2961.5	38.1627	0.128859
Gohir.D07G187500	1419	1228.5	0	0
Gohir.D04G029300	2355	2164.5	0	0
Gohir.A05G265000	153	28.7949	0	0
Gohir.A07G104650	2951	2760.5	1127.62	4.08473
Gohir.A09G002000	1378	1187.5	0	0
Gohir.D02G106700	3373	3182.5	285.304	0.896449
Gohir.D08G095100	1137	946.501	0	0
Gohir.A13G199800	1497	1306.5	1436.83	10.9972
Gohir.A02G148000	685	494.566	396.815	8.02326
Gohir.D13G126200	1925	1734.5	11	0.0634168
Gohir.A03G028001	717	526.549	0	0
Gohir.D02G231601	660	469.582	9	0.191654
Gohir.A03G166900	1022	831.501	11.6319	0.139885
Gohir.A01G139500	952	761.527	87.4535	1.14836
Gohir.D05G136700	3431	3240.5	11.6529	0.0359592
Gohir.A01G179666	568	377.667	0	0
Gohir.A13G122266	1352	1161.5	0	0
Gohir.A13G221400	1308	1117.5	4	0.035793
Gohir.A06G120304	1671	1480.5	10.5216	0.0710658
Gohir.D13G029900	3193	3002.5	550.285	1.8327
Gohir.D05G385000	3322	3131.5	868.307	2.77273
Gohir.A08G059750	486	296.167	0	0
Gohir.D07G028100	2078	1887.5	0	0
Gohir.A10G092900	2645	2454.5	52.7884	0.215061
Gohir.D10G005266	1034	843.501	0	0
Gohir.D03G161200	1182	991.501	0	0
Gohir.A13G082800	1873	1682.5	0	0
Gohir.D07G016800	780	589.549	59.5303	1.00973
Gohir.A07G012000	2156	1965.5	289.833	1.47456
Gohir.D03G090100	2685	2494.5	421.703	1.69048
Gohir.A01G018700	3910	3719.5	17.1797	0.0461868
Gohir.A01G092600	2466	2275.5	6.38119	0.0280422
Gohir.A03G055900	1242	1051.5	116.537	1.10825
Gohir.A03G192300	360	174.488	0	0
Gohir.A06G119700	1989	1798.5	353.36	1.96469
Gohir.D13G142500	2157	1966.5	202.523	1.02983
Gohir.D03G061703	327	145.02	1.01791	0.070189
