target_id	length	eff_length	AD2_1	AD2_1_tpm
Gohir.D02G076100	1379	1193.61	1888.39	12.8345
Gohir.D02G168900	2310	2124.61	40.0894	0.153073
Gohir.D09G149400	2344	2158.61	2.02826	0.00762249
Gohir.D13G036900	2218	2032.61	259.96	1.03753
Gohir.A13G063900	1421	1235.61	226.93	1.48991
Gohir.A07G183850	623	437.964	0	0
Gohir.D01G109550	216	64.1653	0	0
Gohir.D05G339300	1391	1205.61	17	0.11439
Gohir.A08G000117	641	455.942	27.6935	0.492737
Gohir.A11G253600	3103	2917.61	137.171	0.3814
Gohir.D02G162600	2292	2106.61	153.334	0.590474
Gohir.A06G132200	2674	2488.61	75.7024	0.246774
Gohir.D08G252466	264	97.6605	0	0
Gohir.A08G184900	2168	1982.61	71.0738	0.290817
Gohir.A08G099868	2794	2608.61	152.592	0.474535
Gohir.D04G097500	1283	1097.61	447	3.30375
Gohir.D05G057600	2551	2365.61	206.101	0.706781
Gohir.A06G111004	426	242.552	0	0
Gohir.D11G115100	456	271.916	1	0.029834
Gohir.D02G144600	2553	2367.61	136.654	0.468229
Gohir.D05G306750	174	40.2245	12.7904	2.57952
Gohir.D01G110500	1668	1482.61	4	0.0218867
Gohir.A05G389500	1332	1146.61	395.212	2.79616
Gohir.D04G191000	1465	1279.61	134.056	0.849876
Gohir.D09G177200	1117	931.606	71	0.618262
Gohir.A05G171200	1945	1759.61	1854.61	8.55033
Gohir.D07G144500	2265	2079.61	300.539	1.17237
Gohir.A02G131602	702	516.819	0	0
Gohir.D09G148200	468	283.723	1	0.0285925
Gohir.D13G169500	776	590.778	0	0
Gohir.D05G061700	1906	1720.61	179.505	0.846335
Gohir.A10G138000	651	465.942	33.6212	0.585368
Gohir.D05G127800	2098	1912.61	303.393	1.28684
Gohir.A06G188000	545	360.129	0	0
Gohir.A04G136166	474	289.658	21.3348	0.597516
Gohir.D05G162100	1462	1276.61	5.54901	0.0352618
Gohir.A02G152800	1595	1409.61	56.8468	0.327156
Gohir.D04G126700	2004	1818.61	0	0
Gohir.D08G175150	399	216.484	0	0
Gohir.A10G180800	858	672.714	13	0.156769
Gohir.D05G200300	2414	2228.61	93.0637	0.338761
Gohir.A06G184200	1632	1446.61	1	0.00560785
Gohir.A05G174300	1908	1722.61	499.185	2.35083
Gohir.D03G099501	1705	1519.61	86.2279	0.460324
Gohir.D05G379600	763	577.792	14	0.196563
Gohir.A13G096100	2329	2143.61	168.344	0.637089
Gohir.A06G171600	3763	3577.61	108.822	0.246757
Gohir.D02G060700	911	725.645	3	0.0335385
Gohir.A11G063866	998	812.606	33.1304	0.330745
Gohir.D04G130600	1233	1047.61	113.109	0.875879
Gohir.A13G202000	1652	1466.61	70.0278	0.38735
Gohir.D12G051200	2062	1876.61	281.985	1.21899
Gohir.A07G093500	746	560.792	0	0
Gohir.D08G032600	1356	1170.61	6740.8	46.714
Gohir.A05G202800	3483	3297.61	483.409	1.18922
Gohir.A05G058000	1462	1276.61	1	0.00635462
Gohir.D10G105201	573	388.036	0	0
Gohir.A09G089932	2542	2356.61	6	0.0206543
Gohir.A05G343600	3502	3316.61	865.694	2.11747
Gohir.D05G352900	1899	1713.61	34.6751	0.164155
Gohir.A12G080900	1402	1216.61	0.00218074	1.45412e-05
Gohir.D11G305800	923	737.645	8	0.0879811
Gohir.A02G027600	1729	1543.61	237.136	1.24625
Gohir.A11G314300	1726	1540.61	1	0.00526568
Gohir.D11G004801	690	504.857	667	10.7178
Gohir.D09G135200	932	746.645	5	0.0543253
Gohir.D09G152550	234	76.1985	5	0.532317
Gohir.A12G037300	1127	941.606	353.551	3.04599
Gohir.A11G282669	210	60.3959	0	0
Gohir.A09G096001	954	768.626	4	0.0422174
Gohir.D05G116800	1456	1270.61	0	0
Gohir.D04G102100	2214	2028.61	27.4818	0.109899
Gohir.A12G037100	2141	1955.61	17.4843	0.0725293
Gohir.D01G033132	965	779.606	0	0
Gohir.D05G087500	3297	3111.61	217.521	0.567103
Gohir.A13G148700	3982	3796.61	74.0986	0.158329
Gohir.D11G222014	204	56.6424	1	0.14322
Gohir.D05G073700	1672	1486.61	2232.09	12.1804
Gohir.A01G181400	2148	1962.61	129	0.533216
Gohir.D08G202400	1665	1479.61	63.6629	0.349049
Gohir.D08G027900	2146	1960.61	298.073	1.23333
Gohir.D01G152650	321	144.28	0	0
Gohir.A04G102000	1294	1108.61	57	0.417104
Gohir.A09G028700	2906	2720.61	0	0
Gohir.D04G014900	4474	4288.61	502.03	0.949641
Gohir.D08G215800	3557	3371.61	194.054	0.466908
Gohir.A03G119500	1075	889.606	0	0
Gohir.D13G179600	1663	1477.61	284.887	1.56409
Gohir.D01G110200	667	481.906	0	0
Gohir.A08G049100	2398	2212.61	70	0.256649
Gohir.A08G026720	1404	1218.61	62.1652	0.413838
Gohir.A09G018600	607	421.996	0	0
Gohir.D13G138200	4807	4621.61	94	0.164999
Gohir.D10G222144	776	590.778	1	0.0137316
Gohir.D13G000200	2424	2238.61	271.548	0.984045
Gohir.D08G154100	1210	1024.61	38.8639	0.307706
Gohir.A05G040300	2654	2468.61	936.743	3.07833
Gohir.D11G225400	2940	2754.61	287.636	0.847091
Gohir.D13G110600	1750	1564.61	2.5302	0.0131189
Gohir.D09G116300	1621	1435.61	96	0.542478
Gohir.A12G158300	552	367.129	0	0
Gohir.D08G183100	1151	965.606	888.144	7.46156
Gohir.A07G112600	1168	982.606	38	0.313726
Gohir.D07G002950	2991	2805.61	0	0
Gohir.D08G117301	581	396.027	13.1659	0.269695
Gohir.A11G268900	1213	1027.61	5.39003	0.0425511
Gohir.A01G086600	4737	4551.61	149.816	0.267018
Gohir.A10G183300	1312	1126.61	154.67	1.11373
Gohir.D11G048300	1848	1662.61	0	0
Gohir.A04G087700	1649	1463.61	77	0.426789
Gohir.D05G185900	2624	2438.61	74.7597	0.248698
Gohir.A11G229100	3899	3713.61	1137.8	2.48552
Gohir.D12G269000	3894	3708.61	395.713	0.865598
Gohir.A11G320500	1386	1200.61	187	1.26354
Gohir.A05G100500	4117	3931.61	210.914	0.435193
Gohir.D01G016984	1495	1309.61	0	0
Gohir.D10G076300	966	780.606	245.326	2.54951
Gohir.A13G130701	838	652.731	0	0
Gohir.D13G046300	2125	1939.61	213.638	0.893535
Gohir.A11G175000	2374	2188.61	264.359	0.979881
Gohir.A11G072400	1771	1585.61	95.1643	0.486884
Gohir.A01G195400	1123	937.606	194.437	1.6823
Gohir.A05G261900	2342	2156.61	174.143	0.655063
Gohir.A10G138500	1358	1172.61	125.225	0.866332
Gohir.D08G201300	2935	2749.61	331.677	0.978569
Gohir.D10G039300	1040	854.606	404.892	3.84344
Gohir.D07G196232	1671	1485.61	74.8261	0.408598
Gohir.D10G014500	1698	1512.61	0	0
Gohir.D12G255375	1398	1212.61	3	0.02007
Gohir.D13G027080	576	391.027	0	0
Gohir.D07G057300	4750	4564.61	357.331	0.635059
Gohir.A13G112000	1725	1539.61	4	0.0210764
Gohir.A12G017600	2481	2295.61	576.687	2.03793
Gohir.D11G313200	2766	2580.61	15	0.0471537
Gohir.A10G066900	1503	1317.61	95.2839	0.586652
Gohir.A04G044600	3609	3423.61	39.0967	0.0926409
Gohir.D01G110400	1302	1116.61	2	0.0145304
Gohir.D07G218000	2147	1961.61	16	0.066169
Gohir.D05G208000	2255	2069.61	77	0.301821
Gohir.D10G232100	6017	5831.61	548.37	0.762837
Gohir.A09G215400	967	781.606	40	0.415163
Gohir.A12G080200	228	72.1514	37	4.1601
Gohir.D05G082400	1553	1367.61	426.866	2.53208
Gohir.A10G191900	3019	2833.61	219.323	0.6279
Gohir.D12G072500	936	750.645	188.551	2.03771
Gohir.A06G176500	437	253.297	0	0
Gohir.D01G077400	1648	1462.61	94.276	0.522902
Gohir.D01G118400	622	436.964	6	0.111392
Gohir.D08G063700	2024	1838.61	116.093	0.512231
Gohir.D11G121600	6557	6371.61	488.064	0.621405
Gohir.A09G175450	1936	1750.61	1032.62	4.78517
Gohir.A09G112200	1954	1768.61	0	0
Gohir.A05G107600	938	752.645	20.8475	0.224704
Gohir.D12G021000	3385	3199.61	299.515	0.759398
Gohir.D10G117701	1838	1652.61	49.6559	0.243752
Gohir.D06G063600	830	644.731	2.02818	0.0255196
Gohir.A01G070200	601	416.006	49.0556	0.95661
Gohir.A05G250400	2336	2150.61	139.465	0.52608
Gohir.A10G044000	2230	2044.61	46.8994	0.186082
Gohir.D10G101400	1362	1176.61	62	0.427471
Gohir.A08G221650	1275	1089.61	65.8005	0.489899
Gohir.A05G240200	1429	1243.61	93.453	0.609617
Gohir.A13G178500	3187	3001.61	106.739	0.288481
Gohir.A02G069100	2558	2372.61	8	0.0273534
Gohir.A02G066800	2473	2287.61	87.7669	0.31124
Gohir.A08G060250	287	115.765	36	2.52274
Gohir.A03G134700	1085	899.606	95.3661	0.859979
Gohir.D09G084101	554	369.074	20	0.439606
Gohir.D07G185600	2968	2782.61	268.03	0.781409
Gohir.A11G011900	1073	887.606	232.139	2.12166
Gohir.D06G083833	237	78.217	1.026	0.106413
Gohir.A06G077950	1034	848.606	1.85392	0.0177227
Gohir.A11G234500	2144	1958.61	14.2682	0.0590973
Gohir.A01G205700	1461	1275.61	1	0.0063596
Gohir.A13G190300	2081	1895.61	10	0.0427955
Gohir.D07G111750	1639	1453.61	7	0.0390659
Gohir.D01G026700	869	683.714	151.254	1.79464
Gohir.A11G183800	1975	1789.61	169.927	0.770285
Gohir.A11G273100	1689	1503.61	0	0
Gohir.A03G123500	1437	1251.61	77.9387	0.505163
Gohir.D05G336340	1512	1326.61	0	0
Gohir.D03G009100	462	277.786	829.233	24.2166
Gohir.A06G136600	897	711.663	12.6855	0.144604
Gohir.D09G157000	888	702.663	125.954	1.45416
Gohir.D04G099600	2034	1848.61	257.568	1.1303
Gohir.D08G151866	519	334.278	55.0896	1.33693
Gohir.D11G084500	1902	1716.61	18.104	0.085556
Gohir.D05G198900	2638	2452.61	423.461	1.40066
Gohir.A07G072900	1655	1469.61	227.361	1.25505
Gohir.A12G098200	546	361.129	84.5081	1.89838
Gohir.D06G175308	402	219.38	0	0
Gohir.D10G118700	1089	903.606	0	0
Gohir.D09G094400	2011	1825.61	10.295	0.0457474
Gohir.A12G146000	1812	1626.61	63.0669	0.314532
Gohir.A03G198800	963	777.626	73.6699	0.768539
Gohir.A11G104500	2132	1946.61	194.985	0.812585
Gohir.D10G153065	864	678.714	0	0
Gohir.D02G105800	1905	1719.61	693.889	3.27346
Gohir.D13G185600	1748	1562.61	111.263	0.577625
Gohir.A11G286282	1734	1548.61	0	0
Gohir.A01G216800	2223	2037.61	153.042	0.609309
Gohir.D10G043800	1456	1270.61	16.0179	0.102268
Gohir.A12G036900	2050	1864.61	149.879	0.652079
Gohir.A05G287900	2402	2216.61	467.732	1.71181
Gohir.A10G040200	1583	1397.61	433.323	2.5152
Gohir.A07G117900	1941	1755.61	0	0
Gohir.D08G211201	1244	1058.61	179.162	1.37296
Gohir.D11G083300	1667	1481.61	288.413	1.57917
Gohir.D01G065700	956	770.626	162.668	1.71239
Gohir.D05G176100	1949	1763.61	0	0
Gohir.A11G241900	678	492.87	0	0
Gohir.D10G253900	1615	1429.61	3	0.0170236
Gohir.D06G035000	438	254.278	0	0
Gohir.A03G000040	231	74.1774	9.72198	1.06324
Gohir.A06G046900	1453	1267.61	212.807	1.36191
Gohir.A01G079000	894	708.663	27.863	0.318959
Gohir.D06G125800	1235	1049.61	4446.32	34.3653
Gohir.D02G059700	2848	2662.61	4.13477	0.0125977
Gohir.A11G127600	2783	2597.61	1978.84	6.17994
Gohir.A02G043601	1842	1656.61	0	0
Gohir.D12G261700	567	382.046	0	0
Gohir.D09G031600	417	233.793	0	0
Gohir.A07G186700	779	593.778	22.4318	0.306469
Gohir.A07G150100	1702	1516.61	128.999	0.690016
Gohir.D13G108200	2566	2380.61	11	0.0374845
Gohir.D10G231932	429	245.485	0	0
Gohir.A05G215900	1784	1598.61	1843.34	9.35427
Gohir.D01G023541	2641	2455.61	92.0257	0.304016
Gohir.A13G167500	745	559.792	22.6972	0.328921
Gohir.A11G201100	1600	1414.61	67	0.384225
Gohir.D04G176414	330	152.184	0	0
Gohir.D01G026020	2484	2298.61	1	0.00352925
Gohir.A07G141550	375	193.681	0	0
Gohir.A13G024100	755	569.792	223	3.17494
Gohir.A07G082100	2461	2275.61	122.448	0.436517
Gohir.A12G015000	2107	1921.61	172.782	0.729424
Gohir.D04G153200	777	591.778	2	0.0274169
Gohir.A02G139200	1082	896.606	36.1187	0.326796
Gohir.A08G144100	1600	1414.61	182.71	1.04779
Gohir.A05G202550	234	76.1985	0	0
Gohir.D04G036800	1675	1489.61	5	0.0272298
Gohir.D01G029000	950	764.626	6.38164	0.0677064
Gohir.A11G229600	1266	1080.61	291.693	2.1898
Gohir.A09G059300	941	755.645	44	0.472369
Gohir.D10G164601	1275	1089.61	5.77774	0.0430165
Gohir.D05G365700	921	735.645	230.74	2.54449
Gohir.A12G016966	1925	1739.61	126.848	0.591534
Gohir.D12G146150	1426	1240.61	33.0084	0.215843
Gohir.A06G082880	1536	1350.61	114.448	0.687424
Gohir.A04G114900	1159	973.606	59	0.491604
Gohir.A07G100700	362	181.331	35	1.56582
Gohir.A07G058200	2551	2365.61	185.933	0.637617
Gohir.A11G004400	583	398.017	8	0.163055
Gohir.A11G301700	2927	2741.61	6.10911	0.0180767
Gohir.A07G076550	1873	1687.61	347.182	1.66891
Gohir.D11G046280	578	393.027	21.4572	0.442893
Gohir.D12G133232	540	355.165	90	2.0557
Gohir.A01G011600	2091	1905.61	430.737	1.83369
Gohir.D01G062600	1042	856.606	175.153	1.65875
Gohir.D06G014450	420	236.752	4	0.137061
Gohir.A07G196900	562	377.046	0	0
Gohir.A01G225700	1716	1530.61	25.544	0.135385
Gohir.A10G087250	657	471.918	0	0
Gohir.D02G011800	1003	817.606	93.9702	0.932379
Gohir.D01G042774	93	11.344	0	0
Gohir.D04G162300	3791	3605.61	3886.46	8.74424
Gohir.A10G099000	834	648.731	2	0.0250099
Gohir.D08G175050	769	583.778	59.5765	0.827892
Gohir.A08G082862	1359	1173.61	0	0
Gohir.D05G056900	927	741.645	82.5877	0.90337
Gohir.A05G297200	2773	2587.61	22	0.0689717
Gohir.A10G040100	1593	1407.61	100.305	0.578081
Gohir.D13G219000	1980	1794.61	264.489	1.1956
Gohir.D08G067000	1968	1782.61	145.379	0.661597
Gohir.D08G210100	1413	1227.61	72.8687	0.481536
Gohir.D07G056200	2973	2787.61	244.484	0.711484
Gohir.A08G101048	1572	1386.61	0	0
Gohir.D13G142100	1424	1238.61	113	0.740102
Gohir.A06G163300	3023	2837.61	87.5104	0.250181
Gohir.D08G069400	2551	2365.61	80.4952	0.276041
Gohir.A05G072300	2194	2008.61	1367.9	5.52467
Gohir.D05G332188	351	171.234	0	0
Gohir.D04G185500	1056	870.606	0	0
Gohir.A07G210200	2215	2029.61	0	0
Gohir.D03G091200	1342	1156.61	83.4645	0.585413
Gohir.D11G218000	1477	1291.61	76.6155	0.481208
Gohir.A06G025900	1680	1494.61	161.66	0.877448
Gohir.D01G186200	602	417.006	0	0
Gohir.D02G020550	348	168.464	0	0
Gohir.D13G057801	4668	4482.61	6.00536	0.0108681
Gohir.D04G087100	1437	1251.61	102.535	0.664587
Gohir.A03G075000	2229	2043.61	35.4615	0.140769
Gohir.A02G145200	1914	1728.61	0	0
Gohir.A05G339200	3285	3099.61	407.917	1.06761
Gohir.D08G083700	4014	3828.61	415.415	0.880213
Gohir.D05G328740	351	171.234	0	0
Gohir.D05G094000	2780	2594.61	20	0.0625324
Gohir.D03G034000	1611	1425.61	332.685	1.89313
Gohir.D01G154266	2144	1958.61	1	0.0041419
Gohir.D03G053900	1969	1783.61	775.751	3.52833
Gohir.D12G023900	2867	2681.61	10.8372	0.0327846
Gohir.A11G086300	2042	1856.61	928.355	4.0564
Gohir.A02G165400	1070	884.606	15.8054	0.144944
Gohir.A07G084000	1335	1149.61	70.7738	0.499424
Gohir.A12G112100	6276	6090.61	3019.34	4.02159
Gohir.A12G142700	1812	1626.61	167.101	0.833379
Gohir.A01G078100	4189	4003.61	722.502	1.46398
Gohir.D05G327200	1530	1344.61	25	0.150831
Gohir.A01G088400	1104	918.606	26.0737	0.23026
Gohir.A06G065650	570	385.046	0	0
Gohir.A08G113000	1617	1431.61	412.301	2.33635
Gohir.D07G104350	354	173.991	10	0.46625
Gohir.D13G155000	1116	930.606	1091.1	9.51137
Gohir.D11G131300	1524	1338.61	23	0.139387
Gohir.A04G078300	1667	1481.61	52.6178	0.288102
Gohir.A11G077900	1731	1545.61	18	0.0944757
Gohir.A13G032800	961	775.626	2	0.0209182
Gohir.D04G173180	675	489.882	0	0
Gohir.A05G026300	5376	5190.61	651.847	1.01877
Gohir.A03G132200	2029	1843.61	119.634	0.526422
Gohir.D01G044300	2424	2238.61	62.3824	0.226064
Gohir.A06G068800	2674	2488.61	42.5601	0.138737
Gohir.D07G197600	480	295.578	15.9183	0.436889
Gohir.A04G004400	1711	1525.61	30.9584	0.16462
Gohir.D07G056700	1602	1416.61	57.9757	0.332004
Gohir.A04G068900	961	775.626	242.556	2.53692
Gohir.D04G090900	839	653.731	112	1.38984
Gohir.A11G267400	1708	1522.61	97	0.51681
Gohir.D04G065500	1486	1300.61	80.7937	0.503939
Gohir.A08G187250	546	361.129	1	0.0224638
Gohir.D10G084200	1593	1407.61	169.648	0.977717
Gohir.A03G190700	519	334.278	232	5.63024
Gohir.A09G214300	1236	1050.61	0	0
Gohir.A13G167300	2437	2251.61	158.626	0.571517
Gohir.A11G044500	1038	852.606	40.456	0.384929
Gohir.D06G199500	1637	1451.61	43.5434	0.243344
Gohir.D12G039100	1374	1188.61	0	0
Gohir.D05G191300	2953	2767.61	694.281	2.03506
Gohir.A03G151200	907	721.645	85.632	0.962629
Gohir.A06G137802	457	272.875	90.5983	2.69341
Gohir.D11G195400	3544	3358.61	83.1526	0.200846
Gohir.A10G241520	3152	2966.61	50.8545	0.139064
Gohir.D07G187500	1419	1233.61	2	0.0131522
Gohir.D04G029300	2355	2169.61	0	0
Gohir.A05G265000	153	29.6679	0	0
Gohir.A07G104650	2951	2765.61	0.0141728	4.15731e-05
Gohir.A09G002000	1378	1192.61	1	0.0068022
Gohir.D02G106700	3373	3187.61	82.6229	0.210272
Gohir.D08G095100	1137	951.606	0	0
Gohir.A13G199800	1497	1311.61	701.291	4.33752
Gohir.A02G148000	685	499.857	187	3.03488
Gohir.D13G126200	1925	1739.61	2	0.00932665
Gohir.A03G028001	717	531.806	3	0.045763
Gohir.D02G231601	660	474.918	11	0.187897
Gohir.A03G166900	1022	836.606	0	0
Gohir.A01G139500	952	766.626	2879.33	30.4687
Gohir.D05G136700	3431	3245.61	89.4784	0.22365
Gohir.A01G179666	568	383.046	3	0.0635356
Gohir.A13G122266	1352	1166.61	0	0
Gohir.A13G221400	1308	1122.61	3	0.0216791
Gohir.A06G120304	1671	1485.61	1	0.00546063
Gohir.D13G029900	3193	3007.61	346.465	0.934513
Gohir.D05G385000	3322	3136.61	319.618	0.826643
Gohir.A08G059750	486	301.54	0	0
Gohir.D07G028100	2078	1892.61	2.70585	0.0115982
Gohir.A10G092900	2645	2459.61	79.0764	0.260812
Gohir.D10G005266	1034	848.606	0	0
Gohir.D03G161200	1182	996.606	0	0
Gohir.A13G082800	1873	1687.61	0	0
Gohir.D07G016800	780	594.778	161.324	2.20035
Gohir.A07G012000	2156	1970.61	120.882	0.497631
Gohir.D03G090100	2685	2499.61	270.637	0.878339
Gohir.A01G018700	3910	3724.61	1.04945	0.00228576
Gohir.A01G092600	2466	2280.61	4.33102	0.0154059
Gohir.A03G055900	1242	1056.61	7.10831	0.0545757
Gohir.A03G192300	360	179.514	1	0.0451906
Gohir.A06G119700	1989	1803.61	247.068	1.11128
