target_id	length	eff_length	A2_2	A2_2_tpm
Gohir.D10G139300	1711	1524.3	22.7985	0.218098
Gohir.D06G081600	1839	1652.3	2.1035	0.0185639
Gohir.D10G100450	505	318.909	1	0.0457245
Gohir.A05G232300	2912	2725.3	260.077	1.39157
Gohir.D13G140200	1483	1296.3	19.199	0.215968
Gohir.D11G084200	1653	1466.3	13.111	0.130385
Gohir.A06G104500	1953	1766.3	98.1351	0.810171
Gohir.A02G048901	695	508.386	32	0.917853
Gohir.D07G067300	637	450.433	0	0
Gohir.D05G179200	637	450.433	0	0
Gohir.A05G334375	1248	1061.3	58	0.796905
Gohir.A05G042800	1498	1311.3	304.503	3.38615
Gohir.A04G028404	1585	1398.3	96.5054	1.00639
Gohir.D09G238800	898	711.362	1.01356	0.0207767
Gohir.A11G030881	2053	1866.3	738.748	5.77207
Gohir.D09G164440	504	317.929	0	0
Gohir.A12G128850	1905	1718.3	0	0
Gohir.D09G058025	303	127.454	0	0
Gohir.A12G161300	1882	1695.3	268	2.30518
Gohir.D01G194350	2745	2558.3	0	0
Gohir.D05G017800	712	525.386	1.16629	0.0323702
Gohir.D06G167100	1645	1458.3	2.07276	0.0207262
Gohir.A08G219555	1498	1311.3	25.2687	0.280994
Gohir.A05G006100	1128	941.299	285.541	4.42341
Gohir.D04G010300	2689	2502.3	6.73169	0.0392284
Gohir.D01G057100	1269	1082.3	0	0
Gohir.D04G170800	1594	1407.3	5.229	0.0541812
Gohir.A01G153800	1751	1564.3	15	0.139826
Gohir.D08G228400	1119	932.299	0	0
Gohir.A04G048165	1065	878.299	0	0
Gohir.A10G237000	918	731.362	0	0
Gohir.A13G016300	1270	1083.3	169	2.27486
Gohir.D08G191800	1624	1437.3	6.14679	0.0623616
Gohir.A09G110880	1269	1082.3	3	0.0404194
Gohir.A05G236950	636	449.433	0	0
Gohir.D09G120400	2577	2390.3	4.69102	0.0286175
Gohir.D03G135900	1752	1565.3	0	0
Gohir.A08G101400	804	617.362	226.93	5.36004
Gohir.D07G105100	1173	986.299	0	0
Gohir.D05G279500	1041	854.299	13.1517	0.224486
Gohir.A11G029900	871	684.362	3017.15	64.2875
Gohir.D05G344800	1847	1660.3	0	0
Gohir.A11G286841	945	758.347	0	0
Gohir.D03G031800	1092	905.299	0	0
Gohir.A11G096800	2714	2527.3	271.634	1.56727
Gohir.A03G186400	1186	999.299	16	0.233475
Gohir.D04G161600	1440	1253.3	10	0.116349
Gohir.D10G096000	1922	1735.3	8.37102	0.0703429
Gohir.D11G217600	2203	2016.3	0	0
Gohir.A06G061900	913	726.362	8	0.160603
Gohir.A06G078300	2296	2109.3	145.181	1.00367
Gohir.D05G234600	3130	2943.3	5.51491	0.0273225
Gohir.A13G194500	999	812.299	762	13.679
Gohir.A06G043800	4312	4125.3	285.758	1.01009
Gohir.A09G087600	1070	883.299	36	0.594307
Gohir.D13G042300	1337	1150.3	4.06204	0.0514932
Gohir.D03G095800	2782	2595.3	9.00667	0.050605
Gohir.D08G069200	3165	2978.3	23.0434	0.112822
Gohir.D11G105400	1852	1665.3	0	0
Gohir.D11G065833	922	735.362	15.0146	0.297734
Gohir.D02G136400	4076	3889.3	56.345	0.211252
Gohir.D02G043200	2366	2179.3	2.03228	0.0135982
Gohir.A02G162900	952	765.347	137.823	2.62591
Gohir.D03G166101	1665	1478.3	96.9017	0.955841
Gohir.A05G044600	1089	902.299	680.787	11.0021
Gohir.D13G072400	2007	1820.3	0	0
Gohir.D02G104300	1911	1724.3	10.3428	0.0874667
Gohir.A09G026000	7171	6984.3	790.176	1.64975
Gohir.A05G057500	1461	1274.3	57.9219	0.662808
Gohir.A08G114700	1067	880.299	5	0.082824
Gohir.D10G152000	1549	1362.3	8.39663	0.0898771
Gohir.D05G287000	1718	1531.3	1.08866	0.0103669
Gohir.A02G144200	969	782.347	128.592	2.39679
Gohir.A12G030701	522	335.83	0	0
Gohir.D02G014900	3427	3240.3	9.85332	0.0443419
Gohir.A10G169466	748	561.386	20	0.519499
Gohir.A07G112100	1898	1711.3	124.604	1.06175
Gohir.D06G172800	619	432.46	0	0
Gohir.D08G092550	231	71.1985	2	0.409615
Gohir.A04G018100	2811	2624.3	5	0.0277826
Gohir.D06G070000	3166	2979.3	21.416	0.104819
Gohir.A06G175900	1442	1255.3	102.077	1.18577
Gohir.D10G113200	1290	1103.3	18.2202	0.24081
Gohir.A06G089000	2502	2315.3	506.598	3.1906
Gohir.D10G136700	1374	1187.3	0	0
Gohir.D02G211100	963	776.347	0	0
Gohir.D06G009100	2758	2571.3	28.9391	0.164115
Gohir.A06G203700	1768	1581.3	286.801	2.64474
Gohir.A10G031650	915	728.362	1	0.0200202
Gohir.D06G185900	1275	1088.3	8.236	0.110353
Gohir.D02G193500	354	172.8	1.0703	0.0903189
Gohir.D12G211400	642	455.433	0	0
Gohir.D07G106900	1085	898.299	0	0
Gohir.A05G257150	774	587.386	1	0.0248252
Gohir.D09G074600	858	671.362	142.117	3.08678
Gohir.D02G139000	2564	2377.3	198.482	1.21746
Gohir.D05G214600	1724	1537.3	13.2361	0.125551
Gohir.A05G110900	1774	1587.3	1326.92	12.1899
Gohir.A01G195000	1796	1609.3	0	0
Gohir.D05G354825	333	153.555	0	0
Gohir.A12G219875	606	419.477	0	0
Gohir.D09G245650	568	381.58	2	0.0764294
Gohir.A13G139780	1125	938.299	0	0
Gohir.A10G158400	1065	878.299	163	2.70621
Gohir.D12G014000	1852	1665.3	17.5902	0.154027
Gohir.A09G112900	1696	1509.3	180.105	1.74007
Gohir.A11G032200	1485	1298.3	62.9403	0.70692
Gohir.D02G076100	1379	1192.3	168.48	2.06053
Gohir.D02G168900	2310	2123.3	0	0
Gohir.D09G149400	2344	2157.3	9	0.0608343
Gohir.D13G036900	2218	2031.3	1.78916	0.0128438
Gohir.A13G063900	1421	1234.3	798.794	9.43693
Gohir.A07G183850	623	436.46	0	0
Gohir.D01G109550	216	61.2833	0	0
Gohir.D05G339300	1391	1204.3	0	0
Gohir.A08G000117	641	454.433	134.45	4.31425
Gohir.A11G253600	3103	2916.3	305.589	1.52799
Gohir.D02G162600	2292	2105.3	3.6761	0.0254618
Gohir.A06G132200	2674	2487.3	245.639	1.44007
Gohir.D08G252466	264	95.4825	0	0
Gohir.A08G184900	2168	1981.3	226.53	1.66721
Gohir.A08G099868	2794	2607.3	190.352	1.06459
Gohir.D04G097500	1283	1096.3	432	5.74607
Gohir.D05G057600	2551	2364.3	4.09983	0.025286
Gohir.A06G111004	426	241.397	0	0
Gohir.D11G115100	456	270.669	0	0
Gohir.D02G144600	2553	2366.3	0	0
Gohir.D05G306750	174	36.9664	2.47914	0.977934
Gohir.D01G110500	1668	1481.3	0	0
Gohir.A05G389500	1332	1145.3	324.199	4.12771
Gohir.D04G191000	1465	1278.3	1.0326	0.0117792
Gohir.D09G177200	1117	930.299	13	0.203768
Gohir.A05G171200	1945	1758.3	1026.61	8.51391
Gohir.D07G144500	2265	2078.3	9.18556	0.0644486
Gohir.A02G131602	702	515.386	1	0.0282933
Gohir.D09G148200	468	282.364	0	0
Gohir.D13G169500	776	589.386	0	0
Gohir.D05G061700	1906	1719.3	9.82084	0.083294
Gohir.A10G138000	651	464.424	69.8362	2.19271
Gohir.D05G127800	2098	1911.3	91.0683	0.694792
Gohir.A06G188000	545	358.692	0	0
Gohir.A04G136166	474	288.227	32	1.61894
Gohir.D05G162100	1462	1275.3	1.09637	0.012536
Gohir.A02G152800	1595	1408.3	95.2609	0.986361
Gohir.D04G126700	2004	1817.3	0	0
Gohir.D08G175150	399	215.176	0	0
Gohir.A10G180800	858	671.362	19	0.41268
Gohir.D05G200300	2414	2227.3	41.2688	0.270184
Gohir.A06G184200	1632	1445.3	15.4324	0.155701
Gohir.A05G174300	1908	1721.3	736	6.23502
Gohir.D03G099501	1705	1518.3	0	0
Gohir.D05G379600	763	576.386	4	0.101196
Gohir.A13G096100	2329	2142.3	386.82	2.63296
Gohir.A06G171600	3763	3576.3	142.148	0.579594
Gohir.D02G060700	911	724.362	0	0
Gohir.A11G063866	998	811.299	87.5763	1.57406
Gohir.D04G130600	1233	1046.3	24	0.334481
Gohir.A13G202000	1652	1465.3	138.708	1.38036
Gohir.D12G051200	2062	1875.3	1.04094	0.00809418
Gohir.A07G093500	746	559.386	3	0.0782035
Gohir.D08G032600	1356	1169.3	2100.59	26.1958
Gohir.A05G202800	3483	3296.3	1024.59	4.53252
Gohir.A05G058000	1462	1275.3	1	0.0114342
Gohir.D10G105201	573	386.565	0	0
Gohir.A09G089932	2542	2355.3	0	0
Gohir.A05G343600	3502	3315.3	1787.46	7.86192
Gohir.D05G352900	1899	1712.3	1.40455	0.0119612
Gohir.A12G080900	1402	1215.3	1	0.0119987
Gohir.D11G305800	923	736.362	7	0.138619
Gohir.A02G027600	1729	1542.3	380.728	3.59967
Gohir.A11G314300	1726	1539.3	0	0
Gohir.D11G004801	690	503.386	0	0
Gohir.D09G135200	932	745.347	1	0.019564
Gohir.D09G152550	234	73.3146	0	0
Gohir.A12G037300	1127	940.299	1077.86	16.7153
Gohir.A11G282669	210	57.5517	2.07544	0.525857
Gohir.A09G096001	954	767.347	5	0.0950155
Gohir.D05G116800	1456	1269.3	0	0
Gohir.D04G102100	2214	2027.3	0	0
Gohir.A12G037100	2141	1954.3	16	0.119384
Gohir.D01G033132	965	778.347	0	0
Gohir.D05G087500	3297	3110.3	10.5455	0.0494405
Gohir.A13G148700	3982	3795.3	125	0.480264
Gohir.D11G222014	204	53.6913	0	0
Gohir.D05G073700	1672	1485.3	215.735	2.11798
Gohir.A01G181400	2148	1961.3	65	0.483265
Gohir.D08G202400	1665	1478.3	0	0
Gohir.D08G027900	2146	1959.3	1.20314	0.0089543
Gohir.D01G152650	321	143.129	0	0
Gohir.A04G102000	1294	1107.3	151.301	1.99248
Gohir.A09G028700	2906	2719.3	49	0.262758
Gohir.D04G014900	4474	4287.3	104.216	0.35446
Gohir.D08G215800	3557	3370.3	26.4317	0.11436
Gohir.A03G119500	1075	888.299	0	0
Gohir.D13G179600	1663	1476.3	126.055	1.24509
Gohir.D01G110200	667	480.405	1.85832	0.0564064
Gohir.A08G049100	2398	2211.3	397.958	2.62425
Gohir.A08G026720	1404	1217.3	99.6938	1.19423
Gohir.A09G018600	607	420.477	0	0
Gohir.D13G138200	4807	4620.3	135	0.426069
Gohir.D10G222144	776	589.386	15	0.371115
Gohir.D13G000200	2424	2237.3	229.565	1.49623
Gohir.D08G154100	1210	1023.3	0	0
Gohir.A05G040300	2654	2467.3	1607.95	9.50314
Gohir.D11G225400	2940	2753.3	5.64161	0.029879
Gohir.D13G110600	1750	1563.3	0	0
Gohir.D09G116300	1621	1434.3	0	0
Gohir.A12G158300	552	365.677	0	0
Gohir.D08G183100	1151	964.299	4.33238	0.0655136
Gohir.A07G112600	1168	981.299	150.945	2.24303
Gohir.D07G002950	2991	2804.3	0	0
Gohir.D08G117301	581	394.526	0	0
Gohir.A11G268900	1213	1026.3	49	0.696207
Gohir.A01G086600	4737	4550.3	361.842	1.15957
Gohir.A10G183300	1312	1125.3	354.376	4.59211
Gohir.D11G048300	1848	1661.3	0	0
Gohir.A04G087700	1649	1462.3	94	0.937363
Gohir.D05G185900	2624	2437.3	2.28937	0.0136969
Gohir.A11G229100	3899	3712.3	1631.86	6.40997
Gohir.D12G269000	3894	3707.3	33.1873	0.130536
Gohir.A11G320500	1386	1199.3	205	2.49254
Gohir.A05G100500	4117	3930.3	462.618	1.71638
Gohir.D01G016984	1495	1308.3	0	0
Gohir.D10G076300	966	779.347	4.25796	0.0796687
Gohir.A13G130701	838	651.362	0	0
Gohir.D13G046300	2125	1938.3	14	0.105323
Gohir.A11G175000	2374	2187.3	315.58	2.10386
Gohir.A11G072400	1771	1584.3	167.214	1.53905
Gohir.A01G195400	1123	936.299	722.336	11.2497
Gohir.A05G261900	2342	2155.3	701.447	4.74574
Gohir.A10G138500	1358	1171.3	275.334	3.42774
Gohir.D08G201300	2935	2748.3	273.212	1.44961
Gohir.D10G039300	1040	853.299	10.4587	0.178727
Gohir.D07G196232	1671	1484.3	3.06476	0.0301087
Gohir.D10G014500	1698	1511.3	0	0
Gohir.D12G255375	1398	1211.3	0	0
Gohir.D13G027080	576	389.541	0	0
Gohir.D07G057300	4750	4563.3	14.3015	0.0457004
Gohir.A13G112000	1725	1538.3	0	0
Gohir.A12G017600	2481	2294.3	2358.13	14.9877
Gohir.D11G313200	2766	2579.3	16.7331	0.0945998
Gohir.A10G066900	1503	1316.3	102.339	1.13371
Gohir.A04G044600	3609	3422.3	257.578	1.09751
Gohir.D01G110400	1302	1115.3	0	0
Gohir.D07G218000	2147	1960.3	0	0
Gohir.D05G208000	2255	2068.3	14	0.0987031
Gohir.D10G232100	6017	5830.3	315.233	0.788419
Gohir.A09G215400	967	780.347	11	0.205552
Gohir.A12G080200	228	69.1907	76	16.017
Gohir.D05G082400	1553	1366.3	48.2974	0.515459
Gohir.A10G191900	3019	2832.3	171.693	0.883953
Gohir.D12G072500	936	749.347	1.00661	0.0195883
Gohir.A06G176500	437	252.184	0	0
Gohir.D01G077400	1648	1461.3	1.10212	0.0109978
Gohir.D01G118400	622	435.46	0	0
Gohir.D08G063700	2024	1837.3	31.0966	0.246802
Gohir.D11G121600	6557	6370.3	21.5487	0.0493263
Gohir.A09G175450	1936	1749.3	152	1.26706
Gohir.A09G112200	1954	1767.3	0	0
Gohir.A05G107600	938	751.347	185.811	3.60617
Gohir.D12G021000	3385	3198.3	29.4275	0.134168
Gohir.D10G117701	1838	1651.3	5.07235	0.044792
Gohir.D06G063600	830	643.362	0	0
Gohir.A01G070200	601	414.485	232	8.16197
Gohir.A05G250400	2336	2149.3	252.152	1.71073
Gohir.A10G044000	2230	2043.3	79.0996	0.564493
Gohir.D10G101400	1362	1175.3	13	0.161291
Gohir.A08G221650	1275	1088.3	120.636	1.61639
Gohir.A05G240200	1429	1242.3	410	4.81254
Gohir.A13G178500	3187	3000.3	156.443	0.760338
Gohir.A02G069100	2558	2371.3	67.9253	0.417697
Gohir.A02G066800	2473	2286.3	393.999	2.51292
Gohir.A08G060250	287	114.087	28	3.57881
Gohir.A03G134700	1085	898.299	113.246	1.8383
Gohir.D09G084101	554	367.663	0	0
Gohir.D07G185600	2968	2781.3	29.6394	0.155395
Gohir.A11G011900	1073	886.299	213.957	3.52016
Gohir.D06G083833	237	75.4578	0	0
Gohir.A06G077950	1034	847.299	3.72315	0.0640753
Gohir.A11G234500	2144	1957.3	318.159	2.3703
Gohir.A01G205700	1461	1274.3	5	0.0572157
Gohir.A13G190300	2081	1894.3	23	0.17705
Gohir.D07G111750	1639	1452.3	0	0
Gohir.D01G026700	869	682.362	1.13963	0.0243537
Gohir.A11G183800	1975	1788.3	482	3.93028
Gohir.A11G273100	1689	1502.3	1	0.00970644
Gohir.A03G123500	1437	1250.3	208.814	2.43535
Gohir.D05G336340	1512	1325.3	0	0
Gohir.D03G009100	462	276.499	28.7782	1.5177
Gohir.A06G136600	897	710.362	85.3169	1.75135
Gohir.D09G157000	888	701.362	10.2128	0.212333
Gohir.D04G099600	2034	1847.3	3.11394	0.0245804
Gohir.D08G151866	519	332.83	14.4189	0.63172
Gohir.D11G084500	1902	1715.3	0	0
Gohir.D05G198900	2638	2451.3	0	0
Gohir.A07G072900	1655	1468.3	293.875	2.91853
Gohir.A12G098200	546	359.692	277	11.2296
Gohir.D06G175308	402	218.058	0	0
Gohir.D10G118700	1089	902.299	0	0
Gohir.D09G094400	2011	1824.3	1	0.00799319
Gohir.A12G146000	1812	1625.3	56.6991	0.508697
Gohir.A03G198800	963	776.347	168	3.15551
Gohir.A11G104500	2132	1945.3	188.147	1.41035
Gohir.D10G153065	864	677.362	0	0
Gohir.D02G105800	1905	1718.3	30.8099	0.261461
Gohir.D13G185600	1748	1561.3	22.2005	0.207345
Gohir.A11G286282	1734	1547.3	1	0.00942415
Gohir.A01G216800	2223	2036.3	168.956	1.2099
Gohir.D10G043800	1456	1269.3	2.46199	0.0282838
Gohir.A12G036900	2050	1863.3	666.824	5.21849
Gohir.A05G287900	2402	2215.3	1000.28	6.58423
Gohir.A10G040200	1583	1396.3	846.309	8.83826
Gohir.A07G117900	1941	1754.3	2	0.0166243
Gohir.D08G211201	1244	1057.3	0	0
Gohir.D11G083300	1667	1480.3	16.4069	0.161619
Gohir.D01G065700	956	769.347	2.48396	0.0470802
Gohir.D05G176100	1949	1762.3	0	0
Gohir.A11G241900	678	491.405	0	0
Gohir.D10G253900	1615	1428.3	6	0.061256
Gohir.D06G035000	438	253.149	0	0
Gohir.A03G000040	231	71.1985	4	0.819229
Gohir.A06G046900	1453	1266.3	336.047	3.86972
Gohir.A01G079000	894	707.362	85	1.75224
Gohir.D06G125800	1235	1048.3	170.094	2.36604
Gohir.D02G059700	2848	2661.3	0	0
Gohir.A11G127600	2783	2596.3	2700.25	15.1658
Gohir.A02G043601	1842	1655.3	16	0.140948
Gohir.D12G261700	567	380.596	0	0
Gohir.D09G031600	417	232.612	0	0
Gohir.A07G186700	779	592.386	67.6481	1.6652
Gohir.A07G150100	1702	1515.3	244.448	2.35237
Gohir.D13G108200	2566	2379.3	0	0
Gohir.D10G231932	429	244.314	0	0
Gohir.A05G215900	1784	1597.3	4228.55	38.603
Gohir.D01G023541	2641	2454.3	3.30872	0.0196584
Gohir.A13G167500	745	558.386	6.82837	0.17832
Gohir.A11G201100	1600	1413.3	184.947	1.90823
Gohir.D04G176414	330	150.936	0	0
Gohir.D01G026020	2484	2297.3	14.1113	0.0895704
Gohir.A07G141550	375	192.333	0	0
Gohir.A13G024100	755	568.386	241.123	6.18603
Gohir.A07G082100	2461	2274.3	290.418	1.86205
Gohir.A12G015000	2107	1920.3	420.964	3.19663
Gohir.D04G153200	777	590.386	1	0.0246991
Gohir.A02G139200	1082	895.299	116	1.88932
Gohir.A08G144100	1600	1413.3	332.845	3.43419
Gohir.A05G202550	234	73.3146	0	0
Gohir.D04G036800	1675	1488.3	1	0.00979774
Gohir.D01G029000	950	763.347	0	0
Gohir.A11G229600	1266	1079.3	18.1389	0.245067
Gohir.A09G059300	941	754.347	130	2.51298
Gohir.D10G164601	1275	1088.3	4.07002	0.0545336
Gohir.D05G365700	921	734.362	6.66363	0.132318
Gohir.A12G016966	1925	1738.3	209.857	1.76042
Gohir.D12G146150	1426	1239.3	9.22915	0.108593
Gohir.A06G082880	1536	1349.3	731.491	7.90527
Gohir.A04G114900	1159	972.299	78	1.1698
Gohir.A07G100700	362	180.187	0	0
Gohir.A07G058200	2551	2364.3	258.94	1.59703
Gohir.A11G004400	583	396.526	1	0.0367743
Gohir.A11G301700	2927	2740.3	212.465	1.13059
Gohir.A07G076550	1873	1686.3	644.083	5.56959
Gohir.D11G046280	578	391.534	1	0.0372432
Gohir.D12G133232	540	353.713	9	0.371029
Gohir.A01G011600	2091	1904.3	761.22	5.82896
Gohir.D01G062600	1042	855.299	9.11489	0.1554
Gohir.D06G014450	420	235.546	2	0.123814
Gohir.A07G196900	562	375.603	0	0
Gohir.A01G225700	1716	1529.3	266.165	2.5379
Gohir.A10G087250	657	470.424	0	0
Gohir.D02G011800	1003	816.299	0	0
Gohir.D01G042774	93	9.83408	0	0
Gohir.D04G162300	3791	3604.3	54.5165	0.220558
Gohir.A10G099000	834	647.362	15	0.337878
Gohir.D08G175050	769	582.386	0	0
Gohir.A08G082862	1359	1172.3	15	0.186582
Gohir.D05G056900	927	740.362	0	0
Gohir.A05G297200	2773	2586.3	33	0.186059
Gohir.A10G040100	1593	1406.3	220	2.28119
Gohir.D13G219000	1980	1793.3	21.2968	0.173172
Gohir.D08G067000	1968	1781.3	0	0
Gohir.D08G210100	1413	1226.3	3.21637	0.038246
Gohir.D07G056200	2973	2786.3	134.467	0.703729
Gohir.A08G101048	1572	1385.3	1	0.0105262
Gohir.D13G142100	1424	1237.3	0	0
Gohir.A06G163300	3023	2836.3	98.9135	0.508534
Gohir.D08G069400	2551	2364.3	3.14985	0.0194269
Gohir.A05G072300	2194	2007.3	978.327	7.10703
Gohir.D05G332188	351	170.046	0	0
Gohir.D04G185500	1056	869.299	0	0
Gohir.A07G210200	2215	2028.3	0	0
Gohir.D03G091200	1342	1155.3	2.39336	0.0302086
Gohir.D11G218000	1477	1290.3	15.1693	0.171432
Gohir.A06G025900	1680	1493.3	295.515	2.88569
Gohir.D01G186200	602	415.485	0	0
Gohir.D02G020550	348	167.264	0	0
Gohir.D13G057801	4668	4481.3	17.0474	0.0554717
Gohir.D04G087100	1437	1250.3	7.64063	0.089111
Gohir.A03G075000	2229	2042.3	336.413	2.40198
Gohir.A02G145200	1914	1727.3	0	0
Gohir.A05G339200	3285	3098.3	80	0.376516
Gohir.D08G083700	4014	3827.3	49.2777	0.187747
Gohir.D05G328740	351	170.046	0	0
Gohir.D05G094000	2780	2593.3	20.7629	0.116748
Gohir.D03G034000	1611	1424.3	15.2542	0.156173
Gohir.D01G154266	2144	1957.3	0	0
Gohir.D03G053900	1969	1782.3	4.31922	0.0353379
Gohir.D12G023900	2867	2680.3	3.17756	0.0172873
Gohir.A11G086300	2042	1855.3	1394.42	10.9596
Gohir.A02G165400	1070	883.299	28	0.462239
Gohir.A07G084000	1335	1148.3	1.09725	0.0139337
Gohir.A12G112100	6276	6089.3	4479.53	10.7271
Gohir.A12G142700	1812	1625.3	371.905	3.33669
Gohir.A01G078100	4189	4002.3	1620.11	5.9027
Gohir.D05G327200	1530	1343.3	0	0
Gohir.A01G088400	1104	917.299	45.7593	0.727419
Gohir.A06G065650	570	383.58	0	0
Gohir.A08G113000	1617	1430.3	411.934	4.19969
Gohir.D07G104350	354	172.8	0	0
Gohir.D13G155000	1116	929.299	16.1259	0.253037
Gohir.D11G131300	1524	1337.3	0	0
Gohir.A04G078300	1667	1480.3	161.859	1.59442
Gohir.A11G077900	1731	1544.3	65	0.613759
Gohir.A13G032800	961	774.347	2	0.0376626
Gohir.D04G173180	675	488.405	0	0
Gohir.A05G026300	5376	5189.3	1207.62	3.39341
Gohir.A03G132200	2029	1842.3	207	1.63842
Gohir.D01G044300	2424	2237.3	12.9954	0.0846998
Gohir.A06G068800	2674	2487.3	376.897	2.20958
Gohir.D07G197600	480	294.181	1.07599	0.0533346
Gohir.A04G004400	1711	1524.3	209	1.99937
Gohir.D07G056700	1602	1415.3	1.12005	0.01154
Gohir.A04G068900	961	774.347	365.258	6.87829
Gohir.D04G090900	839	652.362	0	0
Gohir.A11G267400	1708	1521.3	276	2.64552
Gohir.D04G065500	1486	1299.3	2.09578	0.0235209
Gohir.A08G187250	546	359.692	5	0.202701
Gohir.D10G084200	1593	1406.3	1.08901	0.011292
Gohir.A03G190700	519	332.83	14	0.613368
Gohir.A09G214300	1236	1049.3	3.38244	0.0470053
Gohir.A13G167300	2437	2250.3	231	1.49688
Gohir.A11G044500	1038	851.299	180	3.08324
Gohir.D06G199500	1637	1450.3	12.1343	0.122004
Gohir.D12G039100	1374	1187.3	2	0.0245633
Gohir.D05G191300	2953	2766.3	185.991	0.980413
Gohir.A03G151200	907	720.362	80	1.61941
Gohir.A06G137802	457	271.664	90.6276	4.86457
Gohir.D11G195400	3544	3357.3	27.8117	0.120796
Gohir.A10G241520	3152	2965.3	82.2031	0.404237
Gohir.D07G187500	1419	1232.3	0	0
Gohir.D04G029300	2355	2168.3	52.7272	0.354595
Gohir.A05G265000	153	27.2863	0	0
Gohir.A07G104650	2951	2764.3	0	0
Gohir.A09G002000	1378	1191.3	1	0.0122404
Gohir.D02G106700	3373	3186.3	0	0
Gohir.D08G095100	1137	950.299	0	0
Gohir.A13G199800	1497	1310.3	1523.65	16.9563
Gohir.A02G148000	685	498.386	309.339	9.05076
Gohir.D13G126200	1925	1738.3	0	0
Gohir.A03G028001	717	530.386	1	0.0274932
Gohir.D02G231601	660	473.405	8	0.246418
Gohir.A03G166900	1022	835.299	17.8649	0.311871
Gohir.A01G139500	952	765.347	1865.86	35.5499
Gohir.D05G136700	3431	3244.3	3.2344	0.0145375
Gohir.A01G179666	568	381.58	0	0
Gohir.A13G122266	1352	1165.3	1	0.0125135
Gohir.A13G221400	1308	1121.3	1	0.0130045
Gohir.A06G120304	1671	1484.3	14	0.137538
Gohir.D13G029900	3193	3006.3	16.269	0.0789123
Gohir.D05G385000	3322	3135.3	91.2159	0.424236
Gohir.A08G059750	486	300.145	0	0
Gohir.D07G028100	2078	1891.3	0	0
Gohir.A10G092900	2645	2458.3	127.218	0.754625
Gohir.D10G005266	1034	847.299	0	0
Gohir.D03G161200	1182	995.299	1	0.0146508
Gohir.A13G082800	1873	1686.3	6	0.0518839
Gohir.D07G016800	780	593.386	9.39934	0.230981
Gohir.A07G012000	2156	1969.3	488.019	3.61361
Gohir.D03G090100	2685	2498.3	5.67846	0.0331438
Gohir.A01G018700	3910	3723.3	0	0
Gohir.A01G092600	2466	2279.3	194.939	1.24714
Gohir.A03G055900	1242	1055.3	102	1.40942
Gohir.A03G192300	360	178.366	2	0.163506
Gohir.A06G119700	1989	1802.3	459.761	3.71981
Gohir.D13G142500	2157	1970.3	0	0
Gohir.D03G061703	327	148.352	0	0
Gohir.D05G328920	339	159.051	0	0
Gohir.A09G067500	2009	1822.3	589.115	4.71408
Gohir.D04G123401	279	107.465	0	0
Gohir.A01G018460	312	135.234	0	0
Gohir.D07G217300	663	476.405	0	0
Gohir.D10G060500	1628	1441.3	21.077	0.213241
Gohir.D05G070400	2901	2714.3	35.1732	0.18896
