target_id	length	eff_length	AD2_4	AD2_4_tpm
Gohir.A05G257150	774	585.011	0	0
Gohir.D09G074600	858	668.994	1245.56	18.819
Gohir.D02G139000	2564	2374.96	865.88	3.68516
Gohir.D05G214600	1724	1534.96	313.72	2.06585
Gohir.A05G110900	1774	1584.96	974.15	6.21244
Gohir.A01G195000	1796	1606.96	0	0
Gohir.D05G354825	333	152.539	1.01476	0.0672414
Gohir.A12G219875	606	417.111	0	0
Gohir.D09G245650	568	379.244	0	0
Gohir.A13G139780	1125	935.957	1.77882	0.0192101
Gohir.A10G158400	1065	875.957	31	0.357712
Gohir.D12G014000	1852	1662.96	365.52	2.2217
Gohir.A09G112900	1696	1506.96	152.186	1.02077
Gohir.A11G032200	1485	1295.96	152.58	1.19004
Gohir.D02G076100	1379	1189.96	973.002	8.26487
Gohir.D02G168900	2310	2120.96	62.1909	0.29638
Gohir.D09G149400	2344	2154.96	13	0.060976
Gohir.D13G036900	2218	2028.96	262.757	1.30899
Gohir.A13G063900	1421	1231.96	492.684	4.04229
Gohir.A07G183850	623	434.099	3	0.0698532
Gohir.D01G109550	216	62.8669	0	0
Gohir.D05G339300	1391	1201.96	3.26619	0.0274667
Gohir.A08G000117	641	452.077	77.5115	1.73304
Gohir.A11G253600	3103	2913.96	186.158	0.645732
Gohir.D02G162600	2292	2102.96	399.121	1.91835
Gohir.A06G132200	2674	2484.96	48.3914	0.196835
Gohir.D08G252466	264	96.0203	0	0
Gohir.A08G184900	2168	1978.96	101.307	0.517437
Gohir.A08G099868	2794	2604.96	45.8387	0.177863
Gohir.D04G097500	1283	1093.96	608	5.61768
Gohir.D05G057600	2551	2361.96	116.201	0.497269
Gohir.A06G111004	426	239.304	0	0
Gohir.D11G115100	456	268.39	0	0
Gohir.D02G144600	2553	2363.96	240.487	1.02827
Gohir.D05G306750	174	39.8289	5.11921	1.29915
Gohir.D01G110500	1668	1478.96	2	0.0136687
Gohir.A05G389500	1332	1142.96	525.597	4.64811
Gohir.D04G191000	1465	1275.96	115.575	0.915551
Gohir.D09G177200	1117	927.957	60.7458	0.661672
Gohir.A05G171200	1945	1755.96	6938.93	39.9423
Gohir.D07G144500	2265	2075.96	292.925	1.42624
Gohir.A02G131602	702	513.026	0	0
Gohir.D09G148200	468	280.052	3	0.108277
Gohir.D13G169500	776	587.011	1	0.017219
Gohir.D05G061700	1906	1716.96	399.199	2.35009
Gohir.A10G138000	651	462.077	21.4649	0.469536
Gohir.D05G127800	2098	1908.96	575.051	3.04484
Gohir.A06G188000	545	356.32	0	0
Gohir.A04G136166	474	285.911	41	1.44946
Gohir.D05G162100	1462	1272.96	5.31738	0.0422219
Gohir.A02G152800	1595	1405.96	80.3645	0.577758
Gohir.D04G126700	2004	1814.96	2	0.0111383
Gohir.D08G175150	399	213.288	0	0
Gohir.A10G180800	858	668.994	15	0.226633
Gohir.D05G200300	2414	2224.96	187.107	0.850007
Gohir.A06G184200	1632	1442.96	8.10945	0.0568057
Gohir.A05G174300	1908	1718.96	475.541	2.79626
Gohir.D03G099501	1705	1515.96	164.019	1.0936
Gohir.D05G379600	763	574.026	0	0
Gohir.A13G096100	2329	2139.96	519.05	2.45165
Gohir.A06G171600	3763	3573.96	152.07	0.430079
Gohir.D02G060700	911	721.957	16	0.224008
Gohir.A11G063866	998	808.957	45.6228	0.570047
Gohir.D04G130600	1233	1043.96	126.96	1.22925
Gohir.A13G202000	1652	1462.96	131.028	0.905289
Gohir.D12G051200	2062	1872.96	438.735	2.36771
Gohir.A07G093500	746	557.026	0	0
Gohir.D08G032600	1356	1166.96	4407.02	38.1719
Gohir.A05G202800	3483	3293.96	649.377	1.99266
Gohir.A05G058000	1462	1272.96	3	0.0238211
Gohir.D10G105201	573	384.214	0	0
Gohir.A09G089932	2542	2352.96	14.719	0.0632295
Gohir.A05G343600	3502	3312.96	714.499	2.17992
Gohir.D05G352900	1899	1709.96	71.461	0.422414
Gohir.A12G080900	1402	1212.96	0	0
Gohir.D11G305800	923	733.957	40	0.550863
Gohir.A02G027600	1729	1539.96	512.846	3.36614
Gohir.A11G314300	1726	1536.96	1	0.00657646
Gohir.D11G004801	690	501.039	1152.88	23.2577
Gohir.D09G135200	932	742.957	12	0.163257
Gohir.D09G152550	234	74.6414	6	0.812504
Gohir.A12G037300	1127	937.957	550.059	5.92762
Gohir.A11G282669	210	59.226	0	0
Gohir.A09G096001	954	764.957	11	0.145348
Gohir.D05G116800	1456	1266.96	0	0
Gohir.D04G102100	2214	2024.96	32.0188	0.159824
Gohir.A12G037100	2141	1951.96	6.44709	0.0333847
Gohir.D01G033132	965	775.957	0	0
Gohir.D05G087500	3297	3107.96	527.673	1.7161
Gohir.A13G148700	3982	3792.96	101.409	0.270241
Gohir.D11G222014	204	55.635	1	0.181679
Gohir.D05G073700	1672	1482.96	802.929	5.47271
Gohir.A01G181400	2148	1958.96	132	0.681088
Gohir.D08G202400	1665	1475.96	65.8757	0.451134
Gohir.D08G027900	2146	1956.96	387.943	2.00374
Gohir.D01G152650	321	142.09	2.07407	0.147541
Gohir.A04G102000	1294	1104.96	78	0.713515
Gohir.A09G028700	2906	2716.96	16.2596	0.0604896
Gohir.D04G014900	4474	4284.96	683.548	1.61241
Gohir.D08G215800	3557	3367.96	306.359	0.91943
Gohir.A03G119500	1075	885.957	0	0
Gohir.D13G179600	1663	1473.96	824.212	5.65208
Gohir.D01G110200	667	478.064	0	0
Gohir.A08G049100	2398	2208.96	551.826	2.52504
Gohir.A08G026720	1404	1214.96	129.569	1.07794
Gohir.A09G018600	607	418.111	3.27333	0.0791321
Gohir.D13G138200	4807	4617.96	219	0.479345
Gohir.D10G222144	776	587.011	0	0
Gohir.D13G000200	2424	2234.96	398.292	1.8013
Gohir.D08G154100	1210	1020.96	52	0.514813
Gohir.A05G040300	2654	2464.96	1293.52	5.30417
Gohir.D11G225400	2940	2750.96	383.918	1.41062
Gohir.D13G110600	1750	1560.96	4.08845	0.0264741
Gohir.D09G116300	1621	1431.96	20	0.141174
Gohir.A12G158300	552	363.302	0	0
Gohir.D08G183100	1151	961.957	990.49	10.4075
Gohir.A07G112600	1168	978.957	83.6776	0.863972
Gohir.D07G002950	2991	2801.96	0	0
Gohir.D08G117301	581	392.174	10.7906	0.278114
Gohir.A11G268900	1213	1023.96	42.0171	0.414761
Gohir.A01G086600	4737	4547.96	415.153	0.92267
Gohir.A10G183300	1312	1122.96	382.018	3.43854
Gohir.D11G048300	1848	1658.96	1	0.00609283
Gohir.A04G087700	1649	1459.96	106.879	0.73996
Gohir.D05G185900	2624	2434.96	114.075	0.473536
Gohir.A11G229100	3899	3709.96	1498.16	4.08173
Gohir.D12G269000	3894	3704.96	262.032	0.714867
Gohir.A11G320500	1386	1196.96	246	2.07735
Gohir.A05G100500	4117	3927.96	282.202	0.726185
Gohir.D01G016984	1495	1305.96	0	0
Gohir.D10G076300	966	776.957	566.681	7.37218
Gohir.A13G130701	838	648.994	0	0
Gohir.D13G046300	2125	1935.96	267.786	1.39813
Gohir.A11G175000	2374	2184.96	347.048	1.60546
Gohir.A11G072400	1771	1581.96	102.139	0.652605
Gohir.A01G195400	1123	933.957	507.41	5.49144
Gohir.A05G261900	2342	2152.96	444.298	2.0859
Gohir.A10G138500	1358	1168.96	115.35	0.997405
Gohir.D08G201300	2935	2745.96	855.952	3.15072
Gohir.D10G039300	1040	850.957	729.259	8.6622
Gohir.D07G196232	1671	1481.96	70.9968	0.484236
Gohir.D10G014500	1698	1508.96	0	0
Gohir.D12G255375	1398	1208.96	19	0.158853
Gohir.D13G027080	576	387.184	1	0.0261058
Gohir.D07G057300	4750	4560.96	397.842	0.881676
Gohir.A13G112000	1725	1535.96	0	0
Gohir.A12G017600	2481	2291.96	778.957	3.43527
Gohir.D11G313200	2766	2576.96	90.0764	0.353312
Gohir.A10G066900	1503	1313.96	132.102	1.01621
Gohir.A04G044600	3609	3419.96	163.934	0.484509
Gohir.D01G110400	1302	1112.96	0	0
Gohir.D07G218000	2147	1957.96	29	0.149709
Gohir.D05G208000	2255	2065.96	113	0.552855
Gohir.D10G232100	6017	5827.96	497.369	0.862614
Gohir.A09G215400	967	777.957	55	0.714597
Gohir.A12G080200	228	70.5732	142	20.3377
Gohir.D05G082400	1553	1363.96	1275.1	9.44924
Gohir.A10G191900	3019	2829.96	225.673	0.806035
Gohir.D12G072500	936	746.957	355.821	4.81494
Gohir.A06G176500	437	249.925	0	0
Gohir.D01G077400	1648	1458.96	568.309	3.93728
Gohir.D01G118400	622	433.099	29.6444	0.691845
Gohir.D08G063700	2024	1834.96	142.738	0.786265
Gohir.D11G121600	6557	6367.96	529.729	0.840828
Gohir.A09G175450	1936	1746.96	65	0.376084
Gohir.A09G112200	1954	1764.96	0	0
Gohir.A05G107600	938	748.957	15.4929	0.209089
Gohir.D12G021000	3385	3195.96	610.348	1.93033
Gohir.D10G117701	1838	1648.96	55.662	0.341196
Gohir.D06G063600	830	641.011	0	0
Gohir.A01G070200	601	412.121	62	1.52062
Gohir.A05G250400	2336	2146.96	267.731	1.26046
Gohir.A10G044000	2230	2040.96	108.796	0.538807
Gohir.D10G101400	1362	1172.96	121	1.0427
Gohir.A08G221650	1275	1085.96	85.1066	0.792145
Gohir.A05G240200	1429	1239.96	177.056	1.44331
Gohir.A13G178500	3187	2997.96	135.42	0.456575
Gohir.A02G069100	2558	2368.96	91.1475	0.388903
Gohir.A02G066800	2473	2283.96	87.2664	0.386201
Gohir.A08G060250	287	113.913	32	2.83944
Gohir.A03G134700	1085	895.957	110.59	1.24762
Gohir.D09G084101	554	365.273	22.2545	0.61582
Gohir.D07G185600	2968	2778.96	370.551	1.34778
Gohir.A11G011900	1073	883.957	220.245	2.51842
Gohir.D06G083833	237	76.6536	0	0
Gohir.A06G077950	1034	844.957	11.9231	0.142629
Gohir.A11G234500	2144	1954.96	22.4385	0.116014
Gohir.A01G205700	1461	1271.96	5	0.039733
Gohir.A13G190300	2081	1891.96	15	0.0801372
Gohir.D07G111750	1639	1449.96	7	0.0487974
Gohir.D01G026700	869	679.994	318.556	4.73516
Gohir.A11G183800	1975	1785.96	230.086	1.30219
Gohir.A11G273100	1689	1499.96	0	0
Gohir.A03G123500	1437	1247.96	144.044	1.16667
Gohir.D05G336340	1512	1322.96	0	0
Gohir.D03G009100	462	274.27	182.671	6.73203
Gohir.A06G136600	897	707.976	71.9825	1.02769
Gohir.D09G157000	888	698.976	314.844	4.55289
Gohir.D04G099600	2034	1844.96	221.71	1.21465
Gohir.D08G151866	519	330.471	65.2984	1.9972
Gohir.D11G084500	1902	1712.96	38.8628	0.22932
Gohir.D05G198900	2638	2448.96	553.485	2.28443
Gohir.A07G072900	1655	1465.96	318.016	2.19271
Gohir.A12G098200	546	357.311	128.022	3.62153
Gohir.D06G175308	402	216.129	0	0
Gohir.D10G118700	1089	899.957	0	0
Gohir.D09G094400	2011	1821.96	27.802	0.154238
Gohir.A12G146000	1812	1622.96	65.8222	0.409939
Gohir.A03G198800	963	773.957	112.699	1.47183
Gohir.A11G104500	2132	1942.96	302.14	1.57181
Gohir.D10G153065	864	674.994	0	0
Gohir.D02G105800	1905	1715.96	1259.09	7.41658
Gohir.D13G185600	1748	1558.96	21	0.136157
Gohir.A11G286282	1734	1544.96	2	0.0130848
Gohir.A01G216800	2223	2033.96	138.94	0.690464
Gohir.D10G043800	1456	1266.96	110.811	0.884049
Gohir.A12G036900	2050	1860.96	168.488	0.915137
Gohir.A05G287900	2402	2212.96	813.368	3.71508
Gohir.A10G040200	1583	1393.96	1108.6	8.03855
Gohir.A07G117900	1941	1751.96	0	0
Gohir.D08G211201	1244	1054.96	238.98	2.28971
Gohir.D11G083300	1667	1477.96	322.813	2.20772
Gohir.D01G065700	956	766.957	185.967	2.45086
Gohir.D05G176100	1949	1759.96	0	0
Gohir.A11G241900	678	489.052	0	0
Gohir.D10G253900	1615	1425.96	0.241275	0.00171025
Gohir.D06G035000	438	250.892	1	0.0402872
Gohir.A03G000040	231	72.6015	17	2.36678
Gohir.A06G046900	1453	1263.96	322.296	2.57737
Gohir.A01G079000	894	704.976	60.1732	0.862745
Gohir.D06G125800	1235	1045.96	3055.69	29.529
Gohir.D02G059700	2848	2658.96	0	0
Gohir.A11G127600	2783	2593.96	1356.71	5.28663
Gohir.A02G043601	1842	1652.96	1.02128	0.00624506
Gohir.D12G261700	567	378.244	0	0
Gohir.D09G031600	417	230.581	0	0
Gohir.A07G186700	779	590.011	153.328	2.62674
Gohir.A07G150100	1702	1512.96	214.259	1.43142
Gohir.D13G108200	2566	2376.96	12.0926	0.0514223
Gohir.D10G231932	429	242.19	1.00403	0.0419028
Gohir.A05G215900	1784	1594.96	2544.04	16.1224
Gohir.D01G023541	2641	2451.96	185.072	0.762926
Gohir.A13G167500	745	556.026	27.2783	0.49588
Gohir.A11G201100	1600	1410.96	164.145	1.17589
Gohir.D04G176414	330	149.81	0	0
Gohir.D01G026020	2484	2294.96	2	0.00880865
Gohir.A07G141550	375	190.599	0	0
Gohir.A13G024100	755	566.026	328.46	5.86544
Gohir.A07G082100	2461	2271.96	385.181	1.71364
Gohir.A12G015000	2107	1917.96	388.578	2.04783
Gohir.D04G153200	777	588.011	3	0.0515692
Gohir.A02G139200	1082	892.957	32.9451	0.372919
Gohir.A08G144100	1600	1410.96	260.814	1.86841
Gohir.A05G202550	234	74.6414	0	0
Gohir.D04G036800	1675	1485.96	4	0.0272087
Gohir.D01G029000	950	760.957	0	0
Gohir.A11G229600	1266	1076.96	342.159	3.21132
Gohir.A09G059300	941	751.957	15	0.201629
Gohir.D10G164601	1275	1085.96	17.3936	0.161894
Gohir.D05G365700	921	731.957	203.167	2.80557
Gohir.A12G016966	1925	1735.96	102.242	0.59531
Gohir.D12G146150	1426	1236.96	37.1978	0.30396
Gohir.A06G082880	1536	1346.96	285.638	2.14346
Gohir.A04G114900	1159	969.957	8	0.0833665
Gohir.A07G100700	362	178.557	48	2.71717
Gohir.A07G058200	2551	2361.96	216.105	0.9248
Gohir.A11G004400	583	394.153	1	0.0256442
Gohir.A11G301700	2927	2737.96	20.2279	0.0746753
Gohir.A07G076550	1873	1683.96	804.788	4.83064
Gohir.D11G046280	578	389.174	18.9638	0.492533
Gohir.D12G133232	540	351.33	108	3.10716
Gohir.A01G011600	2091	1901.96	897.163	4.76787
Gohir.D01G062600	1042	852.957	609.578	7.22364
Gohir.D06G014450	420	233.478	10	0.432921
Gohir.A07G196900	562	373.264	0	0
Gohir.A01G225700	1716	1526.96	240.943	1.59493
Gohir.A10G087250	657	468.064	0	0
Gohir.D02G011800	1003	813.957	161.888	2.01033
Gohir.D01G042774	93	10.8711	0	0
Gohir.D04G162300	3791	3601.96	4805.86	13.4861
Gohir.A10G099000	834	644.994	16	0.250737
Gohir.D08G175050	769	580.011	108.433	1.88964
Gohir.A08G082862	1359	1169.96	8.40564	0.0726198
Gohir.D05G056900	927	737.957	45.0794	0.617449
Gohir.A05G297200	2773	2583.96	32	0.125175
Gohir.A10G040100	1593	1403.96	90.2507	0.649757
Gohir.D13G219000	1980	1790.96	522.655	2.94974
Gohir.D08G067000	1968	1778.96	154.065	0.875374
Gohir.D08G210100	1413	1223.96	29.8701	0.246675
Gohir.D07G056200	2973	2783.96	1936.84	7.03211
Gohir.A08G101048	1572	1382.96	0	0
Gohir.D13G142100	1424	1234.96	139	1.13767
Gohir.A06G163300	3023	2833.96	124.847	0.445286
Gohir.D08G069400	2551	2361.96	172.2	0.736911
Gohir.A05G072300	2194	2004.96	1694.7	8.54362
Gohir.D05G332188	351	168.662	0	0
Gohir.D04G185500	1056	866.957	0	0
Gohir.A07G210200	2215	2025.96	0	0
Gohir.D03G091200	1342	1152.96	76.6538	0.672008
Gohir.D11G218000	1477	1287.96	81.2232	0.63743
Gohir.A06G025900	1680	1490.96	269.734	1.82862
Gohir.D01G186200	602	413.121	0	0
Gohir.D02G020550	348	166.008	0	0
Gohir.D13G057801	4668	4478.96	13.0138	0.0293685
Gohir.D04G087100	1437	1247.96	168.177	1.36214
Gohir.A03G075000	2229	2039.96	227.195	1.12572
Gohir.A02G145200	1914	1724.96	0	0
Gohir.A05G339200	3285	3095.96	35.9911	0.117504
Gohir.D08G083700	4014	3824.96	600.296	1.58633
Gohir.D05G328740	351	168.662	0	0
Gohir.D05G094000	2780	2590.96	102.925	0.401526
Gohir.D03G034000	1611	1421.96	399.389	2.83899
Gohir.D01G154266	2144	1954.96	26.2947	0.135952
Gohir.D03G053900	1969	1779.96	1029.52	5.84625
Gohir.D12G023900	2867	2677.96	65.4637	0.247088
Gohir.A11G086300	2042	1852.96	1036.37	5.65332
Gohir.A02G165400	1070	880.957	28	0.321261
Gohir.A07G084000	1335	1145.96	0	0
Gohir.A12G112100	6276	6086.96	4027.52	6.68793
Gohir.A12G142700	1812	1622.96	186.367	1.16069
Gohir.A01G078100	4189	3999.96	1856.7	4.69181
Gohir.D05G327200	1530	1340.96	7	0.0527639
Gohir.A01G088400	1104	914.957	36.8853	0.40748
Gohir.A06G065650	570	381.244	0	0
Gohir.A08G113000	1617	1427.96	264.739	1.87395
Gohir.D07G104350	354	171.31	23	1.35706
Gohir.D13G155000	1116	926.957	1444.11	15.7469
Gohir.D11G131300	1524	1334.96	13.8209	0.104646
Gohir.A04G078300	1667	1477.96	138.844	0.949552
Gohir.A11G077900	1731	1541.96	26	0.170434
Gohir.A13G032800	961	771.957	2	0.0261873
Gohir.D04G173180	675	486.052	0	0
Gohir.A05G026300	5376	5186.96	670.991	1.30755
Gohir.A03G132200	2029	1839.96	38.1947	0.209821
Gohir.D01G044300	2424	2234.96	164.951	0.746002
Gohir.A06G068800	2674	2484.96	188.286	0.765866
Gohir.D07G197600	480	291.851	23.1293	0.801041
Gohir.A04G004400	1711	1521.96	81.3147	0.540034
Gohir.D07G056700	1602	1412.96	359.433	2.57124
Gohir.A04G068900	961	771.957	807.342	10.5711
Gohir.D04G090900	839	649.994	321	4.99172
Gohir.A11G267400	1708	1518.96	156.362	1.04049
Gohir.D04G065500	1486	1296.96	82.5159	0.643082
Gohir.A08G187250	546	357.311	2	0.0565767
Gohir.D10G084200	1593	1403.96	226.766	1.63259
Gohir.A03G190700	519	330.471	69	2.11042
Gohir.A09G214300	1236	1046.96	7	0.0675808
Gohir.A13G167300	2437	2247.96	254.545	1.14454
Gohir.A11G044500	1038	848.957	133	1.58351
Gohir.D06G199500	1637	1447.96	53.4084	0.372828
Gohir.D12G039100	1374	1184.96	3	0.0255901
Gohir.D05G191300	2953	2763.96	1101.31	4.02747
Gohir.A03G151200	907	717.976	45.89	0.646044
Gohir.A06G137802	457	269.376	124.342	4.66565
Gohir.D11G195400	3544	3354.96	193.112	0.581805
Gohir.A10G241520	3152	2962.96	100.441	0.342643
Gohir.D07G187500	1419	1229.96	0	0
Gohir.D04G029300	2355	2165.96	0	0
Gohir.A05G265000	153	29.6137	0	0
Gohir.A07G104650	2951	2761.96	0.0496774	0.000181801
Gohir.A09G002000	1378	1188.96	0	0
Gohir.D02G106700	3373	3183.96	102.804	0.326359
Gohir.D08G095100	1137	947.957	0	0
Gohir.A13G199800	1497	1307.96	1014.02	7.8362
Gohir.A02G148000	685	496.039	367.154	7.48147
Gohir.D13G126200	1925	1735.96	4	0.0232903
Gohir.A03G028001	717	528.026	0	0
Gohir.D02G231601	660	471.064	26	0.557888
Gohir.A03G166900	1022	832.957	5	0.0606738
Gohir.A01G139500	952	762.957	5212.4	69.0545
Gohir.D05G136700	3431	3241.96	323.528	1.00869
Gohir.A01G179666	568	379.244	2	0.0533047
Gohir.A13G122266	1352	1162.96	0	0
Gohir.A13G221400	1308	1118.96	2	0.0180664
Gohir.A06G120304	1671	1481.96	1	0.00682053
Gohir.D13G029900	3193	3003.96	689.153	2.31887
Gohir.D05G385000	3322	3132.96	512.498	1.65345
Gohir.A08G059750	486	297.797	0	0
Gohir.D07G028100	2078	1888.96	0	0
Gohir.A10G092900	2645	2455.96	106.034	0.436393
Gohir.D10G005266	1034	844.957	0	0
Gohir.D03G161200	1182	992.957	2	0.0203589
Gohir.A13G082800	1873	1683.96	1	0.00600237
Gohir.D07G016800	780	591.011	93.9507	1.60679
Gohir.A07G012000	2156	1966.96	94.3692	0.484942
Gohir.D03G090100	2685	2495.96	331.118	1.34091
Gohir.A01G018700	3910	3720.96	16.257	0.044161
Gohir.A01G092600	2466	2276.96	21.3873	0.0949414
Gohir.A03G055900	1242	1052.96	1.03593	0.00994428
Gohir.A03G192300	360	176.704	0	0
Gohir.A06G119700	1989	1799.96	377.74	2.12122
