target_id	length	eff_length	AD1_1	AD1_1_tpm
Gohir.A05G042800	1498	1305.56	167.909	1.68175
Gohir.A04G028404	1585	1392.56	45.8281	0.430331
Gohir.D09G238800	898	705.575	25	0.46332
Gohir.A11G030881	2053	1860.56	472.073	3.31779
Gohir.D09G164440	504	312.138	0	0
Gohir.A12G128850	1905	1712.56	2.96826	0.0226642
Gohir.D09G058025	303	124.107	7	0.737537
Gohir.A12G161300	1882	1689.56	191.027	1.47845
Gohir.D01G194350	2745	2552.56	0	0
Gohir.D05G017800	712	519.599	69.3514	1.7453
Gohir.D06G167100	1645	1452.56	61.9653	0.557826
Gohir.A08G219555	1498	1305.56	116.421	1.16606
Gohir.A05G006100	1128	935.559	141.445	1.97697
Gohir.D04G010300	2689	2496.56	474.159	2.48351
Gohir.D01G057100	1269	1076.56	0	0
Gohir.D04G170800	1594	1401.56	116.919	1.09083
Gohir.A01G153800	1751	1558.56	7	0.0587298
Gohir.D08G228400	1119	926.559	0	0
Gohir.A04G048165	1065	872.559	18.3401	0.274846
Gohir.A10G237000	918	725.575	0	0
Gohir.A13G016300	1270	1077.56	1.09403	0.0132761
Gohir.D08G191800	1624	1431.56	496.177	4.53222
Gohir.A09G110880	1269	1076.56	0	0
Gohir.A05G236950	636	443.64	2	0.0589499
Gohir.D09G120400	2577	2384.56	77.1781	0.423224
Gohir.D03G135900	1752	1559.56	0	0
Gohir.A08G101400	804	611.575	120.632	2.57927
Gohir.D07G105100	1173	980.559	59.0812	0.787879
Gohir.D05G279500	1041	848.559	0	0
Gohir.A11G029900	871	678.575	1358.14	26.1716
Gohir.D05G344800	1847	1654.56	0	0
Gohir.A11G286841	945	752.575	0	0
Gohir.D03G031800	1092	899.559	366.132	5.32222
Gohir.A11G096800	2714	2521.56	155.514	0.806462
Gohir.A03G186400	1186	993.559	9	0.118449
Gohir.D04G161600	1440	1247.56	362	3.7943
Gohir.D10G096000	1922	1729.56	73	0.551914
Gohir.D11G217600	2203	2010.56	3.0271	0.0196876
Gohir.A06G061900	913	720.575	18	0.326646
Gohir.A06G078300	2296	2103.56	66.6917	0.414573
Gohir.D05G234600	3130	2937.56	79.4389	0.353615
Gohir.A13G194500	999	806.559	468	7.58741
Gohir.A06G043800	4312	4119.56	121.494	0.385646
Gohir.A09G087600	1070	877.559	17	0.253312
Gohir.D13G042300	1337	1144.56	230.908	2.63806
Gohir.D03G095800	2782	2589.56	161.181	0.813902
Gohir.D08G069200	3165	2972.56	236.377	1.03982
Gohir.D11G105400	1852	1659.56	19	0.149708
Gohir.D11G065833	922	729.575	11.6893	0.209509
Gohir.D02G136400	4076	3883.56	1234.84	4.15781
Gohir.D02G043200	2366	2173.56	3.11725	0.0187536
Gohir.A02G162900	952	759.575	2.40378	0.0413817
Gohir.D03G166101	1665	1472.56	191.916	1.7042
Gohir.A05G044600	1089	896.559	1153.66	16.8261
Gohir.D13G072400	2007	1814.56	260.487	1.87715
Gohir.D02G104300	1911	1718.56	38.5173	0.293073
Gohir.A09G026000	7171	6978.56	591.102	1.10759
Gohir.A05G057500	1461	1268.56	43.6733	0.450184
Gohir.A08G114700	1067	874.559	0	0
Gohir.D10G152000	1549	1356.56	263.733	2.5422
Gohir.D05G287000	1718	1525.56	486.36	4.16882
Gohir.A02G144200	969	776.559	96.7625	1.62936
Gohir.A12G030701	522	329.967	0	0
Gohir.D02G014900	3427	3234.56	437.798	1.76988
Gohir.A10G169466	748	555.587	17	0.400111
Gohir.A07G112100	1898	1705.56	103.999	0.797343
Gohir.D06G172800	619	426.706	0	0
Gohir.D08G092550	231	70.9502	1.05451	0.194349
Gohir.A04G018100	2811	2618.56	24	0.119849
Gohir.D06G070000	3166	2973.56	217.546	0.956664
Gohir.A06G175900	1442	1249.56	19.3864	0.202873
Gohir.D10G113200	1290	1097.56	134.276	1.59976
Gohir.A06G089000	2502	2309.56	303.526	1.7185
Gohir.D10G136700	1374	1181.56	8.00097	0.0885464
Gohir.D02G211100	963	770.559	133	2.25699
Gohir.D06G009100	2758	2565.56	119.4	0.608564
Gohir.A06G203700	1768	1575.56	128.234	1.06427
Gohir.A10G031650	915	722.575	0	0
Gohir.D06G185900	1275	1082.56	13	0.157028
Gohir.D02G193500	354	168.245	30	2.33165
Gohir.D12G211400	642	449.621	47	1.3669
Gohir.D07G106900	1085	892.559	6	0.0879019
Gohir.A05G257150	774	581.575	0	0
Gohir.D09G074600	858	665.575	370.767	7.28429
Gohir.D02G139000	2564	2371.56	672.288	3.70685
Gohir.D05G214600	1724	1531.56	336.92	2.87658
Gohir.A05G110900	1774	1581.56	467.886	3.86847
Gohir.A01G195000	1796	1603.56	0	0
Gohir.D05G354825	333	149.665	0	0
Gohir.A12G219875	606	413.706	0	0
Gohir.D09G245650	568	375.748	0	0
Gohir.A13G139780	1125	932.559	3.86858	0.054245
Gohir.A10G158400	1065	872.559	6	0.0899167
Gohir.D12G014000	1852	1659.56	501.032	3.94781
Gohir.A09G112900	1696	1503.56	97.3539	0.846675
Gohir.A11G032200	1485	1292.56	93.9211	0.95016
Gohir.D02G076100	1379	1186.56	557.99	6.14924
Gohir.D02G168900	2310	2117.56	25	0.154379
Gohir.D09G149400	2344	2151.56	2	0.0121552
Gohir.D13G036900	2218	2025.56	1565.95	10.1092
Gohir.A13G063900	1421	1228.56	139.443	1.48417
Gohir.A07G183850	623	430.687	2	0.0607228
Gohir.D01G109550	216	61.8731	0	0
Gohir.D05G339300	1391	1198.56	654.648	7.1422
Gohir.A08G000117	641	448.621	20.4967	0.597431
Gohir.A11G253600	3103	2910.56	278.772	1.25244
Gohir.D02G162600	2292	2099.56	198.206	1.23445
Gohir.A06G132200	2674	2481.56	173.511	0.914294
Gohir.D08G252466	264	93.3553	6	0.84042
Gohir.A08G184900	2168	1975.56	413.142	2.7346
Gohir.A08G099868	2794	2601.56	98.9137	0.497172
Gohir.D04G097500	1283	1090.56	455	5.45565
Gohir.D05G057600	2551	2358.56	253.472	1.40529
Gohir.A06G111004	426	235.804	0	0
Gohir.D11G115100	456	265.006	0	0
Gohir.D02G144600	2553	2360.56	152.479	0.844652
Gohir.D05G306750	174	39.4592	6.29365	2.08563
Gohir.D01G110500	1668	1475.56	0	0
Gohir.A05G389500	1332	1139.56	380.17	4.36239
Gohir.D04G191000	1465	1272.56	155.296	1.59576
Gohir.D09G177200	1117	924.559	71	1.00417
Gohir.A05G171200	1945	1752.56	2954.06	22.041
Gohir.D07G144500	2265	2072.56	501.713	3.16543
Gohir.A02G131602	702	509.621	0	0
Gohir.D09G148200	468	276.635	1	0.047269
Gohir.D13G169500	776	583.575	0	0
Gohir.D05G061700	1906	1713.56	247.959	1.89219
Gohir.A10G138000	651	458.621	23.7147	0.676157
Gohir.D05G127800	2098	1905.56	446.361	3.063
Gohir.A06G188000	545	352.85	0	0
Gohir.A04G136166	474	282.569	16	0.740421
Gohir.D05G162100	1462	1269.56	8	0.0823988
Gohir.A02G152800	1595	1402.56	90.4243	0.84304
Gohir.D04G126700	2004	1811.56	0	0
Gohir.D08G175150	399	209.784	0	0
Gohir.A10G180800	858	665.575	104	2.04324
Gohir.D05G200300	2414	2221.56	138.562	0.815587
Gohir.A06G184200	1632	1439.56	5	0.0454176
Gohir.A05G174300	1908	1715.56	470.418	3.5856
Gohir.D03G099501	1705	1512.56	207.323	1.79233
Gohir.D05G379600	763	570.575	6	0.137506
Gohir.A13G096100	2329	2136.56	106.265	0.650366
Gohir.A06G171600	3763	3570.56	108.613	0.397769
Gohir.D02G060700	911	718.575	15	0.272962
Gohir.A11G063866	998	805.559	38.9977	0.633033
Gohir.D04G130600	1233	1040.56	79.1055	0.994085
Gohir.A13G202000	1652	1459.56	79.6999	0.714036
Gohir.D12G051200	2062	1869.56	358.663	2.5086
Gohir.A07G093500	746	553.587	1	0.023621
Gohir.D08G032600	1356	1163.56	6209.64	69.785
Gohir.A05G202800	3483	3290.56	530.213	2.107
Gohir.A05G058000	1462	1269.56	2	0.0205997
Gohir.D10G105201	573	380.748	30.0904	1.03341
Gohir.A09G089932	2542	2349.56	23.9464	0.133271
Gohir.A05G343600	3502	3309.56	407.143	1.60865
Gohir.D05G352900	1899	1706.56	48.7703	0.373696
Gohir.A12G080900	1402	1209.56	2	0.0216216
Gohir.D11G305800	923	730.575	7	0.12529
Gohir.A02G027600	1729	1536.56	147.83	1.25805
Gohir.A11G314300	1726	1533.56	5	0.0426337
Gohir.D11G004801	690	497.621	1313.61	34.5185
Gohir.D09G135200	932	739.575	5	0.0884039
Gohir.D09G152550	234	72.904	1.09678	0.196722
Gohir.A12G037300	1127	934.559	469.303	6.56645
Gohir.A11G282669	210	58.3552	0	0
Gohir.A09G096001	954	761.575	6	0.10302
Gohir.D05G116800	1456	1263.56	0	0
Gohir.D04G102100	2214	2021.56	22.5753	0.146026
Gohir.A12G037100	2141	1948.56	25.758	0.172856
Gohir.D01G033132	965	772.559	2	0.0338518
Gohir.D05G087500	3297	3104.56	218.547	0.920511
Gohir.A13G148700	3982	3789.56	101.782	0.35121
Gohir.D11G222014	204	54.8197	0	0
Gohir.D05G073700	1672	1479.56	1960.63	17.328
Gohir.A01G181400	2148	1955.56	124	0.829153
Gohir.D08G202400	1665	1472.56	156.34	1.3883
Gohir.D08G027900	2146	1953.56	372.089	2.4906
Gohir.D01G152650	321	139.189	4	0.375785
Gohir.A04G102000	1294	1101.56	98.8995	1.17401
Gohir.A09G028700	2906	2713.56	17.8614	0.0860715
Gohir.D04G014900	4474	4281.56	362.51	1.10714
Gohir.D08G215800	3557	3364.56	119.159	0.463109
Gohir.A03G119500	1075	882.559	44	0.651918
Gohir.D13G179600	1663	1470.56	329.968	2.93409
Gohir.D01G110200	667	474.621	0	0
Gohir.A08G049100	2398	2205.56	28	0.166006
Gohir.A08G026720	1404	1211.56	71.6801	0.773639
Gohir.A09G018600	607	414.706	0	0
Gohir.D13G138200	4807	4614.56	851	2.41148
Gohir.D10G222144	776	583.575	3	0.0672215
Gohir.D13G000200	2424	2231.56	189.38	1.10971
Gohir.D08G154100	1210	1017.56	24.4326	0.313975
Gohir.A05G040300	2654	2461.56	493.479	2.62146
Gohir.D11G225400	2940	2747.56	298.169	1.41905
Gohir.D13G110600	1750	1557.56	3	0.0251861
Gohir.D09G116300	1621	1428.56	336.783	3.08274
Gohir.A12G158300	552	359.827	0	0
Gohir.D08G183100	1151	958.559	536.497	7.31867
Gohir.A07G112600	1168	975.559	58	0.777425
Gohir.D07G002950	2991	2798.56	0	0
Gohir.D08G117301	581	388.74	12.1983	0.410322
Gohir.A11G268900	1213	1020.56	26	0.333134
Gohir.A01G086600	4737	4544.56	104.272	0.300026
Gohir.A10G183300	1312	1119.56	163.977	1.91523
Gohir.D11G048300	1848	1655.56	1	0.0078984
Gohir.A04G087700	1649	1456.56	43.6385	0.391765
Gohir.D05G185900	2624	2431.56	18.2365	0.0980708
Gohir.A11G229100	3899	3706.56	550.562	1.94231
Gohir.D12G269000	3894	3701.56	660.65	2.33384
Gohir.A11G320500	1386	1193.56	258	2.82657
Gohir.A05G100500	4117	3924.56	296.753	0.988754
Gohir.D01G016984	1495	1302.56	524.118	5.26157
Gohir.D10G076300	966	773.559	120.886	2.04347
Gohir.A13G130701	838	645.575	0	0
Gohir.D13G046300	2125	1932.56	221.488	1.49865
Gohir.A11G175000	2374	2181.56	141.411	0.847617
Gohir.A11G072400	1771	1578.56	418	3.46258
Gohir.A01G195400	1123	930.559	252.484	3.54792
Gohir.A05G261900	2342	2149.56	325.492	1.98005
Gohir.A10G138500	1358	1165.56	216.681	2.43092
Gohir.D08G201300	2935	2742.56	1149.05	5.47858
Gohir.D10G039300	1040	847.559	458.966	7.081
Gohir.D07G196232	1671	1478.56	61.0637	0.540044
Gohir.D10G014500	1698	1505.56	0	0
Gohir.D12G255375	1398	1205.56	126.021	1.3669
Gohir.D13G027080	576	383.748	21	0.715578
Gohir.D07G057300	4750	4557.56	439.149	1.25998
Gohir.A13G112000	1725	1532.56	3	0.0255969
Gohir.A12G017600	2481	2288.56	1555.15	8.88573
Gohir.D11G313200	2766	2573.56	23.8254	0.121057
Gohir.A10G066900	1503	1310.56	103.64	1.03408
Gohir.A04G044600	3609	3416.56	45.1125	0.17266
Gohir.D01G110400	1302	1109.56	0	0
Gohir.D07G218000	2147	1954.56	21	0.140493
Gohir.D05G208000	2255	2062.56	59	0.37405
Gohir.D10G232100	6017	5824.56	15.6503	0.0351354
Gohir.A09G215400	967	774.559	345	5.82437
Gohir.A12G080200	228	69.103	51	9.65066
Gohir.D05G082400	1553	1360.56	307.519	2.95555
Gohir.A10G191900	3019	2826.56	153.036	0.707979
Gohir.D12G072500	936	743.575	110	1.93442
Gohir.A06G176500	437	246.461	0	0
Gohir.D01G077400	1648	1455.56	95.5741	0.858607
Gohir.D01G118400	622	429.696	5	0.152157
Gohir.D08G063700	2024	1831.56	125.684	0.897311
Gohir.D11G121600	6557	6364.56	767.741	1.57736
Gohir.A09G175450	1936	1743.56	175.797	1.31844
Gohir.A09G112200	1954	1761.56	0	0
Gohir.A05G107600	938	745.575	9	0.157847
Gohir.D12G021000	3385	3192.56	221.191	0.905967
Gohir.D10G117701	1838	1645.56	5	0.039732
Gohir.D06G063600	830	637.575	39.7699	0.815656
Gohir.A01G070200	601	408.714	20	0.639873
Gohir.A05G250400	2336	2143.56	179.808	1.09688
Gohir.A10G044000	2230	2037.56	137.603	0.883084
Gohir.D10G101400	1362	1169.56	299	3.34297
Gohir.A08G221650	1275	1082.56	106.725	1.28913
Gohir.A05G240200	1429	1236.56	373.12	3.94564
Gohir.A13G178500	3187	2994.56	126.837	0.553858
Gohir.A02G069100	2558	2365.56	21.5517	0.119133
Gohir.A02G066800	2473	2280.56	670.958	3.84714
Gohir.A08G060250	287	110.94	12	1.41441
Gohir.A03G134700	1085	892.559	99.9262	1.46395
Gohir.D09G084101	554	361.827	85.9317	3.10553
Gohir.D07G185600	2968	2775.56	383.791	1.80812
Gohir.A11G011900	1073	880.559	220.649	3.27663
Gohir.D06G083833	237	74.7895	0	0
Gohir.A06G077950	1034	841.559	0	0
Gohir.A11G234500	2144	1951.56	17.4232	0.116743
Gohir.A01G205700	1461	1268.56	2	0.0206159
Gohir.A13G190300	2081	1888.56	4	0.0276958
Gohir.D07G111750	1639	1446.56	6	0.0542374
Gohir.D01G026700	869	676.575	235.977	4.56076
Gohir.A11G183800	1975	1782.56	364.517	2.67398
Gohir.A11G273100	1689	1496.56	2	0.0174751
Gohir.A03G123500	1437	1244.56	125.158	1.315
Gohir.D05G336340	1512	1319.56	4	0.0396383
Gohir.D03G009100	462	270.788	529.66	25.5771
Gohir.A06G136600	897	704.575	7.65413	0.142054
Gohir.D09G157000	888	695.575	1284.42	24.146
Gohir.D04G099600	2034	1841.56	153.722	1.09153
Gohir.D08G151866	519	326.981	40.0104	1.60005
Gohir.D11G084500	1902	1709.56	32.0122	0.244858
Gohir.D05G198900	2638	2445.56	812.935	4.34672
Gohir.A07G072900	1655	1462.56	218.318	1.95191
Gohir.A12G098200	546	353.85	147.607	5.45472
Gohir.D06G175308	402	212.651	0	0
Gohir.D10G118700	1089	896.559	0	0
Gohir.D09G094400	2011	1818.56	55.112	0.396281
Gohir.A12G146000	1812	1619.56	68.0704	0.549599
Gohir.A03G198800	963	770.559	110.089	1.8682
Gohir.A11G104500	2132	1939.56	178.586	1.20401
Gohir.D10G153065	864	671.575	0	0
Gohir.D02G105800	1905	1712.56	402.777	3.07541
Gohir.D13G185600	1748	1555.56	59	0.495963
Gohir.A11G286282	1734	1541.56	1	0.0084825
Gohir.A01G216800	2223	2030.56	165.185	1.06375
Gohir.D10G043800	1456	1263.56	29.0444	0.300574
Gohir.A12G036900	2050	1857.56	475.561	3.34771
Gohir.A05G287900	2402	2209.56	615.641	3.64339
Gohir.A10G040200	1583	1390.56	500.767	4.70901
Gohir.A07G117900	1941	1748.56	0	0
Gohir.D08G211201	1244	1051.56	136.875	1.70206
Gohir.D11G083300	1667	1474.56	366.349	3.24876
Gohir.D01G065700	956	763.559	143.285	2.45381
Gohir.D05G176100	1949	1756.56	0	0
Gohir.A11G241900	678	485.621	0	0
Gohir.D10G253900	1615	1422.56	2.66604	0.0245065
Gohir.D06G035000	438	247.419	0	0
Gohir.A03G000040	231	70.9502	29.8157	5.4951
Gohir.A06G046900	1453	1260.56	232.554	2.41238
Gohir.A01G079000	894	701.575	61.8538	1.15286
Gohir.D06G125800	1235	1042.56	4183.18	52.4675
Gohir.D02G059700	2848	2655.56	4.11029	0.0202396
Gohir.A11G127600	2783	2590.56	1035.12	5.22494
Gohir.A02G043601	1842	1649.56	0	0
Gohir.D12G261700	567	374.756	0	0
Gohir.D09G031600	417	227.118	0	0
Gohir.A07G186700	779	586.575	34.4782	0.768607
Gohir.A07G150100	1702	1509.56	195.789	1.69599
Gohir.D13G108200	2566	2373.56	6.85802	0.0377818
Gohir.D10G231932	429	238.717	0	0
Gohir.A05G215900	1784	1591.56	2418.45	19.87
Gohir.D01G023541	2641	2448.56	295.511	1.57814
Gohir.A13G167500	745	552.587	194.213	4.59581
Gohir.A11G201100	1600	1407.56	139.083	1.29208
Gohir.D04G176414	330	147.101	0	0
Gohir.D01G026020	2484	2291.56	7.03291	0.0401318
Gohir.A07G141550	375	187.48	0	0
Gohir.A13G024100	755	562.587	132.317	3.07545
Gohir.A07G082100	2461	2268.56	184.548	1.06376
Gohir.A12G015000	2107	1914.56	193.435	1.32114
Gohir.D04G153200	777	584.575	3	0.0671065
Gohir.A02G139200	1082	889.559	42.1095	0.618999
Gohir.A08G144100	1600	1407.56	396.652	3.68491
Gohir.A05G202550	234	72.904	0	0
Gohir.D04G036800	1675	1482.56	3.4368	0.0303128
Gohir.D01G029000	950	757.575	0	0
Gohir.A11G229600	1266	1073.56	452.294	5.50908
Gohir.A09G059300	941	748.575	302	5.2754
Gohir.D10G164601	1275	1082.56	8.7335	0.105492
Gohir.D05G365700	921	728.575	266.689	4.78646
Gohir.A12G016966	1925	1732.56	218.441	1.64866
Gohir.D12G146150	1426	1233.56	30.5937	0.324307
Gohir.A06G082880	1536	1343.56	203.443	1.98002
Gohir.A04G114900	1159	966.559	179	2.42163
Gohir.A07G100700	362	175.49	0	0
Gohir.A07G058200	2551	2358.56	110.354	0.611821
Gohir.A11G004400	583	390.74	7	0.234258
Gohir.A11G301700	2927	2734.56	205.678	0.983521
Gohir.A07G076550	1873	1680.56	167.426	1.30273
Gohir.D11G046280	578	385.74	38.8918	1.3184
Gohir.D12G133232	540	347.865	47	1.76673
Gohir.A01G011600	2091	1898.56	419.907	2.8921
Gohir.D01G062600	1042	849.559	271.01	4.17134
Gohir.D06G014450	420	229.969	2	0.113722
Gohir.A07G196900	562	369.78	0	0
Gohir.A01G225700	1716	1523.56	37.5789	0.322529
Gohir.A10G087250	657	464.621	0	0
Gohir.D02G011800	1003	810.559	174.977	2.82281
Gohir.D01G042774	93	11.2435	0	0
Gohir.D04G162300	3791	3598.56	2726.36	9.9069
Gohir.A10G099000	834	641.575	13	0.26496
Gohir.D08G175050	769	576.575	65.1696	1.47799
Gohir.A08G082862	1359	1166.56	2	0.0224185
Gohir.D05G056900	927	734.575	7	0.124608
Gohir.A05G297200	2773	2580.56	10	0.0506723
Gohir.A10G040100	1593	1400.56	76.4039	0.713342
Gohir.D13G219000	1980	1787.56	484.33	3.54295
Gohir.D08G067000	1968	1775.56	106.801	0.786549
Gohir.D08G210100	1413	1220.56	100.68	1.07862
Gohir.D07G056200	2973	2780.56	328.072	1.54284
Gohir.A08G101048	1572	1379.56	0	0
Gohir.D13G142100	1424	1231.56	137.805	1.46316
Gohir.A06G163300	3023	2830.56	81.5791	0.376869
Gohir.D08G069400	2551	2358.56	95.4821	0.52937
Gohir.A05G072300	2194	2001.56	367.048	2.39794
Gohir.D05G332188	351	165.565	0	0
Gohir.D04G185500	1056	863.559	0	0
Gohir.A07G210200	2215	2022.56	0	0
Gohir.D03G091200	1342	1149.56	259.562	2.95253
Gohir.D11G218000	1477	1284.56	79.0798	0.804999
Gohir.A06G025900	1680	1487.56	245.769	2.16041
Gohir.D01G186200	602	409.714	0	0
Gohir.D02G020550	348	162.92	0	0
Gohir.D13G057801	4668	4475.56	16.0358	0.0468519
Gohir.D04G087100	1437	1244.56	108.906	1.14425
Gohir.A03G075000	2229	2036.56	14.0571	0.0902573
Gohir.A02G145200	1914	1721.56	0	0
Gohir.A05G339200	3285	3092.56	30.1024	0.127282
Gohir.D08G083700	4014	3821.56	474.599	1.62394
Gohir.D05G328740	351	165.565	0	0
Gohir.D05G094000	2780	2587.56	32.8019	0.165765
Gohir.D03G034000	1611	1418.56	490.657	4.52288
Gohir.D01G154266	2144	1951.56	3	0.0201013
Gohir.D03G053900	1969	1776.56	509.422	3.74957
Gohir.D12G023900	2867	2674.56	14.4056	0.0704307
Gohir.A11G086300	2042	1849.56	589.96	4.17098
Gohir.A02G165400	1070	877.559	9.98042	0.148716
Gohir.A07G084000	1335	1142.56	335.683	3.84181
Gohir.A12G112100	6276	6083.56	2346.2	5.04302
Gohir.A12G142700	1812	1619.56	151.42	1.22256
Gohir.A01G078100	4189	3996.56	640.853	2.0968
Gohir.D05G327200	1530	1337.56	8.40965	0.0822146
Gohir.A01G088400	1104	911.559	36.0507	0.517145
Gohir.A06G065650	570	377.748	0	0
Gohir.A08G113000	1617	1424.56	169.562	1.55644
Gohir.D07G104350	354	168.245	12	0.93266
Gohir.D13G155000	1116	923.559	818.561	11.5897
Gohir.D11G131300	1524	1331.56	1	0.00982027
Gohir.A04G078300	1667	1474.56	7.00637	0.062132
Gohir.A11G077900	1731	1538.56	6	0.0509942
Gohir.A13G032800	961	768.559	0	0
Gohir.D04G173180	675	482.621	0	0
Gohir.A05G026300	5376	5183.56	841.996	2.12406
Gohir.A03G132200	2029	1836.56	239	1.70168
Gohir.D01G044300	2424	2231.56	150.202	0.880139
Gohir.A06G068800	2674	2481.56	62.9291	0.331597
Gohir.D07G197600	480	288.44	4	0.181338
Gohir.A04G004400	1711	1518.56	127.409	1.09712
Gohir.D07G056700	1602	1409.56	62.0469	0.5756
Gohir.A04G068900	961	768.559	236.519	4.02413
Gohir.D04G090900	839	646.575	117	2.3662
Gohir.A11G267400	1708	1515.56	83.7764	0.722825
Gohir.D04G065500	1486	1293.56	48.697	0.492266
Gohir.A08G187250	546	353.85	8	0.295634
Gohir.D10G084200	1593	1400.56	151.618	1.41557
Gohir.A03G190700	519	326.981	45	1.79959
Gohir.A09G214300	1236	1043.56	2.52139	0.0315942
Gohir.A13G167300	2437	2244.56	236.576	1.37824
Gohir.A11G044500	1038	845.559	85	1.3145
Gohir.D06G199500	1637	1444.56	21.0238	0.190309
Gohir.D12G039100	1374	1181.56	0	0
Gohir.D05G191300	2953	2760.56	639.788	3.03056
Gohir.A03G151200	907	714.575	140.23	2.56612
Gohir.A06G137802	457	265.944	120.239	5.91205
Gohir.D11G195400	3544	3351.56	190.025	0.741391
Gohir.A10G241520	3152	2959.56	80.3417	0.354975
Gohir.D07G187500	1419	1226.56	1	0.0106609
Gohir.D04G029300	2355	2162.56	1.45392	0.00879137
Gohir.A05G265000	153	29.3231	0	0
Gohir.A07G104650	2951	2758.56	644.21	3.05372
Gohir.A09G002000	1378	1185.56	0	0
Gohir.D02G106700	3373	3180.56	213.942	0.879581
Gohir.D08G095100	1137	944.559	0	0
Gohir.A13G199800	1497	1304.56	1591.21	15.9495
Gohir.A02G148000	685	492.621	384.606	10.2091
Gohir.D13G126200	1925	1732.56	44	0.332085
Gohir.A03G028001	717	524.599	1	0.0249262
Gohir.D02G231601	660	467.621	3	0.0838902
Gohir.A03G166900	1022	829.559	2	0.0315258
Gohir.A01G139500	952	759.575	2076.88	35.754
Gohir.D05G136700	3431	3238.56	65.3618	0.26391
Gohir.A01G179666	568	375.748	0	0
Gohir.A13G122266	1352	1159.56	0	0
Gohir.A13G221400	1308	1115.56	6	0.0703303
Gohir.A06G120304	1671	1478.56	13.2226	0.116939
Gohir.D13G029900	3193	3000.56	421.849	1.8384
Gohir.D05G385000	3322	3129.56	708.335	2.95965
Gohir.A08G059750	486	294.353	0	0
Gohir.D07G028100	2078	1885.56	1	0.00693496
Gohir.A10G092900	2645	2452.56	40.2526	0.214614
Gohir.D10G005266	1034	841.559	0	0
Gohir.D03G161200	1182	989.559	0	0
Gohir.A13G082800	1873	1680.56	0	0
Gohir.D07G016800	780	587.575	168.355	3.74668
Gohir.A07G012000	2156	1963.56	132.866	0.884819
Gohir.D03G090100	2685	2492.56	270.221	1.41761
Gohir.A01G018700	3910	3717.56	9.10389	0.0320223
Gohir.A01G092600	2466	2273.56	3.11966	0.0179426
Gohir.A03G055900	1242	1049.56	79.7462	0.993544
Gohir.A03G192300	360	173.693	0	0
Gohir.A06G119700	1989	1796.56	253.636	1.84609
Gohir.D13G142500	2157	1964.56	136.46	0.908287
