target_id	length	eff_length	A2_4	A2_4_tpm
Gohir.D08G252466	264	91.8294	0	0
Gohir.A08G184900	2168	1978.81	334.653	1.89221
Gohir.A08G099868	2794	2604.81	364.217	1.56446
Gohir.D04G097500	1283	1093.81	406	4.15301
Gohir.D05G057600	2551	2361.81	2.03132	0.00962304
Gohir.A06G111004	426	238.624	0	0
Gohir.D11G115100	456	267.956	0	0
Gohir.D02G144600	2553	2363.81	0	0
Gohir.D05G306750	174	33.7965	4.38166	1.4506
Gohir.D01G110500	1668	1478.81	0	0
Gohir.A05G389500	1332	1142.81	285.162	2.79187
Gohir.D04G191000	1465	1275.81	4.27897	0.0375259
Gohir.D09G177200	1117	927.814	37.701	0.454645
Gohir.A05G171200	1945	1755.81	720.715	4.59267
Gohir.D07G144500	2265	2075.81	15.3825	0.0829121
Gohir.A02G131602	702	512.856	0	0
Gohir.D09G148200	468	279.709	0	0
Gohir.D13G169500	776	586.814	0	0
Gohir.D05G061700	1906	1716.81	5.52604	0.0360139
Gohir.A10G138000	651	461.88	61.9376	1.50039
Gohir.D05G127800	2098	1908.81	81.2246	0.476106
Gohir.A06G188000	545	356.081	0	0
Gohir.A04G136166	474	285.638	37	1.44933
Gohir.D05G162100	1462	1272.81	0	0
Gohir.A02G152800	1595	1405.81	93.6754	0.745551
Gohir.D04G126700	2004	1814.81	1	0.00616521
Gohir.D08G175150	399	212.376	0	0
Gohir.A10G180800	858	668.814	16	0.267667
Gohir.D05G200300	2414	2224.81	44.0417	0.221488
Gohir.A06G184200	1632	1442.81	5	0.0387739
Gohir.A05G174300	1908	1718.81	828.97	5.39622
Gohir.D03G099501	1705	1515.81	0	0
Gohir.D05G379600	763	573.814	0	0
Gohir.A13G096100	2329	2139.81	191.774	1.00275
Gohir.A06G171600	3763	3573.81	160.396	0.502159
Gohir.D02G060700	911	721.814	0	0
Gohir.A11G063866	998	808.814	43.8224	0.606216
Gohir.D04G130600	1233	1043.81	13.3173	0.142749
Gohir.A13G202000	1652	1462.81	103.162	0.789064
Gohir.D12G051200	2062	1872.81	2.03285	0.0121448
Gohir.A07G093500	746	556.842	6	0.120559
Gohir.D08G032600	1356	1166.81	2052.44	19.6811
Gohir.A05G202800	3483	3293.81	637.523	2.16559
Gohir.A05G058000	1462	1272.81	0	0
Gohir.D10G105201	573	383.953	0	0
Gohir.A09G089932	2542	2352.81	0	0
Gohir.A05G343600	3502	3312.81	1074.3	3.62836
Gohir.D05G352900	1899	1709.81	3.25447	0.0212967
Gohir.A12G080900	1402	1212.81	0	0
Gohir.D11G305800	923	733.814	4	0.0609893
Gohir.A02G027600	1729	1539.81	307.743	2.23615
Gohir.A11G314300	1726	1536.81	0	0
Gohir.D11G004801	690	500.856	0	0
Gohir.D09G135200	932	742.814	0	0
Gohir.D09G152550	234	69.6924	0	0
Gohir.A12G037300	1127	937.814	684.927	8.17161
Gohir.A11G282669	210	53.8127	0	0
Gohir.A09G096001	954	764.814	8	0.117035
Gohir.D05G116800	1456	1266.81	0	0
Gohir.D04G102100	2214	2024.81	1.02908	0.0056865
Gohir.A12G037100	2141	1951.81	14	0.0802545
Gohir.D01G033132	965	775.814	0	0
Gohir.D05G087500	3297	3107.81	4.22654	0.0152163
Gohir.A13G148700	3982	3792.81	187.977	0.554527
Gohir.D11G222014	204	50.0332	0	0
Gohir.D05G073700	1672	1482.81	290.946	2.19536
Gohir.A01G181400	2148	1958.81	40	0.228479
Gohir.D08G202400	1665	1475.81	0	0
Gohir.D08G027900	2146	1956.81	1.16176	0.00664272
Gohir.D01G152650	321	139.786	0	0
Gohir.A04G102000	1294	1104.81	131.846	1.33523
Gohir.A09G028700	2906	2716.81	95	0.39124
Gohir.D04G014900	4474	4284.81	44.2861	0.115642
Gohir.D08G215800	3557	3367.81	17.1168	0.0568662
Gohir.A03G119500	1075	885.814	0	0
Gohir.D13G179600	1663	1473.81	110.985	0.842564
Gohir.D01G110200	667	477.868	0	0
Gohir.A08G049100	2398	2208.81	59.6499	0.302155
Gohir.A08G026720	1404	1214.81	99	0.911812
Gohir.A09G018600	607	417.913	0	0
Gohir.D13G138200	4807	4617.81	42	0.101764
Gohir.D10G222144	776	586.814	11	0.209736
Gohir.D13G000200	2424	2234.81	125.178	0.626712
Gohir.D08G154100	1210	1020.81	0	0
Gohir.A05G040300	2654	2464.81	788.564	3.57958
Gohir.D11G225400	2940	2750.81	3.2853	0.0133627
Gohir.D13G110600	1750	1560.81	0	0
Gohir.D09G116300	1621	1431.81	0	0
Gohir.A12G158300	552	363.045	0	0
Gohir.D08G183100	1151	961.814	3.20961	0.0373371
Gohir.A07G112600	1168	978.814	147	1.68034
Gohir.D07G002950	2991	2801.81	0	0
Gohir.D08G117301	581	391.953	0	0
Gohir.A11G268900	1213	1023.81	29	0.316925
Gohir.A01G086600	4737	4547.81	172	0.423161
Gohir.A10G183300	1312	1122.81	162.285	1.61715
Gohir.D11G048300	1848	1658.81	0	0
Gohir.A04G087700	1649	1459.81	102	0.781776
Gohir.D05G185900	2624	2434.81	0	0
Gohir.A11G229100	3899	3709.81	1179.42	3.5571
Gohir.D12G269000	3894	3704.81	33.9796	0.10262
Gohir.A11G320500	1386	1196.81	190	1.77626
Gohir.A05G100500	4117	3927.81	356.141	1.0145
Gohir.D01G016984	1495	1305.81	0	0
Gohir.D10G076300	966	776.814	0	0
Gohir.A13G130701	838	648.814	0	0
Gohir.D13G046300	2125	1935.81	6.04633	0.0349468
Gohir.A11G175000	2374	2184.81	209.257	1.07163
Gohir.A11G072400	1771	1581.81	96	0.679041
Gohir.A01G195400	1123	933.814	359.693	4.30975
Gohir.A05G261900	2342	2152.81	946.663	4.92004
Gohir.A10G138500	1358	1168.81	215.846	2.06623
Gohir.D08G201300	2935	2745.81	254.497	1.03703
Gohir.D10G039300	1040	850.814	12.4341	0.163516
Gohir.D07G196232	1671	1481.81	3.03276	0.0228994
Gohir.D10G014500	1698	1508.81	0	0
Gohir.D12G255375	1398	1208.81	0	0
Gohir.D13G027080	576	386.953	0	0
Gohir.D07G057300	4750	4560.81	8.33343	0.0204438
Gohir.A13G112000	1725	1535.81	0	0
Gohir.A12G017600	2481	2291.81	2445.89	11.9409
Gohir.D11G313200	2766	2576.81	8	0.0347366
Gohir.A10G066900	1503	1313.81	103.049	0.877584
Gohir.A04G044600	3609	3419.81	152.912	0.500286
Gohir.D01G110400	1302	1112.81	0	0
Gohir.D07G218000	2147	1957.81	1	0.0057149
Gohir.D05G208000	2255	2065.81	20	0.108323
Gohir.D10G232100	6017	5827.81	229.053	0.439754
Gohir.A09G215400	967	777.814	6	0.0863089
Gohir.A12G080200	228	65.5162	86	14.6869
Gohir.D05G082400	1553	1363.81	28.9748	0.237709
Gohir.A10G191900	3019	2829.81	176.167	0.696542
Gohir.D12G072500	936	746.814	1.0047	0.0150523
Gohir.A06G176500	437	249.404	0	0
Gohir.D01G077400	1648	1458.81	0	0
Gohir.D01G118400	622	432.891	0	0
Gohir.D08G063700	2024	1834.81	16.3911	0.0999533
Gohir.D11G121600	6557	6367.81	35.1606	0.0617797
Gohir.A09G175450	1936	1746.81	321	2.05607
Gohir.A09G112200	1954	1764.81	0	0
Gohir.A05G107600	938	748.814	53	0.791921
Gohir.D12G021000	3385	3195.81	8.12141	0.0284335
Gohir.D10G117701	1838	1648.81	1	0.00678591
Gohir.D06G063600	830	640.814	0	0
Gohir.A01G070200	601	411.913	136	3.69414
Gohir.A05G250400	2336	2146.81	185.8	0.968348
Gohir.A10G044000	2230	2040.81	119.498	0.655147
Gohir.D10G101400	1362	1172.81	7	0.0667804
Gohir.A08G221650	1275	1085.81	99.1336	1.02152
Gohir.A05G240200	1429	1239.81	283	2.55393
Gohir.A13G178500	3187	2997.81	140.114	0.522945
Gohir.A02G069100	2558	2368.81	21.9189	0.103531
Gohir.A02G066800	2473	2283.81	145.167	0.711192
Gohir.A08G060250	287	110.419	27	2.73589
Gohir.A03G134700	1085	895.814	89.2061	1.11418
Gohir.D09G084101	554	365.027	0	0
Gohir.D07G185600	2968	2778.81	19.37	0.0779922
Gohir.A11G011900	1073	883.814	252.914	3.20178
Gohir.D06G083833	237	71.8462	0	0
Gohir.A06G077950	1034	844.814	3.3464	0.0443196
Gohir.A11G234500	2144	1954.81	29.6442	0.169674
Gohir.A01G205700	1461	1271.81	3	0.0263923
Gohir.A13G190300	2081	1891.81	6	0.0354856
Gohir.D07G111750	1639	1449.81	0	0
Gohir.D01G026700	869	679.814	1.14	0.0187627
Gohir.A11G183800	1975	1785.81	446	2.79434
Gohir.A11G273100	1689	1499.81	2	0.0149201
Gohir.A03G123500	1437	1247.81	159.889	1.43367
Gohir.D05G336340	1512	1322.81	0	0
Gohir.D03G009100	462	273.847	29.8407	1.21922
Gohir.A06G136600	897	707.814	31	0.49003
Gohir.D09G157000	888	698.814	1.06667	0.0170784
Gohir.D04G099600	2034	1844.81	0	0
Gohir.D08G151866	519	330.235	11.1159	0.376617
Gohir.D11G084500	1902	1712.81	0	0
Gohir.D05G198900	2638	2448.81	0	0
Gohir.A07G072900	1655	1465.81	260.387	1.98756
Gohir.A12G098200	546	357.072	181	5.67156
Gohir.D06G175308	402	215.285	1	0.0519716
Gohir.D10G118700	1089	899.814	0	0
Gohir.D09G094400	2011	1821.81	0	0
Gohir.A12G146000	1812	1622.81	83.4767	0.575542
Gohir.A03G198800	963	773.814	162.975	2.35649
Gohir.A11G104500	2132	1942.81	186.558	1.07439
Gohir.D10G153065	864	674.814	0	0
Gohir.D02G105800	1905	1715.81	8.5599	0.0558185
Gohir.D13G185600	1748	1558.81	46.093	0.330842
Gohir.A11G286282	1734	1544.81	0	0
Gohir.A01G216800	2223	2033.81	198	1.08927
Gohir.D10G043800	1456	1266.81	3.89658	0.0344152
Gohir.A12G036900	2050	1860.81	542.582	3.26244
Gohir.A05G287900	2402	2212.81	708.957	3.58472
Gohir.A10G040200	1583	1393.81	1012.47	8.12754
Gohir.A07G117900	1941	1751.81	0	0
Gohir.D08G211201	1244	1054.81	4.29258	0.0455326
Gohir.D11G083300	1667	1477.81	10.2804	0.0778344
Gohir.D01G065700	956	766.814	2.30542	0.0336387
Gohir.D05G176100	1949	1759.81	0	0
Gohir.A11G241900	678	488.868	0	0
Gohir.D10G253900	1615	1425.81	0	0
Gohir.D06G035000	438	250.379	0	0
Gohir.A03G000040	231	67.537	17	2.81635
Gohir.A06G046900	1453	1263.81	262.074	2.32017
Gohir.A01G079000	894	704.814	51	0.809609
Gohir.D06G125800	1235	1045.81	142.882	1.52863
Gohir.D02G059700	2848	2658.81	0	0
Gohir.A11G127600	2783	2593.81	2373.88	10.24
Gohir.A02G043601	1842	1652.81	1	0.00676949
Gohir.D12G261700	567	377.962	0	0
Gohir.D09G031600	417	229.754	0	0
Gohir.A07G186700	779	589.814	19	0.360428
Gohir.A07G150100	1702	1512.81	199.456	1.47516
Gohir.D13G108200	2566	2376.81	0	0
Gohir.D10G231932	429	241.576	0	0
Gohir.A05G215900	1784	1594.81	4251.11	29.8244
Gohir.D01G023541	2641	2451.81	10.1356	0.046253
Gohir.A13G167500	745	555.842	17.736	0.357013
Gohir.A11G201100	1600	1410.81	273.873	2.172
Gohir.D04G176414	330	147.721	0	0
Gohir.D01G026020	2484	2294.81	2	0.0097513
Gohir.A07G141550	375	189.563	0	0
Gohir.A13G024100	755	565.828	215.01	4.25161
Gohir.A07G082100	2461	2271.81	126	0.620551
Gohir.A12G015000	2107	1917.81	283.256	1.65254
Gohir.D04G153200	777	587.814	2	0.0380689
Gohir.A02G139200	1082	892.814	87	1.09028
Gohir.A08G144100	1600	1410.81	297.55	2.35977
Gohir.A05G202550	234	69.6924	0	0
Gohir.D04G036800	1675	1485.81	0	0
Gohir.D01G029000	950	760.814	0	0
Gohir.A11G229600	1266	1076.81	7.99443	0.0830667
Gohir.A09G059300	941	751.814	47	0.699467
Gohir.D10G164601	1275	1085.81	6.79083	0.0699757
Gohir.D05G365700	921	731.814	2.68108	0.040991
Gohir.A12G016966	1925	1735.81	195.689	1.26137
Gohir.D12G146150	1426	1236.81	3.2526	0.0294243
Gohir.A06G082880	1536	1346.81	315.843	2.62388
Gohir.A04G114900	1159	969.814	5	0.0576848
Gohir.A07G100700	362	177.316	0	0
Gohir.A07G058200	2551	2361.81	221	1.04695
Gohir.A11G004400	583	393.933	2	0.0568051
Gohir.A11G301700	2927	2737.81	251.03	1.02589
Gohir.A07G076550	1873	1683.81	301.133	2.00099
Gohir.D11G046280	578	388.953	1	0.0287662
Gohir.D12G133232	540	351.108	7	0.223068
Gohir.A01G011600	2091	1901.81	436.652	2.5689
Gohir.D01G062600	1042	852.814	8.08	0.106008
Gohir.D06G014450	420	232.707	2	0.0961613
Gohir.A07G196900	562	372.981	0	0
Gohir.A01G225700	1716	1526.81	166.664	1.22134
Gohir.A10G087250	657	467.88	0	0
Gohir.D02G011800	1003	813.814	0	0
Gohir.D01G042774	93	10.2581	0	0
Gohir.D04G162300	3791	3601.81	25.3447	0.0787312
Gohir.A10G099000	834	644.814	0	0
Gohir.D08G175050	769	579.814	0	0
Gohir.A08G082862	1359	1169.81	3.15678	0.0301931
Gohir.D05G056900	927	737.814	0	0
Gohir.A05G297200	2773	2583.81	25	0.108258
Gohir.A10G040100	1593	1403.81	185	1.47449
Gohir.D13G219000	1980	1790.81	15.8124	0.0987934
Gohir.D08G067000	1968	1778.81	0	0
Gohir.D08G210100	1413	1223.81	2.09459	0.0191498
Gohir.D07G056200	2973	2783.81	36.9805	0.148632
Gohir.A08G101048	1572	1382.81	0	0
Gohir.D13G142100	1424	1234.81	0	0
Gohir.A06G163300	3023	2833.81	81.0837	0.320142
Gohir.D08G069400	2551	2361.81	9.36977	0.0443877
Gohir.A05G072300	2194	2004.81	719.55	4.01575
Gohir.D05G332188	351	167.009	0	0
Gohir.D04G185500	1056	866.814	0	0
Gohir.A07G210200	2215	2025.81	1.4694	0.00811561
Gohir.D03G091200	1342	1152.81	2.59101	0.0251473
Gohir.D11G218000	1477	1287.81	12.5969	0.109444
Gohir.A06G025900	1680	1490.81	253.151	1.89993
Gohir.D01G186200	602	412.913	0	0
Gohir.D02G020550	348	164.259	0	0
Gohir.D13G057801	4668	4478.81	10.0229	0.0250387
Gohir.D04G087100	1437	1247.81	5.4216	0.0486136
Gohir.A03G075000	2229	2039.81	289.009	1.58526
Gohir.A02G145200	1914	1724.81	0	0
Gohir.A05G339200	3285	3095.81	125.803	0.454671
Gohir.D08G083700	4014	3824.81	27.1441	0.0794045
Gohir.D05G328740	351	167.009	0	0
Gohir.D05G094000	2780	2590.81	4.31468	0.0186334
Gohir.D03G034000	1611	1421.81	17.1581	0.135022
Gohir.D01G154266	2144	1954.81	0	0
Gohir.D03G053900	1969	1779.81	2.17139	0.0136503
Gohir.D12G023900	2867	2677.81	0	0
Gohir.A11G086300	2042	1852.81	1384.08	8.35813
Gohir.A02G165400	1070	880.814	34	0.431891
Gohir.A07G084000	1335	1145.81	0	0
Gohir.A12G112100	6276	6086.81	2986.51	5.48977
Gohir.A12G142700	1812	1622.81	322.37	2.22262
Gohir.A01G078100	4189	3999.81	818.076	2.28841
Gohir.D05G327200	1530	1340.81	0	0
Gohir.A01G088400	1104	914.814	32.134	0.393018
Gohir.A06G065650	570	380.962	0	0
Gohir.A08G113000	1617	1427.81	424	3.32257
Gohir.D07G104350	354	169.82	0	0
Gohir.D13G155000	1116	926.814	8.01406	0.0967476
Gohir.D11G131300	1524	1334.81	0	0
Gohir.A04G078300	1667	1477.81	53.4863	0.404951
Gohir.A11G077900	1731	1541.81	27	0.195935
Gohir.A13G032800	961	771.814	1	0.0144966
Gohir.D04G173180	675	485.868	0	0
Gohir.A05G026300	5376	5186.81	898.646	1.93851
Gohir.A03G132200	2029	1839.81	84	0.51084
Gohir.D01G044300	2424	2234.81	8.17783	0.0409427
Gohir.A06G068800	2674	2484.81	161.035	0.725113
Gohir.D07G197600	480	291.566	1.32714	0.0509283
Gohir.A04G004400	1711	1521.81	13.591	0.0999239
Gohir.D07G056700	1602	1412.81	1.14616	0.00907693
Gohir.A04G068900	961	771.814	273.668	3.96726
Gohir.D04G090900	839	649.814	0	0
Gohir.A11G267400	1708	1518.81	180	1.32601
Gohir.D04G065500	1486	1296.81	3.1887	0.0275116
Gohir.A08G187250	546	357.072	4	0.125338
Gohir.D10G084200	1593	1403.81	1.0644	0.00848353
Gohir.A03G190700	519	330.235	10	0.33881
Gohir.A09G214300	1236	1046.81	4	0.0427534
Gohir.A13G167300	2437	2247.81	167	0.831258
Gohir.A11G044500	1038	848.814	158	2.08269
Gohir.D06G199500	1637	1447.81	4.60542	0.0355907
Gohir.D12G039100	1374	1184.81	2.58084	0.024372
Gohir.D05G191300	2953	2763.81	115.298	0.46676
Gohir.A03G151200	907	717.814	38	0.592313
Gohir.A06G137802	457	268.935	54.8476	2.28186
Gohir.D11G195400	3544	3354.81	8.92713	0.0297731
Gohir.A10G241520	3152	2962.81	69.2436	0.26149
Gohir.D07G187500	1419	1229.81	0	0
Gohir.D04G029300	2355	2165.81	12.3639	0.0638723
Gohir.A05G265000	153	24.5188	0	0
Gohir.A07G104650	2951	2761.81	0	0
Gohir.A09G002000	1378	1188.81	1	0.00941165
Gohir.D02G106700	3373	3183.81	2.30485	0.00809982
Gohir.D08G095100	1137	947.814	0	0
Gohir.A13G199800	1497	1307.81	1430.55	12.2388
Gohir.A02G148000	685	495.868	220.828	4.98273
Gohir.D13G126200	1925	1735.81	0	0
Gohir.A03G028001	717	527.856	4	0.0847861
Gohir.D02G231601	660	470.868	15	0.356428
Gohir.A03G166900	1022	832.814	13.2629	0.178185
Gohir.A01G139500	952	762.814	2606.38	38.2296
Gohir.D05G136700	3431	3241.81	0	0
Gohir.A01G179666	568	378.962	0	0
Gohir.A13G122266	1352	1162.81	0	0
Gohir.A13G221400	1308	1118.81	0	0
Gohir.A06G120304	1671	1481.81	2	0.0151014
Gohir.D13G029900	3193	3003.81	17.5765	0.0654697
Gohir.D05G385000	3322	3132.81	48.4607	0.173075
Gohir.A08G059750	486	297.485	2	0.075222
Gohir.D07G028100	2078	1888.81	0	0
Gohir.A10G092900	2645	2455.81	94.7182	0.431537
Gohir.D10G005266	1034	844.814	0	0
Gohir.D03G161200	1182	992.814	0	0
Gohir.A13G082800	1873	1683.81	8	0.0531589
Gohir.D07G016800	780	590.814	13.7417	0.260237
Gohir.A07G012000	2156	1966.81	346.102	1.96888
Gohir.D03G090100	2685	2495.81	2.22499	0.0099746
Gohir.A01G018700	3910	3720.81	0	0
Gohir.A01G092600	2466	2276.81	83	0.407878
Gohir.A03G055900	1242	1052.81	58	0.616391
Gohir.A03G192300	360	175.473	0	0
Gohir.A06G119700	1989	1799.81	413.792	2.57238
Gohir.D13G142500	2157	1967.81	1.34572	0.00765159
Gohir.D03G061703	327	145.1	0	0
Gohir.D05G328920	339	155.968	0	0
Gohir.A09G067500	2009	1819.81	659.618	4.05551
Gohir.D04G123401	279	103.862	0	0
Gohir.A01G018460	312	131.824	0	0
Gohir.D07G217300	663	473.868	0	0
Gohir.D10G060500	1628	1438.81	7.26424	0.0564892
Gohir.D05G070400	2901	2711.81	31.7054	0.130814
Gohir.D10G122600	1524	1334.81	0	0
Gohir.A12G191000	1584	1394.81	45	0.360974
Gohir.A13G079700	1680	1490.81	0	0
Gohir.A13G185900	7508	7318.81	583.693	0.892326
