target_id	length	eff_length	A2_5	A2_5_tpm
Gohir.A05G110900	1774	1586.18	1030.7	8.08719
Gohir.A01G195000	1796	1608.18	0	0
Gohir.D05G354825	333	151.725	0	0
Gohir.A12G219875	606	418.339	0	0
Gohir.D09G245650	568	380.398	0	0
Gohir.A13G139780	1125	937.182	5	0.0663997
Gohir.A10G158400	1065	877.182	112	1.58909
Gohir.D12G014000	1852	1664.18	25.7173	0.192329
Gohir.A09G112900	1696	1508.18	134.324	1.10846
Gohir.A11G032200	1485	1297.18	47.8905	0.459482
Gohir.D02G076100	1379	1191.18	273.064	2.85303
Gohir.D02G168900	2310	2122.18	0	0
Gohir.D09G149400	2344	2156.18	2	0.0115442
Gohir.D13G036900	2218	2030.18	1.65783	0.0101631
Gohir.A13G063900	1421	1233.18	449.031	4.53178
Gohir.A07G183850	623	435.329	0	0
Gohir.D01G109550	216	59.641	0	0
Gohir.D05G339300	1391	1203.18	0	0
Gohir.A08G000117	641	453.284	58.1913	1.59774
Gohir.A11G253600	3103	2915.18	245.835	1.04954
Gohir.D02G162600	2292	2104.18	0	0
Gohir.A06G132200	2674	2486.18	154.953	0.775689
Gohir.D08G252466	264	93.2841	0	0
Gohir.A08G184900	2168	1980.18	343.022	2.15594
Gohir.A08G099868	2794	2606.18	345.253	1.64874
Gohir.D04G097500	1283	1095.18	368	4.18197
Gohir.D05G057600	2551	2363.18	3.11608	0.0164108
Gohir.A06G111004	426	239.699	0	0
Gohir.D11G115100	456	269.18	0	0
Gohir.D02G144600	2553	2365.18	1.00608	0.00529402
Gohir.D05G306750	174	36.5881	2.86577	0.974813
Gohir.D01G110500	1668	1480.18	0	0
Gohir.A05G389500	1332	1144.18	209.193	2.27547
Gohir.D04G191000	1465	1277.18	1.03154	0.010052
Gohir.D09G177200	1117	929.182	19	0.254491
Gohir.A05G171200	1945	1757.18	2966.01	21.0075
Gohir.D07G144500	2265	2077.18	16.492	0.0988138
Gohir.A02G131602	702	514.212	0	0
Gohir.D09G148200	468	281.043	0	0
Gohir.D13G169500	776	588.198	0	0
Gohir.D05G061700	1906	1718.18	2.20506	0.0159725
Gohir.A10G138000	651	463.273	84.39	2.26712
Gohir.D05G127800	2098	1910.18	46.6139	0.303711
Gohir.A06G188000	545	357.444	0	0
Gohir.A04G136166	474	286.957	42.5122	1.84381
Gohir.D05G162100	1462	1274.18	0	0
Gohir.A02G152800	1595	1407.18	58	0.512977
Gohir.D04G126700	2004	1816.18	0	0
Gohir.D08G175150	399	213.449	0	0
Gohir.A10G180800	858	670.182	19	0.352842
Gohir.D05G200300	2414	2226.18	27.2181	0.152166
Gohir.A06G184200	1632	1444.18	7	0.0603248
Gohir.A05G174300	1908	1720.18	703	5.08629
Gohir.D03G099501	1705	1517.18	0	0
Gohir.D05G379600	763	575.198	0	0
Gohir.A13G096100	2329	2141.18	137	0.796318
Gohir.A06G171600	3763	3575.18	127.83	0.444993
Gohir.D02G060700	911	723.182	0	0
Gohir.A11G063866	998	810.182	51.2703	0.787596
Gohir.D04G130600	1233	1045.18	11.3806	0.135516
Gohir.A13G202000	1652	1464.18	76.0903	0.646776
Gohir.D12G051200	2062	1874.18	0	0
Gohir.A07G093500	746	558.212	4	0.0891827
Gohir.D08G032600	1356	1168.18	1685.04	17.9523
Gohir.A05G202800	3483	3295.18	740.277	2.79598
Gohir.A05G058000	1462	1274.18	1	0.00976761
Gohir.D10G105201	573	385.389	0	0
Gohir.A09G089932	2542	2354.18	0	0
Gohir.A05G343600	3502	3314.18	1196.14	4.49187
Gohir.D05G352900	1899	1711.18	0	0
Gohir.A12G080900	1402	1214.18	1	0.0102503
Gohir.D11G305800	923	735.182	7	0.118501
Gohir.A02G027600	1729	1541.18	317.558	2.56442
Gohir.A11G314300	1726	1538.18	1	0.00809118
Gohir.D11G004801	690	502.225	0	0
Gohir.D09G135200	932	744.182	1	0.016724
Gohir.D09G152550	234	71.2565	2	0.349322
Gohir.A12G037300	1127	939.182	849.714	11.2601
Gohir.A11G282669	210	55.9613	2.66667	0.593063
Gohir.A09G096001	954	766.182	5	0.081219
Gohir.D05G116800	1456	1268.18	0	0
Gohir.D04G102100	2214	2026.18	0	0
Gohir.A12G037100	2141	1953.18	14	0.0892083
Gohir.D01G033132	965	777.182	0	0
Gohir.D05G087500	3297	3109.18	6.17172	0.0247047
Gohir.A13G148700	3982	3794.18	149	0.488751
Gohir.D11G222014	204	52.2574	0	0
Gohir.D05G073700	1672	1484.18	287.321	2.40935
Gohir.A01G181400	2148	1960.18	40	0.253971
Gohir.D08G202400	1665	1477.18	0	0
Gohir.D08G027900	2146	1958.18	0	0
Gohir.D01G152650	321	140.976	0	0
Gohir.A04G102000	1294	1106.18	99.7356	1.12213
Gohir.A09G028700	2906	2718.18	65	0.297615
Gohir.D04G014900	4474	4286.18	85.334	0.247783
Gohir.D08G215800	3557	3369.18	27.9464	0.103234
Gohir.A03G119500	1075	887.182	0	0
Gohir.D13G179600	1663	1475.18	64.1233	0.540991
Gohir.D01G110200	667	479.249	0	0
Gohir.A08G049100	2398	2210.18	114.976	0.647438
Gohir.A08G026720	1404	1216.18	72.6319	0.743273
Gohir.A09G018600	607	419.339	0	0
Gohir.D13G138200	4807	4619.18	127	0.342183
Gohir.D10G222144	776	588.198	9	0.190432
Gohir.D13G000200	2424	2236.18	152.341	0.847868
Gohir.D08G154100	1210	1022.18	0	0
Gohir.A05G040300	2654	2466.18	847.156	4.27522
Gohir.D11G225400	2940	2752.18	4.53139	0.0204915
Gohir.D13G110600	1750	1562.18	0	0
Gohir.D09G116300	1621	1433.18	0	0
Gohir.A12G158300	552	364.417	0	0
Gohir.D08G183100	1151	963.182	3.23122	0.0417521
Gohir.A07G112600	1168	980.182	154	1.95539
Gohir.D07G002950	2991	2803.18	0	0
Gohir.D08G117301	581	393.379	0	0
Gohir.A11G268900	1213	1025.18	14	0.16996
Gohir.A01G086600	4737	4549.18	215.451	0.589432
Gohir.A10G183300	1312	1124.18	189.917	2.10256
Gohir.D11G048300	1848	1660.18	0	0
Gohir.A04G087700	1649	1461.18	93	0.792134
Gohir.D05G185900	2624	2436.18	0	0
Gohir.A11G229100	3899	3711.18	1350.24	4.52814
Gohir.D12G269000	3894	3706.18	38.7388	0.130088
Gohir.A11G320500	1386	1198.18	163	1.69311
Gohir.A05G100500	4117	3929.18	343.382	1.08766
Gohir.D01G016984	1495	1307.18	0	0
Gohir.D10G076300	966	778.182	0	0
Gohir.A13G130701	838	650.182	0	0
Gohir.D13G046300	2125	1937.18	1	0.00642465
Gohir.A11G175000	2374	2186.18	202.26	1.15144
Gohir.A11G072400	1771	1583.18	124.054	0.97521
Gohir.A01G195400	1123	935.182	351.086	4.67237
Gohir.A05G261900	2342	2154.18	1080.73	6.2439
Gohir.A10G138500	1358	1170.18	186.38	1.98228
Gohir.D08G201300	2935	2747.18	235.555	1.06715
Gohir.D10G039300	1040	852.182	8.3451	0.121876
Gohir.D07G196232	1671	1483.18	2.02989	0.0170332
Gohir.D10G014500	1698	1510.18	0	0
Gohir.D12G255375	1398	1210.18	0	0
Gohir.D13G027080	576	388.389	0	0
Gohir.D07G057300	4750	4562.18	9.3821	0.0255945
Gohir.A13G112000	1725	1537.18	0	0
Gohir.A12G017600	2481	2293.18	1917.05	10.4043
Gohir.D11G313200	2766	2578.18	1	0.00482732
Gohir.A10G066900	1503	1315.18	82.6399	0.78203
Gohir.A04G044600	3609	3421.18	118.852	0.432365
Gohir.D01G110400	1302	1114.18	0	0
Gohir.D07G218000	2147	1959.18	0	0
Gohir.D05G208000	2255	2067.18	18	0.108371
Gohir.D10G232100	6017	5829.18	359.83	0.768262
Gohir.A09G215400	967	779.182	7	0.11181
Gohir.A12G080200	228	67.1662	45	8.33837
Gohir.D05G082400	1553	1365.18	17.8607	0.162828
Gohir.A10G191900	3019	2831.18	147.913	0.650217
Gohir.D12G072500	936	748.182	4.01516	0.0667907
Gohir.A06G176500	437	250.478	0	0
Gohir.D01G077400	1648	1460.18	1.07062	0.0091253
Gohir.D01G118400	622	434.329	0	0
Gohir.D08G063700	2024	1836.18	22.796	0.154512
Gohir.D11G121600	6557	6369.18	42.888	0.0838053
Gohir.A09G175450	1936	1748.18	361	2.57004
Gohir.A09G112200	1954	1766.18	0	0
Gohir.A05G107600	938	750.182	69	1.14473
Gohir.D12G021000	3385	3197.18	9.17841	0.0357289
Gohir.D10G117701	1838	1650.18	2	0.0150841
Gohir.D06G063600	830	642.182	0	0
Gohir.A01G070200	601	413.339	154	4.63697
Gohir.A05G250400	2336	2148.18	171.519	0.993714
Gohir.A10G044000	2230	2042.18	143.402	0.873938
Gohir.D10G101400	1362	1174.18	11	0.116594
Gohir.A08G221650	1275	1087.18	117.312	1.34295
Gohir.A05G240200	1429	1241.18	232	2.32634
Gohir.A13G178500	3187	2999.18	127.675	0.529814
Gohir.A02G069100	2558	2370.18	17	0.0892662
Gohir.A02G066800	2473	2285.18	228.758	1.24588
Gohir.A08G060250	287	111.84	28	3.11589
Gohir.A03G134700	1085	897.182	99.5567	1.38105
Gohir.D09G084101	554	366.408	0	0
Gohir.D07G185600	2968	2780.18	16.4416	0.0736021
Gohir.A11G011900	1073	885.182	193.817	2.72508
Gohir.D06G083833	237	73.3551	0	0
Gohir.A06G077950	1034	846.182	0	0
Gohir.A11G234500	2144	1956.18	100.411	0.63884
Gohir.A01G205700	1461	1273.18	2	0.0195506
Gohir.A13G190300	2081	1893.18	5	0.0328698
Gohir.D07G111750	1639	1451.18	0	0
Gohir.D01G026700	869	681.182	0	0
Gohir.A11G183800	1975	1787.18	415	2.89001
Gohir.A11G273100	1689	1501.18	0	0
Gohir.A03G123500	1437	1249.18	139.864	1.39348
Gohir.D05G336340	1512	1324.18	0	0
Gohir.D03G009100	462	275.119	7.87905	0.356429
Gohir.A06G136600	897	709.182	30.8067	0.540639
Gohir.D09G157000	888	700.182	7.05224	0.125353
Gohir.D04G099600	2034	1846.18	0	0
Gohir.D08G151866	519	331.565	7.20203	0.270337
Gohir.D11G084500	1902	1714.18	0	0
Gohir.D05G198900	2638	2450.18	0	0
Gohir.A07G072900	1655	1467.18	226.232	1.91906
Gohir.A12G098200	546	358.435	252	8.75004
Gohir.D06G175308	402	216.352	0	0
Gohir.D10G118700	1089	901.182	0	0
Gohir.D09G094400	2011	1823.18	1.21621	0.00830229
Gohir.A12G146000	1812	1624.18	49.999	0.38313
Gohir.A03G198800	963	775.182	142.979	2.29556
Gohir.A11G104500	2132	1944.18	163.108	1.04414
Gohir.D10G153065	864	676.182	0	0
Gohir.D02G105800	1905	1717.18	13.7618	0.0997422
Gohir.D13G185600	1748	1560.18	32.6805	0.260696
Gohir.A11G286282	1734	1546.18	0	0
Gohir.A01G216800	2223	2035.18	123.965	0.75808
Gohir.D10G043800	1456	1268.18	1.28054	0.012567
Gohir.A12G036900	2050	1862.18	534.812	3.57437
Gohir.A05G287900	2402	2214.18	680.984	3.82775
Gohir.A10G040200	1583	1395.18	319	2.84564
Gohir.A07G117900	1941	1753.18	2	0.0141979
Gohir.D08G211201	1244	1056.18	2.08221	0.0245361
Gohir.D11G083300	1667	1479.18	12.7921	0.107631
Gohir.D01G065700	956	768.182	3.5978	0.0582898
Gohir.D05G176100	1949	1761.18	0	0
Gohir.A11G241900	678	490.225	0	0
Gohir.D10G253900	1615	1427.18	0	0
Gohir.D06G035000	438	251.465	0	0
Gohir.A03G000040	231	69.2081	11	1.97813
Gohir.A06G046900	1453	1265.18	300.209	2.95318
Gohir.A01G079000	894	706.182	54.9638	0.968679
Gohir.D06G125800	1235	1047.18	185.056	2.19939
Gohir.D02G059700	2848	2660.18	0	0
Gohir.A11G127600	2783	2595.18	2621.88	12.5737
Gohir.A02G043601	1842	1654.18	9	0.0677141
Gohir.D12G261700	567	379.398	0	0
Gohir.D09G031600	417	230.881	0	0
Gohir.A07G186700	779	591.198	10	0.210517
Gohir.A07G150100	1702	1514.18	190.447	1.56537
Gohir.D13G108200	2566	2378.18	0	0
Gohir.D10G231932	429	242.633	1	0.0512945
Gohir.A05G215900	1784	1596.18	4136.78	32.2552
Gohir.D01G023541	2641	2453.18	2.32858	0.0118136
Gohir.A13G167500	745	557.212	6	0.134014
Gohir.A11G201100	1600	1412.18	500.718	4.41289
Gohir.D04G176414	330	148.973	0	0
Gohir.D01G026020	2484	2296.18	10.7549	0.0582937
Gohir.A07G141550	375	190.581	0	0
Gohir.A13G024100	755	567.212	268.492	5.89122
Gohir.A07G082100	2461	2273.18	94.8076	0.519073
Gohir.A12G015000	2107	1919.18	215.785	1.39935
Gohir.D04G153200	777	589.198	3	0.0633694
Gohir.A02G139200	1082	894.182	108	1.5032
Gohir.A08G144100	1600	1412.18	265.804	2.34256
Gohir.A05G202550	234	71.2565	0	0
Gohir.D04G036800	1675	1487.18	2	0.0167373
Gohir.D01G029000	950	762.182	8.15034e-05	1.33087e-06
Gohir.A11G229600	1266	1078.18	10.1029	0.11662
Gohir.A09G059300	941	753.182	57	0.941878
Gohir.D10G164601	1275	1087.18	4.24654	0.048613
Gohir.D05G365700	921	733.182	5.20549	0.0883628
Gohir.A12G016966	1925	1737.18	200.722	1.43804
Gohir.D12G146150	1426	1238.18	5	0.050258
Gohir.A06G082880	1536	1348.18	283.606	2.6181
Gohir.A04G114900	1159	971.182	42	0.538231
Gohir.A07G100700	362	178.307	0	0
Gohir.A07G058200	2551	2363.18	227	1.1955
Gohir.A11G004400	583	395.369	4	0.125915
Gohir.A11G301700	2927	2739.18	196.217	0.891531
Gohir.A07G076550	1873	1685.18	298.026	2.20103
Gohir.D11G046280	578	390.379	0	0
Gohir.D12G133232	540	352.479	12	0.423709
Gohir.A01G011600	2091	1903.18	477.773	3.12436
Gohir.D01G062600	1042	854.182	3.03471	0.0442167
Gohir.D06G014450	420	233.806	1	0.053231
Gohir.A07G196900	562	374.408	0	0
Gohir.A01G225700	1716	1528.18	115.295	0.938981
Gohir.A10G087250	657	469.273	2	0.0530426
Gohir.D02G011800	1003	815.182	0	0
Gohir.D01G042774	93	10.2403	0	0
Gohir.D04G162300	3791	3603.18	32.6776	0.112871
Gohir.A10G099000	834	646.182	3	0.0577812
Gohir.D08G175050	769	581.198	2.06355	0.0441886
Gohir.A08G082862	1359	1171.18	3	0.0318799
Gohir.D05G056900	927	739.182	0	0
Gohir.A05G297200	2773	2585.18	14	0.0673995
Gohir.A10G040100	1593	1405.18	167	1.47912
Gohir.D13G219000	1980	1792.18	12.5228	0.0869636
Gohir.D08G067000	1968	1780.18	0	0
Gohir.D08G210100	1413	1225.18	2.11278	0.0214622
Gohir.D07G056200	2973	2785.18	32.7128	0.146179
Gohir.A08G101048	1572	1384.18	0	0
Gohir.D13G142100	1424	1236.18	0	0
Gohir.A06G163300	3023	2835.18	80.1681	0.351917
Gohir.D08G069400	2551	2363.18	0	0
Gohir.A05G072300	2194	2006.18	780.346	4.84102
Gohir.D05G332188	351	168.228	0	0
Gohir.D04G185500	1056	868.182	0	0
Gohir.A07G210200	2215	2027.18	0	0
Gohir.D03G091200	1342	1154.18	2.04427	0.0220437
Gohir.D11G218000	1477	1289.18	8.54484	0.0824916
Gohir.A06G025900	1680	1492.18	203.306	1.6957
Gohir.D01G186200	602	414.339	0	0
Gohir.D02G020550	348	165.445	0	0
Gohir.D13G057801	4668	4480.18	10	0.0277795
Gohir.D04G087100	1437	1249.18	3.20483	0.03193
Gohir.A03G075000	2229	2041.18	275.715	1.68112
Gohir.A02G145200	1914	1726.18	0	0
Gohir.A05G339200	3285	3097.18	178.831	0.718612
Gohir.D08G083700	4014	3826.18	36.7259	0.119461
Gohir.D05G328740	351	168.228	0	0
Gohir.D05G094000	2780	2592.18	9	0.0432113
Gohir.D03G034000	1611	1423.18	15.1173	0.132201
Gohir.D01G154266	2144	1956.18	0	0
Gohir.D03G053900	1969	1781.18	4.34499	0.0303599
Gohir.D12G023900	2867	2679.18	0	0
Gohir.A11G086300	2042	1854.18	1447.25	9.7143
Gohir.A02G165400	1070	882.182	14	0.19751
Gohir.A07G084000	1335	1147.18	0	0
Gohir.A12G112100	6276	6088.18	3984.38	8.14504
Gohir.A12G142700	1812	1624.18	290.784	2.2282
Gohir.A01G078100	4189	4001.18	500.304	1.5562
Gohir.D05G327200	1530	1342.18	0	0
Gohir.A01G088400	1104	916.182	32.5175	0.441729
Gohir.A06G065650	570	382.398	0	0
Gohir.A08G113000	1617	1429.18	543	4.72859
Gohir.D07G104350	354	170.972	0	0
Gohir.D13G155000	1116	928.182	6.05302	0.0811631
Gohir.D11G131300	1524	1336.18	0	0
Gohir.A04G078300	1667	1479.18	52.5897	0.442485
Gohir.A11G077900	1731	1543.18	28	0.225819
Gohir.A13G032800	961	773.182	2	0.0321935
Gohir.D04G173180	675	487.225	0	0
Gohir.A05G026300	5376	5188.18	889.232	2.13314
Gohir.A03G132200	2029	1841.18	136	0.91931
Gohir.D01G044300	2424	2236.18	3.11478	0.0173356
Gohir.A06G068800	2674	2486.18	175.084	0.876462
Gohir.D07G197600	480	292.87	0	0
Gohir.A04G004400	1711	1523.18	134.455	1.09861
Gohir.D07G056700	1602	1414.18	0	0
Gohir.A04G068900	961	773.182	234.811	3.77969
Gohir.D04G090900	839	651.182	0	0
Gohir.A11G267400	1708	1520.18	151	1.23624
Gohir.D04G065500	1486	1298.18	5.64972	0.054164
Gohir.A08G187250	546	358.435	8	0.277779
Gohir.D10G084200	1593	1405.18	0	0
Gohir.A03G190700	519	331.565	25	0.938407
Gohir.A09G214300	1236	1048.18	0	0
Gohir.A13G167300	2437	2249.18	141.985	0.785667
Gohir.A11G044500	1038	850.182	135	1.97625
Gohir.D06G199500	1637	1449.18	6.47761	0.0556303
Gohir.D12G039100	1374	1186.18	1	0.0104922
Gohir.D05G191300	2953	2765.18	134.839	0.60689
Gohir.A03G151200	907	719.182	59	1.02102
Gohir.A06G137802	457	270.18	82.5411	3.80221
Gohir.D11G195400	3544	3356.18	22.7473	0.0843538
Gohir.A10G241520	3152	2964.18	52.5381	0.220592
Gohir.D07G187500	1419	1231.18	0	0
Gohir.D04G029300	2355	2167.18	9.32054	0.0535261
Gohir.A05G265000	153	27.4419	0	0
Gohir.A07G104650	2951	2763.18	0	0
Gohir.A09G002000	1378	1190.18	0	0
Gohir.D02G106700	3373	3185.18	0	0
Gohir.D08G095100	1137	949.182	0	0
Gohir.A13G199800	1497	1309.18	995.231	9.46115
Gohir.A02G148000	685	497.225	221.481	5.54376
Gohir.D13G126200	1925	1737.18	0	0
Gohir.A03G028001	717	529.212	4	0.0940697
Gohir.D02G231601	660	472.273	12	0.316234
Gohir.A03G166900	1022	834.182	16.429	0.245115
Gohir.A01G139500	952	764.182	1804.81	29.3937
Gohir.D05G136700	3431	3243.18	1.06218	0.00407611
Gohir.A01G179666	568	380.398	2	0.0654352
Gohir.A13G122266	1352	1164.18	2	0.021381
Gohir.A13G221400	1308	1120.18	0	0
Gohir.A06G120304	1671	1483.18	1	0.00839123
Gohir.D13G029900	3193	3005.18	18.5075	0.0766473
Gohir.D05G385000	3322	3134.18	62.3953	0.247769
Gohir.A08G059750	486	298.811	0	0
Gohir.D07G028100	2078	1890.18	4.20925	0.0277154
Gohir.A10G092900	2645	2457.18	99.8561	0.505775
Gohir.D10G005266	1034	846.182	0	0
Gohir.D03G161200	1182	994.182	0	0
Gohir.A13G082800	1873	1685.18	1	0.00738538
Gohir.D07G016800	780	592.198	21.145	0.444386
Gohir.A07G012000	2156	1968.18	321.056	2.03019
Gohir.D03G090100	2685	2497.18	2.25661	0.0112467
Gohir.A01G018700	3910	3722.18	0	0
Gohir.A01G092600	2466	2278.18	184	1.00519
Gohir.A03G055900	1242	1054.18	49	0.578496
Gohir.A03G192300	360	176.451	1	0.0705335
Gohir.A06G119700	1989	1801.18	321	2.21803
Gohir.D13G142500	2157	1969.18	0	0
Gohir.D03G061703	327	146.252	0	0
Gohir.D05G328920	339	157.161	0	0
Gohir.A09G067500	2009	1821.18	563.765	3.85269
Gohir.D04G123401	279	105.225	0	0
Gohir.A01G018460	312	132.957	0	0
Gohir.D07G217300	663	475.273	0	0
Gohir.D10G060500	1628	1440.18	5.79085	0.0500431
Gohir.D05G070400	2901	2713.18	37.5865	0.172414
Gohir.D10G122600	1524	1336.18	0	0
Gohir.A12G191000	1584	1396.18	59.3939	0.529443
Gohir.A13G079700	1680	1492.18	0	0
Gohir.A13G185900	7508	7320.18	541.391	0.920468
Gohir.A01G189600	1886	1698.18	439.625	3.22194
