target_id	length	eff_length	A2_1	A2_1_tpm
Gohir.A11G282669	210	60.3136	7	1.42225
Gohir.A09G096001	954	773.105	4	0.0634039
Gohir.D05G116800	1456	1275.11	0	0
Gohir.D04G102100	2214	2033.11	0	0
Gohir.A12G037100	2141	1960.11	6	0.0375117
Gohir.D01G033132	965	784.105	0	0
Gohir.D05G087500	3297	3116.11	8.26798	0.0325148
Gohir.A13G148700	3982	3801.11	135	0.435229
Gohir.D11G222014	204	56.2132	0	0
Gohir.D05G073700	1672	1491.11	327.408	2.69076
Gohir.A01G181400	2148	1967.11	101	0.629199
Gohir.D08G202400	1665	1484.11	1.05919	0.00874592
Gohir.D08G027900	2146	1965.11	0	0
Gohir.D01G152650	321	147.875	0	0
Gohir.A04G102000	1294	1113.11	81.634	0.89873
Gohir.A09G028700	2906	2725.11	81	0.364247
Gohir.D04G014900	4474	4293.11	161.958	0.462302
Gohir.D08G215800	3557	3376.11	32.0532	0.116345
Gohir.A03G119500	1075	894.105	0	0
Gohir.D13G179600	1663	1482.11	132.222	1.09325
Gohir.D01G110200	667	486.15	0	0
Gohir.A08G049100	2398	2217.11	506.35	2.79872
Gohir.A08G026720	1404	1223.11	143.839	1.44114
Gohir.A09G018600	607	426.216	0	0
Gohir.D13G138200	4807	4626.11	195	0.516551
Gohir.D10G222144	776	595.123	23	0.473604
Gohir.D13G000200	2424	2243.11	242.08	1.32252
Gohir.D08G154100	1210	1029.11	0	0
Gohir.A05G040300	2654	2473.11	1914.72	9.4876
Gohir.D11G225400	2940	2759.11	6.6025	0.0293248
Gohir.D13G110600	1750	1569.11	0	0
Gohir.D09G116300	1621	1440.11	0	0
Gohir.A12G158300	552	371.362	0	0
Gohir.D08G183100	1151	970.105	2.15628	0.0272384
Gohir.A07G112600	1168	987.105	205.884	2.55596
Gohir.D07G002950	2991	2810.11	0	0
Gohir.D08G117301	581	400.236	0	0
Gohir.A11G268900	1213	1032.11	50.9445	0.604878
Gohir.A01G086600	4737	4556.11	168.513	0.453245
Gohir.A10G183300	1312	1131.11	358.973	3.88914
Gohir.D11G048300	1848	1667.11	0	0
Gohir.A04G087700	1649	1468.11	166	1.38562
Gohir.D05G185900	2624	2443.11	2.27685	0.0114205
Gohir.A11G229100	3899	3718.11	1445.64	4.76468
Gohir.D12G269000	3894	3713.11	65.9529	0.217666
Gohir.A11G320500	1386	1205.11	174	1.76937
Gohir.A05G100500	4117	3936.11	451.178	1.40468
Gohir.D01G016984	1495	1314.11	0	0
Gohir.D10G076300	966	785.105	2.78506	0.0434712
Gohir.A13G130701	838	657.123	0	0
Gohir.D13G046300	2125	1944.11	4	0.0252136
Gohir.A11G175000	2374	2193.11	436.601	2.43961
Gohir.A11G072400	1771	1590.11	126	0.971044
Gohir.A01G195400	1123	942.105	1649.75	21.4591
Gohir.A05G261900	2342	2161.11	508.868	2.88552
Gohir.A10G138500	1358	1177.11	328.223	3.41702
Gohir.D08G201300	2935	2754.11	93.2285	0.414823
Gohir.D10G039300	1040	859.105	26.2567	0.374531
Gohir.D07G196232	1671	1490.11	0	0
Gohir.D10G014500	1698	1517.11	0	0
Gohir.D12G255375	1398	1217.11	0	0
Gohir.D13G027080	576	395.266	0	0
Gohir.D07G057300	4750	4569.11	17.874	0.0479384
Gohir.A13G112000	1725	1544.11	1	0.00793629
Gohir.A12G017600	2481	2300.11	2610.81	13.9098
Gohir.D11G313200	2766	2585.11	14.7356	0.069853
Gohir.A10G066900	1503	1322.11	147.246	1.36481
Gohir.A04G044600	3609	3428.11	100	0.35747
Gohir.D01G110400	1302	1121.11	0	0
Gohir.D07G218000	2147	1966.11	0	0
Gohir.D05G208000	2255	2074.11	12	0.0708998
Gohir.D10G232100	6017	5836.11	626.608	1.31573
Gohir.A09G215400	967	786.105	33	0.514432
Gohir.A12G080200	228	72.4648	69	11.6685
Gohir.D05G082400	1553	1372.11	52.8641	0.472137
Gohir.A10G191900	3019	2838.11	211.613	0.91371
Gohir.D12G072500	936	755.105	5	0.0811441
Gohir.A06G176500	437	257.613	0	0
Gohir.D01G077400	1648	1467.11	3.25894	0.0272213
Gohir.D01G118400	622	441.172	0	0
Gohir.D08G063700	2024	1843.11	26.3547	0.175228
Gohir.D11G121600	6557	6376.11	35.2848	0.0678152
Gohir.A09G175450	1936	1755.11	260	1.81537
Gohir.A09G112200	1954	1773.11	0	0
Gohir.A05G107600	938	757.105	93.9076	1.51998
Gohir.D12G021000	3385	3204.11	10.8153	0.0413644
Gohir.D10G117701	1838	1657.11	0	0
Gohir.D06G063600	830	649.123	0	0
Gohir.A01G070200	601	420.226	215	6.26974
Gohir.A05G250400	2336	2155.11	370.344	2.10587
Gohir.A10G044000	2230	2049.11	74.3272	0.444506
Gohir.D10G101400	1362	1181.11	24.0195	0.249212
Gohir.A08G221650	1275	1094.11	179.171	2.00679
Gohir.A05G240200	1429	1248.11	665	6.52927
Gohir.A13G178500	3187	3006.11	248.528	1.01313
Gohir.A02G069100	2558	2377.11	85.8475	0.442561
Gohir.A02G066800	2473	2292.11	975.213	5.21386
Gohir.A08G060250	287	118.455	33	3.41393
Gohir.A03G134700	1085	904.105	116.228	1.57538
Gohir.D09G084101	554	373.352	0	0
Gohir.D07G185600	2968	2787.11	21.6355	0.095128
Gohir.A11G011900	1073	892.105	298.767	4.10403
Gohir.D06G083833	237	78.9991	0	0
Gohir.A06G077950	1034	853.105	4.18868	0.0601685
Gohir.A11G234500	2144	1963.11	699.288	4.36523
Gohir.A01G205700	1461	1280.11	2	0.019146
Gohir.A13G190300	2081	1900.11	10	0.0644936
Gohir.D07G111750	1639	1458.11	0	0
Gohir.D01G026700	869	688.123	1.14334	0.0203613
Gohir.A11G183800	1975	1794.11	603	4.11873
Gohir.A11G273100	1689	1508.11	0	0
Gohir.A03G123500	1437	1256.11	296.802	2.89558
Gohir.D05G336340	1512	1331.11	0	0
Gohir.D03G009100	462	282.08	127.826	5.55318
Gohir.A06G136600	897	716.105	43.8486	0.750366
Gohir.D09G157000	888	707.123	8	0.13864
Gohir.D04G099600	2034	1853.11	0	0
Gohir.D08G151866	519	338.495	14.1062	0.510685
Gohir.D11G084500	1902	1721.11	1.28733	0.00916594
Gohir.D05G198900	2638	2457.11	1.00799	0.00502719
Gohir.A07G072900	1655	1474.11	344.37	2.8628
Gohir.A12G098200	546	365.399	410.58	13.7697
Gohir.D06G175308	402	223.503	0	0
Gohir.D10G118700	1089	908.105	0	0
Gohir.D09G094400	2011	1830.11	0	0
Gohir.A12G146000	1812	1631.11	85.958	0.645801
Gohir.A03G198800	963	782.105	199.97	3.13324
Gohir.A11G104500	2132	1951.11	215.403	1.3529
Gohir.D10G153065	864	683.123	0	0
Gohir.D02G105800	1905	1724.11	19.4052	0.137927
Gohir.D13G185600	1748	1567.11	146.269	1.14379
Gohir.A11G286282	1734	1553.11	0	0
Gohir.A01G216800	2223	2042.11	280	1.68025
Gohir.D10G043800	1456	1275.11	2.54131	0.0244234
Gohir.A12G036900	2050	1869.11	1413.89	9.2699
Gohir.A05G287900	2402	2221.11	1170.09	6.45571
Gohir.A10G040200	1583	1402.11	454	3.96798
Gohir.A07G117900	1941	1760.11	4	0.0278494
Gohir.D08G211201	1244	1063.11	0	0
Gohir.D11G083300	1667	1486.11	32.267	0.266075
Gohir.D01G065700	956	775.105	3.52154	0.0556758
Gohir.D05G176100	1949	1768.11	0	0
Gohir.A11G241900	678	497.138	0	0
Gohir.D10G253900	1615	1434.11	1	0.00854502
Gohir.D06G035000	438	258.581	6	0.284348
Gohir.A03G000040	231	74.6399	7	1.14927
Gohir.A06G046900	1453	1272.11	211.461	2.03705
Gohir.A01G079000	894	713.105	92.6214	1.59167
Gohir.D06G125800	1235	1054.11	93.0776	1.08207
Gohir.D02G059700	2848	2667.11	0	0
Gohir.A11G127600	2783	2602.11	3727.86	17.5561
Gohir.A02G043601	1842	1661.11	40.7173	0.300384
Gohir.D12G261700	567	386.296	0	0
Gohir.D09G031600	417	237.984	0	0
Gohir.A07G186700	779	598.123	61.6974	1.26407
Gohir.A07G150100	1702	1521.11	306.332	2.4679
Gohir.D13G108200	2566	2385.11	0	0
Gohir.D10G231932	429	249.727	0	0
Gohir.A05G215900	1784	1603.11	5124.52	39.1729
Gohir.D01G023541	2641	2460.11	1.11119	0.00553515
Gohir.A13G167500	745	564.138	7.58801	0.16483
Gohir.A11G201100	1600	1419.11	33	0.284966
Gohir.D04G176414	330	156.016	0	0
Gohir.D01G026020	2484	2303.11	49.3912	0.262803
Gohir.A07G141550	375	197.781	0	0
Gohir.A13G024100	755	574.138	283.812	6.05772
Gohir.A07G082100	2461	2280.11	372.588	2.00248
Gohir.A12G015000	2107	1926.11	579.241	3.68531
Gohir.D04G153200	777	596.123	9	0.185012
Gohir.A02G139200	1082	901.105	158	2.1487
Gohir.A08G144100	1600	1419.11	676.602	5.84269
Gohir.A05G202550	234	76.7978	0	0
Gohir.D04G036800	1675	1494.11	2	0.0164038
Gohir.D01G029000	950	769.105	0	0
Gohir.A11G229600	1266	1085.11	12.4553	0.140663
Gohir.A09G059300	941	760.105	56	0.902836
Gohir.D10G164601	1275	1094.11	3.03443	0.033987
Gohir.D05G365700	921	740.105	6.38403	0.105705
Gohir.A12G016966	1925	1744.11	287.669	2.02122
Gohir.D12G146150	1426	1245.11	5.03733	0.049578
Gohir.A06G082880	1536	1355.11	855.965	7.74065
Gohir.A04G114900	1159	978.105	46	0.576324
Gohir.A07G100700	362	185.508	0	0
Gohir.A07G058200	2551	2370.11	367.995	1.90269
Gohir.A11G004400	583	402.236	5	0.152329
Gohir.A11G301700	2927	2746.11	236.182	1.05396
Gohir.A07G076550	1873	1692.11	296.513	2.14739
Gohir.D11G046280	578	397.236	0	0
Gohir.D12G133232	540	359.426	24	0.81827
Gohir.A01G011600	2091	1910.11	684.57	4.39193
Gohir.D01G062600	1042	861.105	12.0467	0.171437
Gohir.D06G014450	420	240.948	0	0
Gohir.A07G196900	562	381.324	0	0
Gohir.A01G225700	1716	1535.11	409.422	3.26834
Gohir.A10G087250	657	476.15	0	0
Gohir.D02G011800	1003	822.105	0	0
Gohir.D01G042774	93	10.1481	0	0
Gohir.D04G162300	3791	3610.11	57.746	0.196018
Gohir.A10G099000	834	653.123	4	0.0750515
Gohir.D08G175050	769	588.123	1.03588	0.0215843
Gohir.A08G082862	1359	1178.11	18	0.187233
Gohir.D05G056900	927	746.105	0	0
Gohir.A05G297200	2773	2592.11	28	0.132373
Gohir.A10G040100	1593	1412.11	281	2.43856
Gohir.D13G219000	1980	1799.11	21.9542	0.149539
Gohir.D08G067000	1968	1787.11	0	0
Gohir.D08G210100	1413	1232.11	5.39364	0.0536449
Gohir.D07G056200	2973	2792.11	196.348	0.861764
Gohir.A08G101048	1572	1391.11	0	0
Gohir.D13G142100	1424	1243.11	1	0.00985795
Gohir.A06G163300	3023	2842.11	163.657	0.705649
Gohir.D08G069400	2551	2370.11	5.19429	0.0268567
Gohir.A05G072300	2194	2013.11	770.021	4.68738
Gohir.D05G332188	351	175.32	0	0
Gohir.D04G185500	1056	875.105	0	0
Gohir.A07G210200	2215	2034.11	0	0
Gohir.D03G091200	1342	1161.11	3.80176	0.0401243
Gohir.D11G218000	1477	1296.11	21.7477	0.205621
Gohir.A06G025900	1680	1499.11	366.303	2.99435
Gohir.D01G186200	602	421.226	0	0
Gohir.D02G020550	348	172.541	0	0
Gohir.D13G057801	4668	4487.11	41	0.111973
Gohir.D04G087100	1437	1256.11	4.57609	0.044644
Gohir.A03G075000	2229	2048.11	294.415	1.76158
Gohir.A02G145200	1914	1733.11	0	0
Gohir.A05G339200	3285	3104.11	78	0.30793
Gohir.D08G083700	4014	3833.11	68.2685	0.218255
Gohir.D05G328740	351	175.32	0	0
Gohir.D05G094000	2780	2599.11	25.9298	0.122256
Gohir.D03G034000	1611	1430.11	25.2889	0.216698
Gohir.D01G154266	2144	1963.11	1.00735	0.00628825
Gohir.D03G053900	1969	1788.11	9.66253	0.0662204
Gohir.D12G023900	2867	2686.11	0	0
Gohir.A11G086300	2042	1861.11	1465.99	9.65283
Gohir.A02G165400	1070	889.105	28	0.385922
Gohir.A07G084000	1335	1154.11	28.8306	0.306128
Gohir.A12G112100	6276	6095.11	4526.55	9.10082
Gohir.A12G142700	1812	1631.11	438.53	3.29467
Gohir.A01G078100	4189	4008.11	1616.53	4.94243
Gohir.D05G327200	1530	1349.11	0	0
Gohir.A01G088400	1104	923.105	41.8795	0.555961
Gohir.A06G065650	570	389.296	0	0
Gohir.A08G113000	1617	1436.11	467	3.98497
Gohir.D07G104350	354	178.058	0	0
Gohir.D13G155000	1116	935.105	17.1464	0.224701
Gohir.D11G131300	1524	1343.11	0	0
Gohir.A04G078300	1667	1486.11	49.5588	0.408663
Gohir.A11G077900	1731	1550.11	45	0.355751
Gohir.A13G032800	961	780.105	2	0.0314175
Gohir.D04G173180	675	494.138	0	0
Gohir.A05G026300	5376	5195.11	2040.22	4.81257
Gohir.A03G132200	2029	1848.11	294	1.94946
Gohir.D01G044300	2424	2243.11	20.2627	0.110699
Gohir.A06G068800	2674	2493.11	328.91	1.6167
Gohir.D07G197600	480	299.834	7.04511	0.28794
Gohir.A04G004400	1711	1530.11	142.964	1.14499
Gohir.D07G056700	1602	1421.11	0	0
Gohir.A04G068900	961	780.105	246.406	3.87072
Gohir.D04G090900	839	658.123	0	0
Gohir.A11G267400	1708	1527.11	179	1.43641
Gohir.D04G065500	1486	1305.11	5.15181	0.0483736
Gohir.A08G187250	546	365.399	8	0.268298
Gohir.D10G084200	1593	1412.11	1.07648	0.00934184
Gohir.A03G190700	519	338.495	7	0.25342
Gohir.A09G214300	1236	1055.11	5	0.0580722
Gohir.A13G167300	2437	2256.11	273.996	1.48826
Gohir.A11G044500	1038	857.105	222	3.17405
Gohir.D06G199500	1637	1456.11	5.68541	0.0478479
Gohir.D12G039100	1374	1193.11	0	0
Gohir.D05G191300	2953	2772.11	237.697	1.05077
Gohir.A03G151200	907	726.105	129	2.17713
Gohir.A06G137802	457	277.171	69.1405	3.05689
Gohir.D11G195400	3544	3363.11	26.0189	0.0948077
Gohir.A10G241520	3152	2971.11	73.0576	0.30133
Gohir.D07G187500	1419	1238.11	0	0
Gohir.D04G029300	2355	2174.11	53.3822	0.300892
Gohir.A05G265000	153	28.5623	0	0
Gohir.A07G104650	2951	2770.11	0	0
Gohir.A09G002000	1378	1197.11	0	0
Gohir.D02G106700	3373	3192.11	2.28806	0.00878383
Gohir.D08G095100	1137	956.105	0	0
Gohir.A13G199800	1497	1316.11	2537.61	23.6281
Gohir.A02G148000	685	504.138	334.25	8.12487
Gohir.D13G126200	1925	1744.11	0	0
Gohir.A03G028001	717	536.138	0	0
Gohir.D02G231601	660	479.15	6	0.153453
Gohir.A03G166900	1022	841.105	10.5089	0.153109
Gohir.A01G139500	952	771.105	1056.6	16.7915
Gohir.D05G136700	3431	3250.11	1.179	0.00444541
Gohir.A01G179666	568	387.296	0	0
Gohir.A13G122266	1352	1171.11	0	0
Gohir.A13G221400	1308	1127.11	2	0.021745
Gohir.A06G120304	1671	1490.11	12	0.0986867
Gohir.D13G029900	3193	3012.11	19.3679	0.0787964
Gohir.D05G385000	3322	3141.11	88.6743	0.345947
Gohir.A08G059750	486	305.758	0	0
Gohir.D07G028100	2078	1897.11	0	0
Gohir.A10G092900	2645	2464.11	114	0.566944
Gohir.D10G005266	1034	853.105	0	0
Gohir.D03G161200	1182	1001.11	0	0
Gohir.A13G082800	1873	1692.11	4	0.0289686
Gohir.D07G016800	780	599.123	23.9872	0.490635
Gohir.A07G012000	2156	1975.11	663.227	4.11496
Gohir.D03G090100	2685	2504.11	8.73942	0.0427686
Gohir.A01G018700	3910	3729.11	1.00324	0.00329682
Gohir.A01G092600	2466	2285.11	35	0.187697
Gohir.A03G055900	1242	1061.11	119	1.3743
Gohir.A03G192300	360	183.639	1	0.0667312
Gohir.A06G119700	1989	1808.11	532.467	3.60881
Gohir.D13G142500	2157	1976.11	0	0
Gohir.D03G061703	327	153.315	0	0
Gohir.D05G328920	339	164.295	0	0
Gohir.A09G067500	2009	1828.11	708.304	4.74802
Gohir.D04G123401	279	111.696	0	0
Gohir.A01G018460	312	139.879	0	0
Gohir.D07G217300	663	482.15	0	0
Gohir.D10G060500	1628	1447.11	7.64124	0.064708
Gohir.D05G070400	2901	2720.11	39.839	0.17948
Gohir.D10G122600	1524	1343.11	0	0
