target_id	length	eff_length	D5_1	D5_1_tpm
Gohir.A08G208900	2015	1824.19	0	0
Gohir.A02G017701	426	237.062	0	0
Gohir.A12G110300	2229	2038.19	11.533	0.0682723
Gohir.D10G139300	1711	1520.19	1086.54	8.62374
Gohir.D06G081600	1839	1648.19	4	0.029282
Gohir.D10G100450	505	314.732	22.3055	0.855102
Gohir.A05G232300	2912	2721.19	78.8782	0.349741
Gohir.D13G140200	1483	1292.19	491.763	4.59173
Gohir.D11G084200	1653	1462.19	84.968	0.701131
Gohir.A06G104500	1953	1762.19	1.1558	0.00791367
Gohir.A02G048901	695	504.193	0	0
Gohir.D07G067300	637	446.203	84.7595	2.29194
Gohir.D05G179200	637	446.203	0	0
Gohir.A05G334375	1248	1057.19	0	0
Gohir.A05G042800	1498	1307.19	32.5124	0.300094
Gohir.A04G028404	1585	1394.19	22.9569	0.198673
Gohir.D09G238800	898	707.193	138.915	2.37006
Gohir.A11G030881	2053	1862.19	449.333	2.91133
Gohir.D09G164440	504	313.739	3	0.115372
Gohir.A12G128850	1905	1714.19	0	0
Gohir.D09G058025	303	123.347	32	3.13019
Gohir.A12G161300	1882	1691.19	4.66325	0.0332693
Gohir.D01G194350	2745	2554.19	0	0
Gohir.D05G017800	712	521.193	42	0.972297
Gohir.D06G167100	1645	1454.19	1378.68	11.439
Gohir.A08G219555	1498	1307.19	475.549	4.38939
Gohir.A05G006100	1128	937.193	86.3966	1.11228
Gohir.D04G010300	2689	2498.19	545.178	2.63306
Gohir.D01G057100	1269	1078.19	1	0.0111906
Gohir.D04G170800	1594	1403.19	111.609	0.959686
Gohir.A01G153800	1751	1560.19	2.40656	0.0186109
Gohir.D08G228400	1119	928.193	1	0.012999
Gohir.A04G048165	1065	874.193	0	0
Gohir.A10G237000	918	727.193	0	0
Gohir.A13G016300	1270	1079.19	0	0
Gohir.D08G191800	1624	1433.19	742.363	6.24971
Gohir.A09G110880	1269	1078.19	0	0
Gohir.A05G236950	636	445.243	0	0
Gohir.D09G120400	2577	2386.19	41.6299	0.210498
Gohir.D03G135900	1752	1561.19	2	0.0154569
Gohir.A08G101400	804	613.193	0	0
Gohir.D07G105100	1173	982.193	182	2.23575
Gohir.D05G279500	1041	850.193	27.3472	0.3881
Gohir.A11G029900	871	680.193	11.1728	0.198188
Gohir.D05G344800	1847	1656.19	0	0
Gohir.A11G286841	945	754.193	0	0
Gohir.D03G031800	1092	901.193	112.341	1.50408
Gohir.A11G096800	2714	2523.19	72.4552	0.346471
Gohir.A03G186400	1186	995.193	0	0
Gohir.D04G161600	1440	1249.19	315	3.04249
Gohir.D10G096000	1922	1731.19	248.244	1.73014
Gohir.D11G217600	2203	2012.19	3	0.0179887
Gohir.A06G061900	913	722.193	0	0
Gohir.A06G078300	2296	2105.19	6.11013	0.0350192
Gohir.D05G234600	3130	2939.19	121.922	0.5005
Gohir.A13G194500	999	808.193	7	0.104504
Gohir.A06G043800	4312	4121.19	5.31414	0.0155582
Gohir.A09G087600	1070	879.193	2.07286	0.0284468
Gohir.D13G042300	1337	1146.19	222.845	2.34581
Gohir.D03G095800	2782	2591.19	189.966	0.884555
Gohir.D08G069200	3165	2974.19	594.957	2.4136
Gohir.D11G105400	1852	1661.19	1	0.0072632
Gohir.D11G065833	922	731.193	2.13269	0.0351921
Gohir.D02G136400	4076	3885.19	754.99	2.34464
Gohir.D02G043200	2366	2175.19	0	0
Gohir.A02G162900	952	761.193	2.63731	0.0418037
Gohir.D03G166101	1665	1474.19	170.701	1.39711
Gohir.A05G044600	1089	898.193	47.9105	0.64359
Gohir.D13G072400	2007	1816.19	433	2.87656
Gohir.D02G104300	1911	1720.19	65.8814	0.462098
Gohir.A09G026000	7171	6980.19	87.8347	0.151826
Gohir.A05G057500	1461	1270.19	1.09308	0.0103832
Gohir.A08G114700	1067	876.193	1	0.0137705
Gohir.D10G152000	1549	1358.19	322.817	2.86776
Gohir.D05G287000	1718	1527.19	966.163	7.63317
Gohir.A02G144200	969	778.193	58.0848	0.900582
Gohir.A12G030701	522	331.526	0	0
Gohir.D02G014900	3427	3236.19	50.4591	0.188128
Gohir.A10G169466	748	557.193	0	0
Gohir.A07G112100	1898	1707.19	5.66841	0.0400615
Gohir.D06G172800	619	428.253	0	0
Gohir.D08G092550	231	67.8554	0	0
Gohir.A04G018100	2811	2620.19	6	0.0276291
Gohir.D06G070000	3166	2975.19	299.734	1.21554
Gohir.A06G175900	1442	1251.19	0	0
Gohir.D10G113200	1290	1099.19	503.907	5.53127
Gohir.A06G089000	2502	2311.19	31.4661	0.164269
Gohir.D10G136700	1374	1183.19	95.6847	0.975743
Gohir.D02G211100	963	772.193	284.72	4.44878
Gohir.D06G009100	2758	2567.19	168.959	0.794093
Gohir.A06G203700	1768	1577.19	42.1445	0.322407
Gohir.A10G031650	915	724.193	0	0
Gohir.D06G185900	1275	1084.19	41.3636	0.46032
Gohir.D02G193500	354	168.725	87.9352	6.28828
Gohir.D12G211400	642	451.203	4	0.106964
Gohir.D07G106900	1085	894.193	2	0.0269865
Gohir.A05G257150	774	583.193	0	0
Gohir.D09G074600	858	667.193	540	9.76541
Gohir.D02G139000	2564	2373.19	1353.89	6.88332
Gohir.D05G214600	1724	1533.19	723.844	5.69635
Gohir.A05G110900	1774	1583.19	36.2446	0.276222
Gohir.A01G195000	1796	1605.19	15.4498	0.11613
Gohir.D05G354825	333	149.577	2.09855	0.169279
Gohir.A12G219875	606	415.3	0	0
Gohir.D09G245650	568	377.369	0	0
Gohir.A13G139780	1125	934.193	0	0
Gohir.A10G158400	1065	874.193	1	0.013802
Gohir.D12G014000	1852	1661.19	810.286	5.88527
Gohir.A09G112900	1696	1505.19	2.50857	0.0201086
Gohir.A11G032200	1485	1294.19	10	0.0932286
Gohir.D02G076100	1379	1188.19	1514	15.374
Gohir.D02G168900	2310	2119.19	96.9218	0.551822
Gohir.D09G149400	2344	2153.19	4.06577	0.0227828
Gohir.D13G036900	2218	2027.19	1670.07	9.94002
Gohir.A13G063900	1421	1230.19	31.032	0.304358
Gohir.A07G183850	623	432.243	0	0
Gohir.D01G109550	216	58.1732	1.27575	0.264601
Gohir.D05G339300	1391	1200.19	0	0
Gohir.A08G000117	641	450.203	0	0
Gohir.A11G253600	3103	2912.19	11.4133	0.0472867
Gohir.D02G162600	2292	2101.19	561.681	3.22531
Gohir.A06G132200	2674	2483.19	3.28721	0.0159722
Gohir.D08G252466	264	91.5682	0	0
Gohir.A08G184900	2168	1977.19	8.08482	0.0493367
Gohir.A08G099868	2794	2603.19	21.6128	0.100174
Gohir.D04G097500	1283	1092.19	919	10.1523
Gohir.D05G057600	2551	2360.19	216.138	1.10492
Gohir.A06G111004	426	237.062	0	0
Gohir.D11G115100	456	266.322	0	0
Gohir.D02G144600	2553	2362.19	243.211	1.24227
Gohir.D05G306750	174	35.7118	3.57946	1.20936
Gohir.D01G110500	1668	1477.19	0	0
Gohir.A05G389500	1332	1141.19	156.764	1.65744
Gohir.D04G191000	1465	1274.19	319.647	3.0268
Gohir.D09G177200	1117	926.193	96	1.2506
Gohir.A05G171200	1945	1754.19	203.811	1.40184
Gohir.D07G144500	2265	2074.19	953	5.5436
Gohir.A02G131602	702	511.193	0	0
Gohir.D09G148200	468	278.11	0	0
Gohir.D13G169500	776	585.193	30	0.618544
Gohir.D05G061700	1906	1715.19	455.412	3.20361
Gohir.A10G138000	651	460.203	1.03853	0.0272281
Gohir.D05G127800	2098	1907.19	658.365	4.16505
Gohir.A06G188000	545	354.451	0	0
Gohir.A04G136166	474	284.079	0	0
Gohir.D05G162100	1462	1271.19	9.78455	0.0928704
Gohir.A02G152800	1595	1404.19	11	0.0945179
Gohir.D04G126700	2004	1813.19	5	0.0332716
Gohir.D08G175150	399	210.973	0	0
Gohir.A10G180800	858	667.193	0	0
Gohir.D05G200300	2414	2223.19	311.502	1.69057
Gohir.A06G184200	1632	1441.19	0	0
Gohir.A05G174300	1908	1717.19	179.672	1.26244
Gohir.D03G099501	1705	1514.19	289.112	2.30374
Gohir.D05G379600	763	572.193	2	0.0421731
Gohir.A13G096100	2329	2138.19	18.994	0.107181
Gohir.A06G171600	3763	3572.19	40.6255	0.137218
Gohir.D02G060700	911	720.193	4.65801	0.0780368
Gohir.A11G063866	998	807.193	22.9947	0.343715
Gohir.D04G130600	1233	1042.19	52.2419	0.60481
Gohir.A13G202000	1652	1461.19	7.42542	0.0613142
Gohir.D12G051200	2062	1871.19	599.064	3.8628
Gohir.A07G093500	746	555.193	0	0
Gohir.D08G032600	1356	1165.19	6867.26	71.1105
Gohir.A05G202800	3483	3292.19	51.6265	0.189206
Gohir.A05G058000	1462	1271.19	0	0
Gohir.D10G105201	573	382.352	0	0
Gohir.A09G089932	2542	2351.19	0	0
Gohir.A05G343600	3502	3311.19	394.437	1.43728
Gohir.D05G352900	1899	1708.19	10.9245	0.0771637
Gohir.A12G080900	1402	1211.19	0	0
Gohir.D11G305800	923	732.193	3	0.0494361
Gohir.A02G027600	1729	1538.19	76.3245	0.598689
Gohir.A11G314300	1726	1535.19	0	0
Gohir.D11G004801	690	499.193	1239	29.9468
Gohir.D09G135200	932	741.193	16	0.260458
Gohir.D09G152550	234	69.8711	10.2726	1.77391
Gohir.A12G037300	1127	936.193	14.1689	0.182608
Gohir.A11G282669	210	54.5205	0	0
Gohir.A09G096001	954	763.193	0	0
Gohir.D05G116800	1456	1265.19	0	0
Gohir.D04G102100	2214	2023.19	67.8752	0.404783
Gohir.A12G037100	2141	1950.19	35.7914	0.221437
Gohir.D01G033132	965	774.193	0	0
Gohir.D05G087500	3297	3106.19	905.371	3.51679
Gohir.A13G148700	3982	3791.19	4.22622	0.0134501
Gohir.D11G222014	204	50.9129	0	0
Gohir.D05G073700	1672	1481.19	4357.95	35.4992
Gohir.A01G181400	2148	1957.19	156	0.961699
Gohir.D08G202400	1665	1474.19	131.361	1.07513
Gohir.D08G027900	2146	1955.19	623.037	3.84479
Gohir.D01G152650	321	138.857	0	0
Gohir.A04G102000	1294	1103.19	0	0
Gohir.A09G028700	2906	2715.19	30.1737	0.134084
Gohir.D04G014900	4474	4283.19	928.513	2.61558
Gohir.D08G215800	3557	3366.19	322.096	1.1545
Gohir.A03G119500	1075	884.193	0	0
Gohir.D13G179600	1663	1472.19	519.439	4.25714
Gohir.D01G110200	667	476.193	0.923485	0.0233989
Gohir.A08G049100	2398	2207.19	8.27579	0.0452395
Gohir.A08G026720	1404	1213.19	19.9386	0.198295
Gohir.A09G018600	607	416.3	0	0
Gohir.D13G138200	4807	4616.19	434	1.13437
Gohir.D10G222144	776	585.193	0	0
Gohir.D13G000200	2424	2233.19	461.429	2.49303
Gohir.D08G154100	1210	1019.19	84	0.994423
Gohir.A05G040300	2654	2463.19	14.3499	0.0702911
Gohir.D11G225400	2940	2749.19	286.613	1.25788
Gohir.D13G110600	1750	1559.19	6	0.0464301
Gohir.D09G116300	1621	1430.19	42	0.354326
Gohir.A12G158300	552	361.443	0	0
Gohir.D08G183100	1151	960.193	1757.93	22.0898
Gohir.A07G112600	1168	977.193	11	0.135819
Gohir.D07G002950	2991	2800.19	0	0
Gohir.D08G117301	581	390.326	1.88843	0.0583742
Gohir.A11G268900	1213	1022.19	0	0
Gohir.A01G086600	4737	4546.19	1.19611	0.00317447
Gohir.A10G183300	1312	1121.19	11.2582	0.121153
Gohir.D11G048300	1848	1657.19	1	0.00728073
Gohir.A04G087700	1649	1458.19	25.7992	0.213471
Gohir.D05G185900	2624	2433.19	55	0.272731
Gohir.A11G229100	3899	3708.19	89.0788	0.289841
Gohir.D12G269000	3894	3703.19	490.288	1.59743
Gohir.A11G320500	1386	1195.19	112	1.13065
Gohir.A05G100500	4117	3926.19	39.1963	0.120454
Gohir.D01G016984	1495	1304.19	0	0
Gohir.D10G076300	966	775.193	183.415	2.85479
Gohir.A13G130701	838	647.193	0	0
Gohir.D13G046300	2125	1934.19	483.531	3.01628
Gohir.A11G175000	2374	2183.19	47.944	0.264966
Gohir.A11G072400	1771	1580.19	86.3701	0.65948
Gohir.A01G195400	1123	932.193	241.017	3.11954
Gohir.A05G261900	2342	2151.19	9.86762	0.0553453
Gohir.A10G138500	1358	1167.19	2.13129	0.0220317
Gohir.D08G201300	2935	2744.19	439.57	1.93269
Gohir.D10G039300	1040	849.193	442.217	6.28315
Gohir.D07G196232	1671	1480.19	4.18458	0.03411
Gohir.D10G014500	1698	1507.19	0	0
Gohir.D12G255375	1398	1207.19	99	0.989479
Gohir.D13G027080	576	385.352	8	0.250484
Gohir.D07G057300	4750	4559.19	1085.95	2.87389
Gohir.A13G112000	1725	1534.19	0	0
Gohir.A12G017600	2481	2290.19	353.903	1.86449
Gohir.D11G313200	2766	2575.19	43	0.201468
Gohir.A10G066900	1503	1312.19	43.9547	0.404163
Gohir.A04G044600	3609	3418.19	0	0
Gohir.D01G110400	1302	1111.19	0	0
Gohir.D07G218000	2147	1956.19	36	0.222044
Gohir.D05G208000	2255	2064.19	25	0.14613
Gohir.D10G232100	6017	5826.19	65.365	0.135366
Gohir.A09G215400	967	776.193	31	0.481881
Gohir.A12G080200	228	65.9582	40	7.31711
Gohir.D05G082400	1553	1362.19	424.438	3.75945
Gohir.A10G191900	3019	2828.19	29.4007	0.125429
Gohir.D12G072500	936	745.193	381.316	6.17397
Gohir.A06G176500	437	247.79	0	0
Gohir.D01G077400	1648	1457.19	524.005	4.33877
Gohir.D01G118400	622	431.243	34.974	0.978522
Gohir.D08G063700	2024	1833.19	141.695	0.932596
Gohir.D11G121600	6557	6366.19	1083.69	2.05388
Gohir.A09G175450	1936	1745.19	62.2767	0.430556
Gohir.A09G112200	1954	1763.19	1.29336	0.00885051
Gohir.A05G107600	938	747.193	36.5251	0.589803
Gohir.D12G021000	3385	3194.19	444.679	1.67971
Gohir.D10G117701	1838	1647.19	38.6967	0.283451
Gohir.D06G063600	830	639.193	5.05717	0.0954605
Gohir.A01G070200	601	410.3	11	0.323474
Gohir.A05G250400	2336	2145.19	103.758	0.583582
Gohir.A10G044000	2230	2039.19	18.932	0.112018
Gohir.D10G101400	1362	1171.19	451	4.64618
Gohir.A08G221650	1275	1084.19	0	0
Gohir.A05G240200	1429	1238.19	9.39736	0.0915726
Gohir.A13G178500	3187	2996.19	23.349	0.0940258
Gohir.A02G069100	2558	2367.19	0	0
Gohir.A02G066800	2473	2282.19	1.32316	0.00699533
Gohir.A08G060250	287	109.862	35	3.84386
Gohir.A03G134700	1085	894.193	0	0
Gohir.D09G084101	554	363.427	9	0.298796
Gohir.D07G185600	2968	2777.19	380.711	1.65401
Gohir.A11G011900	1073	882.193	15	0.205152
Gohir.D06G083833	237	71.9372	8.33517	1.39801
Gohir.A06G077950	1034	843.193	1.27422	0.0182333
Gohir.A11G234500	2144	1953.19	315.06	1.94624
Gohir.A01G205700	1461	1270.19	0	0
Gohir.A13G190300	2081	1890.19	2	0.0127665
Gohir.D07G111750	1639	1448.19	5	0.0416574
Gohir.D01G026700	869	678.193	417	7.41875
Gohir.A11G183800	1975	1784.19	4.00552	0.0270873
Gohir.A11G273100	1689	1498.19	0	0
Gohir.A03G123500	1437	1246.19	0	0
Gohir.D05G336340	1512	1321.19	421.578	3.84999
Gohir.D03G009100	462	272.196	366.123	16.2291
Gohir.A06G136600	897	706.193	0	0
Gohir.D09G157000	888	697.193	940	16.2676
Gohir.D04G099600	2034	1843.19	279.399	1.82895
Gohir.D08G151866	519	328.526	20.5727	0.755563
Gohir.D11G084500	1902	1711.19	101.775	0.71761
Gohir.D05G198900	2638	2447.19	674.734	3.32669
Gohir.A07G072900	1655	1464.19	108.186	0.891497
Gohir.A12G098200	546	355.451	0	0
Gohir.D06G175308	402	213.878	0	0
Gohir.D10G118700	1089	898.193	0	0
Gohir.D09G094400	2011	1820.19	59.4781	0.394265
Gohir.A12G146000	1812	1621.19	5.65443	0.0420826
Gohir.A03G198800	963	772.193	3.01461	0.0471036
Gohir.A11G104500	2132	1941.19	7.20677	0.044794
Gohir.D10G153065	864	673.193	0	0
Gohir.D02G105800	1905	1714.19	1217.94	8.57264
Gohir.D13G185600	1748	1557.19	101	0.782577
Gohir.A11G286282	1734	1543.19	0	0
Gohir.A01G216800	2223	2032.19	27.1527	0.161212
Gohir.D10G043800	1456	1265.19	109.327	1.0426
Gohir.A12G036900	2050	1859.19	7.22712	0.0469018
Gohir.A05G287900	2402	2211.19	63.2863	0.345328
Gohir.A10G040200	1583	1392.19	28.5832	0.247719
Gohir.A07G117900	1941	1750.19	0	0
Gohir.D08G211201	1244	1053.19	269.57	3.08825
Gohir.D11G083300	1667	1476.19	632.778	5.17198
Gohir.D01G065700	956	765.193	337	5.31382
Gohir.D05G176100	1949	1758.19	0	0
Gohir.A11G241900	678	487.193	0	0
Gohir.D10G253900	1615	1424.19	2	0.0169437
Gohir.D06G035000	438	248.757	0	0
Gohir.A03G000040	231	67.8554	0	0
Gohir.A06G046900	1453	1262.19	0	0
Gohir.A01G079000	894	703.193	7.26255	0.124613
Gohir.D06G125800	1235	1044.19	9113.88	105.31
Gohir.D02G059700	2848	2657.19	0	0
Gohir.A11G127600	2783	2592.19	429.498	1.99913
Gohir.A02G043601	1842	1651.19	1	0.00730719
Gohir.D12G261700	567	376.369	1	0.0320578
Gohir.D09G031600	417	228.358	0	0
Gohir.A07G186700	779	588.193	0	0
Gohir.A07G150100	1702	1511.19	7.54712	0.0602572
Gohir.D13G108200	2566	2375.19	5.83435	0.0296375
Gohir.D10G231932	429	240.014	0	0
Gohir.A05G215900	1784	1593.19	10.716	0.0811542
Gohir.D01G023541	2641	2450.19	1328.44	6.54171
Gohir.A13G167500	745	554.193	0	0
Gohir.A11G201100	1600	1409.19	9.0683	0.0776433
Gohir.D04G176414	330	146.881	0	0
Gohir.D01G026020	2484	2293.19	6	0.0315689
Gohir.A07G141550	375	188.179	0	0
Gohir.A13G024100	755	564.193	120.166	2.56981
Gohir.A07G082100	2461	2270.19	48.0848	0.25556
Gohir.A12G015000	2107	1916.19	31.2714	0.196905
Gohir.D04G153200	777	586.193	3	0.0617489
Gohir.A02G139200	1082	891.193	4.94561	0.066957
Gohir.A08G144100	1600	1409.19	33.8489	0.289816
Gohir.A05G202550	234	69.8711	0	0
Gohir.D04G036800	1675	1484.19	9	0.0731645
Gohir.D01G029000	950	759.193	0	0
Gohir.A11G229600	1266	1075.19	26.8978	0.301841
Gohir.A09G059300	941	750.193	0	0
Gohir.D10G164601	1275	1084.19	10.1798	0.113287
Gohir.D05G365700	921	730.193	162.62	2.68711
Gohir.A12G016966	1925	1734.19	101.128	0.703591
Gohir.D12G146150	1426	1235.19	4.15724	0.0406086
Gohir.A06G082880	1536	1345.19	13.9147	0.124806
Gohir.A04G114900	1159	968.193	9	0.112158
Gohir.A07G100700	362	176.142	0	0
Gohir.A07G058200	2551	2360.19	223.528	1.1427
Gohir.A11G004400	583	392.326	2	0.0615079
Gohir.A11G301700	2927	2736.19	24.5356	0.108193
Gohir.A07G076550	1873	1682.19	162.792	1.16763
Gohir.D11G046280	578	387.344	109.49	3.41056
Gohir.D12G133232	540	349.451	92	3.17651
Gohir.A01G011600	2091	1900.19	20.7536	0.131778
Gohir.D01G062600	1042	851.193	524.183	7.43024
Gohir.D06G014450	420	231.245	1	0.0521766
Gohir.A07G196900	562	371.394	0	0
Gohir.A01G225700	1716	1525.19	6.99407	0.0553291
Gohir.A10G087250	657	466.203	0	0
Gohir.D02G011800	1003	812.193	352.002	5.22919
Gohir.D01G042774	93	11.6402	0	0
Gohir.D04G162300	3791	3600.19	6623.1	22.1964
Gohir.A10G099000	834	643.193	0	0
Gohir.D08G175050	769	578.193	61.3982	1.28124
Gohir.A08G082862	1359	1168.19	7	0.0722989
Gohir.D05G056900	927	736.193	43.835	0.718419
Gohir.A05G297200	2773	2582.19	0	0
Gohir.A10G040100	1593	1402.19	1.11284	0.00957578
Gohir.D13G219000	1980	1789.19	1218.53	8.21724
Gohir.D08G067000	1968	1777.19	244.982	1.66321
Gohir.D08G210100	1413	1222.19	98.6138	0.973523
Gohir.D07G056200	2973	2782.19	1642.37	7.12247
Gohir.A08G101048	1572	1381.19	0	0
Gohir.D13G142100	1424	1233.19	114.313	1.11844
Gohir.A06G163300	3023	2832.19	9.32025	0.0397057
Gohir.D08G069400	2551	2360.19	291.531	1.49034
Gohir.A05G072300	2194	2003.19	154.818	0.932496
Gohir.D05G332188	351	165.949	0	0
Gohir.D04G185500	1056	865.193	0	0
Gohir.A07G210200	2215	2024.19	0	0
Gohir.D03G091200	1342	1151.19	306.779	3.21533
Gohir.D11G218000	1477	1286.19	102.434	0.960913
Gohir.A06G025900	1680	1489.19	1.08316	0.00877589
Gohir.D01G186200	602	411.3	0	0
Gohir.D02G020550	348	163.253	0	0
Gohir.D13G057801	4668	4477.19	26.019	0.0701185
Gohir.D04G087100	1437	1246.19	264.661	2.56244
Gohir.A03G075000	2229	2038.19	0	0
Gohir.A02G145200	1914	1723.19	0	0
Gohir.A05G339200	3285	3094.19	2.19854	0.00857305
Gohir.D08G083700	4014	3823.19	804.676	2.53947
Gohir.D05G328740	351	165.949	0	0
Gohir.D05G094000	2780	2589.19	137	0.638417
Gohir.D03G034000	1611	1420.19	689.627	5.85888
Gohir.D01G154266	2144	1953.19	20	0.123547
Gohir.D03G053900	1969	1778.19	1540	10.4494
Gohir.D12G023900	2867	2676.19	33.4093	0.150625
Gohir.A11G086300	2042	1851.19	71.2092	0.464123
Gohir.A02G165400	1070	879.193	5.92068	0.0812523
Gohir.A07G084000	1335	1144.19	1.03414	0.010905
Gohir.A12G112100	6276	6085.19	925.931	1.83591
Gohir.A12G142700	1812	1621.19	21.633	0.161002
Gohir.A01G078100	4189	3998.19	0	0
Gohir.D05G327200	1530	1339.19	9.06508	0.0816727
Gohir.A01G088400	1104	913.193	0	0
Gohir.A06G065650	570	379.352	0	0
Gohir.A08G113000	1617	1426.19	1.05745	0.00894602
Gohir.D07G104350	354	168.725	5	0.357552
Gohir.D13G155000	1116	925.193	2089.05	27.2436
Gohir.D11G131300	1524	1333.19	1	0.00905014
Gohir.A04G078300	1667	1476.19	2.28542	0.0186798
Gohir.A11G077900	1731	1540.19	21	0.16451
Gohir.A13G032800	961	770.193	0	0
Gohir.D04G173180	675	484.193	0	0
Gohir.A05G026300	5376	5185.19	124.542	0.2898
Gohir.A03G132200	2029	1838.19	0	0
Gohir.D01G044300	2424	2233.19	364.902	1.97151
Gohir.A06G068800	2674	2483.19	3.47268	0.0168734
Gohir.D07G197600	480	290.028	7	0.29121
Gohir.A04G004400	1711	1520.19	0	0
Gohir.D07G056700	1602	1411.19	184.021	1.57336
Gohir.A04G068900	961	770.193	0	0
Gohir.D04G090900	839	648.193	959	17.851
Gohir.A11G267400	1708	1517.19	11	0.0874782
Gohir.D04G065500	1486	1295.19	173.511	1.61637
Gohir.A08G187250	546	355.451	0	0
Gohir.D10G084200	1593	1402.19	363.142	3.12476
Gohir.A03G190700	519	328.526	0	0
Gohir.A09G214300	1236	1045.19	0	0
Gohir.A13G167300	2437	2246.19	0	0
Gohir.A11G044500	1038	847.193	1	0.0142418
Gohir.D06G199500	1637	1446.19	35.6059	0.29706
Gohir.D12G039100	1374	1183.19	1	0.0101975
Gohir.D05G191300	2953	2762.19	1668.85	7.28973
Gohir.A03G151200	907	716.193	115.158	1.94004
Gohir.A06G137802	457	267.298	12.2374	0.552384
Gohir.D11G195400	3544	3353.19	255.308	0.918657
Gohir.A10G241520	3152	2961.19	29.5522	0.120412
Gohir.D07G187500	1419	1228.19	0	0
Gohir.D04G029300	2355	2164.19	241.015	1.34368
Gohir.A05G265000	153	26.4996	0	0
Gohir.A07G104650	2951	2760.19	1.59217	0.00695984
Gohir.A09G002000	1378	1187.19	0	0
Gohir.D02G106700	3373	3182.19	332.482	1.26064
Gohir.D08G095100	1137	946.193	0	0
Gohir.A13G199800	1497	1306.19	67.9493	0.627662
Gohir.A02G148000	685	494.193	0	0
Gohir.D13G126200	1925	1734.19	0	0
Gohir.A03G028001	717	526.193	0	0
Gohir.D02G231601	660	469.203	10	0.25715
Gohir.A03G166900	1022	831.193	3.21547	0.0466757
Gohir.A01G139500	952	761.193	14.1025	0.223538
Gohir.D05G136700	3431	3240.19	96.795	0.360438
Gohir.A01G179666	568	377.369	0	0
Gohir.A13G122266	1352	1161.19	0	0
Gohir.A13G221400	1308	1117.19	0	0
Gohir.A06G120304	1671	1480.19	81.1054	0.661119
Gohir.D13G029900	3193	3002.19	580.342	2.33235
Gohir.D05G385000	3322	3131.19	699.992	2.69731
Gohir.A08G059750	486	295.956	0	0
Gohir.D07G028100	2078	1887.19	0	0
Gohir.A10G092900	2645	2454.19	10.3321	0.0507958
Gohir.D10G005266	1034	843.193	0	0
Gohir.D03G161200	1182	991.193	0	0
Gohir.A13G082800	1873	1682.19	1	0.00717253
Gohir.D07G016800	780	589.193	85	1.74064
Gohir.A07G012000	2156	1965.19	77.4844	0.475726
Gohir.D03G090100	2685	2494.19	416.996	2.0172
Gohir.A01G018700	3910	3719.19	4.9261	0.015981
Gohir.A01G092600	2466	2275.19	20.7685	0.110138
Gohir.A03G055900	1242	1051.19	1	0.011478
Gohir.A03G192300	360	174.285	0	0
Gohir.A06G119700	1989	1798.19	4.52607	0.0303692
Gohir.D13G142500	2157	1966.19	282.426	1.73311
Gohir.D03G061703	327	144.18	0	0
Gohir.D05G328920	339	155.056	0	0
Gohir.A09G067500	2009	1818.19	43.3121	0.28742
Gohir.D04G123401	279	103.378	19.0107	2.2188
Gohir.A01G018460	312	131.04	0	0
Gohir.D07G217300	663	472.203	0	0
Gohir.D10G060500	1628	1437.19	259.965	2.18247
