target_id	length	eff_length	D5_2	D5_2_tpm
Gohir.D07G067300	637	446.447	91.8398	2.40306
Gohir.D05G179200	637	446.447	0	0
Gohir.A05G334375	1248	1057.3	0	0
Gohir.A05G042800	1498	1307.3	40.8879	0.365362
Gohir.A04G028404	1585	1394.3	26.5397	0.222353
Gohir.D09G238800	898	707.317	123	2.03139
Gohir.A11G030881	2053	1862.3	414.478	2.5999
Gohir.D09G164440	504	313.851	0	0
Gohir.A12G128850	1905	1714.3	0	0
Gohir.D09G058025	303	122.081	21	2.00944
Gohir.A12G161300	1882	1691.3	1.13939	0.00786962
Gohir.D01G194350	2745	2554.3	0	0
Gohir.D05G017800	712	521.38	119	2.66622
Gohir.D06G167100	1645	1454.3	896.895	7.2043
Gohir.A08G219555	1498	1307.3	373.906	3.34111
Gohir.A05G006100	1128	937.296	49.0687	0.611548
Gohir.D04G010300	2689	2498.3	354.073	1.65559
Gohir.D01G057100	1269	1078.3	1	0.0108334
Gohir.D04G170800	1594	1403.3	69.7597	0.580709
Gohir.A01G153800	1751	1560.3	6.12327	0.0458436
Gohir.D08G228400	1119	928.296	0	0
Gohir.A04G048165	1065	874.296	0	0
Gohir.A10G237000	918	727.317	0	0
Gohir.A13G016300	1270	1079.3	0	0
Gohir.D08G191800	1624	1433.3	698.331	5.69152
Gohir.A09G110880	1269	1078.3	0	0
Gohir.A05G236950	636	445.447	0	0
Gohir.D09G120400	2577	2386.3	48.2537	0.236216
Gohir.D03G135900	1752	1561.3	1	0.007482
Gohir.A08G101400	804	613.317	0	0
Gohir.D07G105100	1173	982.296	153	1.8195
Gohir.D05G279500	1041	850.296	43.5473	0.598265
Gohir.A11G029900	871	680.317	4.42104	0.0759128
Gohir.D05G344800	1847	1656.3	0	0
Gohir.A11G286841	945	754.317	0	0
Gohir.D03G031800	1092	901.296	75.3362	0.976426
Gohir.A11G096800	2714	2523.3	92.4031	0.427781
Gohir.A03G186400	1186	995.296	0	0
Gohir.D04G161600	1440	1249.3	316	2.95478
Gohir.D10G096000	1922	1731.3	349.343	2.35713
Gohir.D11G217600	2203	2012.3	3	0.0174154
Gohir.A06G061900	913	722.317	1	0.0161724
Gohir.A06G078300	2296	2105.3	1.02151	0.00566801
Gohir.D05G234600	3130	2939.3	72.3478	0.287531
Gohir.A13G194500	999	808.296	10	0.144522
Gohir.A06G043800	4312	4121.3	1.0434	0.00295748
Gohir.A09G087600	1070	879.296	2	0.0265704
Gohir.D13G042300	1337	1146.3	242.947	2.47582
Gohir.D03G095800	2782	2591.3	201.467	0.908216
Gohir.D08G069200	3165	2974.3	622.044	2.44309
Gohir.D11G105400	1852	1661.3	0	0
Gohir.D11G065833	922	731.317	0	0
Gohir.D02G136400	4076	3885.3	535.718	1.6107
Gohir.D02G043200	2366	2175.3	1.003	0.00538622
Gohir.A02G162900	952	761.317	2.75487	0.0422705
Gohir.D03G166101	1665	1474.3	197.612	1.56579
Gohir.A05G044600	1089	898.296	27.1563	0.353146
Gohir.D13G072400	2007	1816.3	307.739	1.97924
Gohir.D02G104300	1911	1720.3	78.8664	0.53554
Gohir.A09G026000	7171	6980.3	96.3128	0.161181
Gohir.A05G057500	1461	1270.3	0	0
Gohir.A08G114700	1067	876.296	1	0.0133307
Gohir.D10G152000	1549	1358.3	254.035	2.18475
Gohir.D05G287000	1718	1527.3	1262.37	9.6553
Gohir.A02G144200	969	778.317	43.0922	0.646763
Gohir.A12G030701	522	331.764	0	0
Gohir.D02G014900	3427	3236.3	53.8748	0.194464
Gohir.A10G169466	748	557.365	0	0
Gohir.A07G112100	1898	1707.3	7.5903	0.0519341
Gohir.D06G172800	619	428.47	0	0
Gohir.D08G092550	231	65.9031	0	0
Gohir.A04G018100	2811	2620.3	3	0.0133744
Gohir.D06G070000	3166	2975.3	228.676	0.897829
Gohir.A06G175900	1442	1251.3	3.97228	0.0370837
Gohir.D10G113200	1290	1099.3	446.95	4.74949
Gohir.A06G089000	2502	2311.3	44.7849	0.226349
Gohir.D10G136700	1374	1183.3	132.769	1.31071
Gohir.D02G211100	963	772.317	323.021	4.88582
Gohir.D06G009100	2758	2567.3	145.968	0.664179
Gohir.A06G203700	1768	1577.3	17.205	0.127422
Gohir.A10G031650	915	724.317	0	0
Gohir.D06G185900	1275	1084.3	19.6265	0.211446
Gohir.D02G193500	354	167.939	57	3.96485
Gohir.D12G211400	642	451.434	0	0
Gohir.D07G106900	1085	894.296	2	0.0261247
Gohir.A05G257150	774	583.365	0	0
Gohir.D09G074600	858	667.317	998.897	17.486
Gohir.D02G139000	2564	2373.3	1059.71	5.21599
Gohir.D05G214600	1724	1533.3	838.953	6.39167
Gohir.A05G110900	1774	1583.3	34.7119	0.256106
Gohir.A01G195000	1796	1605.3	4.31838	0.0314245
Gohir.D05G354825	333	148.569	1.48462	0.116733
Gohir.A12G219875	606	415.47	0	0
Gohir.D09G245650	568	377.554	0	0
Gohir.A13G139780	1125	934.296	0	0
Gohir.A10G158400	1065	874.296	7.75601	0.103629
Gohir.D12G014000	1852	1661.3	675.889	4.7526
Gohir.A09G112900	1696	1505.3	0	0
Gohir.A11G032200	1485	1294.3	3	0.0270764
Gohir.D02G076100	1379	1188.3	1915	18.8255
Gohir.D02G168900	2310	2119.3	72.9884	0.402314
Gohir.D09G149400	2344	2153.3	4.06705	0.0220637
Gohir.D13G036900	2218	2027.3	1404.5	8.09297
Gohir.A13G063900	1421	1230.3	30.366	0.288324
Gohir.A07G183850	623	432.459	0	0
Gohir.D01G109550	216	56.2171	0	0
Gohir.D05G339300	1391	1200.3	0	0
Gohir.A08G000117	641	450.447	0	0
Gohir.A11G253600	3103	2912.3	7.44121	0.0298477
Gohir.D02G162600	2292	2101.3	666.283	3.70403
Gohir.A06G132200	2674	2483.3	4.57451	0.0215188
Gohir.D08G252466	264	89.7983	0	0
Gohir.A08G184900	2168	1977.3	7.10027	0.0419475
Gohir.A08G099868	2794	2603.3	20.0277	0.0898693
Gohir.D04G097500	1283	1092.3	789	8.438
Gohir.D05G057600	2551	2360.3	184.02	0.910754
Gohir.A06G111004	426	236.779	0	0
Gohir.D11G115100	456	266.354	0	0
Gohir.D02G144600	2553	2362.3	251.814	1.24523
Gohir.D05G306750	174	33.7521	5.94218	2.05659
Gohir.D01G110500	1668	1477.3	4	0.0316297
Gohir.A05G389500	1332	1141.3	170.181	1.74187
Gohir.D04G191000	1465	1274.3	212.864	1.95135
Gohir.D09G177200	1117	926.296	91.7284	1.1568
Gohir.A05G171200	1945	1754.3	528.906	3.52191
Gohir.D07G144500	2265	2074.3	646	3.63802
Gohir.A02G131602	702	511.38	0	0
Gohir.D09G148200	468	278.132	0	0
Gohir.D13G169500	776	585.365	12	0.239473
Gohir.D05G061700	1906	1715.3	426.209	2.9026
Gohir.A10G138000	651	460.434	0	0
Gohir.D05G127800	2098	1907.3	633.233	3.87836
Gohir.A06G188000	545	354.643	0	0
Gohir.A04G136166	474	284.109	0	0
Gohir.D05G162100	1462	1271.3	11	0.101076
Gohir.A02G152800	1595	1404.3	5	0.0415924
Gohir.D04G126700	2004	1813.3	6.86024	0.044195
Gohir.D08G175150	399	210.635	0	0
Gohir.A10G180800	858	667.317	0	0
Gohir.D05G200300	2414	2223.3	256.017	1.34516
Gohir.A06G184200	1632	1441.3	0	0
Gohir.A05G174300	1908	1717.3	175.926	1.19671
Gohir.D03G099501	1705	1514.3	308.923	2.3831
Gohir.D05G379600	763	572.365	0	0
Gohir.A13G096100	2329	2138.3	26.1572	0.142898
Gohir.A06G171600	3763	3572.3	41.4858	0.135661
Gohir.D02G060700	911	720.317	13	0.210825
Gohir.A11G063866	998	807.296	23.7905	0.344249
Gohir.D04G130600	1233	1042.3	52	0.582794
Gohir.A13G202000	1652	1461.3	5.15188	0.0411841
Gohir.D12G051200	2062	1871.3	664.536	4.14838
Gohir.A07G093500	746	555.365	0	0
Gohir.D08G032600	1356	1165.3	5598.66	56.1242
Gohir.A05G202800	3483	3292.3	28.8285	0.102288
Gohir.A05G058000	1462	1271.3	1	0.00918874
Gohir.D10G105201	573	382.523	0	0
Gohir.A09G089932	2542	2351.3	0	0
Gohir.A05G343600	3502	3311.3	366.667	1.29353
Gohir.D05G352900	1899	1708.3	15.413	0.105397
Gohir.A12G080900	1402	1211.3	0	0
Gohir.D11G305800	923	732.317	11	0.175467
Gohir.A02G027600	1729	1538.3	104.024	0.789944
Gohir.A11G314300	1726	1535.3	0	0
Gohir.D11G004801	690	499.422	991.922	23.2013
Gohir.D09G135200	932	741.317	17	0.267884
Gohir.D09G152550	234	67.8102	6.22092	1.07167
Gohir.A12G037300	1127	936.296	8.12784	0.101406
Gohir.A11G282669	210	52.5206	0	0
Gohir.A09G096001	954	763.317	0	0
Gohir.D05G116800	1456	1265.3	0	0
Gohir.D04G102100	2214	2023.3	96.9636	0.559825
Gohir.A12G037100	2141	1950.3	3.29293	0.0197235
Gohir.D01G033132	965	774.317	1	0.0150863
Gohir.D05G087500	3297	3106.3	791.478	2.97645
Gohir.A13G148700	3982	3791.3	9.53045	0.0293649
Gohir.D11G222014	204	48.9888	0	0
Gohir.D05G073700	1672	1481.3	4194.21	33.0758
Gohir.A01G181400	2148	1957.3	148	0.8833
Gohir.D08G202400	1665	1474.3	91.7942	0.727333
Gohir.D08G027900	2146	1955.3	518.277	3.09636
Gohir.D01G152650	321	137.774	0	0
Gohir.A04G102000	1294	1103.3	0	0
Gohir.A09G028700	2906	2715.3	22	0.0946473
Gohir.D04G014900	4474	4283.3	921.793	2.51396
Gohir.D08G215800	3557	3366.3	291.473	1.01146
Gohir.A03G119500	1075	884.296	0	0
Gohir.D13G179600	1663	1472.3	954.129	7.57033
Gohir.D01G110200	667	476.422	0	0
Gohir.A08G049100	2398	2207.3	3.05597	0.016173
Gohir.A08G026720	1404	1213.3	27.9075	0.268694
Gohir.A09G018600	607	416.47	0	0
Gohir.D13G138200	4807	4616.3	518	1.31081
Gohir.D10G222144	776	585.365	0	0
Gohir.D13G000200	2424	2233.3	486.723	2.54588
Gohir.D08G154100	1210	1019.3	108	1.23773
Gohir.A05G040300	2654	2463.3	14.3206	0.0679121
Gohir.D11G225400	2940	2749.3	292.387	1.24234
Gohir.D13G110600	1750	1559.3	3	0.0224748
Gohir.D09G116300	1621	1430.3	22	0.17968
Gohir.A12G158300	552	361.614	0	0
Gohir.D08G183100	1151	960.296	2758	33.55
Gohir.A07G112600	1168	977.296	11	0.131483
Gohir.D07G002950	2991	2800.3	0	0
Gohir.D08G117301	581	390.47	1.96182	0.0586912
Gohir.A11G268900	1213	1022.3	1	0.0114268
Gohir.A01G086600	4737	4546.3	5.65447	0.014529
Gohir.A10G183300	1312	1121.3	8.47301	0.0882715
Gohir.D11G048300	1848	1657.3	0.999518	0.0070452
Gohir.A04G087700	1649	1458.3	24	0.192251
Gohir.D05G185900	2624	2433.3	104	0.499277
Gohir.A11G229100	3899	3708.3	118.311	0.372694
Gohir.D12G269000	3894	3703.3	401.964	1.26795
Gohir.A11G320500	1386	1195.3	139	1.35845
Gohir.A05G100500	4117	3926.3	33.1259	0.098557
Gohir.D01G016984	1495	1304.3	0	0
Gohir.D10G076300	966	775.317	198.211	2.98642
Gohir.A13G130701	838	647.317	0	0
Gohir.D13G046300	2125	1934.3	456.837	2.75893
Gohir.A11G175000	2374	2183.3	48.0578	0.257131
Gohir.A11G072400	1771	1580.3	47	0.347426
Gohir.A01G195400	1123	932.296	197.089	2.46951
Gohir.A05G261900	2342	2151.3	4.40891	0.0239405
Gohir.A10G138500	1358	1167.3	0	0
Gohir.D08G201300	2935	2744.3	280.89	1.19566
Gohir.D10G039300	1040	849.296	416.817	5.7331
Gohir.D07G196232	1671	1480.3	4.45525	0.0351582
Gohir.D10G014500	1698	1507.3	0	0
Gohir.D12G255375	1398	1207.3	63.9839	0.619098
Gohir.D13G027080	576	385.502	6	0.181814
Gohir.D07G057300	4750	4559.3	1057.26	2.70886
Gohir.A13G112000	1725	1534.3	0	0
Gohir.A12G017600	2481	2290.3	272.516	1.38996
Gohir.D11G313200	2766	2575.3	49	0.222265
Gohir.A10G066900	1503	1312.3	37.0127	0.329475
Gohir.A04G044600	3609	3418.3	0	0
Gohir.D01G110400	1302	1111.3	0	0
Gohir.D07G218000	2147	1956.3	48	0.286622
Gohir.D05G208000	2255	2064.3	29	0.164108
Gohir.D10G232100	6017	5826.3	41.1051	0.0824148
Gohir.A09G215400	967	776.317	30	0.451424
Gohir.A12G080200	228	63.851	44	8.04985
Gohir.D05G082400	1553	1362.3	511.238	4.38384
Gohir.A10G191900	3019	2828.3	26.0759	0.107701
Gohir.D12G072500	936	745.317	601.547	9.42826
Gohir.A06G176500	437	247.614	0	0
Gohir.D01G077400	1648	1457.3	521.515	4.18044
Gohir.D01G118400	622	431.47	46.9801	1.27194
Gohir.D08G063700	2024	1833.3	157.337	1.00254
Gohir.D11G121600	6557	6366.3	761.936	1.39809
Gohir.A09G175450	1936	1745.3	80.401	0.53814
Gohir.A09G112200	1954	1763.3	6.29424	0.0416985
Gohir.A05G107600	938	747.317	19.7421	0.308596
Gohir.D12G021000	3385	3194.3	372.659	1.36282
Gohir.D10G117701	1838	1647.3	56	0.397118
Gohir.D06G063600	830	639.317	5.1031	0.0932439
Gohir.A01G070200	601	410.47	11.476	0.326597
Gohir.A05G250400	2336	2145.3	76.2294	0.415086
Gohir.A10G044000	2230	2039.3	18.9229	0.108395
Gohir.D10G101400	1362	1171.3	301	3.00194
Gohir.A08G221650	1275	1084.3	0	0
Gohir.A05G240200	1429	1238.3	5.03029	0.0474538
Gohir.A13G178500	3187	2996.3	17.1826	0.0669895
Gohir.A02G069100	2558	2367.3	1.07594	0.00530929
Gohir.A02G066800	2473	2282.3	0	0
Gohir.A08G060250	287	108.475	36	3.87681
Gohir.A03G134700	1085	894.296	1	0.0130624
Gohir.D09G084101	554	363.604	12	0.385527
Gohir.D07G185600	2968	2777.3	359.816	1.51343
Gohir.A11G011900	1073	882.296	10.0998	0.133721
Gohir.D06G083833	237	69.8477	1.02943	0.172166
Gohir.A06G077950	1034	843.296	0	0
Gohir.A11G234500	2144	1953.3	321.637	1.92354
Gohir.A01G205700	1461	1270.3	0	0
Gohir.A13G190300	2081	1890.3	1	0.00617978
Gohir.D07G111750	1639	1448.3	13	0.104855
Gohir.D01G026700	869	678.317	374	6.44082
Gohir.A11G183800	1975	1784.3	1.39527	0.00913471
Gohir.A11G273100	1689	1498.3	0	0
Gohir.A03G123500	1437	1246.3	0	0
Gohir.D05G336340	1512	1321.3	511	4.51777
Gohir.D03G009100	462	272.252	236.961	10.1674
Gohir.A06G136600	897	706.317	0	0
Gohir.D09G157000	888	697.317	1354	22.6824
Gohir.D04G099600	2034	1843.3	315.88	2.00184
Gohir.D08G151866	519	328.782	46.0472	1.63605
Gohir.D11G084500	1902	1711.3	97.8119	0.667681
Gohir.D05G198900	2638	2447.3	534.258	2.55016
Gohir.A07G072900	1655	1464.3	117.438	0.936879
Gohir.A12G098200	546	355.633	0	0
Gohir.D06G175308	402	213.478	1	0.0547205
Gohir.D10G118700	1089	898.296	0	0
Gohir.D09G094400	2011	1820.3	52.6434	0.337835
Gohir.A12G146000	1812	1621.3	3.34499	0.024101
Gohir.A03G198800	963	772.317	1.01505	0.0153531
Gohir.A11G104500	2132	1941.3	3.21347	0.0193368
Gohir.D10G153065	864	673.317	0	0
Gohir.D02G105800	1905	1714.3	1594.92	10.8681
Gohir.D13G185600	1748	1557.3	96	0.720117
Gohir.A11G286282	1734	1543.3	0	0
Gohir.A01G216800	2223	2032.3	23.3031	0.133946
Gohir.D10G043800	1456	1265.3	156.276	1.44279
Gohir.A12G036900	2050	1859.3	2.11881	0.0133121
Gohir.A05G287900	2402	2211.3	31.8214	0.168103
Gohir.A10G040200	1583	1392.3	20.0404	0.168143
Gohir.A07G117900	1941	1750.3	0	0
Gohir.D08G211201	1244	1053.3	230.877	2.56055
Gohir.D11G083300	1667	1476.3	531.472	4.20542
Gohir.D01G065700	956	765.317	332	5.06756
Gohir.D05G176100	1949	1758.3	0	0
Gohir.A11G241900	678	487.422	0	0
Gohir.D10G253900	1615	1424.3	4	0.0328067
Gohir.D06G035000	438	248.614	0	0
Gohir.A03G000040	231	65.9031	0	0
Gohir.A06G046900	1453	1262.3	3.45054	0.0319322
Gohir.A01G079000	894	703.317	6.44751	0.107089
Gohir.D06G125800	1235	1044.3	10559.2	118.117
Gohir.D02G059700	2848	2657.3	2.19576	0.00965269
Gohir.A11G127600	2783	2592.3	444.037	2.00096
Gohir.A02G043601	1842	1651.3	0	0
Gohir.D12G261700	567	376.554	0	0
Gohir.D09G031600	417	228.021	0	0
Gohir.A07G186700	779	588.317	0	0
Gohir.A07G150100	1702	1511.3	6.10452	0.0471851
Gohir.D13G108200	2566	2375.3	27	0.132785
Gohir.D10G231932	429	239.733	0	0
Gohir.A05G215900	1784	1593.3	7.47117	0.0547766
Gohir.D01G023541	2641	2450.3	869.197	4.14384
Gohir.A13G167500	745	554.365	0	0
Gohir.A11G201100	1600	1409.3	14.2736	0.118314
Gohir.D04G176414	330	145.853	0	0
Gohir.D01G026020	2484	2293.3	0	0
Gohir.A07G141550	375	187.601	0	0
Gohir.A13G024100	755	564.365	182.022	3.76761
Gohir.A07G082100	2461	2270.3	38.1047	0.196065
Gohir.A12G015000	2107	1916.3	44.6587	0.272236
Gohir.D04G153200	777	586.317	2	0.0398474
Gohir.A02G139200	1082	891.296	10.1437	0.132947
Gohir.A08G144100	1600	1409.3	32.7999	0.271877
Gohir.A05G202550	234	67.8102	0	0
Gohir.D04G036800	1675	1484.3	3	0.0236104
Gohir.D01G029000	950	759.317	27.8662	0.428704
Gohir.A11G229600	1266	1075.3	18.4922	0.200892
Gohir.A09G059300	941	750.317	0	0
Gohir.D10G164601	1275	1084.3	13.3977	0.14434
Gohir.D05G365700	921	730.317	179.182	2.86605
Gohir.A12G016966	1925	1734.3	86.0941	0.5799
Gohir.D12G146150	1426	1235.3	2	0.0189131
Gohir.A06G082880	1536	1345.3	6.46079	0.056101
Gohir.A04G114900	1159	968.296	11	0.132705
Gohir.A07G100700	362	175.391	0	0
Gohir.A07G058200	2551	2360.3	210.173	1.04019
Gohir.A11G004400	583	392.47	0	0
Gohir.A11G301700	2927	2736.3	26.1479	0.111629
Gohir.A07G076550	1873	1682.3	192.464	1.33644
Gohir.D11G046280	578	387.481	59.9225	1.80652
Gohir.D12G133232	540	349.653	84	2.80637
Gohir.A01G011600	2091	1900.3	35.0932	0.215727
Gohir.D01G062600	1042	851.296	447.825	6.14512
Gohir.D06G014450	420	230.952	0	0
Gohir.A07G196900	562	371.564	0	0
Gohir.A01G225700	1716	1525.3	2.05535	0.0157411
Gohir.A10G087250	657	466.434	0	0
Gohir.D02G011800	1003	812.296	303.492	4.36452
Gohir.D01G042774	93	12.207	0	0
Gohir.D04G162300	3791	3600.3	7535.59	24.4502
Gohir.A10G099000	834	643.317	0	0
Gohir.D08G175050	769	578.365	73.8549	1.49169
Gohir.A08G082862	1359	1168.3	6	0.0599931
Gohir.D05G056900	927	736.317	64.8931	1.02952
Gohir.A05G297200	2773	2582.3	0	0
Gohir.A10G040100	1593	1402.3	3.17128	0.0264179
Gohir.D13G219000	1980	1789.3	1328.64	8.67414
Gohir.D08G067000	1968	1777.3	312.256	2.05236
Gohir.D08G210100	1413	1222.3	112.759	1.07765
Gohir.D07G056200	2973	2782.3	1965.3	8.25142
Gohir.A08G101048	1572	1381.3	0	0
Gohir.D13G142100	1424	1233.3	123.987	1.17439
Gohir.A06G163300	3023	2832.3	1.25987	0.00519625
Gohir.D08G069400	2551	2360.3	310.273	1.53561
Gohir.A05G072300	2194	2003.3	148.306	0.864801
Gohir.D05G332188	351	165.1	0	0
Gohir.D04G185500	1056	865.296	0	0
Gohir.A07G210200	2215	2024.3	0	0
Gohir.D03G091200	1342	1151.3	144.436	1.46552
Gohir.D11G218000	1477	1286.3	82.854	0.752446
Gohir.A06G025900	1680	1489.3	0	0
Gohir.D01G186200	602	411.47	0	0
Gohir.D02G020550	348	162.323	0	0
Gohir.D13G057801	4668	4477.3	24.0196	0.0626689
Gohir.D04G087100	1437	1246.3	267.462	2.50694
Gohir.A03G075000	2229	2038.3	4.03327	0.0231149
Gohir.A02G145200	1914	1723.3	1	0.00677865
Gohir.A05G339200	3285	3094.3	6.85302	0.0258716
Gohir.D08G083700	4014	3823.3	708.061	2.16339
Gohir.D05G328740	351	165.1	0	0
Gohir.D05G094000	2780	2589.3	141.865	0.640024
Gohir.D03G034000	1611	1420.3	618.66	5.08834
Gohir.D01G154266	2144	1953.3	10	0.0598046
Gohir.D03G053900	1969	1778.3	1889	12.4088
Gohir.D12G023900	2867	2676.3	15.1835	0.0662736
Gohir.A11G086300	2042	1851.3	79.8643	0.503941
Gohir.A02G165400	1070	879.296	3	0.0398556
Gohir.A07G084000	1335	1144.3	2.41479	0.0246516
Gohir.A12G112100	6276	6085.3	1090.76	2.09388
Gohir.A12G142700	1812	1621.3	21.3679	0.153958
Gohir.A01G078100	4189	3998.3	3.23324	0.00944639
Gohir.D05G327200	1530	1339.3	6.20022	0.0540796
Gohir.A01G088400	1104	913.296	0	0
Gohir.A06G065650	570	379.544	0	0
Gohir.A08G113000	1617	1426.3	1.08001	0.00884549
Gohir.D07G104350	354	167.939	2	0.139118
Gohir.D13G155000	1116	925.296	2873.45	36.2765
Gohir.D11G131300	1524	1333.3	10	0.0876146
Gohir.A04G078300	1667	1476.3	0	0
Gohir.A11G077900	1731	1540.3	8	0.060672
Gohir.A13G032800	961	770.317	0	0
Gohir.D04G173180	675	484.422	0	0
Gohir.A05G026300	5376	5185.3	72.2289	0.16272
Gohir.A03G132200	2029	1838.3	0	0
Gohir.D01G044300	2424	2233.3	334.963	1.75208
Gohir.A06G068800	2674	2483.3	4.85373	0.0228323
Gohir.D07G197600	480	290.022	7.78385	0.31352
Gohir.A04G004400	1711	1520.3	3	0.0230513
Gohir.D07G056700	1602	1411.3	212.335	1.75755
Gohir.A04G068900	961	770.317	0	0
Gohir.D04G090900	839	648.317	988	17.8021
Gohir.A11G267400	1708	1517.3	7	0.0538928
Gohir.D04G065500	1486	1295.3	167.906	1.51426
Gohir.A08G187250	546	355.633	0	0
Gohir.D10G084200	1593	1402.3	283.611	2.36258
Gohir.A03G190700	519	328.782	0	0
Gohir.A09G214300	1236	1045.3	0	0
Gohir.A13G167300	2437	2246.3	4.08907	0.0212647
Gohir.A11G044500	1038	847.296	0	0
Gohir.D06G199500	1637	1446.3	39.8133	0.321569
Gohir.D12G039100	1374	1183.3	1	0.0098721
Gohir.D05G191300	2953	2762.3	1558.6	6.59125
Gohir.A03G151200	907	716.317	46.8659	0.764283
Gohir.A06G137802	457	267.34	3	0.131087
Gohir.D11G195400	3544	3353.3	279.089	0.972242
Gohir.A10G241520	3152	2961.3	24.8009	0.0978339
Gohir.D07G187500	1419	1228.3	1	0.00951042
Gohir.D04G029300	2355	2164.3	188.576	1.01782
Gohir.A05G265000	153	25.1381	0	0
Gohir.A07G104650	2951	2760.3	0.682633	0.00288891
Gohir.A09G002000	1378	1187.3	0	0
Gohir.D02G106700	3373	3182.3	264.434	0.970687
Gohir.D08G095100	1137	946.296	0	0
Gohir.A13G199800	1497	1306.3	37.4792	0.335159
Gohir.A02G148000	685	494.422	1.00572	0.023762
Gohir.D13G126200	1925	1734.3	0	0
Gohir.A03G028001	717	526.38	0	0
Gohir.D02G231601	660	469.434	8	0.199075
Gohir.A03G166900	1022	831.296	0	0
Gohir.A01G139500	952	761.317	20.1287	0.308853
Gohir.D05G136700	3431	3240.3	111.924	0.403497
Gohir.A01G179666	568	377.554	0	0
Gohir.A13G122266	1352	1161.3	0	0
Gohir.A13G221400	1308	1117.3	0	0
Gohir.A06G120304	1671	1480.3	39.4739	0.311504
Gohir.D13G029900	3193	3002.3	620.347	2.41371
Gohir.D05G385000	3322	3131.3	613.06	2.28708
Gohir.A08G059750	486	295.943	0	0
Gohir.D07G028100	2078	1887.3	0	0
Gohir.A10G092900	2645	2454.3	11.106	0.0528608
Gohir.D10G005266	1034	843.296	0	0
Gohir.D03G161200	1182	991.296	0	0
Gohir.A13G082800	1873	1682.3	0	0
Gohir.D07G016800	780	589.317	55	1.09022
Gohir.A07G012000	2156	1965.3	63.2226	0.375792
Gohir.D03G090100	2685	2494.3	356.448	1.66936
Gohir.A01G018700	3910	3719.3	0	0
Gohir.A01G092600	2466	2275.3	17.1346	0.0879709
Gohir.A03G055900	1242	1051.3	0	0
Gohir.A03G192300	360	173.56	0	0
Gohir.A06G119700	1989	1798.3	4.38202	0.0284653
Gohir.D13G142500	2157	1966.3	241.595	1.4353
Gohir.D03G061703	327	143.137	0	0
Gohir.D05G328920	339	154.128	0	0
Gohir.A09G067500	2009	1818.3	24.8638	0.159737
Gohir.D04G123401	279	101.827	15	1.72081
Gohir.A01G018460	312	129.866	0	0
Gohir.D07G217300	663	472.434	0	0
Gohir.D10G060500	1628	1437.3	330.827	2.68879
Gohir.D05G070400	2901	2710.3	395.125	1.70302
