target_id	length	eff_length	A2_3	A2_3_tpm
Gohir.D13G179600	1663	1475.25	93.0679	0.871952
Gohir.D01G110200	667	479.489	0.161617	0.00465874
Gohir.A08G049100	2398	2210.25	281.745	1.76187
Gohir.A08G026720	1404	1216.25	64.8085	0.736491
Gohir.A09G018600	607	419.57	0	0
Gohir.D13G138200	4807	4619.25	52	0.155593
Gohir.D10G222144	776	588.4	4	0.0939607
Gohir.D13G000200	2424	2236.25	120.431	0.744349
Gohir.D08G154100	1210	1022.25	1.07395	0.0145206
Gohir.A05G040300	2654	2466.25	1134.76	6.35952
Gohir.D11G225400	2940	2752.25	5.3889	0.0270627
Gohir.D13G110600	1750	1562.25	0	0
Gohir.D09G116300	1621	1433.25	0	0
Gohir.A12G158300	552	364.695	0	0
Gohir.D08G183100	1151	963.252	4.28657	0.0615077
Gohir.A07G112600	1168	980.252	96	1.35361
Gohir.D07G002950	2991	2803.25	0	0
Gohir.D08G117301	581	393.611	0	0
Gohir.A11G268900	1213	1025.25	36	0.485323
Gohir.A01G086600	4737	4549.25	88.4569	0.268752
Gohir.A10G183300	1312	1124.25	251.99	3.09798
Gohir.D11G048300	1848	1660.25	0	0
Gohir.A04G087700	1649	1461.25	79	0.747242
Gohir.D05G185900	2624	2436.25	0	0
Gohir.A11G229100	3899	3711.25	1123.79	4.18527
Gohir.D12G269000	3894	3706.25	29.6761	0.11067
Gohir.A11G320500	1386	1198.25	127	1.46492
Gohir.A05G100500	4117	3929.25	260.52	0.91641
Gohir.D01G016984	1495	1307.25	0	0
Gohir.D10G076300	966	778.271	1.48891	0.0264422
Gohir.A13G130701	838	650.323	0	0
Gohir.D13G046300	2125	1937.25	3.01167	0.0214873
Gohir.A11G175000	2374	2186.25	198.638	1.2558
Gohir.A11G072400	1771	1583.25	78.4626	0.68497
Gohir.A01G195400	1123	935.252	763.347	11.2811
Gohir.A05G261900	2342	2154.25	504.358	3.23595
Gohir.A10G138500	1358	1170.25	238.684	2.81905
Gohir.D08G201300	2935	2747.25	150.265	0.755995
Gohir.D10G039300	1040	852.252	17.4961	0.283748
Gohir.D07G196232	1671	1483.25	0	0
Gohir.D10G014500	1698	1510.25	0	0
Gohir.D12G255375	1398	1210.25	0	0
Gohir.D13G027080	576	388.611	0	0
Gohir.D07G057300	4750	4562.25	8.38145	0.0253921
Gohir.A13G112000	1725	1537.25	0	0
Gohir.A12G017600	2481	2293.25	823.781	4.965
Gohir.D11G313200	2766	2578.25	8.31358	0.0445679
Gohir.A10G066900	1503	1315.25	90.5503	0.951569
Gohir.A04G044600	3609	3421.25	42	0.169677
Gohir.D01G110400	1302	1114.25	0	0
Gohir.D07G218000	2147	1959.25	0	0
Gohir.D05G208000	2255	2067.25	11	0.0735459
Gohir.D10G232100	6017	5829.25	387.257	0.918218
Gohir.A09G215400	967	779.271	16	0.283786
Gohir.A12G080200	228	67.6899	37	7.55504
Gohir.D05G082400	1553	1365.25	32.5871	0.329907
Gohir.A10G191900	3019	2831.25	146.518	0.715272
Gohir.D12G072500	936	748.271	0	0
Gohir.A06G176500	437	251.069	0	0
Gohir.D01G077400	1648	1460.25	2.16143	0.0204585
Gohir.D01G118400	622	434.57	0	0
Gohir.D08G063700	2024	1836.25	9.17303	0.0690462
Gohir.D11G121600	6557	6369.25	11.317	0.0245585
Gohir.A09G175450	1936	1748.25	156	1.23333
Gohir.A09G112200	1954	1766.25	0	0
Gohir.A05G107600	938	750.271	57.9746	1.06802
Gohir.D12G021000	3385	3197.25	4.81452	0.020813
Gohir.D10G117701	1838	1650.25	0	0
Gohir.D06G063600	830	642.323	0	0
Gohir.A01G070200	601	413.57	96	3.20834
Gohir.A05G250400	2336	2148.25	193.64	1.24586
Gohir.A10G044000	2230	2042.25	41.643	0.281833
Gohir.D10G101400	1362	1174.25	7	0.0823941
Gohir.A08G221650	1275	1087.25	156.909	1.9947
Gohir.A05G240200	1429	1241.25	391.953	4.36449
Gohir.A13G178500	3187	2999.25	133.168	0.613686
Gohir.A02G069100	2558	2370.25	59.9559	0.34962
Gohir.A02G066800	2473	2285.25	756.184	4.57354
Gohir.A08G060250	287	112.204	15	1.84774
Gohir.A03G134700	1085	897.252	69.0562	1.06377
Gohir.D09G084101	554	366.695	0	0
Gohir.D07G185600	2968	2780.25	17.1438	0.0852281
Gohir.A11G011900	1073	885.252	192.894	3.0117
Gohir.D06G083833	237	73.749	0	0
Gohir.A06G077950	1034	846.252	0	0
Gohir.A11G234500	2144	1956.25	123.636	0.873532
Gohir.A01G205700	1461	1273.25	5	0.0542769
Gohir.A13G190300	2081	1893.25	9.75781	0.0712365
Gohir.D07G111750	1639	1451.25	0	0
Gohir.D01G026700	869	681.306	0	0
Gohir.A11G183800	1975	1787.25	414	3.20165
Gohir.A11G273100	1689	1501.25	0	0
Gohir.A03G123500	1437	1249.25	123.639	1.36793
Gohir.D05G336340	1512	1324.25	0	0
Gohir.D03G009100	462	275.629	65.5359	3.28635
Gohir.A06G136600	897	709.271	55.7349	1.08611
Gohir.D09G157000	888	700.289	4	0.0789481
Gohir.D04G099600	2034	1846.25	0	0
Gohir.D08G151866	519	331.938	6.18432	0.25751
Gohir.D11G084500	1902	1714.25	0	0
Gohir.D05G198900	2638	2450.25	2.02969	0.0114493
Gohir.A07G072900	1655	1467.25	254.627	2.39861
Gohir.A12G098200	546	358.722	193	7.43632
Gohir.D06G175308	402	216.961	0	0
Gohir.D10G118700	1089	901.252	0	0
Gohir.D09G094400	2011	1823.25	1.16784	0.0088531
Gohir.A12G146000	1812	1624.25	56.4989	0.480779
Gohir.A03G198800	963	775.271	124	2.21069
Gohir.A11G104500	2132	1944.25	92.607	0.65834
Gohir.D10G153065	864	676.306	0	0
Gohir.D02G105800	1905	1717.25	10.7499	0.0865228
Gohir.D13G185600	1748	1560.25	59.0132	0.522773
Gohir.A11G286282	1734	1546.25	0	0
Gohir.A01G216800	2223	2035.25	157	1.0662
Gohir.D10G043800	1456	1268.25	4.09303	0.0446065
Gohir.A12G036900	2050	1862.25	622.414	4.61956
Gohir.A05G287900	2402	2214.25	670.861	4.1876
Gohir.A10G040200	1583	1395.25	440.449	4.36317
Gohir.A07G117900	1941	1753.25	0	0
Gohir.D08G211201	1244	1056.25	2.23544	0.0292519
Gohir.D11G083300	1667	1479.25	12.2924	0.114856
Gohir.D01G065700	956	768.271	2.29182	0.041231
Gohir.D05G176100	1949	1761.25	0	0
Gohir.A11G241900	678	490.441	0	0
Gohir.D10G253900	1615	1427.25	0.213749	0.00206997
Gohir.D06G035000	438	252.05	2	0.109674
Gohir.A03G000040	231	69.6725	4	0.793519
Gohir.A06G046900	1453	1265.25	152.289	1.66361
Gohir.A01G079000	894	706.271	48	0.939353
Gohir.D06G125800	1235	1047.25	107.024	1.4125
Gohir.D02G059700	2848	2660.25	0	0
Gohir.A11G127600	2783	2595.25	2391.17	12.7347
Gohir.A02G043601	1842	1654.25	5	0.0417761
Gohir.D12G261700	567	379.62	0	0
Gohir.D09G031600	417	231.516	0	0
Gohir.A07G186700	779	591.4	46.1552	1.07869
Gohir.A07G150100	1702	1514.25	189.079	1.72585
Gohir.D13G108200	2566	2378.25	0	0
Gohir.D10G231932	429	243.236	0	0
Gohir.A05G215900	1784	1596.25	2979.23	25.7966
Gohir.D01G023541	2641	2453.25	0	0
Gohir.A13G167500	745	557.414	7	0.173572
Gohir.A11G201100	1600	1412.25	64.5517	0.631763
Gohir.D04G176414	330	149.528	0	0
Gohir.D01G026020	2484	2296.25	10.8549	0.0653378
Gohir.A07G141550	375	191.054	0	0
Gohir.A13G024100	755	567.414	161.314	3.92943
Gohir.A07G082100	2461	2273.25	188.013	1.14314
Gohir.A12G015000	2107	1919.25	315.241	2.27023
Gohir.D04G153200	777	589.4	0	0
Gohir.A02G139200	1082	894.252	104	1.60743
Gohir.A08G144100	1600	1412.25	337.184	3.3
Gohir.A05G202550	234	71.691	0	0
Gohir.D04G036800	1675	1487.25	0	0
Gohir.D01G029000	950	762.271	1.03762	0.0188143
Gohir.A11G229600	1266	1078.25	12.7134	0.162967
Gohir.A09G059300	941	753.271	41	0.752301
Gohir.D10G164601	1275	1087.25	6.29443	0.0800176
Gohir.D05G365700	921	733.271	1.30195	0.0245407
Gohir.A12G016966	1925	1737.25	246.698	1.96274
Gohir.D12G146150	1426	1238.25	7	0.0781355
Gohir.A06G082880	1536	1348.25	317.063	3.25038
Gohir.A04G114900	1159	971.252	15	0.213461
Gohir.A07G100700	362	178.793	0	0
Gohir.A07G058200	2551	2363.25	233.975	1.36842
Gohir.A11G004400	583	395.611	0	0
Gohir.A11G301700	2927	2739.25	198.508	1.00163
Gohir.A07G076550	1873	1685.25	199.644	1.63739
Gohir.D11G046280	578	390.611	0	0
Gohir.D12G133232	540	352.775	7	0.274258
Gohir.A01G011600	2091	1903.25	530.683	3.85388
Gohir.D01G062600	1042	854.252	3.01889	0.0488451
Gohir.D06G014450	420	234.446	4	0.235818
Gohir.A07G196900	562	374.658	0	0
Gohir.A01G225700	1716	1528.25	250.548	2.26598
Gohir.A10G087250	657	469.537	0	0
Gohir.D02G011800	1003	815.252	0	0
Gohir.D01G042774	93	11.2222	0	0
Gohir.D04G162300	3791	3603.25	37.3729	0.143358
Gohir.A10G099000	834	646.323	3	0.0641551
Gohir.D08G175050	769	581.4	0	0
Gohir.A08G082862	1359	1171.25	17	0.200612
Gohir.D05G056900	927	739.271	0	0
Gohir.A05G297200	2773	2585.25	23	0.122966
Gohir.A10G040100	1593	1405.25	233	2.29172
Gohir.D13G219000	1980	1792.25	13.4786	0.103945
Gohir.D08G067000	1968	1780.25	0	0
Gohir.D08G210100	1413	1225.25	2.1089	0.0237898
Gohir.D07G056200	2973	2785.25	114.184	0.566633
Gohir.A08G101048	1572	1384.25	0	0
Gohir.D13G142100	1424	1236.25	1	0.0111803
Gohir.A06G163300	3023	2835.25	65.4693	0.319158
Gohir.D08G069400	2551	2363.25	4.14767	0.0242579
Gohir.A05G072300	2194	2006.25	593.31	4.08748
Gohir.D05G332188	351	168.636	0	0
Gohir.D04G185500	1056	868.252	0	0
Gohir.A07G210200	2215	2027.25	1	0.00681791
Gohir.D03G091200	1342	1154.25	1.19919	0.0143597
Gohir.D11G218000	1477	1289.25	18.2895	0.196075
Gohir.A06G025900	1680	1492.25	188.81	1.7488
Gohir.D01G186200	602	414.57	0	0
Gohir.D02G020550	348	165.883	0	0
Gohir.D13G057801	4668	4480.25	4.01309	0.0123804
Gohir.D04G087100	1437	1249.25	2.18541	0.0241793
Gohir.A03G075000	2229	2041.25	228.686	1.54847
Gohir.A02G145200	1914	1726.25	0	0
Gohir.A05G339200	3285	3097.25	47	0.20974
Gohir.D08G083700	4014	3826.25	32.1415	0.116105
Gohir.D05G328740	351	168.636	0	0
Gohir.D05G094000	2780	2592.25	21.251	0.113308
Gohir.D03G034000	1611	1423.25	13.0709	0.126935
Gohir.D01G154266	2144	1956.25	0	0
Gohir.D03G053900	1969	1781.25	0	0
Gohir.D12G023900	2867	2679.25	1.0129	0.00522529
Gohir.A11G086300	2042	1854.25	1214.4	9.05214
Gohir.A02G165400	1070	882.252	12.9002	0.202099
Gohir.A07G084000	1335	1147.25	3.36789	0.040575
Gohir.A12G112100	6276	6088.25	3487.87	7.9182
Gohir.A12G142700	1812	1624.25	284.499	2.42095
Gohir.A01G078100	4189	4001.25	1295.58	4.47536
Gohir.D05G327200	1530	1342.25	0	0
Gohir.A01G088400	1104	916.252	22.7631	0.343381
Gohir.A06G065650	570	382.62	0	0
Gohir.A08G113000	1617	1429.25	398.951	3.85807
Gohir.D07G104350	354	171.345	0	0
Gohir.D13G155000	1116	928.252	4.03469	0.0600764
Gohir.D11G131300	1524	1336.25	0	0
Gohir.A04G078300	1667	1479.25	60.0139	0.56075
Gohir.A11G077900	1731	1543.25	18	0.161211
Gohir.A13G032800	961	773.271	1	0.0178742
Gohir.D04G173180	675	487.453	0	0
Gohir.A05G026300	5376	5188.25	1011.42	2.69445
Gohir.A03G132200	2029	1841.25	125	0.938331
Gohir.D01G044300	2424	2236.25	4.51948	0.0279336
Gohir.A06G068800	2674	2486.25	127.668	0.709733
Gohir.D07G197600	480	293.343	1	0.0471176
Gohir.A04G004400	1711	1523.25	54.9799	0.498875
Gohir.D07G056700	1602	1414.25	1.4048	0.0137292
Gohir.A04G068900	961	773.271	208.641	3.7293
Gohir.D04G090900	839	651.323	0	0
Gohir.A11G267400	1708	1520.25	131	1.19101
Gohir.D04G065500	1486	1298.25	1.05863	0.0112705
Gohir.A08G187250	546	358.722	2	0.0770603
Gohir.D10G084200	1593	1405.25	1.09005	0.0107214
Gohir.A03G190700	519	331.938	9	0.374752
Gohir.A09G214300	1236	1048.25	2	0.0263708
Gohir.A13G167300	2437	2249.25	131	0.804993
Gohir.A11G044500	1038	850.252	127	2.0645
Gohir.D06G199500	1637	1449.25	11.3223	0.107981
Gohir.D12G039100	1374	1186.25	0	0
Gohir.D05G191300	2953	2765.25	133.641	0.667981
Gohir.A03G151200	907	719.271	40	0.768646
Gohir.A06G137802	457	270.684	64.7342	3.30545
Gohir.D11G195400	3544	3356.25	35.5272	0.146307
Gohir.A10G241520	3152	2964.25	44.7776	0.208788
Gohir.D07G187500	1419	1231.25	0	0
Gohir.D04G029300	2355	2167.25	36.7408	0.234314
Gohir.A05G265000	153	27.7026	0	0
Gohir.A07G104650	2951	2763.25	0	0
Gohir.A09G002000	1378	1190.25	0	0
Gohir.D02G106700	3373	3185.25	3.287	0.0142631
Gohir.D08G095100	1137	949.252	0	0
Gohir.A13G199800	1497	1309.25	2199.63	23.2213
Gohir.A02G148000	685	497.441	164.849	4.58041
Gohir.D13G126200	1925	1737.25	0	0
Gohir.A03G028001	717	529.441	1	0.0261061
Gohir.D02G231601	660	472.525	10	0.292506
Gohir.A03G166900	1022	834.252	9.71169	0.1609
Gohir.A01G139500	952	764.271	816.413	14.7646
Gohir.D05G136700	3431	3243.25	2.05834	0.00877193
Gohir.A01G179666	568	380.62	0	0
Gohir.A13G122266	1352	1164.25	0	0
Gohir.A13G221400	1308	1120.25	1	0.012338
Gohir.A06G120304	1671	1483.25	5	0.0465923
Gohir.D13G029900	3193	3005.25	20.0446	0.0921883
Gohir.D05G385000	3322	3134.25	40.4247	0.178267
Gohir.A08G059750	486	299.269	1	0.0461846
Gohir.D07G028100	2078	1890.25	0	0
Gohir.A10G092900	2645	2457.25	60.8091	0.342041
Gohir.D10G005266	1034	846.252	0	0
Gohir.D03G161200	1182	994.252	0	0
Gohir.A13G082800	1873	1685.25	9	0.0738137
Gohir.D07G016800	780	592.4	2.08527	0.0486526
Gohir.A07G012000	2156	1968.25	329.992	2.3173
Gohir.D03G090100	2685	2497.25	3.3942	0.018786
Gohir.A01G018700	3910	3722.25	2	0.00742648
Gohir.A01G092600	2466	2278.25	53	0.321539
Gohir.A03G055900	1242	1054.25	46	0.603077
Gohir.A03G192300	360	176.92	0	0
Gohir.A06G119700	1989	1801.25	338.634	2.59845
Gohir.D13G142500	2157	1969.25	0	0
Gohir.D03G061703	327	146.835	0	0
Gohir.D05G328920	339	157.558	0	0
Gohir.A09G067500	2009	1821.25	536.705	4.0731
Gohir.D04G123401	279	105.591	0	0
Gohir.A01G018460	312	133.483	0	0
Gohir.D07G217300	663	475.501	0	0
Gohir.D10G060500	1628	1440.25	5.88023	0.0564307
Gohir.D05G070400	2901	2713.25	28.6582	0.145988
Gohir.D10G122600	1524	1336.25	0	0
Gohir.A12G191000	1584	1396.25	57.5975	0.570163
Gohir.A13G079700	1680	1492.25	2	0.0185245
Gohir.A13G185900	7508	7320.25	517.612	0.977322
