Category1	Category2	estimate	SE	df	t.ratio	p.value	model
Dual-targeted_Interacting	Plastid-targeted_Interacting	-1.91761292261901	0.188881548551764	33266	-10.1524629447512	4.20528973637341e-23	Cqm5Mom
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	-0.982830232383797	0.174621715548882	33266	-5.62833911747176	1.65074209666767e-07	Cqm5Mom
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	1.82770674709962	0.103400937028506	33266	17.6759205440831	2.27610465652898e-68	Cqm5Mom
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	1.73994865444568	0.141816178320398	33266	12.269042044799	2.05069697046947e-33	Cqm5Mom
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-1.01605884407001	0.101553526634561	33266	-10.0051556823455	1.71807618423921e-22	Cqm5Mom
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	-0.0812761538348005	0.0716213859809964	33266	-1.1348028626026	0.512932206360215	Cqm5Mom
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	-0.0877580926539429	0.164994019543712	33266	-0.531886506533003	0.594808155279563	Cqm5Mom
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-2.84376559116963	0.132001200084334	33266	-21.5434828573739	5.49307029443477e-101	Cqm5Mom
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	-1.90898290093442	0.110638243756969	33266	-17.2542769670833	3.23807947878002e-65	Cqm5Mom
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-2.75600749851569	0.1638425813967	33266	-16.8210698038428	4.68659081978131e-62	Cqm5Mom
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-1.82122480828048	0.147176409919037	33266	-12.3744342539837	6.01196826463613e-34	Cqm5Mom
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.93478269023521	0.108913662940744	33266	8.58278626386657	9.65570285861517e-17	Cqm5Mom
AreNot-organelle-targeted	Dual-targeted_Interacting	-0.672523836079867	0.164068115276991	33266	-4.09905260960953	0.000291079889023745	Cqm5Dad
AreNot-organelle-targeted	Dual-targeted_Non-interacting	-1.24778429632554	0.0442749466905988	33266	-28.1826267357312	2.15803568692435e-171	Cqm5Dad
AreNot-organelle-targeted	Mitochondria-targeted_Interacting	0.197784993334962	0.0946462056116726	33266	2.08972976842264	0.146598628834682	Cqm5Dad
AreNot-organelle-targeted	Mitochondria-targeted_Non-interacting	0.25939686808037	0.135009413650626	33266	1.9213243067008	0.164098108578155	Cqm5Dad
AreNot-organelle-targeted	Plastid-targeted_Interacting	-2.19651063658105	0.0926569801580246	33266	-23.7058301796038	6.61905190643137e-122	Cqm5Dad
AreNot-organelle-targeted	Plastid-targeted_Non-interacting	-1.356627052741	0.0590304984477943	33266	-22.981799043096	1.08065147814626e-114	Cqm5Dad
Dual-targeted_Interacting	Dual-targeted_Non-interacting	-0.575260460245677	0.168764481921682	33266	-3.40865834857737	0.00326802816441505	Cqm5Dad
Dual-targeted_Interacting	Mitochondria-targeted_Interacting	0.870308829414829	0.18835892251371	33266	4.62048103588766	3.45856983578575e-05	Cqm5Dad
Dual-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.931920704160237	0.211538935489721	33266	4.40543345839765	8.47216223020364e-05	Cqm5Dad
Dual-targeted_Interacting	Plastid-targeted_Interacting	-1.52398680050119	0.187367274159185	33266	-8.13368720519693	4.73832792307191e-15	Cqm5Dad
Dual-targeted_Interacting	Plastid-targeted_Non-interacting	-0.684103216661132	0.173221763069291	33266	-3.94929138544491	0.00047126576179125	Cqm5Dad
Dual-targeted_Non-interacting	Mitochondria-targeted_Interacting	1.44556928966051	0.102571965684765	33266	14.0932201114599	8.45006187031779e-44	Cqm5Dad
Dual-targeted_Non-interacting	Mitochondria-targeted_Non-interacting	1.50718116440591	0.140679229746382	33266	10.7136011984362	1.2631572580782e-25	Cqm5Dad
Dual-targeted_Non-interacting	Plastid-targeted_Interacting	-0.94872634025551	0.100739366087711	33266	-9.41763262069247	5.88080395883361e-20	Cqm5Dad
Dual-targeted_Non-interacting	Plastid-targeted_Non-interacting	-0.108842756415456	0.0710471931517678	33266	-1.5319782751016	0.251074610170926	Cqm5Dad
Mitochondria-targeted_Interacting	Mitochondria-targeted_Non-interacting	0.0616118747454081	0.163671252864598	33266	0.376436751519086	0.7065946288614	Cqm5Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Interacting	-2.39429562991601	0.130942938763363	33266	-18.285030506631	4.53833091243409e-73	Cqm5Dad
Mitochondria-targeted_Interacting	Plastid-targeted_Non-interacting	-1.55441204607596	0.109751250503019	33266	-14.1630463338839	3.36429222356813e-44	Cqm5Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Interacting	-2.45590750466142	0.162529045864377	33266	-15.1105760302732	3.47510084752504e-50	Cqm5Dad
Mitochondria-targeted_Non-interacting	Plastid-targeted_Non-interacting	-1.61602392082137	0.145996488055621	33266	-11.0689232483846	2.78642032682165e-27	Cqm5Dad
Plastid-targeted_Interacting	Plastid-targeted_Non-interacting	0.839883583840054	0.108040495751796	33266	7.77378498678442	7.83625663718678e-14	Cqm5Dad
